"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount"
"43","2020-12-21 16:43:26-03","MBM","MBM","410663","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H. Kirkbr.",NA,"Araújo, D.; Portugal-Santana, A.; Miranda, P.L.S.; Góes-Neto, L.A.A.; Stehmann,; Portugal-Santana, A.; Miranda, P.L.S.; Góes-Neto, L.A.A.; Stehmann, J.R.","2063","2012","03","21","Southern America","Brazil","Minas Gerais","Rio Pardo de Minas","Parque Estadual Serra Nova, Estrada da trilha para Córrego da Velha (escorregador)","-42.732778","-15.615833","812","812",NA,"Erva ereta; flores rosa-claro. Prensado em álcool.","MBM410663","MBM410663","-42.732778","-15.615833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 16:23:17-03","MNHN","RECOLNAT_MNHN_P","P03819506","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Maguire, B.",NA,"1944","6","16",NA,"Suriname",NA,NA,"In Jacob Kondre.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819506' target='other'> <mi>dwc_moreinfo</mi></a>","P03819506","P03819506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23821",NA
"45","2015-09-04 16:23:17-03","MNHN","RECOLNAT_MNHN_P","P03819507","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Pipoly, J.J.|Lall, H.",NA,"1986","8","9",NA,"Guiana",NA,NA,"Barima-Waini Region: Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka.","-60.08333","7.63333",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819507' target='other'> <mi>dwc_moreinfo</mi></a>","P03819507","P03819507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8235",NA
"46","2015-09-04 16:23:17-03","MNHN","RECOLNAT_MNHN_P","P03819510","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Kegel",NA,"1844","8","1",NA,"Suriname",NA,NA,"Guiane-hollandaise.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819510' target='other'> <mi>dwc_moreinfo</mi></a>","P03819510","P03819510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"413",NA
"47","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819590","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Sagot",NA,"1856","8","1",NA,"Guyane française",NA,NA,"Acarouany.; Bord de la riviére.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819590' target='other'> <mi>dwc_moreinfo</mi></a>","P03819590","P03819590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332",NA
"48","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819592","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Sagot",NA,"1858","1","1",NA,"Guyane française",NA,NA,"Karouany.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819592' target='other'> <mi>dwc_moreinfo</mi></a>","P03819592","P03819592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332",NA
"49","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819593","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Sagot, P.",NA,"1858","1","1",NA,"Guyane française",NA,NA,"Karouany.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819593' target='other'> <mi>dwc_moreinfo</mi></a>","P03819593","P03819593_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332",NA
"50","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819594","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Hallé, F.",NA,"1962","7","26",NA,"Guyane française",NA,NA,"Forêt région de Tomate.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819594' target='other'> <mi>dwc_moreinfo</mi></a>","P03819594","P03819594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470",NA
"51","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819596","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Sagot",NA,"1854","8","1",NA,"Guyane française",NA,NA,"Acarouany.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819596' target='other'> <mi>dwc_moreinfo</mi></a>","P03819596","P03819596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332",NA
"52","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819597","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,NA,NA,"1950","7","1",NA,"Guyane française",NA,NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819597' target='other'> <mi>dwc_moreinfo</mi></a>","P03819597","P03819597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3581",NA
"53","2015-09-04 16:21:59-03","MNHN","RECOLNAT_MNHN_P","P03819598","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Benoist, R.",NA,"1914","3","8",NA,"Guyane française",NA,NA,"St. Jean.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819598' target='other'> <mi>dwc_moreinfo</mi></a>","P03819598","P03819598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"832",NA
"54","2015-09-04 16:22:00-03","MNHN","RECOLNAT_MNHN_P","P03819599","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Le Prieur",NA,"1838","1","1",NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819599' target='other'> <mi>dwc_moreinfo</mi></a>","P03819599","P03819599_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-04 16:22:00-03","MNHN","RECOLNAT_MNHN_P","P03819600","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Crevaux, J.",NA,NA,NA,NA,NA,"Guyane française",NA,NA,"Maroni supericur, cotica ? des bonis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819600' target='other'> <mi>dwc_moreinfo</mi></a>","P03819600","P03819600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-04 16:22:00-03","MNHN","RECOLNAT_MNHN_P","P03819601","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Granville, J.J.",NA,"1988","4","12",NA,"Guyane française",NA,NA,"Crique Gabaret - Bassin de l´Oyapock.","51.8","3.91667","5",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03819601' target='other'> <mi>dwc_moreinfo</mi></a>","P03819601","P03819601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10250",NA
"57","2020-12-11 11:40:49-03","UFMG","BHCB","93641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Tameirão Neto, E","3760","2004","01","17","Southern America","Brasil","Minas Gerais","Morada Nova de Minas","Fazenda Buriti Grande - Plantar.","-45.3567008972168","-18.6044006347656",NA,NA,NA,"Vereda, herbáceo.",NA,NA,NA,NA,NA,NA,NA,"44039","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:40:53-03","UFMG","BHCB","121672","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Oliveira, VB","764","2007","12","21","Southern America","Brasil","Minas Gerais","Marliéria","Lagoa do Jacaré","-42.647222","-19.806667","264","264",NA,"Subarbusto, ca. 1,5m altura. Flores brancas, frutos castanhos; Sobre vegetação aquática flutuante (histossolo)","BHCB020182",NA,"-42.647222","-19.806667","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:40:53-03","UFMG","BHCB","116546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Oliveira, VB","531","2007","07","18","Southern America","Brasil","Minas Gerais","Caratinga","Lagoa Vermelha","-42.449167","-19.498611","249","249",NA,"Erva, ca. 0,5m altura. Corola branca, frutos castanhos; Solo orgânico flutuante","BHCB020185",NA,"-42.449167","-19.498611","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:40:53-03","UFMG","BHCB","121569","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Oliveira, VB","661","2007","10","15","Southern America","Brasil","Minas Gerais","Caratinga","Lagoa Nova","-42.421111","-19.545556","239","239",NA,"Erva, ca. 0,6m altura. Corola branca, frutos verdes; Sobre vegetação aquática flutuante (histossolo)","BHCB020183",NA,"-42.421111","-19.545556","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:40:53-03","UFMG","BHCB","121731","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Salino, A; Dittrich, VAO; Oliveira, VB","823","2008","02","19","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Lagoa Carioca","-42.620278","-19.758333","280","280",NA,"Erva, ca. 1m altura, anfíbia. Flores brancas","BHCB020188",NA,"-42.620278","-19.758333","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:40:53-03","UFMG","BHCB","121811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Oliveira, VB; Ferreira, RM","903","2008","03","11","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Lagoa Don Helvécio","-42.599167","-19.786389","255","255",NA,"Erva, ca. 0,5m altura. Flores brancas, frutos castanhos; Em vegetação aquática flutuante (histossolo)","BHCB020186",NA,"-42.599167","-19.786389","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:40:53-03","UFMG","BHCB","131345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Pivari, MOD; Oliveira, VB; Cortat, R","1268","2009","04","17","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","236","236",NA,"Erva emergente, ca. 0,2m prof. Flores brancas, frutos castanhos","BHCB020184",NA,"-42.426389","-19.675","2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:40:53-03","UFMG","BHCB","15319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.",NA,"Torres, GE","s.n.","1987","06","21","Southern America","Brasil","Minas Gerais","Rio Claro",NA,NA,NA,NA,NA,NA,"Herbáceo.",NA,NA,NA,NA,"2017","04","18",NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-03-11 16:34:00-03","MO","MOBOT","100679732","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral","Bacigalupo (SI)","Wendell H. Camp","Camp E-3728","1945","6","8","South America","Ecuador","Guayas",NA,"Guayas, Canar, Chimborazo and Bolivar junction Foothills of the western cordillera near the village of Bucay.",NA,NA,"304.80000000","381.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2008-05-27 22:02:00-03","MO","MOBOT","1292252","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","J. Bruza","Enrique Forero|et al.","Forero 3845","1979","3","23","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan, alrededores de Palestina.","-77.16666","4.16666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2011-02-02 06:27:00-02","MO","MOBOT","1511408","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M. Taylor","B. Hoffman","Hoffman 2422","1992","8","28","South America","Guyana",NA,NA,"Canje River, 10-25 km upriver from mouth","-57.33333","6","0E8","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2011-03-23 11:39:00-03","MO","MOBOT","1512123","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","J.H. Kirkbride","John James Pipoly, III","Pipoly 8235","1986","8","9","South America","Guyana",NA,NA,"Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka","-60.08333","7.63333","0E8","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2010-02-14 20:35:00-02","MO","MOBOT","1512415","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M. Taylor","John James Pipoly, III","Pipoly 11298","1987","3","31","South America","Guyana",NA,NA,"Naamryck Canal; ±8 km SE of Naamryck Public Rd, just W of Lookout village","-58.41666","6.83333","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-10-03 04:36:00-03","MO","MOBOT","1811155","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","fide Cornejo","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 7220","2001","8","26","South America","Ecuador","Esmeraldas",NA,"Reserva Ecológica Manglares Cayapas-Mataje, Estuario Santa Rosa","-78.93333","1.31666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2016-09-14 05:18:00-03","MO","MOBOT","3114265","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","Paul J. M. Maas|Erik A. Mennega|Ben J.H. ter Welle","Maas 5566","1981","10","6","South America","Guyana",NA,NA,"Margins of Berbice River, S of New Dagerand.","-57.7166667","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2009-11-03 18:11:00-02","MO","MOBOT","3114363","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Luis Marcano-Berti","Marcano-Berti 8-1-77","1977","1","27","South America","Venezuela","Delta Amacuro",NA,"Cano Arature, depto. Antonio Diaz., Territorio Federal Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","3114424","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.m.Taylor","Montoya*","Montoya 84","1993",NA,NA,"South America","Venezuela","Delta Amacuro",NA,"Cerro Cano Acoima. Sierra Imataca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2012-02-06 06:42:00-02","MO","MOBOT","3114571","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","Piero G. Delprete|Françoise Crozier","Delprete 7160","1999",NA,NA,"South America","French Guiana","Cayenne",NA,"Bridge over the Orapu River, neat Auberge des Orpailleurs. Disturbed roadside vegetation.","-52.33333","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-10-18 08:13:00-02","MO","MOBOT","3114847","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","J.J. de Granville","Granville 10250","1988",NA,NA,"South America","French Guiana","Cayenne",NA,"Crique Gabaret- Bassin de l'Oyapock. Entre l'embouchure et la crique Merignan. Vegetation helipphile inondee.","-51.8","3.91666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3114992","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","M. Sauvain","Sauvain 610","1985",NA,NA,"South America","French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","3115238","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","John Bruza","James A. Duke","Duke 9695","1967","2","1","South America","Colombia","Chocó",NA,"Between Punta Las Barcas and Turbo, 0.5 elev.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-09-15 15:26:00-03","MO","MOBOT","3115598","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","Michel Hoff","Hoff 5005","1986",NA,NA,"South America","French Guiana","Cayenne",NA,"Plage de Montjoly-Ile de Cayenne. Plage en face de la rue des Plages de Montjoly.","-52.26666","4.9","3.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-09-22 16:23:00-03","MO","MOBOT","3115599","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","L. Andersson","Lennart Andersson|Claes Gustafsson|Claes Persson|J.H.E. Rova","Andersson 2071","1994","3","29","South America","French Guiana","Cayenne",NA,"Mont Mahury, close to water plant.","-52.26666","4.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","3116072","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","John Bruza","Julian A. Steyermark","Steyermark 107024","1973","4","18","South America","Venezuela","Amazonas",NA,"Sierra Parima: Vecindades de Simarawochi, Rio Matacuni.","-64.6","3.81666","795.00000000","830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-07-31 09:03:00-03","MO","MOBOT","3116248","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","John Bruza","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 114633","1977","10","15","South America","Venezuela","Delta Amacuro",NA,"Depto. Antonio Diaz: Riverine forest with varied tree growth of 15-30 meters tall, along Cano Araguabisi, 2-3 km. Above mouth.","-61.1","9.16666","15.00000000","30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-01-11 16:46:00-02","MO","MOBOT","3116358","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Steyermark","Basil Stergios","Stergios 3260","1982","1","30","South America","Venezuela","Delta Amacuro",NA,"Cienega de selca humeda caliente y selva de galeria, carretera Cano Guard.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2013-03-17 14:44:00-03","MO","MOBOT","3116696","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C. M. Taylor","T.H. Hollowell|Wiltshire Hinds","Hollowell 633","2001","10","23","South America","Guyana",NA,NA,"Barima-Waini Region. Waini River, Kwebana. Vicinity of abandoned sawmill. Laterite soil, some areas w/heavy layer of decomposing sawdust. Trailing herb on ground and low vegetation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3117245","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","C.M.Taylor","GOFF","GOFF 104","1992",NA,NA,"South America","French Guiana","Cayenne",NA,"Colline de Montravel- Ile de Cayenne. Vegetation saxixole a Philodendron acutatum et Furcraea foet.","-52.25","4.9","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2010-11-23 06:11:00-02","MO","MOBOT","3117485","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","J.C.Lindemann","Jan C. Lindeman|A.R.A. Görts-van Rijn|Marion J. Jansen-Jacobs|A.M.C. Hetterscheid-Hollats","Lindeman 666","1980",NA,NA,"South America","Suriname","Nickerie",NA,"Area of Kabelebo Dam project. Forest near road km 113.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","3117698","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"J.S. de la Cruz","de la Cruz 3050","1923","1","14","South America","French Guiana",NA,NA,"Pomeroon River, Pomeroon District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-07-20 21:22:00-03","MO","MOBOT","3117862","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","John Bruza","Bassett Maguire","Maguire 23821","1944","6","16","South America","Suriname",NA,NA,"Infrequent; vine; climbing to 4-5,; along river banks below rapids, in Jacob kondre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-07-31 09:03:00-03","MO","MOBOT","3118274","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","John Bruza","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 114823","1977","10","17","South America","Venezuela","Delta Amacuro",NA,"Depto. Antonio Diaz: wet cut-over land of abandoned rice field, now overgrown with herbaceous plants,","-61.1","9.08333","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-31 08:56:28-03","INPA","INPA","201359","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Taylor, CM","Pipoly III, JJ","11298","1988","03","31","Southern America","French Guiana",NA,NA,"Essequibo Isl-W. Demarara. Naamryck Canal; +/- 8 km SE of Naamryck Public Rd, just W of Lookout village.","-58.416667","6.833333",NA,NA,NA,NA,"INPA0201359","INPA0201359 INPA0201359_e","-58.416667","6.833333","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:49:07-03","MBML","MBML-HERBARIO","23174",NA,"Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","D. Zappi/Out.2009","A. P. Fontana; et al","813","2004","04","10",NA,"Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389",NA,NA,NA,"Herbácea até 50cm, flores brancas arroxeadas. Terrestre/rupestre.","MBML023174",NA,"40W58'52","19S44'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-01-26 13:58:03-03","IMA","MAC","45365","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","E.C.O.Chagas","Chagas-Mota","6869","2010","01","21",NA,"Brasil","Alagoas","Maribondo","Fazenda Boca da Mata.","-36.305839","-9.577389",NA,NA,NA,"Trepadeira. Flores brancas. Frutos verdes.; Mata Atlântica.","MAC0045365","MAC0045365","-36.305839","-9.577389","2010","01","21",NA,NA,NA,NA,NA,NA,NA,NA
