"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"92","2020-12-21 16:47:54-03","MBM","MBM","396229","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Barboza, E.","Engels, M.E.; Imig, D.C.; Nunes, M.G.; Imig, D.C.; Nunes, M.G.","2491","2014","05","29","Southern America","Brazil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,"Flores com sépalas róseas e pétalas alvas. Ovário rosa escuro. Parte vegetativa com ca. 2m. Verde. Rizoma subterrâneo.; Floresta Ombrófila Densa, em sub-bosque.","MBM396229","MBM396229",NA,NA,"2015","04","14",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"93","2020-12-21 16:47:54-03","MBM","MBM","395390","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Engels, M.E.","Engels, M.E.; Bonaldi, R.A.; Silva, R.C.; Bonaldi, R.A.; Silva, R.C.","1225A","2013","07","10","Southern America","Brazil","Paraná","Paranaguá","Salto das Andorinhas","-48.5092010498047","-25.5200004577637",NA,"Terrestre. Caule subterrâneo alvacento. Folhas verdes. Frutos imaturos rosas. Flores alvas.; Sub-bosque de Floresta Ombrófila Densa.","MBM395390","MBM395390",NA,NA,"2013","07","10",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"94","2020-12-21 16:47:54-03","MBM","MBM","49835","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Kummrow, R.","1145","1976","10","06","Southern America","Brazil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,"MBM049835","MBM049835",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA
"95","2020-12-21 16:47:54-03","MBM","MBM","27163","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","29626","1973","04","29","Southern America","Brazil","Paraná","Guaratuba","Rio Tipitinga","-48.5746994018555","-25.8827991485596",NA,NA,"MBM027163","MBM027163",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"96","2020-12-21 16:47:54-03","MBM","MBM","35806","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","14712","1966","09","14","Southern America","Brazil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,"MBM035806","MBM035806",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"97","2020-12-21 16:47:54-03","MBM","MBM","2016","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","14712","1966","09","14","Southern America","Brazil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,"MBM002016","MBM002016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"98","2020-12-21 16:47:54-03","MBM","MBM","8402","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","19613","1968","08","14","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"MBM008402","MBM008402 MBM008402_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"99","2020-12-21 16:47:54-03","MBM","MBM","1830","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","14532","1966","07","27","Southern America","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,"MBM001830","MBM001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"100","2020-12-21 16:47:54-03","MBM","MBM","87652","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.","46820","1983","08","24","Southern America","Brazil","Paraná","Paranaguá","Rio da Vila","-48.5092010498047","-25.5200004577637",NA,NA,"MBM087652","MBM087652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"101","2020-12-21 16:47:54-03","MBM","MBM","402240","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Ariati, V.","Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","1191","2013",NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Terrícola em sub-bosque.; Floresta Ombrófila Densa Submontana.","MBM402240","MBM402240",NA,NA,"2013",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"102","2020-12-21 16:47:54-03","MBM","MBM","21040","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Maas, P.J.M.","Hatschbach, G.","27077","1971","09","29","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM021040","MBM021040",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"103","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199965","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Ilha Grande.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199965' target='other'> <mi>dwc_moreinfo</mi></a>","P02199965","P02199965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2016-01-13 16:44:19-02","MNHN","RECOLNAT_MNHN_P","P00047445","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas","Pignal, M.|Lechat, F.",NA,"1993","8","19",NA,"Brésil","bahia","santa teresinha","Bahia. Serra do Gibboia, Morro da Pioneira (mun. Santa Teresina) [Morro da Pioneira, Serra da Jibóia]","-39.46667","-12.85","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00047445' target='other'> <mi>dwc_moreinfo</mi></a>","P00047445","P00047445_01","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H 370",NA,NA
"105","2015-09-29 19:23:18-03","MNHN","RECOLNAT_MNHN_P","P00686726","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Gagnepain","Glaziou, A.",NA,"1853","11","2",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Corcovado",NA,NA,"hb","Part 1/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00686726' target='other'> <mi>dwc_moreinfo</mi></a>","P00686726","P00686726_01 P00686726_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20515","lectotype",NA
"106","2015-09-29 19:23:38-03","MNHN","RECOLNAT_MNHN_P","P00686727","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Gagnepain","Glaziou, A.",NA,"1853","11","2",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Corcovado",NA,NA,"hb","Part 2/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00686727' target='other'> <mi>dwc_moreinfo</mi></a>","P00686727","P00686727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20515","lectotype",NA
"107","2015-09-29 09:30:08-03","MNHN","RECOLNAT_MNHN_P","P00686728","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Gagnepain","Glaziou, A.",NA,"1853","11","2",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00686728' target='other'> <mi>dwc_moreinfo</mi></a>","P00686728","P00686728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20515","isolectotype",NA
"108","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199963","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Usteri",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199963' target='other'> <mi>dwc_moreinfo</mi></a>","P02199963","P02199963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116",NA,NA
"109","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199964","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Usteri",NA,"1907","7","25",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199964' target='other'> <mi>dwc_moreinfo</mi></a>","P02199964","P02199964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199966","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Nadeaud, J.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199966' target='other'> <mi>dwc_moreinfo</mi></a>","P02199966","P02199966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199967","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Province de Goyaz.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199967' target='other'> <mi>dwc_moreinfo</mi></a>","P02199967","P02199967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4233",NA,NA
"112","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199969","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199969' target='other'> <mi>dwc_moreinfo</mi></a>","P02199969","P02199969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2389",NA,NA
"113","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199970","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"André, E.",NA,"1890","8","22",NA,"Brasil","Rio de Janeiro",NA,"Le Corcovado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199970' target='other'> <mi>dwc_moreinfo</mi></a>","P02199970","P02199970_01","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199971","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Nadeaud, J.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199971' target='other'> <mi>dwc_moreinfo</mi></a>","P02199971","P02199971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199972","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199972' target='other'> <mi>dwc_moreinfo</mi></a>","P02199972","P02199972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199973","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199973' target='other'> <mi>dwc_moreinfo</mi></a>","P02199973","P02199973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8497",NA,NA
"117","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199974","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199974' target='other'> <mi>dwc_moreinfo</mi></a>","P02199974","P02199974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199975","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Nadeaud, J.",NA,"1843","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199975' target='other'> <mi>dwc_moreinfo</mi></a>","P02199975","P02199975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359",NA,NA
"119","2015-09-03 20:54:43-03","MNHN","RECOLNAT_MNHN_P","P02199968","PreservedSpecimen",NA,NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Glaziou, A.",NA,"1869","12","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado à Paineiras.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199968' target='other'> <mi>dwc_moreinfo</mi></a>","P02199968","P02199968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","3123",NA,NA
"120","2020-12-11 11:45:38-03","UFMG","BHCB","185945","PreservedSpecimen","Plantae","Monocotyledon",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Gontijo, FD","326","2014","10","03","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.390414","-18.979311",NA,"Herbáceo; Frutificação; Próximo à drenagem,frutos vermelhos e pretos, altura 0,8m; Floresta estacional semidecidual","BHCB185945",NA,NA,NA,"2015","08",NA,"-43.390414","-18.979311",NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:45:38-03","UFMG","BHCB","43017","PreservedSpecimen","Plantae","Monocotyledon",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-09-29 14:53:00-03","UFPR","UPCB","59618","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Guimarães, O.A.","Labiak, P.H.","4057","2007","07","12",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"Terrestre no interior da mata, próximo à riacho, cálice e frutos vermelhos, pétalas alvas. Mata Atlântica de encosta..",NA,NA,"760","760","2007","10","09","9999","9999",NA,NA,NA,NA,NA,NA,NA
"123","2020-09-29 14:53:00-03","UFPR","UPCB","75646","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep","Lombardi, J. A.","Lombardi, J.A.","8474","2011","04","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Mozart Catão","-42.995278","-22.425556",NA,"Mata atlântica. Erva rizomatosa, aromática, eixo da inflorescência e pedicelo vermelhos, ovário e cálice rosados, corola branca, frutos maduros negros, sementes marrons com arilo laranja.",NA,NA,"1190","1190","2011","04",NA,"-42.995278","-22.425556",NA,NA,NA,NA,NA,NA,NA
"124","2020-09-29 14:53:00-03","UFPR","UPCB","89851","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Völtz, R.R.","Völtz, R.R. | Santos, T.F.","1124","2016","12","06",NA,"Brasil","Paraná","Morretes","Rio Sagrado","-48.803611","-25.611389",NA,"Erva 2 m alt.; frutos vermelhos; interior de Floresta Ombrófila Densa Submontana secundária..","UPCB0028987","UPCB0028987 UPCB0028987_1","430","430","2017","01",NA,"-48.803611","-25.611389",NA,NA,NA,NA,NA,NA,NA
"125","2020-09-29 14:53:00-03","UFPR","UPCB","94743","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Forzza, R.C. | Fraga, C.N. | Kollmann, L. | Labiak, P.H. | Amorim, A.M. | Paixão, J.L.","5017","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,"Floresta ombrófila densa montana. Erva com distribuição esparsa na mata; rizoma avermelhado. Folhas discolores, bainha castanha. Inflorescência ereta com escapo e brácteas vermelhos; botões alaranjados. Infrutescência deitada no solo","UPCB0043171","UPCB0043171 UPCB0043171_1","600","600",NA,NA,NA,"-40.519444","-20.291389",NA,NA,NA,NA,NA,NA,NA
"126","2020-09-29 14:53:00-03","UFPR","UPCB","95034","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Völtz, R.R.","Völtz, R.R.","1381","2017","10","07",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.301667","-25.168333",NA,"interior de Floresta Ombrófila Densa Submontana secundária em topo de morro. Erva 2,5 m alt.; frutos vermelhos, saindo no pé da planta","UPCB0035709",NA,"160","160","2017","10",NA,"-48.301667","-25.168333",NA,NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:17:45-03","UFPR","UPCB","97007","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Franzoi, P. A. P.","Franzoi, P. A. P.","01","2021","01","25",NA,"Brasil","Paraná","Guaratuba","Castelhanos","-48.955917","-25.850999",NA,"Mata Atlântica. Floresta Ombrófila Densa Montana, borda de mata. Herbácea, perene, rizomatosa, inflorescência inserida na divisão entre rizoma e pseudocaule, frutos imaturos vermelhos, quando maduros são negros, sementes e folhas aro","UPCB0046866",NA,"833","833","2021",NA,NA,"-48.955917","-25.850999",NA,NA,NA,NA,NA,NA,NA
"128","2020-09-29 14:53:00-03","UFPR","UPCB","42434","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Guimarães, O.A.","Cervi, A.C.","6767","1999","09","15",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,"Herbácea com inflorescência de flores róseo-claras e frutos roxos. Floresta ombrófila densa submontana..",NA,NA,NA,NA,"2007","10","09",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"129","2020-09-29 14:53:00-03","UFPR","UPCB","31725","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Cervi, A.C.","Cervi, A.C.","6301","1997","09","03",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,"Flor rosa-claro com coloração mais escura na base. Interior da floresta atlântica..",NA,NA,NA,NA,"1997","01","01",NA,NA,NA,NA,"17116","auto",NA,NA,NA
"130","2020-09-29 14:53:00-03","UFPR","UPCB","31905","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kersten, R.","Kersten, R.","135","1997","07","22",NA,"Brasil","São Paulo","Ribeirão Grande","Bairro do Carioca","-48.3600006103516","-24.0900001525879",NA,"Herbácea rizomatosa, até 1,80m, pétalas brancas, sépalas róseas, eixos de inflorescência róseos. Subosque de floresta secundária..",NA,NA,NA,NA,"1997","08",NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA
"131","2020-09-29 14:53:00-03","UFPR","UPCB","6272","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Flora Neotropica","Hatschbach, G.","14712","1966","09","14",NA,"Brasil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,"Erva carnosa, 1,50m, inflorescência até 40cm, flor rósea, pétalas alvescentes. Interior da mata pluvial encosta de morro, locais sombrios..",NA,NA,NA,NA,"1977","01","01",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"132","2020-09-29 14:53:00-03","UFPR","UPCB","70067","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Mancinelli, W.S.","Mancinelli, W.S.","1254","2010","07","09",NA,"Brasil","Santa Catarina","Garuva","Pico Garuva","-48.8549995422363","-26.0266990661621",NA,"Herbácea, frutos rosados, ocorrente em Floresta Ombrófila Densa Sub Montana..",NA,NA,NA,NA,"2010","09","23",NA,NA,NA,NA,"22441","auto",NA,NA,NA
"133","2020-09-29 14:53:00-03","UFPR","UPCB","40887","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Silva, S.M.","Gatti, A.L.S.","70","1998","07","19",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Erva ereta, 1m, inflorescência róseo-esbranquiçada. Floresta ombrófila densa submontana, local sombreado..",NA,NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"134","2020-09-29 14:53:00-03","UFPR","UPCB","25768","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Flora Neotropica","Lima, R.X.","194","1993","11","19",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba-de-cima","-48.3288993835449","-25.3066997528076",NA,"Erva, 2m, fruto vermelho imaturo, fruto utilizado na medicina popular para o fígado, intestino e prisão de ventre..",NA,NA,NA,NA,"1977","01","01",NA,NA,NA,NA,"37295","auto",NA,NA,NA
"135","2008-10-08 03:32:00-03","MO","MOBOT","3061616","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas (WAG)","R. Ribeiro","Ribeiro 1076","1987","9","10","South America","Brazil","Rio de Janeiro",NA,"Alto da Boa Vista, Morro Queimado, W. Gr., vertente Norte.","-43.26666","-22.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2016-09-14 05:18:00-03","MO","MOBOT","3060101","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Paul J. M. Maas","Maas 3291","1977","10","18","South America","Brazil","Rio de Janeiro",NA,"Km 3 of road from Mury to Lumiar, Serra de Sao Bernardo secondary roadside vegetation.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"137","2009-12-04 16:29:00-02","MO","MOBOT","3060388","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Hatschbach 53514","1989","10","20","South America","Brazil",NA,NA,"Victor Hugo, arredores, Espirito Santo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2012-04-13 13:17:00-03","MO","MOBOT","3060966","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","Larry R. Noblick|William J. Hahn|M.J. Lemos|C. Vieira","Noblick 3344","1984","6","6","South America","Brazil",NA,NA,"Serra da Pioneira, 3 km de P. Branca Santa Terezinha, Ba.","-39.53333","-12.75",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2011-06-27 08:43:00-03","MO","MOBOT","3061055","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","F. Sellow","Sellow 498","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2011-02-18 16:05:00-02","MO","MOBOT","3061250","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","G. Hieronymus","Hieronymus 249",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2014-09-26 11:25:00-03","MO","MOBOT","3061347","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","Peter W. Lund","Lund 170",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2009-07-27 09:32:00-03","MO","MOBOT","3061488","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","Auguste F.M. Glaziou","Glaziou 20515","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
