"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00632443","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","W. Ganev","1158","1992","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632443","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","G. P. Lewis","Bahia","Piata","Estrada Catolés-Abaíra, Tomboro, caminho para roça de Lili","-41.75","-13.25","1050","1050","NY00632443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","408748","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","R. M. Harley","25718","1988","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408748","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.",NA,"Bahia","Rio de Contas","Pico das Almas. Vertente leste. 13-14km a N-O da cidade","-41.9","-13.53","1180","1180","NY00408748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00924125","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","8615/809","1961","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924125","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Plano Piloto, Colégio Marista","-47.9294","-15.7797",NA,NA,"NY00924125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00924179","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","H. S. Irwin","8262","1965","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924179","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Summit of Chapada da Contagem, ca. 10 km. E. of Brasília.","-47.82337","-15.7833","1000","1000","NY00924179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00924183","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","B. M. T. Walter","3464","1996","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924183","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","R. C. Barneby","Distrito Federal","Brasília","Fazenda Sucupira. Regiao entre o Recanto das Emas e Riacho Fundo (Nucleo Bandeirante)","-48.02","-15.92","1080","1080","NY00924183_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00408749","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","P. E. Gibbs","3374","1976","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408749","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","São Paulo","Moji-Guaçu","25km NW de Mogi-Guaçú. Estaçao Experimental de Mogi-Guaçú (Fazenda Campinha)",NA,NA,NA,NA,"NY00408749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00924148","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","8615","1961","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924148","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Plano Piloto, Colégio Marista","-47.9294","-15.7797",NA,NA,"NY00924148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00924154","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","H. S. Irwin","7955","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924154","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Chapada da Contagem","-47.9297","-15.7797","1000","1000","NY00924154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00924167","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","B. Maguire","56150","1963","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924167","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Tocantins",NA,"Between Cristalândia and Gurupi, Belém-Brasília highway.",NA,NA,"300","300","NY00924167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00924187","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","G. G. Hatschbach","30008","1972","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924187","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Minas Gerais","Jaboticatubas","Rio do Cipó","-43.7447","-19.5136",NA,NA,"NY00924187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00924196","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","B. A. S. Pereira","3186","1996","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924196","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","B. A. S. Pereira","Goiás","Padre Bernardo","Km 06 da estrada Padre Bernardo/Mimoso","-48.42","-15.17","650","650","NY00924196_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00924194","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","G. Pereira-Silva","1151","1992","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924194","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","R. C. Barneby","Goiás","Niquelândia","3 km sudoeste da Sede da Fazenda Agua Quente; regiao de Garimpo","-48.97","-14.55","500","500","NY00924194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00924149","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","6271","1981","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924149","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.",NA,"Distrito Federal","Brasília","Avenida das Naçoes Norte","-47.9294","-15.7797",NA,NA,"NY00924149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00924165","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","L. Riedel","2910","1834","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924165","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.",NA,NA,NA,"Quinlo do Campo",NA,NA,NA,NA,"NY00924165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00924175","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","S. de Souza Silva","69","1996","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924175","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","R. C. Barneby","Goiás","Guarinos","estrada Itapeci/Guarinos. Folha SD-22-ZA","-49.67","-14.83","800","800","NY00924175_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00408750","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","P. E. Gibbs","3374","1976","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408750","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","São Paulo","Moji-Guaçu","25km NW de Mogi-Guaçú. Estaçao Experimental de Mogi-Guaçú (Fazenda Campinha)",NA,NA,NA,NA,"NY00408750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00408752","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","A. M. V. de Carvalho","6265","1996","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408752","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","M. de L. Rico-Arce","Bahia","Caetité","Km 2-8 na estrada para Brejinho das Ametistas","-42.5139","-14.0803",NA,NA,"NY00408752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00924180","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","K. Kubitzki","79-14","1979","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924180","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.",NA,"Distrito Federal","Brasília","Taquara. Reserva Ecológica do IBGE","-47.9294","-15.7797",NA,NA,"NY00924180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00924184","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","H. S. Irwin","5454","1964","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924184","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Minas Gerais","Burití","Minas Gerais - Goiás boundary, ca. 175 km. E. to Fazenda Furquilha Nova, ca. 200 km E. of Brasília. (Prop. Sr. Edson Portillo)","-46.4302","-15.6171",NA,NA,"NY00924184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00924156","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","7149","1981","07","14","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924156","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","B. A. S. Pereira","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,NA,"NY00924156_01 NY00924156_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00924173","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","G. G. Hatschbach","41693","1978","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924173","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Goiás","Cristalina","Cachoeira","-47.6133","-16.7686",NA,NA,"NY00924173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00408755","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","J. S. Blanchet","3327","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408755","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Bahia","Jacobina","Igreja Velha","-40.5181","-11.1808",NA,NA,"NY00408755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00924123","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","8632/826","1961","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924123","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Fundaçao Zoobotânica","-47.9294","-15.7797",NA,NA,"NY00924123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00924186","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","A. F. M. Glaziou","14647","1883",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924186","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Minas Gerais",NA,"Plantes des environs de Rio de Janeiro et d'Ouro Preto. Minas",NA,NA,NA,NA,"NY00924186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01181611","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","Disciplina Princípios e Métodos em Taxonomia Vegetal","255","2003","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181611","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.",NA,"São Paulo","Brotas","Estação Ecologica de Itirapina.","-47.9239","-22.2161",NA,NA,"NY01181611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00924182","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","J. H. Kirkbride Jr.","4454","1981","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924182","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Distrito Federal","Brasília","Fazenda Água Limpa, campo experimental da Universidade de Brasília.","-47.9","-15.95","1080","1080","NY00924182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00408757","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","H. S. Irwin","6418","1964","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408757","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Mato Grosso",NA,"Vicinity of Garapú. Cerrado 50-65 km S of Garapú","-52.57","-13.2",NA,NA,"NY00408757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00924166","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","A. P. Duarte","30088","1950","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924166","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","Minas Gerais",NA,"Serra de Catiara, Serradao, Patos de Minas","-46.677362","-19.172913","900","900","NY00924166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00924161","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","G. M. Araújo","35","1986","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924161","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","R. C. Barneby","Minas Gerais",NA,"Estaçao Ecológica do Panga, Uberlândia",NA,NA,NA,NA,"NY00924161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00924195","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","M. L. M. Azevedo","1009","1996","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924195","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","R. C. Barneby","Goiás","Niquelândia","Km 20 da GO-532. Niquelândia/CODEMIN","-48.3339","-14.2839",NA,NA,"NY00924195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00924150","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","E. P. Heringer","7149","1981","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924150","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","B. A. S. Pereira","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,NA,"NY00924150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00408754","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","gummiferum","Enterolobium gummiferum","F. C. Hoehne","20455","1927","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408754","Magnoliophyta","Fabales","(Mart.) J.F.Macbr.","A. L. Mesquita","São Paulo","Moji-Mirim","Mogy-Mirim","-46.96013","-22.425035",NA,NA,"NY00408754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
