"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2013-07-03 10:37:49-03","EBDA","BAH","1787","S","Plantae",NA,NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Edna Laureana P. G. de Oliveira","Ma. das Graças Soares",NA,"1975","07",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-07-03 10:37:49-03","EBDA","BAH","2863","S","Plantae",NA,NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","900","1980","11",NA,"Brasil","Bahia","Porto Castro Alves.",NA,"Subarbusto com cerca de 40 cm de altura; folhas trifolioladas, flores alvas e frutos fusiformes.IMPORT. PLANTA: Planta medicinal usada no combate à febre.",NA,NA,NA,"Cachoeira","-38.9558","-12.6183",NA,NA,NA,NA,"26884","auto","1980","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:31:57-03","UFBA","ALCB","11395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson",NA,"s.col.","PHs/n",NA,NA,"Southern America","Brasil",NA,"Da Bahia, Rio, Goias",NA,NA,"ALCB015767","ALCB015767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-14 14:10:06-03","UFBA","ALCB","057152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Guedes, ML","Guedes, ML; Loureiro, DM; Alves, L. de J.","9548","2002","05","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Área do Empreendimento da BELOV, Mapele",NA,"de ca. 040 cm. Folíolos membranáceos, verde-amarelados. Flores singelas, com pétalas alvas . Frutos imaturos verdes.",NA,NA,"20","Simões Filho","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,"2002","06","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-14 14:10:06-03","UFBA","ALCB","06049","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Costa; Silva, MB da","Pinto, GCP","00272","1950","06","Southern America","Brasil","Bahia","Recôncavo Sul",NA,NA,NA,NA,NA,"Cruz das Almas","-39.1","-12.666667",NA,NA,NA,NA,NA,NA,"1998","12","-39.1","-12.666667",NA,NA,NA,NA,NA,NA,NA
"16","2020-05-19 10:29:56-03","UFBA","ALCB","08580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Costa; Silva, MB da","Guedes, ML","275","1981","06","Southern America","Brasil","Bahia","Nordeste, Reserva Ecológica do Raso da Catarina",NA,"ca. 30cm de comprimento. Folhas membranáceas, discolor. Inflorescências com flores singelas, pequenas e alvas.",NA,NA,"19","Paulo Afonso","-38.216667","-9.4",NA,NA,NA,NA,NA,NA,"2000","11","-38.216667","-9.4",NA,NA,NA,NA,NA,NA,NA
"17","2020-05-19 10:29:56-03","UFBA","ALCB","09583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Costa; Silva, MB da","Guedes, ML; Queiroz, LP de","s/n","1982","02","Southern America","Brasil","Bahia","Nordeste, Reserva Ecológica do Raso da Catarina",NA,"Presença de pequenos acúleos de folhas membranáceas e levemente discolor. Flores singelas, alvas.",NA,NA,"24","Paulo Afonso","-38.216667","-9.4",NA,NA,NA,NA,NA,NA,"2000","11","-38.216667","-9.4",NA,NA,NA,NA,NA,NA,NA
"18","2020-05-19 10:29:56-03","UFBA","ALCB","45910","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Costa; Silva, MB da","Queiroz, LP de; Nascimento, NS","3838","1994","04","Southern America","Brasil","Bahia","Recôncavo Sul, ca. 4 km W de Castro Alves, na estrada para Santa Terezinha",NA,"1,0 m, ramificado. Folhas membranáceas. Flores com sépalas verdes, pétalas brancas; anteras amarelas, ovário verde. Frutos imatuos verdes. Pouco frequente.; Flora ruderal, à beira da estrada, solo arenoso",NA,NA,"26","Castro Alves","-39.416667","-12.75",NA,NA,NA,NA,NA,NA,"1998","12","-39.416667","-12.75",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-14 14:10:06-03","UFBA","ALCB","57152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Guedes, ML","s.col.","s/n","2000",NA,"Southern America","Brasil","Bahia","Região Metropolitana Salvador, Área do Empreendimento da BELOV, Mapele",NA,"ca. 40cm. Folíolos membranáceos, verde-amarelados. Flores singelas com pétalas alvas. Frutos imaturos verdes.",NA,NA,NA,"Simões Filho","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,"2002","06","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-14 14:10:06-03","UFBA","ALCB","58643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Guedes, ML","s.col.","s/n","2000",NA,"Southern America","Brasil","Bahia","Região Metropolitana Salvador, Área do Empreendimento da BELOV, Mapele",NA,"ca. 40cm. Folíolos membranáceos, verde-amarelados. Flores singelas, com pétalas alvas. Frutos imaturos verdes.",NA,NA,NA,"Simões Filho","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,"2002","06","-38.445833","-12.774167",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-14 14:10:06-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson","Costa; Silva, MB da","Arouck Ferreira, JDC","254","1983","02","Southern America","Brasil","Bahia","Paraguaçu, Fazenda Lapa",NA,"Presença de espinhos pequenos na base de cada ramo. Flores axilares, delicadas, brancas. Frutos verdes.; Estepe arbórea. Areno-argiloso.",NA,NA,"26","Iaçu","-39.933333","-12.7",NA,NA,NA,NA,NA,NA,"2000","11","-39.933333","-12.7",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-14 14:10:06-03","UFBA","ALCB","08086","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson",NA,"Grupo Pedra do Cavalo","900","1980","11","Southern America","Brasil","Bahia","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçu. Porto Castro Alves",NA,"ca. 40cm de altura. Folhas trifolioladas. Flores alvas. Frutos fusiformes.",NA,NA,NA,"Cachoeira","-39.083333","-12.533333",NA,NA,"120","120",NA,NA,"1980","12","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 21:31:57-03","UFBA","ALCB","11396","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","diffusa","Tarenaya diffusa","(Banks ex DC.) Soares Neto & Roalson",NA,"s.col.","PHs/n",NA,NA,"Southern America","Brasil",NA,"Da Bahia, Espirito Santo, Rio",NA,NA,"ALCB015768","ALCB015768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:53:30-03","NBC","NL-BOTANY","L.1851787","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.",NA,"Düsen P",NA,"1904","11","Southern America","Brazil",NA,"Bahia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1851787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1851787","NL-L1851787","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:53:30-03","NBC","NL-BOTANY","U.1172358","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.",NA,"Harley RM; et al.",NA,"1974","03","Southern America","Brazil",NA,"ESTADO DE BAHIA. Coastal Zone. Just north of Porto Seguro. Sandy foreshore.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1172358 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1172358","NL-U1172358","21",NA,"-39.05","-16.433333",NA,NA,NA,NA,NA,NA,NA,NA,"-39.05","-16.433333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:03:42-03","ESALQ","ESA","62002","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Brassicaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa e Silva, A.B.","Hatschbach, G. et al.","60797.0","1994","06",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"ESA062002",NA,"08","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:55:23-03","ESALQ","ESA","140893","PreservedSpecimen","Plantae",NA,NA,"Cleomaceae","Hemiscola","diffusa","Hemiscola diffusa","(Banks ex DC.) Iltis","Cardinelli, L.S.","Andrade, R.C.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04",NA,"Brasil","Rio de Janeiro","Trilha da Borda do Paiol, Base dos Fuzileiros Navais, Ilha do Governador",NA,"Liana, fruto imaturo verde","ESA140893",NA,"23","Rio de Janeiro","-43.1633","-22.7815",NA,NA,NA,NA,NA,NA,"2017","06","-43.1633","-22.7815",NA,"02",NA,NA,NA,NA,NA
"28","2020-11-04 10:55:23-03","ESALQ","ESA","141322","PreservedSpecimen","Plantae",NA,NA,"Cleomaceae","Hemiscola","diffusa","Hemiscola diffusa","(Banks ex DC.) Iltis","G.H. Shimizu","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","445.0",NA,NA,NA,"Brasil","Rio de Janeiro","Batalhão de Operações Especiais de Fuzileiros Navais (Batalhão Tonelero) - Campo Grande. Complexo Guandu do Sapê. Pista de Reação. Trilha da mata.",NA,"Erva ca. 50 cm, frutos de cor verde.","ESA141322",NA,NA,"Rio de Janeiro","-43.5859","-22.8541",NA,NA,NA,NA,NA,NA,"2017","06","-43.5859","-22.8541",NA,"23",NA,NA,NA,NA,NA
"29","2020-11-04 11:04:29-03","ESALQ","ESA","132418","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Capparaceae","Hemiscola","diffusa","Hemiscola diffusa","(Banks ex DC.) Iltis","Paula-Souza, J.","Paula-Souza, J.; Ferreira, M.A.P.; Silva, R.E.R.; Franco, J.O.R.","10794.0","2012","04",NA,"Brasil","Ceará","1,5km E da sede da Fazenta Itataia. Leito de rio em caatinga arbórea aberta.",NA,"Erva, flores alvas, frutos imaturos verdes","ESA132418",NA,"23","Santa Quitéria","-40.1567001342773","-4.33194017410278",NA,NA,NA,NA,"62463","auto","2012","05",NA,NA,NA,"01",NA,NA,NA,NA,NA
"30","2020-11-04 11:04:57-03","ESALQ","ESA","130452","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cleomaceae","Hemiscola","diffusa","Hemiscola diffusa","(Banks ex DC.) Iltis","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35655.0","2013","03",NA,"Brasil","Rio de Janeiro","Fragmento 65 (TAV). Manguezal degradado.",NA,NA,"ESA130452",NA,"19","Duque de Caxias","-22.7659","-43.272",NA,NA,"8","8",NA,NA,"2013",NA,"-22.7659","-43.272",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:55:23-03","ESALQ","ESA","139417","PreservedSpecimen","Plantae",NA,NA,"Cleomaceae","Hemiscola","diffusa","Hemiscola diffusa","(Banks ex DC.) Iltis","G.H. Shimizu","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","445.0",NA,NA,NA,"Brasil","Rio de Janeiro","Batalhão de Operações Especiais de Fuzileiros Navais (Batalhão Tonelero) - Campo Grande. Complexo Guandu do Sapê. Pista de Reação. Trilha da mata.",NA,"Erva ca. 50 cm, frutos de cor verde.","ESA139417",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2017","06",NA,NA,NA,"23",NA,NA,NA,NA,NA
"32","2019-02-15 11:36:02-02","IPA","IPA","21061","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Iltis, H.H.","Andrade-Lima","705791","1970","03","Southern America","Brasil","Pernambuco","Mata do engenho de Júlio Ramos. Na sombra da mata.",NA,"Erva.","IPA0021061",NA,"24","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"14606","auto","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-07-26 11:39:39-03","IPA","IPA","39318","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa e Silva, M.B.; Silva, W.C. da","Fox","39318",NA,NA,"Southern America","Brasil","Rio de Janeiro","Ilha de São Sebastião.",NA,"Negativo nº","IPA0039318",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:36:02-02","IPA","IPA","68347","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Silva, R.A.; Sales, M.F.; Moura, D.; Sales, M.F.; Moura, D.","1065","1999","09","Southern America","Brasil","Sergipe","Fazenda Jaburu",NA,"Erva ca. 25 cm de altura; caule róseo-verde; fruto seco marrom.","IPA0068347",NA,"21","Canindé de São Francisco","-37.7893981933594","-9.65999984741211",NA,NA,NA,NA,"38828","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:36:02-02","IPA","IPA","68350","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Silva, R.A.; Moura, D.; Moura, D.","646","1999","07","Southern America","Brasil","Alagoas",NA,NA,"Erva ereta com ca. 30cm de altura, caule com espinhos, flores brancas, estigma verde e frutos imaturos verdes.","IPA0068350",NA,"26","Piranhas","-37.7566986083984","-9.62360954284668",NA,NA,NA,NA,"32231","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:36:02-02","IPA","IPA","69677","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","794","2002","02","Southern America","Brasil","Alagoas","Usina Serra Grande, Brejão. Próximo ao riacho.",NA,"Erva com caule espinhoso; flores alvas; fruto imaturo verde. Ocasional.; Vegetação herbácea. Solo argilo-arenoso.","IPA0069677",NA,"21","São José da Laje","-36.0583000183105","-9.00971984863281",NA,NA,NA,NA,"16954","auto","2002","03",NA,NA,NA,"26",NA,NA,NA,NA,NA
"37","2019-02-15 11:36:02-02","IPA","IPA","66256","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa e Silva, M.B.","Krieger, L.","s.n.","1980","10","Southern America","Brasil","Minas Gerais",NA,NA,"Erva 30-40 cm. Flores alvas.","IPA0066256",NA,"16","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:36:04-02","IPA","IPA","82605","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.",NA,"Rita Pereira","2717","2008","06","Southern America","Brasil","Pernambuco","Vale do Catimbau, Alcobaça.Sítio Serrote Preto margeando o Riacho Salgado.",NA,NA,"IPA0082605",NA,"19","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:36:02-02","IPA","IPA","5386","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Iltis, H.H.","Andrade-Lima; Magalhães, M.; Magalhães, M.","1151","1952","06","Southern America","Brasil","Pernambuco","Roça no pé da serra do Araripe.",NA,"Ervinha. Flores creme-claro.","IPA0005386",NA,"29","Floresta","-38.5685997009277","-8.60111045837402",NA,NA,NA,NA,"87756","auto","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:36:02-02","IPA","IPA","28748","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Rita Pereira","Ataíde, M.; Rita Pereira; Maria José; Rita Pereira; Maria José","6","1982","06","Southern America","Brasil","Pernambuco","Área de experimento do projeto caprino.",NA,"Erva espinhosa, ca. De 30cm, flores cremes.","IPA0028748",NA,"02","Ibimirim","-37.690299987793","-8.54055976867676",NA,NA,NA,NA,"45154","auto","1982","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:36:02-02","IPA","IPA","61001","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa e Silva, M.B.","Costa e Silva, M.B.; Laurênio, A.; Tschá, M.; Laurênio, A.; Tschá, M.","1509","1993","06","Southern America","Brasil","Pernambuco","Margem da BR 232.",NA,"Erva do 50 cm, folhas muito atacadas por insetos pela presença de Flores brancas com estames amarelos e frutos verdes.","IPA0061001",NA,"20","Sanharó","-36.565601348877","-8.36056041717529",NA,NA,NA,NA,"16338","auto","1993","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:36:02-02","IPA","IPA","68062","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Moura, D.; Silva, R.A.; Silva, R.A.","407","1999","06","Southern America","Brasil","Sergipe","Fazenda Baixa Verde",NA,"Erva ca. 20cm; presença de flor com pétala branca, estames e gineceu esverdeados; fruto imaturo de cor verde.","IPA0068062",NA,"15","Canindé de São Francisco","-37.7893981933594","-9.65999984741211",NA,NA,NA,NA,"38828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:36:02-02","IPA","IPA","68334","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Sales, M.F.; Moura, D.; Melo, J.; Moura, D.; Melo, J.","1014","2000","02","Southern America","Brasil","Sergipe","Fazenda Poço Verde",NA,"erva ca. 40cm de altura; pétalas brancas.; Arenito.","IPA0068334",NA,"24","Canindé de São Francisco","-37.7893981933594","-9.65999984741211",NA,NA,NA,NA,"38828","auto","2004","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:36:04-02","IPA","IPA","85306","S","Plantae","Plantae",NA,"Capparaceae","Cleome","diffusa","Cleome diffusa","Banks ex DC.","Costa; Silva, M.B.","Santana, M.C.","236","1984","06","Southern America","Brasil","Sergipe",NA,NA,"Erva 60cm. Flores alvas; frutos verdes tipo cápsula.; Caatinga hiperxerófila.","IPA0085306",NA,"25","Poço Redondo","-37.684398651123","-9.80500030517578",NA,NA,NA,NA,"32343","auto","2000","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
