"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","393566","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.",NA,"G. G. Hatschbach","16664","1967","07","05","South America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393566","NY00393566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:29:07-03","UNESP-IBB","BOTU","10287","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E.","Hatschbach, G.","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá","Rio Cachoeirinha, 1km abaixo do Pico do Torto",NA,NA,NA,NA,NA,"Treapadeira lenhosa, tronco volúvel, flor alva, floresce no alto das árvores da mata pluvial.","BOTU010287",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:19:22-03","UFRJ","RFA","10233","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","E. Forero","G.G. Hatschbach","21323","1969","04","11",NA,"Brasil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708","50","50",NA,"Trepadeira; fruto amarelo","RFA39625",NA,NA,NA,"1977","09","28","30514","auto",NA,NA
"14","2020-11-13 09:19:22-03","UFRJ","RFA","9781","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","E. Forero","G.G. Hatschbach; J. Fontella 395","20820","1969","01","18",NA,"Brasil","Paraná","Paranaguá","Rio Cachoeirinha, 1 km abaixo do Pico Torto","-48.5092010498047","-25.5200004577637","300","300",NA,"Trepadeira lenhosa. Tronco volúvel; flor alva. Floresce no alto da árvores","RFA39624",NA,NA,NA,"1977","09","28","24916","auto",NA,NA
"15","2020-02-08 10:08:57-03","NBC","NL-BOTANY","L.1930177","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.",NA,"Reitz R; Klein RM",NA,"1956","01","10","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil. Luis Alves, Itajaí. Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1930177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1930177","NL-L1930177",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA
"16","2020-02-08 10:08:57-03","NBC","NL-BOTANY","WAG.1441804","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.",NA,"Hatschbach GG",NA,"1988","06","14","Southern America","Brazil",NA,NA,"Porto das Moças 3 km O (mun. Antonina) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1441804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1441804","NL-WAG1441804",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA
"17","2020-02-08 10:08:57-03","NBC","NL-BOTANY","WAG.1441805","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.",NA,"Hatschbach GG; Fontella Pereira J",NA,"1969","01","18","Southern America","Brazil",NA,NA,"Rio Cachoejrinha, 1 km abaixo de Pico Torto (mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1441805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1441805","NL-WAG1441805",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA
"18","2020-02-08 10:08:57-03","NBC","NL-BOTANY","WAG.1441806","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.",NA,"Hatschbach GG; Fontella Pereira J",NA,"1969","01","18","Southern America","Brazil",NA,NA,"Rio Cachoejrinha, 1 km abaixo de Pico Torto (mun. Paranaguá) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1441806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1441806","NL-WAG1441806",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA
"19","2021-01-14 15:27:15-03","MN","R","127855","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.; J. Fontella","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637","300","300",NA,NA,NA,NA,NA,NA,"1977",NA,NA,"24916","auto",NA,NA
"20","2021-01-14 15:27:15-03","MN","R","178053","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Smith, L.B.","Klein, R.M.","1686","1955","10","14",NA,"Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385","150","150",NA,NA,NA,NA,NA,NA,"1956",NA,NA,"27253","auto",NA,NA
"21","2021-01-14 15:27:15-03","MN","R","178054","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Smith, L.B.","Reitz, R.; Klein, R.M.","2362","1956","01","10",NA,"Brasil","Santa Catarina","Luiz Alves",NA,"-48.9328002929688","-26.7206001281738","200","200",NA,NA,NA,NA,NA,NA,"1956",NA,NA,"16079","auto",NA,NA
"22","2019-08-27 13:32:08-03","IAP","PACA-AGP","64777","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenh.","Smith","Reitz, R.","4930","1957","10","03",NA,"Brasil","SC","São Francisco de Paula","Porto do Palmital p. Garuva",NA,NA,NA,NA,NA,"HBR 16497 Ecossistema: Mata Atlântica","PACA064777",NA,NA,NA,"1958",NA,NA,NA,NA,"Magnoliatae",NA
"23","2019-08-27 13:32:08-03","IAP","PACA-AGP","64799","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenh.","Smith","Smith","2541","1956","01","20",NA,"Brasil","SC","Palhoça p. Pilões",NA,NA,NA,NA,NA,NA,"HBR 10083 Ecossistema: Mata Atlântica","PACA064799",NA,NA,NA,"1956",NA,NA,NA,NA,"Magnoliatae",NA
"24","2020-12-20 21:16:41-03","UFV","VIC","4598","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Cowan, R.S.","Irwin, H.S.","2736","1959","02","24",NA,"Brasil","Minas Gerais","Viçosa","E. S. A. V., Pastagem densa. Solo arenoso vermelho.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Liana, c.a. de 5,0 metros. Fruto escarlate. Incomum.","VIC004598","VIC004598",NA,NA,NA,NA,NA,"13937","auto",NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0039885","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","E. Forero","G. Hatschbach; J. P. Fontella","20829","1969",NA,"18",NA,"Brazil","Parana",NA,"Rio Cachoeirinha, 1 km abaixo do Pico Torto (mun. Paranagua).","-48.5","-25.5167","300",NA,NA,"Trepadeira lenhosa, tranco voluvel, flor alva floresce no alto das arvores da mata pluvial encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:28:33-03","UNICAMP","UEC","3773","S","Plantae","Magnoliopsida",NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E","Hatschbach, G; Fontella, JP","20820","1969","01","18",NA,"Brazil","Paraná","Paranaguá","Rio Cachoeirinha, 1km abaixo do Pico Torto.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Treadeira lenhosa, tronco volúvel, flor alva. Floresce no alto das árvores da mata pluvial, encosta de morro.","UEC083271","UEC083271",NA,NA,"1981",NA,NA,"24916","auto",NA,NA
"27","2021-03-16 17:54:05-03","UCS","HUCS","2353","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.","da Paz, J.R.L.","Hatschbach, G.","20829","1969","01","18",NA,"Brasil","Paraná",NA,"Rio Cachoeirinha - 1 km abaixo Pico Torto",NA,NA,NA,NA,NA,"trepadeira lenhosa",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:54:05-03","UCS","HUCS","5399","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.","da Paz, J.R.L.","Hatschbach, G.","52147","1988","06","14",NA,"Brasil","Paraná","Porto das Moças","km 3",NA,NA,NA,NA,NA,"trepadeira lenhosa - fruto amarelo avermelhado; mata pluvial",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:21:18-03","MBM","MBM","9929","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","21323","1969","04","11","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM009929","MBM009929",NA,NA,NA,NA,NA,"30514","auto",NA,NA
"30","2020-12-21 16:21:18-03","MBM","MBM","25244","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52147","1988","06","14","Southern America","Brazil","Paraná","Antonina","Porto das Moças, 3km O","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM025244","MBM025244",NA,NA,NA,NA,NA,"38300","auto",NA,NA
"31","2020-12-21 16:21:18-03","MBM","MBM","24504","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.","16664","1967","07","05","Southern America","Brazil","Paraná","Guaraqueçaba","Serinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM024504","MBM024504",NA,NA,NA,NA,NA,"37295","auto",NA,NA
"32","2020-12-21 16:21:18-03","MBM","MBM","9113","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20894","1969","01","23","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM009113","MBM009113",NA,NA,NA,NA,NA,"30514","auto",NA,NA
"33","2020-12-21 16:21:18-03","MBM","MBM","192995","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Burkart, A.","Hatschbach, G.; Fontella, J.; Fontella, J.","20829","1969","01","18","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM192995",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"34","2020-12-21 16:21:18-03","MBM","MBM","9115","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.; Fontella, J.; Fontella, J.","395","1969","01","18","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha, 1km abaixo do Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM009115","MBM009115",NA,NA,NA,NA,NA,"24916","auto",NA,NA
"35","2020-12-21 16:21:18-03","MBM","MBM","192994","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","4930","1957","10","03","Southern America","Brazil","Santa Catarina","São Francisco do Sul","Porto do Palmital","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM192994",NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA
"36","2020-12-21 16:21:18-03","MBM","MBM","19024","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Forero, E.","Hatschbach, G.","26944","1971","08","26","Southern America","Brazil","Paraná","Guaratuba","Rio Tupitinga","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM019024","MBM019024",NA,NA,NA,NA,NA,"41937","auto",NA,NA
"37","2020-12-21 16:21:18-03","MBM","MBM","28512","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","2541","1956","01","20","Southern America","Brazil","Santa Catarina","Palhoça","Pilhões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"MBM028512","MBM028512",NA,NA,NA,NA,NA,"31105","auto",NA,NA
"38","2020-12-21 16:21:18-03","MBM","MBM","28510","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","4930","1957","10","03","Southern America","Brazil","Santa Catarina","São Francisco do Sul","Porto do Palmital, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM028510","MBM028510",NA,NA,NA,NA,NA,"23627","auto",NA,NA
"39","2021-02-11 17:18:35-03","UFPR","UPCB","38771","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Smith, L.B.","Reitz, R.","4930","1957","10","03",NA,"Brasil","Santa Catarina","São Francisco do Sul","Porto Palmital, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,"Liana, fruto maduro, amarelo. Mata..","UPCB0038210",NA,NA,NA,"1958","01","01","23627","auto",NA,NA
"40","2021-02-11 17:18:35-03","UFPR","UPCB","1835","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Smith, L.B.","Reitz, R.","4930","1957","10","03",NA,"Brasil","Santa Catarina","São Francisco do Sul","Porto Palmital, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,"Liana, fruto maduro, amarelo. Mata..",NA,NA,NA,NA,"1958","01","01","23627","auto",NA,NA
"41","2016-11-10 13:15:00-02","MO","MOBOT","100937320","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","O. Kosovsky","Nelson A. Rosa|et al.","Rosa 1002","1983","4","5","South America","Brazil","Maranhão",NA,"Munic. Sta. Luzia, Faz. AGRIPEC-VARIG; caminho para o Rio Mutum; margem esquerda do Rio Pindaré.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2009-07-09 17:05:00-03","MO","MOBOT","2457698","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.",NA,"Gert G. Hatschbach","Hatschbach 20829",NA,NA,NA,"South America","Brazil","Paraná",NA,"Paranaguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-05-30 04:37:00-03","MO","MOBOT","3178068","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.",NA,"Ernst Üle","Üle 495",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3178079","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.",NA,"Gert G. Hatschbach","Hatschbach 20820","1969","1","18","South America","Brazil","Paraná",NA,"Rio Cachoeirinha, 1 km abaixo do Pico Torto (mun. Paranaguá0.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3398491","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G. Schellenb.","G. Hatschbach","Gert G. Hatschbach|J.M. Silva","Hatschbach 52147","1988","6","14","South America","Brazil","Paraná",NA,"Porto das Moças 3 km O (mun. Antonina).",NA,NA,"30.00000000","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-31 09:08:37-03","INPA","INPA","87947","S","Plantae","Dicotyledon Com-Clade","Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E","Hatschbach, GG","20829","1969","01","18","Southern America","Brasil","Paraná","Paranaguá","Rio Cachoeirinha, 1 km abaixo do Pico Torto.","-48.5092010498047","-25.5200004577637","300","300",NA,NA,"INPA0087947","INPA0087947 INPA0087947_1 INPA0087947_1e INPA0087947_e",NA,NA,NA,NA,NA,"24916","auto",NA,NA
"47","2020-06-15 15:30:03-03","UNESP-RC","HRCB","7861","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E.","Hatschbach, G.","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637","300","300",NA,"Trepadeira lenhosa, tronco volúvel, flor alva floresce no alto das árvores",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"48","2020-09-12 05:00:02-03","US","US","USw14994","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","2362",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"49","2020-09-12 05:00:02-03","US","US","2271801","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","5781","1957","12","20","South America","Brazil","Santa Catarina","São Francisco do Sul","Mina Velha, Garuva","-48.6380996704102","-26.2432994842529","10",NA,NA,NA,"US01857802","US01857802_01",NA,NA,NA,NA,NA,"23627","auto","Dicotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","3147108","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"G. Hatschbach & J. M. Silva","52147","1988","6","14","South America","Brazil","Paraná","Antonina","Porto das Moças. 3 km O","-48.7118988037109","-25.4286003112793","30","50",NA,NA,"US01857801","US01857801_01",NA,NA,NA,NA,NA,"38300","auto","Dicotyledonae","1"
"51","2020-09-12 05:00:02-03","US","US","2220690","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","2541","1956","1","20","South America","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"US01857805","US01857805_01",NA,NA,NA,NA,NA,"31105","auto","Dicotyledonae","1"
"52","2020-09-12 05:00:02-03","US","US","2252416","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","3621","1956","9","6","South America","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"US01857804","US01857804_01",NA,NA,NA,NA,NA,"31105","auto","Dicotyledonae","1"
"53","2020-09-12 05:00:02-03","US","US","2220574","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. M. Klein","1686","1955","10","14","South America","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385","150",NA,NA,NA,"US01857807","US01857807_01",NA,NA,NA,NA,NA,"27253","auto","Dicotyledonae","1"
"54","2020-09-12 05:00:02-03","US","US","2271691","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","4930","1957","10","3","South America","Brazil","Santa Catarina","São Francisco do Sul","Porto do Palmital, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"US01857803","US01857803_01",NA,NA,NA,NA,NA,"23627","auto","Dicotyledonae","1"
