"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","class","fieldNumber","relatedCatalogItem","sex"
"1","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","2489","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","aff. epidendroides","Vellozia aff. epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2013","02","01","Carlos Alberto F. Jr.; Fernando Fernandes; Juliana Ordones; Lívia Echternadt","caf","2013","01","29","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço & Ermo de Minas,Base do Pico Por do Sol.","-43.7144012451172","-19.1688995361328","19º 01' 23 S","43º 43' 22 W","26557","1349","1349","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","2488","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","aff. epidendroides","Vellozia aff. epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2013","02","01","Carlos Alberto F. Jr.; Fernando Fernandes; Juliana Ordones; Lívia Echternadt","caf","2013","01","29","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço & Ermo de Minas,Base do Pico Por do Sol.","-43.7144012451172","-19.1688995361328","19º 01' 33S","43º 43' 12W","26557","1323","1323","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3618","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","aff. epidendroides","Vellozia aff. epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2015","11","16","Kelen Soares; Lucas Assis",NA,"2015","11","13","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807","43º32'48.0","18º19'19.0","101169","1172","1172","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3641","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","aff. epidendroides","Vellozia aff. epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2015","12","04","Kelen Soares; Lucas Assis",NA,"2015","12","04","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3671","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","cf. epidendroides","Vellozia cf. epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2016","01","08","Kelen Soares; Lucas Assis",NA,"2016","01","08","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:10:37-03","FZB-BH","CVJBFZB","3694","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","cf. epidendroides","Vellozia cf. epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2016","02","22","Kelen Soares; Lucas Assis",NA,"2016","02","17","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:10:37-03","FZB-BH","CVJBFZB","1583","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2011","07","14","Carlos Alberto F. Jr.; João Barbosa, Gladstone C. Araújo, Lucas Assis","CAF333","2011","07","14","Brasil","Minas Gerais","Santana do Riacho","Área da nova estrada que liga Santana do Riacho a Serro.","-43.7144012451172","-19.1688995361328","43°38'18.08","19°20'16.15","26557",NA,NA,"254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:10:37-03","FZB-BH","CVJBFZB","1584","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2011","07","14","Carlos Alberto F. Jr.; João Barbosa, Gladstone C. Araújo, Lucas Assis","CAF333","2011","07","14","Brasil","Minas Gerais","Santana do Riacho","Área da nova estrada que liga Santana do Riacho a Serro.","-43.7144012451172","-19.1688995361328","43°38'18.08","19°20'16.15","26557",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-06-10 10:10:37-03","FZB-BH","CVJBFZB","2924","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Daniela Zappi","2011","02","15","Carlos Alberto F. Jr.;",NA,"2009","11","14","Brasil","Minas Gerais","Santana do Pirapama","Caminho da Capitação - Fazenda Tocan Cipó",NA,NA,"43°45.533'","19°00.370'",NA,"802","802","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3037","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2011","03","19","Carlos Alberto F. Jr.; Fernando Araújo e Willian Millikem","caf180","2011","03","19","Brasil","Minas Gerais","Santana do Pirapama","Trilha da capitação",NA,NA,"43°45.553'","19°00.378",NA,"800","800","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3055","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2011","03","19","Carlos Alberto F. Jr.; Fernando Araújo e Willian Millikem","caf209","2011","03","19","Brasil","Minas Gerais","Santana do Pirapama","Trilha da capitação",NA,NA,"43°45.553'","19°00.378",NA,"800","800","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:37-03","FZB-BH","CVJBFZB","1582","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos A. Ferreira Jr.","2011","07","14","Carlos Alberto F. Jr.; João Barbosa, Gladstone C. Araújo, Lucas Assis","CAF333","2011","07","14","Brasil","Minas Gerais","Santana do Riacho","Área da nova estrada que liga Santana do Riacho a Serro.","-43.7144012451172","-19.1688995361328","43°38'18.08","19°20'16.15","26557",NA,NA,"254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3678","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2016","01","08","Kelen Soares; Lucas Assis",NA,"2016","01","08","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3649","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2015","12","04","Kelen Soares; Lucas Assis",NA,"2015","12","04","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3627","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2015","11","23","Kelen Soares; Lucas Assis",NA,"2015","11","20","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807","43º32'48.0","18º19'19.0","101169","1172","1172","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3695","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. & Schult.f.","Carlos Alberto Ferreira Júnior","2016","02","22","Kelen Soares; Lucas Assis",NA,"2016","02","17","Brasil","Minas Gerais","Diamantina","Estrada Diamantina/Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"254","auto","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","2960","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","leptopetala","Vellozia leptopetala","Goethart & Henrard","Daniela Zappi","2011","02","15","Carlos Alberto F. Jr.;",NA,"2009","11","12","Brasil","Minas Gerais","Santana do Pirapama","Vilarejo de inhamé , próximo ao rio",NA,NA,"43°48.188'","18°54.428'",NA,"692","692","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","2521","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","leptopetala","Vellozia leptopetala","Goethart & Henrard","Carlos A. Ferreira Jr.","2013","02","01","Carlos Alberto F. Jr.; Fernando Fernandes; Juliana Ordones; Lívia Echternadt","caf","2013","01","30","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço & Ermo de Minas, Acampamento","-43.7144012451172","-19.1688995361328","19º 01' 30S","43º 42' 17W","26557","1223","1223","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","2520","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","leptopetala","Vellozia leptopetala","Goethart & Henrard","Carlos A. Ferreira Jr.","2013","02","01","Carlos Alberto F. Jr.; Fernando Fernandes; Juliana Ordones; Lívia Echternadt","caf","2013","01","30","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço & Ermo de Minas, Acampamento","-43.7144012451172","-19.1688995361328","19º 01' 30S","43º 42' 17W","26557","1223","1223","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","898722","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"H. S. Irwin","20068","1968","02","14","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87",NA,NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898722","NY00898722_01",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","898707","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","CFCR5617","1984","10","16","Brazil","Minas Gerais","Diamantina","Diamantina- Estrada para Extração-cerca de 7 km de Diamantina","-43.6003","-18.2494",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898707","NY00898707_01",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","898719","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"W. A. Archer","3673","1936","08","05","Brazil","Minas Gerais",NA,"Serra do Cipó","-43.539757","-19.388386",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977206' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898719","NY00898719_01",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","898720","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"B. Maguire","49060","1960","08","07","Brazil","Minas Gerais",NA,"Summit of Serra do Cipo, Km. 112-128 along road from Hotel Chapeu",NA,NA,NA,NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898720","NY00898720_01",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","898715","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"N. L. de Menezes","CFCR12.230","1989","09","09","Brazil","Minas Gerais","Diamantina","Km. 185. Estrada para Diamantina-Conselheiro Mata.","-43.6003","-18.2494",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977197' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898715","NY00898715_01",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","248015","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides major","L.B.Sm.","L. B. Smith",NA,NA,NA,"B. Maguire","49098","1960","08","08","Brazil","Minas Gerais",NA,"Along road from Hotel Chapeu do Sol, summit of Serra do Cipo, km 120-140.",NA,NA,NA,NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761687' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00248015","NY00248015_01","major","type",NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","898729","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.",NA,NA,NA,NA,"H. S. Irwin","20934","1968","02","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27km N. of Sêrro on road (MG 2) to Diamantina.","-43.62","-18.53",NA,NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898729","NY00898729_01",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","898717","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"N. L. de Menezes","554","1975","12","14","Brazil","Minas Gerais","Diamantina","ca. 8 km em direção a Conselheiro Mata.","-43.6003","-18.2494",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977203' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898717","NY00898717_01",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","898711","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"W. R. Anderson","36321","1972","02","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567098","-19.391463",NA,NA,NA,"1220","1220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977187' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898711","NY00898711_01",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","248014","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides divaricata","L.B.Sm.",NA,NA,NA,NA,"B. Maguire","49064","1960",NA,NA,"Brazil","Minas Gerais",NA,"Summit of Serra do Cipo, km 112-128 along road from Hotel Chapeu.",NA,NA,NA,NA,NA,"1200","1300","Unicate <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=646236' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00248014","NY00248014_01","divaricata","type",NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","898716","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"N. L. de Menezes","670","1977","02","28","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 110 da estrada Lagoa Santa-Conceição do Mato Dentro, próximo da pensão Chapéu de Sol.","-43.7142","-19.1692",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977200' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898716","NY00898716_01",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","898710","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith; E. S. Ayensu",NA,NA,NA,"G. G. Hatschbach","27417","1971","09","07","Brazil","Minas Gerais","Diamantina","Estr. p/Salto da Divisa","-43.52971","-18.179837",NA,NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977185' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898710","NY00898710_01",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","898708","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","CFCR8655","1985","11","23","Brazil","Minas Gerais","Diamantina","Diamantina. Estrada São João da Chapada.","-43.6003","-18.2494",NA,NA,NA,"1180","1180","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898708","NY00898708_01",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1018403","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","2672","2004","12","15","Brazil","Minas Gerais","Presidente Kubitschek","Rodovia Datas - Serro, 20.5 km ao sul da ponte sobre o Riberao de Datas.","-43.5925","-18.5719",NA,NA,NA,"1192","1192","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259009' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01018403","NY01018403_01",NA,NA,NA,NA,NA,NA
