"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"262","2013-12-22 19:26:00-02","MO","MOBOT","2800320","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Stephen F. Smith",NA,NA,NA,"A. Kegler","Kegler 62","1998",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Caxias do Sul-Criúva-Fundo Quente. No campo.","800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"263","2013-08-23 04:12:00-03","MO","MOBOT","2800579","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","T. Plowman",NA,NA,NA,"W.G. Herter","Herter 1628","1934","12","2","Uruguay","Rivera",NA,NA,NA,NA,NA,NA,NA,NA,"Galgo. In saxosis, subsicc., ill.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-03-20 09:28:00-03","MO","MOBOT","2800892","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Pablo R. Legname|J. López|D. Serrano","Legname 7750","1980","11","21","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,NA,"Localidad: De San Ignacio. 9 Km, antes de llegar a Jardín América, sobre ruta 12.","190.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
"265","2013-08-23 04:12:00-03","MO","MOBOT","2801436","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","T. Plowman",NA,NA,NA,"W.G. Herter","Herter 1175","1929","11",NA,"Uruguay","Artigas",NA,NA,NA,NA,NA,NA,NA,NA,"Artigas. Silv., ripar. argill., subhum., soil exp.","100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"266","2012-04-20 10:02:00-03","MO","MOBOT","3300933","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","M. Sobral",NA,NA,NA,"Karner Hagelund","Hagelund 14010","1982","10","6","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Faxinal, Arroio dos Ratos. Wood, Grit E-10.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"267","2012-04-20 10:02:00-03","MO","MOBOT","3300935","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Karner Hagelund","Hagelund 13672","1981","10","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Faxinal, Arroio dos Ratos. Grit E-10. Humid forest.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"268","2008-05-27 22:02:00-03","MO","MOBOT","3310635","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","N. Hensold",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 55745","1991","10","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Pitanga, arredores.","850.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"269","2008-05-27 22:02:00-03","MO","MOBOT","3437834","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","T. Plowman",NA,NA,NA,"Gert G. Hatschbach|Armando C. Cervi","Hatschbach 50642","1986","10","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional do Iguaçu, Macucos (mun. Foz do Iguaçu).",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"270","2008-05-27 22:02:00-03","MO","MOBOT","3453450","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","T.M. Pedersen",NA,NA,NA,"Troels M. Pedersen","Pedersen 13712","1984","2","28","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Mondaí: S. Capela. Woodland on low, floodable ground by a tributary to the R. Uruguay.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-06-22 14:18:32-03","UNESP-IBILCE","SJRP","08525","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mail","S.M. Silva",NA,NA,NA,"R.M. Britez",NA,NA,NA,NA,"Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"Arbusto de flores brancas, frequente em local pedregoso à margem de rio.;",NA,NA,"Estreito do Rio Guarani",NA,NA,"Tracheophyta","Malpighiales","América do Sul",NA,"20611","auto","Magnoliopsida",NA,NA,NA,NA
"272","2020-06-22 14:18:32-03","UNESP-IBILCE","SJRP","17482","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mail","T. Plowman",NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,"Brasil","Paraná","Ivaí","-50.8588981628418","-25.010799407959",NA,NA,"Arbusto, 1,50 m, flor amarelo abóbora.;",NA,NA,"Rio Palmital",NA,NA,"Tracheophyta","Malpighiales","América do Sul",NA,"21096","auto","Magnoliopsida",NA,NA,NA,NA
"273","2019-03-29 10:41:19-03","UFSM","HDCF","4895","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius",NA,NA,NA,NA,"Filho, A. A.",NA,"1991","10","31","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,"Pintado Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2016-08-26 09:16:27-03","UFSM","HDCF","2977","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius","Marchiori, J. N. C.","1986","11","03","Marchiori, J. N. C.","597","1986","10","04","Brasil","Rio Grande do Sul","São Vicente do Sul","-54.6794013977051","-29.6916999816895",NA,NA,"Madeira coletada",NA,NA,"Cerro do Loreto",NA,NA,NA,NA,"América",NA,"42672","auto",NA,NA,NA,NA,NA
"275","2016-08-26 09:16:27-03","UFSM","HDCF","2632","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius","Longhi, S. J.","1987","10","05","Longhi, S. J.","805","1987","08","13","Brasil","Rio Grande do Sul","Canela","-50.815601348877","-29.3656005859375",NA,NA,"Material estéril",NA,NA,"FLONA",NA,NA,NA,NA,"América",NA,"16452","auto",NA,NA,NA,NA,NA
"276","2019-03-29 10:41:19-03","UFSM","HDCF","1573","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius","Sobral, M.","1985","09","11","Marchiori, J. N. C.",NA,"1984","12","19","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.3810997009277","-31.5783004760742",NA,NA,"Com frutos do tipo drupa",NA,NA,"Pedras Altas",NA,NA,NA,NA,"América",NA,"70026","auto",NA,NA,NA,NA,NA
"277","2016-08-26 09:16:27-03","UFSM","HDCF","2249","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius","Sobral, M.","1986","01","15","Marchiori, J. N. C.","297","1986","01","15","Brasil","Rio Grande do Sul","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,"Arroio do Salso",NA,NA,NA,NA,"América",NA,"56206","auto",NA,NA,NA,NA,NA
"278","2016-08-26 09:16:27-03","UFSM","HDCF","1146","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius","Longhi, S. J.","1985","09","12","Longhi, S. J.; Oliveira, A.","376","1982","09","25","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"Parque Municipal",NA,NA,NA,NA,"América",NA,"46790","auto",NA,NA,NA,NA,NA
"279","2019-03-29 10:41:19-03","UFSM","HDCF","4619","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Martius",NA,NA,NA,NA,"Longhi, S. J.",NA,"1991","10","28","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2015-10-22 10:02:45-02","UNIOESTE","UNOP","5909","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Temponi, L.G.","2010","06",NA,"Temponi, L.G.; Snak, C.; Reichert, A.M.; Cardozo, A.P.; Snak, C.; Reichert, A.M.; Cardozo, A.P.","725","2010","02","19","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"Arbusto 1, 50 m, Folha discolor membranácea, frutos imaturos verdes.",NA,NA,"Parque Nacional do Iguaçu. Trilha da Represa São João.",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"281","2015-10-22 10:02:45-02","UNIOESTE","UNOP","5908","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Temponi, L.G.","2010","06",NA,"Temponi, L.G.; Snak, C.; Reichert, A.M.; Cardozo, A.P.; Snak, C.; Reichert, A.M.; Cardozo, A.P.","735","2010","02","19","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"Arbusto de 2 m, folha cartácea discolor, pétalas alvas, frutos imaturos verdes.",NA,NA,"Parque Nacional do Iguaçu. Trilha das Cataratas.",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"282","2021-01-10 20:45:27-03","INPA","INPA","225015","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Junior, A","2001",NA,NA,"Francisco, EM","FUEL28710","1999","11","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,"INPA0225015","INPA0225015 INPA0225015_e","Patrimônio Regina. Mata ciliar do Rio Cafezal.",NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"63728","auto",NA,NA,NA,NA,NA
"283","2020-08-31 09:02:02-03","INPA","INPA","224978","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Junior, A","2001",NA,NA,"Kinupp, VF","66","1996","11","08","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,"INPA0224978","INPA0224978 INPA0224978_e","Mata de Confepar.",NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"63728","auto",NA,NA,NA,NA,NA
"284","2020-08-31 09:02:02-03","INPA","INPA","142845","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Sobral, MEG","4432","1985","10",NA,"Brasil","Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,NA,"INPA0142845","INPA0142845 INPA0142845_e","Arroio Regalado, Arroio Regalado.",NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"89305","auto",NA,NA,NA,NA,NA
"285","2020-08-31 09:02:02-03","INPA","INPA","159608","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Plowman, TC","1988",NA,NA,"Hatschbach, GG","50642","1986","10","13","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"INPA0159608","INPA0159608 INPA0159608_e","Parque Nacional do Iguaçu, Macucos",NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"39570","auto",NA,NA,NA,NA,NA
"286","2021-03-04 11:05:08-03","UFRB","HURB","7131","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","J.L.Costa-Lima","2016","01","27","Verdi, M.; Grosch B. & Klemz, G.","962","2008","11","19","Brasil","Santa Catarina","Campos Novos","-51.525833","-27.32","51º31'33W","27º19'12S",NA,"HURB000007131",NA,"Florão da Serra;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-06-15 15:30:21-03","UNESP-RC","HRCB","44163","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Bortolotto, I.M.","1517","2004","11","03","Brasil","Mato Grosso do Sul","Corumbá","-57.489889","-18.038611","57º29'23.6W","18º2'19S","Arbusto de 1 m. frutos verde quando imaturos",NA,NA,"Comunidade do Amolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-06-25 16:06:14-03","FUVATES","HVAT","673","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","M. Sobral","2009","03","01","M. Verdi; B. Grosch; G. Klemez","962","2008","11","19","Brasil","Santa Catarina","Campos Novos","-51.525833","-27.32","-51º31'33''W","-27º19'12''S","Doação do Herbário FURB, registro FURB 10843; Fruto maduro vermelho","HVAT00000673",NA,"Florão da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-06-25 16:06:14-03","FUVATES","HVAT","165","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Freitas","2013","10","14","E. Freitas","939","2013","10","14","Brasil","Rio Grande do Sul","Lajeado","-51.970556","-29.473611","-51º58'14''W","-29º28'25''S","Arbusto; Mata ciliar do Rio Taquari","HVAT00000165",NA,"Arroio Saraquá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-06-25 16:06:14-03","FUVATES","HVAT","2859","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Freitas","2015","04","06","E. Freitas","958","2013","12","17","Brasil","Rio Grande do Sul","Roca Sales","-51.837778","-29.148333","-51º50'16''W","-29º8'54''S","Arbusto; Mata Ciliar.","HVAT00002859",NA,"Linha Fernando Abott, Mata Ciliar do Rio Taquari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-07 11:44:30-03","FUVATES","HVAT","5376","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","C. R. Orlandi","2017","09","29","C. R. Orlandi","s.n.","2017","09","05","Brasil","Rio Grande do Sul","Pantano Grande","-52.498611","-30.330278","-52º29'55''W","-30º19'49''S","Arbusto.; Mata de galeria dentro do Horto Florestal.","HVAT00005376",NA,"Vila Capivarita, Horto Tarumã CMPC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-07 11:44:30-03","FUVATES","HVAT","1067","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Freitas","2014","01","17","G. Nicolini","s.n.","2013","10","29","Brasil","Rio Grande do Sul","Roca Sales","-51.855833","-29.238333","-51º51'21''W","-29º14'18''S","Arbusto; Mata ciliar preservada.","HVAT00001067",NA,"Linha Bento Gonçalves.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-07 11:44:30-03","FUVATES","HVAT","2597","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Freitas","2015","04","06","G. L. Ely Jr","s.n.","2013","09","18","Brasil","Rio Grande do Sul","Roca Sales","-51.865","-29.2525","-51º51'54''W","-29º15'9''S","Arbusto; Mata Ciliar do Rio Taquari","HVAT00002597",NA,"Linha Bento Gonçalves.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-07 11:44:30-03","FUVATES","HVAT","4860","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Freitas","2016","03","09","G. Nicolini","s.n.","2013","09","18","Brasil","Rio Grande do Sul","Roca Sales","-52.724444","-29.684444","-52º43'28''W","-29º41'4''S","Arbóreo.; Mata ciliar do Rio Taquari.","HVAT00004860",NA,"Linha Bento Gonçalves.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-07-31 14:32:30-03","CPATSA","HTSA","3922","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"E.M. Francisco","28710","1999","11","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 3m;botões florais e flores amarelas; mata ciliar do Rio Cafezal.",NA,NA,"Patrimônio Regina",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"296","2020-09-12 05:00:02-03","US","US","2743095","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. M. Klein","13777","1964","12","7","Brazil","Santa Catarina","Campo Erê","-53.1","-26.37",NA,NA,NA,"US01856721","US01856721_01 US01856721_02","8 km west of Campo Erê","900","1000",NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"297","2020-09-12 05:00:02-03","US","US","3147032","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"G. Hatschbach & A. Souza","50826","1986","11","28","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"US01856724","US01856724_01 US01856724_02","Rod. BR-277, Rio dos Papagaios",NA,NA,NA,"Linales","South America",NA,"35166","auto","Dicotyledonae",NA,"1",NA,NA
"298","2020-09-12 05:00:02-03","US","US","3195532","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"G. Schmeda","1372","1990","11","1","Paraguay","Asuncion",NA,NA,NA,NA,NA,NA,"US03302030",NA,"Gesudi, Km 22 N Montania, Nueva Asunción.",NA,NA,NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"299","2020-09-12 05:00:02-03","US","US","2743097","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","8788","1956","12","19","Brazil","Santa Catarina","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,NA,"US01856737","US01856737_01 US01856737_02","Clay pits by Rio Iguaçu, Pôrto União","750",NA,NA,"Linales","South America",NA,"41804","auto","Dicotyledonae",NA,"1",NA,NA
"300","2020-09-12 05:00:02-03","US","US","2646558","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","14446","1962","12","22","Brazil","Santa Catarina","Anita Garibaldi","-51.1300010681152","-27.6891994476318",NA,NA,NA,"US01856733","US01856733_01 US01856733_02","Barra Grande, Rio Pelotas","600",NA,NA,"Linales","South America",NA,"23768","auto","Dicotyledonae",NA,"1",NA,NA
"301","2020-09-12 05:00:02-03","US","US","3143708","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"R. Wasum et al.","s.n.","1988","10","30","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,"US01856726","US01856726_01 US01856726_02","Ilhéus","800",NA,NA,"Linales","South America",NA,"49662","auto","Dicotyledonae",NA,"1",NA,NA
"302","2020-09-12 05:00:02-03","US","US","3147029","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"G. Hatschbach & A. C. Cervi","50642","1986","10","13","Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"US01856723","US01856723_01 US01856723_02","Parque Nacional do Iguaçu, Macucos. Barrancos altos do rio Iguaçu",NA,NA,NA,"Linales","South America",NA,"39570","auto","Dicotyledonae",NA,"1",NA,NA
"303","2020-09-12 05:00:02-03","US","US","2743395","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","12703","1964","10","18","Brazil","Santa Catarina","Itapiranga","-53.77","-27.17",NA,NA,NA,"US01856731","US01856731_01 US01856731_02","above Rio Uruguai, Barra Macaco Branco","150","250",NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"304","2020-09-12 05:00:02-03","US","US","3325524","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"A. Butzke","s.n.","1995","11","16","Brazil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,"US01856727","US01856727_01 US01856727_02","Quatro Irmãos","780",NA,NA,"Linales","South America",NA,"46790","auto","Dicotyledonae",NA,"1",NA,NA
"305","2020-09-12 05:00:02-03","US","US","2743397","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","12884","1964","10","23","Brazil","Santa Catarina","Abelardo Luz","-52.33","-26.57",NA,NA,NA,"US01856730","US01856730_01 US01856730_02","low woods, 4km north of Abelardo Luz.","900","1000",NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"306","2020-09-12 05:00:02-03","US","US","2646559","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","13663","1962","10","27","Brazil","Santa Catarina","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,NA,"US01856734","US01856734_01 US01856734_02",NA,"750",NA,NA,"Linales","South America",NA,"41804","auto","Dicotyledonae",NA,"1",NA,NA
"307","2020-09-12 05:00:02-03","US","US","3370338","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"A. Kegler","62","1998","10","21","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,"US01856728","US01856728_01 US01856728_02","Fundo Quente","800",NA,NA,"Linales","South America",NA,"49662","auto","Dicotyledonae",NA,"1",NA,NA
"308","2020-09-12 05:00:02-03","US","US","2646567","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","16235","1963","9","13","Brazil","Santa Catarina","Lacerdópolis","-51.5558013916016","-27.2600002288818",NA,NA,NA,"US01856732","US01856732_01 US01856732_02","Capinzal","600",NA,NA,"Linales","South America",NA,"10351","auto","Dicotyledonae",NA,"1",NA,NA
"309","2020-09-12 05:00:02-03","US","US","2743098","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","9008","1956","12","21","Brazil","Santa Catarina","Caçador","-51.0149993896484","-26.7752990722656",NA,NA,NA,"US01856736","US01856736_01 US01856736_02","Fazenda Carneiros, northeast of Caçador","950","1100",NA,"Linales","South America",NA,"38516","auto","Dicotyledonae",NA,"1",NA,NA
"310","2020-09-12 05:00:02-03","US","US","2283755","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"T. Pederson","4289","1956","11","14","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,"US03302028",NA,"Estancia La Soledad. Santiago. Dep. Misiones.",NA,NA,NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"311","2020-09-12 05:00:02-03","US","US","2143896","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"A. A. Beetle","1966","1952","8","15","Brazil","Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"US01856740","US01856740_01 US01856740_02","At San Leopoldo at Collegio Cristo Rei",NA,NA,NA,"Linales","South America",NA,"10287","auto","Dicotyledonae",NA,"1",NA,NA
"312","2020-09-12 05:00:02-03","US","US","3396133","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"A. Kegler","371","1999","11","17","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,"US01856729","US01856729_01 US01856729_02","Vila Cristina","780",NA,NA,"Linales","South America",NA,"49662","auto","Dicotyledonae",NA,"1",NA,NA
"313","2020-09-12 05:00:02-03","US","US","2252441","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","3839","1956","10","12","Brazil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,NA,"US01856738","US01856738_01 US01856738_02",NA,"100",NA,NA,"Linales","South America",NA,"18533","auto","Dicotyledonae",NA,"1",NA,NA
"314","2020-09-12 05:00:02-03","US","US","2743494","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","14261","1965","1","5","Brazil","Santa Catarina","São Joaquim","-49.93","-28.33",NA,NA,NA,"US01856722","US01856722_01 US01856722_02","Brook bank and pasture, near Encruzilhada de Boava, 7km south of São Joaquim","1300",NA,NA,"Linales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"315","2020-09-12 05:00:02-03","US","US","2251213","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"G. Hatschbach","4004","1956","10","27","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,"US01856739","US01856739_01 US01856739_02","General Carneiro",NA,NA,NA,"Linales","South America",NA,"46666","auto","Dicotyledonae",NA,"1",NA,NA
