"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","class","order","continentOcean","phylum","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount","typeStatus","previousCatalogNumber"
"50","2020-12-21 16:38:39-03","MBM","MBM","12700","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","1969","01","24","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM012700","MBM012700","20920",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:38:39-03","MBM","MBM","46104","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1976","02","18","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM046104","MBM046104","38101",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:38:39-03","MBM","MBM","120474","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Souza, W.S. de",NA,NA,NA,"Britez, R.M.; et al.; et al.","1982","02","25","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,"MBM120474","MBM120474","1350",NA,NA,"Southern America",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"53","2015-09-24 17:57:59-03","MNHN","RECOLNAT_MNHN_P","P00437181","PreservedSpecimen",NA,"Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Chiron",NA,NA,NA,"Balansa, B.","1882","11","9","Paraguay",NA,NA,"Vallée de l'Y-acan, près de Valenzuèla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437181' target='other'> <mi>dwc_moreinfo</mi></a>","P00437181","P00437181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4539","hb",NA,NA,NA
"54","2015-09-03 19:54:49-03","MNHN","RECOLNAT_MNHN_P","P00437535","PreservedSpecimen",NA,"Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Chiron",NA,NA,NA,"Herb. L. Claude et A. Richard","1846","4","27","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437535' target='other'> <mi>dwc_moreinfo</mi></a>","P00437535","P00437535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA
"55","2020-12-11 11:44:19-03","UFMG","BHCB","53910","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"Teixeira, WA","1999","11","20","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"epífita.",NA,NA,"s.n.",NA,NA,"Southern America","Monocotyledon","25710","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:20:56-03","UFPR","UPCB","67329","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Mancinelli, W.S.","2009","11","08","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.957778","-26.211944","-48.957778","-26.211944","Epífita, flores amarelas, ocorrente em Floresta Ombrófila Densa Sub Montana..","UPCB0033090","UPCB0033090","1056",NA,NA,NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA
"57","2021-02-11 17:20:56-03","UFPR","UPCB","73342","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Schmitt, J.L.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.87","-28.08","Epífita. IFFSC e173a. Floresta ombrófila densa. Flor amarela com mancha roxa..","UPCB0033168","UPCB0033168","1054",NA,NA,NA,NA,NA,NA,"526","526",NA,NA,NA,NA,NA
"58","2021-02-11 17:20:56-03","UFPR","UPCB","85477","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Machnicki-Reis, M. & Santos, T.F.","2016","04",NA,"Klein, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Possui duplicata conservada em solução de glicerina com álcool..","UPCB0033086","UPCB0033086","27",NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:20:56-03","UFPR","UPCB","72079","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Snak, C.","2010","02","19","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do Poço Preto.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Flor amarela com estrias marrons. *Banco DNA..","UPCB0033092","UPCB0033092","332",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:20:56-03","UFPR","UPCB","72445","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Mancinelli, W.S.","2010","11","02","Mancinelli, W.S.","2010","11","30","Brasil","Paraná","Tibagi","Canyon do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Epífita, flor amarela..","UPCB0033166","UPCB0033166","1352",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:20:56-03","UFPR","UPCB","72080","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Snak, C.","2010","02","19","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do Poço Preto.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Flor amarela com estrias marrons..","UPCB0033085","UPCB0033085","333",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:20:56-03","UFPR","UPCB","89898","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W. Chase & N.H. William","Santos, T.F.","2017",NA,NA,"Santos, T.F.","2017","01","11","Brasil","Paraná","Morretes","Serra Canavieiras- Próximo ao Salto do Sagrado","-48.834400177002","-25.476900100708",NA,NA,NA,"UPCB0028255","UPCB0028255","248",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:20:59-03","UFPR","UPCB","40526","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.","Barros, F. de","2000","01","01","Gatti, A.L.S.","2000","02","09","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha da Figueira","-48.3288993835449","-25.3066997528076",NA,NA,"Epífita, coletada a 2m de altura, flores amarelas com máculas marrons. Floresta ombrófila densa submontana, floresta primária alterada, local sombreado..",NA,NA,"352",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:20:59-03","UFPR","UPCB","8204","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.","1970","01","01","Hatschbach, G.","1968","12","07","Brasil","Paraná","São Jorge do Oeste","Rio Iguaçu, Salto Osório",NA,NA,NA,NA,"Mata de galeria, flores amarelas com estrias purpureas..",NA,NA,"20539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","2412208","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","Correa, M. N.",NA,NA,NA,"Maevia N. Correa|et al.",NA,NA,NA,"Argentina","Misiones","San Ignacio","Corpus","-55.55","-27.13333",NA,NA,NA,NA,NA,"Correa 5514",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","2834916","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J.T. Atwood, 26 Apr",NA,NA,NA,"Nélida Soria","1988","11","13","Paraguay","Guairá",NA,"Prop. de Roul Alsasenga.","-56.25","-25.91666",NA,NA,NA,NA,NA,"Soria Rey 2678",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","632986","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Isolated peak 10 kms W of Melgarejo; tall forest.","-56.41666","-25.75",NA,NA,NA,NA,NA,"Zardini 14958",NA,NA,"South America",NA,NA,NA,NA,NA,"153",NA,"3",NA,NA
"68","2013-10-09 05:41:00-03","MO","MOBOT","633271","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,"Zardini 15168",NA,NA,"South America",NA,NA,NA,NA,NA,"157",NA,"3",NA,NA
"69","2013-10-09 05:41:00-03","MO","MOBOT","633288","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,"Zardini 15175",NA,NA,"South America",NA,NA,NA,NA,NA,"157",NA,"2",NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","633380","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1990","11","9","Paraguay","Central",NA,"Asunción, grown at E. Zardini's home from sterile material collected at National Park Ybycu'i.",NA,NA,NA,NA,NA,NA,NA,"Zardini 23482",NA,NA,"South America",NA,NA,NA,NA,NA,"441",NA,"2",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","633521","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","1989","3","5","Paraguay","Guairá",NA,"Road Melgarejo-Antena, 6 kms S of Melgarejo. Inside forest.","-56.25","-25.91666",NA,NA,NA,NA,NA,"Zardini 11175",NA,NA,"South America",NA,NA,NA,NA,NA,"63",NA,"2",NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","633539","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1989","10","31","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Tall forest in Northwestern corner of Park.","-56.76666","-26.01666",NA,NA,NA,NA,NA,"Zardini 15316",NA,NA,"South America",NA,NA,NA,NA,NA,"161",NA,"4",NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","633630","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1989","3","5","Paraguay","Guairá",NA,"Road Melgarejo-Antena. Forest along eastern slopes.","-56.25","-25.91666",NA,NA,NA,NA,NA,"Zardini 11246",NA,NA,"South America",NA,NA,NA,NA,NA,"67",NA,"4",NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","633804","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|et al.","1989","10","31","Paraguay","Paraguarí",NA,"National Park Ybicu'í. Gallery forest along tributary of Arroyo Minas, 5 kms North of Administration.","-56.8","-26.05",NA,NA,NA,NA,NA,"Zardini 15514",NA,NA,"South America",NA,NA,NA,"300.00000000",NA,"168",NA,"4",NA,NA
"75","2014-07-31 11:49:00-03","MO","MOBOT","633824","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","3","13","Paraguay","Guairá",NA,"Road Melgarejo-Antena. Along eastern slopes creek, 6 kms south of Melgarejo.","-56.25","-25.9166667",NA,NA,NA,NA,NA,"Zardini 11413",NA,NA,"South America",NA,NA,NA,NA,NA,"69",NA,"5",NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","633843","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1988","9","15","Paraguay","Paraguarí",NA,"Parque Nacional Ybicu'í. Road to César Barrientos. On cerrado vegetación.","-56.83333","-26.05",NA,NA,NA,NA,NA,"Zardini 7275",NA,NA,"South America",NA,NA,NA,"150.00000000",NA,"88-93",NA,"6",NA,NA
"77","2013-10-09 05:41:00-03","MO","MOBOT","633929","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","7","14","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 15 kms N of Antena on road Melgarejo-Antena. Gallery forest.","-56.25","-25.75",NA,NA,NA,NA,NA,"Zardini 13505",NA,NA,"South America",NA,NA,NA,NA,NA,"124",NA,"4",NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","634126","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1989","7","23","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Base del Cerro Mymy, camino a Cerro Polilla.","-56.16666","-25.91666",NA,NA,NA,NA,NA,"Zardini 13696",NA,NA,"South America",NA,NA,NA,"400.00000000",NA,"127",NA,"4",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","634253","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","1989","10","31","Paraguay","Paraguarí",NA,"National Park Ybicu'í. Trail from Administration to La Rosada; tall forest.","-56.78333","-26.1",NA,NA,NA,NA,NA,"Zardini 15812",NA,NA,"South America",NA,NA,NA,NA,NA,"175",NA,"5",NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","634416","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|et al.","1989","3","18","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Forest on Arroyo Mina basin, 5 kms N of administration area.","-56.83333","-26.05",NA,NA,NA,NA,NA,"Zardini 11763",NA,NA,"South America",NA,NA,NA,NA,NA,"78",NA,"2",NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","634435","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|et al.","1989","3","18","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Forest on Arroyo Mina basin, 5 kms N of administration area.","-56.83333","-26.05",NA,NA,NA,NA,NA,"Zardini 11771",NA,NA,"South America",NA,NA,NA,NA,NA,"78",NA,"2",NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","634685","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1989","11","11","Paraguay","Paraguarí",NA,"National Park Ybicu'í. Northwestern corner of park. Gallery forest.","-56.76666","-26.01666",NA,NA,NA,NA,NA,"Zardini 15995",NA,NA,"South America",NA,NA,NA,"300.00000000",NA,"180",NA,"4",NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","634756","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1989","11","11","Paraguay","Paraguarí",NA,"National Park Ybicu'í. Northwestern corner of park. Gallery forest.","-56.76666","-26.01666",NA,NA,NA,NA,NA,"Zardini 16008",NA,NA,"South America",NA,NA,NA,"300.00000000",NA,"180",NA,"4",NA,NA
"84","2009-01-12 09:34:00-02","MO","MOBOT","634828","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1988","10","29","Paraguay","Caazapá",NA,"Tavaí. Tall forest 1 km N of Hospital.","-55.45","-26.1666667",NA,NA,NA,NA,NA,"Zardini 7767",NA,NA,"South America",NA,NA,NA,NA,NA,"88-106",NA,"2",NA,NA
"85","2013-10-09 05:41:00-03","MO","MOBOT","634864","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","9","9","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena, near antena. Tall forest.","-56.16666","-25.83333",NA,NA,NA,NA,NA,"Zardini 13990",NA,NA,"South America",NA,NA,NA,NA,NA,"132",NA,"4",NA,NA
"86","2013-10-09 05:41:00-03","MO","MOBOT","635005","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","3","18","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Trail to Mirador and Mirador. Forest.","-56.83333","-26.05",NA,NA,NA,NA,NA,"Zardini 12028",NA,NA,"South America",NA,NA,NA,NA,NA,"85",NA,"3",NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","635538","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1989","9","20","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. 5 kms S of route to Coronel Oviedo. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,"Zardini 14364",NA,NA,"South America",NA,NA,NA,NA,NA,"140",NA,"4",NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","635610","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1991","11","25","Paraguay","Paraguarí",NA,"National Park Ybycu'i, cultivated at Elsa home in Asunción.",NA,NA,NA,NA,NA,NA,NA,"Zardini 28902",NA,NA,"South America",NA,NA,NA,NA,NA,"619",NA,"2",NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","635628","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1991","11","25","Paraguay","Paraguarí",NA,"National Park Ybycu'i, cultivated at Elsa home in Asunción.",NA,NA,NA,NA,NA,NA,NA,"Zardini 28903",NA,NA,"South America",NA,NA,NA,NA,NA,"619",NA,"2",NA,NA
"90","2013-10-09 05:41:00-03","MO","MOBOT","635807","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","6","4","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Cerrado forest on NW corner of the park.",NA,NA,NA,NA,NA,NA,NA,"Zardini 12517",NA,NA,"South America",NA,NA,NA,NA,NA,"97",NA,"2",NA,NA
"91","2016-11-01 11:03:00-02","MO","MOBOT","636181","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","1989","9","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 5 kms S of route to Coronel Oviedo. Along Chorro Creek.","-56.3333333","-25.8",NA,NA,NA,NA,NA,"Zardini 14797",NA,NA,"South America",NA,NA,NA,NA,NA,"150",NA,"2",NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","655897","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","John Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1992","10","27","Paraguay","Central",NA,"Cultivated at Elsa's home; sterile material collected at Ybycu'i National Park.","-57.58333","-25.25",NA,NA,NA,NA,NA,"Zardini 33164",NA,NA,"South America",NA,NA,NA,NA,NA,"775",NA,"3",NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","655912","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1992","10","27","Paraguay","Central",NA,"Cultivated at Elsa's home; sterile material collected at Ybycu'i National Park.","-57.58333","-25.25",NA,NA,NA,NA,NA,"Zardini 33165",NA,NA,"South America",NA,NA,NA,NA,NA,"775",NA,"2",NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","655931","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","J. T. Atwood (SEL)",NA,NA,NA,"Elsa M. Zardini","1992","10","27","Paraguay","Central",NA,"Cultivated at Elsa's home; sterile material collected at Ybycu'i National Park.","-57.58333","-25.25",NA,NA,NA,NA,NA,"Zardini 33166",NA,NA,"South America",NA,NA,NA,NA,NA,"775",NA,"2",NA,NA
"95","2018-12-03 15:35:28-02","UNIOESTE","UNOP","435","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","02","02","Boff, L.; Martins, S.; Schinemann, D.A.; Martins, S.; Schinemann, D.A.","2014","12","10","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha de Poço Preto.","-54.446083","-25.62175","-54.446083","-25.62175","Epífita. Pseudobulbo liso, com duas folhas em seu ápice. Escapo alongado pendente. Flores amareladas manchadas em marrom.",NA,NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2018-12-03 15:35:27-02","UNIOESTE","UNOP","432","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","01","28","Boff, L.; Temponi, L. .G.; Temponi, L. .G.","2014","10","13","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Jacutinga.","-53.85775","-25.241056","-53.85775","-25.241056","Epífita. Pseudobulbo liso. Escapo alongado pendente. Flores amareladas manchadas em marrom.",NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-11-08 10:15:58-02","UNIOESTE","UNOP","482","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","03","02","Boff, L.; Buturi, C. .V.; Toderke, M. .L.; Buturi, C. .V.; Toderke, M. .L.","2015","02","26","Brasil","Paraná","Capanema","Parque Nacional do Iguaçu. Ilha do Sol.","-53.8088989257812","-25.6718997955322",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amareladas com manchas marrom.",NA,NA,"112",NA,NA,NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA
"98","2017-11-08 10:15:58-02","UNIOESTE","UNOP","2354","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","10","16","Boff, L.; Silva, T. .M.; Souza, T.; Jesus, C. .S.; Escher, A. .R.; Silva, T. .M.; Souza, T.; Jesus, C. .S.; Escher, A. .R.","2015","05","18","Brasil","Paraná","Capanema","Parque Nacional do Iguaçu. Trilha do Cavalo.","-53.8088989257812","-25.6718997955322",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amarelas com manchas marrom.",NA,NA,"148",NA,NA,NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA
"99","2017-11-08 10:15:58-02","UNIOESTE","UNOP","8477","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2016","05","24","Boff, L.; Temponi, L.G.; Temponi, L.G.","2012","12","20","Brasil","Paraná","Cascavel","Parque Ecologico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,"Epífita. Folhas verdes coriáceas. Flor amarela com estrias marrons.",NA,NA,"50",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"100","2017-11-08 10:15:58-02","UNIOESTE","UNOP","1750","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Bernardon, E.","2015","08","14","Neves, R.C.P.","2008","02","29","Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos","-53.4552993774414","-24.9557991027832",NA,NA,"24,5819",NA,NA,"4",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
