"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-11-04 11:03:30-03","ESALQ","ESA","27627","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris",NA,"Ranga, N.T.","2013",NA,NA,"Leitão Filho, H.F. et al.","1996","02","07","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"ESA027627",NA,"Magnoliophyta",NA,"34754.0",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:03:30-03","ESALQ","ESA","27748","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris",NA,"Ranga, N.T.","1999","04","11","Leitão Filho, H.F. et al.","1996","01","30","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"ESA027748",NA,"Magnoliophyta",NA,"34532.0",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:03:30-03","ESALQ","ESA","109543","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109543","ESA109543","Magnoliophyta",NA,"30015.0",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:25:26-03","MN","R","124816","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hill,S. R.","1972",NA,NA,"Prance, G.T.; Ramos, J.F. & Farias, L.G.","1968","11","28","Brasil","Rondônia","Rio Madeira",NA,NA,NA,"656W","933S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 17:00:39-03","MN","R","205131","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Brito, S.","1917","02",NA,"Brasil",NA,"Alto do Pedregulho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-14 15:25:26-03","MN","R","205132","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hill,S. R.","1972",NA,NA,"Prance, G.T.; Forero, E. & Wrigley, B.L.","1968","07","27","Brasil","Rondônia","Rio Madeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:25:26-03","MN","R","205137","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hill, S. R.","1972",NA,NA,"Steward, W.C.; Ramos, J.F. & Maas, P.J.M.","1971","05","18","Brasil","Acre","Cruzeiro do Sul",NA,"-72.6699981689453","-7.63111019134521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123037","auto",NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:25:26-03","MN","R","124513","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hill,S. R.","1972",NA,NA,"Prance, G.T.; Coelho, D.F. & Ramos, J.T.","1968","10","08","Brasil","Acre","Sena Madureira",NA,"-68.6568984985352","-9.06556034088135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278222","auto",NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:25:26-03","MN","R","12254","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Glaziou, A.F.M.","1869","12","23","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Plantas do Brasil Central","R000012254","R000012254_001",NA,NA,"4148",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:25:26-03","MN","R","23041","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Brade, A. C.",NA,NA,NA,"Fritz Müller, J.F.T.",NA,NA,NA,"Brasil","Santa Catarina","Itajahy",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,NA,NA,"116",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:25:26-03","MN","R","22945","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Brade, A.C.","1924",NA,NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"9007",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:30:09-03","IAP","PACA-AGP","73080","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","M.N.S. Stapf","2006",NA,NA,"K. Hagelund","1986","02","16","Brasil","RS","Torres","Alita Rio Terra","-49.7268981933594","-29.3353004455566",NA,NA,NA,"PACA073080",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA
"60","2020-12-20 21:16:20-03","UFV","VIC","13051","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresenius",NA,NA,NA,NA,"Silva, A.F. da; Fontes, N.R.L.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,"Árvore com cerda de 15 metros de altura; com botões florais, de cálice verde.","VIC013051","VIC013051",NA,NA,"s.n.",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:16:20-03","UFV","VIC","19642","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresenius","Ranga, N.T.","2007","08","30","Soares, M.P.; et al.","2006","01",NA,"Brasil","Espírito Santo","Pedro Canário","Floresta de Tabuleiro.","-39.866667","-18.416667","-39.866667","-18.416667","Indivíduo nº 346, com 39 cm de circunferência e 13 metros de altura.","VIC019642","VIC019642",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:16:20-03","UFV","VIC","17944","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresenius",NA,NA,NA,NA,"Luiza, A.","1995","08","22","Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,NA,"Altura de 22 metros, P10 nº 46.","VIC017944","VIC017944",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-20 21:16:20-03","UFV","VIC","13068","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresenius",NA,NA,NA,NA,"Silva, A.F. da; Fontes, N.R.L.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC013068","VIC013068",NA,NA,"281",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"64","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005667","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"T. R. S. Silva; E.Smidt & J.Lima.","2004","10","22","Brazil","Bahia",NA,"Brasil, Bahia, ilhéus: Estrada Pontal - Bueranema Km 22.","-39.2028","-14.9944",NA,NA,"Arvoreta de 4,0m alt. Frutos imaturos verdes. DNA.",NA,NA,"Magnoliophyta","Boraginales","342",NA,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005668","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","G. Hatschbach",NA,NA,NA,"O. S. Ribas; V. Nicolack","1990","2","2","Brazil","Paraná",NA,"Serra Capivari (Mun. Campina Grande do Sul).","-49.0833","-25.3",NA,NA,"Árvore 4 m, flores alvas. Mata.",NA,NA,"Magnoliophyta","Boraginales","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005666","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; O. S. Ribas","1990","3","16","Brazil","Paraná",NA,"Rio Murato, proximo ao Salto (mun. Guaraqueçaba). Paraná.","-48.3258","-25.2983",NA,NA,"Árvore 5 m, frutos avermelhados. Dos pastos e mata pluvial degradada.",NA,NA,"Magnoliophyta","Boraginales","54099",NA,"10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:41:54-03","UFMS","CGMS","78640","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; R. Kummrow","1975","01","17","Brasil","Paraná","Morretes","Ilha do Malha.","-48.834400177002","-25.476900100708",NA,NA,NA,"CGMS1111651",NA,NA,NA,"35757",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:26:58-03","UNICAMP","UEC","177077","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA","2011","02","23","Cadorin, TJ; Grosch, B; Zimmermann, R; Lopes, CP","2010","02","16","Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí. Morro do Spizkopf.","-49.013889","-27.006944","-49.013889","-27.006944","Florística IFFSC e8001b; Estádio Suces.: Avançado;&nf;Hábito: Arbórea","UEC031829","UEC031829","Magnoliopsida",NA,"1302",NA,"249","249",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:26:58-03","UNICAMP","UEC","180731","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Souza, VC","2013",NA,NA,"Bettinardi, ML; Moreno, VS; Girão, VJ; Oliveira, DB; Florido, FG; Braga, DPP","2013","04","02","Brazil","São Paulo","Tapiraí","Reserva particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da igrejinha.","-47.545556","-24.157222","-47.545556","-24.157222","Arbusto. 1,8m de altura. Fruto baga, com cálice persistente, fruto amarelo, inflorescência espiralada, folha diminuta nas ramificações.","UEC081303","UEC081303","Magnoliopsida",NA,"39",NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:26:58-03","UNICAMP","UEC","142961","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Destefani, ACC; et al.","2005","03","31","Brazil","São Paulo","Cananéia","Distrito de Santa Maria.&nf;Parque estadual de Jacupiranga, Núcleo do Cedro&nf;25º 04' 39''S / 48º08' 31'' W.&nf;60 msm.","-48.141944","-25.0775","-48.141944","-25.0775","Árvore com 6m de altura e frutos vermelhos.; Situação ecotonal entre Floresta Ombrófila densa baixo Montana e Floresta sobre Restinga muito degradada.","UEC047696","UEC047696","Magnoliopsida",NA,"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:26:58-03","UNICAMP","UEC","174007","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Sanchez, M",NA,NA,NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1996","09","16","Brazil","São Paulo","Ubatuba","Próximo á trilha do corisco. Picinguaba.","-44.835","-23.336667","-44.835","-23.336667","Árvore 12 com 12 m de altura, final de frutificação.; Mata atlântica de Encosta.","UEC080273","UEC080273","Magnoliopsida",NA,"1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:26:58-03","UNICAMP","UEC","163950","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Stapf, MNS; Silva, TRS; Smidt, EC; Lima, J","2004","10","22","Brazil","Bahia","Ilhéus","Estrada Pontal - Bueranema, Km 22.","-40.380556","-14.909444","-40.380556","-14.909444","Arvoreta de 4,0 m alt. Frutos imaturos verdes. DNA.","UEC092271","UEC092271","Magnoliopsida",NA,"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:26:58-03","UNICAMP","UEC","186162","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Assis, MA",NA,NA,NA,"Assis, MA","2005","12","19","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.","-44.835556","-23.336944","-44.835556","-23.336944","Floresta ombrófila densa de terras baixas","UEC111452","UEC111452","Magnoliopsida",NA,"B631",NA,"33","57",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:26:58-03","UNICAMP","UEC","173969","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Sanchez, M",NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","02","05","Brazil","São Paulo","Ubatuba","Picinguaba.","-4.812222","-23.311111","-4.812222","-23.311111","Árvore 195 com 5m de altura, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC089355","UEC089355","Magnoliopsida",NA,"1518",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:27:02-03","UNICAMP","UEC","978","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Hatschbach, G","1979","01","04","Brazil","Paraná","Antonina","Manduira.","-48.7118988037109","-25.4286003112793",NA,NA,"arvoreta 5m, flores alvas, mata pluvial dos vales entre morros.","UEC047693","UEC047693","Magnoliopsida",NA,"41828",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:26:58-03","UNICAMP","UEC","26611","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Hatschbach, G","1972","05","10","Brazil","Paraná","Antonina","Serrinha.","-48.7118988037109","-25.4286003112793",NA,NA,"arvoreta 8m, frutos vermelhos, mata pluvial vertente atlântica.","UEC047698","UEC047698","Magnoliopsida",NA,"29658",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:27:02-03","UNICAMP","UEC","979","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Hatschbach, G","1974","01","30","Brazil","Paraná","Morretes","Estrada da Graciosa, Ferradura.","-48.834400177002","-25.476900100708",NA,NA,"Arvoreta 5m, flor alva, mata pluvial.; Mata pluvial.","UEC047695","UEC047695","Magnoliopsida",NA,"33779",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:27:02-03","UNICAMP","UEC","51541","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Sobral, M; et al.","1989","02",NA,"Brazil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,"Arvoreta 5m, em resto de mata atlântia alterada flores brancas.; Mata Atlântica.","UEC047700","UEC047700","Magnoliopsida",NA,"6070",NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:27:02-03","UNICAMP","UEC","87092","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Stapf, MNS","2005","08","09","Scabia, A; et al.","1994","04","08","Brazil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, trilha do rio, beira rio","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore, 20 m de altura, muitos frutos vermelhos, poucos verdes","UEC082356","UEC082356","Magnoliopsida",NA,"212",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:26:58-03","UNICAMP","UEC","107761","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","1999","01","12","Brazil","São Paulo","Sete Barras","Núcleo Saibadela (intervales), na trilha da encosta, atrás da casa de pesquisa, na coordenada aproximada de 24º 13' 31'' S 48º 12' 51'' W.","-47.9199981689453","-24.3799991607666",NA,NA,"árvore de 7m, pétalas alvas.; Floresta Omrófila densa. floresta de terras baixas (relevo pouco declivoso).","UEC047694","UEC047694","Magnoliopsida",NA,"167",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:26:58-03","UNICAMP","UEC","24923","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Taroda, N","1983",NA,NA,"Silva, AF","1979","01","10","Brazil","São Paulo","Ubatuba","Est. Experimental do I.A.C.","-45.0699996948242","-23.4300003051758",NA,NA,"Árv. com 30m de alt. cálice verde.","UEC082808","UEC082808","Magnoliopsida",NA,"10995",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:26:58-03","UNICAMP","UEC","106943","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Leitão Filho, HF; et al.","1996","01","30","Brazil","São Paulo","Ubatuba","Estrada da Casa da Farinha, 23º 21' 09'' S 44º 51' 10,04'' W.","-45.0699996948242","-23.4300003051758",NA,NA,"Mata de planície, beira de estrada.. altura 2m; frutos imaturos verde - escuros.; Mata de planície.","UEC047697","UEC047697","Magnoliopsida",NA,"34532",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:27:02-03","UNICAMP","UEC","82194","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Taroda, N","2013",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; et al.","1996","02","01","Brazil","São Paulo","Ubatuba","IAC","-45.0699996948242","-23.4300003051758",NA,NA,"Transição entre planície e encosta atlântica. Árvore com 20 metros de altura, floração branca, frutos verdes.","UEC082357","UEC082357","Magnoliopsida",NA,"34754",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:27:02-03","UNICAMP","UEC","82193","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Taroda, N","1999","04","11","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; et al.","1996","02","01","Brazil","São Paulo","Ubatuba","I.A.C.","-45.0699996948242","-23.4300003051758",NA,NA,"Transição entre planíce e encosta atlântica árvore com 20 metros de altura, frutos verdes.","UEC082809","UEC082809","Magnoliopsida",NA,"34757",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:27:02-03","UNICAMP","UEC","82191","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Taroda, N","1999","04","11","Leitão Filho, HF; Rodrigues, RR; et al.","1996","02","05","Brazil","São Paulo","Ubatuba","Praia de Itamambuca.","-45.0699996948242","-23.4300003051758",NA,NA,"Planicie costeira. árvore com 10 metros de altura local com solo encharcado.","UEC082798","UEC082798","Magnoliopsida",NA,"N.34819",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:26:58-03","UNICAMP","UEC","182870","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Assis, M","2014","12","01","Vinha, D","2011","10","17","Brazil","São Paulo","Ubatuba","reserva","-45.0699996948242","-23.4300003051758",NA,NA,"Coletada na cota altitudinal de 600 m no Parque Estadual da Serra do Mar, Ubatuba, SP, nas parcelas do projeto Biota Gradiente Funcional.; Floresta Ombrófila Densa Montana","UEC011497","UEC011497","Magnoliopsida",NA,"91",NA,"600","600",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-04 13:19:00-03","UDESC","LUSC","7439","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira de, A.A.",NA,NA,NA,"Verdi, M.; Hasckel, R.P. & Klemz, G.","2015","01","12","Brasil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.","-49.4244003295898","-28.5977993011475",NA,NA,NA,"LUSC007979","LUSC007979",NA,NA,"2258",NA,NA,NA,NA,"23427","auto",NA,NA,NA,NA,NA,NA
"88","2020-10-14 09:59:57-03","FURB","FURB","13328","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2010","08","10","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","15","Brasil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.","-49.6038889","-28.5494444","-49.6038889","-28.5494444","Florística IFFSC 57(Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore; Fruto laranja;","FURB21087","FURB21087",NA,NA,"2333",NA,"314","314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 09:59:57-03","FURB","FURB","13359","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2010","08","10","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","15","Brasil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.","-49.6038889","-28.5494444","-49.6038889","-28.5494444","Florística IFFSC 57(Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: árvore; Fruto vermelho;","FURB21086","FURB21086",NA,NA,"2258",NA,"314","314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 09:59:57-03","FURB","FURB","29880","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2011","02","23","Dreveck, S.; Carneiro, F.E.","2010","03","18","Brasil","Santa Catarina","Garuva","Kilometro Trevo.","-48.87","-26.01","-48.8700000","-26.0100000","Florística IFFSC 1072 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;","FURB21085","FURB21085",NA,NA,"2001",NA,"135","135",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 09:59:57-03","FURB","FURB","29920","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2011","02","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","Florística IFFSC e8001b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB21084","FURB21084",NA,NA,"1302",NA,"249","249",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 09:59:57-03","FURB","FURB","30192","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2011","02","10","Schmitt, J.L.; Grosch, B. & Zimmermann, R.","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","Florística IFFSC e8005a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto redondo cor verde;","FURB01045","FURB01045",NA,NA,"1612",NA,"211","211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-08 08:50:34-03","FURB","FURB","33899","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Uller, HF","2011","01","28","Uller, H.F.; Meyer, L. & Melato, G.","2011","01","28","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778",NA,"FURB21082","FURB21082",NA,NA,"215",NA,"38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 09:59:57-03","FURB","FURB","45413","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de",NA,NA,NA,"Oliveira, A.A. de","2015","01","12","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","Regeneração IFFSC 15 /N/173","FURB21088","FURB21088",NA,NA,"932",NA,"311","311",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-08 08:50:34-03","FURB","FURB","801","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2010","08","11","Sobral, M.","2001","02","04","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000",NA,"FURB21080","FURB21080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 09:59:57-03","FURB","FURB","4426","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G","2006","01","12","Ribas, O.S.; Silva, J.M.","2006","01","12","Brasil","Paraná","Antonina","Rodovia Antonina - Bairro Alto, Rio Xaxim.","-48.7118988037109","-25.4286003112793",NA,NA,NA,"FURB21089","FURB21089",NA,NA,"7166",NA,"50","50",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:59:57-03","FURB","FURB","924","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Oliveira, AA de","2010","08","11","Sobral, M.","2000","02","05","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"FNMA. Florística","FURB21081","FURB21081",NA,NA,NA,NA,"1000","1000",NA,"16046","auto",NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:51:19-03","UCS","HUCS","7516","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.","1990",NA,NA,"Ribas, O.S.","1990","02","02","Brasil","Paraná","Campina Grande do Sul","Serra Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Árvore, 4m, flores alvas; Mata",NA,NA,"Angiospermae","Boraginales","243",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
