"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"141","2021-03-01 16:27:02-03","UNICAMP","UEC","174009","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Sanchez, M","Pedroni, F; Sanches, M","1844","1998","01","24",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo a trilha do corisco.","-44.835","-23.336667","120","120",NA,"Árvore 1407 com 7 m de altura, com botões.; Mata Atlântica de Encosta.","UEC089322","UEC089322",NA,NA,"-44.835","-23.336667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:27:02-03","UNICAMP","UEC","67387","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Toniato, MTZ; et al.","30148","1993","11","10",NA,"Brazil","São Paulo","Ubatuba","Trilha do Corisco.","-44.816667","-23.333333",NA,NA,NA,"Árvore de 5m, inflorescência em cimeria, flores brancas, tubulosas.","UEC082257","UEC082257",NA,NA,"-44.816667","-23.333333","2013",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:27:02-03","UNICAMP","UEC","82189","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF","34719","1996","01","30",NA,"Brazil","São Paulo","Ubatuba","Trilha da Casa da Farinha.&nf;Transição entre planície e encosta atlântica.","-44.852789","-23.352639",NA,NA,NA,"Árvore com 3m de altura, floração branca.","UEC082259","UEC082259",NA,NA,"-44.852789","-23.352639","2013",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:27:02-03","UNICAMP","UEC","87093","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Taroda, N","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1483","1994","04","16",NA,"Brazil","São Paulo","Ubatuba","Estrada da Fazenda Capricórnio; km 46 da Rodovia Rio/Santos.","-45.083333","-23.4",NA,NA,NA,"Arvoreta 5 m alt., em beira de rio. Flores brancas. Frutos imaturos verdes; Mata Atlântica","UEC082353","UEC082353",NA,NA,"-45.083333","-23.4","2013",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:27:02-03","UNICAMP","UEC","160194","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Sylvestre, L","813","1993","01","06",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva biológica de Poço das Antas, estrada para Juturnaiba, trilha Rodolfo Norte, caminho para a Pelonha.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Arbusto com cerca de 3m de altura. Folhas discolores verdes, inflorescências com flores de corola alva. Local úmido próximo às margens de um córrego.","UEC017644","UEC017644","29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:08:30-03","UNICAMP","UEC","173284","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Sanchez, M","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1519","1997","02","06",NA,"Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC084322","UEC084322","34265","auto",NA,NA,"1997",NA,"02","06",NA,NA,NA,NA,NA
"147","2019-08-20 10:08:30-03","UNICAMP","UEC","173283","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Sanchez, M","Sanchez, M; Pedroni, F","2342","1991","01","15",NA,"Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC084336","UEC084336","34265","auto",NA,NA,"1997",NA,"01","15",NA,NA,NA,NA,NA
"148","2021-03-01 16:27:02-03","UNICAMP","UEC","24921","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Tamashiro, JY; Chagas e Silva, F","10548","1979","10","16",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore com 5m de alt.; flores brancas na borda da mata.","UEC047572","UEC047572","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:27:02-03","UNICAMP","UEC","148846","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Aranha, BA","528","2007","01","14",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J.&nf;380msm, 23. 366389s 45. 084167w.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Indivídua regenerante no sobosque.","UEC047571","UEC047571","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:27:02-03","UNICAMP","UEC","90905","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Stapf, MNS","Spina, AP; et al.","29150","1993","11","16",NA,"Brazil","São Paulo","Ubatuba","floresta de planície, praia de Maranduba (Araribá)&nf;23º33'08'' S ; 45º 15' 38'' W.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvoreta 2m, botões verdes.","UEC047570","UEC047570","34265","auto",NA,NA,"2004",NA,"07",NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:27:02-03","UNICAMP","UEC","82190","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF","34768","1996","02","01",NA,"Brazil","São Paulo","Ubatuba","I.A.C&nf;Transição entre planície e encosta atlântica.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore com 6m de altura.","UEC082261","UEC082261","34265","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:27:02-03","UNICAMP","UEC","80831","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Leitão Filho, HF; Maltez, HM; et al.","32579","1994","12","13",NA,"Brazil","São Paulo","Ubatuba","Ilha Anchieta.&nf;Trilha Praia do Leste.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 3,5m, flores brancas, tronco fissurado.","UEC082260","UEC082260","34265","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:27:02-03","UNICAMP","UEC","79936","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Santin, DA; Moreira, JLA; et al.","32453","1994","12","15",NA,"Brazil","São Paulo","Ubatuba","Ilha Anchieta, trilha do Guilherme.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arbórea, 6m, tronco com casca grossa fissurada longitudinalmente, flores tubulosas brancas.","UEC065662","UEC065662","34265","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:27:02-03","UNICAMP","UEC","113115","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Furlan, A; et al.","1288","1990","11","11",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 8m de altura. Flores brancas.; Mata Atlântica- trilha para Parati.","UEC047567","UEC047567","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:27:02-03","UNICAMP","UEC","66108","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pedroni, F; et al.","30452","1992","11","07",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de 7m de altura, flores brancas.","UEC047568","UEC047568","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:27:02-03","UNICAMP","UEC","117103","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pedroni, F; et al.","30452","1992","11","07",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de 7m de altura, flores brancas.","UEC047573","UEC047573","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-19 14:05:16-03","UFRPE","PEUFR","25935","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","D.P. Lima","13471","1976","10","06",NA,"Brasil","Maranhão","Tumtum","Fazenda Cigana",NA,NA,NA,NA,NA,"Arbusto; flores amarelo-claras sem perfume","PEUFR025935",NA,NA,NA,NA,NA,"2007",NA,"02",NA,NA,NA,NA,NA,NA
"158","2019-11-19 14:05:16-03","UFRPE","PEUFR","32316","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","D.P. Lima","13471","1976","10","06",NA,"Brasil","Maranhão","Tumtum","Fazenda Cigana",NA,NA,NA,NA,NA,"Arbusto; flores amarelas sem perfume","PEUFR032316",NA,NA,NA,NA,NA,"2007",NA,"02",NA,NA,NA,NA,NA,NA
"159","2019-11-19 14:05:16-03","UFRPE","PEUFR","32922","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","A.G. da Silva; L.M. Nascimento","43","1999","05","14",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do malhada","-36.401772","-8.185733","960","960",NA,"Arbusto atingindo 1,5m de altura; flores em botão; corola branca; frenquente no subosque","PEUFR032922",NA,NA,NA,"36º24'6.38''W","8º11'144''S","2007",NA,"02",NA,NA,NA,NA,NA,NA
"160","2019-11-19 14:05:16-03","UFRPE","PEUFR","16595","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","M.T.Monteiro","22785","1968","06","30",NA,"Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,"Flores alvas grandes; pouco perfume; frutos arredondados","PEUFR016595",NA,"30539","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-19 14:05:16-03","UFRPE","PEUFR","48834","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","G.E.L.Macedo; A.F.Souza","1033","2004","05","28",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo; 10,5km da Av. Otávio Mangabeira; Mata do Cipó","-40.0835990905762","-13.8575000762939","750","750",NA,"Árvore de folhas cartáceas, alternas, dísticas, lisas; flores brancas, gamopétalas; inflorescência escorpóide","PEUFR048834",NA,"49443","auto",NA,NA,"2005",NA,"05","30",NA,NA,NA,NA,NA
"162","2019-11-19 14:05:16-03","UFRPE","PEUFR","28861","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","F. França","E. Melo; F. França; R. Ribeiro; I. Jesus","1346","1995","10","29",NA,"Brasil","Bahia","Santa Terezinha","Morro do Cruzeiro; 3km de Santa Terezinha na estrada para Elísio Medrado","-39.5233001708984","-12.771900177002","450","450",NA,"Arbusto 3m; pétalas brancas; cálice esverdeado","PEUFR028861",NA,"25196","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-19 14:05:16-03","UFRPE","PEUFR","25946","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","J.A.Soares","29","1975","06","11",NA,"Brasil","Maranhão","Colinas","Fazenda Cinta Branca","-44.2491989135742","-6.02582979202271",NA,NA,NA,"Arbusto com cerca de 2,50m de altura; flores alvas sem perfume","PEUFR025946",NA,"43082","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-19 14:05:16-03","UFRPE","PEUFR","49746","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","C.G. Lopes","C.G. Lopes; E.B. Almeida","667","2006","10","16",NA,"Brasil","Pernambuco","Aliança","Mata do Engenho Cuieiras","-35.2308006286621","-7.60333013534546",NA,NA,NA,"Arvoreta em plena floração; botões florais e flores brancas","PEUFR049746",NA,"16115","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-19 14:05:16-03","UFRPE","PEUFR","48078","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J.I.M. Melo","C.G. Lopes; N.L. Alencar","534","2006","04","11",NA,"Brasil","Pernambuco","Aliança","Mata do Engenho Cuieiras","-35.2308006286621","-7.60333013534546",NA,NA,NA,"Arvoreta com botões brancos; frutos verde-claro; muito frequente","PEUFR048078",NA,"16115","auto",NA,NA,"2006",NA,"04","25",NA,NA,NA,NA,NA
"166","2019-11-19 14:05:16-03","UFRPE","PEUFR","2546","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","E.C. Tenório","205","1966","11","01",NA,"Brasil","Pernambuco","Bom Conselho","Fazenda Arabari; Sussuarana","-36.6796989440918","-9.16971969604492",NA,NA,NA,"Arbusto; flores alvas","PEUFR002546",NA,"25241","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-19 14:05:16-03","UFRPE","PEUFR","32912","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","A.G. da Silva; L.M. Nascimento","295","2000","04","28",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do malhada","-36.3711013793945","-8.14583015441895",NA,NA,NA,"Arbusto com cerca de 1,50m de altura; flores com sépalas verdes; pétalas e estames alvos; ocasional","PEUFR032912",NA,"34231","auto",NA,NA,"2007",NA,"02",NA,NA,NA,NA,NA,NA
"168","2019-11-19 14:05:16-03","UFRPE","PEUFR","29096","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","M.F.A. Lucena; A. Laurênio","700","1998","10","29",NA,"Brasil","Pernambuco","Itaquitinga","Mata da Usina Matari","-35.1016998291016","-7.66777992248535",NA,NA,NA,"Arbusto ca. 2,5m de altura; folhar cartáceas; botões florais verdes; flores com cálice verde e corola branca; frequente","PEUFR029096",NA,"15826","auto",NA,NA,"2007",NA,"02",NA,NA,NA,NA,NA,NA
"169","2019-11-19 14:05:16-03","UFRPE","PEUFR","6696","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","R. Barreto; R. Lima","S/N","1983","09","15",NA,"Brasil","Pernambuco","São Lourenço da Mata","Reserva Ecológica de Tapacurá; Alta da Mata do Camocim","-35.0182991027832","-8.00222015380859",NA,NA,NA,"Arbusto com cerca de 3m de altura; flores alvas de fauce creme; anteras e estigmas alvos; frequente","PEUFR006696",NA,"21764","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-19 14:05:16-03","UFRPE","PEUFR","7394","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M.N.S.Stapf","V.C. Lima; R. Lima; R. Barreto","S/N","1983","11","12",NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,"Arboreta ca. 6m de altura; flores alvas com fauce creme","PEUFR007394",NA,"25558","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-04-22 16:18:10-03","UFPB","JPB","50257","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Kosovsky, O","Macedo, GEL; Silva, GS","2119",NA,NA,NA,"Southern America","Brasil","Bahia","Jequié","Barragem de Pedra na estrada. Entrando pela BR 330 a 15Km da BR 116, entrando pelo Posto Sta. Rita, segue em direção Barragem.","-40.320556","-13.823333",NA,NA,NA,"; DESC: Arbusto +/- 2m de alt.; Folha simples coreacea; Flor branca creme; Fruto imaturo verde.","JPB0050257",NA,NA,NA,"-40.320556","-13.823333","2014",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-04-22 16:18:10-03","UFPB","JPB","27814","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Stapf, S","Silva, AG da; Nascimento, LM","44","1999","05","14","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada, Dentro da mata. Mata Estacional.","-36.417722","-8.187333","565","960",NA,"; DESC: Arbusto, atingindo 2m de altura. Fruto carnosos, maduros amarelados, com cálice persistente e com uma única semente. Frequente.",NA,NA,NA,NA,"-36.417722","-8.187333","2007",NA,"02",NA,NA,NA,NA,NA,NA
"173","2020-04-22 16:18:10-03","UFPB","JPB","50284","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Kosovsky, O","Moreira, RS; Menezes, D; Silva, GS","8",NA,NA,NA,"Southern America","Brasil","Bahia","Jequié","Brejo Novo 9km do Mandacarú - Pasto","-40.0835990905762","-13.8575000762939",NA,NA,NA,"; HABITAT: Mata. substância pegajosa no fruto.; DESC: Árvore Ca.5m de alt. Folhas simples, verticilada; Flor branca; Fruto amarelo,suculento;","JPB0050284",NA,"49443","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"174","2014-10-14 15:56:26-03","BS","M","M-0185181","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Martius, C.F.P. von",NA,"1817","11","30",NA,"Brasil",NA,NA,"In silvarum margine ad Taguahy, prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"M0185181",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"NOTATYPE","21:00",NA,NA,NA
"175","2014-10-14 15:56:26-03","BS","M","M-0185182","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvarum margine prope Taguahy; Provinciae Sebastianopolis.",NA,NA,NA,NA,NA,NA,"M0185182",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"NOTATYPE",NA,NA,NA,NA
"176","2020-04-27 16:09:01-03","UFES","VIES","20121","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Pereira, M.A.","Nassur, C.A.","15","1993","01","21",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES020121","VIES020121","37987","auto",NA,NA,"1993",NA,"01","21",NA,NA,NA,NA,NA
"177","2019-06-27 10:24:17-03","UFES","VIES","8918","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3327","1992","04","28",NA,"Brasil","Espírito Santo","Aracruz","Retiro.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES008918","VIES008918","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-04-27 16:09:01-03","UFES","VIES","15267","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L. & Fraga, C.N.","5109","1993","10","18",NA,"Brasil","Espírito Santo","Aracruz","Retiro - Área da Aracruz Celulose S.A.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES015267","VIES015267","37987","auto",NA,NA,"1993",NA,"10",NA,NA,NA,NA,NA,NA
"179","2020-04-27 16:09:01-03","UFES","VIES","15268","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L. & Fraga, C.N.","5068","1993","10","18",NA,"Brasil","Espírito Santo","Aracruz","Retiro - Área da Aracruz Celulose S.A.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"VIES015268","VIES015268","37987","auto",NA,NA,"1993",NA,"10",NA,NA,NA,NA,NA,NA
"180","2019-06-27 10:24:17-03","UFES","VIES","8915","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pereira, O.J.; Gomes, J.M.L.","4429","1992","12","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008915","VIES008915","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-06-27 10:24:17-03","UFES","VIES","8916","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pereira, O.J.; Gomes, J.M.L. & Pereira, S.V.","3417","1992","06","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008916","VIES008916","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-06-27 10:24:17-03","UFES","VIES","8920","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3143","1992","03","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008920","VIES008920","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-07-05 19:08:23-03","UFES","VIES","42760","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Gurtler, J.; Nepomuceno, A.; Sossai, B. G.; Nichio-Amaral, R.; Mello, B. N.; Miranda, V.S.","628","2019","03","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Estrada do Paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042760","VIES042760","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-07-05 19:08:23-03","UFES","VIES","42487","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Mello, B.N.; Sossai, B.G.; Nepomuceno, A.; Miranda, V.S.; Mendes, B.S.","117","2019","02","06",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042487","VIES042487","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-07-05 19:08:23-03","UFES","VIES","42652","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Mendes, B.S.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","161","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042652","VIES042652","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-07-05 19:08:23-03","UFES","VIES","42544","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Nepomuceno, A.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","712","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Paliteiro (interior). Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042544","VIES042544","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-07-05 19:08:23-03","UFES","VIES","42556","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"Nepomuceno, A.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","724","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Paliteiro (interior). Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042556","VIES042556","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-04-27 16:09:01-03","UFES","VIES","11903","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Rabelo, R.L.D.","Dutra, R.L.S.; Passamani, F. & Assis, A.M.","45","1996","06","20",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES011903","VIES011903","48094","auto",NA,NA,"1996",NA,"06","20",NA,NA,NA,NA,NA
"189","2020-04-27 16:09:01-03","UFES","VIES","11908","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Assis, A.M.","Assis, A.M.","163","1996","04","18",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES011908","VIES011908","48094","auto",NA,NA,"1996",NA,"04","18",NA,NA,NA,NA,NA
"190","2020-04-27 16:09:01-03","UFES","VIES","11910","S","Plantae",NA,NA,"Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","Assis, A.M.","Assis, A.M.; et al.","102","1996","03","10",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES011910","VIES011910","48094","auto",NA,NA,"1996",NA,"03","10",NA,NA,NA,NA,NA
