"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","typeStatus","locality","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","infraspecificEpithet","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"99","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009623","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. M. Zardini; Isabelino Chaparro","1998","10","29",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white.",NA,"49864","Magnoliophyta","Myrtales",NA,"Mbaracayu Natural Reserve, administered by Fundacion Moises Bertoni. Around Lagunita.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Canindeyu","-55.4806","-24.2528","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061698","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","B. Jiménez; G. Marín, M. Peña Chocarro","1997","10","5",NA,"Paraguay",NA,NA,"Arbusto de 40-50 cm de altura.",NA,"1928-BJ","Magnoliophyta","Myrtales",NA,"Aguara Ñu.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Canindeyu","-55.28","-24.18361","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009588","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. Zardini; Pedro Baez","1999","11","10",NA,"Brazil",NA,NA,"Shrub 1m. Corolla white.",NA,"52346","Magnoliophyta","Myrtales",NA,"National Park Cerro Cora.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 2003","Mato Grosso do Sul","-55.321667","-22.664167","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009596","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. Hatschbach; I. Hatschbach, A. C. Cervi","1988","10","25",NA,"Brazil",NA,NA,"5 anthers with 1-2 glans.; Xilopodifera, 50cm, flores alvas. Duplicated from MBM, Curitiba, Parana, Brazil.",NA,"52621","Magnoliophyta","Myrtales",NA,"Rod. BR-267, 20km O de Maracaju.",NA,"(Barb.Rodr.) Landrum",NA,"Mato Grosso do Sul","-55.167328","-21.618877","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052942","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","R. Degen","1988","10","28",NA,"Paraguay",NA,NA,"Arbusto 0.50 m, flores blancas.",NA,"850","Magnoliophyta","Myrtales",NA,"Tavai, camino al pueblo.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Caazapa","-55.677369","-26.166387","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009607","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","William Hahn","1982","12","13",NA,"Paraguay",NA,NA,"Small shrub 1.5m tall. Fruits green with a tinge of pink.",NA,"823","Magnoliophyta","Myrtales",NA,"7km S of Yhu.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 1988.","Caaguazu","-55.9167","-25.1667","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060444","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","M. Ortiz","1988",NA,"3",NA,"Paraguay",NA,NA,"Arbusto de 1-2 m. Flores amarillentas.",NA,"846","Magnoliophyta","Myrtales",NA,"Tavai.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Caazapa","-55.677369","-26.166502","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009592","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","L. R. Landrum; I. Besualdo","1995","11","18",NA,"Paraguay",NA,NA,"Shrub ca. 1m high.",NA,"8846","Magnoliophyta","Myrtales",NA,"Ygatimi, Reserva Natural del Bosque Mbaracayu, Valinotti Cue in E side of Reserva,",NA,"(Barb.Rodr.) Landrum",NA,"Canindeyu","-55.6667","-24.1667","bullata","Ygatimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009587","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. Hatschbach; M. Hatschbach, J. M. Silva","2002","11","16",NA,"Brazil",NA,NA,"Arbusto, 1m, flor alva. Campo limpo.",NA,"74269","Magnoliophyta","Myrtales",NA,"Rod. BR-267, proximo do trevo para Bela Vista",NA,"(Barb.Rodr.) Landrum","M.L. Kawasaki, 2003","Mato Grosso do Sul","-56.525886","-22.082509","bullata","Bela Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009610","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","M.S. Ferrucci; A. Schinini, M. Dematteis","1999","12","18",NA,"Paraguay",NA,NA,"Erecta, flores brancas. Crece en grupos.",NA,"1712","Magnoliophyta","Myrtales",NA,"1km S de ruta 5, camino a Colonia Aceite.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 2000.","Amambay","-56.173276","-22.677426","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009590","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. Zardini; Isabelino Chaparro","1998","10","2",NA,"Paraguay",NA,NA,"Shrub 1m, Corolla white",NA,"49256","Magnoliophyta","Myrtales",NA,"Reserve administrated by Fundacion Moises Bertoni.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 2003","Canindeyu","-55.4381","-24.1303","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009594","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. Hatschbach; R. Kummrow","1984","10","14",NA,"Brazil",NA,NA,"5 anthers with 1 gland. Coor from www.fallingrain.com/world; Xilopodifera, 50cm; flor alva.",NA,"48473","Magnoliophyta","Myrtales",NA,"Cel. Sapucaia, area militar.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 1987.","Mato Grosso do Sul","-55.2167","-23.0833","bullata","Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009595","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. Hatschbach; R. Callejas","1983","12","13",NA,"Brazil",NA,NA,"Subarbusto 70cm, flor alva, do campo.",NA,"47216","Magnoliophyta","Myrtales",NA,"Rod. MT-624; 20km L de Amambai.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum, 1988.","Mato Grosso do Sul","-55.22094","-23.102915","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009622","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. M. Zardini; Leongino Guerrero","1998","3","12",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white. Fruit gray.",NA,"48331","Magnoliophyta","Myrtales",NA,"Yaguarete Forest (Sustainable Forest Systems site) around aserradero Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May) collecting area: around two hectares.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","San Pedro","-56.3139","-23.9111","bullata",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009606","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","L. R. Landrum; I. Besualdo","1995","11","18",NA,"Paraguay",NA,NA,"scanned.; Shrub ca. 1m high.",NA,"8848","Magnoliophyta","Myrtales",NA,"Ygatimi, Reserva Natural del Bosque Mbaracayu, Valinotti Cue, in E side of Reserva",NA,"(Barb.Rodr.) Landrum",NA,"Canindeyu","-55.6667","-24.1667","bullata","Ygatimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060210","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","Elsa Matilde Zardini; Leongino Guerrero","1998",NA,"12",NA,"Paraguay",NA,NA,"Same spot as Zardini #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.; Shrub 1 m. Corolla white. Fruit gray.",NA,"48331","Magnoliophyta","Myrtales",NA,"Yaguarete Forest (Sustainable Forest Systems site) around aserradero.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","San Pedro","-56.211389","-23.796111","bullata",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009617","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. M. Zardini; Shirley Zavala","1996","10","30",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white.",NA,"45593","Magnoliophyta","Myrtales",NA,"Yaguarete Forest (Sustainable Forest Systems site): around ''aserradero''.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","San Pedro","-56.3306","-23.8806","bullata",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059728","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","N. Buttura","1987","2","11",NA,"Paraguay",NA,NA,"Pequeno arbusto, ate 1 m, fruto imaturo.",NA,"1015","Magnoliophyta","Myrtales",NA,"Tati Jupy, Hernandarias.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Alto Parana","-54.632605","-25.42292","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0057150","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","Elsa Matilde Zardini&Isabelino Chaparro","1998","10","31",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white.",NA,"49440","Magnoliophyta","Myrtales",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.",NA,"(Barb.Rodr.) Landrum","L.R. Landrum (ASU),","Canindeyu","-55.48","-23.99","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009616","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","E. M. Zardini; Isabeliho Chanarro","1998","10","29",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white.",NA,"49267","Magnoliophyta","Myrtales",NA,"Mbaracayu Natural Reserve, administered by Fundacion Moises Bertoni. Around Lagunita.",NA,"(Barb.Rodr.) Landrum","L. R. Landrum","Caaguazu","-55.4806","-24.2528","bullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009602","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","M. Aparecida da Silva; D. Alvarenga, R.C. Mendoca, E. Cardoso, M.L.M. Azevedo","1997","12","2",NA,"Brazil",NA,NA,"Arbusto ca. 0.80cm de altura, botoes florais brancos, folhas jovens membranaceas com parte abaxial verde clara; caule com casca escamosa.",NA,"3666","Magnoliophyta","Myrtales",NA,"6km da sede FUNATURA em direcao ao povoado Chapada Gaucha.",NA,"(Chodat & Hassl.) Landrum","L.R. Landrum, 1998.","Minas Gerais","-45.8964","-15.425","lanuginosa","Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009601","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","G. Hatschbach; R. Spichiger, A. C. Cervi, E. Barbosa","1999","10","19",NA,"Brazil",NA,NA,"Arbusto, 1m. Flor alva.",NA,"69318","Magnoliophyta","Myrtales",NA,"Rod. BR-365, 10km do Corrego Segredo (Mun. Varzeao de Minas).",NA,"(Chodat & Hassl.) Landrum",NA,"Minas Gerais","-44","-18","lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009598","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","G. Hatschbach; J.M. Silva","1985","11","24",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Subarbusto 70cm, flor alva.",NA,"50137","Magnoliophyta","Myrtales",NA,"Cab. Rib. S. Pedro.",NA,"(Chodat & Hassl.) Landrum",NA,"Bahia","-41.5167","-13.15","lanuginosa","Mucuge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009597","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","G. Hatschbach; J. M. Silva","1987","10","23",NA,"Brazil",NA,NA,"Arbusto 1m, flores alvas.",NA,"51574","Magnoliophyta","Myrtales",NA,"Bela Vista, rod. Para Caracol.",NA,"(Chodat & Hassl.) Landrum","L.R. Landrum, 1988.","Mato Grosso do Sul","-56.525886","-22.082509","lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009599","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","A. Pott","1990","11","15",NA,"Brazil",NA,NA,"5 anthers with 1 gland. Coor from www.fallingrain.com/world; Arbusto 1.50-2.50m.",NA,"5698","Magnoliophyta","Myrtales",NA,"Fda. Nhumirim, Nhecolandia",NA,"(Chodat & Hassl.) Landrum","L.R. Landrum, 1992","Mato Grosso do Sul","-57.65","-19.0167","lanuginosa","Corumba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009604","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","M.L. Kawasaki; R. Harley, B. Stannard, J.P.D. Oliveira","1984","11","26",NA,"Brazil",NA,NA,"scanned. Coor from www.fallingrain.com/world; Arbusto ramificado ate 1.0m. Folhasverde-acinzentado na face inferior. Flores brancas.",NA,"36022","Magnoliophyta","Myrtales",NA,"NA Estrada para Grao-Mogol. 11km de Francisco Sa. Serra do Calixto.",NA,"(Chodat & Hassl.) Landrum","L.R. Landrum, 1986.","Minas Gerais","-43.5","-16.4667","lanuginosa","Francisco Sa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009603","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","M.L. Kawasaki; R. Harley, B. Stannard, J.P.D. Oliveira","1984","2","29",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Subarbusto 50cm. Flores brancas.",NA,"36184","Magnoliophyta","Myrtales",NA,"5km de Itacambira. A l'este da cidade, na estr. p/Montes Claros.",NA,"(Chodat & Hassl.) Landrum","L.R. Landrum, 1986.","Minas Gerais","-43.5","-16.4667","lanuginosa","Francisco Sa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009586","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora sessiliflora","H. F. Leitao Filho; F. R. Martins, Rejane C. Barros","1979","11","5",NA,"Brazil",NA,NA,"var. sessiliflora",NA,"10-614","Magnoliophyta","Myrtales",NA,"Mun. Joanopolis, rodovia para Montes-Verdes.",NA,NA,"L. R. Landrum","Sao Paulo","-46.276384","-22.930652","sessiliflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2018-03-12 17:05:42-03","ASU","ASU-PLANTS","ASU0075617","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora sessiliflora","R. Tsuji","2007","1","23",NA,"Brazil",NA,NA,"photograph of specimen a HPL; var. sessiliflora; 5-7 m, flores brancas, frutos verdes",NA,"1500","Magnoliophyta","Myrtales",NA,"Taquarussu, propriedade do Sr. Guilherme, ca. 5 km de Fruteiras Nova",NA,NA,"L. R. Landrum","Espirito Santo","-40.982861","-20.56475","sessiliflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 14:40:03-03","UFJF","CESJ","11908","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","L. Krieger","1972","11","03","América do Sul","Brasil",NA,NA,"Arbusto, na restinga, heliófila. Flores brancas, frutos amarelos, rugosos, comestíveis.","CESJ011908","CESJ11908","Angiosperma",NA,NA,NA,NA,"(O.Berg) Mattos","M. Sobral","Espirito Santo","-40.8244018554688","-21.0433006286621",NA,"Marataizes",NA,NA,"19311","auto",NA,NA,NA,"2002",NA,NA,NA,NA,NA
"129","2019-11-21 14:40:03-03","UFJF","CESJ","48338","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","G. Hatschbach; M. Hatschbach; J.M. Silva","2002","11","16","América do Sul","Brasil",NA,NA,"Arbusto, 1 m, flor alva. Campo limpo.","CESJ048338","74269","Angiosperma",NA,NA,"Rod.BR 267, próximo do trevo para Bela Vista",NA,"(O.Berg) Mattos","M.L.Kawasaki","Mato Grosso do Sul","-56.5210990905762","-22.1089000701904",NA,"Bela Vista",NA,NA,"66197","auto",NA,NA,NA,"2003",NA,NA,NA,NA,NA
"130","2019-11-21 14:40:03-03","UFJF","CESJ","64938","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","A.P. Savassi-Coutinho; V.R. Scalon; T.B. Flores; G. Romão; G.P. Lewis","2009","11","26","América do Sul","Brasil",NA,NA,"Arbusto ca de 1,5m de altura. Cálice esverdeado.","CESJ064938","1294","Angiosperma",NA,NA,"Serra do Cipó. Fazenda Toucan., Trilha da captação, cerca de 15m da porteira do alojamento.",NA,"(O.Berg) Mattos","J.E.Q. Faria","Minas Gerais","-44.043098449707","-19.0060997009277",NA,"Santana de Pirapama",NA,NA,"43251","auto",NA,NA,NA,"2012","10",NA,NA,NA,NA
"131","2021-04-07 11:46:25-03","UFMS","CGMS","48083","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","D.J. Machate; A.C. Gomes; A.G.S. Arruda; T.C. Piva; F. Macedo Alves","2014","11","25",NA,"Brasil",NA,NA,"Fruto verde, imaturo. Habitat: Cerrado. Solo arenoso Habito: Arbusto.","CGMS1078045","54",NA,NA,NA,"Piraputanga, Cerradinho (UEMS).",NA,"(O.Berg) Mattos","D.J. Machate","Mato Grosso do Sul","-55.6586111","-20.4358333",NA,"Aquidauana","180","180",NA,NA,NA,"-55,6586111","-20,4358333","2014","12","11",NA,NA,NA
"132","2021-04-07 11:46:25-03","UFMS","CGMS","37697","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","A. Pott","1990","11","15",NA,"Brasil",NA,NA,"Flor branca. Fruto não visto. Divisa com Fazenda Porto Alegre; rebrota de plantas cortadas para aceiro; ferrugíneo; folha discolor. Habitat: Clareira em cerradão com Alibertia sessilis, Eugenia pyriformis. Solo arenoso (Podzol hidrom","CGMS1067114","5689",NA,NA,NA,"Reserva biológica ; Fazenda Nhumirim sub-região da Nhecolândia, Pantanal.",NA,"(Barb. Rodr.) Landrum","J.R. de Mattos","Mato Grosso do Sul","-56.65","-18.9833333","bullata","Corumbá","90","90",NA,NA,NA,"-56,65","-18,9833333","1999",NA,NA,NA,NA,NA
"133","2021-04-07 11:46:25-03","UFMS","CGMS","46856","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; A. Pott","2014","12","01",NA,"Brasil",NA,NA,"Flor ausente. Fruto verde, imaturo. Habitat: Cerrado sensu stricto. Habito: Subarbusto.","CGMS1076830","50",NA,NA,NA,"Reserva ecológica da Fazenda Laranjal, campo com predominância de guavira.",NA,"(O.Berg) Mattos","V.J. Pott","Mato Grosso do Sul","-53.3888889","-22.0613889",NA,"Nova Andradina","395","395",NA,NA,NA,"-53,3888889","-22,0613889","2015","03","27",NA,NA,NA
"134","2021-04-07 11:46:25-03","UFMS","CGMS","37580","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","V.J. Pott; A. Pott.","2004","10","27",NA,"Brasil",NA,NA,"Flor branca. Fruto imaturo. Duplicata Sobral. Habitat: Campo natural herbáceo-arbustivo, perturbado, pós-fogo. Solo arenoso. Relevo quase-plano. Habito: Arbusto. Frequente. 0,50-1,20m de altura.","CGMS1066995","7146",NA,NA,NA,"0,5 Km norte de Sanga Puitã, rodovia MS-463, Km 99, próximo 12 Km de Ponto Porã.",NA,"(O.Berg) Mattos","M. Sobral","Mato Grosso do Sul","-55.6","-22.6197223",NA,"Ponta Porã","630","630",NA,NA,NA,"-55,6","-22,6197223",NA,NA,NA,NA,NA,NA
"135","2021-04-07 11:46:25-03","UFMS","CGMS","37586","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","A. Pott; V.J. Pott; L.C.P. Lima.","2002","08","10",NA,"Brasil",NA,NA,"Flor branca. Habitat: Vegetação secundária de cerrado, com Brachiaria decumbens, queimada. Solo argiloso. Relevo quase plano. Habito: Subarbusto multicaule (moita). Frequente. 0,25-0,60m de altura.","CGMS1067001","9876",NA,NA,NA,"Avenida Duque de Caxias, a 200m leste da base aérea, próximo aeroporto.",NA,"(O.Berg) Mattos","M. Sobral","Mato Grosso do Sul","-54.65","-20.4619444",NA,"Campo Grande",NA,NA,NA,NA,NA,"-54,65","-20,4619444",NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:46:25-03","UFMS","CGMS","42620","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","A. Pott; V.J. Pott","2002","10","07",NA,"Brasil",NA,NA,"Flor branca. Habitat: Cerrado arbóreo. Solo latossolo vermelho compactado. Relevo encosta suave. Habito: Subarbusto. 0,80m de altura. Esparsa.","CGMS1072601","10422",NA,NA,NA,"Reserva da UCDB.",NA,"(O.Berg) Mattos","M. Sobral","Mato Grosso do Sul","-54.6163889","-20.9102778",NA,"Campo Grande","500","500",NA,NA,NA,"-54,6163889","-20,9102778","2013",NA,NA,NA,NA,NA
"137","2021-04-07 11:46:25-03","UFMS","CGMS","48493","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","D.M. Pazeto","2014","10","27",NA,"Brasil",NA,NA,"Flor branca. Habitat: Cerrado. Habito: Arbusto. 1,90m de altura.","CGMS1078445","4",NA,NA,NA,"Reserva Ecológica da Universidade Católica Dom Bosco - UCDB.",NA,"(O.Berg) Mattos","V.J. Pott","Mato Grosso do Sul","-54.6166667","-20.4163889",NA,"Campo Grande","586","586",NA,NA,NA,"-54,6166667","-20,4163889","2015","03","24",NA,NA,NA
"138","2021-04-07 11:46:25-03","UFMS","CGMS","54716","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","M.C. Vieira","2015","04","15",NA,"Brasil",NA,NA,"Fruto presente. Sem muitas informações de coleta. Habitat: Cerrado. Habito: Sem informações adicionais.","CGMS1084683","235",NA,NA,NA,"Fazenda Santa Madalena.",NA,"(O.Berg) Mattos",NA,"Mato Grosso do Sul",NA,NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 11:46:25-03","UFMS","CGMS","39507","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","A. Pott; V.J. Pott; L.C.P. Lima","2008","09","28",NA,"Brasil",NA,NA,"Flor branca. Fruto ausente. Frequente. Habitat: Vegetação secundária pertubada de Cerrado. Solo areno-argiloso. Relevo planalto. Habito: Subarbusto. 0,60m de altura (rebrota).","CGMS1068886","15247",NA,NA,NA,"Rodovia BR-167, km 372, 7 km E de Nova Alvorada do Sul.",NA,"(O.Berg) Mattos","A. Pott","Mato Grosso do Sul","-54.3833333","-21.405",NA,"Nova Alvorada do Sul","454","454",NA,NA,NA,"-54,3833333","-21,405","2018","10","24",NA,NA,NA
"140","2021-04-07 11:46:25-03","UFMS","CGMS","18375","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F.M. Alves; E.C. Bertazzoni","2006","12","10",NA,"Brasil",NA,NA,"Flor branca. Habitat: Margem de córrego degradado. Solo arenoso. Recortado em V com erosão. Habito: Arbusto.","CGMS1047671","4470",NA,NA,NA,"APA do Guariroba.",NA,"(O.Berg) Mattos","M.Sobral","Mato Grosso do Sul","-54.3941666","-20.5541667",NA,"Campo Grande",NA,NA,NA,NA,NA,"-54,3941666","-20,5541667","2008","05","05",NA,NA,NA
