"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"690","2016-05-07 21:05:00-03","MO","MOBOT","2933262","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","R.M. Harley|B.L. Stannard","1988","11","21","Brazil","Bahia",NA,"Mun. Rio de Contas. Pico das Almas. Vertente leste. Margem noroeste do Campo do Queiroz. Campo rupestre e mata seca. Entre rochas em local sombreado, solo arenoso.","-41.95","-13.5333333",NA,NA,"1550.00000000",NA,NA,NA,NA,NA,NA,"Harley 26231","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"691","2016-05-26 11:02:00-03","MO","MOBOT","2933263","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Carol A. Todzia|James L. Zarucchi|Steven R. Hill|Bruce W. Nelson|C.A. Cid Ferreira|José Guedes|J. Lima dos Santos","1983","6","25","Brazil","Amazonas",NA,"Borde on the Rio Madeira. Caminarana 5 km east of town.","-59.5833333","-4.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Todzia 2250","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"692","2020-02-04 11:14:00-03","MO","MOBOT","2933294","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","W.G. Herter","1949","4",NA,"Uruguay","Salto",NA,"Arapey.",NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,"Herter 2287","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"693","2016-05-07 20:31:00-03","MO","MOBOT","2933359","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Gerardo Aymard|Nidia Cuello","1988","9","5","Venezuela","Portuguesa",NA,"Dtto. Guanare. Mesa de Cavacas. Terrenos de la Unellez.","-69.8166667","9.0666667",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"Aymard C. 7029","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"694","2016-05-07 20:30:00-03","MO","MOBOT","2933832","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Ricardo S. Secco|Calvin R. Sperling|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","1982","5","12","Brazil","Pará",NA,"Marabá, Alto da Serra, arredores do N 5, solo de canga (ferro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secco 141","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"695","2020-09-04 04:40:00-03","MO","MOBOT","2933960","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Herbert H. Smith","1898",NA,NA,"Colombia",NA,NA,"Plants of Santa Marta.",NA,NA,NA,NA,"152.40000000",NA,NA,NA,NA,NA,NA,"Smith 1476","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"696","2016-05-07 20:12:00-03","MO","MOBOT","2934240","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Pastor Arenas Rodríguez","1981","2",NA,"Paraguay","Boquerón",NA,"Colonia Fernheim, Colonia 22.","-60.2","-22.2333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 1805","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"697","2016-05-07 21:08:00-03","MO","MOBOT","2934356","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Howard S. Irwin","1972","1","14","Brazil","Goiás",NA,"Sandstone hill with soil-filled crevices and depressions, Serra, dos Pireneus, ca. 20km. E. of Pirenopolis.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,"Irwin 34038","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"698","2014-07-22 12:57:00-03","MO","MOBOT","2934391","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","W.D. Stevens","Aurelio Schinini","1974","1","10","Paraguay","Alto Paraná",NA,"Hernandarias, 20 Km N de Hernandarias, Interior del monte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 8054","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"699","2016-05-07 21:07:00-03","MO","MOBOT","2934425","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Ezechias P. Heringer","1980",NA,NA,"Brazil","Distrito Federal",NA,"Lagoa Encantada, Bahia, área devastada, Fazenda de cacau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heringer 3435-A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"700","2016-05-07 20:14:00-03","MO","MOBOT","2934744","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Manuel J. Belgrano|R.J. Zuloaga|Norma B. Deginani","2000",NA,NA,"Argentina","Misiones",NA,"Guarani, Predio Prevision, Social, Arroyo Tambero.","-54.2166667","-26.85",NA,NA,"480.00000000",NA,NA,NA,NA,NA,NA,"Belgrano 1608","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"701","2020-02-04 11:20:00-03","MO","MOBOT","2934813","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Franciso Delascio C.|Ronald L. Liesner","1978","7",NA,"Venezuela","Bolívar","Piar","Los Aceites. Nor-Oeste de El Manteco. Sabanas de lomas con matorrales decíduos.",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"Delascio Chitty 7396","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"702","2016-05-07 20:16:00-03","MO","MOBOT","2934832","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Henri Pittier","1927","4","13","Venezuela",NA,NA,"In savannas. Llanos de La Rubiera, Guarico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pittier 12345","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"703","2020-02-04 11:26:00-03","MO","MOBOT","2934841","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Arturo E. Burkart|Nélida M. Bacigalupo","1960",NA,NA,"Argentina","Entre Ríos","La Paz","Rio Felicia - no. ruta 126.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burkart 21250","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"704","2016-05-07 20:16:00-03","MO","MOBOT","2934897","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Leandro Aristeguieta|Getulio Agostini","1965","7","5","Venezuela",NA,NA,"Estados Sucre y Anzoategui.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aristeguieta 5565","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"705","2020-02-04 11:32:00-03","MO","MOBOT","2934981","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","R. Martínez Crovetto","1948",NA,NA,"Argentina","Entre Ríos",NA,"La Paz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martínez Crovetto 4814","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"706","2020-02-04 11:15:00-03","MO","MOBOT","2935017","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Ricardo O. Vanni","1991","12","19","Argentina","Misiones","Iguazú","Parque Nacional Iguazú. Borde de selva, ruta 101 entre A Yacuy y Puesto Timbó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanni 2999","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"707","2016-05-07 20:17:00-03","MO","MOBOT","2935036","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","J. Maciel","1951",NA,NA,"Brazil","Minas Gerais",NA,"Barreiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maciel 3158","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"708","2016-05-07 21:07:00-03","MO","MOBOT","2935095","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Scott A. Mori|Brian M. Boom","1981","6","10","Brazil","Bahia",NA,"Municipality of Lençcois, along BR 242, ca 15 km NW of Lençois at km 225. Campo Rupestre.",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,"Mori 14259","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"709","2020-02-04 11:30:00-03","MO","MOBOT","2935257","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Pastor Arenas Rodríguez","1976","1","8","Paraguay","Cordillera",NA,"Areguá, Quinta Guggiari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 1310","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"710","2020-02-04 11:27:00-03","MO","MOBOT","2935347","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Sara G. Tressens","1985",NA,NA,"Argentina","Corrientes","Ituzaingó","Ruta 38 y río Aguapey, En picada de selva marginal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 3005","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"711","2016-05-07 21:03:00-03","MO","MOBOT","2935404","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","O.O. Miller","1901","7","16","Venezuela",NA,NA,"El Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miller 120","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"712","2016-05-07 21:02:00-03","MO","MOBOT","2935538","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Felix Woytkowski","1950","4","15","Peru","Cajamarca",NA,"Pucara. Bottom of ravine.",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,"Woytkowski 5685","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"713","2016-05-07 20:50:00-03","MO","MOBOT","2935628","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Howard S. Irwin|R. Souza|R. Reis dos Santos","1966","1","20","Brazil","Goiás",NA,"Shade of gallery forest, lower slopes of Serra Dourada, ca. 30 km. E of Goiás Velho.",NA,NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,"Irwin 11876","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"714","2014-07-22 13:00:00-03","MO","MOBOT","2935663","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","W.D. Stevens","Pedro Jörgensen","1932","1",NA,"Paraguay",NA,NA,"on the streets of Villarica, Flowers green yellow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4900","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"715","2016-05-07 20:49:00-03","MO","MOBOT","2935752","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Julian A. Steyermark","1961","2","1","Venezuela","Bolívar",NA,"By rocks outcrops on south-facing slopes, southeast of Cerro Pichacho, N. of Las Nieves, 45 kms. N of Tumeremo. Altiplanicie de Nuria.",NA,NA,NA,NA,"100.00000000","300.00000000",NA,NA,NA,NA,NA,"Steyermark 88925","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"716","2020-02-04 11:30:00-03","MO","MOBOT","2935800","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Ismael Morel","1948",NA,NA,"Argentina","Formosa","Pilcomayo","Pueblo Laguna Blanca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morel 4373","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"717","2016-05-07 20:49:00-03","MO","MOBOT","2935852","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","A. Brizuela","1947",NA,NA,"Argentina","Catamarca","La Paz","La Brea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brizuela 830","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"718","2016-05-07 20:48:00-03","MO","MOBOT","2936041","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Ismael Morel","1948",NA,NA,"Argentina","Formosa","Pilcomayo","Ruta 86 al Km. 58.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morel 4725","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"719","2016-05-07 20:17:00-03","MO","MOBOT","2936043","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Santiago Venturi","1930","2","25","Argentina",NA,NA,"El Charco. Habitat: en los campo.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,"Venturi 1020","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"720","2016-05-26 11:01:00-03","MO","MOBOT","2939207","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","M.J.P. Pires|Nilo T. Silva","1986","5","15","Brazil","Pará",NA,"Mun. de Almeirim, Mt. Dourado Bloco Bananal área 43. Área de floresta cultivada recém explorada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pires 1013","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"721","2016-05-26 11:00:00-03","MO","MOBOT","2939248","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","M.J.P. Pires|Nilo T. Silva","1986","5","13","Brazil","Pará",NA,"Mun. de Almeirim Mt. Dourado Pacamari, área 47, centro. Plantação de Gmelina arborea Roxb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pires 961","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"722","2016-05-26 11:00:00-03","MO","MOBOT","2939297","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Gert G. Hatschbach|O. V. Guimarães","1970","7","22","Brazil","Paraná",NA,"Estrela (mun. Cerro Azul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 24516","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"723","2016-05-26 10:59:00-03","MO","MOBOT","2939347","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","1970","3","24","Brazil","Minas Gerais",NA,"Outcrops. Campo, cerrado on outcrops, and wooded valley, ca. 3km. N. of São João sa Chapada.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,"Irwin 28289","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"724","2016-05-26 10:59:00-03","MO","MOBOT","2939408","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Leslie R. Landrum","1982","2","2","Brazil","Minas Gerais",NA,"Caeté, Serra da Piedade, km 1-5 on road to top of Serra. Mainly shrubby vegetation in very rocky, iron rich substrate.","-43.75","-19.9166667",NA,NA,"1200.00000000","1700.00000000",NA,NA,NA,NA,NA,"Landrum 4282","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"725","2016-05-26 10:59:00-03","MO","MOBOT","2939501","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","1968","2","10","Brazil",NA,NA,"Gallery margin. Gallery forest on steep slopes, Serra do Itabirito, Minas Gerais, ca. 55 km. S.E. of Belo HOrizonte.",NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,"Irwin 19780","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"726","2016-05-26 10:58:00-03","MO","MOBOT","2939551","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","D. Philcox","1967","12","21","Brazil",NA,NA,"W. of K, 226, Xavantina-Cachimbo Road. Wet forest by river. State of Mato Grosso. Expedition Base Camp.","-51.7666667","-12.8166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philcox 3669","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"727","2016-05-26 10:58:00-03","MO","MOBOT","2939636","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Ynés Mexia","1929","12","30","Brazil","Minas Gerais",NA,"Viçosa. Agricultural College grounds. Hill south of College on cut-over slope.",NA,NA,NA,NA,"680.00000000",NA,NA,NA,NA,NA,NA,"Mexia 4187","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"728","2016-05-26 10:58:00-03","MO","MOBOT","2939712","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Douglas C. Daly","1980","9","28","Brazil","Maranhão",NA,"Campo & roadside plants near Km 150-165 of BR. 135. Appox. 15-30 km N of São Mateus.","-44.5333333","-3.7666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daly 338","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"729","2016-05-26 10:57:00-03","MO","MOBOT","2939772","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Douglas C. Daly","1981","12","5","Brazil","Pará",NA,"Serra dos Carajás, 25-30km NW of Serra Norte mining camp. Hilly scrub on ferrous rock outcrop.","-50.4333333","-5.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daly 1738","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"730","2016-05-26 10:57:00-03","MO","MOBOT","2939878","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Douglas C. Daly","1981","10","30","Brazil","Pará",NA,"Approx. 25km S of Tucurui, just off old BR 422 at junction with old railroad bed. Disturbed White-sand campina and campina forest. (Campinarana).","-49.6333333","-3.9666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daly 1066","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"731","2016-05-26 10:56:00-03","MO","MOBOT","2939968","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Julian A. Steyermark|Ángel C. González","1977","2","11","Venezuela","Falcón",NA,"Distrito Colina: bosque tropófila y de galería a largo del río Ricoa, sur de Las Dos Bocas (sitio de represa).","-69.4","11.3166667",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"Steyermark 113607","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"732","2020-02-04 11:25:00-03","MO","MOBOT","2940035","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Aurelio Schinini","1979","2","8","Argentina","Corrientes","San Martín","6 Km SW de La Cruz, sobre río Uruguay. En campos bajos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 16826","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"733","2016-05-26 11:01:00-03","MO","MOBOT","2940074","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Calvin R. Sperling|Ricardo S. Secco|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","1982","5","13","Brazil","Pará",NA,"2 km. west. of Amza camp N-5, Scrubby vegetation on ferric rock outcrops.","-50.1333333","-6.0666667",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,"Sperling 5654","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"734","2016-05-26 10:56:00-03","MO","MOBOT","2940152","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","R.M. Harley|et al.","1988","10","23","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste.Fazenda Silvina. 19km. ao N-O da cidade. Cerrado de altitude, capoeria e cultivação. Na mata ciliar.","-41.9666667","-13.5333333",NA,NA,"1420.00000000",NA,NA,NA,NA,NA,NA,"Harley 25311","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"735","2016-05-26 10:56:00-03","MO","MOBOT","2940206","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Alex A. Lasseigne","1974","7","26","Brazil","Amazonas",NA,"Area just NE of INPA, Estrada do Aleixo, Km. 3, NE Manaus. Weedy, open area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasseigne 21183","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"736","2016-05-26 10:55:00-03","MO","MOBOT","2940647","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","R.M. Harley|Renato de Mello-Silva|I. Cordeiro|Lucia Rossi","1988","11","26","Brazil","Bahia",NA,"Mun. Rio de Contas. Pico das Almas. Vertente leste. Campo e mata ao NW do Campo do Queiroz. Entre rochas.","-41.9666667","-13.5166667",NA,NA,"1500.00000000","1550.00000000",NA,NA,NA,NA,NA,"Harley 26625","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"737","2018-12-20 10:03:00-02","MO","MOBOT","2952322","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Otto Buchtien","1917","12",NA,"Bolivia","La Paz","Nor Yungas","Milluguaya.","-67.5975","-16.3602778",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,"Buchtien 640","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"738","2013-01-11 11:13:00-02","MO","MOBOT","3349117","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","P. Berry (MICH)","M. Toledo G.","1994","2","4","Bolivia","Santa Cruz","Nuflo de Chavez","Comunidad de San Antonio. Alrededor del pueblo.","-61.81333","-16.76861",NA,NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,"Toledo G. 377","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2013-01-11 11:13:00-02","MO","MOBOT","3433023","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","P. Berry (MICH)","H. Huaylla|J. Alberto Peñaranda|E. Cervantes|J. Vedia","2006","12","19","Bolivia","Chuquisaca","Tomina","Saliendo del Puente Acero hacia Thiumayu. Colinas y laderas empinadas, bosque caducifolio, cultivos y huertas en el fondo.","-64.08861","-19.58944",NA,NA,"1105.00000000",NA,NA,NA,NA,NA,NA,"Huaylla 2319","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2016-05-07 20:48:00-03","MO","MOBOT","3457462","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","NEVES","2005","6","14","Brazil","Bahia",NA,"Lençóis: Margem esquerda de quem desce o rio, afloramento rochoso do Ribeirão do Meio.","-41.3916666","-12.5858333",NA,NA,"390.00000000",NA,NA,NA,NA,NA,NA,"NEVES 31","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"741","2015-04-21 05:44:00-03","MO","MOBOT","3496597","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","P. Berry (MICH)","Ivan Linneo","2006","10","28","Bolivia","Cochabamba","Quillacollo","Municipio de Sipe Sipe, localidad de Incarragay (próximo a volcán).","-66.3836111","-17.4622222",NA,NA,"2900.00000000","3000.00000000",NA,NA,NA,NA,NA,"Linneo Foronda 821","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
