"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","dayIdentified","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"35","2021-04-07 11:45:56-03","UFMS","CGMS","76495","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns",NA,"Laura Bonin; Cecília Ferracini, Cynthia Cunha, Débora Nocrato & Andresa Kreutzer","7","2018","09","29",NA,"Brasil","Mato Grosso do Sul","Gruta São Mateus.","-56.4541667","-21.1341666",NA,NA,NA,"Folhas congestas no ápice. Habitat: Afloramento rochoso. Habito: Árvore, 4 m de altura.","CGMS1109483",NA,"Bonito",NA,NA,NA,NA,"-56,4541667","-21,1341666",NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:45:56-03","UFMS","CGMS","47879","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","V.N. Yoshikawa","S.R. Ramalho; M.M. Morelli; P.P. Oliveira; S.R. Ramalho; A. Pott","60","2014","12","02",NA,"Brasil","Mato Grosso do Sul","Guaviral da Fazenda Laranjal com cerrado sensu strictu em solo arenoso.","-53.3486111","-22.0311111","406","406",NA,NA,"CGMS1077834",NA,"Nova Andradina","2017","11",NA,NA,"-53,3486111","-22,0311111",NA,"23",NA,NA,NA,NA,NA
"37","2021-04-07 11:45:56-03","UFMS","CGMS","22557","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","377","2008","04","29",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Ana. Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,NA,"CGMS1051968",NA,"Aquidauana","2008","05",NA,NA,"-55,4902777","-20,4608333",NA,"19",NA,NA,NA,NA,NA
"38","2021-04-07 11:45:56-03","UFMS","CGMS","9043","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","M.C. Duarte","U.M. Resende; S. Aragaki","1189","2002","05","24",NA,"Brasil","Mato Grosso do Sul","Estrada Morraria.","-56.8616667","-20.7011111",NA,NA,NA,"Flor alva e grande. Frutos ainda verdes. Sementes predadas por papagaios e periquitos. Estado de conservação regular. Habitat: Heliófito. Habito: Árvore.","CGMS1018801",NA,"Bodoquena","2008","05",NA,NA,"-56,8616667","-20,7011111",NA,"27",NA,NA,NA,NA,NA
"39","2021-04-07 11:45:56-03","UFMS","CGMS","51019","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns",NA,"A. Pott; V.J. Pott","13299","2005","09","01",NA,"Brasil","Mato Grosso do Sul","Fazenda Califórnia, borda noroeste do Parque Nacional da Serra da Bodoquena.","-56.8552778","-20.7022222","500","500",NA,"Flor branca. Fruto ausente. Ponto 1.3. Habitat: Floresta decidual com Terminalia triflora, Sebastiania discolor, S. membranifolia e Brasiliopuntia brasiliensis. Solo litólico com muitos afloramentos de rocha calcária dolomítica. Rele","CGMS1081004",NA,"Bodoquena",NA,NA,NA,NA,"-56,8552778","-20,7022222",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:45:56-03","UFMS","CGMS","62683","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","V.N. Yoshikawa","A. Pott; V.J. Pott; L.C.P. Lima","9338","2001","08","14",NA,"Brasil","Mato Grosso do Sul","Córrego Lagoa, Anel rodoviário entre Indubrasil e trevo para Sidrolândia.","-54.7013889","-20.5352777","500","500",NA,"Flor ausente. Fruto castanho. Fruto perfurado por aves, que procuram as sementes; caule com estrias verdes Habitat: Remanescente de cerradão. Solo argiloso sobre subsolo laterítico. Relevo plano. Frequente. Habito: Árvore 8m de altur","CGMS1095679",NA,"Campo Grande","2017","11",NA,NA,"-54,7013889","-20,5352777",NA,"23",NA,NA,NA,NA,NA
"41","2021-04-07 11:45:56-03","UFMS","CGMS","62682","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns",NA,"A. Pott; V.J. Pott","13068","2005","08","18",NA,"Brasil","Mato Grosso do Sul","1,5Km E de Albuquerque, 7Km S da rodovia BR-262 (Km 712), Fazenda Colina Verde (ex-Fazenda Curt), borda do Pantanal.","-57.4280556","-19.3922222","130","130",NA,"Flor branco. Habitat: Floresta decidual com Tabebuia, Aspidosperma, Myracruodruon com subbosque de Myrciaria. Solo litólico de calcário. Relevo morro. Frequente. Habito: Árvore 13m de altura.","CGMS1095678",NA,"Corumbá",NA,NA,NA,NA,"-57,4280556","-19,3922222",NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:45:56-03","UFMS","CGMS","17600","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns",NA,"E.A. Doná; L.C. Rodrigues","161","2006","04",NA,NA,"Brasil","Mato Grosso do Sul","Estrada próxima-área de Cerrado do Dariu.","-56.7150001525879","-20.5386009216309",NA,NA,NA,"Flor branca. Habitat: Cerrado. Habito: Árvore.","CGMS1046900",NA,"Bodoquena",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:45:56-03","UFMS","CGMS","23397","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","E.P. Seleme","E.P. Seleme; V. Assunção","70","2007","06","24",NA,"Brasil","Mato Grosso do Sul","Fazenda Betânia.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor branca. Estames evidentes, com visitantes (abelhas, periquitos). Habitat: Cerrado. Cerradão. Habito: Arbórea. 5m de altura.","CGMS1052805",NA,"Campo Grande","2007","06","161190","auto",NA,NA,NA,"24",NA,NA,NA,NA,NA
"44","2021-04-07 11:45:56-03","UFMS","CGMS","23388","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","E.P. Seleme","E.P. Seleme; V. Assunção","61","2007","05","31",NA,"Brasil","Mato Grosso do Sul","Fazenda Betânia.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor branca. Sem folhas, estames evidentes, com periquitos na árvore comendo. Habitat: Cerrado. Cerradão. Habito: Arbórea. 6,00m de altura.","CGMS1052796",NA,"Campo Grande","2007","05","161190","auto",NA,NA,NA,"31",NA,NA,NA,NA,NA
"45","2021-04-07 11:45:56-03","UFMS","CGMS","33586","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart.) A.Robyns","S.R. Zacharias; A. Pott","S.R. Zacharias; J.P. Souza","237","2011","09","15",NA,"Brasil","Mato Grosso do Sul","Assentamento Nova Querência - Lote 61.","-54.8602981567383","-20.4421997070312",NA,NA,NA,"Casca com frisos verdes. Habitat: Cerrado. Cerrado sensu stricto (quintal de casa). Habito: Árvore. 5,00m de altura.","CGMS1062981",NA,"Terenos","2011","11","52758","auto",NA,NA,NA,"09",NA,NA,NA,NA,NA
"46","2021-03-01 16:26:53-03","UNICAMP","UEC","116771","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart. & Zucc.) A.Robyns","Carvalho-Sobrinho, JG","Nogueira-Borges, HB","s.n.","1997","06","20",NA,"Brazil","Mato Grosso","Fazenda Experimental da UFMT","-56.083333","-15.766667",NA,NA,NA,"Árvore ca. de 3m alt. Botões e flores. Flores com corola esverdeada e pilosidade ferruginea na face ventral, órgãos reprodutivos brancos, odor adocicado. Indivpiduos sem folhas.; Cerrado (sensu stricto).",NA,NA,"Santo Antônio do Leverger","2004","09",NA,NA,"-56.083333","-15.766667",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:26:53-03","UNICAMP","UEC","179017","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart. & Zucc.) A.Robyns","Semir, J","Nasário, JPS","3","2012","04","27",NA,"Brazil","São Paulo","UNICAMP","-47.059167","-22.815833",NA,NA,NA,"Planta Alta","UEC023362","UEC023362","Campinas","2012","04",NA,NA,"-47.059167","-22.815833",NA,"27",NA,NA,NA,NA,NA
"48","2021-03-01 16:26:53-03","UNICAMP","UEC","194289","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart. & Zucc.) A.Robyns",NA,"Mota, ALP","316","1991","05","27",NA,"Brazil","Minas Gerais","Vale do Rio Araguari. Canteiro de obras da UHE Miranda.",NA,NA,NA,NA,NA,"Árvore ca 10m de altura. Flor e botão.","UEC026258","UEC026258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:26:53-03","UNICAMP","UEC","93648","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","tomentosum","Pseudobombax tomentosum","(Mart. & Zucc.) A.Robyns","Carvalho-Sobrinho, JG","Walter, BMT; Rocha, D; Bianchetti, LB; Silva, G; Silva, R; Santos, HGP; Silva, SPC","926","1991","12","09",NA,"Brazil","Goiás","Estrada AHE, Serra da Mesa/Colinas do Sul, 2,0 km da entrada sul do canteiro de obras.","-48.3","-13.883333","420","420",NA,"Árvore 6m alt. DAP = 30cm. &nf;Coletada em estado vegetativo para compor exsicatas quando a espécie entrar em floração.; Mata de Galeria; um pouco alterada; eventualmente sujeita a fogo. Solo arenoso a areno-argiloso. Relevo acidentado.","UEC021222","UEC021222","Colinas do Sul","2004","09",NA,NA,"-48.3","-13.883333",NA,NA,NA,NA,NA,NA,NA
