"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"49","2012-04-20 05:09:00-03","MO","MOBOT","1238737","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","fide Vasquez et al.","Rocío Rojas","Rojas Gonzáles 422","1997","10","23","South America","Peru","Amazonas","Bagua","Dtto. Imaza, Tayu Mujaji. Comunidad de Wawas. Bosque primario.","-78.36138","-5.25694",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","3097472","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E.F. Guimares","Cyl Farney","Farney 1010","1985","12","5","South America","Brazil","Rio de Janeiro",NA,"Mpio de Macaé, Tapera, Mata Secundária próximo da entrada para a Fazenda Crubixaes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3104249","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","C.L.F. Ichaso & E. Guimarães","* ICHASO","ICHASO 145862","1969","10","22","South America","Brazil","Rio de Janeiro",NA,"Passo das Pedras, Estrada da Vista Chinesa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3429261","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E.J. Tepe","C.L.F. Ichaso","Ichaso s.n.","1966","5","4","South America","Brazil","Rio de Janeiro",NA,"Mata da Gávea Pequena.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2013-08-23 04:12:00-03","MO","MOBOT","3429267","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E.J. Tepe","Dimitri Sucre","Sucre 7389","1971","2","3","South America","Brazil","Rio de Janeiro",NA,"Matas da subida do Pico da Tijuca.",NA,NA,NA,NA,NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3429269","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E.J. Tepe","E.F. Guimarães","Guimarães 88","1966","11","7","South America","Brazil","Rio de Janeiro",NA,"Estrada da Vista Chinesa.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","3429317","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","M.C. Tebbs","Julian A. Steyermark|Otto Huber","Steyermark 114251","1977","9","21","South America","Venezuela","Aragua",NA,"Parque Nacional Pittier. Forested ridge summit to the east, Regresiva del Diablo, between El Castaño and Choroni, with fine-leaved bamboo, Aspidosperma, Hieronyma, and Alchornea.",NA,NA,NA,NA,NA,NA,"1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-07-29 09:51:00-03","MO","MOBOT","694095","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Thomas B. Croat","Croat 20267","1972","9","16","South America","Peru","Loreto",NA,"Altura Tuta Pishco on Río Napo; disturbed primary forest.","-73.2391666","-3.0383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320","1",NA,NA
"57","2015-04-03 05:51:00-03","MO","MOBOT","956887","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","R. Callejas (HUA)","R. Ribeiro|Alwyn H. Gentry|D.S. Pedrosa","Ribeiro 1114","1987","9","10","South America","Brazil","Rio de Janeiro",NA,"Alto da Boa Vista. Morro Queimado, vertente norte.","-43.26666","-22.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","12518",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Velloso","M. A. Jaramillo/09-06-2005","V. Demuner; et al","955","2000","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","Alto Lombardia, cabeceira do 25 de Julho","-40.541944","-19.844722",NA,"Arbusto 2m, inflorescência esverdeada. Folha face dorsal verde claro. Face ventral de cor verde. Ambiente úmido sombreado, interior de mata.","MBML012518",NA,NA,NA,NA,NA,NA,"40W32'31","19S50'41",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","16697",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E. F. Guimarães/2008","A. P. Fontana; et al","332","2002","04","20",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,"Arbusto, folhas discolor (parte inferior verde claro), inflorescência verde claro.","MBML016697",NA,NA,NA,NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","23979",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E. F. Guimarães/Jan.2008","L. Kollmann; et al","7635","2005","04","05",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Arbusto 2m na sombra.","MBML023979",NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","25712",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","E. F. Guimarães/Jan.2008","L. Kollmann; et al","8693","2006","02","24",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944",NA,"Arbusto 4m.","MBML025712",NA,NA,NA,NA,NA,NA,"40W34'23","19S50'13",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","25903",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","L. Kollmann/29-06-2006","L. Kollmann; et al","8489","2005","12","02",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Arbusto 2m na sombra.","MBML025903",NA,NA,NA,NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","38868",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Velloso","D. Monteiro/15-06-2012","A. P. Fontana; P. Maas, H. Maas, L. Westra, U. Scharf, T. van Andal, M. Jansen & G. Bernard.","5987","2009","05","04",NA,"Brasil","Espírito Santo","Santa Teresa","Lombardia, propriedade de João Furlane.","-40.537222","-19.8025",NA,"Arvoreto, ca. 4m. Espádice pêndula verde.","MBML038868",NA,"803","803",NA,NA,NA,"40W32'14","19S48'9",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","38943",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","D. Monteiro/15-06-2012","L. Kollmann; A.P.Fontana, R.Goldenberg, C.N.Fraga, A.M.Amorim, L.Daneu & J.Meirelles","11533","2009","04","11",NA,"Brasil","Espírito Santo","Santa Leopoldina","Boqueirão do Santilho, floresta na beira da estrada. Floresta Ombrófila Densa Montana.","-40.5","-20.216667",NA,"Arbusto 1,5 m na meia sombra, espiga esbranquiçada.","MBML038943",NA,NA,NA,NA,NA,NA,"40W29'60","20S13'0",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","8601",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Velloso","M. A. Jaramillo/09-06-2005","L. Kollmann; E. Bausen & W. Pizziolo","1809","1999","02","03",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Planta 2m. Espigas verdes.","MBML008601",NA,NA,NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:48:54-03","MBML","MBML-HERBARIO","8767",NA,"Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Velloso","M. A. Jaramillo/09-06-2005","L. Kollmann; E. Bausen & W. Pizziolo","2120","1999","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Vinte e Cinco de Julho","-40.548333","-19.847222",NA,"Arbusto 2m. Inflorescencia verde.","MBML008767",NA,NA,NA,NA,NA,NA,"40W32'54","19S50'50",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-03 13:56:27-03","UFF","NIT","NIT86","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","G. A. de Queiroz","J. Monteiro","112","2011","02","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIT00000086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","08","09",NA,NA,NA,NA
"68","2021-03-03 13:56:27-03","UFF","NIT","NIT665","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"A. Lobão; G. Paes Lopes, M. Trovó","1918","2012","05","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"NIT00000664",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-03 13:56:27-03","UFF","NIT",NA,"PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","G.A. de Queiroz","A. Lobão",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"NIT00001232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"2016","08","09",NA,NA,NA,NA
"70","2021-03-03 13:56:27-03","UFF","NIT","NIT1076","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","G. A. de Queiroz","A. Lobão","2038",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"NIT00001085",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2949691","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"D. Sucre, C. L. Ichaso & E. Guimaraes","6107","1969","10","22","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Passo das Pedras, Estrada da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,"US01331020","US01331020_01",NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","2515690","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"C. Gaudichaud","1105",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01331023","US01331023_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","38158","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Riedel, --","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01331025","US01331025_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2949697","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"E. Guimaraes & D. Sucre","88","1966","11","7","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,"US01331022","US01331022_01","400",NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2949692","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"D. Sucre","7389","1971","2","3","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Matas da subida do Pico da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"US01331024","US01331024_01","700","800","57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2947289","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"-- Altamiro & -- Walter","100","1945","10","6","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estrada Maromba km 2-5",NA,NA,NA,NA,"US01331021","US01331021_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2020-09-02 16:35:55-03","Cenargen","CEN","114758","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","G. A. Azevedo & L. C. Moura","D. Nunes","263","2020","01","08",NA,"Brasil","RJ","RIO DE JANEIRO","PARNA da Tijuca. Floresta da Tijuca, Setor A, no início da trilha para o Alto da Bandeira, próximo ao estacionamento.","-43.278055","-22.956388","Exsicatas","Folhas verde-escuras, levemente discolores, membranáceas. Espiga verde-clara. Em solo coberto por serrapilheira. Doação do Jardim Botânico do Rio de Janeiro- RB 800536.","CEN00114758","CEN00114758","490","490",NA,NA,NA,"-43.278055","-22.956388",NA,"2020","01",NA,NA,"1",NA,NA
"78","2020-09-02 16:35:55-03","Cenargen","CEN","39767","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","M. Carvalho-Silva","Gert Guenther Hatschbach","61417","1995","01","14",NA,"Brasil","ES","ALFREDO CHAVES","São Bento de Urânia","-40.749698638916","-20.6350002288818","Exsicatas","Espigas pendentes, alvescentes. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00039767",NA,"900","900","32447","auto",NA,NA,NA,NA,"2001","10",NA,NA,"1",NA,NA
"79","2021-03-15 18:29:26-03","USP","SPF","209150","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Tepe, EJ","Kato, MJ; Tepe, EJ","1950","2014","03","24",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.610556","-22.450556",NA,"Arbusto, ca. 3,5 m alt., moderadamente ramificado na parte inferior, mais denso na parte superior. Folhas dispostas mais ou menos paralelamente ao chão. Espigas pendentes, verde acizentado pálido.; Mata Atlântica","SPF00209150","SPF00209150","800","900",NA,NA,NA,"-44.610556","-22.450556",NA,"2014","03","24",NA,NA,NA,NA
"80","2021-03-15 18:29:26-03","USP","SPF","209165","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Tepe, EJ","Kato, MJ; Tepe, EJ","1928","2014","03","19",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Cantareira","-46.635833","-23.445278",NA,"Arbusto, ca. 2,5 m alt., esparço a moderadamente ramificado. Folhas dispostas horizontalmente a pendentes. Espigas pendentes, verde pálidas. Frutos glabros a esparçamente papilosos em volta de bordas.; Mata Atlântica","SPF00209165","SPF00209165","900","900",NA,NA,NA,"-46.635833","-23.445278",NA,"2014","03","19",NA,NA,NA,NA
"81","2019-11-13 11:28:28-03","USP","SPF","15622","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Callejas, R","Hoehne, W","s.n.","1944","04","25",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00015622","SPF00015622",NA,NA,"53584","auto",NA,NA,NA,NA,"1984","01",NA,NA,NA,NA,NA
"82","2019-07-09 14:06:48-03","F","FMNH-SEEDPLANTS","V0468893F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"Y. Mexía","4903","1930","7","24","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468893F","V0468893F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-03-15 15:18:48-03","F","FMNH-SEEDPLANTS","V0468894F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"Mello Barreto","1971","1935","8","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468894F","V0468894F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-03-15 15:18:48-03","F","FMNH-SEEDPLANTS","V0468895F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"Mello Barreto","1971","1935","8","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468895F","V0468895F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-07-09 14:06:48-03","F","FMNH-SEEDPLANTS","V0468896F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,NA,"100","1945","10","6","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468896F","V0468896F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-07-09 14:06:48-03","F","FMNH-SEEDPLANTS","V0468897F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"Y. Mexía","4903","1930","7","24","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468897F","V0468897F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-07-09 14:06:49-03","F","FMNH-SEEDPLANTS","V0468952F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"T. Plowman & H. C. de Lima","12945","1983","2","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0468952F","V0468952F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-01-23 15:04:01-03","F","FMNH-SEEDPLANTS","V0469222F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"P. J. M. Maas","3309","1977","10","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0469222F",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-13 10:59:06-03","CEPLAC","CEPEC","120397","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,"M. A. Jaramillo","M. A. Jaramillo","971","2005","11","14",NA,"Brasil","Rio de Janeiro","rio de janeiro","Mata do Jardim Botânico, coletas acima de Serpro. Mata ao lado do Rio Grotão.","-43.216667","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W13'","22S57'","30/12/2005",NA,NA,NA,NA,NA,NA,NA
"90","2020-08-13 10:59:06-03","CEPLAC","CEPEC","146902","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,"E.Guimarães","R. Guedes","2482",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:08:03-03","UnB","UB","191289","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Carvalho-Silva, M","Faria, JEQ; Staggemeier, VG","2485","2012","03","28","Southern America","Brasil","Espírito Santo","Santa Teresa","Estrada para Goiapabaçu","-40.5325","-19.912778",NA,"Arbusto ca. 1,5 m de altura, espiga creme esverdeada; Floresta ombrófila densa montana",NA,NA,"850","850",NA,NA,NA,"-40.5325","-19.912778",NA,"2013","10",NA,NA,NA,NA,NA
"92","2021-03-04 15:45:47-03","IF","SPSF","27633","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum",NA,NA,"N.M.Ivanauskas","4556","2000","04","20","América do Sul","Brasil","SP","São Sebastião","Parque Estadual da Serra do Mar","-45.6","-23.75",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa de encosta&nf;;",NA,NA,"190","190",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-04 15:45:47-03","IF","SPSF","34515","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","D.Monteiro","L.S.Kinoshita & F.A.R.D.P.Arzolla & R.M.Antunes & R.C.Seco & J.C.Galvão & P.L.Moraes","212","2004","10","13","América do Sul","Brasil","SP","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.985","-24.0575",NA,"COLETA: XLS: SPSFNovo;&nf;Mata atlântica, borda da estrada de serviço.&nf;Arvoreta 5m, flores creme;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2011","06","17",NA,NA,NA,NA
"94","2021-03-04 15:45:47-03","IF","SPSF","41984","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","D.Monteiro","F.A.R.D.P Arzolla & G.C.R.de Paula & F.E.S.P.Vilela","1349","2008","04","07","América do Sul","Brasil","SP","São Paulo","Parque Estadual Alberto Löefgren","-46.645278","-23.461389",NA,"COLETA: Regeneração de Floresta Ombrófila Densa Montana, sob plantios.&nf;Arbusto com frutos.; GEOGRAFIA: Proximidades da área ocupada pelo Clube do Tiro.;",NA,NA,"811","811",NA,NA,"Magnoliopsida",NA,NA,NA,"2011","06","17",NA,NA,NA,NA
"95","2021-03-04 15:45:47-03","IF","SPSF","43813","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","G.A.D.C. Franco","R.L.R.Santos & N.M.Ivanauskas & R.T.Polisel & T.M.Ribeiro & J. Ferreira","106","2009","04","27","América do Sul","Brasil","SP","Itaberá","Estação Ecológica de Itaberá","-49.143611","-23.841667",NA,"COLETA: Arvoreta 2,20m. Inflorescência verde-esbranquiçado.;",NA,NA,"600","665",NA,NA,"Magnoliopsida",NA,NA,NA,"2010","04","08",NA,NA,NA,NA
"96","2017-09-11 16:28:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Artanthe","pothifolia","Artanthe pothifolia","Miq.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 16:28:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Artanthe","pothifolia","Artanthe pothifolia","Miq.",NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Crescit prope Sebastianopolin","-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"98","2018-10-26 09:34:27-03","CAS","CAS-BOT","595428","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Mexia, Ynes","4903","1930","7",NA,"South America","Brazil","Minas Gerais","Vicosa","Viçosa [Município de Viçosa]. Agricultural College lands; hill southeast of main buildings",NA,NA,NA,"Perennial herb 2.5 m. high, in small clump; fruit up to 43 cm. in length. Infrequent. João Borandý.",NA,NA,"700",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2014-09-23 11:02:15-03","G","G-DC","G00203830","S","Plantae",NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth","CAT.HERB.PRODR.","Gaudichaud-Beaupré, C.","1105","1834",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=178279&base=img&lang=en","G00203830","G00203830",NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,"2009","01","01",NA,NA,"SYNTYPUS of Piper pothifolium Kunth",NA
"100","2019-11-21 10:14:28-03","IBt","SP","24734","S","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Yuncker, TG","Hoehne, FC","130","1917","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"SP011289","SP011289",NA,NA,"57442","auto",NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA
"101","2019-09-26 13:57:12-03","GH","HU-HERB","GH 01933979","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"F. Woytkowski","7403","1962","7","16","South America","Peru","Junín",NA,"San Ramón",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7403",NA,NA,"undetermined"
"102","2019-09-26 13:56:27-03","GH","HU-HERB","GH 01933980","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Y. E. J. Mexia","4903","1930","7","24","South America","Brazil","Minas Gerais",NA,"Agricultural College lands",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4903",NA,NA,"undetermined"
