"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","phylum","scientificNameAuthorship","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","previousCatalogNumber"
"50","2020-12-21 16:38:21-03","MBM","MBM","27619","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","32806","1973","11","Southern America","Brazil","Rio Palmital",NA,NA,"MBM027619",NA,NA,"(Rchb.) Barb. Rodr.","Pabst, G.","01","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:38:21-03","MBM","MBM","10178","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.; Guimarães, O.; Guimarães, O.","20507","1968","12","Southern America","Brazil","Rio Campo Leal",NA,NA,"MBM010178",NA,NA,"(Rchb.) Barb. Rodr.","Pabst, G.","06","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:38:21-03","MBM","MBM","20210","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.; Smith, L.B.; Klein, R.M.; Smith, L.B.; Klein, R.M.","28269","1971","12","Southern America","Brazil","10km Noroeste de Palmas",NA,NA,"MBM020210",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","04","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:21-03","MBM","MBM","49120","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","1625","1949","11","Southern America","Brazil","Estrada Rio Taquari - Rio Divisa",NA,NA,"MBM049120",NA,NA,"(Rchb.) Barb. Rodr.","Pabst, G.","13","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:21-03","MBM","MBM","49121","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","2097","1950","12","Southern America","Brazil","Borda do Campo",NA,NA,"MBM049121",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","17","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:21-03","MBM","MBM","12517","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","23201","1969","12","Southern America","Brazil","Rio Pequeno",NA,NA,"MBM012517",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","12","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:21-03","MBM","MBM","51083","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Klein, R.M.","3505","1962","12","Southern America","Brazil","Fazenda Carneiros",NA,NA,"MBM051083",NA,NA,"(Rchb.) Barb. Rodr.","Pabst, G.","07","Santa Catarina","Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-03 19:28:03-03","MNHN","RECOLNAT_MNHN_P","P00392143","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Dusén, P.",NA,"1909","1",NA,"Brésil","Parana : Piraquara, in paludosis","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00392143' target='other'> <mi>dwc_moreinfo</mi></a>","P00392143","P00392143_01",NA,"(Rchb.f.) Barb.-Rodr.","Batista","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-05 12:18:11-03","MNHN","RECOLNAT_MNHN_P","P00436666","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Gaudichaud, C.",NA,"1833",NA,NA,"Brésil","Prov. de Sao-Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436666' target='other'> <mi>dwc_moreinfo</mi></a>","P00436666","P00436666_01",NA,"(Rchb.f.) Barb.-Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",NA,NA
"59","2015-09-05 12:18:11-03","MNHN","RECOLNAT_MNHN_P","P00436667","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Gaudichaud, C.",NA,"1833",NA,NA,"Brésil","Prov. de Sao-Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436667' target='other'> <mi>dwc_moreinfo</mi></a>","P00436667","P00436667_01",NA,"(Rchb.f.) Barb.-Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175 a",NA,NA
"60","2015-09-03 19:50:29-03","MNHN","RECOLNAT_MNHN_P","P00436668","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Glaziou, A.",NA,"1861","11",NA,"Brésil","Chaca","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436668' target='other'> <mi>dwc_moreinfo</mi></a>","P00436668","P00436668_01",NA,"(Rchb.f.) Barb.-Rodr.",NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-03 19:50:29-03","MNHN","RECOLNAT_MNHN_P","P00436669","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Smith, L.B.|Klein, R.M.",NA,"1964","12",NA,"Brésil","Santa Catarina : Mun. Irani : Campo de Irani","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436669' target='other'> <mi>dwc_moreinfo</mi></a>","P00436669","P00436669_01",NA,"(Rchb.f.) Barb.-Rodr.",NA,"15",NA,NA,"-51.83333","-26.95","700","900",NA,NA,NA,NA,NA,NA,NA,NA,"13971",NA,NA
"62","2015-09-03 19:50:29-03","MNHN","RECOLNAT_MNHN_P","P00436670","PreservedSpecimen",NA,NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Weddell, H.A.",NA,"1844","11",NA,"Brésil","entre Goyas et Cujaba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436670' target='other'> <mi>dwc_moreinfo</mi></a>","P00436670","P00436670_01",NA,"(Rchb.f.) Barb.-Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-19 17:59:23-03","UFMG","BHCB","195247","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Batista, JAN; Proite, P","3474","2018","01","Southern America","Brasil","Estrada para São Gabriel de Goiás, Campo a margem de curso de água a direita da pista, em direção a cidade, cerca de 4 km S de São Gabriel de Goiás",NA,"Coodernadas aproximadas, inferidas a partir do Google Earth.; Erva terrestre. Rara no local. Com fruto desenvolvido, coletada para registrar a ocorrência da espécie no local.; Em campo limpo inundável associado a vereda, com água na s","BHCB195247",NA,"Monocotyledon","(Rchb) Barb.Rodr.",NA,"07","Goiás","São Gabriel de Goiás","-47.566389","-15.276667","1121","1121",NA,NA,"2018","01","07","-47.566389","-15.276667",NA,NA,NA,NA
"64","2020-12-11 11:44:26-03","UFMG","BHCB","132483","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Batista, JAN; Ramalho, AJ; Barbosa, A R; Monteiro-Leonel","2769","2009","01","Southern America","Brasil","Morro do Ferro, BR-146, estrada de Poços de Caldas para Andradas, ca. de 5 Km após a entrada da ALCOA, pouco após o aterro sanitário de Poços de Caldas, seguindo ca. de 5-6 Km E em estrada de terra a esquerda da BR.",NA,"Erva terrestre. Rara. Em final de floraçao. Flor amarela.; Em brejo na base de morro. Solo hidromórfico, instável, com água sobre a superfície. Área não queimada, cobertura graminosa densa.","BHCB001130","BHCB001130","Monocotyledon","(Rchb) Barb.Rodr.",NA,"31","Minas Gerais","Poços de Caldas","-46.524583","-21.910972","419","1378",NA,NA,"2009","01","31","-46.524583","-21.910972",NA,NA,NA,NA
"65","2021-02-11 17:20:55-03","UFPR","UPCB","82331","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Sousa, L.P.","131","2010","10",NA,"Brasil","Nascente do Rio Caracará, afluente do Rio Tibagi. Campo de Altitude Hidrófilo (Estepe Gramíneo-Lenhosa), Organosolo Háplico; 6 há",NA,"Cálice e corola brancos, labelo vermelho-escuro e ginostêmio amarelo..",NA,NA,NA,"(Rchb.F.) Barb.Rodr.","Smidt, E. C.","13","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","860","860","46557","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:20:55-03","UFPR","UPCB","85463","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Klein, J.","11",NA,NA,NA,"Brasil",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,"(Rchb. f.) Barb. Rodr.","Smidt, E.C.",NA,"Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:20:55-03","UFPR","UPCB","10001","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","35541","1974","11",NA,"Brasil","Col. Sta. Maria",NA,"Brejo, flor ext. esverdeada, int. creme, labelo base alvescente..",NA,NA,NA,"(Rchb.f.) Barb.Rodr.","Hatschbach, G.","26","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","1975","03",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:20:55-03","UFPR","UPCB","8053","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","22888","1969","11",NA,"Brasil","Faxinalzinho",NA,"Do brejo, flor amarela..",NA,NA,NA,"(Rchb.f.) Barb.Rodr.","Hatschbach, G.","16","Paraná","Faxinal","-51.3194007873535","-24.0002994537354",NA,NA,"22912","auto","1970","01",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:20:55-03","UFPR","UPCB","8209","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","20507","1968","12",NA,"Brasil","Rio Campo Real",NA,"Do brejo, flor creme, labelo com borda purpúrea..",NA,NA,NA,"(Rchb.f.) Barb.Rodr.","Pabst, G.","06","Paraná","Guarapuava","-51.4580993652344","-25.395299911499","1000","1000","53832","auto","1970","01","01",NA,NA,NA,NA,NA,NA
"70","2009-07-09 17:05:00-03","MO","MOBOT","2480664","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Gert G. Hatschbach","Hatschbach 43437",NA,NA,"South America","Brazil","Palmas",NA,NA,NA,NA,NA,"(Rchb. f.) Barb. Rodr.",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","2270282","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith, R. Reitz & O. Sufridini","9475","1956","12","South America","Brazil",NA,NA,NA,"US00474479","US00474479_01",NA,NA,NA,"26","Santa Catarina","Chapecó","-52.6183013916016","-27.096399307251",NA,NA,"22671","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","2552802","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith & R. M. Klein","13971","1964","12","South America","Brazil",NA,NA,NA,"US00474475","US00474475_01",NA,NA,NA,"15","Santa Catarina","Irani","-51.9016990661621","-27.0247001647949",NA,NA,"13629","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","1208156","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","A. C. Brade","7575","1913","10","South America - Neotropics","Brazil",NA,NA,NA,"US00474480","US00474480_01",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","203860","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","A. F. Regnell","262",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00475801","US00475801_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2552797","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith & R. M. Klein","13627","1964","12","South America","Brazil",NA,NA,NA,"US00474477","US00474477_01",NA,NA,NA,"5","Santa Catarina","Água Doce","-51.5560989379883","-26.9978008270264",NA,NA,"52743","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2652164","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith, R. M. Klein & G. Hatschbach","15665","1971","12","South America","Brazil",NA,NA,NA,"US00474474","US00474474_01",NA,NA,NA,"5","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","2706728","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","G. Hatschbach, L. B. Smith & R. M. Klein","28169","1971","12","South America","Brazil",NA,NA,NA,"US00474473","US00474473_01",NA,NA,NA,"4","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","2552798","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith & R. M. Klein","13669","1964","12","South America","Brazil",NA,NA,NA,"US00474476","US00474476_01",NA,NA,NA,"6","Santa Catarina","Campo Erê","-53.0780982971191","-26.3941993713379",NA,NA,"24706","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","2841271","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","R. M. Klein","3505","1962","12","South America","Brazil",NA,NA,NA,"US00474478","US00474478_01",NA,NA,NA,"7","Santa Catarina","Caçador","-51.0149993896484","-26.7752990722656",NA,NA,"38516","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","209461","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","A. F. Regnell","264","1862",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00474481","US00474481_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"81","2020-09-02 16:34:36-03","Cenargen","CEN","109904","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Zenilton de Jesus Gayoso Miranda","157","2018","09",NA,"Brasil","Floresta Nacional de Brasília, taguatinga Norte.","Exsicatas","Solo hidromórfico, turfoso. População com cerca de dez plantas floridas.","CEN00109904",NA,NA,"(Rchb.f.) Barb.Rodr.","L. B. Bianchetti","15","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2020-09-02 16:34:36-03","Cenargen","CEN","18199","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","João Aguiar Nogueira Batista","312","1992","07",NA,"Brasil","Campo úmido às margens do Rib. do Torto. Acima da ponte na pista Plano Piloto/ Sobradinho.","Exsicatas","Observados 6 exemplares no local.","CEN00018199","CEN00018199",NA,"(Rchb.f.) Barb.Rodr.","J. A. N. Batista","19","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","2013","07",NA,NA,NA,NA,NA,"1",NA
"83","2020-09-02 16:34:36-03","Cenargen","CEN","114206","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Cássia Beatriz Rodrigues Munhoz","4941","2008","09",NA,"Brasil","Floresta Nacional de Brasília (FLONA)","Exsicatas","Folha: SD-22-Z-D. Flor com sépalas verdes, pétalas amarelas e estames amarelos. Doação do Instituto Brasileiro de Geografia e Estatística IBGE 80287 - Plantas do Brasil - Distrito Federal.","CEN00114206",NA,NA,"(Rchb.f.) Barb.Rodr.","C.U.O. Eugênio","12","DF","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","2009","03",NA,NA,NA,NA,NA,"1",NA
"84","2020-09-02 16:34:36-03","Cenargen","CEN","112170","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","G. M. Cruz-Lustre","259","2016","12",NA,"Brasil","Rodovia BR 280 entre Horizonte e Palmas, aproximadamente 24 km depois do trevo de Horizonte, cerca de 3,5 km do lado esquerdo da estrada.","Exsicatas","Começando a floração. Doação do Herbário BHCB nº 197434.","CEN00112170","CEN00112170",NA,"(Rchb.f.) Barb.Rodr.","J. A. N. Batista","30","SC","AGUA DOCE","-51.5560989379883","-26.9978008270264","1200","1200","52743","auto","2017","01",NA,NA,NA,NA,NA,"1",NA
"85","2020-09-02 16:34:36-03","Cenargen","CEN","46501","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Silvio Kirsten",NA,"1931","11",NA,"Brasil","Lageado.","Exsicatas","Doação Instituto de Botânica - SP. 28749","CEN00046501","CEN00046501",NA,"(Rchb.f.) Barb.Rodr.","J. A. N. Batista","05","SP","SAO PAULO","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto","2013","07",NA,NA,NA,NA,NA,"1",NA
"86","2019-12-09 17:30:34-03","UFPR","EFC","13979","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Blum, C.T.","897","2011","02",NA,"Brasil","Serra do Araçatuba - morro Araçatuba",NA,"Terrestre em campo higrófilo de altitude a 1.600 m.s.n.m. Com flores amarelas.","EFC013979",NA,NA,"(Rchb.f.) Barb.Rodr.","Imig, D.C.","19","Paraná","Tijucas do Sul","-48.996","-25.9022","1600","1600",NA,NA,"2018","03","21","-48.9960","-25.9022",NA,NA,NA,NA
"87","2021-03-25 13:53:02-03","UNIVILLE","JOI","8881","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Mancinelli, W.S.",NA,"2005","12",NA,"Brasil","Serra Quiriri.",NA,"; HABITAT: campos de altitude; HABITO: herbácea terrestre","JOI008881",NA,NA,"(Rchb.f.) Barb.Rodr.","Mancinelli, W. S.","10","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621","1200","1200","22441","auto","2009","08","03",NA,NA,NA,NA,NA,NA
"88","2019-10-07 09:19:53-03","UEFS","HUEFS","104568","PreservedSpecimen","Plantae","Asparagales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Ribas, O.S.","5769","2004","01",NA,"Brasil","Medianeira.",NA,"Orla do brejo.","HUEFS0104568","HUEFS0104568","Angiospermae","(Rchb.f.) Barb.Rodr.",NA,"09","Paraná","Piraquera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"89","2019-07-09 12:42:57-03","F","FMNH-SEEDPLANTS","V0433164F","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","J. L. Waechter","2000","1984","1","South America","Brazil",NA,NA,NA,"V0433164F","V0433164F_01","Spermatophyta",NA,NA,"21",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"90","2019-07-09 12:46:26-03","F","FMNH-SEEDPLANTS","V0433165F","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","G. Hatschbach","22888","1969","11","South America","Brazil",NA,NA,NA,"V0433165F","V0433165F_01 V0433165F_02","Spermatophyta",NA,"RRC ID Flag","16","Paraná",NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","22888",NA,NA
"91","2019-07-09 12:46:53-03","F","FMNH-SEEDPLANTS","V0433166F","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","L. B. Smith & R. M. Klein","13627","1964","12","South America","Brazil",NA,NA,NA,"V0433166F","V0433166F_01","Spermatophyta",NA,NA,"5",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"92","2019-01-25 15:43:45-02","IAC","IAC","2753","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","J.E. Roumbouts","s/nº","1938","10",NA,"Brasil","Rio Sapé",NA,NA,NA,NA,NA,"(Rchb.f.) Barb.Rodr.","A. Gehrt","10","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"1939","09","30",NA,NA,NA,NA,NA,NA
"93","2016-08-23 09:45:44-03","NHMLondon","NHM-LONDON-BOT","BM000509530","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","F.C. Hoehne","661","1917","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb.f.) Barb.Rodr.",NA,"03",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4644322"
"94","2019-11-01 15:15:16-03","UnB","UB","102908","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Barroso, GM; et al.","509","1968","12","Southern America","Brasil","Chapada dos Veadeiros",NA,"Planta 0,6m. Flores amarelas claras; Brejo","UB0018014","UB0018014","Monocotyledonae","(Rchb. f.) Barb. Rodr.","Pabst, G","21","Goiás",NA,NA,NA,NA,NA,NA,NA,"1973","04","24",NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:15:16-03","UnB","UB","3730","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Irwin, HS; Souza, R","9007","1965","11","Southern America","Brasil","3 km sul de Sobradinho",NA,"Labelo laranja, marrom na base.; Erva 0,75m. Flor amarelo-claro; Meio e borda de mata de galeria.","UB0019273","UB0019273","Monocotyledonae","(Rchb. f.) Barb. Rodr.","Pabst, GFJ","06","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1075","1075","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G","43437","1980","12","Southern America","Brasil","10km Leste",NA,"Ereta. Flor creme; labelo ápice amarelo; base vermelha; Brejo","UB0018013","UB0018013","Monocotyledonae","(Rchb. f.) Barb. Rodr.","Hatschbach, G","11","Paraná ","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-05-06 12:01:20-03","UFU","HUFU","6426","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Romero, R.; et al.","1284","1994","10",NA,"Brasil","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.",NA,"Terrestre, ca. 0,8 m. Tépalas externas esverdeadas e creme internamente. Labelo amarelo.; Campo vidromorfico na beira do capão.","HUFU00035589","HUFU00035589",NA,"(Rchb.f.) Barb.Rodr.","Ribeiro, J.E.L.S.","16","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"57119","auto","2001","06",NA,NA,NA,NA,NA,NA,NA
"98","2019-05-06 12:01:20-03","UFU","HUFU","22691","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Araújo, G.M.","3102","2000","03",NA,"Brasil","Estação Ecológica do Panga, Meio da vereda 4 (lado oeste). Lado esquerdo.",NA,"Flor amarela.; Vereda.","HUFU00030433","HUFU00030433",NA,"(Rchb.f.) Barb.Rodr.",NA,"24","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 12:01:20-03","UFU","HUFU","39408","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Oliveira, G.C.","435","2002","08",NA,"Brasil","Fazenda das Perobas, A 250 m da BR497 ma altura do km 18.",NA,"Herbácea ca. de 1 m. Creme amarelado.; Vereda.","HUFU00030434","HUFU00030434",NA,"(Rchb.f.) Barb.Rodr.","Bianchetti, L.","29","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto","2005","03","07",NA,NA,NA,NA,NA,NA
