"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"128","2020-02-08 09:47:30-03","NBC","NL-BOTANY","WAG.1795515","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"Smith LB; Reitz R",NA,"1964","10","20","Brazil",NA,NA,"Santa Catarina. Mun. São Miguel d'Oeste: Woods, canela Gaucha, 8 km northwest of São Miguel d'Oeste.","-53.566667","-26.666667","-53.566667","-26.666667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1795515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1795515","NL-WAG1795515",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"129","2020-02-08 09:47:30-03","NBC","NL-BOTANY","WAG.1795516","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"Hatschbach GG",NA,"1975","10","25","Brazil",NA,NA,"Autodromo de Cascavel (mun. Cascavel) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1795516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1795516","NL-WAG1795516",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"130","2020-02-08 09:47:30-03","NBC","NL-BOTANY","WAG.1795517","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"Hatschbach GG",NA,"1965","12","10","Brazil",NA,NA,"Paraná. Mun. Xambre: Altonia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1795517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1795517","NL-WAG1795517",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"131","2020-02-08 09:47:30-03","NBC","NL-BOTANY","WAG.1795518","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"Camargo O",NA,"1957","11","22","Brazil",NA,NA,"Flora Brasiliae Australis. Rio Grande do Sul. Farroupilha, in araucarieto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1795518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1795518","NL-WAG1795518",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:07:26-03","ESALQ","ESA","78697","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Keller",NA,NA,NA,"Keller, H.A.","291.0","2000","09","07","Argentina","Misiones","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,"ESA078697","ESA078697","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:07:26-03","ESALQ","ESA","37694","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella",NA,NA,NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","145.0","1997","12","13","Brasil","São Paulo","Apiaí","Estrada Pinhalzinho a 11 Km de Bom Sucesso de Itararé - Apiaí. Borda de floresta ombrófila mista","-490.437","-242.007","-490,437","-242,007",NA,NA,NA,"ESA037694",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:07:26-03","ESALQ","ESA","103219","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella",NA,"Assumpção, M.Z.","2008","05","27","Kinupp, V.F.","198.0","1997","01","27","Brasil","Paraná","Arapongas",NA,"-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,NA,"ESA103219","ESA103219","Magnoliophyta",NA,NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:07:26-03","ESALQ","ESA","16421","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J. ; Soares, A.A.","1132.0","1993","12","08","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA016421","ESA016421","Magnoliophyta",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:07:26-03","ESALQ","ESA","37695","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Muell.Arg.) Webster","Rodrigues, R.R. & Souza, V.C.",NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","145.0","1997","12","13","Brasil","São Paulo","Apiaí","Estrada Pinhalzinho a 11 Km de Bom Sucesso de Itararé - Apiaí. Borda de floresta ombrófila mista","-490.437","-242.007","-490,437","-242,007",NA,NA,"Arbusto de 1,5 m. Frutos verdes imaturos, flores esverdeadas","ESA037695","ESA037695","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:07:26-03","ESALQ","ESA","37693","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella",NA,NA,NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","145.0","1997","12","13","Brasil","São Paulo","Apiaí","Estrada Pinhalzinho a 11 Km de Bom Sucesso de Itararé - Apiaí. Borda de floresta ombrófila mista","-490.437","-242.007","-490,437","-242,007",NA,NA,NA,"ESA037693",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 11:07:26-03","ESALQ","ESA","60822","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G. et al.","67155.0","1997","10","17","Brasil","Paraná","Ibaiti",NA,"-50.187801361084","-23.8486003875732",NA,NA,NA,NA,NA,"ESA060822","ESA060822","Magnoliophyta",NA,NA,NA,"34159","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:07:26-03","ESALQ","ESA","103228","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella",NA,"Dall'Agnol, R.F.","2008","08","06","Vieira, A.O.S.","658.0","2008","04","26","Brasil","Paraná","Mauá da Serra",NA,"-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,NA,"ESA103228","ESA103228","Magnoliophyta",NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:07:26-03","ESALQ","ESA","39929","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.","3099.0","1996","03","02","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,"ESA039929","ESA039929","Magnoliophyta",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 10:55:26-03","ESALQ","ESA","134194","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"C.P. Caliari et al.","2203.0","2009","04","14","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta ombrófila mista perturbada com presença marcante de Scleria.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Arvoreta ca. 2m., fruto imaturo verde.","ESA134194",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-12-19 08:15:17-03","FPS","FPS","475","MachineObservation","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Schwirkowski, P.","2014","12","13","Schwirkowski, P.","710","2014","12","13","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Beira de estrada, sentido Corupá","-49.273742","-26.361184","-49.273742","-26.361184",NA,NA,"<ll>dwc_commonname:</ll> Canela-de-virá","FPS00475","FPS00475_v01 FPS00475_v02 FPS00475_v03 FPS00475_v04 FPS00475_v05 FPS00475_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-12-19 08:15:17-03","FPS","FPS","2232","MachineObservation","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Schwirkowski, P.","2016","04","02","Schwirkowski, P.","1694","2016","04","02","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, próximo à Estrada Saraiva","-49.359212","-26.282203","-49.359212","-26.282203",NA,NA,"<ll>dwc_commonname:</ll> Canela-de-virá","FPS02232,FURB49762,ASE0041061","FPS02232_v01 FPS02232_v02 FPS02232_v03 FPS02232_v04 FURB49762",NA,NA,NA,NA,NA,NA,NA,"FURB 49762, HUCS 46552, ASE 39540","voucher",NA,NA,NA,NA,NA
"144","2019-12-19 08:15:17-03","FPS","FPS","172","MachineObservation","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Schwirkowski, P.","2014","09","17","Schwirkowski, P.","375","2014","09","17","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"<ll>dwc_commonname:</ll> Canela-de-virá","FPS00172","FPS00172_v01 FPS00172_v02 FPS00172_v03 FPS00172_v04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-12-19 08:08:06-03","FPS","FPS","2694","MachineObservation","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Funez, L.A.","2017","04","12","Schwirkowski, P.","2122","2014","11","19","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada","-49.285673","-26.354516","-49.285673","-26.354516",NA,NA,NA,"FPS02694,FURB52225","FPS02694_v01 FPS02694_v02 FPS02694_v03 FPS02694_v04 FPS02694_v05 FPS02694_v06 FPS02694_v07 FPS02694_v08 FPS02694_v09 FPS02694_v10 FPS02694_v11 FPS02694_v12 FURB52225",NA,NA,NA,NA,NA,NA,NA,"FURB 52225","voucher",NA,NA,NA,NA,NA
"146","2019-12-19 08:15:17-03","FPS","FPS","1250","MachineObservation","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","Schwirkowski, P.","2015","12","23","Schwirkowski, P.","1401","2015","12","23","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Vila Pilz. Linha férrea.","-49.460606","-26.284167","-49.460606","-26.284167",NA,NA,"<ll>dwc_commonname:</ll> Canela-de-virá","FPS01250,FUEL055473,FURB49469","FPS01250_v01 FPS01250_v02 FPS01250_v03 FPS01250_v04 FURB49469",NA,NA,NA,NA,NA,NA,NA,"FURB 49469, FUEL 55473","voucher",NA,NA,NA,NA,NA
"147","2019-08-27 13:28:59-03","IAP","PACA-AGP","63548","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","ambigua","Bernardia ambigua","Pax. & K. Hoffm.","A. Allem","1975",NA,NA,"Rambo, B.",NA,"1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"det. (Emrich-Rambo 17091958): Bernardia multicaulis M. Arg. Habitat: in campestribus Fenofase: flor","PACA063548",NA,"Magnoliophyta","Euphorbiales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"148","2019-08-27 13:28:59-03","IAP","PACA-AGP","86475","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","R.A. Wasum",NA,NA,NA,"R.A. Wasum","677","2000","10","06","Brasil","RS","Antônio Prado","RS-122 Km 118","-51.2827987670898","-28.8582992553711",NA,NA,"700","700","Habitat: orla de mata","PACA086475",NA,"Magnoliophyta","Euphorbiales",NA,NA,"18693","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"149","2019-08-27 13:28:59-03","IAP","PACA-AGP","60450","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1957","05","02","Camargo, O. R.","1290","1957","04","12","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto","PACA060450",NA,"Magnoliophyta","Euphorbiales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"150","2019-08-27 13:28:59-03","IAP","PACA-AGP","40271","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1949","01","28","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: fd","PACA040271",NA,"Magnoliophyta","Euphorbiales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"151","2019-08-27 13:28:59-03","IAP","PACA-AGP","50452","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Sehnem, A.",NA,"1949","12","28","Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA050452",NA,"Magnoliophyta","Euphorbiales",NA,NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"152","2019-08-27 13:28:59-03","IAP","PACA-AGP","43248","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1949","09","05","Brasil","RS","Montenegro","Estação Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"fl. masc. nondum evoluto Habitat: in silva primaeva Fenofase: na","PACA043248",NA,"Magnoliophyta","Euphorbiales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"153","2019-08-27 13:28:59-03","IAP","PACA-AGP","41595","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1949","05","16","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor masculina","PACA041595",NA,"Magnoliophyta","Euphorbiales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"154","2019-08-27 13:28:59-03","IAP","PACA-AGP","7543","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor masculina","PACA007543",NA,"Magnoliophyta","Euphorbiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-27 13:28:59-03","IAP","PACA-AGP","38176","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1948","11","22","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor masculina","PACA038176",NA,"Magnoliophyta","Euphorbiales",NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"156","2019-08-27 13:28:59-03","IAP","PACA-AGP","49907","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1951","02","06","Brasil","SC","Itapiranga","ad fl. Uruguai","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"det. conf. (Smith & Downs 1958) Habitat: in silva primaeva Fenofase: flor masculina","PACA049907",NA,"Magnoliophyta","Euphorbiales",NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:28:59-03","IAP","PACA-AGP","2104","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: flor masculina","PACA002104",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"158","2019-08-27 13:28:59-03","IAP","PACA-AGP","102703","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","M. Z. Assunpção","2008","05","27","V. F. Kinupp","198","1997","01","27","Brasil","PR","Arapongas","campinho. fragmento de aproximadamente 3 hectares","-51.461861","-23.325917","51°27'42,7W","23°19'33,3S","750","750","arbusto, 1 a 1,5 metros. botões florais creme-esverdeados e flores com estames Habitat: borda do fragmento","PACA102703",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"159","2019-08-27 13:28:59-03","IAP","PACA-AGP","33652","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Hatschbach, G.",NA,"1946","03","17","Brasil","PR",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: in silva Fenofase: flor masculina","PACA033652",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"160","2019-08-27 13:28:59-03","IAP","PACA-AGP","4997","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: flor masculina","PACA004997",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-27 13:28:59-03","IAP","PACA-AGP","53063","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","28","Rambo, B.",NA,"1952","12","20","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: fruto","PACA053063",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"162","2019-08-27 13:28:59-03","IAP","PACA-AGP","62153","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1958","08","29","Camargo, O. R.","1981","1957","10","06","Brasil","RS","Bento Goncalves",NA,NA,NA,NA,NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA062153",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"163","2019-08-27 13:28:59-03","IAP","PACA-AGP","9026","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1942","01","16","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: estéril","PACA009026",NA,"Magnoliophyta","Euphorbiales",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"164","2019-08-27 13:28:59-03","IAP","PACA-AGP","33293","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Emrich, K.",NA,"1946","02","26","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"fl masc. e fem. Habitat: in silva primaeva ad viam Fenofase: flor","PACA033293",NA,"Magnoliophyta","Euphorbiales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"165","2019-08-27 13:28:59-03","IAP","PACA-AGP","29985","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Emrich, K.",NA,"1936","01","18","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA029985",NA,"Magnoliophyta","Euphorbiales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"166","2019-08-27 13:28:59-03","IAP","PACA-AGP","28743","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Emrich, K.",NA,"1945","03","01","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: fd","PACA028743",NA,"Magnoliophyta","Euphorbiales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"167","2019-08-27 13:28:59-03","IAP","PACA-AGP","56545","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1955","04","10","Rambo, B.",NA,"1955","01","09","Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor masculina","PACA056545",NA,"Magnoliophyta","Euphorbiales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"168","2019-08-27 13:28:59-03","IAP","PACA-AGP","56747","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1955","04","10","Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA056747",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"169","2019-08-27 13:28:59-03","IAP","PACA-AGP","56600","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1955","04","10","Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto","PACA056600",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"170","2019-08-27 13:28:59-03","IAP","PACA-AGP","54883","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","B. Rambo SJ","1954","07","29","Rambo, B.",NA,"1954","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA054883",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"171","2019-08-27 13:28:59-03","IAP","PACA-AGP","44654","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1949","12","03","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA044654",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"172","2019-08-27 13:28:59-03","IAP","PACA-AGP","43144","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1949","08","28","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor feminina","PACA043144",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"173","2019-08-27 13:28:59-03","IAP","PACA-AGP","31091","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.",NA,"1946","01","06","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"fl. masc. e fem. Habitat: in araucarieto Fenofase: flor","PACA031091",NA,"Magnoliophyta","Euphorbiales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
