"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"50","2015-09-17 00:34:14-03","MNHN","RECOLNAT_MNHN_P","P00507800","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. E. Cosson <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507800' target='other'> <mi>dwc_moreinfo</mi></a>","P00507800","P00507800_01",NA,"1871","1","21",NA,NA,"Rio Janeiro, Tijuca, Pedra de José Sineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5341","isotype",NA
"51","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248063","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248063' target='other'> <mi>dwc_moreinfo</mi></a>","P01248063","P01248063_01",NA,NA,NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248064","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Vauthier",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248064' target='other'> <mi>dwc_moreinfo</mi></a>","P01248064","P01248064_01",NA,"1833",NA,NA,NA,NA,"Serra dos Orgaos, Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"618",NA,NA
"53","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248065","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Meyer, E.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248065' target='other'> <mi>dwc_moreinfo</mi></a>","P01248065","P01248065_01",NA,"1886","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248067","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée",NA,NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248067' target='other'> <mi>dwc_moreinfo</mi></a>","P01248067","P01248067_01",NA,"1893","1","1","Rio Grande do Sul",NA,"Forromeco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-08-03 15:26:58-03","MNHN","RECOLNAT_MNHN_P","P01248069","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Ule, E.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248069' target='other'> <mi>dwc_moreinfo</mi></a>","P01248069","P01248069_01",NA,"1887","2",NA,NA,NA,"Südliches Brasilien: Provinz St. Catharina. Felsenwand des Flaggenberges auf der Insel St. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114 a",NA,NA
"56","2016-08-03 15:28:47-03","MNHN","RECOLNAT_MNHN_P","P01248070","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Ule, E.H.G.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248070' target='other'> <mi>dwc_moreinfo</mi></a>","P01248070","P01248070_01","Rosenstock","1885","6",NA,NA,NA,"Brasilien, Provinz. St. Catharina: an Felswanden des Pao d'Assucar, Sao Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114",NA,NA
"57","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248073","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Wacket, L.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248073' target='other'> <mi>dwc_moreinfo</mi></a>","P01248073","P01248073_01",NA,"1908",NA,NA,NA,NA,"Est. S. Paulo, Serra do Mar",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248074","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Wacket, L.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248074' target='other'> <mi>dwc_moreinfo</mi></a>","P01248074","P01248074_01",NA,"1908",NA,NA,NA,NA,"Est. S. Paulo, Serra do Mar",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248076","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Damazio, L.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248076' target='other'> <mi>dwc_moreinfo</mi></a>","P01248076","P01248076_01",NA,"1907","5",NA,NA,NA,"Serra de Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1861",NA,NA
"60","2015-09-03 16:32:25-03","MNHN","RECOLNAT_MNHN_P","P01248079","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Kunert",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248079' target='other'> <mi>dwc_moreinfo</mi></a>","P01248079","P01248079_01",NA,"1893",NA,NA,NA,NA,"Ferromeco S. Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-03 16:33:46-03","MNHN","RECOLNAT_MNHN_P","P01248080","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Usteri, C.A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248080' target='other'> <mi>dwc_moreinfo</mi></a>","P01248080","P01248080_01",NA,"1906","6","27",NA,NA,"Tijuca, Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA,NA
"62","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248081","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Kunert",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248081' target='other'> <mi>dwc_moreinfo</mi></a>","P01248081","P01248081_01",NA,"1893",NA,NA,NA,NA,"Ferromeco S. Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248082","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248082' target='other'> <mi>dwc_moreinfo</mi></a>","P01248082","P01248082_01",NA,NA,NA,NA,NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250",NA,NA
"64","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248083","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248083' target='other'> <mi>dwc_moreinfo</mi></a>","P01248083","P01248083_01",NA,NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5646",NA,NA
"65","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248084","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248084' target='other'> <mi>dwc_moreinfo</mi></a>","P01248084","P01248084_01",NA,"1873","4","19",NA,NA,"Pic de la Tijuca, côté de la ville. Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7015",NA,NA
"66","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248085","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248085' target='other'> <mi>dwc_moreinfo</mi></a>","P01248085","P01248085_01",NA,"1874","1","1",NA,NA,"Brésil. Enviros de prov. de Rio-Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7342",NA,NA
"67","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248086","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248086' target='other'> <mi>dwc_moreinfo</mi></a>","P01248086","P01248086_01",NA,NA,NA,NA,NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7843",NA,NA
"68","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248068","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Lansty, L.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248068' target='other'> <mi>dwc_moreinfo</mi></a>","P01248068","P01248068_01",NA,"1937","4","1","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,"33218",NA,NA
"69","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248078","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Dusén, P.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248078' target='other'> <mi>dwc_moreinfo</mi></a>","P01248078","P01248078_01",NA,"1902","1","1","Rio de Janeiro","Rio de Janeiro","Brasilia, Rio de Janeiro, Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"21",NA,NA
"70","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248077","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Schenck, H.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248077' target='other'> <mi>dwc_moreinfo</mi></a>","P01248077","P01248077_01",NA,"1886","12","1","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"1751",NA,NA
"71","2015-09-03 16:33:47-03","MNHN","RECOLNAT_MNHN_P","P01248087","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248087' target='other'> <mi>dwc_moreinfo</mi></a>","P01248087","P01248087_01",NA,"1874","6","3","Rio de Janeiro","Rio de Janeiro","Brésil: Pico da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"7342",NA,NA
"72","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248066","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Dusén, P.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248066' target='other'> <mi>dwc_moreinfo</mi></a>","P01248066","P01248066_01",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","Brésil. Sa. da Itatiaia, Mont Serrah.","-44.5633010864258","-22.4960994720459","900",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,"688",NA,NA
"73","2020-09-29 14:53:46-03","UFPR","UPCB","67524","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Sylvestre, L.S.","1870",NA,"Brasil",NA,"Plantas oriundas da propagação vegetativa da gema foliar. Caule ereto. Local muito úmido..","UPCB0008522","UPCB0008522",NA,"2006","12",NA,"Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Maromba. Trilha para o Véu de Noiva. Barranco às margens da trilha.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-09-29 14:53:46-03","UFPR","UPCB","57469","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Labiak, P.H.","4207",NA,"Brasil",NA,"Terrestre, na borda da mata nebular. Afloramentos rochosos, com matas úmidas nos vales. (Altitudes entre 1100-1700m).","UPCB0008512","UPCB0008512","Matos, F.B. & Labiak, P.H.","2007","07","18","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1700","1700",NA,NA,NA,"2007","08","9999","9999",NA,NA,NA,NA,NA
"75","2020-09-29 14:53:46-03","UFPR","UPCB","57559","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Labiak, P.H.","4192",NA,"Brasil",NA,"Rupícola, na base do morro, em local exposto ao sol. Afloramentos rochosos, com pequenas matas úmidas nos vales..","UPCB0008511","UPCB0008511","Labiak, P.H. & Matos, F.B.","2007","07","18","Espírito Santo","Santa Maria do Jetibá","BLOQUEADO",NA,NA,"1200","1200",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"76","2020-09-29 14:53:46-03","UFPR","UPCB","66924","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Labiak, P.H.","4549",NA,"Brasil",NA,"Rupícola, sobre rochas no leito do rio..","UPCB0008510","UPCB0008510","Labiak, P.H.","2008","02","12","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1100","1100",NA,NA,NA,"2008","10","9999","9999",NA,NA,NA,NA,NA
"77","2020-09-29 14:53:46-03","UFPR","UPCB","70819","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Labiak, P.H.","4874",NA,"Brasil",NA,"Rupícola, em local parcialmente exposto ao sol..","UPCB0008524","UPCB0008524","Pereira, J.B.S.","2008","07","20","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1480","1480",NA,NA,NA,"2010","02","9999","9999",NA,"17",NA,NA,NA
"78","2021-02-11 17:21:26-03","UFPR","UPCB","93531","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","E. Melo | L. Funch | E.S. Santos | A. Paraguassu | M.P. Silva","1382",NA,"Brasil",NA,"Campo rupestre: egetação de campo rupestre, afloramento rochoso . Árvor: 0,15 m, crescendo sobre rochas. Frondes estéries arredondadas passando a lobadas e férteis palmati-lobadas com soros na face dorsal. Ocasional","UPCB0041453","UPCB0041453","L. Barros","1994","11","24","Bahia","Lençóis","Chapada Diamantina: Serra da Chapadinha","-41.416667","-12.45","750","750",NA,NA,NA,"1996","12","-41.416667","-12.450000",NA,NA,NA,NA,NA
"79","2020-09-29 14:53:46-03","UFPR","UPCB","52960","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Matos, F.B.","430",NA,"Brasil",NA,"Rupícola em local alterado. Hipoloiquia..","UPCB0008513","UPCB0008513","Matos, F.B.","2005","02","12","Bahia","Arataca","Serra das Lontras, ca. de 7km no ramal que liga o povoado de Itatinguí à Serra das Lontras","-39.4143981933594","-15.2632999420166",NA,NA,NA,"19859","auto","2005","12",NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","16429","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Ronald L. Liesner|Bruce K. Holst","Liesner 20346","South America","Venezuela",NA,NA,NA,NA,"A.R. Smith","1986","4","25","Bolívar",NA,"Piar, Amaruay-tepui. Slope up to base wall. South side about 1 km from SW corner of tepui. Forest 20 to 35 m tall. Alt. 550 to 810 m. 5º54'N, 62º15'W.","-62.25","5.9","550.00000000","810.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-8",NA,"5"
"81","2015-03-29 18:57:00-03","MO","MOBOT","3315353","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","J. Eugenio Leite","Leite 4224","South America","Brazil",NA,NA,NA,NA,"Cislinski-Yesilyurt","1947","10",NA,"Rio de Janeiro",NA,"In rupibus humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-04-15 17:18:00-03","MO","MOBOT","3315474","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Alexander C. Brade","Brade 33218","South America","Brazil",NA,NA,NA,NA,"Cislinski-Yesilyurt","1937","4",NA,"Rio de Janeiro",NA,"Estado de São Paulo. Campos de Jordão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2011-08-17 13:55:00-03","MO","MOBOT","3628504","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1437","South America","Brazil",NA,NA,NA,NA,NA,"2010","1","19","Rio de Janeiro",NA,"Itatiaia. Serra da Mantiqueira: Itatiaia National Park (lower portion), off Estrada do Parque Nacional (BR-485), along trail to the Cachoeira Véu da Noiva.","-44.6197223","-22.4288889","1065.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","38087",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","D.R. Couto","770",NA,"Brasil",NA,"Saxícola na sombra; próxima ao curso d'água. Subida para Pedra Escorada.","MBML038087","MBML038087","Smith-Braga/27-09-2019",NA,NA,NA,"Espírito Santo","Divino de São Lourenço","Patrimônio da Penha","-41.6857986450195","-20.6200008392334","700","700",NA,"16004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","15346",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L. Kollmann; et al","4790",NA,"Brasil",NA,"Terrestre na luz forte.","MBML015346","MBML015346","A.Salino/XI-2006","2001","09","27","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"86","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","22025",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L. Kollmann","6364",NA,"Brasil",NA,"Rupicola na meia sombra. Soros marrons.","MBML022025","MBML022025","Smith-Braga/27-09-2019","2004","01","27","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"87","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","26045",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","V. Demuner; et al","1749",NA,"Brasil",NA,"Rupicola soros marrom escuro. Interior de mata pedregosa na base de afloramento rochosos, umido (Gruta a base da mata).","MBML026045","MBML026045","Smith-Braga/27-09-2019","2006","01","19","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro)","-40.549167","-19.345833",NA,NA,NA,NA,NA,NA,NA,"40W32'57","19S20'45",NA,NA,NA,NA,NA
"88","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","29202",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L. Kollmann","9533",NA,"Brasil",NA,"Erva rupícola no sol.","MBML029202","MBML029202","A. Salino/XII-2008","2007","03","15","Espírito Santo","Santa Leopoldina","Rio das Farinhas","-40.616111","-20.101944",NA,NA,NA,NA,NA,NA,NA,"40W36'58","20S6'7",NA,NA,NA,NA,NA
"89","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","29237",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L. Kollmann","9583",NA,"Brasil",NA,"Erva rupícula na meia sombra.","MBML029237","MBML029237","Smith-Braga/27-09-2019","2007","03","23","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,NA,NA,NA,NA,NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA
"90","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","30152",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3971",NA,"Brasil",NA,"Rupícola soros marrom. Afloramento rochoso.","MBML030152","MBML030152","Smith-Braga/27-09-2019","2007","05","18","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.661944","-18.974444","250","250",NA,NA,NA,NA,NA,"40W39'43","18S58'28",NA,NA,NA,NA,NA
"91","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","31407",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","P. Labiak; et al","4207",NA,"Brasil",NA,NA,"MBML031407","MBML031407","F.B. Matos & P.Labiak/VII-2007","2007","07","18","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"92","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","31570",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","P. Labiak; et al","4192",NA,"Brasil",NA,NA,"MBML031570","MBML031570","F.B. Matos & P.Labiak/VII-2007","2007","07","18","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,NA,NA,NA,NA,NA,NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA
"93","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","34000",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","P. Labiak; et al","4549",NA,"Brasil",NA,"Rupicola, sobre rochas no leito do rio.Material prensado em álcool.","MBML034000","MBML034000","Smith-Braga/27-09-2019","2008","02","12","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA
"94","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","35809",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","P. Labiak; et al","4874",NA,"Brasil",NA,NA,"MBML035809","MBML035809","Smith-Braga/27-09-2019","2008","07","20","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.120556","-20.524444",NA,NA,NA,NA,NA,NA,NA,"41W7'14","20S31'28",NA,NA,NA,NA,NA
"95","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","38083",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","D.R. Couto; Couto, T.R.","555",NA,"Brasil",NA,"Saxícola na sombra. Fragmento do Toti.","MBML038083","MBML038083","Smith-Braga/27-09-2019",NA,NA,NA,"Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","800","800",NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:49:00-03","MBML","MBML-HERBARIO","38084",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","D.R. Couto; Couto, T.R.","541",NA,"Brasil",NA,"Rupícola, vegetando em ilhas de vegetação sob o afloramento. Jardim dos Pontões.","MBML038084","MBML038084","Smith-Braga/27-09-2019","2008","06","22","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","800","800",NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-07-15 14:43:36-03","UNESP-RC","HRCB","64793","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Grupo Vermelho",NA,NA,"Brasil",NA,NA,NA,NA,"Alexandre Salino",NA,NA,NA,"Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Trilha para cachoeira Véu da Noiva","-44.619969","-22.427889",NA,NA,NA,NA,NA,NA,NA,"44º37'11.89W","22º25'40.40S",NA,NA,NA,NA,NA
"98","2016-02-02 13:43:21-02","F","FMNH-PTERIDOPHYTES","C0659937F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","A. C. Smith","3296","South America","Guyana",NA,NA,"C0659937F","C0659937F_01",NA,"1938","3",NA,NA,NA,NA,"-58.7017","4.7364",NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
