"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2020-09-23 10:38:39-03","E","E","208217","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis",NA,NA,"Harley, R.M.","22877","1980","05","31","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00208217 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00208217",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:218906",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","569098","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","D. A. Simpson","R. M. Harley","20815","1980","03","23","Brazil","Bahia","Barra da Estiva","Serra do Sincorá. 3-13 km W of Barra da Estiva on the road to Jussiape.","-41.42","-13.67",NA,NA,"1000","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569098","NY00569098_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3108254","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link",NA,"E. M. Zardini","11886","1989","03","18","Paraguay","Paraguarí",NA,"Parque Nacional Ybicu'í, On Arroyo Mina basin, 5 kms north of Administration area","-56.83","-26.05",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3639477' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108254","NY03108254_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","470542","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","W. W. Thomas","12834","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470542","NY00470542_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939194","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","S. Borjes","23426","1989","01","19","Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal de Poço D'antas.","-43.303974","-21.744661",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939194","NY00939194_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","569097","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","K. D. Barreto","3339","1994","12","01","Brazil","São Paulo",NA,"Juquiá. Fazenda Primavera.","-47.7419","-24.2972",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569097","NY00569097_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","668332","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","A. L. Woolston","1142","1959","11","01","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668332",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01200656","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","E. R. Guaglionone","I. Cordeiro","238","1985","07","20","Brazil","Amazonas","Barcelos","Margem do Rio Aracá, pouco abaixo da foz do Rio Jauari.","-63.4906983","0.5280283",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1450405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200656","NY01200656_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","612648","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","R. M. Klein","2159","1957","01","11","Brazil","Santa Catarina",NA,"Piloes, Palhoça.","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612648","NY00612648_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","612654","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link",NA,"M. Alves","1842","2000","01","28","Brazil","Bahia","Rio de Contas","Estrada para o Pico das Almas, a 10 Km ao N da cidade.","-41.8667","-13.5325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612654","NY00612654_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1017901","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","S. Martins","70","2004","04","12","Brazil","Pernambuco","Bezerros","Pedra Antônio Bezerra.","-35.846925","-8.337714",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233207' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017901","NY01017901_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939201","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","H. S. Irwin","27794","1970","03","17","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Rio Jequití, ca. 25 km E. of Diamantina","-43.50795","-18.1448",NA,NA,"790","790","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939201","NY00939201_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00939204","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","P. J. Silva Filho","W. R. Anderson","35380","1972","02","04","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575",NA,NA,"1220","1220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939204","NY00939204_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","668330","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama",NA,"C. R. Sperling","5646","1982","05","13","Brazil","Pará",NA,"2 km. west of AMZA camp N-5. Serra dos Carajás.","-50.13","-6.07",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668330","NY00668330_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00939180","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","P. J. Silva Filho","J. R. Pirani","2193","1988","11","12","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral. Campos próximos da pequena Capelinha no alto da Serra.","-44.3","-17.7",NA,NA,"1160","1160","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939180","NY00939180_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","612665","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","P. J. Silva Filho","A. M. Amorim","910","1992","12","14","Brazil","Bahia","Itacaré","Estrada de Itacaré/Taboquinhas, Ca. 6 Km de Itacaré. Loteamento da Marambaia.","-39.026455","-14.310972",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612665","NY00612665_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00939203","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama",NA,"W. R. Anderson","8651","1973","04","11","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 30 km by road SW of Gouvêia, at km 60 on road to Curvelo","-43.93412","-18.64165",NA,NA,"1150","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939203","NY00939203_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00939188","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","T. M. Koyama","W. A. Egler","0121","1947","01","14","Brazil","Minas Gerais","Diamantina",NA,"-43.6003","-18.2494",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939188","NY00939188_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1146813","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","W. W. Thomas","W. W. Thomas","14454","2005","01","27","Brazil","Bahia","Mun. Rio de Contas","Pico das Almas and trail up to the Campo de Queiroz, 22.2 km from Rio de Contas on road to Fazendas Brumadinho and Silvina, then up trail.","-41.9421667","-13.51841667",NA,NA,"1385","1385","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146813","NY01146813_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00939164","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link",NA,"H. S. Irwin","22770","1969","01","28","Brazil","Minas Gerais",NA,"Ca. 12 km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","-43.55","-18.18",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939164","NY00939164_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00939202","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","T. M. Koyama","H. S. Irwin","29616","1971","02","01","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Steep rocky lower slopes of Pico de Itacolomí, ca. 3 km S. of Ouro Preto","-43.473094","-20.427823",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939202","NY00939202_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","03930235","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link",NA,"N. Roque","CFCR14884","1994","03","05","Brazil","Bahia","Rio de Contas","Ca. 7 km da cidade, em direção ao villarejo de Bananal.","-41.8536","-13.5272",NA,NA,"1200","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4228879' target='other'> <mi>dwc_moreinfo</mi></a>","NY03930235","NY03930235_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","822767","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","D. A. Simpson","W. Ganev","791","1992","07","30","Brazil","Bahia","Abaíra","Caminho Ribeirão de Baixo - quebradas, próxima a encosta da Serra do Atalho.","-41.83","-13.25",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822767","NY00822767_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00939205","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","P. J. Silva Filho","G. G. Hatschbach","31308","1973","02","05","Brazil","Minas Gerais","São Thomé das Letras",NA,"-44.9853","-21.7222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939205","NY00939205_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01200657","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austrobrasiliensis","T.Koyama",NA,"M. G. da Silva","260","1964","04","01","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1450406' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200657","NY01200657_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austrobrasiliensis",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","612808","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","T. M. Koyama","S. A. Mori","10597","1978","09","17","Brazil","Bahia","Alcobaça","Rod. BA 001, trecho Alcobaça/Prado, 5 Km a NW de Alcobaça. Folha SE - 24 (18-39a).","-39.2221999","-17.4948313",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612808","NY00612808_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","612662","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","P. J. Silva Filho","C. F. S. Muniz","426","1982","03","20","Brazil","Paraná","Guairá","Parque Nacional de Sete Quedas. Próximo ao restaurante.","-54.2556","-24.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612662","NY00612662_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","668329","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","T. M. Koyama","H. S. Irwin","16433","1966","06","01","Brazil","Mato Grosso",NA,"Ca. 84 km. N. of Xavantina, Mato Grosso. Serra do Roncador.",NA,NA,NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668329","NY00668329_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939198","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","T. M. Koyama","H. S. Irwin","19651","1968","02","09","Brazil","Minas Gerais",NA,"Serra do Itabirito, ca. 48km S.E. of Belo Horizonte.","-43.8","-20.22",NA,NA,"1750","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939198","NY00939198_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","612676","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis austro-brasiliensis","T.Koyama","P. J. Silva Filho","G. G. Bondar","28084","1931","07","20","Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,"Ex.Herv.do Labort. de Patologia Vegetal, n° 1795. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612676","NY00612676_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","austro-brasiliensis",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00939226","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link","J. Raynal","A. F. C. P. Saint-Hilaire","B22316","1816",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939226","NY00939226_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00939178","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Willd. ex Link",NA,"W. R. Anderson","8401","1973","04","09","Brazil","Minas Gerais",NA,"12 km by road W of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.68024","-18.32666",NA,NA,"1450","1450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939178","NY00939178_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
