"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","typeStatus","recordNumber","continentOcean","locality","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","sex"
"16","2019-11-21 14:32:59-03","UFJF","CESJ","43782","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","T.Trindade","2007","09",NA,"Erva terrestre, no campo rupestre. Grande população. Brácteas do escapo verdes, bráctea paleácea no fruto imaturo.","C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","2005","04",NA,"Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,"187","América do Sul","Serra Negra, Ninho da Égua.",NA,"CESJ043782",NA,NA,NA,"29",NA,NA,NA,NA,NA
"17","2020-11-09 19:01:09-03","UFJF","CESJ","32718 A","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","R.F.Monteiro","2004","01",NA,"Erva no campo rupestre, no caminho para lagoa seca. Flores amarelas, com cálice verde e corola amarela. Filete amarelo.","F.R.G. Salimena","2000","12",NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","auto",NA,"s.n.,","América do Sul","Parque Estadual do Ibitipoca",NA,"CESJ32718A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:32:59-03","UFJF","CESJ","48351","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2004",NA,NA,"Erva; caule 1,5m, flor amarelo-pálida. Matinha nebular.","O.S. Ribas; et al.","1999","12","22","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,"2876","América do Sul",NA,NA,"CESJ048351",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:42:02-03","UFMS","CGMS","50755","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","R.C. Forzza","2005",NA,NA,"Flor creme. Habitat: Floresta Ombrófila Densa. Habito: Epífita.","O.S. Ribas; J.M. Silva","2001","02","09","Brasil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859","32237","auto",NA,"3193",NA,"Cabeceiras do Ribeirão do Tigre.",NA,"CGMS1080736",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:09:08-03","UFES","VIES","46642","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Barboza, E.","2017","03",NA,NA,"Silva, J.M.","2015","11","26","Brasil","Santa Catarina","Garuva","-48.963889","-26.029722",NA,NA,NA,"9178",NA,"Serra do Quiriri. Em solo bastante úmido.",NA,"VIES046642","VIES046642","1300","1300","31","48º57'50''W","26º1'47''S",NA,NA,NA
"21","2020-12-21 16:19:34-03","MBM","MBM","408811","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Barboza, E.","2017","03",NA,"Erva terrícola; flor bege.; Campo de altitude, em solo bastante úmido.","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","2015","11","26","Brazil","Santa Catarina","Garuva","-48.963889","-26.029722",NA,NA,NA,"9178","Southern America","Serra do Quiriri",NA,"MBM408811","MBM408811 MBM408811_1","1300","1300","31","-48.963889","-26.029722",NA,NA,NA
"22","2020-12-21 16:19:34-03","MBM","MBM","294829","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, O.S.",NA,NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","2003","01","09","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,"5724","Southern America","Morro do Canal",NA,"MBM294829","MBM294829",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:19:34-03","MBM","MBM","232381","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Hatschbach, G.",NA,NA,NA,NA,"Silva, J.M.; O.S. Ribas, O.S.; Barboza, E.; O.S. Ribas, O.S.; Barboza, E.","1998","12","29","Brazil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto",NA,"2810","Southern America","Serra do Quiriri",NA,"MBM232381","MBM232381",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:19:34-03","MBM","MBM","33689","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Reitz, P.R.",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1957","12","23","Brazil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529","23627","auto",NA,"5940","Southern America","Monte Crista, Garuva",NA,"MBM033689","MBM033689",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:19:34-03","MBM","MBM","245490","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, O.S.",NA,NA,NA,NA,"Ribas, O.S.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","1999","12","22","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,"2876","Southern America","Morro Tucum",NA,"MBM245490","MBM245490",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:43:36-03","UFMG","BHCB","188051","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Rupícolaem vegetação campestre. Planta de 2,25 m de altura, roseta com 73 cm de diâmetro. Folha com bainha castanha, lâmina verde com terço superior vináceo. Escapo verde, brácteas do escapo verde com o terço superior vináceo. Ramos v","Machado, TM; Gomides, SC","2014","01","27","Brasil","Minas Gerais","Santana do Riacho","-43.509611","-19.247917",NA,NA,NA,"585","Southern America","Parque Nacional da Serra do Cipó, Afloramento das Vellozia gigantea",NA,"BHCB188051",NA,"1265","1265",NA,"-43.509611","-19.247917",NA,NA,NA
"27","2020-12-11 11:43:36-03","UFMG","BHCB","188137","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Rupícola no campo de altitude. Inflorescência passada.","Machado, TM; Machado, VA","2015","04","29","Brasil","Minas Gerais","Santana do Riacho","-45.131667","-22.498611",NA,NA,NA,"746","Southern America","Parque Nacional da Serra do Cipó, Área próxima das Vellozia gigantea",NA,"BHCB188137",NA,"2047","2047",NA,"-45.131667","-22.498611",NA,NA,NA
"28","2020-12-11 11:43:36-03","UFMG","BHCB","188136","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Rupícola m campo rupestre. Inflorescência passada","Machado, TM; Belchior, VA; Hallel, L; Gomides, SC","2015","01","24","Brasil","Minas Gerais","Alto Caparaó","-45.131667","-22.498611",NA,NA,NA,"742","Southern America","Parque Nacional do Caparaó, Vale Encantado",NA,"BHCB188136",NA,"2047","2047",NA,"-45.131667","-22.498611",NA,NA,NA
"29","2020-12-11 11:43:36-03","UFMG","BHCB","188052","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Rupícola em meio a arbustal no campo rupestre. Planta de 1,94 m de altura e 64 cm de diâmetro. Folha com bainha castanha, lâmina verde. Escapo verde, brácteas do escapo verde, algumas com bordos vináceos, brácteas primárias verdes, as","Machado, TM; Duarte, A","2014","02","27","Brasil","Minas Gerais","Caetés","-43.673889","-19.822222",NA,NA,NA,"586","Southern America","RPPN Serra da Piedade",NA,"BHCB188052",NA,"1677","1677",NA,"-43.673889","-19.822222",NA,NA,NA
"30","2020-12-11 11:43:36-03","UFMG","BHCB","48225","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:43:36-03","UFMG","BHCB","149063","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2011","03",NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, herbáceo","Tameirão Neto, E; Mansur, T","2011","01","14","Brasil","Minas Gerais","Santa Bárbara","-49.685369","-20.0473",NA,NA,NA,"4997","Southern America","Serra Gandarela, Projeto Mina Apolo",NA,NA,NA,"1500","1500",NA,"-49.685369","-20.0473",NA,NA,NA
"32","2020-12-11 11:43:36-03","UFMG","BHCB","188050","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Rupícola em vegetação campestre. Folhas com bainha castanha, lâmina verde, terço superior vináceo, escapo verde, brácteas estramíneas, frutos castanhos","Machado, TM; Gomides, SC","2014","01","27","Brasil","Minas Gerais","Santana do Riacho","-43.509611","-19.247917",NA,NA,NA,"584","Southern America","Parque Nacional da Serra do Cipó, Afloramento das Vellozia gigantea",NA,"BHCB188050",NA,"1265","1265",NA,"-43.509611","-19.247917",NA,NA,NA
"33","2020-12-11 11:43:36-03","UFMG","BHCB","115402","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Inflorescências com brácteas florais amarelas. Rupícola. Campo Rupestre.","Viana, PL; Leite, FSF; Leal, C","2007","12","02","Brasil","Minas Gerais","Carrancas","-44.596944","-21.586667",NA,NA,NA,"3332","Southern America","Serra dos Perdizes",NA,NA,NA,"1560","1560",NA,"-44.596944","-21.586667",NA,NA,NA
"34","2020-12-11 11:43:36-03","UFMG","BHCB","188134","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Terrestr m campo de altitude. Rosetas em meia sombra entre os arbustos. Folhas com bainha castanha e lâmina vrde, às vezees lvemente arroxeada no ápice.","Machado, TM; Machado, TM; Machado, VA","2014","12","29","Brasil","Minas Gerais","Alto Caparaó","-41.833056","-20.411944",NA,NA,NA,"740","Southern America","Parque Nacional do Caparaó, Vale Encantado",NA,"BHCB188134",NA,"1573","1573",NA,"-41.833056","-20.411944",NA,NA,NA
"35","2020-12-11 11:43:36-03","UFMG","BHCB","188165","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2018","11",NA,"Rupícola, ca. de 40 indivíduos. Planta ca. 1m., folha verde com bainha castanha.Escapo verde, brácteas do escapo vinácea, as supriores verdes, inflorescência secunda espassada.; Campo rupestre arbustivo.","Machado, TM; Moreira, SN; Falcão, BF","2014","03","24","Brasil","São Paulo","Bom Sucesso de Itararé","-49.214444","-24.302222",NA,NA,NA,"608","Southern America","Mineradora São Judas, próximo à antiga mineradora Cobastalco.",NA,"BHCB188165",NA,"1171","1171",NA,"-49.214444","-24.302222",NA,NA,NA
"36","2020-12-11 11:43:36-03","UFMG","BHCB","191530","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2018","08",NA,"Erva, 1,50 m com haste floral. Frutos imaturos verdes. Flor com base (interior) castanho escuro; ápice verde.; Campo Rupestre Quartzítico","Paiva, JAM; Souza, JAM; Silva, SHA","2018","02","27","Brasil","Minas Gerais","Ouro Preto","-43.481389","-20.428889",NA,NA,NA,"1681","Southern America","Parque Estadual do Itacolomi",NA,"BHCB191530",NA,"1578","1578","17","-43.481389","-20.428889",NA,NA,NA
"37","2020-12-11 11:43:36-03","UFMG","BHCB","20897","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2003","09",NA,"Coletada na região das canelas de Ema gigante a 3 km. da portaria alto palacio do IBAMA Base foliar e preta.","Pereira, M; Lucca, M","1992","08","27","Brasil","Minas Gerais","Santana do Riacho","-43.548333","-19.272222",NA,NA,NA,"1052","Southern America","Parque Nacional da Serra do Cipó",NA,"BHCB045975",NA,"1400","1400",NA,"-43.548333","-19.272222",NA,NA,NA
"38","2020-12-11 11:43:36-03","UFMG","BHCB","21924","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,"2009",NA,NA,"COletada a 3 km da portaria ALto Palácio do IBAMA, Região das Caneals de Emas Gigantes","Lucca, M","1995","04","19","Brasil","Minas Gerais","Santana do Riacho","-43.548333","-19.272222",NA,NA,NA,"31","Southern America","Parque Nacional da Serra do Cipó",NA,"BHCB045974",NA,"1400","1400",NA,"-43.548333","-19.272222",NA,NA,NA
"39","2021-02-11 17:18:25-03","UFPR","UPCB","58843","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Smith","Sampaio, L.K.A.","2007","01",NA,"Terrestre, campo de altitude, solo raso e muito úmido, bráctea do escapo verde, bráctea floral amarelo pálido esverdeado, sépala amarelo esverdeado, pétala amarela..","Morokawa, R.","2006","12","13","Brasil","Paraná","Guaratuba","-48.978611","-25.95",NA,NA,NA,"109",NA,"Pico Pirai",NA,"UPCB0006514","UPCB0006514","900","1000","01","-48.978611","-25.95",NA,NA,NA
"40","2021-02-11 17:18:25-03","UFPR","UPCB","41709","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Smith","Kaehler, M.","2000","03",NA,"Espécies de flores e brácteas amarelas, pouco frequente em campos de altitude. Alt. 1495m s.n.m..","Kaehler, M.","2000","02","01","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,"103",NA,"Parque Estadual Pico do Marumbi",NA,"UPCB0006516","UPCB0006516",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:18:25-03","UFPR","UPCB","70068","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Smith","Mancinelli, W.S.","2010","07",NA,"Terrícola, ocorrente em Campos de Altitude..","Mancinelli, W.S.","2010","07","09","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621","22441","auto",NA,"1258",NA,"Pico Garuva",NA,"UPCB0006513","UPCB0006513 UPCB0006513_1",NA,NA,"09",NA,NA,NA,NA,NA
"42","2021-02-11 17:18:25-03","UFPR","UPCB","52654","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Smith","Tardivo, R.C.",NA,NA,NA,"Refúgio vegetacional altomontano. Alt.: 1300m s.n.m..","?",NA,NA,NA,"Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,"Serra da Igreja",NA,"UPCB0006515","UPCB0006515",NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-06-22 05:25:00-03","MO","MOBOT","2454457","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B. Sm.",NA,NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","1958","1","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"Reitz 6135","South America","Campo Alegre. Morro Iquererim",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-15 15:29:42-03","UNESP-RC","HRCB","44227","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, O.S.","2004",NA,NA,"Erva; caule 1,5m, flor amarelo-pálida","Ribas, O.S.","1999","12","22","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,"2876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","1909862","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B. Sm.",NA,NA,NA,"1",NA,"L. B. Smith","1929",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"Isotype","1945","South America - Neotropics","Alto da Serra, Estacao Biologica.",NA,"US00091184","US00091184_01","800","900",NA,NA,NA,"Monocotyledonae",NA,NA
"46","2020-09-12 05:00:02-03","US","US","2692353","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana",NA,NA,NA,NA,"1",NA,"R. Reitz & D. Klein","1958","1","10","Brazil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto",NA,"6135","South America - Neotropics","Morro do Iquererim",NA,"US01914087","US01914087_01","1300",NA,NA,NA,NA,"Monocotyledonae",NA,NA
