"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"45","2019-08-15 09:03:39-03","UESC","UESC","17085","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"Bacelar, T.G.","4","1997","12","15",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Arbusto, cerca de 1,50 m de altura.","UESC0017085",NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-15 09:03:39-03","UESC","UESC","17082","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"L.A.Mattos Silva","3425","1996","03","27",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Arbusto, 1,60m.","UESC0017082",NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-15 09:03:39-03","UESC","UESC","21218","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"Victor M. A. Reis","3","2016","02","19",NA,"Brasil","Bahia","Ilhéus","Salobrinho","-39.0494003295898","-14.7889003753662",NA,"Arbustiva, aproximadamente 150 cm.","UESC0021218",NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-15 09:03:39-03","UESC","UESC","9441","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"Querino, R.N.","19","2003","11","17",NA,"Brasil","Bahia","Itacaré",NA,"-38.9967002868652","-14.2775001525879",NA,"Mata Atlântica.; Arbusto, 3 m de alt.","UESC0009441",NA,NA,NA,"41230","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-15 09:03:39-03","UESC","UESC","6185","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"L.A.Mattos Silva","4349","2001","07","24",NA,"Brasil","Bahia","Maraú",NA,"-39.015556","-14.245",NA,"Restinga arbórea, transição para campo de Restinga. Solo Arenoso.; Arbustiva, 80 cm de altura.; Comum. Nome vulgar: Inguiço.","UESC0006185",NA,NA,NA,NA,NA,"Dicotyledoneae","39W0'56''","14S14'42''",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-15 09:03:39-03","UESC","UESC","12103","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"L.A.Mattos Silva","5022","2007","05","24",NA,"Brasil","Bahia","Ilhéus",NA,"-39.18","-14.783333",NA,"Cabruca em remanescente de Mata Higrófila.; Arbusto, aprox. 2,0m de altura.; Frequente.","UESC0012103",NA,NA,NA,NA,NA,"Dicotyledoneae","39W10'48''","14S47'0''",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-15 09:03:39-03","UESC","UESC","17088","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"Jesus, J.A.de","2133","1995","03","21",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Arbusto 1,80 m de altura.","UESC0017088",NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-15 09:03:39-03","UESC","UESC","17084","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"Nascimento, A.F.S.","204","1998","10","25",NA,"Brasil","Bahia","São Sebastião do Passé","Lamarão do Passé","-38.4953002929688","-12.5124998092651",NA,"Arbusto: 3,0 m.","UESC0017084",NA,NA,NA,"18909","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-15 09:03:39-03","UESC","UESC","17087","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"L.A.Mattos Silva","3572","1997","10","16",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Arbusto, aproximadamente 1,30m de altura.","UESC0017087",NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-15 09:03:39-03","UESC","UESC","17083","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell Arg.",NA,"L.A.Mattos Silva","3872","1998","10","29",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Arbusto, 1,50m.","UESC0017083",NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-10-21 11:53:59-02","MNHN","RECOLNAT_MNHN_P","P02441222","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.","Oliveira","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","Attaché avec P05484518 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441222' target='other'> <mi>dwc_moreinfo</mi></a>","P02441222","P02441222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-05 07:53:39-03","MNHN","RECOLNAT_MNHN_P","P04864319","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.","Oliveira","Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04864319' target='other'> <mi>dwc_moreinfo</mi></a>","P04864319","P04864319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149 bis",NA,NA
"57","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484498","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484498' target='other'> <mi>dwc_moreinfo</mi></a>","P05484498","P05484498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484499","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484499' target='other'> <mi>dwc_moreinfo</mi></a>","P05484499","P05484499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484503","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484503' target='other'> <mi>dwc_moreinfo</mi></a>","P05484503","P05484503_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484505","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484505' target='other'> <mi>dwc_moreinfo</mi></a>","P05484505","P05484505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484506","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484506' target='other'> <mi>dwc_moreinfo</mi></a>","P05484506","P05484506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"62","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484507","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Martius",NA,"1834","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484507' target='other'> <mi>dwc_moreinfo</mi></a>","P05484507","P05484507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"63","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484508","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484508' target='other'> <mi>dwc_moreinfo</mi></a>","P05484508","P05484508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"64","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484511","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484511' target='other'> <mi>dwc_moreinfo</mi></a>","P05484511","P05484511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"65","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484512","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484512' target='other'> <mi>dwc_moreinfo</mi></a>","P05484512","P05484512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"66","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484513","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484513' target='other'> <mi>dwc_moreinfo</mi></a>","P05484513","P05484513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"67","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484515","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Gaudichaud",NA,"1831","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484515' target='other'> <mi>dwc_moreinfo</mi></a>","P05484515","P05484515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149",NA,NA
"68","2015-10-21 12:02:19-02","MNHN","RECOLNAT_MNHN_P","P05484517","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Claussen",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484517' target='other'> <mi>dwc_moreinfo</mi></a>","P05484517","P05484517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484518","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.","Oliveira","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","Attaché avec P02441222 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484518' target='other'> <mi>dwc_moreinfo</mi></a>","P05484518","P05484518_01 P05484518_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484519","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484519' target='other'> <mi>dwc_moreinfo</mi></a>","P05484519","P05484519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-05 09:18:28-03","MNHN","RECOLNAT_MNHN_P","P05484520","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484520' target='other'> <mi>dwc_moreinfo</mi></a>","P05484520","P05484520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792",NA,NA
"72","2015-09-05 09:18:29-03","MNHN","RECOLNAT_MNHN_P","P05484521","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Endlicher",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484521' target='other'> <mi>dwc_moreinfo</mi></a>","P05484521","P05484521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-08-22 16:01:00-03","MO","MOBOT","2969705","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","R.Liesner (MO)","André M. de Carvalho|W. Wayt Thomas|Talmon S. dos Santos","Carvalho 3616","1991",NA,NA,"South America","Brazil","Bahia",NA,"Município de Urucuca, Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0166667","-14.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2013-02-12 14:26:00-02","MO","MOBOT","2969976","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","S.M. Athiê de Souza","W. Wayt Thomas","Thomas 9412","1992","11","14","South America","Brazil","Bahia",NA,"Mun. Una. Reserva Biológica do Mico-Ieão (IBAMA), 46 km north on BA-001 between Ilhéus and Una. Atlantic coastal forest on hilltop.","-39.0833333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2013-02-12 14:26:00-02","MO","MOBOT","2970276","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","S.M. Athiê de Souza","W. Wayt Thomas","Thomas 8942","1992","1","29","South America","Brazil","Bahia","Ilhéus","Road from Olivenca to Maruim, 3.2 km SW of Olivenca.","-39.05","-14.9666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-07 19:36:00-03","MO","MOBOT","100340542","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll. Arg.) Müll. Arg.","R. Liesner (MO)","Peter Clausen","Clausen 2019",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype"
"77","2021-03-04 11:05:17-03","UFRB","HURB","13487","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Reis, V.M.A.","03","2016","02","19",NA,"Brasil","Bahia","Ilhéus","Próximo ao Sitio do senhor Joaquim; nas mediações do IFBA","-39.0494003295898","-14.7889003753662",NA,NA,"HURB000013487",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-03 13:56:14-03","UFF","NIT","NIT592","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.",NA,"A.A.M. de Barros","4652","2012","05","18",NA,"Brasil","Rio de Janeiro","Niterói",NA,"-43.1035995483398","-22.88330078125",NA,NA,"NIT00000591",NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-07 09:31:05-03","UEFS","HUEFS","194441","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll.Arg.",NA,"Popovkin, A.V.","1387","2013","03","20",NA,"Brasil","Bahia","Entre Rios","Algodão.",NA,"-12.166667",NA,"Atlantic forest.","HUEFS0194441","HUEFS0194441",NA,NA,NA,NA,"Rosanae","37W58'120''","12S10'",NA,NA,NA,NA,NA,NA,NA
"80","2019-10-07 09:31:27-03","UEFS","HUEFS","226180","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Reis, V.M.A.","3","2016","02","19",NA,"Brasil","Bahia","Ilhéus","Próximo ao Sítio do Senhor Joaquim, nas imediações do IFBA.","-39.0494003295898","-14.7889003753662",NA,NA,"HUEFS0226180","HUEFS0226180",NA,NA,"61245","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-04 19:16:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"C. Gaudichaud","1149",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"82","2019-09-04 18:54:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"C. Gaudichaud","1149","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"83","2019-08-26 11:44:48-03","F","FMNH-SEEDPLANTS","V0217886F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"S. Ginzbarg & J. L. Hage","773","1988","3","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0217886F","V0217886F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-26 11:46:09-03","F","FMNH-SEEDPLANTS","V0217887F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"D. Araújo & T. Plowman","6683","1985","4","14","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0217887F","V0217887F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-13 15:27:15-03","F","FMNH-SEEDPLANTS","V0217888F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"C. Gaudichaud","1149",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0217888F","V0217888F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"86","2019-08-13 15:29:02-03","F","FMNH-SEEDPLANTS","V0217889F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"C. Gaudichaud","1149",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0217889F","V0217889F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"87","2020-07-23 12:06:19-03","CEPLAC","CEPEC","42412","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","M. Sobral","5558","1987","03","01",NA,"Brasil","Bahia","ILHÉUS","Ramal da BR-415 Ilheus/Japú, em desvio a 10Km da entrada do ramal.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"88","2020-07-23 12:06:19-03","CEPLAC","CEPEC","62996","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","S. Ginzbarg","773","1988","03","18",NA,"Brasil","Bahia","ILHÉUS","Faz. Theobroma, prox. Margem do Rio do Engenho. Ramal com entrada 2Km antes Vila Rio Engenho","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Inguiço",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"89","2020-07-23 12:06:19-03","CEPLAC","CEPEC","82622","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","A. F. da S. Nascimento","204","1988","03","30",NA,"Brasil","Bahia","SÃO SEBASTIÃO DO PASSÉ","Litoral Norte, Lamarão do Passé, Ponto 7. Prox. A estrada antropizada.","-38.4953002929688","-12.5124998092651",NA,"<ll>dwc_commonname:</ll> Inguiço",NA,NA,NA,NA,"18909","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"90","2020-07-23 12:06:19-03","CEPLAC","CEPEC","24370","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","L. A. Mattos-Silva","1310","1981","07","20",NA,"Brasil","Bahia","UNA","Km 37 da Rod. São José (entroncameto da BR-101)/Uma.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"91","2020-07-23 12:06:19-03","CEPLAC","CEPEC","56473","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","W. W. Thomas","9226","1992","05","08",NA,"Brasil","Bahia","ILHÉUS","Ao longo Rod. Ilheus/Serra Grande. 16.6Km ao S Serra Grande; 19Km N Ilheus, ao N Tulha.","-39.15","-14.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W9'","14S41'",NA,"20/10/2011",NA,NA,NA,NA,NA
"92","2020-07-23 12:06:19-03","CEPLAC","CEPEC","56809","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"I. Cordeiro","W. W. Thomas","9412","1992","11","14",NA,"Brasil","Bahia","UNA","Reserva Biológica do mico-leão (REBIO). (IBAMA), 46Km ao N da BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,"30/07/2004",NA,NA,NA,NA,NA
"93","2020-07-23 12:06:19-03","CEPLAC","CEPEC","35553","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","F. S. Santos","413","1984","10","02",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Area da Estação Ecológica do Pau-brasil (ESPAB). CEPLAC. Fundo do plantio puro de Pau-brasil.","-39.133333","-16.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W8'0","16S23'0",NA,"20/10/2011",NA,NA,NA,NA,NA
"94","2020-07-23 12:06:19-03","CEPLAC","CEPEC","65557","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","J. A. de Jesus","2133","1995","03","21",NA,"Brasil","Bahia","ILHÉUS","Castelo Novo. Ramal entrada a dir. Km 20 Rod. p/ Urucuca. Estação do Almada, 4,5Km N da entrada","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Inguico",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
