"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"112","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382640","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Narain",NA,"1971","11","05","Southern America","Surinam",NA,"Zwamp achter de eerste rits van Baboensantie.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382640",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202582",NA,NA,NA
"113","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382641","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Narain",NA,"1971","11","05","Southern America","Surinam",NA,"Zwamp achter de eerste rits van Baboensantie.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382641",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202581",NA,NA,NA
"114","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382654","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Narain",NA,"1971","11","08","Southern America","Surinam",NA,"in 2e open zwamp ten W van Christiaankondre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382654",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202596",NA,NA,NA
"115","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382655","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Narain",NA,"1971","11","08","Southern America","Surinam",NA,"in 2e open zwamp ten W van Christiaankondre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382655",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202595",NA,NA,NA
"116","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382659","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Hekking WHAM",NA,"1961","08","19","Southern America","Surinam",NA,"Flora Surinamensis. In bebouwde kom. Nieuw-Nickierie (distr. Nickerie).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382659",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202601",NA,NA,NA
"117","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382660","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Hekking WHAM",NA,"1961","08","19","Southern America","Surinam",NA,"Flora Surinamensis. In bebouwde kom. Nieuw-Nickierie (distr. Nickerie).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382660",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0202600",NA,NA,NA
"118","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382661","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Huber A",NA,NA,NA,NA,"Southern America","Brazil",NA,"Marají.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382661",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"119","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382662","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Huber A",NA,NA,NA,NA,"Southern America","Brazil",NA,"Marajó#.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382662",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"120","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382663","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Irwin HS",NA,"1960","10","17","Southern America","Brazil",NA,"Rio Oiapoque, at edge of flooded savanna.Near Mt. Tipac.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382663",NA,"Zingiberales","L.",NA,"-51.316667","3.6","NL-U1382663",NA,NA,NA,"-51.316667","3.6",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"121","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382664","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Prance GT; et al.",NA,"1971","04","17","Southern America","Brazil",NA,"Plants of Brazilian Amazonia, Estado do Acre.Rio Moa,between Igarapés Pentecost & ipiranga.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382664 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382664",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1382665","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pires JM",NA,"1964","07","04","Southern America","Brazil",NA,"Bahia.Rodovia Brasília-Fortaleza, entre o rio Corrente e Sta.Maria. Cerrado.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1382665",NA,"Zingiberales","L.",NA,NA,NA,"NL-U1382665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-02-08 10:37:46-03","NBC","NL-BOTANY","WAG.1090164","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pedersen TM",NA,"1969","03","29","Southern America","Argentina",NA,"Estancia 'Forsín del Iberá', Dep. Concepción, Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1090164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1090164",NA,"Zingiberales","L.",NA,NA,NA,"NL-WAG1090164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"124","2020-11-04 11:13:12-03","ESALQ","ESA","98649","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Cardoso, C.F.",NA,"2001","06","28",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA098649","Magnoliophyta",NA,NA,"São Miguel do Araguia",NA,NA,"ESA098649","Vieira, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:13:12-03","ESALQ","ESA","116030","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Vieira, S.","113.0","2001","03","01",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA116030","Magnoliophyta",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA116030","Vieira, S.",NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"126","2020-11-04 11:13:12-03","ESALQ","ESA","32169","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Leitão Filho, H.F. et al.","34507.0","1996","01","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA032169","Magnoliophyta",NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","ESA032169",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"127","2020-11-04 11:13:12-03","ESALQ","ESA","110735","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Souza, V.C.","32417.0","2006","07","15",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"ESA110735","Magnoliophyta",NA,"L.","Poconé","-56.6227989196777","-16.2567005157471","ESA110735","Gissi, D.S.",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"128","2020-11-04 11:13:12-03","ESALQ","ESA","71582","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Jung-Mendaçolli, S.L. et al.","972.0","1999","01","29",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA071582","Magnoliophyta",NA,"L.","Jundiaí","-46.8800010681152","-23.1800003051758","ESA071582","Vieira, S.",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"129","2020-11-04 11:13:12-03","ESALQ","ESA","81574","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Elias, S.I.; Forster, W.; Uliana, V.L.C.R.","645.0","2002","05","01",NA,"Brasil","Goiás","Estrada entre São Miguel do Araguaia e Nova Crixá.",NA,NA,"Arbusto de 1,5 m alt., beira da estrada.","ESA081574","Magnoliophyta",NA,NA,"São Miguel do Araguaia","-50.1627998352051","-13.2749996185303","ESA081574",NA,NA,NA,NA,NA,NA,NA,NA,"97385","auto",NA,NA,NA,NA,NA
"130","2020-11-04 11:13:12-03","ESALQ","ESA","39207","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14439.0","1997","03","18",NA,"Brasil","Mato Grosso","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. Savana Parque. Área florestada, alagada (buritizal).",NA,NA,"Erva, até 1,5 m alt.; flores alvas.","ESA039207","Magnoliophyta",NA,"L.","São Félix do Araguaia","-504.634","-113.758","ESA039207","Capellari Jr., L.","180","180","-504,634","-113,758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:13:12-03","ESALQ","ESA","39209","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14416.0","1997","03","18",NA,"Brasil","Mato Grosso","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. Savana Parque. Área florestada, alagada (buritizal).",NA,NA,"Erva; pecíolo com ápice avermelhado; flores alvas.","ESA039209","Magnoliophyta",NA,"L.","São Félix do Araguaia","-504.634","-113.758","ESA039209","Capellari Jr., L.","180","180","-504,634","-113,758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:13:12-03","ESALQ","ESA","39208","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Bernacci, L.C.","2396.0","1997","08","11",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"ESA039208","Magnoliophyta",NA,"L.","Luciara","-50.6692008972168","-11.2222003936768","ESA039208","Capellari Jr., L.",NA,NA,NA,NA,NA,NA,NA,"148375","auto",NA,NA,NA,NA,NA
"133","2020-11-04 11:13:12-03","ESALQ","ESA","60834","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Hatschbach, G. et al.","60900.0","1994","06","10",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"ESA060834","Magnoliophyta",NA,"L.","Corumbá","-57.6533012390137","-19.0091991424561","ESA060834","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"134","2020-11-04 11:13:12-03","ESALQ","ESA","842","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Deslandes, J.",NA,"1940","03","01",NA,"Brasil","Paraíba",NA,NA,NA,NA,"ESA000842","Magnoliophyta",NA,"L.","Santa Rita","-34.978099822998","-7.11389017105103","ESA000842_1 ESA000842_2","Braga, J.M.A.",NA,NA,NA,NA,NA,NA,NA,"25560","auto",NA,NA,NA,NA,NA
"135","2020-11-04 11:13:12-03","ESALQ","ESA","12829","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Souza, V.C. et al.","2137.0","1993","01","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA012829","Magnoliophyta",NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA012829",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"136","2020-11-04 11:13:12-03","ESALQ","ESA","121411","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Rodrigues, R.B.","69.0","2008","12","01",NA,"Brasil","Mato Grosso do Sul","Baía 37 da fazenda Nhumirim. Pantanal da Nhecolândia.",NA,NA,NA,"ESA121411","Magnoliophyta",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561","ESA121411","Pott, V.J.","101","101",NA,NA,"2009","03","31","295160","auto",NA,NA,NA,NA,NA
"137","2021-01-14 15:31:35-03","MN","R","22","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Freire Allemão, F.; Cysneiros, M.","1513",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000000022",NA,NA,"L.",NA,NA,NA,"R000000022_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:31:35-03","MN","R","25","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Freire Allemão, F.; Cysneiros, M.","1512","1860",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8113","R000000025",NA,NA,"L.",NA,NA,NA,"R000000025_001 R000000025_002 R000000025_003","Yoshida-Arns, K.N.",NA,NA,NA,NA,"2001","05","26",NA,NA,NA,NA,NA,NA,NA
"139","2020-11-19 10:24:17-03","CPAP","CPAP","10830","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Hamilton, S.","32","1993","06","01",NA,"Brasil","MS","Estrada da Manga, próximo ao Leque, Pantanal",NA,NA,"Erva enraizada emergente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Dominante. AMBIENTE: Caixa de empréstimo - 30cm de profundidade. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"L.","Corumbá","-57.016667","-19.233333",NA,NA,"90","90","57°01' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-19 10:24:17-03","CPAP","CPAP","12155","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","2289","1994","05","11",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 36, invernada 19",NA,NA,"ereto 2,0 m. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Borda úmida de lagoa quase seca. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Corumbá","-56.65","-18.983333",NA,"V. J. Pott","90","90","56°39' W","18°59' S","1994","05",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-19 10:24:17-03","CPAP","CPAP","15524","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","3008","1996","02","28",NA,"Brasil","MT","Fazenda Ipiranga, Pousada Piuval, vazante Birici Km 11 da Transpantaneir; Sub-região de Poconé; Pantanal",NA,NA,"Erva aquática emergente. FLOR: lilás. FRUTO: . INTERESSE: Apícola; forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Vazante com profundidade de 80cm aproximadamente. SUBSTRATO: solo siltoso-arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Poconé","-56.616667","-16.360278",NA,"J. M. Alvarenga Braga","120","120","56°37' W","16°21'37'' S","1998","08",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-19 10:24:17-03","CPAP","CPAP","15542","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","3026","1996","02","28",NA,"Brasil","MT","Fazenda Ipiranga, rio Bento Gomes; Sub-região de Poconé; Pantanal",NA,NA,"Erva aquática emergente. FLOR: branca. Cálice com bordas roxas. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Beira de rio, em camalote (bacero = batume). SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Poconé","-56.616667","-16.360278",NA,"V. J. Pott","120","120","56°37' W","16°21'37'' S","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-19 10:24:17-03","CPAP","CPAP","15776","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","7860","1996","08","15",NA,"Brasil","MT","Arredores da Sede do Parque Nacional do Pantanal; Pantanal",NA,NA,"Erva ereta 1,5-2,5 m de altura, cespitosa. FLOR: azulada. FRUTO: . INTERESSE: Forrageira de capivara. FREQUÊNCIA: Frequente. AMBIENTE: Planície de inundação do rio Cuiabá. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Poconé","-57.453056","-17.845556",NA,NA,"90","90","57°27'11'' W","17°50'44'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-19 10:24:17-03","CPAP","CPAP","18077","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","3714","1998","09","03",NA,"Brasil","MS","Fazenda Rio Negro; rio Negro; corixo do Santo Antonio; Sub-região de Aquidauana; Pantanal",NA,NA,"Erva aquática emergente, 2-3m de altura. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Praia de rio assoreado de areia, colonizado por plantas aquáticas anfíbias. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,NA,"L.","Aquidauana","-56.341944","-19.597778",NA,"V. J. Pott",NA,NA,"56°20'31'' W","19°35'52'' S","1998","08",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-11-19 10:24:17-03","CPAP","CPAP","20090","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Rodela, L. G.","22","2001","10","23",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 3",NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Comum.. AMBIENTE: Lagoa Rasa (Permanente).. SUBSTRATO: solo arenoso Organico (Preto).. RELEVO: Lig. Concavo,Baixa Declividade.. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Corumbá","-56.607778","-18.998611",NA,NA,"130","130","56°36'28'' W","18°59'55'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-19 10:24:17-03","CPAP","CPAP","21892","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","4430","2001","03","25",NA,"Brasil","MT","Sede do parque Nacional do Pantanal Matogrossense",NA,NA,"Erva aquática emergente, 1,5-2m de altura. flores branca, planta . Frequente.. Borda de rio,. Solo: argilo-arenoso,. Relevo: plano.",NA,NA,NA,"L.","Poconé","-57.4","-17.833333",NA,"V. J. Pott","229","229","57°24' W","17°50' S","2001","03",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-19 10:24:17-03","CPAP","CPAP","22120","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","5329","2002","04","20",NA,"Brasil","MS","Rodovia MS-134, 2 km de Ivinhema, na Várzea do Rio Ivinhema.",NA,NA,"Erva aquática 1,5 m de altura. . Frequente. Flor lilás. Brejo úmido em várzea. Solo: argiloso. com matéria orgânica. Relevo: plano.",NA,NA,NA,"L.","Ivinhema","-53.539833","-22.382583",NA,"V. J. Pott",NA,NA,"53°32'23,4''W","22°22'57,3''S","2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-19 10:24:17-03","CPAP","CPAP","3026","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","2643","1987","05","07",NA,"Brasil","MS","Fazenda São Francisco; Sub-região de Miranda; Pantanal",NA,NA,"Erva ereta. FLOR: roxo clara. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Pastagem nativa de 2 anos após gradagem de arrozal; em ex-Copernicietum. SUBSTRATO: solo argiloso preto (Calciaquoll). RELEVO: plano. Com drenos e diques a",NA,NA,NA,"L.","Miranda","-56.666667","-20.116667",NA,"A. Pott","100","100","56°40' W","20°07' S","1987","05",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-19 10:24:17-03","CPAP","CPAP","3434","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","2754","1987","07","08",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,NA,"Erva ereta 1 a 2m de altura, base da planta muito aerenquimatosa. Genículo arroxeado entre bainha e lâmina. Lâmina com pó branco (lado inferior). FLOR: branca. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Lagoa. SUBSTRATO: solo arenos",NA,NA,NA,"L.","Corumbá","-56.65","-18.983333",NA,"A. Pott; V. J. Pott","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-19 10:24:17-03","CPAP","CPAP","4022","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, V. J.","377","1987","10","19",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - invernada Acurizal",NA,NA,"Erva ereta. FLOR: esbranquiçada. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Açude em área de espinheiral (linha de drenagem em paratudal) - (paratudal = savana inundável de Tabebuia caraiba). SUBSTRATO: solo argiloso. RELEVO: plano de",NA,NA,NA,"L.","Corumbá","-57.166667","-19.633333",NA,"V. J. Pott","90","90","57°10' W","19°38' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-19 10:24:17-03","CPAP","CPAP","19594","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","M.Sobral-Leite","883","2008","10","10",NA,"Brasil","PE","Agreste Pernambucano, sítio Flecheras, riacho Mentirosos, entre Caruaru e Agrestina.",NA,NA,"Erva emergente de ca de 3m de altura nas margens do rio Uma. FLOR: estruturas reprodutivas verde e acinzentadas, sem odor. FRUTO: . INTERESSE: . FREQUÊNCIA: Numerosos indivíduos.. AMBIENTE: Vegetação de brejo de altitude.. SUBSTRATO: . RELEVO: .",NA,NA,NA,"L.","Caruaru","-36.991667","-8.390278",NA,"M.Sobral-Leite","501","501","36°59'30,0W","08°23'25S","2008","10","10",NA,NA,NA,NA,NA,NA,NA
"152","2020-11-19 10:24:17-03","CPAP","CPAP","4236","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","3750","1987","10","30",NA,"Brasil","MS","Fazenda Leque (Embrapa), Sub-região do Abobral, Pantanal - invernada de búfalo",NA,NA,"Erva ereta. FLOR: branca e lilás. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente Em Depressao.. AMBIENTE: Campo inundável. SUBSTRATO: solo arenoso. RELEVO: plano com mesorelevo. <ll>dwc_commonname:</ll> Caite",NA,NA,NA,"L.","Corumbá","-57.016667","-19.233333",NA,"A. Pott; V. J. Pott","90","90","57°01' W","19°14' S","1987","10",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-19 10:24:17-03","CPAP","CPAP","455","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","1316","1984","08","09",NA,"Brasil","MS","Próximo 1ª ponte; estrada Corumbá ao Porto da Manga (MS-228), Pantanal",NA,NA,"Erva ereta 2-4m de altura. FLOR: branco-violácea. INTERESSE: Forrageira. AMBIENTE: Campo muito alagável. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Caeté",NA,NA,NA,"L.","Corumbá","-57.466667","-19.183333",NA,NA,"90","90","57°28' W","19°11' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-19 10:24:17-03","CPAP","CPAP","612","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","1439","1984","10","01",NA,"Brasil","MS","Estrada do Polder, Pantanal",NA,NA,"Erva ereta 2m de altura. FLOR: roxa. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo úmido; muito alagável. SUBSTRATO: solo argiloso; aluvial. RELEVO: plano. <ll>dwc_commonname:</ll> Caete",NA,NA,NA,"L.","Ladário","-57.516667","-19.033333",NA,NA,"140","140","57°31' W","19°02' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-19 10:24:17-03","CPAP","CPAP","7410","PreserverdSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Pott, A.","5360","1989","11","22",NA,"Brasil","MS","Fazenda Retirinho (retiro), Sub-região de Aquidauana, Pantanal - brejo do Taboco",NA,NA,"Erva ereta 1-2 m de altura, aquática. FLOR: branca e roxa. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Brejo: campo alagado 0-30 cm na estacao seca atual. SUBSTRATO: solo arenoso orgânico. RELEVO: plano deprimido. <ll>dwc_commonname:</ll> Ca",NA,NA,NA,"L.","Aquidauana","-55.966667","-19.85",NA,NA,"105","105","55°58' W","19°51' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
