"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem"
"47","2015-09-03 22:04:51-03","MNHN","RECOLNAT_MNHN_P","P00272241","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272241' target='other'> <mi>dwc_moreinfo</mi></a>","P00272241","P00272241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-19 12:03:14-03","MNHN","RECOLNAT_MNHN_P","P00272242","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272242' target='other'> <mi>dwc_moreinfo</mi></a>","P00272242","P00272242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-09-03 22:04:50-03","MNHN","RECOLNAT_MNHN_P","P00272238","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Richard, L.C.",NA,NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272238' target='other'> <mi>dwc_moreinfo</mi></a>","P00272238","P00272238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-09-03 22:04:50-03","MNHN","RECOLNAT_MNHN_P","P00272239","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Desvaux, A.N.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272239' target='other'> <mi>dwc_moreinfo</mi></a>","P00272239","P00272239_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-09-03 22:04:51-03","MNHN","RECOLNAT_MNHN_P","P00272240","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Vauthier, M.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro, dans les bois à Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272240' target='other'> <mi>dwc_moreinfo</mi></a>","P00272240","P00272240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-19 12:03:20-03","MNHN","RECOLNAT_MNHN_P","P00272243","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Bahia, in paludosis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272243' target='other'> <mi>dwc_moreinfo</mi></a>","P00272243","P00272243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-19 12:03:24-03","MNHN","RECOLNAT_MNHN_P","P00272244","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Bahia, in paludosis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272244' target='other'> <mi>dwc_moreinfo</mi></a>","P00272244","P00272244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-19 12:03:29-03","MNHN","RECOLNAT_MNHN_P","P00272245","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Bahia, in paludosis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272245' target='other'> <mi>dwc_moreinfo</mi></a>","P00272245","P00272245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-03 22:04:51-03","MNHN","RECOLNAT_MNHN_P","P00272246","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Salzmann, P.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Bahia, in paludosis",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272246' target='other'> <mi>dwc_moreinfo</mi></a>","P00272246","P00272246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-04 07:39:01-03","MNHN","RECOLNAT_MNHN_P","P00272247","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Ule, E.",NA,"1888","11",NA,NA,"Brésil",NA,NA,"Sta Catharina",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272247' target='other'> <mi>dwc_moreinfo</mi></a>","P00272247","P00272247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"964",NA,NA
"57","2015-09-03 22:04:51-03","MNHN","RECOLNAT_MNHN_P","P00272248","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Glaziou, A.",NA,"1872","9","29",NA,"Brésil",NA,NA,"Haut du lac de Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272248' target='other'> <mi>dwc_moreinfo</mi></a>","P00272248","P00272248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6433",NA,NA
"58","2015-09-04 07:39:01-03","MNHN","RECOLNAT_MNHN_P","P00272249","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Glaziou, A.",NA,"1872","9","29",NA,"Brésil",NA,NA,"Haut du lac de Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272249' target='other'> <mi>dwc_moreinfo</mi></a>","P00272249","P00272249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6433",NA,NA
"59","2015-09-04 07:39:01-03","MNHN","RECOLNAT_MNHN_P","P00272250","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Glaziou, A.",NA,"1876","12","14",NA,"Brésil",NA,NA,"Ilha de Governador",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272250' target='other'> <mi>dwc_moreinfo</mi></a>","P00272250","P00272250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9043",NA,NA
"60","2021-02-11 17:18:38-03","UFPR","UPCB","31328","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus ssp. jamaicense","(L.) Pohl","Silva, S.M.",NA,"1996","01","20",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Brejos da Ponta Oeste","-48.5092010498047","-25.5200004577637",NA,"Herbácea, 2m, freqüente em brejos próximos da praia..",NA,NA,"Kozera, C.","1997","04","29","24916","auto","ssp. jamaicense",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:18:38-03","UFPR","UPCB","50042","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Bornschein, M.R.","97","1999","01","05",NA,"Brasil","Paraná","Guaratuba","Rio Boguaçu, alguns metros adentro da margem esquerda, próximo à foz do rio","-48.5746994018555","-25.8827991485596",NA,"Herbácea ca. 1,5-2m, inflorescência marrom escuro. Local predominado por Cladium mariscus, entre a floresta e o mangue..",NA,NA,"Borgo, M.","1999","01",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:18:38-03","UFPR","UPCB","4003","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Deyrolle, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:18:38-03","UFPR","UPCB","30548","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Clayton, W.D.","4699","1965","02","16",NA,"Brasil","São Paulo","Cananéia","Ilha Comprida. Southern tip along bay channel Barra de Cananéia.","-47.9","-25.05",NA,"Marsh behind beach.",NA,NA,"Araújo, A.C.","1997","05","26",NA,NA,NA,"-47.9","-25.05",NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:18:38-03","UFPR","UPCB","44867","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Martins, J.M.",NA,"2001","10","31",NA,"Brasil","Paraná","Guaraqueçaba","Ilha Rasa","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Martins, J.M.",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:18:38-03","UFPR","UPCB","31329","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus ssp. jamaicense","(L.) Pohl","Britez, R.M.",NA,"1986","02","22",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Ponta do Bicho","-48.5092010498047","-25.5200004577637",NA,"Herbácea, 2m. Local alagado a 20m da praia..",NA,NA,"Kozera, C.","1997","04","29","24916","auto","ssp. jamaicense",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:18:38-03","UFPR","UPCB","6279","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus ssp. jamaicense","(L.) Pohl","Hatschbach, G.","15581","1966","12","31",NA,"Brasil","Paraná","Guaratuba","Rio da Praia","-48.5746994018555","-25.8827991485596",NA,"Inflorescência até 2m. Beira do mangue..",NA,NA,"Smith, L.B. & Smith, S.F.","1967","01","01","41937","auto","ssp. jamaicense",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:18:38-03","UFPR","UPCB","89837","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus subsp. jamaicense","(Crantz) Kük.","Völtz, R.R. et al.","1128","2016","12","15",NA,"Brasil","Paraná","Paranaguá","Rio Itinguçu","-48.525","-25.439444",NA,"Erva 2 m alt., formando densa população em Formação Pioneira com Influência Fluviomarinha; inflorescência amarronzada com filamentos amarelados..","UPCB0028942","UPCB0028942 UPCB0028942_1","Völtz, R.R.","2017","01",NA,NA,NA,"subsp. jamaicense","-48.525000","-25.439444","5","5",NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2453744","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Per Dusén","Dusén 17051","1915","5","12","South America","Brazil","Paraná",NA,"Tacarehý, in terra limosa aqua palagia obtecta.",NA,NA,NA,NA,NA,NA,"H. Pfeiffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-02-17 16:16:00-02","MO","MOBOT","3058289","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","K. Pflanz","Pflanz 248","1909","6",NA,"South America","Bolivia","La Paz","Murillo","Between La Paz and Palca",NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,"3700.00000000",NA,NA,NA,NA,NA
"70","2011-02-17 16:16:00-02","MO","MOBOT","3058290","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","K. Pflanz","Pflanz 402","1910","1",NA,"South America","Bolivia","La Paz","Murillo","Huancapampa",NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,"3650.00000000",NA,NA,NA,NA,NA
"71","2011-06-08 17:16:00-03","MO","MOBOT","3058303","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","José Steinbach","Steinbach G. 3007","1916","10",NA,"South America","Bolivia","Santa Cruz",NA,"Near Cerro Amboro",NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2892432","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus jamaicense","(Crantz) Kük.","Gert G. Hatschbach","Hatschbach 45772","1982","12","3","South America","Brazil","Paraná",NA,"Ilha do Mel (Mun Paranaguá).",NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,"jamaicense",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","1234468","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","P. K. Dusén","13601","1912","1","1","South America","Brazil","Paraná",NA,"Parana: Rio Cubatao",NA,NA,NA,NA,"US02234945","US02234945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","2141753","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","R. Reitz","4837","1952","12","18","South America","Brazil","Santa Catarina",NA,"Campo Massiambu, Palhoca",NA,NA,NA,NA,"US02234940","US02234940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Monocotyledonae",NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2121639","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","L. Smith & R. Reitz","5935","1952","2","28","South America","Brazil","Santa Catarina",NA,"Mun. Jaguaruna: Swamp, Jaguaruna","-49","-28.62",NA,NA,"US02234943","US02234943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2413434","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Desconocido","11318",NA,NA,NA,"South America - Neotropics","Peru","Lima",NA,"Depto. Lima, Prov. Lima, Alrededores de Lima",NA,NA,NA,NA,"US02234947","US02234947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"157",NA,"Monocotyledonae",NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","1112477","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","A. F. M. Glaziou","26433","1872","9","29","South America","Brazil","Rio de Janeiro",NA,"Haute du lac de la Ejuca, Bresil",NA,NA,NA,NA,"US02234948","US02234948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1593827","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","B. Lutz","697","1931","11",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio, Recreci dos Bandeirantes in lajoon (lafoa) Marapendy",NA,NA,NA,NA,"US02234944","US02234944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","2121638","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","L. Smith & R. Reitz","5935","1952","2","28","South America","Brazil","Santa Catarina",NA,"Mun. Jaguaruna: Swamp, Jaguaruna","-49","-28.62",NA,NA,"US02234939","US02234939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2564610","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","G. Hatschbach","15581","1966","12","31","South America","Brazil","Paraná",NA,"Est. Parana (Brasil), Mun. Guaratuba, Ric da Praia",NA,NA,NA,NA,"US02234946","US02234946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","364557","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","-- Salzmann","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"De Montepellier",NA,NA,NA,NA,"US02234942","US02234942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","1234413","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","P. K. Dusén","8645","1909","12","3","South America","Brazil","Paraná",NA,"Parana: Tacarehy ad marginem rivuli",NA,NA,NA,NA,"US02234941","US02234941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"83","2019-12-09 17:29:44-03","UFPR","EFC","5527","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Svolenski, A.C.; Kuniyoshi, Y.S.","109","1996","05","02",NA,"Brasil","Paraná","Guaratuba","Rio Boguaçu","-48.6252","-25.9031",NA,"Transição mangue/floresta, altura 1,5m, cortante. Herbácea.","EFC005527",NA,"Hatschbach, G.","1996","07","01",NA,NA,NA,"-48.6252","-25.9031",NA,NA,NA,NA,NA,NA
"84","2019-12-09 17:29:44-03","UFPR","EFC","7672","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Roderjan, C.V.","1443","1997","11","22",NA,"Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.3617","-25.5859",NA,"Herbácea até 1,5 m, em manchas densas em áreas úmidas da restinga. Frutos marrons.","EFC007672",NA,"Kozera, C.","1999","07","01",NA,NA,NA,"-48.3617","-25.5859",NA,NA,NA,NA,NA,NA
"85","2019-12-09 17:29:44-03","UFPR","EFC","8123","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Roderjan, C.V.","1520","1998","11","01",NA,"Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.3617","-25.5859",NA,"Herbácea 2 m, em manchas densas sobre abaciados úmidos em restinga herbácea. Frutos imaturos.","EFC008123",NA,"Kozera, C.","1999","07","01",NA,NA,NA,"-48.3617","-25.5859",NA,NA,NA,NA,NA,NA
"86","2019-12-09 17:29:44-03","UFPR","EFC","1225","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","subsp. jamaicense (Crantz) Kük.","Kuniyoshi, Y.S.; Roderjan, C.V.","5574","1987","04","03",NA,"Brasil","Paraná","Paranaguá","Ilha Rasa da Cotinga","-48.4465","-25.5143",NA,"Herbácea abundante em solo arenoso de planície de inundação, próximo a manguezal.","EFC001225",NA,"Hatschbach, G.","1987","01","01",NA,NA,NA,"-48.4465","-25.5143",NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:04:12-03","CEPLAC","CEPEC","62141","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus",NA,"W. W. Thomas","10403","1994","02","17",NA,"Brasil","Bahia","ILHÉUS","15Km Rod. Ilheus/Serra Grande.Depressão na beira da estrada pr[ox. a restinga.","-39.05","-14.383333",NA,NA,NA,NA,"W. W. Thomas",NA,NA,NA,NA,NA,NA,"39W3'0","14S23'0",NA,NA,NA,NA,NA,"30/12/1994"
"88","2019-02-27 14:01:56-03","UFSJ","HUFSJ","9215","S","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Pott, VJ; et al.","3805","1998","12","02",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, Rio Sucuri.","-56.559167","-21.264444",NA,"Erva, rosulada. 2,5m de altura. Flor com estames brancos. Fruto marrom.","HUFSJ009215",NA,"Araújo, AC","2001",NA,NA,NA,NA,NA,"-56.559167","-21.264444","350","350",NA,NA,NA,NA
"89","2019-11-13 16:04:38-03","UNISANTA","HUSC","8566","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Rollo, T.C.","92","2007","06","18",NA,"Brasil","São Paulo","Ilha Comprida","Fisionomia de praia e dunas, face voltada para o oceano atlântico, praia das Pedrinhas","-47.5400009155273","-24.7399997711182",NA,"Erva",NA,NA,"Magenta, M.A.G.","2007","10",NA,"49747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-12 17:02:25-03","UEL","FUEL","9993","PreservedSpecimen","Plantae","Tracheophyta","Poales","Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Britez, RM","1801","1987","10","17",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Belo","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Britez, RM","1988",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:13:45-03","UnB","UB","158720","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Fausto","s.n.","1967","08","25","Europe","Portugal","Coimbra","Ribeiro","Ribeiro entre Eixo e Azurva.",NA,NA,NA,NA,"UB0005055",NA,"Nogueira, I","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-05-18 16:48:05-03","UFMT","UFMT","302","S","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl.","Wieslander, E.","51","1966","06","29",NA,"Suécia",NA,"Faro Eketrask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:51:00-03","UFRGS","ICN","062916","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Waechter, JL","2128","1985","06","07","América do Sul","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,"Herbácea (hastes um tanto lenhosas e articuladas em nós e entrenós), com até 2,5m alt, inflorescências secas; Banhado","ICN00004400","ICN00004400","Sobral, M","1985",NA,NA,"15808","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:51:00-03","UFRGS","ICN","144254","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Muniz, CFS","471","1982","11","24","América do Sul","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Doação Herbário SP.; Arredores do alojamento.","ICN00019540","ICN00019540 ICN00019540_1","Thomas, W",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:51:00-03","UFRGS","ICN","138246","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Descartada por falta de dados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:51:00-03","UFRGS","ICN","017380","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Caballero, A","s.n.","1934","08","16","Europa","Espanha","Cuenca","Cuenca","Lagunas de El Tobar",NA,NA,NA,NA,"ICN00004397","ICN00004397 ICN00004397_1","Caballero, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:51:00-03","UFRGS","ICN","087299","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Klein, RM; et al.","6495","1965","12","22","América do Sul","Brasil","SC","Jurerê",NA,NA,NA,NA,"Erva, dominante, 3m de altura; Beira de lagoa","ICN00004398","ICN00004398 ICN00004398_1","Sobral, M","1986","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:51:00-03","UFRGS","ICN","087302","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Klein, RM; et al.","6434","1965","12","21","América do Sul","Brasil","SC","Pântano do Sul",NA,NA,NA,NA,"Erva, dominante, 2m de altura; Banhado","ICN00004399","ICN00004399 ICN00004399_1","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:51:00-03","UFRGS","ICN","009120","S","Plantae","Monocotyledon",NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Lindeman, JC; Porto, ML","s.n.","1971","11","15","América do Sul","Brasil","SC","Araranguá","Morro dos Conventos","-49.4858016967773","-28.934700012207",NA,"2,5m altura, em grupo na beira da lagoa; Lagoa, na restinga atrás do Morro","ICN00004401","ICN00004401",NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:03:23-03","IBt","SP","220953","S","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Pirani, JR; et al.","2031","1987","12","04",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Muniz, CFS","1990","08",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:03:23-03","IBt","SP","200794","S","Plantae",NA,NA,"Cyperaceae","Cladium","mariscus","Cladium mariscus","(L.) Pohl","Muniz, CFS","471","1982","11","24",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Thomas, WW","1988",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
