"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2016-09-29 12:04:00-03","NY","NYBG","798982","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Verbesina","macrophylla","Verbesina macrophylla",NA,NA,"Grupo Pedra do Cavalo","665","1980","08",NA,"South America","Brazil","Bahia","Cachoeira","Vale Dos Rios, Paraguacu e Jacuipe, Est. Pedra do Cavalo","-39.08","-12.5","40","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798982","NY00798982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 14:40:00-03","NY","NYBG","798984","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Verbesina","macrophylla","Verbesina macrophylla macrophylla","(Cass.) Blake","J. S. Olsen","R. P. Belém","3648","1968","05","25","South America","Brazil","Bahia","Encruzilhada","Encruzilhada, saída para Divisóplis, Mata Cipó","-40.9092","-15.5317",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798984","NY00798984_01","macrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","274443","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Verbesina","macrophylla","Verbesina macrophylla rusbyi","Olsen",NA,"H. H. Rusby","1693","1886","05",NA,"South America","Bolivia",NA,NA,"Guanai",NA,NA,"609.6","609.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274443","NY00274443_01","rusbyi","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-19 15:43:26-03","UNEB","HUNEB","13617","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","diversifolia","Verbesina diversifolia",NA,NA,"Batista, R.C.R.C",NA,"2011","10","07",NA,"Brasil","Bahia","Aramari",NA,"-38.4991989135742","-12.0817003250122",NA,NA,NA,NA,"HUNEB0013617",NA,NA,NA,"Dicotyledoneae","17170","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-19 15:43:26-03","UNEB","HUNEB","13586","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","diversifolia","Verbesina diversifolia","DC.",NA,"Amorim, V.O.","3","2011","07","16",NA,"Brasil","Bahia","Alagoinhas","Campus II-Uneb","-38.414444","-12.178889",NA,NA,NA,NA,"HUNEB0013586",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W24'52''","12S10'44''",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 15:43:26-03","UNEB","HUNEB","14369","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","diversifolia","Verbesina diversifolia","DC.",NA,"Castro, M.S.","28","2012","09","13",NA,"Brasil","Bahia","Alagoinhas","Complexo UNEB/EDBA","-38.419167","-12.135556",NA,NA,NA,NA,"HUNEB0014369",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W25'9''","12S8'8''",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 15:43:26-03","UNEB","HUNEB","3495","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","diversifolia","Verbesina diversifolia","DC.","H.P.Bautista","Figueroa, L.E.","14","2000","05","25",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333",NA,NA,NA,"Floresta ombrófila secundária densa","HUNEB0003495",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W26'0''","12S8'0''","2001","03",NA,NA,NA,NA,NA
"18","2019-11-19 15:43:26-03","UNEB","HUNEB","13862","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophyla","Verbesina macrophyla",NA,NA,"Assis, E. M.","2",NA,NA,NA,NA,"Brasil","Bahia","Alagoinhas",NA,"-38.4192008972168","-12.1356000900269",NA,NA,NA,NA,"HUNEB0013862",NA,NA,NA,"Dicotyledoneae","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:43:26-03","UNEB","HUNEB","12916","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophyla","Verbesina macrophyla","(Cass.) Blake",NA,"Neto, F.R.G.","54","2010","05","07",NA,"Brasil","Bahia","Catu","Comunidade do Sisal","-38.414444","-12.3275",NA,NA,NA,NA,"HUNEB0012916",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W24'52''","12S19'39''",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:43:26-03","UNEB","HUNEB","13772","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophyla","Verbesina macrophyla","S.F.Blake",NA,"DIAS,V.L.O","18","2011","11","16",NA,"Brasil","Bahia","Alagoinhas","Boa União Fazenda Cangula","-38.505833","-12.160278",NA,NA,NA,"Floresta Ombrófila Densa","HUNEB0013772",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W30'21''","12S9'37''",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:43:26-03","UNEB","HUNEB","935","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophyla","Verbesina macrophyla","(Cass.) Blake",NA,"Jesus, N.G.","133","1998","07","23",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333","120","150",NA,"Cerrado","HUNEB0000935",NA,NA,NA,"Dicotyledoneae",NA,NA,"38W26'0''","12S8'0''",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:43:26-03","UNEB","HUNEB","13575","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophyla","Verbesina macrophyla","(Cass.) Blake",NA,"Santos, E.D.A. dos","1","2010","09","14",NA,"Brasil","Bahia","Alagoinhas","Campus II","-38.4192008972168","-12.1356000900269",NA,NA,NA,"Borda da mata","HUNEB0013575",NA,NA,NA,"Dicotyledoneae","24621","auto","12W10'68''","38S24'81''",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:43:26-03","UNEB","HUNEB","14597","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) Blake",NA,"Santos, S.O.","36","2015","09","04",NA,"Brasil","Bahia","Alagoinhas","Trilha da casa do Mel, UNEB/Campus II","-38.4192008972168","-12.1356000900269",NA,NA,NA,NA,"HUNEB0014597",NA,NA,NA,"Dicotyledoneae","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:35:11-03","EAO","IAN","125290","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Verbesina","diversifolia","Verbesina diversifolia","DC.","Barroso, GM","Belém, RP","3648","1968","05","25","Southern America","Brasil","Bahia",NA,"Encruzilhada, saiída para Divisópolis. Mata de cipó.",NA,NA,NA,NA,NA,"Planta erecta de 2m de altura; flores brancas, invólucro verde.","IAN125290",NA,NA,NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:35:11-03","EAO","IAN","120460","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Verbesina","diversifolia","Verbesina diversifolia","DC.","Barroso, GM","Belém, RP","s.n.","1966","06","30","Southern America","Brasil","Bahia","Itapebi","Plantação de cacau.","-39.5339012145996","-15.9507999420166",NA,NA,NA,"Planta de 1m de altura; flores arroxeadas.","IAN120460",NA,NA,NA,NA,"43726","auto",NA,NA,"1966",NA,NA,NA,NA,NA,NA
"26","2013-07-03 10:32:19-03","EBDA","BAH","3306","S","Plantae",NA,NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Go. Pedra do Cavalo","665","1980","08",NA,NA,"Brasil","Bahia","Cachoeira","Estação Pedra do cavalo - Cachoeira -Ba.","-38.9558","-12.6183",NA,NA,NA,"Subarbusto com folhas lobadas e com heterofilia; flores dispostas em capítulos reunidos em carimbos.",NA,NA,NA,NA,NA,"26884","auto",NA,NA,"1980","09",NA,NA,NA,NA,NA
"27","2013-07-03 10:32:19-03","EBDA","BAH","2709","S","Plantae",NA,NA,"Asteraceae","Verbesina","polyanthes","Verbesina polyanthes","Toledo","Hermínia Freitas Souza","Hermínia Freitas Souza","72","1981","07","16",NA,"Brasil","Bahia","Alagoinhas","Estrada II","-38.4192","-12.1356",NA,NA,NA,"Arbusto de flores brancas.",NA,NA,NA,NA,NA,"24621","auto",NA,NA,"1981","07",NA,NA,NA,NA,NA
"28","2019-10-09 11:11:32-03","UFBA","ALCB","033462","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3159","1996","06","28","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Próximo à ponte sobre o rio Ferro Doido","-41","-11","1000","1000",NA,"1,00 m.; Substrato arenoso sobre rochas.",NA,NA,NA,NA,NA,NA,NA,"-41","-11","2012","07",NA,NA,NA,NA,NA
"29","2019-10-09 11:11:32-03","UFBA","ALCB","021467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Queiroz, A","s/n","1975","07","17","Southern America","Brasil","Bahia","Ruy Barbosa","Paraguaçu, Serra do Orobó","-40.483333","-12.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.483333","-12.283333","2012","07",NA,NA,NA,NA,NA
"30","2019-10-09 11:11:32-03","UFBA","ALCB","021874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Peso, MC","s/n","1989","10","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Arredores do Inst. de Biologia","-38.5","-12.966667",NA,NA,NA,"Flores brancas do raio, liguladas e flores amarelas do disco.",NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2012","07",NA,NA,NA,NA,NA
"31","2019-10-09 11:11:32-03","UFBA","ALCB","033324","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Hind, DJN","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD1946","1995","06","28","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.474167","-12.452778","900","900",NA,"1,50 m, caule alado. Folhas simples, coriáceas, ásperas. Capítulos com flores do raio alvo. Ocasional.; Campos gerais com predominância de gramíneas e algumas árvores. Afloramentos rochosos de arenito.",NA,NA,NA,NA,NA,NA,NA,"-41.474167","-12.452778","1996","11",NA,NA,NA,NA,NA
"32","2019-10-09 11:11:32-03","UFBA","ALCB","033712","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Guedes, ML","Harley, RM; Funch, L; Bautista, HP; Hind, DJN","PCD&nf;3109","1996","06","27","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Leito pedregoso do rio Ventura","-41.016389","-11.681667","724","724",NA,"2,50 m, caule com alas verdes. Botões verde-amarelados. raro.; Vegetação no leito pedregoso do rio. Afloramentos rochosos.",NA,NA,NA,NA,NA,NA,NA,"-41.016389","-11.681667","1997",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:11:32-03","UFBA","ALCB","038450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Jesus, NG de","Jesus, NG de","PC0133","1998","07","23","Southern America","Brasil","Bahia","Alagoinhas","Litoral Norte, UNEB/Camous II","-38.416667","-12.133333",NA,NA,NA,"2,0 m. Frequente.; vegetação arbustivo-arbórea, aberta.",NA,NA,NA,NA,NA,NA,NA,"-38.416667","-12.133333","1998","09",NA,NA,NA,NA,NA
"34","2019-10-09 11:11:32-03","UFBA","ALCB","038567","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Moreira, GL","Miranda, AM; Pitrez, S; Oliveira, L; Ferreira, R","2695","1997","06","07","Southern America","Brasil","Pernambuco","Triunfo","Lagoa Nova","-38.1","-7.833333",NA,NA,NA,"ca. 2,0 m alt. Caule anguloso, alado. Inflorescência branca.",NA,NA,NA,NA,NA,NA,NA,"-38.1","-7.833333","2015","11",NA,NA,NA,NA,NA
"35","2019-10-09 11:11:32-03","UFBA","ALCB","039309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Bautista, HP; Hind, DJN","Costa, L; Luz, L","0065","1998","09","16","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da UESC, próximo ao horto medicinal","-39.116667","-14.683333",NA,NA,NA,"Planta terrestre semi - arbustiva, de hábito ereto com aproximadamente 1,40 m de alt. Folha verde escuro na face adaxial e verde claro na face abaxial, apresentando um pouco de pilosidade. Botões florais amarelados, flores brancas.",NA,NA,NA,NA,NA,NA,NA,"-39.116667","-14.683333","2000","09",NA,NA,NA,NA,NA
"36","2019-10-09 11:11:32-03","UFBA","ALCB","04431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Hind, DJN","Costa, LA","s/n","1968","02",NA,"Southern America","Brasil","Bahia","Mundo Novo","Paraguaçu, Faz. Aliança","-40.466667","-11.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.466667","-11.85","1991","12","11",NA,NA,NA,NA
"37","2019-10-09 11:11:32-03","UFBA","ALCB","04432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Hind, DJN","Pina, G","s/n","1975","09","07","Southern America","Brasil","Bahia","Simões Filho","Região Metropolitana Salvador","-38.4","-12.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-38.4","-12.783333","1991","12",NA,NA,NA,NA,NA
"38","2019-10-09 11:11:32-03","UFBA","ALCB","048999","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Guedes, ML; S. dos S. Lima","Lima, SS dos; Guedes, ML; Cabral, LCC; Oliveira, H","140","1999","10","19","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Mata cara-branca, projeto CEDRO","-39.016667","-16.266667",NA,NA,NA,"0,80 m. Folhas membranáceas. Frutos marrons.; Mata em estádio secundário de regeneração. Substrato argilo-arenoso.",NA,NA,NA,NA,NA,NA,NA,"-39.016667","-16.266667","1999","10",NA,NA,NA,NA,NA
"39","2019-10-09 11:11:32-03","UFBA","ALCB","049669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Guedes, ML; Pacheco, LM; Cabral, L","7626","1997","11","07","Southern America","Brasil","Bahia","Eunápolis","Extremo Sul, Projeto Parajú II, parcela 3","-39.566667","-16.266667",NA,NA,NA,"de ca. 1m. de altura. Folhas membranáceas, discolores. Inflorescência com filárias creme-esverdeadas. Flores cremes no raio e esverdeadas no disco; anteras pretas.; Mata ombrófila densa.",NA,NA,NA,NA,NA,NA,NA,"-39.566667","-16.266667","2015","07",NA,NA,NA,NA,NA
"40","2019-10-09 11:11:32-03","UFBA","ALCB","049785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Pacheco, LM","Pacheco, LM","111","2001","11","22","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Estação Veracruz","-39.016667","-16.266667",NA,NA,NA,"0,50 m. Folhas pilosas, cartáceas, discolores. Estéril.; Estádio inicial de regeneração.",NA,NA,NA,NA,NA,NA,NA,"-39.016667","-16.266667","2001","01",NA,NA,NA,NA,NA
"41","2019-10-09 11:11:32-03","UFBA","ALCB","101648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Moura, L; Vieira, TL; Stadnik, A","110","2011","09","24","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Trilha dos Bandeirantes","-40.486667","-11.152778","751","751",NA,"ca. 2m, folhas discolores, brácteas involucrais verdes passando a marrons, corola alva, estames negros.",NA,NA,NA,NA,NA,NA,NA,"-40.486667","-11.152778","2011","10",NA,NA,NA,NA,NA
"42","2019-10-09 11:11:32-03","UFBA","ALCB","102001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Guedes, ML; Velozo, ES; et al.","18963","2011","07","20","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para a Cachoeira do Cochó","-41.843056","-13.064444",NA,NA,NA,"de ca 1,50 m de altura. Folhas discolores, face abaxial tomentosa. Capítulos com flores do raio creme.",NA,NA,NA,NA,NA,NA,NA,"-41.843056","-13.064444","2015","07",NA,NA,NA,NA,NA
"43","2019-10-09 11:11:32-03","UFBA","ALCB","122738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV","247","2013","07","02","Southern America","Brasil","Bahia","Boa Nova","Estrada de Boa Nova em direção a Ipiaú.","-42.181944","-14.390556","743","743",NA,"ca. 2 m alt. Folhas discolores. Bractéas involucrais verde-claras. Corolas das flores do raio e estiletes alvos, corolas das flores do disco cremes. Anteras negras. Cipselas negras.","ALCB010501","ALCB010501",NA,NA,NA,NA,NA,"-42.181944","-14.390556","2014","05",NA,NA,NA,NA,NA
"44","2019-10-09 11:11:32-03","UFBA","ALCB","105405","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Gomes, FS; Guedes, ML; Mattos Andrade, PE de; Queiroz, EP","1170","2012","07","23","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Ilha dos Frades, Paramana","-38.5","-12.966667",NA,NA,NA,"de ca 1,80m de altura. Folhas membranáceas. Inflorescência com capítulos cremes.",NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2015","07",NA,NA,NA,NA,NA
"45","2019-10-09 11:11:32-03","UFBA","ALCB","114673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","macrophylla","Verbesina macrophylla","(Cass.) S.F.Blake","Alves, M","Guedes, ML; Alunos de Botânica BIOC05","21789a","2014","06","13","Southern America","Brasil","Bahia","Piatã","Caminho para a Cachoeira do Cochó.","-41.891667","-13.014444","1252","1252",NA,"Folhas membranáceas, face abaxial vilosa, adaxial ásperas. Inflorescência corimbo de capítulos, flores cremes.",NA,NA,NA,NA,NA,NA,NA,"-41.891667","-13.014444","2014","07",NA,NA,NA,NA,NA
