"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","448611","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","N. Laroda","J. B. L. T. Leschenault de la Tour","s.n.","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448611","NY00448611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","448621","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.",NA,"B. C. Kurtz","119","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448621","NY00448621_01","1990","06","25","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Fazenda Velha","-42.5311","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","884860","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.",NA,"R. R. Guedes","463","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884860","NY00884860_01","1983","10","16","Magé",NA,"-43.0406","-22.6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","448622","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","J. A. Kallunki","R. P. Belém","2874","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448622","NY00448622_01","1966","11","10","Itapebi","Plantaçao de cacau","-39.5339","-15.9508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02714015","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","DC.",NA,"A. Quinet","137","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005684' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714015","NY02714015_01","1999","05","04","Duque de Caxias","Trilha em direção ao marco estremo da área. Reserva da Petrobras","-43.266667","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02674872","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","D. Piotto","D. Piotto","3360","South America","Brazil","Bahia","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671547' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674872","NY02674872_01","2010","06","10","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42","120","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","448610","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","N. Laroda","J. B. L. T. Leschenault de la Tour","s.n.","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448610","NY00448610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","448613","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","J. A. Kallunki","W. W. Thomas","9505","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448613","NY00448613_01","1992","11","15","Itacaré","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré","-39.07","-14.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","886503","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.","J. A. Kallunki","W. W. Thomas","14110","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886503","NY00886503_01","2004","09","15","Arataca","Serra das Lontras, 9.0 km WNW of Itatinguí on Fazenda road, then on trail over mountain ridge to Fazenda Cairo.","-39.3972","-15.1981","530","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","02398719","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.",NA,"A. F. M. Glaziou","14141","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2606262' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398719","NY02398719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","02681802","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","A.DC.",NA,"M. Gomes","49","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944142' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681802","NY02681802_01","1986","09","15",NA,"Morro Mundo Novo, Botafogo, Campus da Universidade Santa Úrsula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
