"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","maximumElevationInMeters","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"53","2015-11-02 21:56:46-02","MNHN","RECOLNAT_MNHN_P","P01253820","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Botrychium","virginianum","Botrychium virginianum",NA,"Murillo, M.T.",NA,NA,"Colombie","hb","Prélèvement de feuille pour Pasquier P.E., Neuchatel, Suisse, 05/2019, demande 132313 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01253820' target='other'> <mi>dwc_moreinfo</mi></a>","P01253820","P01253820_01","1970","12","13",NA,NA,"Depto. Boyaca : de Pauna a Chiquinquira",NA,NA,"(L.) Sw.","2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1554",NA,NA
"54","2015-09-03 16:19:40-03","MNHN","RECOLNAT_MNHN_P","P01600709","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Botrychium","virginianum","Botrychium virginianum",NA,"Glaziou, A.",NA,NA,"Brasil","hb","Herbier Christ. 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01600709' target='other'> <mi>dwc_moreinfo</mi></a>","P01600709","P01600709_01","1901","1","1",NA,NA,NA,NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-03 16:19:40-03","MNHN","RECOLNAT_MNHN_P","P01600717","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Botrychium","virginianum","Botrychium virginianum",NA,"Mosén, G.",NA,NA,"Brasil","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01600717' target='other'> <mi>dwc_moreinfo</mi></a>","P01600717","P01600717_01","1873","9","25","Minas Gerais","Caldas","Brésil. Prov. Minas Geraes Caldas","-46.386100769043","-21.9235992431641","(L.) Sw.",NA,NA,NA,"25710",NA,"auto",NA,NA,NA,NA,"2029",NA,NA
"56","2015-09-03 16:19:40-03","MNHN","RECOLNAT_MNHN_P","P01600701","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Botrychium","virginianum","Botrychium virginianum",NA,"Spannagel",NA,NA,"Brasil","hb","Thienemanns - 27 Février 1909. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01600701' target='other'> <mi>dwc_moreinfo</mi></a>","P01600701","P01600701_01","1904","1","1","Santa Catarina","Lages","S. Catharina, Lages.","-50.326099395752","-27.8160991668701","(L.) Sw.",NA,NA,NA,"70701",NA,"auto",NA,NA,NA,NA,"414",NA,NA
"57","2015-09-03 16:19:40-03","MNHN","RECOLNAT_MNHN_P","P01600700","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Botrychium","virginianum","Botrychium virginianum",NA,"Spannagel, L.",NA,NA,"Brasil","hb","14 Avril 1909 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01600700' target='other'> <mi>dwc_moreinfo</mi></a>","P01600700","P01600700_01","1906","1","1","Santa Catarina","Lages","S. Catherina Lages","-50.326099395752","-27.8160991668701","(L.) Sw.",NA,NA,NA,"70701",NA,"auto",NA,NA,NA,NA,"414",NA,NA
"58","2008-09-03 10:17:00-03","MO","MOBOT","100146720","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","cicutarium","Botrychium cicutarium","Clausen","Julian A. Steyermark","Steyermark 62562","South America","Venezuela",NA,NA,NA,NA,"1945","5","5","Sucre",NA,"Cerro Turumuquire, north-facing slopes above La Trinidad in cloud forest zone, southwest of Cocollar.",NA,NA,"(Savigny) Sw.","2100.00000000",NA,NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1078474","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","cicutarium","Botrychium cicutarium","R. Tryon (GH)","Dennis H. Knight","Knight 495","South America","Ecuador",NA,NA,NA,NA,"1965","3","7","Loja",NA,"Slopes of Cerro Villonaco, ca. 10 km west of Loja","-79.246","-4","(Savigny) Sw.","2652.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-06-25 13:34:00-03","MO","MOBOT","2047309","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","cicutarium","Botrychium cicutarium",NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 4885","South America","Peru",NA,NA,NA,NA,"1964","4","1","Amazonas","Chachapoyas","Cerros Calla Calla, 5 km above Leimebamba, road to Balsas, km 429.",NA,NA,"(Savigny) Sw.","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"299",NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","2280392","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"M. Kessler","Kessler 6490","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-09-03 10:09:00-03","MO","MOBOT","100146714","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","A. Smith","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118432","South America","Venezuela",NA,NA,NA,NA,"1979","7","22","Táchira",NA,"Wet forested slopes along Quebrada Agua Azul, over slate-shale substrate, south of El Reposo, 14 km SE of Delicias.","-72.4","7.5166667","(L.) Sw.","2150.00000000",NA,NA,NA,"2300.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"63","2017-09-14 10:30:00-03","MO","MOBOT","100146716","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","R.C. Moran","Francisco J. Ortega|H. van der Werff|Luis Marcano-Berti","Ortega 3037","South America","Venezuela",NA,NA,NA,NA,"1987","2","2","Mérida","Sucre","Dtto. Sucre, en selvas nubladas situadas al norte de la localidad conocida como La Trampa.","-71.4555556","8.5402777","(L.) Sw.","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2008-09-03 10:15:00-03","MO","MOBOT","100146717","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Francisco J. Ortega|H. van der Werff","Ortega 2942","South America","Venezuela",NA,NA,NA,NA,"1985","11","24","Mérida",NA,"Dtto. Campo Elias, La Carbonera, en la localidad conocida como El Palmarito.","-71.35","8.65","(L.) Sw.","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2008-09-03 10:19:00-03","MO","MOBOT","100146723","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Raúl Rivero","Rivero 1216","South America","Venezuela",NA,NA,NA,NA,"1987","5","21","Trujillo",NA,"Dtto. Carache, via Paramo Las Palmas.","-70.1333333","9.7","(L.) Sw.","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2012-04-12 05:10:00-03","MO","MOBOT","100169198","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","A.R. Smith (UC)","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 12898","South America","Bolivia",NA,NA,NA,NA,"2008","6","12","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-Apolo, ruinas Coranara-Corapara","-68.9913889","-14.7725","(L.) Sw.","2320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-93","5",NA
"67","2012-04-12 05:10:00-03","MO","MOBOT","100215044","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","A.R. Smith (UC)","H. Huaylla|Alfredo F. Fuentes|A. Pareja","Huaylla 2643","South America","Bolivia",NA,NA,NA,NA,"2008","6","10","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Apolobamba, Hacienda abandonada Coranara, camino de herradura Pelechuco-Apolo, bordeando el río de Pelechuco.","-68.9921666","-14.7709723","(L.) Sw.","2372.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-09","3",NA
"68","2015-06-02 13:53:00-03","MO","MOBOT","100400535","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Carolina Romero (MO)","Narel Paniagua Zambrana|Rainer W. Bussmann","Paniagua Zambrana 8304","South America","Peru",NA,NA,NA,NA,"2011","5","14","La Libertad",NA,"Distrito Pusac. Bosque seco a la orilla del río Pusac.","-77.9206667","-6.9904166","(L.) Sw.","1429.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","1",NA
"69","2013-10-21 09:40:00-02","MO","MOBOT","100480512","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","G. A. Parada (USZ), 2013","G.A. Parada|Y. Inturias|M. Betancur|H. Fernandez|M.T. Martinez","Parada-Gutierrez 4206","South America","Bolivia",NA,NA,NA,NA,"2012","5","4","Santa Cruz","Vallegrande","Cañadon húmedo.","-64.0425","-18.5744445","(L.) Sw.","2387.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-1","1",NA
"70","2015-06-02 13:54:00-03","MO","MOBOT","100546990","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Carolina Romero (MO)","Rainer W. Bussmann|Narel Paniagua Zambrana|Carlos Vega Ocaña|Carolina Téllez","Bussmann 17350","South America","Peru",NA,NA,NA,NA,"2012","10","25","La Libertad",NA,"Dist. Uchumarca.","-77.9128333","-6.99175","(L.) Sw.","890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116","1",NA
"71","2013-10-21 09:41:00-02","MO","MOBOT","100567592","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","G. A. Parada (USZ), 2013","G.A. Parada|M.T. Martinez|H. Fernandez","Parada-Gutierrez 5030","South America","Bolivia",NA,NA,NA,NA,"2013","1","22","Santa Cruz","Vallegrande","Ruta del Che, camino entre Guadalupe y Pucará.","-64.1144444","-18.5888889","(L.) Sw.","2563.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-2","1",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1926716","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","H. van der Werff (MO)","Gloria Calatayud","Calatayud Hermosa 1076","South America","Peru",NA,NA,NA,NA,"2002","11","20","Cusco","Urubamba","Dist. Ollantaytambo, Huaytampo, Bosque primario","-72.50777","-13.15055","(L.) Sw.","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"73","2012-09-15 05:08:00-03","MO","MOBOT","1927213","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","R.C. Moran (NY)","Gloria Calatayud|Jim Farfán|I. Abarca","Calatayud Hermosa 1225","South America","Peru",NA,NA,NA,NA,"2002","11","27","Cusco","Urubamba","Dist. Machu Picchu, Aguas Calientes, Quebrada Alccamayo, Bosque primario","-72.50777","-13.15055","(L.) Sw.","1300.00000000",NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"6",NA
"74","2008-09-03 10:12:00-03","MO","MOBOT","19817","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","R.G. Stolze (F)","David N. Smith","Smith 2897","South America","Peru",NA,NA,NA,NA,"1982","12","9","Pasco","Oxapampa","5 km SE of Oxapampa.","-75.3833333","-10.6","(L.) Sw.","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-214","1",NA
"75","2008-09-03 10:06:00-03","MO","MOBOT","2169432","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Thomas B. Croat","Croat 51512","South America","Bolivia",NA,NA,NA,NA,"1980","11","25","La Paz","Nor Yungas","Along road between Unduavi and Chulumani, 12 km E of Unduavi.","-67.8","-16.3666667","(L.) Sw.","2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1290","1",NA
"76","2018-08-13 04:32:00-03","MO","MOBOT","2659244","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Ollgaard, B. (AAU)","P.M. Jørgensen|Carmen Ulloa|Katya Romoleroux|Hugo Navarrete|Mario Larrea","Jørgensen 92943","South America","Ecuador",NA,NA,NA,NA,"1990","2","13","Cotopaxi",NA,"Quebrada Faldiguera. Hcda. El Pongo. E side of Iliniza. Forest with Miconia corymbiformis, Alnus accuminata, Weinmannia cf. fagaroides.","-78.78333","-0.66666","(L.) Sw.","3270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2011-06-09 18:01:00-03","MO","MOBOT","2668310","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Ollgaard, B. (AAU)","P.M. Jørgensen","Jørgensen 61212","South America","Ecuador",NA,NA,NA,NA,"1986","3","23","Pichincha",NA,"Bosque Protector Pasochoa. Montane forest with Phyllanthus salviefolius, Myrica pubescens, Miconia ssp., Myrcianthes, Columellia oblonga and Polylepis sericea.","-78.45","-0.45","(L.) Sw.","2800.00000000",NA,NA,NA,"3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-03-22 21:15:00-03","MO","MOBOT","2676935","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 105884","South America","Ecuador",NA,NA,NA,NA,"1994","11","29","Loja",NA,"Trails ca 5 km ENE of San Pedro de Vilcabamba, from El Bosque to Quebrada Romerillos. Open trail banks in pastures and deep wet stream ravines.","-79.16666","-4.23333","(L.) Sw.","2100.00000000",NA,NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-03-22 21:15:00-03","MO","MOBOT","2677056","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 105932","South America","Ecuador",NA,NA,NA,NA,"1994","11","30","Loja",NA,"Trails ca 5 km ENE of San Pedro de Vilcabamba, from El Bosque to Quebrada Romerillos and Banderilla. Open trail banks in pastures and deep wet stream ravines.","-79.16666","-4.23333","(L.) Sw.","2000.00000000",NA,NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"80","2011-03-22 21:15:00-03","MO","MOBOT","2683318","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1211","South America","Ecuador",NA,NA,NA,NA,"1995","10","26","Napo",NA,"Oyacachi, ca 2 km below the village, opposite abandoned village. Tall montane forest on slightly sloping ground. Casajuchu.","-78.05","-0.21666","(L.) Sw.","3150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-03-22 21:15:00-03","MO","MOBOT","2685675","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 2079","South America","Ecuador",NA,NA,NA,NA,"1996","11","16","Bolívar",NA,"Bosque Protector Cashca-Totoras, SE of Santiago. Secondary scrub below guarderia.","-78.98333","-1.71666","(L.) Sw.","3000.00000000",NA,NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-09-15 17:22:00-03","MO","MOBOT","2685749","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Benjamin Øllgaard|Gwilym P. Lewis|Pablo Lozano|Bolívar Merino","Øllgaard 2116","South America","Ecuador",NA,NA,NA,NA,"1996","11","21","Loja",NA,"Road to paramo 4.2 km from Bellavista on Manu-Saraguro road km 4 from Manu. Disturbed moist montane forest.","-79.41666","-3.53333","(L.) Sw.","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-05-26 05:31:00-03","MO","MOBOT","2836680","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","M. Kessler (GOET)","M. A. Sundue","Sundue 851","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3153","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Øllgaard, B. (AAU)","Simon Lægaard","Lægaard 51803","South America","Ecuador",NA,NA,NA,NA,"1984","3","13","Pichincha",NA,"At Sierra between Nono and Nanegalito.","-78.6","-0.06666","(L.) Sw.","2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-13 04:36:00-03","MO","MOBOT","3161","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Øllgaard, B. (AAU)","A.S. Barfod|T. Læssøe","Barfod 60035","South America","Ecuador",NA,NA,NA,NA,"1985","6","13","Pichincha",NA,"Quito. Gully on south-eastern slope of Pichincha. Mountain forest close to stream, with Oreopanax, Melastomataceae and epiphytes.","-78.58333","-0.23333","(L.) Sw.","3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","3168","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Øllgaard, B. (AAU)","P.M. Jørgensen","Jørgensen 61212","South America","Ecuador",NA,NA,NA,NA,"1986","3","23","Pichincha",NA,NA,NA,NA,"(L.) Sw.","2800.00000000",NA,NA,NA,"3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","3177","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Øllgaard, B. (AAU)","P.M. Jørgensen|et al.","Jørgensen 92943","South America","Ecuador",NA,NA,NA,NA,"1990","2","13","Cotopaxi",NA,NA,NA,NA,"(L.) Sw.","3270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-09-03 10:13:00-03","MO","MOBOT","43654","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","R.C. Moran (AAU)","Walter A. Palacios|Galo A. Tipaz","Palacios Cuenca 9642","South America","Ecuador",NA,NA,NA,NA,"1992","2","2","Carchi",NA,"Chulte. Potrerillos. Quebrada Pandalita.","-78.05","0.6166667","(L.) Sw.","2500.00000000",NA,NA,NA,"2600.00000000",NA,NA,NA,NA,NA,"92-8","5",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","6526","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Robbin C. Moran","H. van der Werff|Walter A. Palacios","van der Werff 10567","South America","Ecuador",NA,NA,NA,NA,"1989","2","13","Imbabura",NA,"Carretera Otavalo-Selva Alegre. In cloud forest and secondary scrub.","-78.33333","0.25","(L.) Sw.","2800.00000000",NA,NA,NA,"3200.00000000",NA,NA,NA,NA,NA,"8","5",NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","8361","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Luis A. Mille","Mille s.n.","South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"Pichincha",NA,NA,NA,NA,"(L.) Sw.","3400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","8370","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Peter R. Bell","Bell 12","South America","Ecuador",NA,NA,NA,NA,"1951","3","28","Pichincha",NA,NA,NA,NA,"(L.) Sw.","3110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-09-05 03:32:00-03","MO","MOBOT","3492378","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","R.C. Moran (AAU)","Robbin C. Moran","Moran 5914","South America","Bolivia",NA,NA,NA,NA,"1994","7","23","Santa Cruz","Florida","Cantón Mairana, Parque Nacional Amboro, 7 km NNE by air from Mairana. Wet forest.","-65.91666","-18.05","(L.) Sw.","1900.00000000",NA,NA,NA,"2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-06-13 10:10:54-03","F","FMNH-PTERIDOPHYTES",NA,"PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"I. M. Sánchez Vega","7105","South America","Peru",NA,NA,NA,NA,"1994","4","30","Cajamarca","Hualgayoc","desvío de la carretera Coymolache-Chugur",NA,NA,"(L.) Sw.","3750",NA,NA,NA,NA,NA,"Psilotopsida",NA,NA,NA,NA,NA,NA
"94","2016-02-11 11:27:38-02","F","FMNH-PTERIDOPHYTES","C0610995F","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"I. M. Sánchez Vega","7105","South America","Peru",NA,NA,"C0610995F","C0610995F_01","1994","4","30","Cajamarca",NA,NA,"-78.8333","-6.25","(L.) Sw.",NA,NA,NA,NA,NA,NA,"Psilotopsida",NA,NA,NA,NA,NA,NA
"95","2016-02-11 11:28:23-02","F","FMNH-PTERIDOPHYTES","C0610996F","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"C. Vogl","847","South America","Venezuela",NA,NA,"C0610996F","C0610996F_01","1939",NA,NA,NA,NA,NA,"-65.9119","7.0758","(L.) Sw.",NA,NA,NA,NA,NA,NA,"Psilotopsida",NA,NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Moran, R. C.","J. L. Clark, N. Harris, S. Malm, S. G. Clark & N. C. Clark","07308","South America - Neotropics","Ecuador",NA,NA,NA,NA,"2003","3","4","Napo","El Chaco","Forest 1-2 km east of the comunidad Oyacachi (near trail to Chaco).","-77.9372","-0.25","(L.) Sw.","3000",NA,NA,NA,"3200",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","1355125","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"E. P. Killip & A. C. Smith","19968","South America - Neotropics","Colombia",NA,NA,"US01402996","US01402996_01","1927","2","27","Norte de Santander",NA,"Eastern Cordillera, Road from Pamplona to Toledo, crossing the divide between Río La Teja (Maracaibo drainage) and Río Mesme (Orinoco drainage)",NA,NA,"Hook. & Grev.","2800",NA,NA,NA,"3000",NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"98","2020-09-12 05:00:02-03","US","US","3068635","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"B. Manara","s.n.","South America - Neotropics","Venezuela",NA,NA,"US01402983",NA,"1977","9",NA,NA,NA,"Qda, Cuarimare, al sur del pico de Naiguatá",NA,NA,"Hook. & Grev.","1700",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"99","2020-09-12 05:00:02-03","US","US","2200882","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"M. L. Grant","9394","South America - Neotropics","Colombia",NA,NA,"US01403005","US01403005_01","1944","6","12","Cundinamarca",NA,"Cordillera Oriental, Hato Grande, east side of Rio Muchindote, 12 kilometers east-southeast of Gachetá",NA,NA,"Hook. & Grev.","2580",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"100","2020-09-12 05:00:02-03","US","US","3475272","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"J. L. Clark, N. Harris, S. Malm, S. G. Clark & N. C. Clark","7308","South America - Neotropics","Ecuador",NA,NA,"US01402986","US01402986_01","2003","3","4","Napo",NA,"Cantón: El Chaco. Forest 1-2 km east of the comunidad Oyacachi (near trail to Chaco)","-77.9372","-0.25","Hook. & Grev.","3000",NA,NA,NA,"3200",NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"101","2020-09-12 05:00:02-03","US","US","202033","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"A. Regnell","s.n.","South America","Brazil",NA,NA,"US01402981","US01402981_01","1847","10",NA,NA,NA,"Prov. Caldas [interpreted]",NA,NA,"Hook. & Grev.",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"102","2020-09-12 05:00:02-03","US","US","3319678","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"R. C. Moran","5914","South America - Neotropics","Bolivia",NA,NA,"US01402980","US01402980_01","1994","7","23","Santa Cruz",NA,"Santa Cruz: Prov. Florida, Cantón Mairana, Parque nacional Amboro, 7 km NNE by air from Mairana","-65.92","-18.05","Hook. & Grev.","1900",NA,NA,NA,"2100",NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"103","2020-09-12 05:00:02-03","US","US","1343228","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"C. Spannagel","414","South America","Brazil",NA,NA,"US01403001","US01403001_01","1906",NA,NA,"Santa Catarina",NA,"Lages [interpreted]",NA,NA,"Hook. & Grev.",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
"104","2020-09-12 05:00:02-03","US","US","1878693","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum mexicanum",NA,"C. Vargas Calderón","3907","South America - Neotropics","Peru",NA,NA,"US01403003",NA,"1944","1","1","Cusco",NA,"Departamento Cuzco, provice Calca, Vilcabamba [interpreted]",NA,NA,"Hook. & Grev.","2700",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1","mexicanum"
