"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","basisOfRecord","typeStatus","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified"
"1","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","18686","Plantae","Orchidaceae","Hoehneella","heloisae","Hoehneella heloisae","Ruschi","A. P. Fontana/29-12-2002","A. P. Fontana; et al","360","2002","06","09","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111","40W37'14","19S55'52","Epífita sobre árvore caída.","MBML018686","MBML018686",NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","19671","Plantae","Orchidaceae","Hoehneella","heloisae","Hoehneella heloisae","Ruschi","L.Kollmann & Fraga/XII-2003","R.R. Vervloet; et al","1806","2003","02","12","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita a 2m do solo, flores verde, labelo branco, frutos imaturos de cor verde, fundo de vale, dossel de 18m.","MBML019671","MBML019671",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-02-23 13:22:55-03","MN","R-TIPOS","40712","Plantae","Orchidaceae","Hoehneella","heloisae","Hoehneella heloisae","Ruschi",NA,"Ruschi, A.","615","1940","03","05","Brasil","Espírito Santo","Santa Tereza","Vinte e Cinco de Julho","-40.6002998352051","-19.9356002807617",NA,NA,NA,"R000040712","R000040712_001","PreservedSpecimen","Holotypus","23813","780","780","auto",NA,NA
"4","2019-11-21 10:13:30-03","IBt","SP","45071","Plantae","Orchidaceae","Hoehneella","heloisae","Hoehneella heloisae","Ruschi","Meneguzzo, TEC","Ruschi, A","s.n.","1939","11","16","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,"SP033156","SP033156","S",NA,"23813",NA,NA,"auto","2017","01"
"5","2019-11-21 10:13:54-03","IBt","SP","27197","Plantae","Orchidaceae","Warczewiczella","gehrtiana","Warczewiczella gehrtiana","Hoehne","Handro, O","Gehrt, A","s.n.","1931","01",NA,"Brasil","São Paulo","Taboão da Serra","Pirajussara","-46.7529983520508","-23.6019992828369",NA,NA,"Mata sombria. Flores com labelo alvo, sépalas e pétalas verde-claras e coluna riscada de roxo","SP002435","SP002435","S","Holotype","7812",NA,NA,"auto","1975","05"
