"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"45","2019-08-20 10:17:39-03","UNICAMP","UEC","92719","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Rezende, AV","269","1995","11","23",NA,"Brazil",NA,NA,"flor, Liana lenhosa, botões cremes. Borda da mata.","UEC037798","Magnoliopsida",NA,"(A.Juss.) Griseb.",NA,"São Paulo","São José do Rio Preto","Mirassol, Estação de coleta 2 da Estação Ecológica","-49.380556","-20.81",NA,NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:17:39-03","UNICAMP","UEC","92720","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Rezende, AV","152","1995","11","22",NA,"Brazil",NA,NA,"fruto, Liana lenhosa com fruto seco. Borda da mata.","UEC037799","Magnoliopsida",NA,"(A.Juss.) Griseb.",NA,"São Paulo","São José do Rio Preto","Mirassol, Estação de coleta 1 da Estação Ecológica","-49.380556","-20.81",NA,NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:17:39-03","UNICAMP","UEC","20996","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Ratter, JA; Ribeiro, JF; Fonsêca Filho, J; Silva, JCS","3950","1976","11","07",NA,"Brazil",NA,NA,"flor, Climbing among trees searching height of 5 m. petals yellow. In forest on the banks of a stream.","UEC037797","Magnoliopsida",NA,"(A.Juss.) Griseb.","Anderson, WR","Goiás","Goiás","Near Goiás Velho.","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA
"48","2019-08-20 10:17:39-03","UNICAMP","UEC","87697","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Pereira-Noronha, MR","1592","1995","08","07",NA,"Brazil",NA,NA,"fruto, Trepadeira, frutos imaturos verdes claros.","UEC037796","Magnoliopsida",NA,"(A.Juss.) Griseb.","Mamede, MCH","São Paulo","Guaraçaí","Reserva legal, assentamento do INCRA. Pr","-51.2000007629395","-21.0200004577637",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,"36638","auto",NA,NA,NA,NA
"49","2019-08-20 10:17:39-03","UNICAMP","UEC","67092","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Ivanauskas, NM; Vieira, AOS","313","1994","06","30",NA,"Brazil",NA,NA,"fruto, Ramos escandentes. Frutos imaturos.","UEC037803","Magnoliopsida",NA,"(A.Juss.) Griseb.","Mamede, MCH","São Paulo","Tanabi","Faz. N. S. Aparecida.","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,"33016","auto",NA,NA,NA,NA
"50","2019-08-20 10:17:39-03","UNICAMP","UEC","77528","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Furlaneto, L","s.n.","1994","06","03",NA,"Brazil",NA,NA,"flor, Escandente, 2,5 m alt. Inflorescência com flores amareladas.","UEC037805","Magnoliopsida",NA,"(A.Juss.) Griseb.","Mamede, MCH","São Paulo","Teodoro Sampaio","Trilha da Lagoa Verde. Pq Estadual Morro","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA
"51","2020-05-16 21:27:33-03","UFPB","JPB","2642","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Heringer, EP; Lima, HC","11735","1968","08","22","Southern America","Brasil",NA,NA,"; DESC: Trepadeira",NA,"Angiosperma","Dicotyledon","(A. Juss.) W.R. Anderson","Amorim, AM","Distrito Federal","Brasília","Vanopólis","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"52","2020-10-14 10:02:35-03","FURB","FURB","47633","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Engels, M.E.; Michelon, C. & Ferneda Rocha, L.C.","1249","2013","07","16",NA,"Brasil",NA,NA,NA,"FURB47633",NA,NA,"(A.Juss.) W.R.Anderson","Almeida, RF","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, trilha da Cachoeira.","-52.8596992492676","-22.656400680542",NA,NA,"FURB47633",NA,NA,"2015",NA,NA,"12","04","16110","auto",NA,NA,NA,NA
"53","2019-06-27 10:25:29-03","UFES","VIES","21763","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Fontana, A.P.; Kollmann, L.J.C.; Cunha, G.; Couto, D.R.; Manhães, V.C. & Leite, V.","5342","2008","06","24",NA,"Brasil",NA,NA,NA,"VIES021763",NA,NA,"(A.Juss.) W.R.Anderson","Kollmann, L.J.C.","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,"VIES021763",NA,NA,NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA
"54","2019-06-27 10:25:29-03","UFES","VIES","21765","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Manhães, V.C.; Couto, D.R.; Fontana, A.P.; Kollmann, L.J.C. & Leite, V.R.","94","2008","07","23",NA,"Brasil",NA,NA,NA,"VIES021765",NA,NA,"(A.Juss.) W.R.Anderson","Kollmann, L.J.C.","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,"VIES021765",NA,NA,NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA
"55","2019-08-16 08:39:50-03","UTFPR","HCF","9662","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M.G. Caxambu","3434","2011","09","09",NA,"Brasil",NA,NA,"trepadeira escandente, semi-ciófila. Frutos alados esverdeados.",NA,NA,NA,"(A.Juss.) W.R. Anderson","R.F. Almeida","PR","Tuneiras do Oeste","Reserva Biológica das Perobas - estrada","-52.769972","-23.834083","498","498",NA,NA,NA,"2013","52°46'11,9 W","23°50'02,7 S","06","10",NA,NA,NA,NA,NA,NA
"56","2020-03-21 15:33:03-03","UTFPR","HCF","30926","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","A.M.A. Amorim","7396","2008","05","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A.Juss.) W.R. Anderson","R.F. Almeida","ES","Cariacica","Reserva Biológica Duas Bocas.Pau Amarelo","-40.540556","-20.278333",NA,NA,NA,NA,NA,"2012","40°32'26 W","20°16'42 S","11",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-16 08:39:50-03","UTFPR","HCF","17293","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M.E. Engels","1249","2013","07","16",NA,"Brasil",NA,NA,"liana. Caule castanho. Folhas verdes discolores. Frutos verde-claros. Floresta Estacional Semidecidual.",NA,NA,NA,"(A.Juss.) W.R. Anderson","R.F. Almeida","PR","Diamante do Norte","Estação Ecológica do Caiuá, trilha da","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,NA,"2015",NA,NA,"12","04","16110","auto",NA,NA,NA,NA
"58","2020-12-21 16:32:43-03","MBM","MBM","392926","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Amorim, A.M.A.","7396","2008","05","06","Southern America","Brazil",NA,NA,NA,"MBM392926",NA,NA,"(A. Juss.) W.R.Anderson","Almeida, R.F.","Espírito Santo","Cariacica","Pau Amarelo","-20.278333","-40.540556",NA,NA,"MBM392926",NA,NA,"2012","-20.278333","-40.540556","11",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:32:51-03","MBM","MBM","214475","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Lombardi, J.A.; et al.; et al.","1675",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM214475",NA,NA,"(A. Juss.) Griseb.","Mamede, M.C. .H.","Minas Gerais","Januária","Distrito de Fabião","-44.3616981506348","-15.4881000518799",NA,NA,"MBM214475",NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"60","2018-03-29 19:14:50-03","MNHN","RECOLNAT_MNHN_P","P04783464","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Loefgren",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04783464' target='other'> <mi>dwc_moreinfo</mi></a>","P04783464",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida",NA,NA,NA,NA,NA,NA,NA,"P04783464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"819",NA
"61","2015-11-07 01:55:56-02","MNHN","RECOLNAT_MNHN_P","P02429200","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Vauthier, M.",NA,"1836",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429200' target='other'> <mi>dwc_moreinfo</mi></a>","P02429200",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P02429200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-11-07 01:56:01-02","MNHN","RECOLNAT_MNHN_P","P02429201","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Vauthier, M.",NA,"1836",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429201' target='other'> <mi>dwc_moreinfo</mi></a>","P02429201",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P02429201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-05 08:22:16-03","MNHN","RECOLNAT_MNHN_P","P04783448","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Mosén",NA,"1874","8","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04783448' target='other'> <mi>dwc_moreinfo</mi></a>","P04783448",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida","São Paulo",NA,NA,NA,NA,NA,NA,"P04783448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2433",NA
"64","2018-03-29 19:14:50-03","MNHN","RECOLNAT_MNHN_P","P04783463","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Martius",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04783463' target='other'> <mi>dwc_moreinfo</mi></a>","P04783463",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida",NA,NA,NA,NA,NA,NA,NA,"P04783463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1173",NA
"65","2018-03-29 19:14:50-03","MNHN","RECOLNAT_MNHN_P","P04783465","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Burchell",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04783465' target='other'> <mi>dwc_moreinfo</mi></a>","P04783465",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida",NA,NA,NA,NA,NA,NA,NA,"P04783465_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7451",NA
"66","2015-09-05 08:22:17-03","MNHN","RECOLNAT_MNHN_P","P04783466","PreservedSpecimen",NA,"Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Warming",NA,"1966","1","18",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04783466' target='other'> <mi>dwc_moreinfo</mi></a>","P04783466",NA,NA,"(A.Juss.) W.R.Anderson","de Almeida","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"P04783466_01",NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA
"67","2020-10-01 14:22:42-03","JBB","HEPH","578","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Ferreira, MB","580","1971","08","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","(A.Juss.) W.R.Anderson","Almeida, RA","Goiás","Luziânia","Fazenda Sítio Novo","-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"83221","auto",NA,NA,NA,NA
"68","2020-12-17 17:32:06-03","UFMG","BHCB","201124","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Melo, PHA de; Pezzini, FF","4709","2016","03","10","Southern America","Brasil",NA,NA,"Prensada em álcool 70%, amostra preservada em sílica.; Trepadeira, escandente, terrícola, frutos imaturos verdes.; Sobre afloramento cálcario, floresta estacional semidecidual. Morro com afloramento de cálcario com paredões, grandes","BHCB201124","Dicotyledon",NA,"(Juss) W.R.Anderson",NA,"Minas Gerais","Prudente de Morais","Rodovia Prudente de Morais - Funilândia., Margem esquerda da estrada entre Prudente de Morais e Funilândia.","-44.118636","-19.423047","801","801","BHCB201124",NA,NA,"2017","-44.118636","-19.423047","05","10",NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:37:36-03","UFMG","BHCB","86935","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Stehmann, JR; Mota, RC da; Morais, PO; França, GS","3576","2004","10","02","Southern America","Brasil",NA,NA,"Trepadeira, na beira da estrada, flores amarelas. Coordenadas originais: 17°38#?#48,1; 41°59'30,2; Trepadeira, flores amarelas.; Beira da estrada.","BHCB008418","Dicotyledon",NA,"(Juss) W.R.Anderson",NA,"Minas Gerais","Novo Cruzeiro","Fazenda Araras, Estrada para Fazenda Araras","-41.991722","-17.646694","839","839",NA,NA,NA,NA,"-41.991722","-17.646694",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:37:40-03","UFMG","BHCB","37157","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Lombardi, JA; Salino, A","1675","1997","05","23","Southern America","Brasil",NA,NA,"Liana, folhas herbáceas, argânteas na face abaxial, frutos imaturos verdes; Carrasco","BHCB027925","Dicotyledon",NA,"(A.Juss.) Griseb.",NA,"Minas Gerais","Januária","Distrito de Fabião., 2 Km na estrada, partindo do abrigo do Malhador","-44.254722","-15.140278",NA,NA,NA,NA,NA,"1997","-44.254722","-15.140278","08","14",NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:37:40-03","UFMG","BHCB","59954","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Chagas, F; M.F.","20569",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(A.Juss.) Griseb.",NA,"Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"72","2021-02-11 17:19:29-03","UFPR","UPCB","69729","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Amorim, A.M.","7396","2008","05","06",NA,"Brasil",NA,NA,"Liana no sub-bosque. Folhas verdes, a face inferior pálida. Frutos verdes, vistosos. Material em sílica-gel..",NA,NA,NA,"(A.Juss.) W.R.Anderson","Almeida, R.F.","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"619","619",NA,NA,NA,"2012","9999","9999","05",NA,NA,NA,NA,NA,NA,NA
"73","2019-02-19 04:30:00-03","MO","MOBOT","100164328","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","C.F.P. Martius","Martius 1173","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2009-02-09 11:33:00-02","MO","MOBOT","100167748","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Rosa Degen","Degen 2454","1991","12","27","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson","Concepción",NA,"Establecimiento Villa Sana Picada - bosque - a orillas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","2009-02-09 11:42:00-02","MO","MOBOT","100167757","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Rosa Degen","Degen 2454","1991","12","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson","Concepción",NA,"Establecimiento Villa Sanna Potrero Raza Sur, Quintana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2011-02-25 17:35:00-03","MO","MOBOT","100167764","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Nélida Soria","Soria Rey 7127","1995","1",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson","Amambay",NA,"Parque Nacional Cerro Cora. Parcela lado B, cerca del cerro Muralla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2013-10-31 14:29:00-02","MO","MOBOT","100441130","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Luzmila Arroyo P.|Y. Inturias|M. Betancur|G. Toledo|M.T. Martinez|J.I. Bustamante|D. Levy|C. Roth","Arroyo Padilla 6003","2011","9","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","G. A. Parada (USZ), 2013","Santa Cruz","Vallegrande","Vallegrande. Alto Seco, Alrededor de la propiedad el Sausal en la localidad de Peñones (Propiedad de la familia Farel) .","-64.0311111","-18.9897222","1726.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-33","1"
"78","2013-10-31 14:25:00-02","MO","MOBOT","100514707","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","G.A. Parada|M. Betancur|M.T. Martinez|H. Fernandez","Parada-Gutierrez 4754","2012","8","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","G. A. Parada (USZ), 2013","Santa Cruz","Vallegrande","Camino entre Pampas y La Junta.","-63.7036111","-18.4533333","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-26","1"
"79","2014-05-01 10:04:00-03","MO","MOBOT","1127299","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|W. Cardozo","Zardini 45005","1996","6","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","Amambay",NA,"Parque Nacional Cerro Corá: Cerro Trébol (table mountain). Scrub on cliffs of table mountain and dwarf forest on the meseta.","-56.0433333","-22.6194445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1062","4"
"80","2014-05-01 10:04:00-03","MO","MOBOT","1127300","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|W. Cardozo","Zardini 45006","1996","6","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","Amambay",NA,"Parque Nacional Cerro Corá: Cerro Trébol (table mountain). Scrub on cliffs of table mountain and dwarf forest on the meseta.","-56.0433333","-22.6194445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1062","4"
"81","2014-05-01 10:03:00-03","MO","MOBOT","1127301","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|W. Cardozo","Zardini 45007","1996","6","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","Amambay",NA,"Parque Nacional Cerro Corá: Cerro Trébol (table mountain). Scrub on cliffs of table mountain and dwarf forest on the meseta.","-56.0433333","-22.6194445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1062","4"
"82","2014-05-01 10:01:00-03","MO","MOBOT","1127428","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|W. Cardozo","Zardini 45074","1996","6","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","Amambay",NA,"Parque Nacional Cerro Cora: little table mountain east of administration. Scrub on cliffs of table mountain.","-55.9869444","-22.6672223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1064","4"
"83","2011-02-25 17:34:00-03","MO","MOBOT","100167714","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Nélida Soria","Soria Rey 1759","1987","8","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson","Amambay",NA,"P.N. Cerro Cora.","-57.96666","-22.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2014-05-01 10:05:00-03","MO","MOBOT","1156594","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Leongino Guerrero","Zardini 45297","1996","7","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","San Pedro",NA,"Yaguarete Forest (Sustainable Forest Systems site). Tall forest.","-56.1883333","-23.7988889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1070","4"
"85","2014-05-01 10:05:00-03","MO","MOBOT","1156643","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Leongino Guerrero","Zardini 45333","1996","7","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","San Pedro",NA,"Yaguarete Forest (Sustainable Forest Systems site). Tall forest.","-56.1883333","-23.7988889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1070","4"
"86","2014-05-01 10:02:00-03","MO","MOBOT","1160232","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Leongino Guerrero","Zardini 45415","1996","7","31","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","RL","San Pedro",NA,"Yaguarete Forest Systems (Sustainable Forest Systems site). Tall forest.","-56.1744445","-23.7969444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1072","4"
"87","2008-05-27 22:02:00-03","MO","MOBOT","130937","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Marko Lewis","Lewis 37767","1990","9","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W. R. Anderson (MICH)","Santa Cruz","Ichilo","Cerro Amboró- - During this trip I climbed up the Río Isama to the summit of Cerro Amboró in Parque Nacional de Amboró. As the trail is not established and winds over ridges and dense forest I have little idea of the exact locality. Nevertheless today I collected between 1170 m and the summit at 1510 m. 60 km W. of Santa Cruz. A number of habitats collected: Tangled Clusia woodlands 1050-1200 m, Ericaceous-Clusia scrub 1170-1510 m, upper riverine woodlands 1250 m, grasslands cliffs 1300-1510 m. First botanical expedition to the actual summit.","-63.8","-17.83333","1170.00000000","1510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","4"
"88","2011-02-25 17:33:00-03","MO","MOBOT","131067","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 6786","1982","2","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Amambay",NA,"Parque Nacional Cerro Corá. Vicinity of Cerro Muralla. Sandy soils derived from sandstone. Open campo, often shrubby with 15-25 m forest, lightly to heavily disturbed. Many isolated flat topped sandstone hills, 100-150 m high.","-56.05","-22.65","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260","7"
"89","2008-09-04 15:46:00-03","MO","MOBOT","134380","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Alwyn H. Gentry|Marielos Peña|Bonifacio Mostacedo C.","Gentry 73882","1991","5","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz",NA,"Quiapaca, 10 km N of Santiago, valley of Río Tucuvaca dry forest. Transect 1.","-59.5","-18.3333333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619","8"
"90","2009-02-09 12:00:00-02","MO","MOBOT","1513803","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Idilfo Franco","Zardini 54798","2000","8","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Canindeyú",NA,"Around Jejui-Mí. Tall forest and inundated forest.","-55.5280556","-24.1330556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1213","2"
"91","2008-05-27 22:02:00-03","MO","MOBOT","1514020","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Idilfo Franco","Zardini 54881","2000","8","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MI)","Canindeyú",NA,"Around Jejui-Mí. Tall forest and inundated forest.","-55.52805","-24.13305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1213","4"
