"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","imagecode","recordNumber","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","sex"
"95","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","9797","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Fernandes, A.C.","2011","05",NA,"Gemtchújnicov, I.D.","1971","05","11","Brasil","São Paulo",NA,NA,NA,"9999","9999",NA,NA,"não tem","BOTU009797","Horta da escola","BOTU009797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","11714","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Fernandes, A.C.","2011","05",NA,"Angélica, A.","1983","11","10","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"Arbusto de pequeno porte, sem cheiro, flor branca, não lactescente","BOTU011714","Rubião Júnior","BOTU011714","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","7752","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Fernandes, A.C.","2011","05",NA,"Castro, M.I.F.","1980","09","25","Brasil","São Paulo","Peruíbe",NA,NA,"9999","9999",NA,NA,"Arbusto com ca. de 40 cm, folhas opostas e com estípulas, flor de cor branca e sem perfume","BOTU007752","Praia de Guaraú","BOTU007752","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","12121","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Magenta, M.A.G.","2000","12",NA,"Gemtchújnicov, I.D.","1969","07","25",NA,NA,NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas, rasteira, visçosa, folhas redondas e lanceoladas, capítulos até 2 cm","BOTU012121",NA,"BOTU012121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","2120","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, V. A.","2010","05","26","Silva, V. A.","2010","05","26","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Agrião","HDELTA002120",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","6197","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Araújo, L.S.",NA,NA,NA,"Araújo, L.S.; Lemos, J.R.","2017","11","11","Brasil","Piauí","Brasileira","-41.7811012268066","-4.13166999816895",NA,NA,NA,NA,NA,"HDELTA006197",NA,NA,"156","51782","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","611","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,"2013","04","22","Lima, A.A.","2013","04","04","Brasil","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"Flores brancas <ll>dwc_commonname:</ll> Erva de botão","HDELTA000611","Lagoa do Bebedouro",NA,"111","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-06-29 11:29:14-03","UFRJ","RFA","12931","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L) Hassk.",NA,NA,NA,NA,"Cézio Pereira; F. Agarez","1972","10","00","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Ruderal","RFA11966","Av. das Bandeiras.",NA,"202","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-06-29 11:29:14-03","UFRJ","RFA","12932","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L) Hassk.",NA,NA,NA,NA,"Cézio Pereira; F. Agarez","1972","10","00","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Ruderal","RFA11967","Santa Cruz",NA,"206","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-13 09:19:02-03","UFRJ","RFA","11446","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L) Hassk.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1970","09","29","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Erva capítulos alvacentes","RFA11119","Leroville, Campo das Pedras.",NA,"24859","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-13 09:19:02-03","UFRJ","RFA","26087","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","R. L. Esteves","2001","08","28","F. M. de B. Pereira","2000","12","14","Brasil","Minas Gerais","São Pedro dos Ferros","-42.527222","-22.207778","42º31'38''W","22º12'28''S","473","473","Herbáceo, folha verde, flor verde amarelada, comum no local.","RFA37314","Fazenda Sossego.",NA,"32/57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-13 09:19:02-03","UFRJ","RFA","43469","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Prisilla D#?#Almeida","2018",NA,NA,"Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"Erva prostrada em flor","RFA49789","Canteiro do Polo Universitário UFRJ - Macaé",NA,"s.n.","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-24 17:10:28-03","UTFPR","DVPR","5530","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Estevan, DA","2018",NA,NA,"Antonelo, FA","2018","02","03","Brasil","Paraná","Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Herbácea, com flores em área brejosa.","DVPR005530","Comunidade São Pedro dos Poloneses.",NA,"20","19637","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-24 17:10:28-03","UTFPR","DVPR","3108","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Caxambu, MG","2012","10","08","Caxambu, MG; et al.","2012","10","17","Brasil","Paraná","Luiziana","-52.26032","-24.32001","-52.26032","-24.32001","614","614","Erva ca. o,4m, heliófita, ripária, capítulos alvos.; Relevo: ondulado.","DVPR003108","Estação Ecológica Luiziana",NA,"4261",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-24 17:10:28-03","UTFPR","DVPR","6614","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Rojas, GAG; Mano, GB","2017","10","23","Brasil","Paraná","Foz do Iguaçú","-54.3419","-25.275","-54.3419","-25.275","195","195","Herbáceo, flor branca; Campestre","DVPR006614","Atrás do restaurante Madeira, em frente ao Jardim Universitário da Unila, na Av. Tarquínio Joslin dos Santos",NA,"6",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-15 11:14:24-03","FUNED","FUNED-POL","3140","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba",NA,NA,NA,NA,NA,"Claudia Simeao","1999","10","25","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"Poucos Polens","POL003140","Estaçao Ecologica UFMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-15 11:14:24-03","FUNED","FUNED-POL","3139","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba",NA,NA,NA,NA,NA,"Claudia Simeao","1999","10","25","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,NA,"POL003139","Estaçao Ecologica UFMG","POL003139_p01 POL003139_p02 POL003139_p03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-09-10 21:42:20-03","UNEMAT","TANG","4826","S","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Ferneda Rocha, LC","2015","08","17","Sardelli, LF; Silva, JA; Silva, M; Placido, JJ","2015","01","27","Brasil","Mato Grosso","Colider","-55.620556","-10.854722","-55.620556","-10.854722","342","342",NA,"TANG000004826","Resgate de flora da UHE Colider, Lote B de supressão",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-19 15:43:19-03","UNEB","HUNEB","5779","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","Hessek",NA,NA,NA,NA,"Almeida, G.S.S.","2002","04","08","Brasil","Bahia","Alagoinhas","-38.4","-12.166667","38W24'0''","12S10'0''",NA,NA,NA,"HUNEB0005779","Área residëncial do bairro de Santa Terezinha.",NA,"12",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"114","2019-11-19 15:43:19-03","UNEB","HUNEB","12965","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","Hassl.",NA,NA,NA,NA,"Carvalho, I.M.O.","2010","05","27","Brasil","Bahia","Aramari","-38.4991989135742","-12.0817003250122",NA,NA,NA,NA,NA,"HUNEB0012965","Represa do rio Aramari",NA,"74","17170","auto",NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"115","2019-11-19 15:43:19-03","UNEB","HUNEB","10976","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Tosto, M.G.","2006","06","12","Brasil","Bahia","Cairú","-30.033333","-13.483333","30W2'0''","13S29'0''",NA,NA,NA,"HUNEB0010976","Litoral Sul, Garapuá.",NA,"ALCB 74234",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"116","2019-11-19 15:43:19-03","UNEB","HUNEB","14132","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"V. M. Cotarelli","2011","09","18","Brasil","Ceará","Jati","-38.973889","-40.308333","38W58'26''","40S18'30''","429","429",NA,"HUNEB0014132","Lote 5. Açude Atalhos",NA,"1085",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"117","2019-11-19 15:43:19-03","UNEB","HUNEB","14159","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Siqueira-Filho, J.A.","2011","12","10","Brasil","Piauí","Caracol","-19.530556","-9.275","19W31'50''","9S16'30''","513","513",NA,"HUNEB0014159","Loagoa do Caracol",NA,"2675",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"118","2019-11-19 15:43:19-03","UNEB","HUNEB","14126","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Marcondes Oliveira","2010","10","30","Brasil","Pernambuco","Parnamirim","-39.939722",NA,"39W56'23''","8S57'80''","387","387",NA,"HUNEB0014126","Açude entre montes",NA,"5182",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"119","2019-11-19 15:43:19-03","UNEB","HUNEB","14116","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"J.A. Siqueira-Filho","2009","07","09","Brasil","Paraíba","Monteiro","-37.228611","-7.876944","37W13'43''","7S52'37''","703","703",NA,"HUNEB0014116","Lagoa leste, Fazenda Olho D'água do Silva",NA,"2209",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"120","2019-11-19 15:43:19-03","UNEB","HUNEB","14123","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Marcondes Oliveira","2010","10","31","Brasil","Ceará","Mauriti","-38.7475","-7.5025","38W44'51''","7S30'9''","421","421",NA,"HUNEB0014123","Açude Quixabinha",NA,"5229",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"121","2019-11-19 15:43:19-03","UNEB","HUNEB","14140","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Silva, A.C.C.P.","2011","01","25","Brasil","Pernambuco","Cabrobó","-39.419167","-8.448611","39W25'9''","8S26'55''",NA,NA,NA,"HUNEB0014140","Logradouro",NA,"37",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"122","2019-11-19 15:43:19-03","UNEB","HUNEB","14143","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"J.A. Siqueira-Filho","2011","02","18","Brasil","Pernambuco","Salgueiro","-39.078056","-7.925278","39W4'41''","7S55'31''","454","454",NA,"HUNEB0014143","Lote 4, Riacho Carrancudo, vizinho ao Reservatório Milagres",NA,"2447",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"123","2021-03-30 12:34:38-03","EAO","IAN","100604","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Suessengut, K",NA,NA,NA,"Vogl, CV; Pater","1934",NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN100604","Umgebung von Maracay und Caracas.",NA,"675",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-30 12:34:38-03","EAO","IAN","39639","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Montes, JE","1945","12","31","Argentina","Candelária",NA,NA,NA,NA,NA,"1","1","Hierba annual.","IAN039639","S. Ana, hab. abras lug algo bajo Escasa.",NA,"1723",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:34:38-03","EAO","IAN","43471","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Killip, EP",NA,NA,NA,"Gutiérrez, VG; Barkley, FA","1947","10","11","Colômbia",NA,NA,NA,NA,NA,NA,"200","200","Compuestra con cabazuelas blancas herbáceo de médio metro de altura.","IAN043471",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:34:38-03","EAO","IAN","46378","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Black, GA","1936",NA,NA,"Estados Unidos","Califórnia","Riverside",NA,NA,NA,NA,NA,NA,NA,"IAN046378",NA,NA,"5692",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:34:38-03","EAO","IAN","47297","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Black, GA","1936","12","23","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN047297","Sonora.",NA,"6593",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:34:38-03","EAO","IAN","53284","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Terribile, M","1946","12","18","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN053284","Santa Fé, Capital, Alto Verde.",NA,"595",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:34:38-03","EAO","IAN","118952","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Belém, RP; Magalhães, MG","1965","04","05","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Planta de 30cm de altura; inflorescência verde.","IAN118952","Rodovia Itabuna, beira da estrada.",NA,"702","61245","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:34:38-03","EAO","IAN","105073","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Barroso, GM",NA,NA,NA,"Ducke, A","1957","04",NA,"Brasil","Ceará","Fortaleza","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Flor branca.","IAN105073","Terrenos abandonados.",NA,"2627","19924","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:34:38-03","EAO","IAN","14194","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Magalhães, MG","1942","07","26","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arbusto de 0,50m de altura; flores alvas, muito frequente.","IAN014194","Sujo, Engenho Nogueira.","IAN014194 IAN014194_e","3112","17082","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:34:38-03","EAO","IAN","165483","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Nitta, A","1996","07","31","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,"IAN165483","Campo da EMBRAPA-CPATU.",NA,"17005","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:34:38-03","EAO","IAN","165483","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Nitta, A","1996","07","31","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,"IAN165483","Campo da EMBRAPA-CPATU.",NA,"17005","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:34:38-03","EAO","IAN","165484","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Nitta, A","1997","02","09","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,"IAN165484","Campo da EMBRAPA-CPATU.",NA,"17804","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:34:38-03","EAO","IAN","11819","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Silva, GAR","2007","06","30","Archer, WA","1942","10","29","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Flowers white.","IAN011819","Campus of the IAN.","IAN011819 IAN011819_e","7726","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:34:38-03","EAO","IAN","11819","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Silva, GAR","2007","06","30","Archer, WA","1942","10","29","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Flowers white.","IAN011819","Campus of the IAN.","IAN011819 IAN011819_e","7726","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:34:38-03","EAO","IAN","199425","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.",NA,NA,NA,NA,"Cordeiro, MR","2019","09","02","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Erva flor branca, frutos verdes.","IAN199425","Embrapa, ao lado do experimento de feijão.",NA,"5164","48462","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:34:38-03","EAO","IAN","55346","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Santoro, J",NA,NA,NA,"Aluízio de Souza, J","1939","07","28","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto.","IAN055346","Fazenda Santa Elisa.",NA,"4572","23900","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:34:38-03","EAO","IAN","35417","PreservedSpecimen","Plantae","Asteraceae","Eclipta","alba","Eclipta alba","(L.) Hassk.","Blake, SF","1938","02",NA,"Santoro, J","1935","09","04","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto.","IAN035417","Fazenda Santa Elisa.","IAN035417 IAN035417_e","715","23900","auto","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:34:38-03","EAO","IAN","113242","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06",NA,"Egler, WA; Irwin, HS","1961","07","30","Brasil","Amapá",NA,"-52.916667","-0.916667","-52.916667","-0.916667",NA,NA,NA,"IAN113242","Decumbent herb in shallow meadow pool. Heads white; fruit green. Capoeira near falls, swampy land, Santo Antõnio da Cachoeira.",NA,"46043",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-30 12:34:38-03","EAO","IAN","101201","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Lanjouw, J","1949","01","17","Suriname",NA,NA,"-56.5","3.6","-56.5","3.6",NA,NA,"Floating herb, flowers white.","IAN101201","Along bank of Kabo creek.",NA,"1888",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-30 12:34:38-03","EAO","IAN","101201","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Lanjouw, J","1949","01","17","Suriname",NA,NA,"-56.5","3.6","-56.5","3.6",NA,NA,"Floating herb, flowers white.","IAN101201","Along bank of Kabo creek.",NA,"1888",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:34:38-03","EAO","IAN","106229","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Oliveira, E","1960","05","01","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"Arbustinho, flores brancas em botões.","IAN106229","Km 173-175 da Rodovia Belém-Brasília. Terra firme, beira da estrada.",NA,"637",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:34:38-03","EAO","IAN","106229","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Oliveira, E","1960","05","01","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"Arbustinho, flores brancas em botões.","IAN106229","Km 173-175 da Rodovia Belém-Brasília. Terra firme, beira da estrada.",NA,"637",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:34:38-03","EAO","IAN","153134","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Oldeman, B","1967","03","14","Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,"Sub-arbuste peu lignifi;e; flures blanches.","IAN153134","Rive droite, embouchure fleuve aprouage, village Ousambourg.",NA,"962",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:34:38-03","EAO","IAN","153134","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06","30","Oldeman, B","1967","03","14","Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,"Sub-arbuste peu lignifi;e; flures blanches.","IAN153134","Rive droite, embouchure fleuve aprouage, village Ousambourg.",NA,"962",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-30 12:34:38-03","EAO","IAN","64601","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06",NA,"Fróes, RL; Black, GA","1951","07","23","Brasil","Amapá",NA,"-52.916667","-0.916667","-52.916667","-0.916667",NA,NA,"Erva, flor branca.","IAN064601","Rio Araguarí, Uruguaína; terreno pantanoso.",NA,"27627",NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-30 12:34:38-03","EAO","IAN","20327","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Silva, GAR","2007","06",NA,"Schultes, RE","1946","09","24","Colômbia","Letícia",NA,NA,NA,NA,NA,NA,NA,"Flor branca, 25-40cm de altura.","IAN020327",NA,"IAN020327 IAN020327_e IAN020327_e1","106",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
