"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"958","2020-11-04 11:19:45-03","ESALQ","ESA","45311","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15143.0","1997","04","19",NA,"Brasil",NA,NA,"Arbusto, ca. 1,5 m alt.; botões verdes; frutos vinho.","ESA045311","Mato Grosso","Fazenda Pontal, ca. 90 Km S (em linha reta) de Alta Floresta. Transição Savana Florestada - Floresta Ombrófila Aberta.","-561.554","-103.319","-561,554","-103,319",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045311","Alta Floresta",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"959","2020-11-04 11:19:45-03","ESALQ","ESA","71124","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Farah, F.T. ; Freitas, C.A.","399.0","1998","07","15",NA,"Brasil",NA,NA,NA,"ESA071124","Minas Gerais",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Rodrigues, R.R.",NA,"Patrocínio",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2020-11-04 11:19:45-03","ESALQ","ESA","97498","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Catharino, E.L.M.","2183.0","1997","10","10",NA,"Brasil",NA,NA,NA,"ESA097498","Minas Gerais",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Cordeiro, I.","ESA097498","Rio Doce",NA,NA,"14517","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2020-11-04 11:14:07-03","ESALQ","ESA","125972","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","guianensis","Siparuna guianensis","Costa, A.","489.0","1905","06","16",NA,"Brasil",NA,NA,NA,"ESA125972","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Pereira-Moura, M.V.L.",NA,"Mangaratiba",NA,NA,"17272","auto","1905","06","21",NA,NA,NA,NA,NA,NA
"962","2020-11-04 11:19:45-03","ESALQ","ESA","34423","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C. ; Souza, J.P.","11282.0","1996","06","06",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes.","ESA034423","São Paulo",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Pereira, M.V.L.-Moura","ESA034423","Bauru",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2020-11-04 11:19:45-03","ESALQ","ESA","25948","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C. ; Souza, J.P.","9654.0","1995","12","19",NA,"Brasil",NA,NA,"Arbusto, ca. 3 m alt.; frutos verdes com manchas vináceas.","ESA025948","São Paulo",NA,"-50.2000007629395","-22.6299991607666",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Pereira, M.V.L.-Moura","ESA025948","Platina",NA,NA,"16708","auto","2007","02","02",NA,NA,NA,NA,NA,NA
"964","2020-11-04 11:19:45-03","ESALQ","ESA","30938","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C. ; Souza, J.P.","10874.0","1996","02","13",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; frutos imaturos verdes com manchas vermelhas.","ESA030938","São Paulo","19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. 22*34'57,4S, 50*29'46,4W. 520 msm. Cerrado.","-50.5699996948242","-22.4099998474121",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Peixoto, A.L.","ESA030938","Paraguaçu Paulista",NA,NA,"36102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2020-11-04 12:16:09-03","ESALQ","ESA","139376","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","404.0",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto ca. 3 m, frutos verde avermelhados, odor forte das folhas.","ESA139376","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","-43,159,195","-22,780,183",NA,NA,NA,NA,"Aubl.","R.R. Rodrigues",NA,"Rio de Janeiro",NA,NA,"57442","auto","2017","04","22",NA,NA,NA,NA,NA,NA
"966","2020-11-04 11:19:45-03","ESALQ","ESA","45325","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17498.0","1997","06","09",NA,"Brasil",NA,NA,"Arbusto, ca. 2m alt.; botões verdes.","ESA045325","Mato Grosso","Beira do Córrego Falcão. 65 km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Mata ciliar","-56.5416984558105","-12.7849998474121",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045325","Tapurah",NA,NA,"190293","auto","1998","01","17",NA,NA,NA,NA,NA,NA
"967","2020-11-04 11:19:45-03","ESALQ","ESA","45331","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20809.0","1997","10","12",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; flores verdes.","ESA045331","Mato Grosso","ca. 10km W (em linha reta) de Nova Brasilândia. Contato floresta estacional - savana","-54.9655990600586","-14.9568996429443","-55,016,667","-14,933,333",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045331","Nova Brasilândia",NA,NA,"68729","auto","1998","01","17",NA,NA,NA,NA,NA,NA
"968","2020-11-04 11:19:45-03","ESALQ","ESA","45326","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","18647.0","1997","07","10",NA,"Brasil",NA,NA,"Arbusto, ca. 2,5 m alt.; flores creme. Beira de córrego.","ESA045326","Mato Grosso","Ca 27km WSW (em linha reta) de Juruena. Contato Floresta Ombrófila-Floresta Estacional","-58.3588981628418","-10.3180999755859","-58,783,333","-10,366,667",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045326","Juruena",NA,NA,"65163","auto","1998","01","17",NA,NA,NA,NA,NA,NA
"969","2020-11-04 11:19:45-03","ESALQ","ESA","34878","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Nave, A.G. et al.","1043.0","1997","02","18",NA,"Brasil",NA,NA,NA,"ESA034878","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA034878","Chapada dos Guimarães",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2020-11-04 12:16:09-03","ESALQ","ESA","139002","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Colletta, G.D","2514.0","2016","03","22",NA,"Brasil",NA,NA,"Árvore, 4m, estéril","ESA139002","SP","Estação Ecológica de Assis. Cerrado.","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2020-11-04 11:19:45-03","ESALQ","ESA","62964","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C. et al.","21629.0","1998","12","17",NA,"Brasil",NA,NA,NA,"ESA062964","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA062964","São Sebastião",NA,NA,"41977","auto","1998","01","17",NA,NA,NA,NA,NA,NA
"972","2020-11-04 11:19:45-03","ESALQ","ESA","45339","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Nave, A.G.; Lopes, R.F.; Bertani, D.F.; Carneiro, P.H.M.","1761.0","1997","08","09",NA,"Brasil",NA,NA,"Arbóreo. Altura de 2,5 m e com botão verde claro.","ESA045339","Mato Grosso","Estrada da Fazenda Polaca. Floresta Ombrófila Aberta. Beira de estrada, antropizado.","-571.607","-113.943","-571,607","-113,943",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045339","Porto dos Gaúchos",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"973","2020-11-04 11:19:45-03","ESALQ","ESA","130618","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35821.0","2013","02","25",NA,"Brasil",NA,NA,"Arbusto","ESA130618","Rio de Janeiro","Fragmento 45 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5034","-44.7153","-22.5034","-44.7153","539","539","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Resende",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"974","2020-11-04 11:19:45-03","ESALQ","ESA","130616","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35819.0","2013","03","22",NA,"Brasil",NA,NA,"Arbusto","ESA130616","São Paulo","Fragmento 41 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5087","-44.8187","-22.5087","-44.8187","727","727","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Queluz",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"975","2020-11-04 11:19:45-03","ESALQ","ESA","45337","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15532.0","1997","04","24",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes.","ESA045337","Mato Grosso","BR-080. Cerca de 100 Km de Matupá em direção ao Rio Xingu. Savana arborizada (cerrado), parcialmente utilizada como pasto.",NA,"-10.45",NA,"-10.45",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045337","Marcelândia",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"976","2020-11-04 11:19:45-03","ESALQ","ESA","45313","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16391.0","1997","05","18",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes.","ESA045313","Mato Grosso","Estrada Diamantino - Sumidouro (BR-364), cerca de 31 Km após o trevo para São José do Rio Claro. Savana arborizada (cerrado).","-56.48","-14.1","-56.48","-14.1",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045313","Diamantino",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"977","2020-11-04 11:19:45-03","ESALQ","ESA","45318","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17466.0","1997","06","09",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes.","ESA045318","Mato Grosso","75 km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Transição savana arborizada (cerrado) - savana florestada (cerradão).","-56.03","-12.14","-56.03","-12.14",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045318","Tapurah",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"978","2020-11-04 11:19:45-03","ESALQ","ESA","45319","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16315.0","1997","05","18",NA,"Brasil",NA,NA,"Arbusto, ca. 3 m alt.; botões verdes.","ESA045319","Mato Grosso","Estrada Diamantino - Sumidouro (BR 364), cerca de 26 Km após o trevo para São José do Rio Claro. Fazenda Nova Era. Contato savana - floresta estacional.","-56.45","-14.09","-56.45","-14.09",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045319","Diamantino",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"979","2020-11-04 11:19:45-03","ESALQ","ESA","130625","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35828.0","2013","02","27",NA,"Brasil",NA,NA,"Arbusto","ESA130625","Rio de Janeiro","Fragmento 52 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5959","-44.1389","-22.5959","-44.1389","553","553","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Barra Mansa",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"980","2020-11-04 11:19:45-03","ESALQ","ESA","130621","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35824.0","2013","02","26",NA,"Brasil",NA,NA,"Arbusto","ESA130621","Rio de Janeiro","Fragmento 48 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.4887","-44.3278","-22.4887","-44.3278","624","624","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Barra Mansa",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"981","2020-11-04 11:19:45-03","ESALQ","ESA","91577","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Viani, R.A.G. et al.","551.0","2005","02","01",NA,"Brasil",NA,NA,NA,"ESA091577","São Paulo","Fazenda Santa Terezinha (Eucatex). Sub-bosque do talhão de Eucalipto 83",NA,"-230.333","-48,183,333","-230,333",NA,NA,"Magnoliophyta",NA,"Aubl.","Viani, R.A.G.","ESA091577","Bofete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2020-11-04 11:19:45-03","ESALQ","ESA","45334","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Rozza, A.F.; Ivanauskas, N.M.; Silva, M.M.R.; Vanini, A.","362.0","1997","05","02",NA,"Brasil",NA,NA,"Arbusto de 2.5m. Frutos vinho e roxos.","ESA045334","Mato Grosso","Propriedade do Sr. Cita. Contato Floresta Estacional/Floresta Ombrófila Aberta. Relevo suave ondulado","-564.233","-13.175","-564,233","-13,175",NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA045334","São José do Rio Claro",NA,NA,NA,NA,"1998","01","17",NA,NA,NA,NA,NA,NA
"983","2020-11-04 11:19:45-03","ESALQ","ESA","130626","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35829.0","2013","02","27",NA,"Brasil",NA,NA,"Arbusto","ESA130626","Rio de Janeiro","Fragmento 53 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5732","-44.0993","-22.5732","-44.0993","501","501","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Barra Mansa",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"984","2020-11-04 11:19:45-03","ESALQ","ESA","79463","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Farah, F.T.","1617.0","2000","01","01",NA,"Brasil",NA,NA,NA,"ESA079463","São Paulo","Faz. Vale do Rosário",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA079463","CorumbataíCorumbataíCorumbataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2020-11-04 11:19:45-03","ESALQ","ESA","67453","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Câmara, P.S. et al.","310.0","1997","08","16",NA,"Brasil",NA,NA,NA,"ESA067453","Amazonas",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA067453","Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2020-11-04 11:19:45-03","ESALQ","ESA","130628","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35831.0","2013","02","27",NA,"Brasil",NA,NA,"Arbusto","ESA130628","Rio de Janeiro","Fragmento 55 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5679","-44.0349","-22.5679","-44.0349","455","455","Magnoliophyta",NA,"Aubl.","Souza, V.C.",NA,"Pinheiral",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"987","2020-11-04 11:19:45-03","ESALQ","ESA","102758","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Junqueira, D.I.",NA,"2007","11","22",NA,"Brasil",NA,NA,NA,"ESA102758","Goiás",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA102758","Caldas Novas",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2020-11-04 10:56:11-03","ESALQ","ESA","143015","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","guianensis","Siparuna guianensis","Nascimento, O.M.","118.0","1991","05","22",NA,"Brasil",NA,NA,NA,"ESA143015","Maranhão",NA,"-47.5046997070312","-4.9466700553894",NA,NA,NA,NA,NA,NA,NA,"Monteiro, R.S.",NA,"Açailândia",NA,NA,"95172","auto","1991","08","30",NA,NA,NA,NA,NA,NA
"989","2020-11-04 10:56:11-03","ESALQ","ESA","143013","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","guianensis","Siparuna guianensis","Monteiro, R.S.","221.0","1991","08","02",NA,"Brasil",NA,NA,NA,"ESA143013","Maranhão",NA,"-46.0050010681152","-4.88582992553711",NA,NA,NA,NA,NA,NA,NA,"Monteiro, R.S.",NA,"Arame",NA,NA,"65440","auto","1991","08","30",NA,NA,NA,NA,NA,NA
"990","2020-11-04 11:19:45-03","ESALQ","ESA","34877","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Nave, A.G. et al.","1170.0","1997","02","23",NA,"Brasil",NA,NA,NA,"ESA034877","Mato Grosso",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Nave, A.G.","ESA034877","Chapada dos Guimarães",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2020-11-04 11:19:45-03","ESALQ","ESA","48694","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Nave, A.G. et al.","1553.0","1997","07","13",NA,"Brasil",NA,NA,NA,"ESA048694","Mato Grosso",NA,"-54.8913993835449","-11.5152997970581",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Souza, V.C.","ESA048694","Cláudia",NA,NA,"67814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2020-11-04 11:19:45-03","ESALQ","ESA","65557","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Eq. Fitos. CNEC",NA,"1997","01","01",NA,"Brasil",NA,NA,NA,"ESA065557","Mato Grosso",NA,"-59.3353004455566","-15.2260999679565",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.",NA,"ESA065557","Pontes e Lacerda",NA,NA,"110136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2020-11-04 11:19:45-03","ESALQ","ESA","105688","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Silva, A.C.B.","640.0","2000","05","06",NA,"Brasil",NA,NA,NA,"ESA105688","Minas Gerais",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Silva, A.C.B.","ESA105688","Delfinópolis",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2020-11-04 11:19:45-03","ESALQ","ESA","48509","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Lombardi, J.A.","2001.0","1997","09","14",NA,"Brasil",NA,NA,NA,"ESA048509","Minas Gerais",NA,"-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Renner, S.","ESA048509","Marliéria",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2020-11-04 11:19:45-03","ESALQ","ESA","70980","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Farah, F.T. et al.","812.0","1998","12","15",NA,"Brasil",NA,NA,NA,"ESA070980","Minas Gerais",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Farah, F.T.","ESA070980","Patrocínio",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2020-11-04 11:19:45-03","ESALQ","ESA","102416","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Lima, H.C.","4469.0","1992","11","26",NA,"Brasil",NA,NA,NA,"ESA102416","Rio de Janeiro",NA,"-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Peixoto, A.L.","ESA102416","Silva Jardim",NA,NA,"29995","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"997","2020-11-04 11:14:07-03","ESALQ","ESA","104005","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","guianensis","Siparuna guianensis","Medeiros, D.A.","15033.0","2004","02","12",NA,"Brasil",NA,NA,NA,"ESA104005","São Paulo",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Savassi-Coutinho, A.P.",NA,"Assis",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2020-11-04 11:19:45-03","ESALQ","ESA","91773","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Savassi-Coutinho, A.P.","722.0","1905","06","24",NA,"Brasil",NA,NA,NA,"ESA091773","São Paulo",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2020-11-04 11:19:45-03","ESALQ","ESA","91877","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Savassi-Coutinho, A.P.","826.0","1905","06","24",NA,"Brasil",NA,NA,NA,"ESA091877","São Paulo",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","2020-11-04 11:19:45-03","ESALQ","ESA","118905","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Filho, A.Q.B.",NA,"2011","10","01",NA,"Brasil",NA,NA,NA,"ESA118905","São Paulo",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA118905","Atibaia",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","2020-11-04 11:19:45-03","ESALQ","ESA","100037","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Carboni, M.","226.0","2005","05","01",NA,"Brasil",NA,NA,NA,"ESA100037","São Paulo",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Franco, G.A.D.C.","ESA100037","Bauru",NA,NA,"29186","auto","2006","06","02",NA,NA,NA,NA,NA,NA
"1002","2020-11-04 11:19:45-03","ESALQ","ESA","35251","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Cezare, C.H.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA035251","São Paulo",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Rodrigues, R.R.","ESA035251","Brotas",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","2020-11-04 11:19:45-03","ESALQ","ESA","33617","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Gandolfi, S. ; Antoniolli, F.C.",NA,"1996","01","24",NA,"Brasil",NA,NA,NA,"ESA033617","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Gandolfi, S.","ESA033617","Campinas",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","2020-11-04 11:19:45-03","ESALQ","ESA","3516","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Rodrigues, R.R.",NA,"1985","08","29",NA,"Brasil",NA,NA,NA,"ESA003516","São Paulo",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Pereira, M.V.L.-Moura","ESA003516","Ipeuna",NA,NA,"12906","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","2020-11-04 11:19:45-03","ESALQ","ESA","16589","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ivanauskas, N.M. ; Nave, A.G.",NA,"1993","01","02",NA,"Brasil",NA,NA,NA,"ESA016589","São Paulo",NA,"-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,"Magnoliophyta",NA,"Aubl.","Pereira, M.V.L.-Moura","ESA016589","Itatinga",NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
