"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"47","2019-11-21 14:46:19-03","UFJF","CESJ","38554","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","F. França; E. Melo; B.Marques da Silva","1999","05","02","América do Sul","Brasil",NA,NA,"arbusto 2m.Folha coriácea discolor. Face abaxial ferrugínea. Pétalas branca.Antera amarela.Fruto imaturo, verde acinzentado.","CESJ038554","2861","Angiosperma",NA,"Seub","M.D.S.Rodrigues","Bahia","Morro do Chapéu","Morro das Pedras Duas Irmãs","-41.1561012268066","-11.5500001907349",NA,NA,NA,"1999","98143","auto",NA,NA,NA,NA,"08",NA,NA,NA,NA,NA
"48","2019-11-21 14:46:19-03","UFJF","CESJ","38981","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","F.H.F.Nascimento; M.Tabarelli","1999","03","24","América do Sul","Brasil",NA,NA,"Arbusto, ca. 70cm.altura.Folhas coriáceas, discolores, ferrugíneasna face abaxial quando jovens, cinéras na face abaxial das folhas mais velhas, indumento caduco na face adaxial.Calice ferrugíneo, boto~es e flores amarelo-esverdeadas.","CESJ038981","164","Angiosperma",NA,"Seub","R.Monteiro","Bahia","Rio de Contas","Trilha catolés-Caimbola, lado oposto ao arriba-saia, deois da cachoiera do garimpo.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"1999","49773","auto",NA,NA,NA,NA,"08",NA,NA,NA,NA,NA
"49","2019-11-21 14:46:19-03","UFJF","CESJ","37388","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","H.L. Mello Barreto","1938","06","25","América do Sul","Brasil",NA,NA,"Ambiente/ campo capão . Árvore 6m, flor alva. Frequência regular.","CESJ037388","8504","Angiosperma",NA,"Seub","H.L. Mello Barreto","Minas Gerais","Santa Luzia","Serra do Cipó, K.137 estrada de Conceição","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:46:19-03","UFJF","CESJ","50899","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","E. Barbosa; J.M. Silva; J. Cordeiro","2007","05","14","América do Sul","Brasil",NA,NA,"Árvore, 5m , flor alvacenta com estames amarelos.Mata nebular.","CESJ050899","5847","Angiosperma",NA,"Seub","G. Hatschbach","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,"2007","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:46:19-03","UFJF","CESJ","45740","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","M.Scheer; A. Mocochinski","2001","07","05","América do Sul","Brasil",NA,NA,"Arbustiva, ereta, 2,4m; local pouco sombreado.Floresta Ombrófila Mista Altomontana; cume a 1022m.","CESJ045740","328","Angiosperma",NA,"Seub","M.Scheer","Paraná","Guaraqueçaba","Serra Gigante, Morro do Queimado","-48.3288993835449","-25.3066997528076",NA,NA,NA,"2001","37295","auto",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"52","2021-04-07 11:48:59-03","UFMS","CGMS","5757","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","U.M. Resende; S. Terricilha",NA,NA,NA,NA,"Brasil",NA,NA,NA,"CGMS1016068",NA,NA,NA,"Seub.",NA,"Mato Grosso do Sul","Bonito","Fazenda São Geraldo.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:48:59-03","UFMS","CGMS","78444","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","G. Hatschbach","1969","01","29",NA,"Brasil",NA,NA,"Flora alva, anteras amarelas. Verso das folhas ferrugineas. Habitat: Mata encosta de morro. Habito: Arvoreta, 4 m de altura.","CGMS1111455","20942",NA,NA,"Seub.",NA,"Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari, 2km Oeste.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:42:12-03","UNICAMP","UEC","161461","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","2001","10","10",NA,"Brazil",NA,NA,"Small tree to 4 m tall. Corolla white like filaments; anthers yellow. Flowers faintly fragrant and pendent with recurved petals. Fruits olive green. Locally common in the fog zone in open unshaded sites.; Campo rupestre on steep slopes","UEC069102","8417","Magnoliopsida",NA,"Seub.",NA,"Minas Gerais","Caeté","Serra da Piedade, Vicinity of the summit.","-43.676944","-19.822222","UEC069102","1746","1746",NA,NA,NA,NA,"-43.676944","-19.822222",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:42:12-03","UNICAMP","UEC","161537","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","2001","10","10",NA,"Brazil",NA,NA,"Small tree to 4 m tall. Corolla white like filaments; anthers yellow. Flowers faintly fragrant and pendent with recurved petals. Fruits olive green. Locally common in the fog zone in open unshaded sites.; Campo rupestre on steep slopes","UEC039136","8417","Magnoliopsida",NA,"Seub.",NA,"Minas Gerais","Caeté","Serra da Piedade, Vicinity of the summit.","-43.676944","-19.822222","UEC039136","1746","1746",NA,NA,NA,NA,"-43.676944","-19.822222",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:42:12-03","UNICAMP","UEC","92619","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","16",NA,"Brazil",NA,NA,"árvore, 6m alt.; pétalas creme, anteras amarelas; ramos e face inferior das folhas ferrugíneos.; floresta ombrófila densa","UEC045845","975","Magnoliopsida",NA,"Seub.","Capistrano, TR","São Paulo","Cunha","Parque estadual da Serra do Mar, Núcleo Cunha. Trilha da Pedra ao Indaiá, pastagem abandonada por 10-15 anos.","-44.993333","-23.245833",NA,"1070","1070","2012",NA,NA,NA,"-44.993333","-23.245833",NA,"05",NA,NA,NA,NA,NA
"57","2019-08-20 10:27:07-03","UNICAMP","UEC","150248","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Bertoncello, R; Pansonato, M",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC095324","s.n.","Magnoliopsida",NA,"Seub.","Bertoncello, R","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758","UEC095324","1200","1200","2008","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-04-22 16:25:40-03","UFPB","JPB","42268","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Agra, MF; et al.","2001","03","16","Southern America","Brasil",NA,NA,"; HABITAT: Campos rupestres; DESC: Arbusto, ca. 2 m alt.; Flores violáceas, corola ca. 3 cm diâmetro.",NA,"6294","Angiosperma","Dicotyledon","Seub.","Agra, MF","Bahia","Palmeiras","Chapada Diamantina, Morrodo pai Inácio.","-41.475","-12.458333",NA,NA,NA,"2004",NA,NA,NA,"-41.475","-12.458333",NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:06:50-03","FURB","FURB","60701","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Brotto, M.L.; Völtz, R.R.; Bizarro, O.M.R.","2015","09","13",NA,"Brasil",NA,NA,"3,5m, frutos imaturos verde-claros. Habitat: Floresta Ombrófila Densa Altomontana Habito: Árvore","FURB60701","2003",NA,NA,"Seub.","Brotto, M.L.","Paraná","Guaraqueçaba","Pico Bico Torto.","-48.185","-25.2183334","FURB60701","585","585","2015",NA,NA,NA,"-48.1850000","-25.2183334",NA,"09","23",NA,NA,NA,NA
"60","2021-03-16 17:51:54-03","UCS","HUCS","45630","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Brotto, M.L.","2015","09","13",NA,"Brasil",NA,NA,"Árvore de 3,5m; frutos imaturos verde-claros.; Floresta Ombrófila Densa Altomontana",NA,"2003","Angiospermae","Ericales","Seub.","Brotto, M.L.","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333",NA,"585","585","2015",NA,NA,NA,"-48.185","-25.218333",NA,"09","23",NA,NA,NA,NA
"61","2020-04-27 16:11:49-03","UFES","VIES","26762","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Guedes, M.L.; Velloso, E.; et al.","2011","07","21",NA,"Brasil",NA,NA,NA,"VIES026762","18979",NA,NA,"Seub.","Guedes, M.L.","Bahia","Piatã","Chapada Diamantina.","-41.7728004455566","-13.1519002914429","VIES026762",NA,NA,"2012","41184","auto",NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"62","2019-12-19 16:37:06-03","UNESP-IBB","BOTUW","1374","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTUW001374",NA,NA,NA,"Seub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-19 16:37:06-03","UNESP-IBB","BOTUW","1375","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTUW001375",NA,NA,NA,"Seub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-19 16:37:06-03","UNESP-IBB","BOTUW","2336","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Ceccantini, G.C.T.","1994","08","22",NA,"Brasil",NA,NA,NA,"BOTUW002336","458",NA,NA,"Seub.",NA,"Minas Gerais","Patrocínio","Mata dos carvões, próximo a cerca da Mata, Serra do Salitre","-46.993611","-18.944722",NA,"1050","1050",NA,NA,NA,NA,"46º 59' 37'' W","18º 56' 41'' S",NA,NA,NA,NA,NA,NA,NA
"65","2019-12-19 16:37:06-03","UNESP-IBB","BOTUW","2038","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Sonsin, J.O & Campos J.C","2006","03","07",NA,"Brasil",NA,NA,"Mata ciliar, altura da arvore 5,0 m, Circunferência altura do peito 17 cm.","BOTUW002038",NA,NA,NA,"Seub.","Campos, J.C","S.Paulo","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","BOTUW002038_w1",NA,NA,NA,NA,NA,NA,"48° 31'26,1 W","23° 02' 55,5 S",NA,NA,NA,NA,NA,NA,NA
"66","2019-12-19 16:37:06-03","UNESP-IBB","BOTUW","2039","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Sonsin, J.O & Campos J.C","2007","03","07",NA,"Brasil",NA,NA,"Mata ciliar, altura da arvore 4,2 m, Circunferência altura do peito 14 cm.","BOTUW002039",NA,NA,NA,"Seub.","Campos, J.C","S.Paulo","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875",NA,NA,NA,NA,NA,NA,NA,"48° 31'26,1 W","23° 02' 55,5 S",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-21 19:39:01-03","UFC","EAC","57684","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Guedes, M.L.; Gomes, F.S.; Oliveira, G.R.; Lisboa, M.S.","2011","10","14","Southern America","Brasil",NA,NA,"Arbusto, ca. 2 m; folhas coriáceas, discolores, face abaxial ferrugínea; flores com cálice ferrugíneo, pétalas cremes.; Campo rupestre.","EAC0057684","19123","Dicotyledon",NA,"Seub.","Guedes, M.L.","Bahia","Mucugê","Chapada Diamantina, atrás do cemitério Bizantino.","-41.366667","-13",NA,NA,NA,"2012",NA,NA,NA,"-41.366667","-13",NA,"02",NA,NA,NA,NA,NA
"68","2020-12-21 16:46:06-03","MBM","MBM","320663","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Mello-Silva, R.; Forzza, R.C.; Forzza, R.C.","2004","12","27","Southern America","Brazil",NA,NA,"Árvore 5m alt. Folhas discolores, verde-brilhantes na face adaxial. Face abaxial verde-acizentada nasmais velhas e ferrugíneas nas mais novas. Cálice ferrugíneo. Corola alva. Estilete alvo. Estigma púmbeo. Anteras amarelo-ouro. Flor","MBM320663","2783",NA,NA,"Seub.","Pirani, P.R.","Bahia","Piatã","Serra de Santana, Trilha para a Capela do Senhor do Bonfim, imediatamente a leste da cidade","-41.765","-13.151111","MBM320663","1359","1359","2006",NA,NA,NA,"-41.765","-13.151111",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:46:06-03","MBM","MBM","346226","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Guedes, M.L.; et al.; et al.","2008","03","15","Southern America","Brazil",NA,NA,"Arbusto, de ca. 1,70m de altura. Folhas coriáceas, discolores, face abaxial ferrugínea. Flores axilares, cálice ferrigíneo, pétalas alvas, estames amarelos. Ocasional. Cmapo rupestre","MBM346226","14205",NA,NA,"Seub.",NA,"Bahia","Chapada Diamantina","Morro do Chapéu",NA,NA,"MBM346226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:46:06-03","MBM","MBM","397344","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Roher, D.; Daniel, V.; Daniel, V.","2013","04","24","Southern America","Brazil",NA,NA,"Arbórea de aprox. 10m de altura e 78cm de CAP, tronco levemente rosáceo, com botões florais.; Floresta Ombrófila Mista.","MBM397344","s.n.",NA,NA,"Seub.","Cordeiro, J.","Paraná","Tijucas do Sul",NA,"-49.033211","-25.779467","MBM397344",NA,NA,"2015",NA,NA,NA,"-49.033211","-25.779467",NA,"06","01",NA,NA,NA,NA
"71","2020-12-21 16:46:06-03","MBM","MBM","397811","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Brotto, M.L.","2015","06","15","Southern America","Brazil",NA,NA,"Árvore de 7m de altura; flor de corola branca e cálice ferrugíneo.; Floresta Ombrófila Densa Altomontana.","MBM397811","1952",NA,NA,"Seub.","Brotto, M.L.","Paraná","Adrianópolis","Parque Estadual das Lauráceas, topo de morro","-48.716667","-24.863611","MBM397811","1040","1040","2015",NA,NA,NA,"-48.716667","-24.863611",NA,"07","08",NA,NA,NA,NA
"72","2020-12-21 16:46:06-03","MBM","MBM","400358","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Brotto, M.L.; Völtz, R.R.; Bizarro, O.M.R.; Völtz, R.R.; Bizarro, O.M.R.","2015","09","13","Southern America","Brazil",NA,NA,"Árvore de 3,5m; frutos imaturos verde-claros.; Floresta Ombrófila Densa Altomontana.","MBM400358","2003",NA,NA,"Seub.","Brotto, M.L.","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","MBM400358","585","585","2015",NA,NA,NA,"-48.185","-25.218333",NA,"09","23",NA,NA,NA,NA
"73","2020-12-21 16:46:06-03","MBM","MBM","240019","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Souza, V.C.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM240019","22660",NA,NA,"Seub.","Souza, V.C.","Bahia","Barra da Estiva","Estrada Barra da Estiva","-41.3269004821777","-13.6260995864868","MBM240019",NA,NA,NA,"61861","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:46:06-03","MBM","MBM","123891","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM123891","36471",NA,NA,"Seub.",NA,"Bahia","Jacobina","Oeste de Jacobina, Serra do Tombador","-40.5182991027832","-11.1806001663208","MBM123891",NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:46:06-03","MBM","MBM","139745","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hage, J.L.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM139745","2328",NA,NA,"Seub.","Santos, T.S. dos","Bahia","Morro do Chapéu","Rod. BA-052","-41.1561012268066","-11.5500001907349","MBM139745",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:46:06-03","MBM","MBM","243769","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Sano, P.T.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM243769","14489",NA,NA,"Seub.","Pirani, J.R.","Bahia","Piatã","Estrada Piatã - Inúbia","-41.7728004455566","-13.1519002914429","MBM243769",NA,NA,NA,"41184","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:46:06-03","MBM","MBM","254849","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Forzza, R.C.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM254849","1170",NA,NA,"Seub.","Forzza, R.C.","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192","MBM254849",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:46:06-03","MBM","MBM","151386","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM151386","25958",NA,NA,"Seub.","Harvey, R.M.","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192","MBM151386",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:46:06-03","MBM","MBM","140327","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Arbo, M.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM140327","4556",NA,NA,"Seub.","Schinini, A.","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242","MBM140327",NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:46:06-03","MBM","MBM","10082","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM010082","20942",NA,NA,"Seub.","Smith, S.F.; L.B.","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari","-49.1150016784668","-25.2061004638672","MBM010082",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:46:06-03","MBM","MBM","22022","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Arvoreta 4m, flor alvecente, anteras amarelas. Mara encosta de morro.","MBM022022","26534",NA,NA,"Seub.","Fritsch, P.W.","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895","MBM022022","1100","1100","2010","12577","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"82","2020-12-21 16:46:06-03","MBM","MBM","10081","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Árvore 15m, tronco 25 cm diâmetro, flor alva, anteras amarelas. Mata as margens de rio","MBM010081","21285",NA,NA,"Seub.","Fritsch, P.W.","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375","MBM010081","1000","1000","2010","17116","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"83","2020-12-21 16:46:06-03","MBM","MBM","243768","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM243768","24464",NA,NA,"Seub.","Harvey, Y.B.","Bahia",NA,"Alto do Pico das Almas",NA,NA,"MBM243768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:46:06-03","MBM","MBM","249754","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Mello, E.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM249754","1234",NA,NA,"Seub.","Nunes, J.","Bahia","Lençóis","Morro da Chapadinha","-41.3899993896484","-12.563099861145","MBM249754",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:46:06-03","MBM","MBM","145004","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Sobral, M.; et al.; et al.","1990","04",NA,"Southern America","Brazil",NA,NA,"Arvoreta 4m, em interior de mata litorânea, flores brancas","MBM145004","6213",NA,NA,"Seub.","Fritsch, P.W.","Paraná","Quatro Barras","Trilha dos Jesuítas","-49.0769004821777","-25.3656005859375","MBM145004",NA,NA,"2010","17116","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"86","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514325","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Irwin, H.S.|Harley, R.M.|Onishi, E.","1971","1","14",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514325' target='other'> <mi>dwc_moreinfo</mi></a>","P04514325",NA,NA,NA,"Seub.",NA,"Minas Gerais",NA,"At summit of Serra da Piedade, ca. 35km E. of Belo Horizonte, near BR-31.",NA,NA,"P04514325_01","1800","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30322",NA,NA
"87","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514326","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.","1980","5","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514326' target='other'> <mi>dwc_moreinfo</mi></a>","P04514326",NA,NA,NA,"Seub.",NA,"Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga","-41.2","-11.58333","P04514326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22775",NA,NA
"88","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514335","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514335' target='other'> <mi>dwc_moreinfo</mi></a>","P04514335",NA,NA,NA,"Seub.",NA,NA,NA,NA,NA,NA,"P04514335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3091",NA,NA
"89","2015-09-04 15:38:03-03","MNHN","RECOLNAT_MNHN_P","P04514344","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Lund",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514344' target='other'> <mi>dwc_moreinfo</mi></a>","P04514344",NA,NA,NA,"Seub.",NA,"São Paulo",NA,NA,NA,NA,"P04514344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728",NA,NA
"90","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514327","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Blanchet|DeCandolle","1869","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514327' target='other'> <mi>dwc_moreinfo</mi></a>","P04514327",NA,NA,NA,"Seub.",NA,NA,NA,NA,NA,NA,"P04514327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3614",NA,NA
"91","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514330","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Glaziou, A.",NA,NA,NA,NA,"Brasil","hb",NA,"Reçu le 10 janvier 1876. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514330' target='other'> <mi>dwc_moreinfo</mi></a>","P04514330",NA,NA,NA,"Seub.",NA,"Rio de Janeiro",NA,"Brésil. Province de Rio Janeiro.",NA,NA,"P04514330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3051",NA,NA
"92","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514332","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Claussen, P.","1841","1","1",NA,"Brasil","hb",NA,"8 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514332' target='other'> <mi>dwc_moreinfo</mi></a>","P04514332",NA,NA,NA,"Seub.",NA,"Minas Gerais",NA,NA,NA,NA,"P04514332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1473",NA,NA
"93","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514333","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Claussen","1841","1","1",NA,"Brasil","hb",NA,"1473. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514333' target='other'> <mi>dwc_moreinfo</mi></a>","P04514333",NA,NA,NA,"Seub.",NA,"Minas Gerais",NA,"Brésil (Minas Geraës).",NA,NA,"P04514333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"94","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514337","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Glaziou, A.","1888","4","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514337' target='other'> <mi>dwc_moreinfo</mi></a>","P04514337",NA,NA,NA,"Seub.",NA,"Rio de Janeiro",NA,"Serra dos Orgãos",NA,NA,"P04514337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17127",NA,NA
"95","2015-09-04 15:38:02-03","MNHN","RECOLNAT_MNHN_P","P04514338","PreservedSpecimen",NA,"Styracaceae","Styrax","martii","Styrax martii","Glaziou, A.","1888","4","20",NA,"Brasil","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04514338' target='other'> <mi>dwc_moreinfo</mi></a>","P04514338",NA,NA,NA,"Seub.",NA,"Rio de Janeiro",NA,"Serra dos Orgãos",NA,NA,"P04514338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17127",NA,NA
