"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2019-10-09 11:12:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Félix, LP; Miranda, AM; Grillo, M; Duarte, D; Costa, B","5667","1993","03","07","Southern America","Brasil","Pernambuco",NA,NA,NA,NA,"Flores esbranquiçadas, frates rubro na maturação. Frequente.",NA,NA,"Arquipélago de Fernando de Nor",NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:12:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Miranda, AM; Félix, LP; Guedes, ML; Grillo, M","778","1993","05","31","Southern America","Brasil","Pernambuco","Morro da Quixaba","-32.425","-3.836111",NA,"ca. 2m alt. Frutos inicialmente verde, depois marrom. Folha adaxial marrom e verde-claro abaxial. Frequente.",NA,NA,"Arquipélago de Fernando de Nor",NA,NA,NA,"1998","12",NA,NA,NA,"-32.425","-3.836111",NA,NA,NA,NA,NA
"47","2019-10-09 11:12:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Miranda, AM","Miranda, AM; Félix, LP","2853","1997","10","01","Southern America","Brasil","Pernambuco","Morro do Francês",NA,NA,NA,"Botões florais arroxeados. Frutos imaturos. Frequente.",NA,NA,"Arquipélago de Fernando de Nor",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:12:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Miranda, AM; Félix, LP; Guedes, ML; Grillo, M","921","1993","06","02","Southern America","Brasil","Pernambuco","Morro do Francês","-32.425","-3.836111",NA,"Folhas coriáceas, discolor. Frutos maduros vinho e imaturos verdes.",NA,NA,"Arquipélago de Fernando de Nor",NA,NA,NA,"1998","12",NA,NA,NA,"-32.425","-3.836111",NA,NA,NA,NA,NA
"49","2019-10-09 11:12:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Miranda, AM; Félix, LP; Guedes, ML; Grillo, M","947","1993","06","03","Southern America","Brasil","Pernambuco","Morro do Pico","-32.425","-3.836111",NA,"Folhas coriáceas, discolor. Frutos imaturos verdes e maduros vinhos.",NA,NA,"Arquipélago de Fernando de Nor",NA,NA,NA,"1998","12",NA,NA,NA,"-32.425","-3.836111",NA,NA,NA,NA,NA
"50","2019-10-09 11:12:31-03","UFBA","ALCB","08083","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Grupo Pedra do Cavalo","739","1980","09",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Vale do Rios Jacuípe e Paraguaçu. Ipuaçu","-39.083333","-12.533333",NA,"ca. 3m de altura. Inflorescências terminais corimbosas com flores em botão.",NA,NA,"Cachoeira","120","120",NA,"1998","12",NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA
"51","2019-10-09 11:12:31-03","UFBA","ALCB","08084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Grupo Pedra do Cavalo","800","1980","09",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçu. Ipuaçu","-39.083333","-12.533333",NA,"ca. 2m de altura. Folhas coriáceas. Flores alvas. Inflorescências terminais. Pedúnculo floral e filetes vermelhos.",NA,NA,"Cachoeira","120","120",NA,"1998","12",NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA
"52","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164876","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Cornejo X","Lindeman JC",NA,"1954","03","01","Southern America","Surinam",NA,"Conecession Haenen W of mouth of Coppename R, in Hura crepitans marsh forest M of Line 13 p. 22.",NA,NA,NA,"In Hura crepitans marsh forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164876","NL-U1164876",NA,NA,NA,NA,"2012","10","01",NA,NA,NA,NA,"Magnoliopsidae","U 0072306",NA,NA,NA
"53","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164877","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Cornejo X","Christenhusz MJM; Bollendorff SM; Kennedy H",NA,"2003","02","19","Southern America","French Guiana",NA,"Commune Kourou-Îles du Salut, Îles Royale.","-52.65","5.15",NA,"Somewhat dryish and coastal vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164877","NL-U1164877",NA,NA,NA,NA,"2012","10","01",NA,NA,"-52.65","5.15","Magnoliopsidae","U 0101689",NA,NA,NA
"54","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164878","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Cornejo X","Loubry D",NA,"1995","11","16","Southern America","French Guiana",NA,NA,NA,NA,NA,"Forêt secondaire sur une ile.Fructification.Peuplement très dense formé par cet arbuste sur la pointe Est de la façade continentale.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164878","NL-U1164878",NA,NA,NA,NA,"2012","10","01",NA,NA,NA,NA,"Magnoliopsidae","U 0069747",NA,NA,NA
"55","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164879","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Cremers GA",NA,"1983","02","21","Southern America","Guyana",NA,"Iles du Salut; Ile Royale Face Nord de l 'Ile.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164879","NL-U1164879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0166985",NA,NA,NA
"56","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164880","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Cornejo X","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","11","01","Southern America","Surinam",NA,NA,NA,NA,NA,"Remnant of rainforest on hill-side with many large rocks (so called dragon teeth).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164880","NL-U1164880",NA,NA,NA,NA,"2012","10","01",NA,NA,NA,NA,"Magnoliopsidae","U 0072304",NA,NA,NA
"57","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164881","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Mennega AMW",NA,"1954","10","04","Southern America","Surinam",NA,"Pauluskreek, stroomgebied van Suriname-Rivier, ca 5 km ten Zuiden van Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164881","NL-U1164881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0166984",NA,NA,NA
"58","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164899","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"HW; ES",NA,"1979","02","23","Southern America","Venezuela",NA,"Estado Falcon. Parque Nacional Quebrada el Toro. Selva siempreverde ( Seasonal evergreen Forest).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164899","NL-U1164899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"59","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164900","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Breteler FJ",NA,"1964","12","16","Southern America","Venezuela",NA,"Venezuela, Península Paraguaná. Cerro Santa Ana. Low, primary forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164900","NL-U1164900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"60","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164901","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Trujillo B; Torres S; Salas S",NA,"1978","01","19","Southern America","Venezuela",NA,"Boca del Uribante 19 Km mas ! alla del cano Anura, Edo. Barinas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164901","NL-U1164901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"61","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U.1164875","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Cornejo X","Harris EM; Quigley MF; Hoosein M; Philips C",NA,"1991","10","18","Southern America","Guyana","Upper Takutu - Upper Essequibo","6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills.","-59.35","3.016667",NA,"Seasonally deciduous lowland forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1164875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1164875","NL-U1164875",NA,NA,NA,NA,"2012","10","01",NA,NA,"-59.35","3.016667","Magnoliopsidae","U 0072305",NA,NA,NA
"62","2020-02-08 08:53:24-03","NBC","NL-BOTANY","L.1055631","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1055631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1055631","NL-L1055631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3828",NA,NA,NA
"63","2020-02-08 08:53:24-03","NBC","NL-BOTANY","L.1055632","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1055632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1055632","NL-L1055632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3828",NA,NA,NA
"64","2020-02-08 08:53:24-03","NBC","NL-BOTANY","L.3755067","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Bordenave BG; Troon F van; Troon I van; James J",NA,"2006","04","15","Southern America","Surinam",NA,"Suriname. Mts Bakhuis, concession BMS: Zone 24, Nord-Est.","-57.137667","4.385667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3755067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3755067","NL-L3755067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-57.137667","4.385667","Magnoliopsidae",NA,NA,NA,NA
"65","2020-02-08 08:53:24-03","NBC","NL-BOTANY","L.4365382","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4365382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4365382","NL-L4365382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3828",NA,NA,NA
"66","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U 0050980","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 3828",NA,NA,NA
"67","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U 0050981","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 3828",NA,NA,NA
"68","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U 0259764","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Nee MH; Mori SA",NA,NA,NA,NA,"Southern America","Venezuela","Falcón",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30809",NA,NA,NA
"69","2020-02-08 08:53:24-03","NBC","NL-BOTANY","U 0260564","PreservedSpecimen","Plantae",NA,"Brassicales","Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0260564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3828",NA,NA,NA
"70","2020-11-04 10:55:10-03","ESALQ","ESA","139361","PreservedSpecimen","Plantae",NA,NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","A.L. Scudeler","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","389.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador, trilha ao lado direito da guarita, em frente a baia de Guanabara. Lado oposto a ilha dos biguás.","-43.2075004577637","-22.9027996063232",NA,"Liana, escandente, frutos verdes, flores com estames brancos e roxos na base, sépalas verdes, estigma verde e filete lilás.","ESA139361",NA,"Rio de Janeiro",NA,NA,NA,"2017","06","23","57442","auto","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"71","2020-11-04 10:55:10-03","ESALQ","ESA","141266","PreservedSpecimen","Plantae",NA,NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","A.L. Scudeler","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","389.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador, trilha ao lado direito da guarita, em frente a baia de Guanabara. Lado oposto a ilha dos biguás.","-43.2075004577637","-22.9027996063232",NA,"Liana, escandente, frutos verdes, flores com estames brancos e roxos na base, sépalas verdes, estigma verde e filete lilás.","ESA141266",NA,"Rio de Janeiro",NA,NA,NA,"2017","06","23","57442","auto","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"72","2019-02-15 11:35:56-02","IPA","IPA","88572","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Pavão, O.C.; et al.; et al.","s.n.","1999","09","21","Southern America","Brasil","Paraná","Fazenda Horizonte, Borda da mata.","-51.190601348877","-22.9967002868652",NA,"Arbusto ca. 50 cm de altura; botões florais verdes.","IPA0088572",NA,"Bela Vista do Paraíso",NA,NA,NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-02-15 11:35:56-02","IPA","IPA","88575","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Cotarelli, V.M.; Francisco, E.M.; Francisco, E.M.","673","2008","12","10","Southern America","Brasil","Paraná","RPPN Mata São Pedro","-51.6571998596191","-22.7553005218506",NA,"Herbácea 40cm, frutos verdes.","IPA0088575",NA,"Lupionópolis",NA,NA,NA,"2013","10","10","11262","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-02-15 11:35:56-02","IPA","IPA","89147","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Ferreira, J.A.; et al.; et al.","s.n.","1999","05","28","Southern America","Brasil","Paraná","Fazenda Congonhas","-50.9131011962891","-23.0699996948242",NA,"Arbusto ca. 50cm de altura; cortada; botões florais verdes; flores brancas; borda da mata.","IPA0089147",NA,"Rancho Alegre",NA,NA,NA,"2013","11","27","11419","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-02-15 11:35:56-02","IPA","IPA","89148","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Cruz, P.F.; Rocha, E.; Rocha, E.","s.n.","1995","11","07","Southern America","Brasil","Paraná","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Arbustiva; flor branca.","IPA0089148",NA,"Ibiporã",NA,NA,NA,"2013","11","27","20625","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-02-15 11:35:56-02","IPA","IPA","88569","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Moura, R. de; et al.; et al.","s.n.","1997","10","31","Southern America","Brasil","Paraná","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Arbustivo ca. 3m de altura ; flores brancas.","IPA0088569",NA,"Ibiporã",NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-02-15 11:35:56-02","IPA","IPA","88568","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Yoshida, A.E.; et al.; et al.","s.n.","1997","10","31","Southern America","Brasil","Paraná","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Arbustivo ca. 2,0m de altura; flores brancas.","IPA0088568",NA,"Ibiporã",NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-02-15 11:35:56-02","IPA","IPA","89142","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Silva, F.C.; Soares-Silva, L.H.; Soares-Silva, L.H.","1645","1993","11","12","Southern America","Brasil","Paraná","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Arbusto ca. 3 m de altura; botão floral verde, flores brancas; frequente na área.","IPA0089142",NA,"Ibiporã",NA,NA,NA,"2013","11","27","20625","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-02-15 11:35:56-02","IPA","IPA","89151","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Molinari, H.B.C.; et al.; et al.","s.n.","1997","10","31","Southern America","Brasil","Paraná","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Herbácea ca. 3m de altura; flor corola branca.","IPA0089151",NA,"Ibiporã",NA,NA,NA,"2013","11","27","20625","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-02-15 11:35:56-02","IPA","IPA","88581","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silvaa, M.B.","Dias, M.C.; et al.; et al.","441","1989","11","13","Southern America","Brasil","Paraná","Fazenda Doralice, Interior da mata.","-51.0480995178223","-23.2691993713379",NA,"Arbusto ca. 1m de altura, flores brancas.","IPA0088581",NA,"Ibiporã",NA,NA,NA,"2013","10","10","20625","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-02-15 11:35:56-02","IPA","IPA","88580","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silvaa, M.B.","Dias, M.C.; et al.; et al.","385","1988","11","10","Southern America","Brasil","Paraná","Reserva do ITCF","-51.0480995178223","-23.2691993713379",NA,"Arbusto ca. 2m de altura; flores hermafroditas com estames brancos e corola branco-esverdeada.","IPA0088580",NA,"Ibiporã",NA,NA,NA,"2013","10","10","20625","auto",NA,NA,NA,NA,NA,NA,NA
"82","2019-02-15 11:35:56-02","IPA","IPA","89149","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, M.B.","Galdino, H.C.; et al.; et al.","s.n.","1996","10","06","Southern America","Brasil","Paraná","Fazenda Ferraz","-51.0363998413086","-23.0585994720459",NA,"Erva ca. 30cm de altura; flores brancas; coletada na beira da trilha da mata.","IPA0089149",NA,"Sertanópolis",NA,NA,NA,"2013","11","27","19992","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-02-15 11:35:56-02","IPA","IPA","74548","S","Plantae","Plantae",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Soares Neto, R.L.","Teixeira, G.","2860","1965","09","24","Southern America","Brasil","Pernambuco","Margens do Açude Biocopeba","-35.1796989440918","-7.89666986465454",NA,"Arvoreta com flores de cálice arroxeado e colora alva.","IPA0074548",NA,"Paudalho",NA,NA,NA,"2013","10","16","17062","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-02-15 11:36:00-02","IPA","IPA","21894","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, M.B.; Silva, W.C. da","Andrade-Lima","706105","1970","11","14","Southern America","Brasil","Pernambuco","Fazenda Nova, Antas, Alto da Serra do Cumunati.","-37.1231002807617","-9.11139011383057",NA,"Arbusto","IPA0021894",NA,"Águas Belas",NA,NA,NA,"1995","08",NA,"36545","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-02-15 11:36:00-02","IPA","IPA","83507","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Farney, C.","Farney, C.; Gomes, J.C.; Gomes, J.C.","4096","2000","07","05","Southern America","Brasil","Rio de Janeiro","Serra de Sapiatiba","-42.1027984619141","-22.8391990661621",NA,"Arbusto escandente; folhas verdes discolores, flores em botões verdes; flores com cálice verde; corola verde clara; estames com filetes vermelhos na base, alvos para o ápice; anteras brancas.; Mata na vertente N, 260 m.s.m. Floresta E","IPA0083507",NA,"São Pedro da Aldeia",NA,NA,NA,"2004","07",NA,"20879","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-07-26 11:39:39-03","IPA","IPA","22049","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, M.B.; Silva, W.C. da","Gomes, A.","164","1976","09","25","Southern America","Brasil","Pernambuco",NA,"-32.393889","-3.878611",NA,NA,"IPA0022049",NA,"Ilha de Fernando de Noronha",NA,NA,NA,"2000",NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA
"87","2019-02-15 11:36:00-02","IPA","IPA","39292","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, M.B.; Silva, W.C. da","Ridley; Léa; Ramage; Léa; Ramage","4",NA,NA,NA,"Southern America","Brasil","Pernambuco","ilha da Sapata.","-32.393889","-3.878611",NA,NA,"IPA0039292",NA,"Ilha de Fernando de Noronha",NA,NA,NA,"2000",NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA
"88","2019-02-15 11:36:00-02","IPA","IPA","39293","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, M.B.; Silva, W.C. da","Ridley; Lea; Ramage; Lea; Ramage","4","1891","09",NA,"Southern America","Brasil","Pernambuco","Abundante ao redor do lago","-32.393889","-3.878611",NA,NA,"IPA0039293",NA,"Ilha de Fernando de Noronha",NA,NA,NA,"2000",NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA
"89","2019-02-15 11:36:00-02","IPA","IPA","39294","S","Plantae","Plantae",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, M.B.; Silva, W.C. da","Ule","9039","1910","10",NA,"Southern America","Brasil","Ceará","Serra do Maranguape",NA,NA,NA,"Arbusto 2-5m","IPA0039294",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
