"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"369","2020-12-21 16:37:24-03","MBM","MBM","102104","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Klein, R.; Souza; Souza","7320","1967","03","16","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Bis","MBM102104","MBM102104",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","27000","auto",NA,NA,NA,NA,NA,NA
"370","2020-12-21 16:37:24-03","MBM","MBM","232565","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","2606","1956","02","04","Brazil","Santa Catarina","Ibirama","Estação Florestal","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"MBM232565",NA,NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","18533","auto",NA,NA,NA,NA,NA,NA
"371","2020-12-21 16:37:24-03","MBM","MBM","52680","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","5718","1957","12","18","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"MBM052680","MBM052680",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","37150","auto",NA,NA,NA,NA,NA,NA
"372","2020-12-21 16:37:24-03","MBM","MBM","52681","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Hatschbach, G.","11842","1964","11","12","Brazil","Paraná","Cerro Azul","Barra do Onças","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM052681","MBM052681",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","32006","auto",NA,NA,NA,NA,NA,NA
"373","2020-12-21 16:37:24-03","MBM","MBM","97681","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Klein, R.; et al.; et al.","7320","1967","03","16","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Bis","MBM097681","MBM097681",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","27000","auto",NA,NA,NA,NA,NA,NA
"374","2020-12-21 16:37:24-03","MBM","MBM","223065","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Hatschbach, G.","20301","1968","11","12","Brazil","Paraná","Campina Grande do Sul","Serra da Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM223065","MBM223065",NA,NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"375","2020-12-21 16:37:24-03","MBM","MBM","301191","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.",NA,NA,"Scheer, M.B.; et al.; et al.","459","2003","09","07","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM301191","MBM301191",NA,NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"376","2020-12-21 16:37:24-03","MBM","MBM","237848","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Hatschbach, G.","18337","1968","01","19","Brazil","Paraná","Guarapuava","Fazenda Cinco Capões","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"MBM237848","MBM237848",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","53832","auto",NA,NA,NA,NA,NA,NA
"377","2020-12-21 16:37:24-03","MBM","MBM","237847","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Legrand, D.",NA,"Hatschbach, G.","18253","1968","01","04","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM237847","MBM237847",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","41937","auto",NA,NA,NA,NA,NA,NA
"378","2020-12-21 16:37:24-03","MBM","MBM","96347","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Kummrow, R.; Hatschbach, G.; Hatschbach, G.","2534","1984","11","23","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM096347","MBM096347",NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"379","2020-12-21 16:37:24-03","MBM","MBM","73196","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Kummrow, R.","1707","1982","01","28","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM073196","MBM073196",NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"380","2020-12-21 16:37:24-03","MBM","MBM","19605","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","22193","1969","12","11","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM019605","MBM019605",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30514","auto",NA,NA,NA,NA,NA,NA
"381","2020-12-21 16:37:24-03","MBM","MBM","186030","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Kawasaki, M.L.",NA,"Hatschbach, G.; Landrum, L.R.; Silva, J.M.; Landrum, L.R.; Silva, J.M.","64006","1995","12","02","Brazil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM186030","MBM186030",NA,NA,NA,NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"382","2020-12-21 16:37:24-03","MBM","MBM","52682","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","12100","1965","01","14","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM052682","MBM052682",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","46557","auto",NA,NA,NA,NA,NA,NA
"383","2020-12-21 16:37:24-03","MBM","MBM","161286","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.",NA,NA,"Roderjan, C.V.","1029","1992","10","22","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM161286","MBM161286",NA,NA,NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"384","2020-12-21 16:37:24-03","MBM","MBM","167957","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Roderjan, C.V.","977","1992","03","01","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM167957","MBM167957",NA,NA,NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"385","2020-12-21 16:37:24-03","MBM","MBM","35730","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana","(O.Berg) Kiaersk.","Hatschbach, G.",NA,"Hatschbach, G.","35776","1975","01","21","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM035730","MBM035730",NA,NA,NA,NA,NA,"Southern America",NA,"richardiana","17116","auto",NA,NA,NA,NA,NA,NA
"386","2020-12-21 16:37:24-03","MBM","MBM","1171","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","14577","1966","08","12","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM001171","MBM001171",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","45291","auto",NA,NA,NA,NA,NA,NA
"387","2020-12-21 16:37:24-03","MBM","MBM","193632","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.",NA,NA,"Sucre, D.","7381","1971","02","03","Brazil","Rio de Janeiro","Rio de Janeiro","Subida ao pico da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"MBM193632","MBM193632",NA,NA,NA,NA,NA,"Southern America",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"388","2020-12-21 16:37:24-03","MBM","MBM","98202","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Silveira, N.; Frosi; Frosi","571","1983","03","18","Brazil","Rio Grande do Sul","Cambará do Sul","Estrada para Fortaleza, 4 Km da cidade","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM098202","MBM098202",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"389","2020-12-21 16:37:24-03","MBM","MBM","98205","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Mattos, J.; et al.; et al.","20068","1978","09","27","Brazil","Rio Grande do Sul","Maquiné","Serra Geral, de Maquiné a São Francisco de Paula","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,NA,"MBM098205","MBM098205",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","28094","auto",NA,NA,NA,NA,NA,NA
"390","2020-12-21 16:37:24-03","MBM","MBM","196306","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Jarenkow, J.A.","2033","1992","01","07","Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM196306","MBM196306",NA,NA,NA,NA,NA,"Southern America",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"391","2020-12-21 16:37:24-03","MBM","MBM","124594","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(Berg) Kiaersk.","Sobral, M.",NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","52325","1988","10","01","Brazil","Santa Catarina","Laguna","Cabeçudas","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM124594","MBM124594",NA,NA,NA,NA,NA,"Southern America",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA
"392","2020-12-21 16:37:24-03","MBM","MBM","98188","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.",NA,"Mattos, J.","146","1954","01","31","Brazil","Santa Catarina","São Joaquim","Capão da Uvalha","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM098188","MBM098188",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","48290","auto",NA,NA,NA,NA,NA,NA
"393","2020-12-21 16:37:24-03","MBM","MBM","153682","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.",NA,"Mattos, J.","5097","1958","02","01","Brazil","Santa Catarina","São Joaquim","Rio Catilina","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM153682","MBM153682",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","48290","auto",NA,NA,NA,NA,NA,NA
"394","2020-12-21 16:37:24-03","MBM","MBM","232564","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Mattos, J.",NA,"Mattos, J.; et al.; et al.","s.n.","1956","01","15","Brazil","Santa Catarina","São Joaquim","Varginha","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM232564",NA,NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","48290","auto",NA,NA,NA,NA,NA,NA
"395","2020-12-21 16:37:24-03","MBM","MBM","2731","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","10833","1961","03","03","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,NA,NA,NA,"MBM002731","MBM002731",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","12814","auto",NA,NA,NA,NA,NA,NA
"396","2020-12-21 16:37:24-03","MBM","MBM","189684","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Aguiar, O.T.",NA,"Robim, M.J.","468","1987","09",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM189684","MBM189684",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","21048","auto",NA,NA,NA,NA,NA,NA
"397","2020-12-21 16:37:24-03","MBM","MBM","232562","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","18180","1967","12","26","Brazil","Paraná","Campina Grande do Sul","Guaricana","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM232562",NA,NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"398","2020-12-21 16:37:24-03","MBM","MBM","4922","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","18180","1967","12","26","Brazil","Paraná","Campina Grande do Sul","Morro Guaricana","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM004922","MBM004922",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"399","2020-12-21 16:37:24-03","MBM","MBM","232560","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Hatschbach, G.","8640","1961","11","12","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Ribeirão do Cedro","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM232560",NA,NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"400","2020-12-21 16:37:24-03","MBM","MBM","49515","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","8640","1961","11","12","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Ribeirão do Cedro","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM049515","MBM049515",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"401","2020-12-21 16:37:24-03","MBM","MBM","75780","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","17873","1967","11","16","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM075780","MBM075780",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"402","2020-12-21 16:37:24-03","MBM","MBM","2463","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","15318","1966","11","30","Brazil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM002463","MBM002463",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30514","auto",NA,NA,NA,NA,NA,NA
"403","2020-12-21 16:37:24-03","MBM","MBM","2379","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","15931","1967","02","03","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM002379","MBM002379",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","45291","auto",NA,NA,NA,NA,NA,NA
"404","2020-12-21 16:37:24-03","MBM","MBM","49514","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","8538","1961","11","17","Brazil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"MBM049514","MBM049514",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","25228","auto",NA,NA,NA,NA,NA,NA
"405","2020-12-21 16:37:24-03","MBM","MBM","153680","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.",NA,"Silveira, N.","3876","1987","02","12","Brazil","Rio Grande do Sul","Cambará do Sul","15km de Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM153680","MBM153680",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"406","2020-12-21 16:37:24-03","MBM","MBM","98206","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Silveira, N.; Frosi, R.; Frosi, R.","599","1983","03","18","Brazil","Rio Grande do Sul","Cambará do Sul","15km de Cambará do Sul, rodovia para São Francisco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM098206","MBM098206",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"407","2020-12-21 16:37:24-03","MBM","MBM","98201","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Mattos, J.; Silveira, N.; Silveira, N.","23509",NA,NA,NA,"Brazil","Rio Grande do Sul","Cambará do Sul","15km S de Cambará do Sul, rodovia para São Francisco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM098201","MBM098201",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"408","2020-12-21 16:37:24-03","MBM","MBM","98200","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Mattos, J.; et al.; et al.","22355","1981","02",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","8km da encruzilhada para Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM098200","MBM098200",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"409","2020-12-21 16:37:24-03","MBM","MBM","153681","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.",NA,"Silveira, N.","9551","1990","07","18","Brazil","Rio Grande do Sul","Cambará do Sul","Lajeado da Margarida","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM153681","MBM153681",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","30776","auto",NA,NA,NA,NA,NA,NA
"410","2020-12-21 16:37:24-03","MBM","MBM","98203","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"J.; Mattos, N.; Mattos, N.","22539","1981","03","17","Brazil","Rio Grande do Sul","São Francisco de Paula","Boca da Serra, rodovia para Porto Alegre","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM098203","MBM098203",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","76715","auto",NA,NA,NA,NA,NA,NA
"411","2020-12-21 16:37:24-03","MBM","MBM","175601","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Smith, S.F.",NA,"Wasum, R.; et al.; et al.","10539","1995","01","18","Brazil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional I","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM175601","MBM175601",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","76715","auto",NA,NA,NA,NA,NA,NA
"412","2020-12-21 16:37:24-03","MBM","MBM","267859","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Smith, S.F.",NA,"Wasum, R.","887","2001","01","07","Brazil","Rio Grande do Sul","São Francisco de Paula","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM267859","MBM267859",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","76715","auto",NA,NA,NA,NA,NA,NA
"413","2020-12-21 16:37:24-03","MBM","MBM","95949","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Klein, R.M.","9891","1971","11","16","Brazil","Santa Catarina","Governador Celso Ramos","Jordão","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,NA,"MBM095949","MBM095949",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","13751","auto",NA,NA,NA,NA,NA,NA
"414","2020-12-21 16:37:24-03","MBM","MBM","49513","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","3185","1956","05","03","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM049513","MBM049513",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"415","2020-12-21 16:37:24-03","MBM","MBM","49511","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","3261","1956","06","07","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM049511","MBM049511",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"416","2020-12-21 16:37:24-03","MBM","MBM","232561","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","3185","1956","05","03","Brazil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM232561",NA,NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"417","2020-12-21 16:37:24-03","MBM","MBM","49518","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Mattos, J.",NA,"Mattos, J.","146","1954","01","31","Brazil","Santa Catarina","São Joaquim","Capão da Uvalha","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM049518","MBM049518",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","48290","auto",NA,NA,NA,NA,NA,NA
"418","2020-12-21 16:37:24-03","MBM","MBM","232563","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Klein, R.","2266","1957","11","27","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,NA,"MBM232563",NA,NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","21797","auto",NA,NA,NA,NA,NA,NA
"419","2020-12-21 16:37:24-03","MBM","MBM","2365","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","15273","1966","11","23","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM002365","MBM002365",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"420","2020-12-21 16:37:24-03","MBM","MBM","3806","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","16867","1967","08","02","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM003806","MBM003806",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
"421","2020-12-21 16:37:24-03","MBM","MBM","9048","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, D.",NA,"Hatschbach, G.","20301","1968","11","12","Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM009048","MBM009048",NA,NA,NA,NA,NA,"Southern America",NA,"fenzliana","55154","auto",NA,NA,NA,NA,NA,NA
