"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","preparationType","barcode","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","sex"
"11","2021-01-14 15:25:26-03","MN","R","206997","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B. Sm.",NA,NA,NA,"Almeida, V.R. 49; Lobão, A.Q.; Costa, A.F.; Rodrigues, P. & Coser, T.S.","2005","04","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto",NA,"23",NA,"Reserva Biológica de Santa Lúcia",NA,"R010000159,R010000160","R010000159 R010000160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-04-27 16:09:03-03","UFES","VIES","26368","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Sm.","Coser, T.S.","2010","09","Coser, T.S.; Zanella, C.M. & Goetze, M.","2010","09","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto","317","28",NA,"Reserva Biológica Augusto Ruschi.",NA,"VIES026368","VIES026368","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:43:27-03","UFMG","BHCB","188084","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Sm.",NA,NA,NA,"Machado, TM; Kessous, I","2014","08","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,"Terrestre no interior de mata na trilha do Ibiaçu. Folhas verdes concolores, canaliculadas. Pedúnculo verde claro, bráctea floral e sépala laranja, pétalas liláses.","auto","653","20","Southern America","Reserva Santa Lucia",NA,"BHCB188084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-11 17:18:20-03","UFPR","UPCB","87873","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cf. capixabae","Aechmea cf. capixabae","L.B.Sm.","Kaehler, M.","2007","08","Kaehler, M. et al.","2007","07","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,"Escapo vermelho com brácteas paliáceas. Frutos vermelhos..","auto","146","13",NA,"Propriedade do Sr. Furlani.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-11 17:18:20-03","UFPR","UPCB","87872","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cf. capixabae","Aechmea cf. capixabae","L.B.Sm.","Kaehler, M.","2007","08","Kaehler, M. et al.","2007","07","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,"Escapo vermelho com brácteas paliáceas. Frutos vermelhos..","auto","147","13",NA,"Propriedade do Sr. Furlani.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","1008",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"W. Pizziolo","1984","08","Brasil","Espírito Santo","Santa Teresa","-40.539722","-19.741667",NA,NA,"Flores vermelhas, solo escuro.",NA,"123","14",NA,"25 de Julho, Alto Julião",NA,"MBML001008","MBML001008",NA,"40W32'23","19S44'30",NA,NA,NA,NA,NA,NA,NA
"17","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","11065",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"Cintia C. Chamas; et al","1995","03","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Rupestre, escapo floral verde, bráctea laranja avermelhada, pétala roxa. Trilha da divisa, meia sombra.",NA,"395","10",NA,"Estação Biológica de Santa Lúcia",NA,"MBML011065","MBML011065",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"18","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","11066",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"Cintia C. Chamas; et al","1994","10","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Terrestre, folha verde com brilho, pequeno espinhos, face inferior mais claro e com brilho, escapo floral verde avermelhado, bráctea escapal verde com manchas vermelhas, raquis amarelo avermelhado com manchas vermelhas, bráctea floral",NA,"290","27",NA,"Estação Biológica de Santa Lúcia",NA,"MBML011066","MBML011066",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"19","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","1202",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"H. Q. Boudet Fernandes; W. Boone","1986","05","Brasil","Espírito Santo","Santa Teresa","-40.539722","-19.741667",NA,NA,"Terrestre, inflorescência e sépalas vermelhas, pétalas roxas, brácteas avermelhadas, ciófila, capoeira, alto de encosta.",NA,"1965","07",NA,"25 de Julho, Alto Julião",NA,"MBML001202","MBML001202",NA,"40W32'23","19S44'30",NA,NA,NA,NA,NA,NA,NA
"20","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","14389",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"L. Kollmann; et al","2001","06","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Epífita na sombra. Sépalas e ovário laranjas. Pétalas azuis.",NA,"3987","19",NA,"Estação Biológica de Santa Lúcia",NA,"MBML014389","MBML014389_1 MBML014389_2",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"21","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","15416",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"L. Kollmann; et al","2001","09","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita na sombra. Frutos vermelhos. Sépalas lilás.",NA,"4619","18",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML015416","MBML015416",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","16762",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","04","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita, em árvore de pequeno porte, a 1m de altura, brácteas secas, inflorescência e frutos de cor vermelha, solo arenoso, lado direito da trilha. 1° subida.",NA,"128","16",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML016762","MBML016762",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","17023",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","05","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Rupícola, meia encosta, dossel aproximado 12m, frutos de cor vermelho, folhas verdes com manchas vinho na base, escarpo vermelho, brácteas de base verde, bráteas florais envelhecidas.",NA,"272","23",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017023","MBML017023",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"24","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","17122",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","07","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita, folhas de cor verde, frutos de cor vermelha, escapo floral de cor vermelha, sépalas vermelhas, pétalas azuis, meia encosta, local íngrime.",NA,"572","30",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017122","MBML017122",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","17513",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","07","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita a 2m do solo, folha verde escuro, escapo floral de cor verde avermelhado, brácteas escapais de cor verde, frutos de cor laranja, pétalas azulada, estames brancos. Fundo de vale, dossel aproximado 22m.",NA,"488","17",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017513","MBML017513",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","17830",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","10","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita, meia encosta, dossel 17m, frutos de cor vermelho, escapo e brácteas de cor vinho, folha parte ventral verde, dorsal vinho, altitude 830m.",NA,"1139","03",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017830","MBML017830",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","17899",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","09","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita a 2m do solo, meia encosta, dossel 18m, frutos de cor vermelho, folhas de cor verde com pintas vermelhas na base, escapo floral de cor vermelha. Altitude 825m.",NA,"802","04",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML017899","MBML017899",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","19054",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"R.R. Vervloet; et al","2002","12","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita a 10m do solo, folhas parte ventral verde, dorsal vinho, escapo e frutos de cor vermelha, meia encosta, meia encosta, dossel 18m, altitude 860m.",NA,"1454","10",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML019054","MBML019054",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"29","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","19722",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","A. P. G. de Faria/26-09-2002",NA,NA,"A. P. G. de Faria; et al","2002","09","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Epífita. Escapo e raque verdes. Brácteas escapais e primárias cor de vinho. Bráctea floral vinho. Sépalas verdes. Pétalas amarelas.",NA,"67","26",NA,"Estação Biológica de Santa Lúcia",NA,"MBML019722","MBML019722_1 MBML019722_2",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"30","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","21443",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","Bruno Rezende Silva/30-10-2003",NA,NA,"J. Rossini; et al","2003","09","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,"Epífita na base de um arbusto. Folhas verdes escuras. Pedúnculo amarelado. Frutos vermelhos.",NA,"523","02",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"MBML021443","MBML021443",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"31","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","23086",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. O. F. de Sousa/21/06/2005",NA,NA,"C. M. Vieira; et al","1997","08","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Epífita em tronco caído. Planta com cerca de 30cm altura. Roseta largo-infundibuliforme. Folhas verdes concolores, bainha alvacenta. Escapo semi-pêndulo, esverdeado, brácteas escapais pardacentas; raque alaranjada, ramos, ovário e cáli",NA,"971","01",NA,"Estação Biológica de Santa Lúcia",NA,"MBML023086","MBML023086",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"32","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","23826",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/01-04-2005",NA,NA,"L. Kollmann; et al","2005","02","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.820556",NA,NA,"Epífita na sombra. Frutos vermelhos.",NA,"7371",NA,NA,"Lombardia",NA,"MBML023826","MBML023826",NA,"40W33'11","19S49'14",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","23996",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/29-06-2005",NA,NA,"L. Kollmann; et al","2005","04","Brasil","Espírito Santo","Santa Teresa","-40.553889","-19.836389",NA,NA,"Epífita na sombra. Brácteas florais e séplas vermelhas, pétalas azuis.",NA,"7655","15",NA,"Santo Henrique",NA,"MBML023996","MBML023996",NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","24806",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/29-07-2005",NA,NA,"L. Kollmann; et al","2005","07","Brasil","Espírito Santo","Santa Teresa","-40.506944","-19.936111",NA,NA,"Epífita na sombra, frutos laranjas.",NA,"8170","29",NA,"Rio Saltinho",NA,"MBML024806","MBML024806",NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","24971",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/16-11-2005",NA,NA,"L. Kollmann; et al","2005","08","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"Estrada indo para a reserva.",NA,"8276","31",NA,"Estação Biológica de Santa Lúcia",NA,"MBML024971","MBML024971",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"36","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","25494",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/24-03-2006",NA,NA,"L. Kollmann; et al","2006","03","Brasil","Espírito Santo","Santa Teresa","-40.573056","-19.836944",NA,NA,"Epífita. Sépalas vermelhas e pétalas azuis.",NA,"8803","24",NA,"Santo Anselmo",NA,"MBML025494","MBML025494",NA,"40W34'23","19S50'13",NA,NA,NA,NA,NA,NA,NA
"37","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","25510",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/2005",NA,NA,"L. Kollmann; et al","2005","10","Brasil","Espírito Santo","Santa Teresa","-40.589167","-19.922222",NA,NA,"Epífita na sombra. Frutos vermelhos.",NA,"8395","26",NA,"Santo Antônio",NA,"MBML025510","MBML025510",NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA
"38","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","25601",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/21-10-2005",NA,NA,"L. Kollmann; et al","2005","10","Brasil","Espírito Santo","Santa Teresa","-40.506944","-19.936111",NA,NA,"Epífita na sombra. Frutos laranjas.",NA,"8389","21",NA,"Rio Saltinho",NA,"MBML025601","MBML025601",NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA
"39","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","27153",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/21-12-2006",NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2006","09","Brasil","Espírito Santo","Santa Leopoldina","-40.431667","-20.093889",NA,NA,"Rupícola, escapo central, pétalas roxas, sépelas laranja. Afloramento rochoso.",NA,"2871","14",NA,"Morro Agudo, Prop.: Dona Maria",NA,"MBML027153","MBML027153",NA,"40W25'54","20S5'38","150","150",NA,NA,NA,NA,NA
"40","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","27320",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","R.R. Vervloet/28-01-2008",NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","07","Brasil","Espírito Santo","Marilândia","-40.551111","-19.348333",NA,NA,"Rupícola frutos laranja com ápice vinho. Interior de mata.",NA,"2610","13",NA,"Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini",NA,"MBML027320","MBML027320",NA,"40W33'4","19S20'54","150","150",NA,NA,NA,NA,NA
"41","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","27973",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B. Smith","T.S. Coser/20-06-2011",NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","08","Brasil","Espírito Santo","Santa Leopoldina","-40.497222","-20.028889",NA,NA,"Rupícola. Botões florais laranja com ápice da corola azul. Inflorescência ereta. Mata.",NA,"1180","03",NA,"Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.",NA,"MBML027973","MBML027973",NA,"40W29'50","20S1'44","300","300",NA,NA,NA,NA,NA
"42","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","28237",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","L. Kollmann/28-12-2006",NA,NA,"L. Kollmann","2006","09","Brasil","Espírito Santo","Santa Teresa","-40.6725","-19.900278",NA,NA,"Epífita na meia sombra, cálice vermelho.",NA,"9323","23",NA,"Papaçu",NA,"MBML028237","MBML028237",NA,"40W40'21","19S54'1",NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","28487",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B. Sm.","T.S. Coser/26-01-2012",NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","08","Brasil","Espírito Santo","Santa Leopoldina","-40.470556","-20.059167",NA,NA,"Rupícola. Flores roxas. Mata fundo de vale.",NA,"1232","08",NA,"Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.",NA,"MBML028487","MBML028487",NA,"40W28'14","20S3'33","150","150",NA,NA,NA,NA,NA
"44","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","30288",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B.Smith","R.R. Vervloet/28-01-2008",NA,NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","2007","06","Brasil","Espírito Santo","Marilândia","-40.549167","-19.345833",NA,NA,"Rupícola frutos vermelho escuro. Interior de mata.",NA,"4246","13",NA,"Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini",NA,"MBML030288","MBML030288",NA,"40W32'57","19S20'45","300","300",NA,NA,NA,NA,NA
"45","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","30743",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","capixabae","Aechmea capixabae","L.B. Smith","T.S. Coser/20-06-2011",NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz, J. Rosini.","2007","07","Brasil","Espírito Santo","Santa Leopoldina","-40.470639","-20.058611",NA,NA,"Terrestre, botões de cor laranja.",NA,"2970","19",NA,"Fazenda Caioaba.",NA,"MBML030743","MBML030743_1 MBML030743_2",NA,"40W28'14,3","20S3'31","250","250",NA,NA,NA,NA,NA
