"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","locality","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"11","2019-08-27 13:26:31-03","IAP","PACA-AGP","6441","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA006441",NA,"Pabst","1938","01","16","RS","Morro Teresópolis","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:31-03","IAP","PACA-AGP","33882","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","P. Capparelli",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA033882",NA,"C.R. Buzatto","1945","12","22","RS",NA,"Taquarí","-51.8643989562988","-29.7996997833252",NA,NA,"2014","21657","auto","Liliatae","04",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:31-03","IAP","PACA-AGP","2013","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","C. Orth SJ",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA002013",NA,"Pabst","1933","10","02","RS","Vila Manresa","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:31-03","IAP","PACA-AGP","30647","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA030647",NA,"pabst","1945","11","27","RS","Vila Manresa","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","33145","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: In humidis graminosis Fenofase: flor","PACA033145",NA,"Emrich-Rambo, Pabst","1945","12","12","RS","Vila Manresa","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:31-03","IAP","PACA-AGP","591","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA000591",NA,"Pabst","1932","11","14","RS","Vila Manresa","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:31-03","IAP","PACA-AGP","36573","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"SEM MATERIAL Habitat: In campestribus humidis graminosis Fenofase: flor","PACA036573",NA,"G. Pabst","1948","02",NA,"RS","Cambará","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"1954","76715","auto","Liliatae","09","03",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:26:31-03","IAP","PACA-AGP","25794","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA025794",NA,"C.R. Buzatto","1944","01",NA,"RS","Faz. Sta. Cecilia","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,"2014","56206","auto","Liliatae","04",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:02-03","UNICAMP","UEC","70059","S","Plantae","Liliopsida",NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Stehmann, JR; Sobral, M; Dutilh, JHA; Haussen, M; Nilson, AD","1587",NA,"Brazil",NA,"Erva rupícola. Flores creme.; No alto das rochas.","UEC083026","UEC083026","Borba, EL","1994","12","04","Rio Grande do Sul","Pedra do Segredo","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-16 17:50:18-03","UCS","HUCS","12238","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Wasum, R.A.","s.n.",NA,"Brasil",NA,"sobre rochedos",NA,NA,"Smith, S.F.","1997","12","12","Rio Grande do Sul","Minas de Camaquã","Caçapava do Sul","-53.4914016723633","-30.5121994018555","300","300","1998","50525","auto",NA,"02",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:16-03","MBM","MBM","408873","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Silva, J.M.; Bayeri, I.; Bayeri, I.","9196","Southern America","Brazil",NA,"Erva terrícola; flor bege.; Campo, em lajeado.","MBM408873",NA,"Barboza, E.","2015","12","12","Paraná","Paz","Condói","-52.1225","-25.661667","848","848","2017",NA,NA,NA,"03","31","-52.1225","-25.661667",NA,NA,NA,NA
"22","2020-12-21 16:38:16-03","MBM","MBM","403342","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Motta, J.T.; Brotto, M.L.; Brotto, M.L.","4651","Southern America","Brazil",NA,"Herbácea; flores alvas.; Em campo seco, na borda da mata.","MBM403342",NA,"Motta, J.T.","2015","10","08","Paraná","Alto Boqueirão","Curitiba","-49.236111","-25.545","900","900","2016",NA,NA,NA,"05","05","-49.236111","-25.545",NA,NA,NA,NA
"23","2015-09-03 19:48:09-03","MNHN","RECOLNAT_MNHN_P","P00331380","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331380' target='other'> <mi>dwc_moreinfo</mi></a>","P00331380","P00331380_01",NA,"1877","4",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-04 13:42:01-03","MNHN","RECOLNAT_MNHN_P","P00331375","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Nadeaud, J.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331375' target='other'> <mi>dwc_moreinfo</mi></a>","P00331375","P00331375_01","Correa","1867",NA,NA,NA,"Rochers de Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 13:42:01-03","MNHN","RECOLNAT_MNHN_P","P00331377","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Teague, G.W.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331377' target='other'> <mi>dwc_moreinfo</mi></a>","P00331377","P00331377_01","Correa","1952","1","2",NA,"Dep. Lavalleja, Cerro Guazubira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-03 19:48:09-03","MNHN","RECOLNAT_MNHN_P","P00331378","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Gib.",NA,NA,"[Uruguay]","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331378' target='other'> <mi>dwc_moreinfo</mi></a>","P00331378","P00331378_01",NA,"1867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"486",NA,NA,NA
"27","2015-09-03 19:48:09-03","MNHN","RECOLNAT_MNHN_P","P00331379","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.",NA,NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331379' target='other'> <mi>dwc_moreinfo</mi></a>","P00331379","P00331379_01",NA,NA,"10","9",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-03 19:48:09-03","MNHN","RECOLNAT_MNHN_P","P00331381","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331381' target='other'> <mi>dwc_moreinfo</mi></a>","P00331381","P00331381_01",NA,"1874","5",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-03 19:35:48-03","MNHN","RECOLNAT_MNHN_P","P00331382","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331382' target='other'> <mi>dwc_moreinfo</mi></a>","P00331382","P00331382_01","Correa","1874","10","27",NA,"Marais de Carasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 12:00:34-03","MNHN","RECOLNAT_MNHN_P","P00331383","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331383' target='other'> <mi>dwc_moreinfo</mi></a>","P00331383","P00331383_01",NA,"1871","3","26",NA,"Carasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-03-22 13:32:29-03","MNHN","RECOLNAT_MNHN_P","P00331384","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331384' target='other'> <mi>dwc_moreinfo</mi></a>","P00331384","P00331384_01",NA,"1872","4",NA,NA,"Carasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 12:00:34-03","MNHN","RECOLNAT_MNHN_P","P00331385","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331385' target='other'> <mi>dwc_moreinfo</mi></a>","P00331385","P00331385_01",NA,"1871","1","8",NA,"Bord de mer pointe de Carasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-03-22 13:22:53-03","MNHN","RECOLNAT_MNHN_P","P00331386","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331386' target='other'> <mi>dwc_moreinfo</mi></a>","P00331386","P00331386_01",NA,"1877","1","16",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-03 19:35:48-03","MNHN","RECOLNAT_MNHN_P","P00331387","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331387' target='other'> <mi>dwc_moreinfo</mi></a>","P00331387","P00331387_01",NA,"1877","1","1",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-03 19:35:48-03","MNHN","RECOLNAT_MNHN_P","P00331388","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Fruchard, C.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331388' target='other'> <mi>dwc_moreinfo</mi></a>","P00331388","P00331388_01","Correa","1877","1","16",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-03 19:35:48-03","MNHN","RECOLNAT_MNHN_P","P00331389","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Balansa, B.",NA,NA,"Paraguay","hb","Reçu le 29 novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331389' target='other'> <mi>dwc_moreinfo</mi></a>","P00331389","P00331389_01 P00331389_02","Correa","1876","11","20",NA,"Paraguari, dans les pâturages salins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA
"37","2017-12-15 12:07:20-02","MNHN","RECOLNAT_MNHN_P","P00331390","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Pedersen, T.M.",NA,NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331390' target='other'> <mi>dwc_moreinfo</mi></a>","P00331390","P00331390_01","Pedersen","1965","12","27",NA,"Estancia La Soledad, Santiago, Dep. Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7676",NA,NA,NA
"38","2016-03-22 13:32:27-03","MNHN","RECOLNAT_MNHN_P","P00331391","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331391' target='other'> <mi>dwc_moreinfo</mi></a>","P00331391","P00331391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-12-15 12:07:20-02","MNHN","RECOLNAT_MNHN_P","P00331392","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331392' target='other'> <mi>dwc_moreinfo</mi></a>","P00331392","P00331392_01","Correa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2760",NA,NA,NA
"40","2015-09-04 13:42:01-03","MNHN","RECOLNAT_MNHN_P","P00331376","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Spiranthes","camporum","Spiranthes camporum","Lindl.","Lorentz, P.",NA,NA,"Uruguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331376' target='other'> <mi>dwc_moreinfo</mi></a>","P00331376","P00331376_01",NA,"1877","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1128",NA,NA,NA
"41","2021-02-11 17:20:53-03","UFPR","UPCB","8198","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","Schltr.","Hatschbach, G.","23109",NA,"Brasil",NA,"Flor alvescente, campo pedregoso..",NA,NA,"Pabst, G.","1969","12","04","Paraná","Lagoa Seca","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"1970","53832","auto",NA,"01","01",NA,NA,NA,NA,NA,NA
"42","2011-02-28 18:12:00-03","MO","MOBOT","2233024","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Nélida S. Troncoso","Troncoso 1426","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1976","11","25","Entre Ríos","Estación La Palma, en peladares","Federación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-17 06:52:00-03","MO","MOBOT","2233034","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Arturo E. Burkart","Burkart 17767","South America","Argentina",NA,NA,NA,NA,"Correa, M. N., IX-","1948","12","21","Entre Ríos",NA,"Gualeguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-05-17 05:28:00-03","MO","MOBOT","2233044","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Rosa Guaglianone|María E. Múlgura|Nélida M. Bacigalupo","Guaglianone 172","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1986","12","3","Entre Ríos","Gualeguaychú, cercanías del Balneario Ñandubaysal","Gualeguaychú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2010-04-30 10:26:00-03","MO","MOBOT","2233061","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","C.L. Spegazzini","Spegazzini 1972","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1907",NA,NA,"Misiones","Arroyo de Las Tunas","Apóstoles","-55.65","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-05-15 11:31:00-03","MO","MOBOT","2233074","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Pedro Jörgensen","Jörgensen 171","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1909","9","16","Misiones","Bonpland","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2010-04-30 10:26:00-03","MO","MOBOT","2233080","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","C.L. Spegazzini","Spegazzini 1971","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1907",NA,NA,"Misiones","orillas del Yabebiry","Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2011-02-28 18:04:00-03","MO","MOBOT","2254488","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Nélida S. Troncoso|Nélida M. Bacigalupo|Elisa G. Nicora","Troncoso 2032","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1977","9","20","Entre Ríos","Ayuí","Colón","-57.98333","-31.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2010-06-18 17:20:00-03","MO","MOBOT","2254510","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Arturo E. Burkart|Nélida S. Troncoso|Nélida M. Bacigalupo","Burkart 25234","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1964","5","21","Entre Ríos","al S de Yerúa","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2010-06-18 17:08:00-03","MO","MOBOT","2254534","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Arturo E. Burkart|et al.","Burkart 25583","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1964","11","19","Entre Ríos","Paso Yunque","Feliciano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2010-06-18 17:20:00-03","MO","MOBOT","2254556","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Brachystele","camporum","Brachystele camporum","(Lindl.) Schltr.","Arturo E. Burkart|Nélida S. Troncoso|Nélida M. Bacigalupo","Burkart 23639","South America","Argentina",NA,NA,NA,NA,"Correa, M. N.","1962","11","1","Entre Ríos","Parque San Martín","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
