"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","393700","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","P. J. M. Maas; H. Maas-van de Kamer","J. G. Jardim","1237","1998","01","15","South America","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupa, entrada ca. 5 km W da sede do município. Fazenda Cruzeiro do Sul. Serra do Sete-paus; ca. 8 km da entrada","-39.6961","-14.735","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393700","NY00393700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","645283","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","P. J. M. Maas; H. Maas-van de Kamer","J. G. Jardim","3018","2000","04","21","South America","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú. Rodovia Serra Grande/Uruçuca, 9.4 km Serra do Conduru vertente E","-39.1047","-14.485","sheet","Plantas em álcool 70% <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645283","NY00645283_01","250","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 09:00:06-03","NBC","NL-BOTANY","L.1487238","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Hatschbach GG",NA,"1967","02","03","Southern America","Brazil",NA,NA,"Est parana, Mun Piraquara, novo Tirol.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487238","NL-L1487238",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173279","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","Maas PJM; Maas-van de Kamer H","Lombardi JA; et al.",NA,"2003","02","25","Southern America","Brazil","Espírito Santo",NA,NA,"-40.55","-19.833333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173279","NL-U1173279",NA,NA,"Magnoliopsidae","-40.55","-19.833333","U 0117857",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173280","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","Maas PJM; Snelders HCM","Brade AC; et al.",NA,"1946","04","11","Southern America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173280","NL-U1173280",NA,NA,"Magnoliopsidae",NA,NA,"U 0118964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173281","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Santos Lima J",NA,"1935","03","20","Southern America","Brazil",NA,NA,"Est. do Rio. Sta. Magdalena, Serra do Tamanduá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173281","NL-U1173281",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173282","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Idrobo JM; et al.",NA,"1982","11","10","Southern America","Colombia",NA,NA,"COLOMBIANO. COM. AMAZONAS. Rio Caqueta, alrededores de Araracuara. Margen derecha río Yarí, frente a Piedra La Campana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173282","NL-U1173282",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173283","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Sugiyama M; et al.",NA,"1995","05","09","Southern America","Brazil",NA,NA,"ESTADO DE SÃO PAULO. São Paulo, municipio de Bananal. Serra da Bocaina. Sede da Fundação Pró-Bocaina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173283","NL-U1173283",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173284","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Santos Lima J; Brade AC",NA,"1935","03","03","Southern America","Brazil",NA,NA,"Est. do Rio Sta. M. Magdalena. Alto da Republica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173284","NL-U1173284",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173285","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Ule EHG",NA,"1892","03","01","Southern America","Brazil",NA,NA,"Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173285","NL-U1173285",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173286","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Reitz R; Klein RM",NA,"1956","02","23","Southern America","Brazil",NA,NA,"SANTA CATARINA. Pilões, Palhoça. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173286","NL-U1173286",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173287","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","Maas PJM","Simonis JE; Martinelli G",NA,"1983","02","10","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173287","NL-U1173287",NA,NA,"Magnoliopsidae",NA,NA,"U 0141801",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173288","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","Maas PJM; Maas-van de Kamer H","UVS; Raghoenandan UPD; et al.",NA,"1998","04","14","Southern America","Surinam",NA,NA,NA,"-54.583333","2.966667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173288","NL-U1173288",NA,NA,"Magnoliopsidae","-54.583333","2.966667","U 0082913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173289","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.","Maas PJM","Díaz Santibanez C; Atamain P; Katip SJ",NA,"1994","08","25","Southern America","Peru","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173289","NL-U1173289",NA,NA,"Magnoliopsidae",NA,NA,"U 0048099",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173290","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Wallnöfer B",NA,"1988","04","05","Southern America","Peru","Huánuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173290","NL-U1173290",NA,NA,"Magnoliopsidae",NA,NA,"U 0034934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173291","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Fernández A",NA,"1986","02","01","Southern America","Venezuela",NA,NA,"EDO. BOLIVAR. Municipio GRAN SABANA. En altiplanicie, 8 km al Norte de las cabeceras del Rio Waiparu.","-61.783333","4.7",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173291","NL-U1173291",NA,NA,"Magnoliopsidae","-61.783333","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173292","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Liesner RL",NA,"1988","11","02","Southern America","Venezuela",NA,NA,"TERR. FED. AMAZONAS, Depto. Atabapo: Cerro Huachamacarí, E slope. Forested.","-65.7","3.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173292 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173292","NL-U1173292",NA,NA,"Magnoliopsidae","-65.7","3.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:00:06-03","NBC","NL-BOTANY","U.1173293","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Miersiella","umbellata","Miersiella umbellata","(Miers) Urb.",NA,"Holst BK; Liesner RL",NA,"1985","10","19","Southern America","Venezuela",NA,NA,"Estado BOLIVAR: Dist. Roscio; 3 km S of El Pauji. Thickly forested canyon.","-61.35","4.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1173293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1173293","NL-U1173293",NA,NA,"Magnoliopsidae","-61.35","4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
