"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","coordinatePrecision","geoFlag","continentOcean","preparationType","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"94","2019-08-20 10:01:02-03","UNICAMP","UEC","121430","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.",NA,NA,NA,NA,"Meireles, LD; Rodrigues, RR; Gonçalves, APS; Meneghetti, GIP; Soares Júnior, FJ; F.J.","103","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.7","-23.983333","-46.7","-23.983333","700","800","Epífita a 5 m alt. Flores vermelhas levemente manchada de amarelo.","UEC027046","UEC027046","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:20:19-03","UNICAMP","UEC","160662","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Forster, W","2006","12","20","Romão, GO; Rodrigues, CDN; Dantas, APT","1887","2006","11","03","Brazil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, Próximo à divisa entre os Estados SC/RC; Mirante no alto da serra, ca. 16 km de São José dos Ausentes em direção à Timbé do Sul-SC.","-49.976667","-28.801667","-49.976667","-28.801667","1237","1237","Epífita; labelo laranja, demais tépalas vermelho-vivo.; Campo de altitude em planalto úmido, com costão rochoso adjacente, constantemente sob forte influência de neblina.","UEC017105","UEC017105","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-12 10:02:13-03","UNICAMP","UEC","109867","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Singer, RB",NA,NA,NA,"Anderson, LO; Amaral, MCE; Aona, LYS; Bittrich, V; Mendonça, TG; Faria, AD","78","1999","10","11","Brazil","São Paulo","Campos do Jordão","Fazenda Gravatá, Mata em beira de córrego.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"UEC027047","UEC027047","Liliopsida",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-08-20 10:01:02-03","UNICAMP","UEC","138960","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Singer, RB",NA,NA,NA,"Singer, RB","98/81","1998","08","15","Brazil","São Paulo","Santo André","Estação Biológica Alto da Serra, Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"UEC027045","UEC027045","Liliopsida",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:01:02-03","UNICAMP","UEC","139022","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Singer, RB",NA,NA,NA,"Singer, RB","2000/20","2000","01","25","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Topo do Morro do Cuscuzeiro. Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"UEC027048","UEC027048","Liliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:56:52-03","UFOP","OUPR","24936","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Cândido, E.S.","2010","04","23","Cândido, E.S.; Scalon, V.R.; Silva, J.L.; Vítor, B. & Filho, J.C.D.","395","2010","04","23","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Sertão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Herbacea rupícola. 25 a 30 cm. Pétalas e sépalas vermelho-rosadas. Labelo vermelho-rosado com centro amarelo. Coletado em Vellozia compacta em afloramento rochoso. População abundante. Campo rupestre quartzítco.",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:56:52-03","UFOP","OUPR","13866","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-04 13:19:33-03","UDESC","LUSC","10055","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,NA,NA,NA,"Gomes, J.P.",NA,"2017","07","14","Brasil","Santa Catarina","Painel","Interior de floresta.","-50.116667","-27.9","50º7'W","27º54'S","1200","1200",NA,"LUSC009861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-04 13:19:33-03","UDESC","LUSC","10072","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,NA,NA,NA,"Gomes, J.P.",NA,"2017","09","29","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes. Interior de floresta.","-49.866667","-27.916667","49º52'W","27º55'S","1500","1500",NA,"LUSC009878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-04 13:19:33-03","UDESC","LUSC","6653","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","108","2011","09","28","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC001505","LUSC001505",NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-04 13:19:33-03","UDESC","LUSC","10053","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,NA,NA,NA,"Gomes, J.P.",NA,"2017","03",NA,"Brasil","Santa Catarina","Urupema","Fazenda das Nascentes. Floresta fechada.","-49.8731002807617","-27.9528007507324",NA,NA,"1500","1500","Flores vermelhas","LUSC009859",NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-04 13:19:33-03","UDESC","LUSC","8803","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Bortoluzzi, R.",NA,NA,NA,"Dill, L.",NA,"2015","11","25","Brasil","Santa Catarina","Urupema","RPPNE Complexo Serra da Farofa.","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,";flor vermelha;;.","LUSC001498","LUSC001498",NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-04 13:19:33-03","UDESC","LUSC","2811","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Martins, D.",NA,NA,NA,"Martins, D.",NA,"2007","12","22","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,NA,"LUSC008943","LUSC008943",NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-04 13:19:33-03","UDESC","LUSC","2824","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Martins, D.",NA,NA,NA,"Martins, D.",NA,"2008","05","20","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,NA,"LUSC008944","LUSC008944",NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-01-17 11:24:02-02","PUCRS","MPUC","13869","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","Rchb. f.","M. Haussen","1995","01","01",NA,NA,"1993","10","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Mata mista de araucárias (F: 57)",NA,NA,NA,"Magnoliopsida","Asparagales",NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA
"109","2020-10-14 10:03:58-03","FURB","FURB","13882","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Cadorin, TJ","2009","08","14","Cadorin, T.J.","20","2009","08","14","Brasil","Santa Catarina","Botuverá","RPPN Prima Luna.","-49.0258334","-27.2608333","-49.0258334","-27.2608333","1090","1090",NA,"FURB34644","FURB34644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:03:58-03","FURB","FURB","15250","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Schmitt, JL","2009","10","06","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","74","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Epífita IFFSC e456a (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita; flor vermelha","FURB34646","FURB34646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:03:58-03","FURB","FURB","22761","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Ceolin, LM","2010","04","05","Verdi, M.; Souza, N.L. de & Klemz, G.","3840","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Florística IFFSC 193 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado Habito: epífita;","FURB34647","FURB34647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:03:58-03","FURB","FURB","28445","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Cadorin, TJ","2010","07","06","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2866","2010","07","06","Brasil","Santa Catarina","Joinville","Cubatão.","-49.05","-26.1016667","-49.0500000","-26.1016667","1169","1169","Epífita IFFSC e1065a (Abaixo de 4m). Forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde; flor vermelha","FURB34648","FURB34648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:03:58-03","FURB","FURB","28609","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Cadorin, TJ","2010","06","15","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2586","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","1097","1097","Epífita IFFSC e8007a (Acima de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: epífita em galho caido; Fruto verde; flor vermelha","FURB02717","FURB02717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:03:58-03","FURB","FURB","30504","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Korte, A","2010","10","14","Korte, A.; Kniess, A.","4158","2010","08","19","Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.0497222","-26.1002778","-49.0497222","-26.1002778","1167","1167","Florística IFFSC 1065b (Epífita) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita; flor vermelha","FURB34650","FURB34650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:03:58-03","FURB","FURB","30840","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Korte, A","2010","10","15","Korte, A.; Kniess, A.","4428","2010","09","17","Brasil","Santa Catarina","Monte Castelo","Serra da Garganta.","-50.2233334","-26.8175","-50.2233334","-26.8175000","1195","1195","Florística IFFSC 737 (Epífita) Habitat: Floresta Ombrófila Mista Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita; flor vermelha","FURB34653","FURB34653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:03:58-03","FURB","FURB","32328","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Verdi, M","2010","09","02","Verdi, M.; Martins, E.M. & Veiga, O.N.","5668","2010","09","02","Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9566667","-25.8902777","-48.9566667","-25.8902777","1444","1444",NA,"FURB34651","FURB34651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:03:58-03","FURB","FURB","32487","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Verdi, M","2010","11","24","Verdi, M.; Meneghetti, E.K. & Meneghetti, C.","5694","2010","09","18","Brasil","Santa Catarina","Bom Jardim da Serra","Morro da Igreja / Parque Nacional de São Joaquim.","-49.4938889","-28.1230556","-49.4938889","-28.1230556",NA,NA,NA,"FURB34652","FURB34652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-08 08:54:16-03","FURB","FURB","36790","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Gasper, AL de","2011","11","13","Gasper, A.L. de; Salino, A. & Meyer, L.","2983","2011","11","13","Brasil","Santa Catarina","Rio Fortuna","Campo dos Padres.","-49.3177778","-27.9838889","-49.3177778","-27.9838889","1606","1606",NA,"FURB34649","FURB34649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:03:58-03","FURB","FURB","62614","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","4598","2019","02","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Epífita; fruto imaturo Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Epífita","FURB62614","FURB62614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:03:58-03","FURB","FURB","62615","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","4630","2019","02","09","Brasil","Santa Catarina","Bom Retiro","Serra do Panelão. Serra do Panelão.","-49.5905555","-27.9005556","-49.5905555","-27.9005556",NA,NA,"Fruto imaturo Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Liana","FURB62615","FURB62615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:03:58-03","FURB","FURB","60655","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Engels, M.E.","2013","08","03","Engels, M.E.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.","1427","2013","08","03","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Pseudobulbos e folhas verdes. Flores com pétalas e sépalas vermelhas alaranjadas vívidas. Labelo amarelo e vermelho alaranjado vívido. Habitat: Frequente na alto montana. Floresta ombrófila Densa. Habito: Epífita","FURB60655","FURB60655",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:03:58-03","FURB","FURB","60656","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Engels, M.E.","2013","08","03","Engels, M.E.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.","1430","2013","08","03","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Pseudobulbos e folhas verdes. Flores com pétalas e sépalas vermelhas alaranjadas vívidas. Labelo amarelo e vermelho alaranjado vívido. Habitat: Frequente na alto mantana. floresta Ombrófila Densa. Habito: Epífita.","FURB60656","FURB60656",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:04:10-03","FURB","FURB","31231","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2257","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","958","958","Epífita IFFSC e8008a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB04696","FURB04696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:04:10-03","FURB","FURB","48353","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Schwirkowski, P","2015","09","07","Schwirkowski, P.","1214","2015","09","13","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.2166667","-26.2927777","-49.2166667","-26.2927777","948","948",NA,"FURB48353","FURB48353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-16 17:50:19-03","UCS","HUCS","12856","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Smith, S.F.","1999","02",NA,"Wasum, R.A.","s.n.","1998","11","22","Brasil","Rio Grande do Sul","Cambará do Sul","estrada para Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"1050","1050","interior da mata, sobre troncos",NA,NA,"Angiospermae",NA,"Asparagales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-16 17:50:19-03","UCS","HUCS","22129","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Wasum, R.A.","2003","11",NA,"Wasum, R.A.","2049","2003","11","15","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Bom Jardim","-50.4166984558105","-28.6678009033203",NA,NA,"1200","1200","sobre troncos; interior da mata",NA,NA,"Angiospermae",NA,"Asparagales","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-16 17:50:19-03","UCS","HUCS","2198","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Smith, S.F.","1987","02",NA,"Wasum, R.A.","s.n.","1986","10","25","Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"epífita em árvore; junto ao rio",NA,NA,"Angiospermae",NA,"Asparagales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-16 17:50:19-03","UCS","HUCS","2266","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Smith, S.F.","1987","02",NA,"Wasum, R.A.","s.n.","1986","11","08","Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"1050","1050","epífita; mata",NA,NA,"Angiospermae",NA,"Asparagales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-16 17:50:19-03","UCS","HUCS","2286","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Smith, S.F.","1999","02",NA,"Wasum, R.A.","s.n.","1986","11","08","Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"1000","1000","epífita em árvore; beira da mata",NA,NA,"Angiospermae",NA,"Asparagales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-16 17:50:19-03","UCS","HUCS","10573","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Reichb. f.","Hatschbach, G.","1995",NA,NA,"Hatschbach, G.","61260","1994","11","23","Brasil","Rio Grande do Sul","Cambará do Sul","Rod. SC-450 - próximo ao posto fiscal da divisa SC-RS","-50.1446990966797","-29.0478000640869",NA,NA,"1000","1000","epífita, flor vermelha; capão de campo , na borda da Serra Geral",NA,NA,"Angiospermae",NA,"Asparagales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-04-27 16:10:56-03","UFES","VIES","42099","S","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","J.P.F. Zorzanelli","2017","10",NA,"H.M. Dias","883","2017","10","03","Brasil","Minas Gerais","Alto Caparaó","Macieira. Fragmento de Floresta ombrófila Densa Altomontana, próximo a base da Macieira do Parque. Parque Nacional do Caparaó","-41.828611","-20.478889","41º49'43''W","20º28'44''S","1900","1900",NA,"VIES042099","VIES042099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-22 18:44:27-03","UFES","VIES","30129","S","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","H.L. Silva","2019","11","14","Dias, H.M.; Silva, A.E.","766","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"1500","1500",NA,"VIES030129",NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-04-27 16:10:58-03","UFES","VIES","21460","S","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Couto, D.R.","2012","03","29","Zorzanelli, J.P.F.; Lage, C.","150","2011","10","09","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"VIES021460","VIES021460",NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-16 08:40:23-03","UTFPR","HCF","21718","S","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","M.E. Engels","2013","08","03","M.E. Engels","1427","2013","08","03","Brasil","PR","Morretes","Morro do Sete","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"epífita. Pseudobulbo e folhas verdes. Flores com pétalas e sépalas vermelhas alaranjadas vívidas. Labelo amarelo e vermelho alaranjado vívido. Frequente.",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:38:19-03","MBM","MBM","406180","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Ferreira, P.C.","2016","02","01","Ferreira, P.C.; Ariati, V.; Canestraro, B.K.; Lozzano, E.; Meyer, F.S.; Ariati, V.; Canestraro, B.K.; Lozzano, E.; Meyer, F.S.","53","2015","09","13","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Trilha para o Morro Caratuva","-48.830556","-25.240556","-48.830556","-25.240556","1794","1794","Epífita; flor vermelha.; Floresta Ombrófila Densa Alto-Montana","MBM406180","MBM406180",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:38:33-03","MBM","MBM","395478","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Engels, M.E.","2013","08","03","Engels, M.E.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.","1427","2013","08","03","Brazil","Paraná","Morretes","Morro Sete","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita. Pseudobulbos e folhas verdes. Flores com pétalas e sépalas vermelhas alaranjadas vividas. Labelo amarelo e vermelho alaranjado vivido. Frequente na alto montana.; Floresta Ombrófila Densa.","MBM395478","MBM395478",NA,NA,NA,"30514","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:38:33-03","MBM","MBM","386972","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Cordeiro, J.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10151","2013","11","06","Brazil","Santa Catarina","Urupema","Cachoeira que Congela","-49.855342","-27.927572","-49.855342","-27.927572","1561","1561","Planta epífita de flores vermelhas.; Mata nebular.","MBM386972","MBM386972",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:38:33-03","MBM","MBM","386972","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Cordeiro, J.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10151","2013","11","06","Brazil","Santa Catarina","Urupema","Cachoeira que Congela","-49.855342","-27.927572","-49.855342","-27.927572","1561","1561","Planta epífita de flores vermelhas.; Mata nebular.","MBM386972","MBM386972",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:38:33-03","MBM","MBM","392968","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Brotto, M.L.","2014","11","17","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","5232","2014","08","21","Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha","-48.878333","-25.936944","-48.878333","-25.936944","1080","1080","Erva epífita; flor vermelha.; Floresta Ombrófila Densa Altomontana (matinha nebular).","MBM392968","MBM392968",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
