"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","02702124","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"P. Fiaschi","3679","2011","03","30","South America","Brazil","Rio Grande do Sul","São Francisco de Paula","Rodovia de Cambará do Sul para São Francisco de Paula, um pouco antes da entrada principal de São Francisco de Paula. Beira da estrada.","-50.55483","-29.43314","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997328' target='other'> <mi>dwc_moreinfo</mi></a>","NY02702124","NY02702124_01","867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617483","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","M. E. Mathias; L. Constance","L. B. Smith","11564","1957","02","20","South America","Brazil","Santa Catarina","Chapecó","Fazenda Campo Sao Vicente 24 km west of Campo Erê","-53.18","-26.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617483","NY00617483_01","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","617486","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum typicum","H.Wolff","K. F. A. H. Wolff","G. Jönsson","160a","1914","04","06","South America","Brazil","Paraná",NA,"Serrinhas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617486","NY00617486_01",NA,NA,"typicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 15:36:00-03","NY","NYBG","617488","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum vegetius","(Cham.) Urb.",NA,"E. Hassler","10287a","1907",NA,NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"sheet","Custos herbarii T. Rojas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617488",NA,NA,NA,"vegetius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 15:36:00-03","NY","NYBG","617487","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum vegetius","(Cham.) Urb.",NA,"E. Hassler","10287a","1907",NA,NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"sheet","Custos herbarii T. Rojas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617487",NA,NA,NA,"vegetius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 15:36:00-03","NY","NYBG","617488","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum vegetius","(Cham.) Urb.",NA,"E. Hassler","10287a","1907",NA,NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"sheet","Custos herbarii T. Rojas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617488",NA,NA,NA,"vegetius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 15:36:00-03","NY","NYBG","617487","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","eriophorum","Eryngium eriophorum vegetius","(Cham.) Urb.",NA,"E. Hassler","10287a","1907",NA,NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"sheet","Custos herbarii T. Rojas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=538986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617487",NA,NA,NA,"vegetius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576250","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Reitz R; Klein RM",NA,"1963","04","13","Southern America","Brazil",NA,NA,"Santa Catarina, Passo do Socorro, Lajes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576250","NL-L2576250",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576251","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Reitz R; Klein RM",NA,"1962","02","22","Southern America","Brazil",NA,NA,"Santa Catarina, Curitibanos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576251","NL-L2576251",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576252","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Smith LS; Klein RM",NA,"1957","02","20","Southern America","Brazil",NA,NA,"Santa Catarina, Mun. Chapecó: Campo, Fazenda Campo São Vicente 24 km west of Campo Eré.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576252","NL-L2576252",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576253","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Smith LS; Klein RM",NA,"1957","02","12","Southern America","Brazil",NA,NA,"Santa Catarina, Mun. Lajes: Campo, east of Capão.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576253","NL-L2576253",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576254","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Smith LS; Klein RM",NA,"1957","02","09","Southern America","Brazil",NA,NA,"Santa Catarina, Mun. Curitibanos: Campo, 2-3 km west of Curitibanos on the road to Campos Novos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576254","NL-L2576254",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576255","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576255","NL-L2576255",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.4222343","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Pedersen TM",NA,"1984","03","12","Southern America","Brazil",NA,NA,"Rio Grande do Sul: Vacaria. Rolling grassland.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222343","NL-L4222343",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.4222442","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Pedersen TM",NA,"1984","03","01","Southern America","Brazil",NA,NA,"Santa Catarina, mun. Agua Doce: road (BR-153) from Concordia to Uniao da Victoria, some 8 km S of the border of the State of Paraná, near Morro de Capao Doce.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222442","NL-L4222442",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:43:49-03","NBC","NL-BOTANY","U.1076993","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Baptista LRM",NA,"1971","04","10","Southern America","Brazil",NA,NA,"Guaíba-Porto Alegre -R.G.S.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076993","NL-U1076993",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:43:49-03","NBC","NL-BOTANY","WAG.1849456","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"Pedersen TM",NA,"1984","03","12","Southern America","Brazil",NA,NA,"Rio Grande do Sul: Vacaria. Rolling grassland.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1849456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1849456","NL-WAG1849456",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:59:29-03","ESALQ","ESA","16511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Souza, V.C.","Souza, V.C. et al.","3995.0","1993","04","21",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA016511","ESA016511",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:59:29-03","ESALQ","ESA","9180","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Souza, V.C.","Scaramuzza, C.A.M. ; Souza, V.C.","126.0","1989","04","09",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009180","ESA009180",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 10:59:29-03","ESALQ","ESA","28379","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Souza, V.C.","Miyagi, P.H. et al.","614.0","1995","05","27",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA028379","ESA028379",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:33:47-03","IAP","PACA-AGP","109598","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.",NA,"N. R. Bastos",NA,"1992","11","02",NA,"Brasil","RS","Guaíba",NA,"-51.3250007629395","-30.113899230957",NA,NA,"PACA109598",NA,NA,NA,NA,"Magnoliatae","28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:33:47-03","IAP","PACA-AGP","63788","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Sacco","929","1958","02","27",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"fl.; flora de sucessão, freqüente inflorescência azulada. Habitat: in saxosis Fenofase: flor","PACA063788",NA,NA,NA,NA,"Magnoliatae","51462","auto","1958","09","16",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:33:47-03","IAP","PACA-AGP","63955","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Sacco","274","1955","03","23",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"fl. Habitat: in saxosis Fenofase: flor","PACA063955",NA,NA,NA,NA,"Magnoliatae","51462","auto","1958","09","15",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:33:47-03","IAP","PACA-AGP","63959","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Sacco","569","1956","03","08",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"fl Habitat: in saxosis Fenofase: flor","PACA063959",NA,NA,NA,NA,"Magnoliatae","51462","auto","1958","09","15",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:33:47-03","IAP","PACA-AGP","40411","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","03","05",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"fl. Habitat: in campestribus humidis Fenofase: flor","PACA040411",NA,NA,NA,NA,"Magnoliatae","29946","auto","1954","09","24",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:33:47-03","IAP","PACA-AGP","418","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1933","03","13",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"fl. Habitat: in campestribus humidis Fenofase: flor","PACA000418",NA,NA,NA,NA,"Magnoliatae","29946","auto","1954","09","24",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:33:47-03","IAP","PACA-AGP","58694","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Camargo, O. R.","42","1956","02","28",NA,"Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"fl. Habitat: in humidis saxosis Fenofase: flor","PACA058694",NA,NA,NA,NA,"Magnoliatae","37819","auto","1957","05","06",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:33:47-03","IAP","PACA-AGP","4753","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","São Francisco de Paula","Rio Guira","-50.5835990905762","-29.4480991363525",NA,"fl. nondum evoluto Habitat: in humidis graminosis Fenofase: flor nodum evoluto","PACA004753",NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","09","24",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:33:47-03","IAP","PACA-AGP","86324","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","A. Sehnem S.J.","Sehnem, A.",NA,"1971","04","18",NA,"Brasil","RS","São Leopoldo","Morro das Cabras","-51.1472015380859","-29.7602996826172",NA,"flores caerulei, alt. 200 m. Habitat: in cacumine montis herba","PACA086324",NA,"200","200",NA,"Magnoliatae","10287","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:33:47-03","IAP","PACA-AGP","37452","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Emrich, K.",NA,"1948","04","10",NA,"Brasil","RS","Itapoã","Campo do Varejão",NA,NA,NA,"fl. Habitat: in campestribus humidis Fenofase: flor","PACA037452",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1954","09","24",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:33:47-03","IAP","PACA-AGP","40826","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","04","03",NA,"Brasil","RS","Granja Neugebauer",NA,NA,NA,NA,"fl. Habitat: in humidis graminosis Fenofase: flor","PACA040826",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1954","09","24",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:33:47-03","IAP","PACA-AGP","40935","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","09","08",NA,"Brasil","RS","ad montem das Cabras",NA,NA,NA,NA,"fr. Habitat: in humidis graminosis Fenofase: fruto","PACA040935",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1954","09","24",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:33:47-03","IAP","PACA-AGP","41053","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","04","13",NA,"Brasil","RS","Morro Agudo",NA,NA,NA,NA,"fl. Habitat: in campestribus saxosis humidis Fenofase: flor","PACA041053",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1954","09","24",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:33:47-03","IAP","PACA-AGP","41488","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","05","06",NA,"Brasil","RS","Est. Azevedo",NA,NA,NA,NA,"fr. Habitat: in campestribus humidis Fenofase: fruto","PACA041488",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1954","09","24",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:33:47-03","IAP","PACA-AGP","40363.1","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1949","03","03",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"fl. Habitat: in campestribus saxosi humidis Fenofase: flor","PACA040363-1",NA,NA,NA,NA,"Magnoliatae","29946","auto","1954","09","24",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:33:47-03","IAP","PACA-AGP","30049","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","eriophorum","Eryngium eriophorum","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1945",NA,NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"fl. Habitat: in rupestribus humidis graminosis Fenofase: flor","PACA030049",NA,NA,NA,NA,"Magnoliatae","29946","auto","1954","09","24",NA,NA,NA,NA,NA,NA
