"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","maximumElevationInMeters"
"56","2009-07-17 06:52:00-03","MO","MOBOT","2188875","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Arturo E. Burkart","Burkart 14465","1943","12","3","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2011-02-18 14:56:00-02","MO","MOBOT","2188898","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Hugh M. Curran","Curran 17","1912","12","2","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-01-29 13:28:00-02","MO","MOBOT","2188920","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Miguel Lillo","Lillo 10587","1911","1","2","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2010-04-12 17:29:00-03","MO","MOBOT","2188954","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Teodore Meyer","Meyer 11337","1947","1","20","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2010-11-28 09:14:00-02","MO","MOBOT","2188977","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Molinari, -","Bruno G. Piccinini|A. L. García","Piccinini 1145","1967","12","13","South America","Argentina","Formosa","Formosa","En sabana en camino particular de la Ea. Sta. Catalina, 5 km al W del casco y R11 vieja, N del Río Mte. Lindo.","-57.93333","-25.825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-02-22 06:39:00-03","MO","MOBOT","2190358","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Márquez, G. & Biganzoli, F., 12/03/","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1684","2004","1","28","South America","Argentina","Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Isla de bosque en campo pastoreado","-55.54472","-28.09111","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2011-02-22 06:39:00-03","MO","MOBOT","2190385","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Márquez, G. & Biganzoli, F., 12/03/","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1685","2004","1","28","South America","Argentina","Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Isla de bosque en campo pastoreado","-55.54472","-28.09111","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2011-05-03 17:47:00-03","MO","MOBOT","2338298","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Franceschini, M. C., //","M.C. Franceschini","Franceschini 42","2000","1","24","South America","Argentina","Corrientes","Capital","Molina Punta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-01-31 21:45:00-02","MO","MOBOT","2338330","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"A. de Llamas","Llamas 45","1901",NA,NA,"South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-30 04:37:00-03","MO","MOBOT","2338349","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"RODRÍGUEZ","RODRÍGUEZ 474","1935","1","5","South America","Argentina","Misiones","Capital","Itaembé","-56","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-02-18 14:56:00-02","MO","MOBOT","2338367","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Hugh M. Curran","Curran 417","1913","12","2","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2012-01-04 05:10:00-02","MO","MOBOT","2338389","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Bernadino S. Bertoni","Bertoni 4686","1949","11","27","South America","Argentina","Misiones","Leandro N. Alem","Cerro Corá","-55.61666","-27.53333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2395914","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"* RODRIGUEZ {2 SERIE}","RODRIGUEZ {2 SERIE} 474","1935","1","5","South America","Argentina","Misiones","Capital","Itaembé","-56","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-16 06:16:00-03","MO","MOBOT","2492865","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Benedict (Benjamin) Balansa","Balansa 2526","1876","1","13","South America","Paraguay","Paraguarí",NA,"Cerro Peron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-06 13:19:00-03","MO","MOBOT","2406838","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Burmeister, Hermann Carl Conrad","Burmeister 6807","1902","8",NA,"South America","Argentina","Misiones","San Javier","San Javier","-55.1333333","-27.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"71","2011-04-03 21:11:00-03","MO","MOBOT","2408440","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Schinini, A., //","A. Di Giácomo","Di Giácomo 546","2001","12","10","South America","Argentina","Formosa","Laishí","Reserva El Bagual","-58.95","-26.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2010-04-12 17:29:00-03","MO","MOBOT","2408457","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Teodore Meyer","Meyer 5824","1944","2","25","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2012-04-10 05:01:00-03","MO","MOBOT","2408475","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Elena Schwindt","Schwindt 518","1947","12","29","South America","Argentina","Misiones","Libertador General San Martín","Puerto Rico","-55.01666","-26.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-07-31 05:57:00-03","MO","MOBOT","2445526","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"José E. Montes","Montes 97b","1947","12","30","South America","Argentina","Misiones","Candelaria","Loreto","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-04-20 10:02:00-03","MO","MOBOT","2452502","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Karner Hagelund","Hagelund 5226",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Cerro Largo","-54.75","-28.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2014-10-29 17:22:00-02","MO","MOBOT","2452973","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Gustavo Niederlein","Niederlein s.n.7","1888","3",NA,"South America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"77","2015-01-31 21:46:00-02","MO","MOBOT","2452992","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"A. de Llamas","Llamas s.n.","1900","2","25","South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-01-31 21:46:00-02","MO","MOBOT","2453010","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"A. de Llamas","Llamas s.n.1","1900","2","25","South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2014-02-09 13:30:00-02","MO","MOBOT","2453029","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G. Grüner","Grüner s.n.8","1933","1","29","South America","Argentina","Misiones","Candelaria","Camino entre Loreto y Santa Ana","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-02-09 13:30:00-02","MO","MOBOT","2453045","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G. Grüner","Grüner s.n.10","1933","2","5","South America","Argentina","Misiones","Candelaria","camino de Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-04-11 12:25:00-03","MO","MOBOT","2453061","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"L.L. Hauman","Hauman s.n.26","1924","9","10","South America","Argentina","Misiones","Candelaria","Candelaria","-55.75","-27.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2014-02-09 13:30:00-02","MO","MOBOT","2453079","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G. Grüner","Grüner s.n.14","1933","1","29","South America","Argentina","Misiones","Candelaria","entre Loreto y Santa Ana","-55.55","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2011-04-11 12:25:00-03","MO","MOBOT","2453096","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"L.L. Hauman","Hauman s.n.29","1924","2","10","South America","Argentina","Misiones","Candelaria","Candelaria","-55.75","-27.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-01-31 21:46:00-02","MO","MOBOT","2453114","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"A. de Llamas","Llamas s.n.14","1900","2","25","South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-01-31 21:46:00-02","MO","MOBOT","2453132","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"A. de Llamas","Llamas s.n.15","1907",NA,NA,"South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2010-04-30 10:26:00-03","MO","MOBOT","2453150","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"C.L. Spegazzini","Spegazzini s.n.44","1907","1","12","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2010-04-30 10:26:00-03","MO","MOBOT","2453168","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"C.L. Spegazzini","Spegazzini s.n.45","1907","1","18","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-02-09 13:30:00-02","MO","MOBOT","2453184","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G. Grüner","Grüner s.n.9","1933","1","26","South America","Argentina","Misiones","San Ignacio","Pastoreo Grande, San Ignacio","-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2010-05-16 08:12:00-03","MO","MOBOT","2492851","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Muñoz, J. D.","Aurelio Schinini","Schinini Cacace 24043","1984","2","9","South America","Paraguay","Cordillera",NA,"Cordillera de Altos, Cerro Tobatí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-06-05 14:33:00-03","MO","MOBOT","100172442","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","R.Liesner (MO)","Pastor Arenas Rodríguez","Arenas Rodríguez 1597","1980","1","5","South America","Paraguay","Presidente Hayes",NA,"En. Gral. Bruguez.","-58.8333333","-24.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"91","2018-06-05 14:27:00-03","MO","MOBOT","100225400","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","R.Liesner (MO)","J. de Egea Juvinel","de Egea Juvinel 725","2005","1","25","South America","Paraguay","Ñeembucú",NA,"Estancia Redondo. Isleta de bosque mesoxerofítico.","-58.0941666","-26.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","159966","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D. Santin","Alwyn H. Gentry|Carmen L. Cristóbal|Aurelio Schinini","Gentry 59449","1987","9","29","South America","Argentina","Corrientes",NA,"10 km SE of Corrientes, 1 km past bridge over Arroyo Riachuelo; forest island in Chaco.","-58.83333","-27.5","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-279","3",NA,NA,NA
"93","2016-05-03 10:12:00-03","MO","MOBOT","2406884","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","John D. Mitchell (NY)","Renée H. Fortunato|A. D'Agostini|Alejandro J. Martínez","Fortunato 6132","1998","12","6","South America","Argentina","Chaco","1 de Mayo","INTA Colonia Benítez, esquina de bosque en ensayo pastoril.","-58.9333333","-27.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"94","2012-01-03 06:25:00-02","MO","MOBOT","2408531","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin (UEC)","Bernadino S. Bertoni","Bertoni 550","1944","12","28","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-03-18 04:33:00-03","MO","MOBOT","2869562","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","C.L.Silva-Luz (SPF/NY)","A.J.A. Bonpland","Bonpland 497","1833",NA,NA,"South America","Paraguay",NA,NA,"Amer. Mérid.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"96","2019-03-18 04:33:00-03","MO","MOBOT","2872407","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D. Santin","A.J.A. Bonpland","Bonpland 497","1833",NA,NA,"South America","Paraguay",NA,NA,"Amerique Meridionale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"97","2009-05-15 11:31:00-03","MO","MOBOT","2872512","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin","Pedro Jörgensen","Jörgensen 2056","1919","2",NA,"South America","Argentina","Formosa","Formosa","Formosa","-58.1833333","-26.1833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-07 15:36:00-03","MO","MOBOT","2872977","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D. Santin","T. Rojas","Rojas 3460","1919","2",NA,"South America","Paraguay",NA,NA,"Carapeguá, isla do monte Callistro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"99","2009-10-13 12:29:00-03","MO","MOBOT","2873845","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin","William T. Gillis","Gillis 11000","1971","7","12","South America","Argentina","Chaco",NA,"P.I. 190356, M-12498. From Chaco, Argentina via Claude L. DeVane.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2009-07-10 17:57:00-03","MO","MOBOT","2873963","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin","Troels M. Pedersen","Pedersen 4457","1957","1","28","South America","Argentina","Corrientes","Mburucuyá","Estancia ,,Santa Teresa. Woodland on clay, uncommon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2012-02-29 13:36:00-03","MO","MOBOT","2874357","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin","José E. Montes","Montes 14644","1955","12","15","South America","Argentina","Misiones","Candelaria","Loreto. Habitat selva marginal, lugar alto, pedregoso, es m/o/m abundante. Madera muy dura.",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2013-12-11 05:41:00-02","MO","MOBOT","2874589","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","D.A. Santin","Ernesto Medina F.|A. Daza Yomona","Medina F. 059",NA,NA,NA,"South America","Peru","Lima","Lima","Avenidas (Mercado) Univ. Nacional Agraria-La Molina. Dtto. La Molina.",NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2018-06-05 14:26:00-03","MO","MOBOT","3408098","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","R.Liesner (MO)","H. Maturo","Maturo 303","2005","3","8","South America","Argentina","Formosa",NA,"Estancia Guaycolec. Bosque de transicion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"104","2011-06-09 17:35:00-03","MO","MOBOT","811769","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","John R. Mitchell (NY)","Elsa M. Zardini|Tulio Tillería","Zardini 38417","1994","2","22","South America","Paraguay","Misiones",NA,"Between San Juan Bautista and road San Ignacio-Pilar. Cerro Caa Johguy; 20 km SE of San Juan Bautista. Forest on rocks.","-57.26666","-26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"879","2",NA,NA,NA
"105","2020-12-07 15:19:00-03","MO","MOBOT","1055388","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","R.Liesner (MO)","Teodoro Rojas","Rojas 10931A","1944","1","23","South America","Paraguay","Itapúa",NA,"Encarnacion. Colonia Lavalle.","-55.9","-27.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"106","2018-06-05 14:27:00-03","MO","MOBOT","1054240","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","R.Liesner (MO)","Teodoro Rojas","Rojas 10931","1944","1","23","South America","Paraguay","Itapúa",NA,"Encarnación. Colonia Lavalle.","-55.9","-27.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"107","2016-09-05 16:01:51-03","UFSM","HDCF","1952","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Longhi, S. J.","577","1985","12","31","América","Brasil","Rio Grande do Sul","São Luiz Gonzaga","Limoeiro","-54.9608001708984","-28.4083003997803",NA,NA,"Amostra de frutos coletada",NA,NA,NA,NA,"39496","auto","2016","03","22",NA,NA,NA,NA,NA,NA
"108","2019-03-29 10:41:11-03","UFSM","HDCF","624","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Marchiori, J. N. C.",NA,"1982","07","21","América","Brasil","Rio Grande do Sul","Unistalda","Unistalda- Santiago","-55.1502990722656","-29.0471992492676",NA,NA,"Em capão de solo pedregoso, associada com Lithraea molleoides, Myrcianthes pungens e Gleditsia amorphoides",NA,NA,NA,NA,"23166","auto","2016","03","22",NA,NA,NA,NA,NA,NA
"109","2019-03-29 10:41:11-03","UFSM","HDCF","1496","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Marchiori, J. N. C.",NA,"1984","01","25","América","Brasil","Rio Grande do Sul","Pinheiro Machado","Castelo de Pedras Altas","-53.584639","-31.738194",NA,NA,"Árvore cultivada, caída devido aos ventos",NA,NA,NA,NA,NA,NA,"2016","03","28",NA,NA,NA,"-53.584639","-31.738194",NA
"110","2019-03-29 10:41:11-03","UFSM","HDCF","866","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Longhi, S. J.; Marchiori, J. N. C.",NA,"1981","10","16","América","Brasil","Rio Grande do Sul","Santiago","Coxilha do Iguariaçá","-54.8671989440918","-29.1916999816895",NA,NA,"Inventário de nativas (am. 18/sn)",NA,NA,NA,NA,"56006","auto","2016","03","28",NA,NA,NA,NA,NA,NA
"111","2016-09-05 16:01:51-03","UFSM","HDCF","123","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Longhi, S. J.","53","1977","01","12","América","Brasil","Rio Grande do Sul","São Luiz Gonzaga","Limoeiro","-54.9608001708984","-28.4083003997803",NA,NA,"Habita campos pedregosos",NA,NA,NA,NA,"39496","auto","2016","03","22",NA,NA,NA,NA,NA,NA
"112","2016-09-05 16:01:51-03","UFSM","HDCF","1134","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Figueira, M.","Longhi, S. J.","365","1983","02","11","América","Brasil","Rio Grande do Sul","São Luiz Gonzaga","Limoeiro","-54.9608001708984","-28.4083003997803",NA,NA,"Beira da mata em solo pedregoso. Propiedade Longhi",NA,NA,NA,NA,"39496","auto","2016","03","22",NA,NA,NA,NA,NA,NA
"113","2019-03-29 10:41:11-03","UFSM","HDCF","6111","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) Santin","Diefenthäeler, J. R.","Bruning, F.",NA,"2008","12","09","América","Brasil","Rio Grande do Sul","São Pedro do Sul","Praça da cidade de São Pedro do Sul","-54.1789016723633","-29.6205997467041",NA,NA,NA,NA,NA,NA,NA,"32227","auto","2008","12","09",NA,NA,NA,NA,NA,NA
"114","2020-08-31 09:08:48-03","INPA","INPA","114322","S","Plantae","Dicotyledon Com-Clade","Sapindales","Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Rumiz, DI","192","1982","01","08",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"INPA0114322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-06-15 15:28:18-03","UNESP-RC","HRCB","16590","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) D.A. Santin","Santin, D.A.","Guerreiro, S.M.C.","s/n","1992","08","26",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"Árvore, flores creme.",NA,NA,NA,NA,"23900","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-09-12 05:00:02-03","US","US","USw14152","PreservedSpecimen","Plantae",NA,"Sapindales","Anacardiaceae","Astronium","balansae","Astronium balansae",NA,NA,"H. Nogle","3508",NA,NA,NA,"South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
