"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"100","2020-10-14 10:00:27-03","FURB","FURB","66346","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Kassner-Filho, A.","Kassner-Filho, A.","5565","2020","02","01","Brasil","Santa Catarina","São Joaquim","CETREJO.","-49.9572222","-28.2638889","-49.9572222","-28.2638889","1241","1241","flor branca Habitat: banhado seco Habito: erva terrícola","FURB66346","FURB66346",NA,NA,NA,NA,"2020",NA,NA,NA,NA,"02","01",NA,NA,NA,NA
"101","2021-03-24 16:38:35-03","FURB","FURB","67074","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Funez, L.A.; Nardes, W.I.R., Comin, M.","9362","2019","12","10","Brasil","Santa Catarina","Urubici","Santa Bárbara, Parcela TNR-1200 do módulo Ppbio. Parque Nacional de São Joaquim","-49.6291667","-28.1438889","-49.6291667","-28.1438889","1364","1364","Flores brancas Habitat: Borda do rio Habito: Erva","FURB67074","FURB67074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-16 17:51:15-03","UCS","HUCS","49865","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Dani, J.G.","Abreu, F.P.","117","2018","12","04","Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","-51.401197","-29.313939","740","740","área alagável, vegetação densa, erva prostada, beira da lagoa",NA,NA,"Angiospermae","Asterales",NA,NA,"2019",NA,NA,NA,NA,"03","20",NA,NA,NA,NA
"103","2021-03-16 17:51:15-03","UCS","HUCS","42568","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Gonzatti, F.","Valduga, E.","534","2014","11","28","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras","-50.311347","-29.505278","-50.311347","-29.505278","6","6","erva com base rosetada; campo arenoso",NA,NA,"Angiospermae","Asterales",NA,NA,"2015",NA,NA,NA,NA,"03","05",NA,NA,NA,NA
"104","2021-03-16 17:51:15-03","UCS","HUCS","32678","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Gonzatti, F.","Gonzatti, F.","1362","2014","11","08","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-50.968544","-28.882628","-50.968544","-28.882628","807","807","terrícola em campo nativo.",NA,NA,"Angiospermae","Asterales",NA,NA,"2014",NA,NA,NA,NA,"11","21",NA,NA,NA,NA
"105","2021-03-16 17:51:15-03","UCS","HUCS","11533","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Stephen, F.S.","Butzke, A.","s.n.","1995","08","24","Brasil","Rio Grande do Sul","Getúlio Vargas",NA,"-52.2275009155273","-27.8903007507324",NA,NA,NA,NA,"HERBARA - 7677; Campo sujo.",NA,NA,"Angiospermae","Asterales",NA,NA,"1996","18803","auto",NA,NA,"08",NA,NA,NA,NA,NA
"106","2021-03-16 17:51:15-03","UCS","HUCS","38069","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Gonzatti, F.;","Gonzatti, F.","155","2011","10","22","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"em vegetação de campo - junto à restinga",NA,NA,"Angiospermae","Asterales",NA,NA,"2012","31350","auto",NA,NA,"02",NA,NA,NA,NA,NA
"107","2021-03-16 17:51:15-03","UCS","HUCS","27118","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Pasini, E.;","48","2005","11","05","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"erva - orla da mata",NA,NA,"Angiospermae","Asterales",NA,NA,"2006","76715","auto",NA,NA,"02",NA,NA,NA,NA,NA
"108","2021-03-16 17:51:15-03","UCS","HUCS","26861","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Marchett, F.;","406","2005","10","29","Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"em campo arenoso - rasteira",NA,NA,"Angiospermae","Asterales",NA,NA,"2006","19353","auto",NA,NA,"02",NA,NA,NA,NA,NA
"109","2021-03-16 17:51:15-03","UCS","HUCS","10752","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Stephen, F.S.","Butzke, A.","s.n.","1994","11","25","Brasil","Rio Grande do Sul","Erechim","Chácara do Seminário.","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HERBARA - 7534; No campo limpo.",NA,NA,"Angiospermae","Asterales",NA,NA,"1995","46790","auto",NA,NA,"11",NA,NA,NA,NA,NA
"110","2021-03-16 17:51:15-03","UCS","HUCS","17445","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Scur, L.;","872","2000","11","17","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Asterales",NA,NA,"2002","49662","auto",NA,NA,"02",NA,NA,NA,NA,NA
"111","2021-03-16 17:51:15-03","UCS","HUCS","14637","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Wasum, R.A.;","297","1999","11","21","Brasil","Rio Grande do Sul","São Francisco de Paula","estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"junto à rochedos",NA,NA,"Angiospermae","Asterales",NA,NA,"2000","76715","auto",NA,NA,"04",NA,NA,NA,NA,NA
"112","2021-03-16 17:51:15-03","UCS","HUCS","12018","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Wasum, R.A.;","s.n.","1997","01","15","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Caraúno","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Asterales",NA,NA,"1997","55856","auto",NA,NA,"02",NA,NA,NA,NA,NA
"113","2021-03-16 17:51:15-03","UCS","HUCS","18256","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Wasum, R.A.;","1247","2001","11","23","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Casa Branca","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"no campo",NA,NA,"Angiospermae","Asterales",NA,NA,"2002","55856","auto",NA,NA,"03",NA,NA,NA,NA,NA
"114","2021-03-16 17:51:15-03","UCS","HUCS","14445","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Smith, S.F.;","Scur, L.;","253","1999","12","01","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"em beira da mata",NA,NA,"Angiospermae","Asterales",NA,NA,"2000","49662","auto",NA,NA,"02",NA,NA,NA,NA,NA
"115","2021-03-16 17:51:15-03","UCS","HUCS","6258","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Sacco, J.C.;","Santos, E.C.","110","1969","12","20","Brasil","Rio Grande do Sul","Pelotas","Ipeas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"abundante em terreno arenoso",NA,NA,"Angiospermae","Asterales",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-16 17:51:15-03","UCS","HUCS","38801","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Funez, L.A.;","Verdi, M.;","5861","2010","12","10","Brasil","Santa Catarina","Orleans","Morro da Igreja - PARNA - São Joaquim","-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,"floresta nebular e campo natural",NA,NA,"Angiospermae","Asterales",NA,NA,"2012","31549","auto",NA,NA,"05","16",NA,NA,NA,NA
"117","2021-03-16 17:51:15-03","UCS","HUCS","25338","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Lucas, D.","Marchett, F.","133","2005","03","05","Brasil","Rio Grande do Sul","Torres","Parque da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"em orla do campo",NA,NA,"Angiospermae","Asterales",NA,NA,"2016","20837","auto",NA,NA,"10","13",NA,NA,NA,NA
"118","2021-03-16 17:51:15-03","UCS","HUCS","13136","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.;","Jarenkow, J.A.;","1696","1990","08","26","Brasil","Rio Grande do Sul","Pelotas","Praia do Laranjal","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"erva em restinga arenosa",NA,NA,"Angiospermae","Asterales",NA,NA,"1990","51462","auto",NA,NA,"08",NA,NA,NA,NA,NA
"119","2019-08-16 08:38:53-03","UTFPR","HCF","26145","S","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","F. Gonzatti","E. Valduga","534","2014","11","28","Brasil","RS","Osório","próximo a Lagoa das Traíras","-50.311389","-29.505278","50°18'41 W","29°30'19 S","6","6","erva com base rosetada. Campo arenoso.",NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"03","05",NA,NA,NA,NA
"120","2019-08-16 08:38:53-03","UTFPR","HCF","20478","S","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","L.A. Funez","L. Meyer","164","2011","11","27","Brasil","SC","Capão Alto",NA,"-50.570833","-27.921111","50°34'15 W","27°55'16 S","1066","1066","erva terrícola, beira de estrada, ca. 0,5 m. Flor branca. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"121","2020-06-18 10:56:23-03","UFRRJ","RBR","4836","S","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","H. Monteiro","H. Monteiro","3845","1952","11","26","Brasil","Rio Grande do Sul","Bento Gonçalves","À margem da estrada.","-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,NA,"RBR00004836","RBR00004836",NA,NA,NA,NA,"1953","21248","auto",NA,NA,"03","02",NA,NA,NA,NA
"122","2020-12-21 16:19:50-03","MBM","MBM","252496","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","laxa","Acicarpha laxa","R.E. Fries","Andrade, A.G.","Dusén, P.","7952","1909","04","10","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM252496",NA,NA,NA,"Southern America",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:19:50-03","MBM","MBM","180654","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Benitez, B.","9","1970","09","19","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM180654",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:19:50-03","MBM","MBM","180657","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Mroginski, L.A.","43","1970","09","27","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM180657",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:19:50-03","MBM","MBM","180655","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Krapovickas, A.; et al.; et al.","19784","1971","09","05","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM180655",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:19:50-03","MBM","MBM","106211","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Sobral, M.","s.n.","1985","10",NA,"Brazil","Rio Grande do Sul",NA,"Capão do Angico",NA,NA,NA,NA,NA,NA,NA,"MBM106211","MBM106211",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:19:50-03","MBM","MBM","113992","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Fortunato, R.","Fortunato, R.H.; Sánchez, M.; Sánchez, M.","785","1986","10",NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM113992","MBM113992",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:19:50-03","MBM","MBM","128156","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Turner, B.L.","Landrum, L.R.; et al.; et al.","5781","1987","12","26","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM128156","MBM128156",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:19:50-03","MBM","MBM","14688","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Pedersen, T.M.","Pedersen, T.M.","9215","1969","10","09","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM014688","MBM014688",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:19:50-03","MBM","MBM","23779","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","20530","1971","12","30","?",NA,NA,"Infiernillo",NA,NA,NA,NA,NA,NA,NA,"MBM023779","MBM023779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:19:50-03","MBM","MBM","32250","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Zardini, E.M.","185","1973","09","25","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM032250","MBM032250",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:19:50-03","MBM","MBM","398853","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Barboza, E.","Savarais, M.","266","2014","01","08","Brazil","Rio Grande do Sul","Passo Fundo","RPPN Menino Deus","-52.421167","-28.276306","-52.421167","-28.276306","658","658",NA,"MBM398853","MBM398853",NA,NA,"Southern America",NA,"2015",NA,NA,NA,NA,"07","20",NA,NA,NA,NA
"133","2020-12-21 16:19:50-03","MBM","MBM","399263","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Barboza, E.","Savarais, M.","742","2010","02","05","Brazil","Rio Grande do Sul","Passo Fundo","Universidade de Passo Fundo","-52.398619","-28.227219","-52.398619","-28.227219","683","683",NA,"MBM399263","MBM399263",NA,NA,"Southern America",NA,"2015",NA,NA,NA,NA,"07","20",NA,NA,NA,NA
"134","2020-12-21 16:19:50-03","MBM","MBM","407996","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Gonzatti, F.","Gonzatti, F.","1362","2014","11","08","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-50.968611","-28.8825","-50.968611","-28.8825","807","807","Terrícola.; Em campo nativo.","MBM407996","MBM407996",NA,NA,"Southern America",NA,"2014",NA,NA,NA,NA,"11","21",NA,NA,NA,NA
"135","2020-12-21 16:19:50-03","MBM","MBM","82798","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Pedersen, T.M.","Pedersen, T.M.","12482","1979","10","03","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM082798","MBM082798",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:19:50-03","MBM","MBM","61069","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Andrade, A.","Hatschbach, G.","3429","1956","10","28","Brazil","Paraná","Palmas","Palmas,15km para o oeste","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,"MBM061069","MBM061069",NA,NA,"Southern America",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:19:50-03","MBM","MBM","100019","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Sobral, M.","Sobral, M.","3517","1984","12","01","Brazil","Rio Grande do Sul","Nova Prata","André da Rocha","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,"MBM100019","MBM100019",NA,NA,"Southern America",NA,NA,"18634","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:19:50-03","MBM","MBM","189941","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.","Jarenkow, J.A.","1696","1990","08","16","Brazil","Rio Grande do Sul","Pelotas","Praria do Laranjal","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"MBM189941","MBM189941",NA,NA,"Southern America",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:19:50-03","MBM","MBM","180556","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Rambo, B.","Sacco, J.C.","818","1957","12","04","Brazil","Rio Grande do Sul","Pelotas","São Gonçalo","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"MBM180556",NA,NA,NA,"Southern America",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:19:50-03","MBM","MBM","100011","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Sobral, M.","Sobral, M.; Folz, Y.; Folz, Y.","3060","1984","10","02","Brazil","Rio Grande do Sul","Rio Pardo","Pântano Grande","-52.378101348877","-29.9897003173828",NA,NA,NA,NA,NA,"MBM100011","MBM100011",NA,NA,"Southern America",NA,NA,"46320","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:19:50-03","MBM","MBM","218133","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.","Jarenkow, J.A.","3008","1996","12","28","Brazil","Rio Grande do Sul","São José dos Ausentes","Silveiras","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"MBM218133","MBM218133",NA,NA,"Southern America",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:19:50-03","MBM","MBM","164952","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Falkenberg, D.B.","Falkenberg, D.B.","2036","1984","12","14","Brazil","Rio Grande do Sul","Tramandaí","CECLIMAR","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,"MBM164952","MBM164952",NA,NA,"Southern America",NA,NA,"21077","auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:19:50-03","MBM","MBM","227067","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3633","1997","11","16","Brazil","Rio Grande do Sul","Vacaria","Estrada para Bom Jesus","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,"MBM227067","MBM227067",NA,NA,"Southern America",NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:19:50-03","MBM","MBM","100006","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Sobral, M.","Sobral, M.","2461","1983","10",NA,"Brazil","Rio Grande do Sul","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"MBM100006","MBM100006",NA,NA,"Southern America",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:19:50-03","MBM","MBM","59011","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Hatschbach, G.","Hatschbach, G.; et al.; et al.","28314","1971","12","06","Brazil","Santa Catarina","Água Doce","Campos de Palmas","-51.5560989379883","-26.9978008270264",NA,NA,NA,NA,NA,"MBM059011","MBM059011",NA,NA,"Southern America",NA,NA,"52743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:19:50-03","MBM","MBM","154418","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Falkenberg, D.B.","Falkenberg, D.B.","s.n.","1985","01","31","Brazil","Santa Catarina","Bom Jardim da Serra","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,"MBM154418","MBM154418",NA,NA,"Southern America",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:19:50-03","MBM","MBM","154416","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Falkenberg, D.B.","Falkenberg, D.B.","3048","1985","10","29","Brazil","Santa Catarina","Praia Grande","Praia Grande","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,NA,"MBM154416","MBM154416",NA,NA,"Southern America",NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:19:50-03","MBM","MBM","172819","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61272","1994","11","23","Brazil","Santa Catarina","Praia Grande","Rod. BR-450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,NA,"MBM172819","MBM172819",NA,NA,"Southern America",NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:19:50-03","MBM","MBM","164951","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Falkenberg, D.B.","Falkenberg, D.B.; et al.; et al.","5863","1992","12","04","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"MBM164951","MBM164951",NA,NA,"Southern America",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2015-09-04 11:11:31-03","MNHN","RECOLNAT_MNHN_P","P03316399","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","laxa","Acicarpha laxa","R.E.Fr.",NA,"Dusén, P.",NA,"1910","10","17","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316399' target='other'> <mi>dwc_moreinfo</mi></a>","P03316399","P03316399_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"10300",NA,NA
"151","2015-09-04 11:11:31-03","MNHN","RECOLNAT_MNHN_P","P03316398","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","laxa","Acicarpha laxa","R.E.Fr.",NA,"Dusén, P.",NA,"1909","4","10","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316398' target='other'> <mi>dwc_moreinfo</mi></a>","P03316398","P03316398_01",NA,NA,NA,"hb",NA,"46557","auto",NA,NA,NA,NA,NA,"7952",NA,NA
"152","2015-09-04 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P03316430","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Krapovickas, A.|Cristóbal, C.L.",NA,"1971","12","30","Argentina",NA,NA,"Prov. Tucumán. Dep. Tafí. Loc. Infiernillo.",NA,NA,NA,NA,"2850",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316430' target='other'> <mi>dwc_moreinfo</mi></a>","P03316430","P03316430_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"20530",NA,NA
"153","2015-09-04 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P03316453","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Rambo, B.",NA,"1950","1","4","Brasil","Rio Grande do Sul",NA,"Fazenda Arroio, prope Osorio.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316453' target='other'> <mi>dwc_moreinfo</mi></a>","P03316453","P03316453_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"45134",NA,NA
"154","2015-09-04 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P03316454","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Huidobro, A.M.R.",NA,"1946","12","18","Argentina",NA,NA,"Provincia Argentina. Dep. San Martín. Localidad Yapeyú.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316454' target='other'> <mi>dwc_moreinfo</mi></a>","P03316454","P03316454_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"3727",NA,NA
"155","2015-09-04 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P03316455","PreservedSpecimen",NA,"Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Rojas, T.",NA,"1944","9","24","Argentina",NA,NA,"Chaco. Saenz Peña.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316455' target='other'> <mi>dwc_moreinfo</mi></a>","P03316455","P03316455_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"12325",NA,NA
