"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","year","month","day","verbatimLongitude","verbatimLatitude","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","fieldNumber"
"11","2020-02-08 08:46:25-03","NBC","NL-BOTANY","WAG.1137543","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1137543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Irwin HS; Anderson WR; Stieber M","Brazil",NA,NA,NA,NA,NA,NA,NA,"1972","01","17",NA,NA,NA,"Southern America",NA,NA,NA,"NL-WAG1137543","NL-WAG1137543",NA
"12","2021-03-31 13:41:04-03","MN","R","217965","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,"Horto Florestal de Paraopeba. Seção de Botânica Florestal","Heringer, E.P.; Castellanos, A.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"1958","03","03",NA,NA,"21003",NA,"1500","1500",NA,NA,NA,NA
"13","2021-03-31 13:41:04-03","MN","R","32289","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","Hoehne, F.C.",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:41:04-03","MN","R","217962","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,"Comissão Rondon. Excursão a Minas Gerais","Hoehne, F.C.","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","auto","1915","11",NA,NA,NA,"6422",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:41:04-03","MN","R","3051","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,"Comissão Rondon. Excursão a Minas Gerais","Hoehne, F.C.","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","auto","1915","11",NA,NA,NA,"6411",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:41:04-03","MN","R","218241","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,"Comissão Rondon. Excursão a Minas Gerais","Hoehne, F.C.","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","auto","1915","11",NA,NA,NA,"6413",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:41:04-03","MN","R","35428","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,"Jardim Botânico de Bello Horizonte","Mello Barreto, H.L.","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797","19939","auto","1933","11","20",NA,NA,"4890",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:41:04-03","MN","R","217964","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","Pabst, G.F.J.","1958","10","04",NA,"Commissão Geographica e Geologica de Minas","Silveira, A.A.","Brasil","Minas Gerais","São João del Rei",NA,"-44.2616996765137","-21.1355991363525","39093","auto","1897","01",NA,NA,NA,"2238",NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:46:53-03","UFMS","CGMS","63423","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","J.A.N. Batista","2001",NA,NA,NA,"Flor alva.","G. Hatschbach; J. Cordeiro","Brasil","Goiás","Cristalina","Cachoeira do Arrojado.","-47.6136016845703","-16.7686004638672","85457","auto","1988","01","24",NA,NA,"51795",NA,NA,NA,NA,"CGMS1096391",NA,NA
"20","2019-08-20 10:00:53-03","UNICAMP","UEC","177777","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Pabst, G","1977",NA,NA,NA,"Terrestrial, the inflorescende to ca. 65 cm tall. Perianth waxy white, the inner petals spotted lilac.","Irwin, HS; Anderson, WR; Stieber, M; Lee, YT","Brazil","Goiás",NA,"Serra dos Pireneus, Shade ground near river margin. Gallery, cerrado, and periodically inundated islets, Rio Corumbá at great falls, ca. 12 km N of Corumbá de Goiás.",NA,NA,NA,NA,"1972","01","17",NA,NA,"34388",NA,"1000","1000",NA,"UEC034820","UEC034820",NA
"21","2019-08-20 10:00:53-03","UNICAMP","UEC","17321","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Hall, CF","2011","11","30",NA,"Herbácea, flores brancas, estrias roxas no labelo.","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","Brazil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso - Campo Belo, Km 35","-47.5099983215332","-14.1324996948242","44724","auto","1976","11","28",NA,NA,"3768",NA,NA,NA,NA,"UEC012328","UEC012328",NA
"22","2019-08-20 10:00:53-03","UNICAMP","UEC","137631","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Hall, CF","2011","11","30",NA,"Em cultivo na casa de vegetação da Unicamp. Sépalas esbranquiçadas, pétalas brancas com manchas roxas irregulares, labelo branco com estrias roxas, coluna arroxeada do estigma até a base.","Singer, RB","Brazil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605","21143","auto","2000","01","24",NA,NA,"s.n.",NA,NA,NA,NA,"UEC012327","UEC012327",NA
"23","2019-11-06 09:56:52-03","UFOP","OUPR","14211","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Badini, J.","1936",NA,NA,NA,"Terreno úmido. Erva. Flores pálidas e vermelhas","s.col.","Indisponível",NA,NA,NA,NA,NA,NA,NA,"1936",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:56:52-03","UFOP","OUPR","14209","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Badini, J.","1972","04","05",NA,"Campo. Erva. Flores brancas","Badini, J.","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793","33524","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:56:52-03","UFOP","OUPR","20702","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Messias, M.C.T.B.","2008","02","25",NA,"Erva, 40cm, flores com corola branca e guias de néctar vináceas","Messias, M.C.T.B.","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793","33524","auto","2008","01","25",NA,NA,"1749",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:56:52-03","UFOP","OUPR","18246","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,NA,"Campo rupestre. Erva. Frutos verdes","Messias, M.C.T.B.","Brasil","Minas Gerais","Mariana","Cibrão","-43.4160995483398","-20.377799987793","33524","auto","2004","03","23",NA,NA,"873",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:52-03","UFOP","OUPR","19293","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Messias, M.C.T.B.","2009","06","29",NA,"Prla damata. Erva. Flores brancas","Messias, M.C.T.B.","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Margens do Maynart","-43.4160995483398","-20.377799987793","33524","auto","2006","02","03",NA,NA,"1061",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:56:52-03","UFOP","OUPR","14210","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Badini, J.","1974","03","01",NA,"Campo. Erva. Flores marelas, brancas","Badini, J.","Brasil","Minas Gerais","Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793","33524","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:56:52-03","UFOP","OUPR","6596","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Guimarães, L.","2008","12","12",NA,"Campo ferruginoso. Erva terrícola. Flores brancas com estrias amarelas","Roschel, M.B.; Craig, J.","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Alegria- picada da alegria Samarco","-43.5080986022949","-20.2875003814697","44599","auto","1997","01","24",NA,NA,"465",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:56:52-03","UFOP","OUPR","31261","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Pedrosa, L.G.","2018","05","19",NA,"Erva, 70cm. Flores alvas. Campo graminoso úmido.","Pedrosa, L.G.","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serrinha/ Trilha da Pedra do Sal.","-43.5080986022949","-20.2875003814697","44599","auto","2018","05","19",NA,NA,"303",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:56:52-03","UFOP","OUPR","14207","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Badini, J.","1975","02","05",NA,"Campo. Erva. Flores brancas, amarelas e vermelhas","Badini, J.","Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-16 17:50:18-03","UCS","HUCS","25942","PreservedSpecimen","Plantae","Angiospermae",NA,"Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) RIchb. f.","Batista, J.A.N.",NA,NA,NA,NA,"flor alva; campo rupestre - solo úmido , encosta de colina , junto ao rio","Hatschbach, G.","Brasil","Goiás","Cristalina","Cachoeira do Arrojado","-47.6136016845703","-16.7686004638672","85457","auto","1988","01","24",NA,NA,"51795",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:38:35-03","MBM","MBM","34443","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.","Pabst, G.",NA,NA,NA,NA,NA,"Hatschbach, G.; Anderson, W.; Gates, B.; Anderson, W.; Gates, B.","Brazil","Mato Grosso","Rio Verde","Sete Quedas",NA,NA,NA,NA,"1975","02","08",NA,NA,"35979","Southern America",NA,NA,NA,"MBM034443","MBM034443",NA
"34","2020-12-21 16:38:35-03","MBM","MBM","421051","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.","Campos-Rocha, A.","2019","03","20",NA,"Herbácea 0.4-0.5 m altura, inflorescência e flores esverdeadas.; Campo rupestre","Campos-Rocha, A.; Comin, M.; Comin, M.","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.415278","-20.223889",NA,NA,"2018","12","15","-43.415278","-20.223889","2145","Southern America","861","861",NA,"MBM421051",NA,NA
"35","2020-12-21 16:38:35-03","MBM","MBM","52394","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.","Barros, F. de",NA,NA,NA,NA,NA,"Shepherd, G.J.; et al.; et al.","Brazil","Goiás","Alto Paraíso","Estrada Alto Paraíso a Campo Belo, km 35",NA,NA,NA,NA,"1976","11","28",NA,NA,"3768","Southern America",NA,NA,NA,"MBM052394","MBM052394",NA
"36","2020-12-21 16:38:35-03","MBM","MBM","22868","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.","Pabst, G.",NA,NA,NA,NA,NA,"Hatschbach, G.","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752","31264","auto","1972","08","05",NA,NA,"29937","Southern America",NA,NA,NA,"MBM022868","MBM022868",NA
"37","2020-12-21 16:38:35-03","MBM","MBM","53587","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.","Pabst, G.",NA,NA,NA,NA,NA,"Hatschbach, G.","Brazil","Mato Grosso","Chapada dos Guimarães","Rio da Casca","-55.749698638916","-15.460599899292","107042","auto","1975","11","15",NA,NA,"37614","Southern America",NA,NA,NA,"MBM053587","MBM053587",NA
"38","2020-04-02 18:52:38-03","MNHN","RECOLNAT_MNHN_P","P00778909","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Pignal",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00778909' target='other'> <mi>dwc_moreinfo</mi></a>","Pignal, M.|Echternacht, L.|Henrique Cardoso, P.","Brasil","Goiás","Alto Paraiso","Alto Paraiso de Goiás, GO118. Cachoeira Água Fria.","-47.49194","-14.09194",NA,NA,"2020","3","15",NA,NA,NA,NA,"1170",NA,"hb","P00778909","P00778909_01 P00778909_02","Expedição Alto Paraiso Chapada dos Veadeiros/5687"
"39","2020-10-01 14:26:07-03","JBB","HEPH","33419","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Chacon, RG","2018","01",NA,NA,NA,"Chacon, RG; Rivaroli, GV; Tinti, BV","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Abaixo da pedreira desativada, na nascente do Córrego Chapadão","-48.951389","-15.714167",NA,NA,"2018","01","15","-48.951389","-15.714167","1706","Southern America","1076","1076",NA,NA,NA,NA
"40","2020-10-01 14:26:07-03","JBB","HEPH","33619","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Chacon, RG","2018","08","15",NA,NA,"Paiva, VF; Soares, ACA; Tinti, BV; Oliveira, EBL de","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Subida para a pedreira","-48.951111","-15.714167",NA,NA,"2018","03","05","-48.951111","-15.714167","1052","Southern America","1090","1090",NA,NA,NA,NA
"41","2014-08-23 05:35:00-03","MO","MOBOT","1672808","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.",NA,NA,NA,NA,NA,NA,"Howard S. Irwin|Eunice Onishi|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Brazil","Goiás",NA,"Gallery forest and adjoining cerrado, ca. 24 Km NE Of Catalão",NA,NA,NA,NA,"1970","1","25",NA,NA,"Irwin 25381","South America","875.00000000",NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","2824533","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G. Pabst",NA,NA,NA,NA,NA,"William R. Anderson","Brazil","Goiás",NA,"Ca. 15 km N of Corumbá de Goiás; north slope of ridge; forest and adjacent cerrado.",NA,NA,NA,NA,"1973","5","15",NA,NA,"Anderson 10320","South America","1250.00000000",NA,NA,NA,NA,NA
"43","2015-08-10 05:49:00-03","MO","MOBOT","2824559","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","Pabst",NA,NA,NA,NA,NA,"Amaro Macedo","Brazil","Minas Gerais",NA,"Mun. Ouro Preto. Campestre das encostas.",NA,NA,NA,NA,"1950","12","31",NA,NA,"Macedo 2834","South America",NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","2824656","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G. Pabst",NA,NA,NA,NA,NA,"Howard S. Irwin|William R. Anderson|M.T. Stieber|E.Y.-T. Lee","Brazil","Goiás",NA,"Gallery, cerrado, and periodically inundated islets, Rio Corumbá at great falls, ca. 12 km N. of Corumbá de Goiás.",NA,NA,NA,NA,"1972","1","17",NA,NA,"Irwin 34388","South America","1000.00000000",NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2824706","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G. Pabst",NA,NA,NA,NA,NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Brazil","Goiás",NA,"25 km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Corumba. Cerrado and low woods on sandstone slopes.",NA,NA,NA,NA,"1968","1","13",NA,NA,"Irwin 18556","South America","1150.00000000",NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2825012","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G. Pabst",NA,NA,NA,NA,NA,"Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Brazil","Mato Grosso",NA,"7 Quedas (Mun. Rio Verde).",NA,NA,NA,NA,"1975","2","8",NA,NA,"Hatschbach 35979","South America",NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2825051","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G. Pabst",NA,NA,NA,NA,NA,"Louis O. Williams","Brazil","Minas Gerais",NA,"Fazenda do Cabuí, near Contagem, Municipio of Betim.",NA,NA,NA,NA,"1945","2",NA,NA,NA,"Williams 5403","South America","900.00000000",NA,NA,NA,NA,NA
"48","2009-07-25 16:38:00-03","MO","MOBOT","2846763","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb. f.","G.A. Romero & G. Carnevali",NA,NA,NA,NA,NA,"Augustus Fendler","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fendler 1395","South America",NA,NA,NA,NA,NA,NA
"49","2020-08-01 18:19:13-03","UNESP-IBILCE","SJRP","13803","PreservedSpecimen","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Eric Smidt",NA,NA,NA,NA,"Rupícola; sobre rochas;","P.G. Windisch","Brasil","Mato Grosso","Nova Brasilândia","ribeirão do roncador","-54.9655990600586","-14.9568996429443","68729","auto","1992","10","25",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"50","2020-08-31 09:19:38-03","INPA","INPA","27013","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Koellensteinia","tricolor","Koellensteinia tricolor","(Lindl.) Rchb.f.","Pabst, GFJ","1970",NA,NA,NA,NA,"Prance, GT","Brasil","Roraima","Alto Alegre","Serra dos Surucucus, Savanna on large plateau.","-63.55","2.7",NA,NA,"1969","02","14","-63.55","2.7","9880","Southern America","1800","1800",NA,"INPA0027013","INPA0027013 INPA0027013_e",NA
