"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"310","2019-08-27 13:28:51-03","IAP","PACA-AGP","103777","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1993","04",NA,"Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,"Xiloteca nº 99","PACA103777",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ebenales","7315","auto","Magnoliatae",NA,NA,NA,NA,NA
"311","2019-08-27 13:28:54-03","IAP","PACA-AGP","49516","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Emrich-Rambo","1954","09","22","Rambo, B.","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"fr. semievoluto. Habitat: in araucarieto Fenofase: fruto semievoluto","PACA049516",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ebenales","70701","auto","Magnoliatae",NA,NA,NA,NA,NA
"312","2020-12-20 21:19:33-03","UFV","VIC","004753","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth",NA,NA,NA,NA,"Dombroski, B.T.","1964","11","05","Brasil","Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arvoreto freguente.","VIC004753","VIC004753","877",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"313","2020-12-20 21:19:33-03","UFV","VIC","023993","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth",NA,NA,NA,NA,"Souza, L.R.M.; Soares-Silva, L.H.","1987","07","15","Brasil","Paraná","Porto Amazonas","Estrada de acesso a cidade","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Arvoreta de 7 m, botões florais e flores brancas, frutos imaturos verdes.","VIC023993",NA,"s.n.",NA,NA,NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA
"314","2021-03-10 14:35:19-03","UFSC","CTBS","537","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Scipioni, M.C.","2013","11","05","Santos, Vanderlei dos (Guga)","2013","11","05","Brasil","Santa Catarina","Curitibanos","Trilha UFSC, Campus Curitibanos","-50.533286","-27.286572","50°31'59.83W","27°17'11.66S",NA,NA,NA,NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-02-27 16:44:26-03","UFSC","CTBS","3347","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Marcon, A.","2013","11","01","Steiner, F.","2013","11","01","Brasil","Santa Catarina","Vargem","Canteiro de Obras da UHE de São Roque","-50.813333","-27.497778","50°48'48W","27°29'52S","723","723",NA,NA,NA,NA,NA,NA,NA,"LUSC 6312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-02-27 16:44:26-03","UFSC","CTBS","3345","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Steiner, F.","2013","11","01","Marcon, A.","2013","11","01","Brasil","Santa Catarina","Vargem","Canteiro de Obras da UHE de São Roque","-50.808333","-27.483333","50°48'30W","27°29'00S","714","714",NA,NA,NA,NA,NA,NA,NA,"LUSC 6313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-02-27 16:44:26-03","UFSC","CTBS","3346","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Mariot, A.","2013","11","12","Marcon, A.","2013","11","12","Brasil","Santa Catarina","Vargem","Canteiro de Obras da UHE de São Roque","-50.815278","-27.486111","50°48'55W","27°29'10S","795","795",NA,NA,NA,NA,NA,NA,NA,"LUSC 6314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-02-27 16:44:26-03","UFSC","CTBS","4043","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Scipioni, M.C.","2008","12","19","Scipioni, M.C.","2008","12","19","Brasil","Rio Grande do Sul","Encruzilhada do Sul",NA,"-52.521900177002","-30.5438995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA
"319","2021-03-24 17:10:04-03","UFES","SAMES","5558","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Verdi,M.","2009","01","24","Verdi,M.; Hasckel,R.P.;Klemz,G.","2009","01","24","Brasil","Santa Catarina","Cerro Negro","Macaco Branco. Florística IFFSC 830.","-50.8758010864258","-27.7952995300293",NA,NA,"608","608","Fruto: maduro preto Habitat: Tipo Veget: Ecótono Floresta Estacional Decidual/ Floresta Ombrófila Mista.","SAMES05558",NA,"1411",NA,NA,NA,NA,NA,NA,"26434","auto",NA,NA,NA,NA,NA,NA
"320","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050524","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Stephen F. Smith",NA,NA,NA,"R. Wasum","1994","1","1","Brazil","Rio Grande do Sul",NA,"Caxias do Sul; Jardim Botanico.","-51.183333","-29.166667",NA,NA,"750",NA,"Arvoreta.",NA,NA,"9570",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"321","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050528","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","G. Hatschbach",NA,NA,NA,"J. M. Silva; J. Cordeiro","1991","10","11","Brazil","Parana",NA,"Jardim Botanico (Mun. Curitiba).","-49.237331","-25.442591",NA,NA,"880",NA,"Arbusto 2 m, flor alva.",NA,NA,"1055",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"322","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050526","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. Tressens",NA,NA,NA,"R. O. Vanni; V. Marunak","1996","4","11","Argentina","Corrientes",NA,"Dep. Santo Tome. 38 km N de Santo Tome ruta 40. Ea. 'Timbo'.","-56.045635","-28.55162",NA,NA,NA,NA,"Arbol ca. 4 m alt. Florea blancas. Epifílo de las hojas brillante.",NA,NA,"3719",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"323","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050525","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Stephen F. Smith",NA,NA,NA,"R. Wasum","1994","10","26","Brazil","Rio Grande do Sul",NA,"Caxias do Sul, Campus da UCS.","-51.152833","-29.1622",NA,NA,"750",NA,"Arvore.",NA,NA,"10221",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"324","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050523","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","A. Schinini",NA,NA,NA,"M. S. Ferrucci; A. Schinini, M. Dematteis","1999","12","14","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora, proximo al Monumento al Mariscal F. S. Lopez.","-56.204398","-22.636195",NA,NA,NA,NA,"Arbol de ca. 4-5 m de alt. Flores blancas.",NA,NA,"1364",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"325","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050527","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Tressens",NA,NA,NA,"S. G. Tressens; A. Schinini, S. Caceres, V. Marunak","1993","10","15","Argentina","Misiones",NA,"Dep. Iguazu. Parque Nacional Iquazu. Alrededores del CIES.","-54.378869","-25.714615",NA,NA,NA,NA,"Arbol 5 m alt. Corola y androceo blancos.",NA,NA,"4580",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-21 14:46:19-03","UFJF","CESJ","71320","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","F. Gonzatti","2014","10",NA,"R.A. Wasum","2011","11","19","Brasil","Rio Grande do Sul","Bom Jesus","Passo da Guarda","-50.4965","-28.453944","-50.4965","-28.453944","1020","1020","No interior da mata.","CESJ071320",NA,"4902",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-11-21 14:46:19-03","UFJF","CESJ","44356","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","G. Hatschbach","2004",NA,NA,"O.S. Ribas; C.B. Poliquesi; E. Barbosa; P.Steiner; J.Bordin","2004","02","14","Brasil","Paraná","Piraquara","Sítio Santa Bárbara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore, 6m, fruto maduro negro. Floresta atlântica; transição para a floresta ombrófila mista.","CESJ044356",NA,"5999",NA,"América do Sul",NA,NA,"Angiosperma",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"328","2019-11-21 14:46:19-03","UFJF","CESJ","71288","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","E. Valduga.","2012","02",NA,"R.A. Wasum","2010","02","03","Brasil","Rio Grande do Sul","Caxias do Sul","Santa Lúcia do Piaí, Água Azul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Em borda da mata","CESJ071288",NA,"4706",NA,"América do Sul",NA,NA,"Angiosperma",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"329","2021-04-07 11:48:59-03","UFMS","CGMS","78446","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"H. Moreira Filho","1955","11",NA,"Brasil",NA,"Brasil","Beira de estrada de rodagem.",NA,NA,NA,NA,NA,NA,"Floresce em novembro. Planta melifera.","CGMS1111457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-04-07 11:48:59-03","UFMS","CGMS","49245","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","G. Hatschbach","2004",NA,NA,"O.S. Ribas; C.B. Poliquesi; E. Barbosa; P. Steiner; J. Bordin","2004","02","14","Brasil","Paraná","Piraquara","Sítio Santa Bárbara.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Fruto maduro negro. Habitat: Floresta atlântica. Transição para aFloresta ombrófila mista. Habito: Árvore. 6,00m de altura.","CGMS1079187",NA,"5999",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:42:16-03","UNICAMP","UEC","156585","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Gasper, AL","2009","05","05","Stival-Santos, A; Uller, HF; Silveira, S","2008","12","12","Brazil","Santa Catarina","Ana Garibaldi","Pinheirinho, Interior da mata. Floresta Ombrófila mista. Estádio: inicial a médio.","-51.028611","-27.7175","-51.028611","-27.7175","820","820","Árvore. Fito IFFSC 261/L/5. Imaturo verde.","UEC054397","UEC054397","263",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-03-01 16:42:16-03","UNICAMP","UEC","156587","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Sobral, M","2009","03",NA,"Verdi, M; Grosch, B; Klemz, G","2008","12","12","Brazil","Santa Catarina","Capão Alto","Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista.","-50.716111","-28.214167","-50.716111","-28.214167","880","880","Fruto imaturo verde. Estádio: médio de regeneração.","UEC054401","UEC054401","1165",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-03-01 16:42:16-03","UNICAMP","UEC","156591","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Sobral, M","2010","01","25","Stival-Santos, A; Legal, E; Silveira, S","2009","12","14","Brazil","Santa Catarina","São João Batista","Canudos, Floresta Ombrófila Densa; Estádio Suces.: Avançado; interior do fragmento.","-48.8675","-27.359722","-48.8675","-27.359722","231","231","Árvore. 8m. Florística IFFSC 428 (Arbórea).","UEC054409","UEC054409","1446",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-03-01 16:42:16-03","UNICAMP","UEC","156597","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Verdi, M","2009","01","24","Verdi, M; Hasckel, RP; Klemz, G","2009","01","24","Brazil","Santa Catarina","Cerro Negro","Macaco Branco","-51.033611","-27.902222","-51.033611","-27.902222","608","608","Fruto maduro preto.; Ecótono Floresta Estacional Decídua/Floresta Ombrófila Mista. Estádio avançado.","UEC054406","UEC054406","1411",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-03-01 16:42:16-03","UNICAMP","UEC","156696","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Gasper, AL","2009","04",NA,"Verdi, M; Grosch, B; Klemz, G","2008","12","11","Brazil","Santa Catarina","Capão Alto","Pessegueirinho","-50.760833","-28.17","-50.760833","-28.17","762","762","Fruto imaturo verde.; Ecótono Floresta Estacional Decídua/Floresta Ombrófila Mista. Estádio avançado.","UEC054410","UEC054410","305",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-03-01 16:42:16-03","UNICAMP","UEC","177148","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"Verdi, M; Jarenkow, JA","2012","12","02","Brazil","Rio Grande do Sul","Santana da Boa Vista","Cerro do Diogo.","-53.246389","-30.865278","-53.246389","-30.865278","238","238","Altura: 4m; Hábito: arbóreo.; Estepe estacional.","UEC029305","UEC029305","6349",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-08-20 10:27:12-03","UNICAMP","UEC","21537","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G",NA,NA,NA,"Hatschbach, G","1965","10","14","Brazil","Paraná","Campo Mourão",NA,"-52.333333","-24.030556","-52.333333","-24.030556",NA,NA,"flor, Árvore flor alva, orla do cerrado.",NA,NA,"12982",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-08-20 10:27:12-03","UNICAMP","UEC",NA,"S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Aranha, JLM","2007",NA,NA,"Fritsch, PW; Aranha, JLM","2005",NA,NA,"Brazil","Paraná","Curitiba","Conjunto Marumbí","-49","-25","-49","-25","883","883","Disturbed woodlot with no regeneration; surrounded by residential area. Tree 5 m tall, top dead. Bark slightly fissured, corky and smooth. Branches erect-ascending. Corolla white, tinged with lavender; anthers yellow. Only one plant seen",NA,NA,"1801",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-08-20 10:27:12-03","UNICAMP","UEC",NA,"S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Aranha, JLM","2006",NA,NA,"Almeda, F; Belinello, R; Aranha, JLM; Fritsch, PW","2004",NA,NA,"Brazil","Minas Gerais","Camanducaia","Distrito Monte Verde, Serra da Mantiqueira. Vicinity entrance of road to the community of Monte Verde","-46","-22","-46","-22","1410","1410","Disturbed forest dominated by Araucaria angustifolia and Podocarpus lambertii along trail near the airport. Tree 3 m tall in sterile condition. Collected for DNA voucher",NA,NA,"8787",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-08-20 10:27:12-03","UNICAMP","UEC","128315","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"Meireles, LD","2002","10","22","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Mista","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Árvoreta, 3m, flores creme-esverdeada.","UEC087317","UEC087317","1244",NA,NA,NA,NA,"Magnoliopsida",NA,"22140","auto",NA,NA,NA,NA,NA,NA
"341","2019-08-20 10:27:12-03","UNICAMP","UEC","124463","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Meireles, LD","2002","07",NA,"Meireles, LD","2001","12","13","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Mista","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Árvore, 2,5m, flores brancas, frutos verdes com base avermelhada.","UEC087320","UEC087320","823",NA,NA,NA,NA,"Magnoliopsida",NA,"22140","auto",NA,NA,NA,NA,NA,NA
"342","2019-08-20 10:27:12-03","UNICAMP","UEC","14961","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G","1977",NA,NA,"Hatschbach, G","1971","11","04","Brazil","Paraná","Colombo","Capivari","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"flor, Arvoreta 5m, flor alva,mata.",NA,NA,"27632",NA,NA,NA,NA,"Magnoliopsida",NA,"13536","auto",NA,NA,NA,NA,NA,NA
"343","2019-08-20 10:27:12-03","UNICAMP","UEC","14962","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G","1977","03",NA,"Hatschbach, G","1977","03","09","Brazil","Paraná","Ipiranga","Rio Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"vegetativo, Árvore 6m, frutos maduros pretos. Mata de galeria, orla.",NA,NA,"39781",NA,NA,NA,NA,"Magnoliopsida",NA,"31827","auto",NA,NA,NA,NA,NA,NA
"344","2019-08-20 10:27:12-03","UNICAMP","UEC","14957","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G","1978","04",NA,"Kummrow, R","1976","10","13","Brazil","Paraná","Lapa","Col. Mariental","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"flor, Árvore 4m, flor alva. Capão.",NA,NA,"1167",NA,NA,NA,NA,"Magnoliopsida",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"345","2019-08-20 10:27:12-03","UNICAMP","UEC","14963","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G","1977",NA,NA,"Hatschbach, G","1972","10","31","Brazil","Paraná","Lapa","Johanisdorf","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"flor, Arvoreta 4m, flor alva, orla capão.",NA,NA,"30583",NA,NA,NA,NA,"Magnoliopsida",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"346","2019-08-20 10:27:12-03","UNICAMP","UEC","14958","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Hatschbach, G","1978","09",NA,"Hatschbach, G","1977","12","26","Brazil","Paraná","Piraquara","Guarituba","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"fruto, Árvore 5m, fruto imaturo verde. Capão.",NA,NA,"41098",NA,NA,NA,NA,"Magnoliopsida",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"347","2019-08-20 10:27:12-03","UNICAMP","UEC","48930","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Britez, RM",NA,NA,NA,"Silva, SM; Britez, RM","1986","10","13","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"flor, Arvoreta com flores brancas, 2m alt., floresta ciliar do Rio Iguaçu.",NA,NA,"785",NA,NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA
"348","2019-08-20 10:27:12-03","UNICAMP","UEC","51686","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Britez, RM",NA,NA,NA,"Silva, SM; Souza, WS; Britez, RM","1986","07","17","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"vegetativo, Árvore com 3,5m, CAP=43cm, com frutos imaturos na várzea do Rio Iguaçu.","UEC143164","UEC143164","234",NA,NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA
"349","2019-08-20 10:27:12-03","UNICAMP","UEC","48825","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Silva, SM",NA,NA,NA,"Melo, E; Silva, SM; Britez, RM","1986","11","28","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"flor, Arbusto de até 2m, flores alvas, bastante danificada por taturanas, várzea do Rio Iguaçu.",NA,NA,"13",NA,NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA
"350","2019-08-20 10:27:12-03","UNICAMP","UEC","48824","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Britez, RM",NA,NA,NA,"Silva, SM; Souza, WS; Britez, RM","1986","07","17","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"vegetativo, Árvore com 3,5m, CAP=43cm, com frutos imaturos na várzea do Rio Iguaçu.",NA,NA,"234",NA,NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA
"351","2019-08-20 10:27:12-03","UNICAMP","UEC","65271","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Bidá, A","2000","02",NA,"Stehmann, JR; Vieira, AOS; Falkenberg, DB","1994","01","22","Brazil","Rio Grande do Sul","Encruzilhada do Sul","Cerro São Salvador","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"vegetativo, Árvore ca. 2m altura, frutos maduros pretos.",NA,NA,"1369",NA,NA,NA,NA,"Magnoliopsida",NA,"62084","auto",NA,NA,NA,NA,NA,NA
"352","2019-08-20 10:27:12-03","UNICAMP","UEC","14967","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"Leitão Filho, HF; Semir, J; Shepherd, GJ; Andrade, JB","1977","04","14","Brazil","São Paulo","Itararé","Rodovia Itararé a Apiaí.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"flor, Árvore até 5m; flores brancas. Campo de altitude.",NA,NA,"4718",NA,NA,NA,NA,"Magnoliopsida",NA,"27729","auto",NA,NA,NA,NA,NA,NA
"353","2019-08-20 10:27:12-03","UNICAMP","UEC","23242","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Bidá, A","1992","07",NA,"Handro, O","1944","01","28","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Cultivada.",NA,NA,"s.n.",NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"354","2019-08-20 10:27:12-03","UNICAMP","UEC","23245","S","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Bidá, A","1992","07",NA,"Hoehne, FC","1930","12","05","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Árvore, flores alvas.",NA,NA,"s.n.",NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"355","2020-06-06 18:30:42-03","UFPB","JPB","6571","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"Sehnem, A","1965","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"JPB6571",NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","76715","auto",NA,NA,NA,NA,NA,NA
"356","2019-11-06 09:57:48-03","UFOP","OUPR","24334","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Aranha-Filho, J.L.M.","2011","10",NA,"Fritsch, P.W.; Aranha-Filho, J.L.M.","2005","10","13","Brasil","Paraná","Curitiba","Conjunto Morumbi","-49.202833","-25.482","-49.202833","-25.482","883","883","Disturbed woodlot with no regeration; surrounded by residencial area. Tree 5m tall, top dead. Bark slightly fissured, corky and smooth. Branches erect - ascending. Corolla white, tinged with lavender; anthers yellow. Only plant seen",NA,NA,"1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-04 13:19:46-03","UDESC","LUSC","4130","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Gross, A.",NA,NA,NA,"Gross, A.","2009","10","25","Brasil","Santa Catarina","Catanduvas",NA,"-51.6617012023926","-27.0706005096436",NA,NA,NA,NA,NA,"LUSC001285","LUSC001285",NA,NA,NA,NA,NA,NA,NA,"16067","auto",NA,NA,NA,NA,NA,NA
"358","2020-12-04 13:19:46-03","UDESC","LUSC","8231","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","Rodrigues, L.","2015","05","21","Rodrigues, L.","2015","05","20","Brasil","Santa Catarina","Curitibanos","curitibanos.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,NA,"LUSC001271","LUSC001271",NA,NA,NA,NA,NA,NA,NA,"25987","auto",NA,NA,NA,NA,NA,NA
