"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"470","2019-02-28 10:36:00-03","MO","MOBOT","3211690","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Monteiro",NA,NA,NA,"Pedro Jörgensen","1928","11","16","Paraguay",NA,NA,"Common in moist trees. V. Rica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 3610","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-02-28 10:36:00-03","MO","MOBOT","3211718","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Pastor Arenas Rodríguez","1982","2","1","Argentina","Formosa","Patiño","E. Del Campo, Co;. J.B. Alverdi.","-60.1","-25.05",NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 2047","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"472","2019-02-28 10:36:00-03","MO","MOBOT","3211878","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"H. Maturo","2005","3","7","Argentina","Formosa",NA,"Estancia Guaycolec. Bañado, Borde de caminos","-58.2619444","-25.91",NA,NA,NA,NA,NA,NA,NA,"Maturo 290","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"473","2019-02-28 10:36:00-03","MO","MOBOT","3211948","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","F. Farruggia",NA,NA,NA,"Armando T. Hunziker","1950","6","4","Argentina","Córdoba","Santa María","En la villa del rio Iº, cerca de Calera, camino a Diquecito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunziker 8418","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"474","2019-02-28 10:36:00-03","MO","MOBOT","3212179","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Aurelio Schinini|Elsa L. Cabral|Ricardo O. Vanni","1979",NA,NA,"Argentina","Corrientes","Monte Caseros","8 Km S de Labougle, costa del río Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 17563","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"475","2019-02-28 10:36:00-03","MO","MOBOT","3212238","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. L. Liesner",NA,NA,NA,"Luciano Bernardi","1978","11","10","Paraguay","Ñeembucú",NA,"Frutex leguminibus crassis tetrragonis costatis, virido-luteis. In pascuis, Curupayty, Humaitá.","-58.6166667","-27.15",NA,NA,NA,NA,NA,NA,NA,"Bernardi 18486","South America",NA,"45.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"476","2019-02-28 10:36:00-03","MO","MOBOT","3212382","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.",NA,NA,NA,NA,"Mirtha Ortiz","1988","2","28","Paraguay",NA,NA,"Crece en zuelo modificedo. Dto Central Maiano R. Alonso. Puente Romonso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ortiz 908","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2019-02-28 10:36:00-03","MO","MOBOT","3212648","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Almeida, *","1982","10","24","Brazil",NA,NA,"Ms, Ladario, pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Almeida 1205","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"478","2019-02-28 10:36:00-03","MO","MOBOT","3212829","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"W.G. Herter","1926","12",NA,"Uruguay","San José",NA,"Barra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 679","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"479","2019-02-28 10:36:00-03","MO","MOBOT","3213060","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"W.G. Herter","1926","12",NA,"Uruguay","San José",NA,"5-10, Camp. Aren. Subhumid, Ad Paludes Soli Exp. Barra,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 679","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"480","2019-02-28 10:36:00-03","MO","MOBOT","3213167","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Santiago Venturi","1929","11","22","Argentina","Santiago del Estero","Capital","Orilla del rio Dules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venturi 9796","South America",NA,"150.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"481","2019-02-28 10:36:00-03","MO","MOBOT","3213220","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"A.M. Ruiz Huidobro","1946","10","24","Argentina",NA,NA,"Santiago del Estero. Rio Hondo. Las Fermas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huidobro 3038","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"482","2019-02-28 10:36:00-03","MO","MOBOT","3213302","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Monteiro",NA,NA,NA,"Émile Hassler","1913","5",NA,"Paraguay",NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11757","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2019-02-28 10:36:00-03","MO","MOBOT","3213408","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Aurelio Schinini|Elsa L. Cabral|Ricardo O. Vanni","1979",NA,NA,"Argentina","Corrientes","Alvear","30 Km NE de Alvear, costa del río Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 16937","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"484","2019-02-28 10:36:00-03","MO","MOBOT","3213627","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Lázaro J. Novara","1981","11","14","Argentina","Salta",NA,"Capital. Entres San Francsico y El Jardin, 1 km al N de Rio Ancho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Novara 2143","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"485","2019-02-28 10:36:00-03","MO","MOBOT","3213628","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Erik L. Ekman","1907",NA,NA,"Argentina",NA,NA,"Posadas, in fruticetis ad porturm oppidi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ekman 1765","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"486","2019-02-28 10:36:00-03","MO","MOBOT","3213765","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Armando Reales","1947","2","22","Argentina","Formosa",NA,"Dep. Clorinda. Riacho Negro, Km. 107 Ruta 11.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reales 382","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"487","2019-02-28 10:36:00-03","MO","MOBOT","3213927","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Monteiro, XI/",NA,NA,NA,"Thomas Morong","1888",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 621","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-02-28 10:36:00-03","MO","MOBOT","3214349","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald Liesner",NA,NA,NA,"Luciano Bernardi","1980","3","26","Paraguay","Alto Paraguay",NA,"In collinis Tres Marias, circa Fuerte Olimpo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 20323","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-02-28 10:36:00-03","MO","MOBOT","3215102","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald Liesner",NA,NA,NA,"Nélida Soria","1987","8","14","Paraguay","Presidente Hayes",NA,"Dto pte Hayes-Ruta pto Militar-Concepicion. a 5 km de Concepcion",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 1802","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-02-28 10:36:00-03","MO","MOBOT","3215433","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"Alfredo F. Fuentes","1996","10","30","Bolivia","Santa Cruz","Germán Busch","Laguna Cáceres, estancia Arco Iris. Vegetacion riberena y acuatica.","-57.8","-18.95",NA,NA,NA,NA,NA,NA,NA,"Fuentes Claros 1617","South America",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-02-28 10:36:00-03","MO","MOBOT","3216304","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R.L. Liesner",NA,NA,NA,"Milan Vavrek|Lidia Pérez de Molas","1981","11","10","Paraguay","Central",NA,"Ñemby. Al costado de la ruta, a 7.5 km de ruta asfaltada hacia S. Lorenzo. Suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vavrek 431","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-06-14 15:24:00-03","MO","MOBOT","3216851","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Frank Farruggia (ASU)",NA,NA,NA,"F. Chagas","1980","3","9","Brazil","Distrito Federal",NA,"QNL Taguatinga Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chagas e Silva 258","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"493","2019-02-28 10:36:00-03","MO","MOBOT","3217025","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Monteiro",NA,NA,NA,"G. Malme","1903","3","29","Paraguay",NA,NA,"Est. 14 do Mayo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malme s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-02-28 10:36:00-03","MO","MOBOT","3295122","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. de Michel (LPB)",NA,NA,NA,"A. Roca","1998","6","26","Bolivia","Santa Cruz",NA,NA,"-62.48333","-19.51666",NA,NA,NA,NA,NA,NA,NA,"Roca 600","South America",NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-02-28 10:36:00-03","MO","MOBOT","3301944","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Chávez de Miche",NA,NA,NA,"R. Chávez de Michel","1999","5","25","Bolivia","Santa Cruz","Cordillera","Izoceño-Guarani. A 2 km de la comunidad de Aguarati, en las dunas de arena en le rio Parapeti. Arenal, a veces parcialmente inundable.","-62.2827778","-19.1552778",NA,NA,NA,NA,NA,NA,NA,"Michel 2733","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"496","2019-02-28 10:36:00-03","MO","MOBOT","77490","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","A. Schinini (CTES)",NA,NA,NA,"Elsa M. Zardini|et al.","1987","5","25","Paraguay","Presidente Hayes",NA,"Puente Remanso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 2546","South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","87-16"
"497","2019-02-28 10:36:00-03","MO","MOBOT","77630","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1990","9","1","Paraguay","Central",NA,"Estero del Ypoá, 5 km S of Pindoty, 2 km E of lake. Inundated savanna.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,"Zardini 23264","South America",NA,"200.00000000",NA,NA,NA,NA,NA,NA,"7","431"
"498","2019-02-28 10:36:00-03","MO","MOBOT","78558","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini","1988","8","27","Paraguay","Cordillera",NA,"camino entre Emboscada, Arroyos y Esteros. Río Piribebuy. In marginal forest.","-57.25","-25.08333",NA,NA,NA,NA,NA,NA,NA,"Zardini 6797","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","88-80"
"499","2019-02-28 10:36:00-03","MO","MOBOT","79311","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1989","12","23","Paraguay","Cordillera",NA,"Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros.","-57.25","-25.1333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 17228","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","231"
"500","2019-02-28 10:36:00-03","MO","MOBOT","79440","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","2","25","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros.","-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 19309","South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","297"
"501","2019-02-28 10:36:00-03","MO","MOBOT","79614","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","9","9","Paraguay","Central",NA,"Tavarory, on Arroyo Avaí near confluence with Río Paraguay.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 23473","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","440"
"502","2019-02-28 10:36:00-03","MO","MOBOT","80093","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|María T. Florentín P.","1988","9","3","Paraguay","Paraguarí",NA,"Macizo Acahay. Gallery forest along creek on Eastern Peak.","-57.15","-25.9",NA,NA,NA,NA,NA,NA,NA,"Zardini 6966","South America",NA,"500.00000000",NA,NA,NA,NA,NA,NA,"2","88-88"
"503","2019-02-28 10:36:00-03","MO","MOBOT","80101","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","1989","12","23","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Inundated savanna on clay.","-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,"Zardini 17320","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","234"
"504","2019-02-28 10:36:00-03","MO","MOBOT","801577","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1992","5","18","Paraguay","Central",NA,"Border Tavarory-Acosta NU.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 31722","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","683"
"505","2019-02-28 10:36:00-03","MO","MOBOT","81260","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","11","9","Paraguay","Central",NA,"Tavarory, 3 km N of Tavarory. Savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 23669","South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","450"
"506","2019-02-28 10:36:00-03","MO","MOBOT","81673","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1991","6","22","Paraguay","Paraguarí",NA,"National Park Ybycu'í, 6 km south of northwestern corner of park, along tributary of Arroyo Mina. Inundated savanna.","-56.76666","-26.06666",NA,NA,NA,NA,NA,NA,NA,"Zardini 27855","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","593"
"507","2019-02-28 10:36:00-03","MO","MOBOT","82375","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini","1988","6","25","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In secondary vegetation.","-57.15","-25.21666",NA,NA,NA,NA,NA,NA,NA,"Zardini 5184","South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","88-36"
"508","2019-02-28 10:36:00-03","MO","MOBOT","83574","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","3","3","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin. 27 km W of Arroyos y Esteros. Inundated savanna on clay.","-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,"Zardini 19850","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","308"
"509","2019-02-28 10:36:00-03","MO","MOBOT","83726","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|V. Jara","1993","6","22","Paraguay","Central",NA,"Estero del Ypoá: Villeta-Puerto Guyratí 10,5 km S of Villeta on Arroyo Pikysyry. Gallery Forest on clay soil.","-57.56666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 36412","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","831"
"510","2019-02-28 10:36:00-03","MO","MOBOT","83759","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","7","9","Paraguay","Cordillera",NA,"Arroyo Yhacá. Gallery forest.","-56.86666","-25.61666",NA,NA,NA,NA,NA,NA,NA,"Zardini 36465","South America",NA,"50.00000000",NA,NA,NA,NA,NA,NA,"4","832"
"511","2019-02-28 10:36:00-03","MO","MOBOT","86802","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1989","11","11","Paraguay","Paraguarí",NA,"Acahay Massif. Base of massif on southwestern side.","-57.1833333","-25.9",NA,NA,NA,NA,NA,NA,NA,"Zardini 16140","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","183"
"512","2019-02-28 10:36:00-03","MO","MOBOT","86811","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","5","19","Paraguay","Cordillera",NA,"Central area of Río Piribebuy basin, 22 km W of Arroyos y Esteros.","-57.2666667","-25.1333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 20279","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","320"
"513","2019-02-28 10:36:00-03","MO","MOBOT","86867","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1989","11","11","Paraguay","Paraguarí",NA,"Acahay Massif. Base of massif on southwestern side.","-57.1833333","-25.9",NA,NA,NA,NA,NA,NA,NA,"Zardini 16146","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","183"
"514","2019-02-28 10:36:00-03","MO","MOBOT","86905","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","8","12","Paraguay","Central",NA,"Tavarory: Border with Acosta Ñu. Inundated Savanna and Gallery Forest along Paraguay River.","-57.55","-25.45",NA,NA,NA,NA,NA,NA,NA,"Zardini 36890","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","840"
"515","2019-02-28 10:36:00-03","MO","MOBOT","87267","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","1990","1","13","Paraguay","Central",NA,"Paraguay River around San Antonio. Inundated savanna.","-57.5","-25.25",NA,NA,NA,NA,NA,NA,NA,"Zardini 18269","South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","261"
"516","2019-02-28 10:36:00-03","MO","MOBOT","87458","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","8","3","Paraguay","Central",NA,"Tavarory, on Río Paraguay. Along tributary of Río Paraguay, Arroyo Abaí.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 22429","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","400"
"517","2019-02-28 10:36:00-03","MO","MOBOT","88359","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada. Gallery forest around Estero.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18413","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","268"
"518","2019-02-28 10:36:00-03","MO","MOBOT","88423","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada. Gallery forest around Estero.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18423","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","268"
"519","2019-02-28 10:36:00-03","MO","MOBOT","88812","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","1990","8","3","Paraguay","Central",NA,"San Antonio, on Río Paraguay. Inundated savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 22609","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","407"
"520","2019-02-28 10:36:00-03","MO","MOBOT","89352","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1989","11","18","Paraguay","Cordillera",NA,"Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros. Inundated savanna.","-57.25","-25.13333",NA,NA,NA,NA,NA,NA,NA,"Zardini 16468","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","193"
"521","2019-02-28 10:36:00-03","MO","MOBOT","89486","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 13 km SW of Nueva Italia, NW of Pindoty. Inundated savanna.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18560","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","272"
"522","2019-02-28 10:36:00-03","MO","MOBOT","89514","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","1989","11","18","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros.","-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 16497","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","194"
"523","2019-02-28 10:36:00-03","MO","MOBOT","89542","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 13 km SW of Nueva Italia, NW of Pindoty. Inundated savanna.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18571","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","272"
"524","2019-02-28 10:36:00-03","MO","MOBOT","89584","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","1989","11","18","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros.","-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 16508","South America",NA,NA,NA,NA,NA,NA,NA,NA,"5","194"
