"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","infraspecificEpithet","typeStatus","individualCount"
"122","2015-07-02 14:04:06-03","JBP","HPL","9231","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.",NA,"1",NA,NA,"Brasil",NA,NA,NA,NA,NA,"H. Lorenzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,"05",NA,"05",NA,NA,NA,NA
"123","2015-07-02 14:04:06-03","JBP","HPL","13175","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"T.B. Flores; J.S. Ciqueira; D. Folli.","224","2009",NA,"Brasil","ES",NA,NA,NA,NA,"D.A. Folli","08","27","Linhares","-40.0722","-19.3911","Reserva Natural Vale. Aceiro na divisa com vizinho Br. - 101",NA,NA,"48094","auto","2009",NA,NA,NA,"08",NA,"27",NA,NA,NA,NA
"124","2015-07-02 14:04:06-03","JBP","HPL","10008","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","St. Hil.","H. Lorenzi","201","1993",NA,"Brasil","SP",NA,NA,NA,NA,"H. Lorenzi","05","05","São José do Rio Pardo","-46.88","-21.59","Coletado na mata da Faz. Tabaka.",NA,NA,"15885","auto","1993",NA,NA,NA,"05",NA,"05",NA,NA,NA,NA
"125","2015-07-02 14:04:06-03","JBP","HPL","7320","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","R. Tsuji","1632","2007",NA,"Brasil","MG",NA,NA,NA,NA,"V.C. Souza","02","02","Carangola","-42.0294","-20.7331","Coletado na estrada para Espera Feliz - em área de mata ciliar, ca. 4km de Carangola.",NA,NA,"21913","auto","2011",NA,NA,NA,"05",NA,"03",NA,NA,NA,NA
"126","2019-08-27 13:32:41-03","IAP","PACA-AGP","68509","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(St. Hil.) Engler","R. Bilby & et al","64","1983",NA,"Brasil","RO",NA,"herb. INPA 111230; capoeira alta; solo argiloso; 15 cm de diâmetro; botões esverdeados. Habitat: capoeira alta","PACA068509",NA,"B. W. Albuquerque","02","08","Cuiabá",NA,NA,"estrada Porto Velho - BR 364, km 217 Sítio 4 Irmãos",NA,NA,NA,NA,"1983","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-20 21:19:22-03","UFV","VIC","014070","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Mota, A.L.P.; et al.","1511",NA,NA,"Brasil","Minas Gerais",NA,"Árvore decheiro de feijão cozido, folhas quando maceradas exalam odor de mexerica,casca amarela esverdeada lenticelada,casca interna branca, alburno bege 1° casca interna verde, raqui acanalada na pág superior.","VIC014070",NA,NA,NA,NA,"Araguari","-48.187198638916","-18.6471996307373","Flora do Vale do Araguari",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-20 21:19:22-03","UFV","VIC","013788","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Mota, A.L.P.","s.n.",NA,NA,"Brasil","Minas Gerais",NA,NA,"VIC013788",NA,NA,NA,NA,"Araguari","-48.187198638916","-18.6471996307373","Flora do Vale do Araguari",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-20 21:19:22-03","UFV","VIC","43375","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.",NA,"2149","1990",NA,"Brasil","Minas Gerais",NA,"Árvore de até 4 m de altura, botões florais creme.","VIC043375","VIC043375",NA,NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-20 21:19:22-03","UFV","VIC","018211","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Ana Luiza","s.n.","1995",NA,"Brasil","Bahia",NA,"Altura de 8 m, P 40 n°87.","VIC018211",NA,NA,"10","18",NA,NA,NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-20 21:19:22-03","UFV","VIC","013789","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Mota, A.L.P.; et al.","s.n.","1993",NA,"Brasil","Minas Gerais",NA,"Casca externa lisa esverdeada, casca interna esbranquiçada, alburno creme, de frutos imaturos verdes.","VIC013789",NA,NA,"05","19","Araguari","-48.187198638916","-18.6471996307373","Flora do Vale do Araguari",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:19:22-03","UFV","VIC","000833","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Mexia, Y.","s.n.",NA,NA,"Brasil","Minas Gerais",NA,NA,"VIC000833",NA,NA,NA,NA,"Viçosa","-42.8819007873535","-20.7539005279541","ESAV",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-20 21:19:22-03","UFV","VIC","002275","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Kulhmann","s.n.","1935",NA,"Brasil","Minas Gerais",NA,NA,"VIC002275",NA,NA,NA,NA,"Viçosa","-42.8819007873535","-20.7539005279541","ESAV",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046518","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","J. G. Seijo; V. G. Solis Neffa, M. Grabiele, W. Reynoso","3691","2005",NA,"Bolivia","Santa Cruz",NA,"Arbusto de flores blancas.",NA,NA,NA,"1","23",NA,"-60.76361","-16.59444","Prov. Velasco. Camino de San Ignacio a Santa Ana, a 36.3 km SE de San Ignacio.","490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:44:40-03","UFJF","CESJ","15310","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","L. Roth","15310","1960","América do Sul","Brasil","Minas Gerais",NA,"Árvore da capoeira, flores creme.","CESJ015310",NA,NA,"03","20","Belo Horizonte","-43.937801361084","-19.9207992553711","Ressaca",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:44:40-03","UFJF","CESJ","38602","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","J.V.Gomes","1256","2002","América do Sul","Brasil","Minas Gerais",NA,"Plot 4.","CESJ038602",NA,"J.A. Lombardi","02","12","Caratinga","-42.1391983032227","-19.7896995544434","Est. Biológica de Caratinga, mata do Jaó.",NA,NA,"49886","auto","2002",NA,NA,NA,"04",NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:44:40-03","UFJF","CESJ","40590","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","J.R. Stehmann; T.C.Spósito; E.A. Andrade","3083","2002","América do Sul","Brasil","Minas Gerais",NA,"Árvore, 8m altura; no subosque da mata; frutos imaturos verdes. Indivíduos 1129 e 1144.","CESJ040590",NA,"D.M.D.Valverde, ILRodrigue","06","22","Marliéria","-42.7322006225586","-19.7122001647949","Par. Est. do Rio doce; Caminho para Lagoa do meio.",NA,NA,"28215","auto","2003",NA,NA,NA,"10",NA,"03",NA,NA,NA,NA
"138","2019-11-21 14:44:40-03","UFJF","CESJ","34978","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","W. Hoehne","s.n.","1950","América do Sul","Brasil","São Paulo",NA,"Flores alvas","CESJ034978",NA,NA,"03","13","Campinas","-47.060001373291","-22.8999996185303","Mata do Bosque dos Jequitibás",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 14:44:40-03","UFJF","CESJ","36298","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","L.C.S. Assis","437","2002","América do Sul","Brasil","Minas Gerais",NA,"Árvore ca.4m, encontrada no interior da mata, tronco acinzentado, folíolos discolores, flores alvas. Frequente.","CESJ036298",NA,"L.C.S. Assis","02","14","Barroso","-43.9757995605469","-21.1868991851807","Mata do Baú",NA,NA,"7934","auto","2002",NA,NA,NA,"02",NA,"25",NA,NA,NA,NA
"140","2019-11-21 14:44:40-03","UFJF","CESJ","38706","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","L.C.S. Assis; M.S. Magalhães","576","2002","América do Sul","Brasil","Minas Gerais",NA,"Arvoreta ca. de 3m, no interior da mata, folíolos discolores, frutos esverdeados a negros. Pouco frequente.","CESJ038706",NA,"J.R. Pirani","09","28","Barroso","-43.9757995605469","-21.1868991851807","Mata do Baú",NA,NA,"7934","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:44:40-03","UFJF","CESJ","39758","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.","E. Tameirão-Neto","3148","2001","América do Sul","Brasil","Minas Gerais",NA,"Floresta ciliar, arvoreta.","CESJ039758",NA,NA,"04","25","Braúnas","-42.7155990600586","-19.0557994842529","UHE - Porto Estrela, Rio Santo Antônio.",NA,NA,"19086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-27 13:52:43-03","UFS","ASE","32581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Vieira, MCW","896","1986","Southern America","Brasil","Minas Gerais",NA,"Árvore 840, quadrante 210.","ASE0038984",NA,NA,"03","08","Monte Belo","-46.2203","-21.1936","Fazenda Lagoa",NA,NA,NA,NA,"2018",NA,"-46.2203","-21.1936",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:25:27-03","UNICAMP","UEC","108208","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","213","1997",NA,"Brazil","São Paulo",NA,"Flor, Árvore com 6m de atura, flores brancas",NA,NA,"Grombone-Guaratini, MT","02","04","Campinas","-48.058333","-22.829167","Reserva Municipal Santa Genebra",NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:25:27-03","UNICAMP","UEC","108444","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","213","1997",NA,"Brazil","São Paulo",NA,"Flor, Árvore com 6m de atura, flores brancas","UEC049919","UEC049919","Grombone-Guaratini, MT","02","04","Campinas","-48.058333","-22.829167","Reserva Municipal Santa Genebra",NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:25:27-03","UNICAMP","UEC","108209","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Grombone-Guaratini, MT; Belinello, R; Galvão, JC","212","1997",NA,"Brazil","São Paulo",NA,"Flor, Árvore com 6 m de altura, botões jovens brancos",NA,NA,"Grombone-Guaratini, MT","02",NA,"Campinas","-48.058333","-22.829167","Reserva Municipal Santa Genebra",NA,NA,NA,NA,NA,NA,"-48.058333","-22.829167",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:40:26-03","UNICAMP","UEC","108208","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Guaratini, MTG; Galvão, JC; Belinello, R","213","1997",NA,"Brazil","São Paulo",NA,"Árvore com 6m de altura; flores brancas.","UEC081979","UEC081979","Guaratini, MTG","02","04","Campinas","-47.109167","-22.829167","Reserva Municipal de Santa Genebra.",NA,NA,NA,NA,NA,NA,"-47.109167","-22.829167",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:40:26-03","UNICAMP","UEC","108209","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Guaratini, MTG; Galvão, JC; Belinello, R","212","1997",NA,"Brazil","São Paulo",NA,"Árvore com 6m de altura; botões jovens brancos.","UEC081977","UEC081977","Guaratini, MTG","01","02","Campinas","-47.109167","-22.829167","Reserva Municipal de Santa Genebra.",NA,NA,NA,NA,NA,NA,"-47.109167","-22.829167",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:40:26-03","UNICAMP","UEC","14165","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Kuhlmann, M","3962","1956",NA,"Brazil","São Paulo",NA,"Arbusto ou pequena árvore do sub-bosque.","UEC021017","UEC021017","Pirani, JR","10","05","Anhembi","-48.15","-20.666667","Fazenda Barreiro Rico.",NA,NA,NA,NA,"1997",NA,"-48.15","-20.666667",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:40:26-03","UNICAMP","UEC","14175","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Joly, CA","s.n.","1977",NA,"Brazil","São Paulo",NA,"Arboreta até 3,5m; flores brancas.; Coletada em beira de mata.","UEC081981","UEC081981","Pirani, JR","06","16","Valinhhos",NA,NA,"Reserva Florestal de Valinhos.",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:40:26-03","UNICAMP","UEC","47253","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Gentry, A; Silva, A","58699","1987",NA,"Brazil","São Paulo",NA,"Tree 4 cm dbh, sterile.","UEC070587","UEC070587","Pirani, JR","08","26","Campinas","-46.083333","-22.866667","Santa Genebra Forest Reserve, Barão Gera, Disturbed semideciduous forest. Transect 2","550","550",NA,NA,"2003",NA,"-46.083333","-22.866667",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:40:26-03","UNICAMP","UEC","168936","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Vieira, LT","191","2005",NA,"Brazil","São Paulo",NA,"Indivíduo jovem de arvoreta, ca. 50 cm.; Floresta Estacional Semidecídua.","UEC040375","UEC040375","Vieira, TL","12","21","Campinas","-46.916667","-22.833333","Sousas, Mata Ribeirão Cachoeira.","700","700",NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:40:26-03","UNICAMP","UEC","172190","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Garcia, LC","184","2008",NA,"Brazil","São Paulo",NA,"Árvore de 4,5 m, frutos maduros.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016340","UEC016340","Garcia, LC","08","16","Campinas","-47.55","-23.392222","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.",NA,NA,NA,NA,NA,NA,"-47.55","-23.392222",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:40:26-03","UNICAMP","UEC","172217","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Garcia, LC","190","2008",NA,"Brazil","São Paulo",NA,"Árvore, flores e botões.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016336","UEC016336","Garcia, LC","02","28","Campinas","-47.55","-23.392222","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","711","711",NA,NA,NA,NA,"-47.55","-23.392222",NA,NA,NA,NA,NA,NA,NA
"154","2020-02-10 17:57:14-03","UNICAMP","UEC","168790","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Sims; Melis, J van","1262","2008",NA,"Brazil","São Paulo",NA,NA,"UEC007873","UEC007873","Melis, J van","08",NA,"Campinas","-47.535186","-23.368519","Mata Ribeirão Cachoeira.","650","760",NA,NA,"2008",NA,"-47.535186","-23.368519","09",NA,NA,NA,NA,NA,NA
"155","2019-08-20 10:25:27-03","UNICAMP","UEC","47253","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Gentry, AH; Silva, A","58699","1987",NA,"Brazil","São Paulo",NA,"Vegetativo, Tree 4 cm dbh., sterile","UEC070587","UEC070587","Pirani, JR","08","26","Caete",NA,NA,"Santa Genebra Forest Reserve, Barão Gera",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-08-20 10:25:27-03","UNICAMP","UEC","64499","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Forni-Martins, ER; Martins, FR","23991","1991",NA,"Brazil","São Paulo",NA,NA,"UEC049897","UEC049897","Pirani, JR","01","27",NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:40:26-03","UNICAMP","UEC","97671","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Santos, K","198","1997",NA,"Brazil","São Paulo",NA,"Arvoreta. Flores brancas.","UEC070581","UEC070581","Pirani, JR","01","23","Campinas","-46.932778","-22.836944","sub distrito de Souza., Floresta estacional semidecidual. Interior da Mata.",NA,NA,NA,NA,"2003",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:40:26-03","UNICAMP","UEC","97676","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Santos, K","16","1996",NA,"Brazil","São Paulo",NA,"Beira do riacho. Arvoreta, 2,5m. de altura, PAP 20 cm. Frutos imaturos.","UEC070588","UEC070588","Pirani, JR","08","17","Campinas","-46.932778","-22.836944","Floresta estacional semidecidual.",NA,NA,NA,NA,"2003",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA
"159","2019-08-20 10:25:27-03","UNICAMP","UEC","14171","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Hatschbach, G; Ahumada, LZ","31475","1973",NA,"Brazil","Minas Gerais",NA,"Flor, Arbusto, flor alva, 1,50m ,do cerrado. Alt. 1000m s/ mar",NA,NA,"Smith, LR","02","12","Caete","-43.6697006225586","-19.8799991607666",NA,NA,NA,"22051","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:40:26-03","UNICAMP","UEC","14171","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Hatschbach, G; Ahumada, LZ","14171","1973",NA,"Brazil","Minas Gerais",NA,"Arbusto flor alva, 1m50cm.; Cerrado.","UEC002017","UEC002017","Smith, LR","02","12","Caete","-43.6697006225586","-19.8799991607666",NA,"1000","1000","22051","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:40:26-03","UNICAMP","UEC","51543","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Vieira, MF","602","1988",NA,"Brazil","Minas Gerais",NA,"Arbusto ca. 2m de altura; flores brancas perfumadas.; Local sombreado.","UEC074919","UEC074919","Pirani, JR","03","13","Canaã","-42.619701385498","-20.6858005523682","Cachoeira grande.",NA,NA,"11848","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-08-20 10:25:27-03","UNICAMP","UEC","51543","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","?","602","1988",NA,"Brazil","Minas Gerais",NA,"Flor, Arbusto de + ou - 2 m, de altura, flores brancas perfumadas. Local sombreado",NA,NA,NA,"03","13","Canaã","-42.619701385498","-20.6858005523682","Cachoeira Grande",NA,NA,"11848","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:40:26-03","UNICAMP","UEC","135958","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Simões, AO; Jannini, AW; Singer, RB","726","1999",NA,"Brazil","Minas Gerais",NA,"Arvoreta 2m.; Mata na beira do curso d'água.","UEC074921","UEC074921","Pirani, JR","03","13","Carrancas","-44.6425018310547","-21.4874992370605","Cachoeira da Zilda.",NA,NA,"21143","auto","2013",NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:40:26-03","UNICAMP","UEC","167591","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Castro, RM; Teixeira, L","922","2004",NA,"Brazil","Minas Gerais",NA,"Arvoreta. Flores alvas.; Na capoeira. Mata secundária.","UEC091629","UEC091629","Pirani, JR","02","23","Governador Valadares","-41.9494018554688","-18.8511009216309",NA,NA,NA,"50833","auto","2004",NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"165","2019-08-20 10:25:27-03","UNICAMP","UEC","95498","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Souza, SB","1195","1994",NA,"Brazil","Minas Gerais",NA,"Vegetativo, Árvore, material estéril na trilha 5 - 26 placa nº 103","UEC049910","UEC049910","Pirani, JR","08","22","Monte Belo","-46.3675003051758","-21.3264007568359","Fazenda Lagoa",NA,NA,"16667","auto","2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"166","2019-08-20 10:25:27-03","UNICAMP","UEC","95616","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Souza, SB","1287","1994",NA,"Brazil","Minas Gerais",NA,"Vegetativo, Árvore, material estéril na trilha 9 - 176, placa nº 701","UEC049917","UEC049917","Pirani, FR","08","24","Monte Belo","-46.3675003051758","-21.3264007568359","Fazenda Lagoa",NA,NA,"16667","auto","2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"167","2019-08-20 10:25:27-03","UNICAMP","UEC","95618","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Souza, SB","1268","1994",NA,"Brazil","Minas Gerais",NA,"Vegetativo, Árvore, material estéril na trilha 8 - 134, placa nº 553","UEC049921","UEC049921","Pirani, FR","08","24","Monte Belo","-46.3675003051758","-21.3264007568359","Fazenda Lagoa",NA,NA,"16667","auto","2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"168","2019-08-20 10:25:27-03","UNICAMP","UEC","95619","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Souza, SB","1266","1994",NA,"Brazil","Minas Gerais",NA,"Vegetativo, Árvore, material estéril na trilha 8 - 130 placa nº 519","UEC049909","UEC049909","Pirani, JR","08","24","Monte Belo","-46.3675003051758","-21.3264007568359","Fazenda Lagoa",NA,NA,"16667","auto","2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"169","2019-08-20 10:25:27-03","UNICAMP","UEC","95622","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Souza, SB","1217","1994",NA,"Brazil","Minas Gerais",NA,"Vegetativo, Árvore, material estéril, na trilha 6 - 64 nº 256","UEC049908","UEC049908","Pirani, JR","08","22","Monte Belo","-46.3675003051758","-21.3264007568359","Fazenda Lagoa",NA,NA,"16667","auto","2003",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"170","2019-08-20 10:25:27-03","UNICAMP","UEC","52276","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","?","440","1989",NA,"Brazil","Rio de Janeiro",NA,"Fruto, Alt 600 m, com frutos verdes",NA,NA,"Pirani, JR","10","04","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,"33190","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:40:26-03","UNICAMP","UEC","85430","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Marcondes-Ferreira, W; Barosela, JR; Sciamarelli, A; Moraes, MD","886","1994",NA,"Brazil","São Paulo",NA,"Árvore ca. 4m, com flores brancas e frutos secos. Crescendo em beira de riacho.; Mata na encosta de morro, ao longo de um riacho (nas duas margens).","UEC021020","UEC021020","Pirani, JR","03","19","Batatais","-47.5800018310547","-20.8899993896484","Fazenda da Barra, na estrada de Batatais-Jardinópolis.",NA,NA,"22006","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
