"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"47","2019-02-22 11:46:38-03","IPA","IPA","17874","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Ataíde, M.","Barroso, G.M.; M José; Giulietti, A.M.; M José; Giulietti, A.M.","572","1968","12","21","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,"Planta rasteira com flores roxas","IPA0017874",NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,"06","09",NA,NA
"48","2019-02-22 11:46:38-03","IPA","IPA","14915","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Andrade-Lima","Emmerich, M.","2744","1966","01","17","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro, Escarpa por trás do morro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"IPA0014915",NA,NA,NA,NA,NA,"1968","23696","auto",NA,NA,"02","28",NA,NA
"49","2019-02-22 11:46:38-03","IPA","IPA","41499","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Mantovani, W.","Mimura, I.","609","1967","11","22","Southern America","Brasil","São Paulo","São José dos Campos","Parte superior da encosta leste do vale do Córrego da ressaca, 6-6 1/2 km ao SW (ao longo da rodovia Presidente Dutra)","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Erva. Pétalas roxas, largura do estandarte 1,2cm, largura da ala 7mm","IPA0041499",NA,NA,NA,NA,NA,"1981","39297","auto",NA,NA,"12",NA,NA,NA
"50","2020-12-20 21:17:24-03","UFV","VIC","32823","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Barbosa, A.A.A.","s.n.","2003","02","07",NA,"Brasil","Minas Gerais","Uberlândia","Clube Caça e Pesca Itororó de Uberlândia, Borda de vereda.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flor rosa.","VIC032823",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:17:24-03","UFV","VIC","30105","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Ceolin, G.B.","Oliveira, G.C.","84","2002","01","31",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, À 6,0 Km da BR 050, na altura do Km 25. Vereda.","-48.142361","-19.088306",NA,NA,NA,"Herbácea, c.a. de 1,0 metro de altura. Lilás/amarelado.","VIC030105","VIC030105",NA,NA,"-48.142361","-19.088306","2008",NA,NA,NA,NA,"06","23",NA,NA
"52","2020-12-20 21:17:24-03","UFV","VIC","30106","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Ceolin, G.B.","Oliveira, G.C.","2191","2003","01","20",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, À 300 metros da BR 050, na altura do Km 50. Vereda.","-48.125194","-19.295444",NA,NA,NA,"Rasteira. lilás.","VIC030106","VIC030106",NA,NA,"-48.125194","-19.295444","2008",NA,NA,NA,NA,"06","23",NA,NA
"53","2019-11-21 14:36:30-03","UFJF","CESJ","28234","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","H.F. Leitão Filho","H.F. Leitão Filho","291","1967","12","30","América do Sul","Brasil","São Paulo","Mogi Mirim","nativa a beira da Rodovia para Campinas","-46.9500007629395","-22.4300003051758",NA,NA,NA,"Trepadeira; folhas unifoliadas; flores azuis. Floresce em Dezembro.","CESJ028234",NA,NA,NA,NA,NA,NA,"19575","auto",NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:44:13-03","UFMS","CGMS","13142","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A.C.M. Cristaldo","A. Oliveira",NA,"1993","01","23",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Rancho Dalenomás.","-54.6236111","-20.4905555","532","532",NA,"Papilionoideae. Flor alva. Habitat: Cerrado. Habito: Arbusto.","CGMS1042536",NA,NA,NA,"-54,6236111","-20,4905555","2013",NA,NA,NA,NA,"04","03",NA,NA
"55","2021-04-07 11:44:13-03","UFMS","CGMS","24070","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A.C.M. Cristaldo","A. Pott; T.C. Pina","13496","2005","10","26",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Assentamento Terra Solidária.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Papilionoideae. Flor rosa-forte. Fruto imaturo. Mácula branca na base central do estandarte, dorso do estandarte e quilha esbranquiçada. Duplicata ICN. Habitat: Cerrado sensu stricto raleado. Solo argiloso vermelho. Relevo planalto s","CGMS1053485",NA,NA,NA,NA,NA,"2013","161190","auto",NA,NA,"04","03",NA,NA
"56","2021-04-07 11:44:13-03","UFMS","CGMS","12337","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","G.B. Ceolin","U.M. Resende; J.A.M. Coelho; et.al.","1309","2001","09","04",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva da Mata do Segredo.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Papilionoideae. Flor rosa.","CGMS1041747",NA,NA,NA,NA,NA,"2009","161190","auto",NA,NA,"01","26",NA,NA
"57","2021-04-07 11:44:13-03","UFMS","CGMS","27362","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A.C.M. Cristaldo","G.M. Silva","40","2003","11","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","RPPN da UFMS, perto da Química.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Papilionoideae. Habitat: Cerrado sensu lato, área antropizada. Habito: Arbusto.","CGMS1056803",NA,NA,NA,NA,NA,"2013","161190","auto",NA,NA,"04","03",NA,NA
"58","2021-04-07 11:44:13-03","UFMS","CGMS","27374","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A.C.M. Cristaldo","G.M. Silva; A.C. de M. Cristaldo","92","2007","10","19",NA,"Brasil","Mato Grosso do Sul","Campo Grande","RPPN da UFMS, perto da Química.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Papilionoideae. Flor rosa-escuro. Habitat: Borda de Cerrado sensu lato, área antropizada, com braquiária. Habito: Arbusto prostrado. 1,00 m de altura.","CGMS1056815",NA,NA,NA,NA,NA,"2013","161190","auto",NA,NA,"04","03",NA,NA
"59","2019-08-20 10:13:33-03","UNICAMP","UEC","124239","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Rodrigues, RS; Flores, AS","Rodrigues, RS; Belinello, R; Flores, AS; Barbosa, AR; Simões, AO","1403","2002","02","08",NA,"Brazil","Distrito Federal","Brasília","Planaltina, DF 345 em dir. a São Gabriel de Goiás, c","-47.566667","-15.566667",NA,NA,NA,"flor, Em cerrado, subarbusto ereto, corola lilás, estandarte externamente estriado.",NA,NA,NA,NA,"-47.566667","-15.566667","2002",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:30:35-03","UNICAMP","UEC","139398","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.",NA,"Sasaki, D; Sasaki, C","902","2004","01","12",NA,"Brazil","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus, Campo sujo próximo à sede, abaixo da estrada de terra. Solo areno-pedregoso.","-47.460278","-20.247778",NA,NA,NA,"Subarbusto rasteiro. Caule esverdeado, folhas pouco discolores, mais claras na face abaxial. Alas esbranquiçadas, lilás em direção ao ápice; carena roxa; estandarte roxo internamente com manchas central amarela e alva externamente com linhas longitud",NA,NA,NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:13:33-03","UNICAMP","UEC","143192","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Ceolin, GB","Tozzi, AMGA; Flores, AS; Galvão, JC; Costa, JY; Corrêa, AM; Machado, RP","2003063","2003","05","06",NA,"Brazil","Minas Gerais","São Sebastião do Paraíso","Estrada para Jacuí","-46.939472","-20.931694","888","888",NA,"Rasteira, flor com cálice negro, corola roxa fruto maduro castanho.",NA,NA,NA,NA,"-46.939472","-20.931694","2009",NA,NA,NA,NA,"10",NA,NA,NA
"62","2020-02-18 09:34:17-03","UNICAMP","UEC","144216","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Pott, VJR","Pott, VJR; Pott, A","8844","2006","03","23",NA,"Brazil","Mato Grosso do Sul","Costa Rica","Fazenda Santo Antônio do Pontal, Córrego Saudade, próximo ao coletor de água para irrigação de arroz. Campo graminoso de murundum encharcado sobre murundum. Solo hidromórfico orgânico. Relevo plano.","-52.902917","-18.359833","650","650",NA,"Liana rasteira, 20-30 cm. Freqüênte. Flor: rosa forte. Estandarte estriado vinhoso no lado externo.",NA,NA,NA,NA,"-52.902917","-18.359833","2006",NA,NA,NA,NA,"04","19",NA,NA
"63","2019-08-20 10:13:33-03","UNICAMP","UEC","31702","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Garcia, WBG","14028","1979",NA,NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da tribo Caiuá","-55.320619","-23.118472",NA,NA,NA,"flor",NA,NA,NA,NA,"-55.320619","-23.118472","1998",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:13:33-03","UNICAMP","UEC","32176","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","?","211","1983","02","18",NA,"Brazil","Distrito Federal","Brasília","Reserva Biológica de Águas Emendadas. Ca","-47.55","-15.533333",NA,NA,NA,"flor, Cerrado. Beira de estrada interna à Reserva. Erva com xilopódio, flores róseas com pétalas externas listradas de vinho.",NA,NA,NA,NA,"-47.55","-15.533333","1998",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:13:33-03","UNICAMP","UEC","31404","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Ceolin, GB","Macedo, M; Duarte, A; Mattos, A","1101","1979","05","09",NA,"Brazil","Mato Grosso","Chapada dos Guimarães","Estrada do Rio da Casca-próximo à Embrat","-55.749698638916","-15.460599899292",NA,NA,NA,"fruto, Cerrado, solo argilo-arenoso seco. Arbusto, flor lilás, frutos verdes imaturos.",NA,NA,NA,NA,NA,NA,"2009","107042","auto",NA,NA,"10",NA,NA,NA
"66","2019-08-20 10:13:33-03","UNICAMP","UEC","69027","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Tiritan, O; Paiva, M","318","1990","11","29",NA,"Brazil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa da UNESP -","-51.4188995361328","-20.3672008514404",NA,NA,NA,"flor, Subarbusto ca. 50 cm, flores lilás.",NA,NA,NA,NA,NA,NA,"1998","74358","auto",NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:13:33-03","UNICAMP","UEC","69028","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Tiritan, O; Paiva, M","307","1990","11","29",NA,"Brazil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa da UNESP -","-51.4188995361328","-20.3672008514404",NA,NA,NA,"flor, Subarbusto ca. 50 cm, flores lilás.",NA,NA,NA,NA,NA,NA,"1998","74358","auto",NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:13:33-03","UNICAMP","UEC","69024","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Tiritan, O; Paiva, M","477","1991","02","07",NA,"Brazil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa da UNESP -","-51.4188995361328","-20.3672008514404",NA,NA,NA,"flor, Subarbusto, ca. 80 cm, flores lilás.",NA,NA,NA,NA,NA,NA,"1998","74358","auto",NA,NA,NA,NA,NA,NA
"69","2019-11-08 09:22:01-03","UNICAMP","UEC","8348","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7060","1978","02","20",NA,"Brazil","Minas Gerais","Alpinópolis","Furnas, campo rupestre.","-46.3880996704102","-20.8635997772217",NA,NA,NA,"fruto, Subarbusto prostrado, flores lilás.","UEC169999","UEC169999",NA,NA,NA,NA,"1978","22010","auto",NA,NA,"08",NA,NA,NA
"70","2019-08-20 10:13:33-03","UNICAMP","UEC","8344","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Martins, FR","87","1975","04","05",NA,"Brazil","Minas Gerais","Alpinópolis","Furnas, Fazenda Salto.","-46.3880996704102","-20.8635997772217",NA,NA,NA,"flor, Subarbusto reptante, flores lilases, em campo cerrado (região de pastagem).",NA,NA,NA,NA,NA,NA,"1978","22010","auto",NA,NA,"08",NA,NA,NA
"71","2019-08-20 10:13:33-03","UNICAMP","UEC","8345","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7257","1978","02","22",NA,"Brazil","Minas Gerais","Araxá","Rodovia Araxá / Uberaba, km 381.","-46.940601348877","-19.5932998657227",NA,NA,NA,"flor, Subarbusto prostrado, flores roxas.",NA,NA,NA,NA,NA,NA,"1978","29994","auto",NA,NA,"08",NA,NA,NA
"72","2020-02-10 17:52:40-03","UNICAMP","UEC","8347","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Bufarah, GBG; P, RSal; Almeida, JE","s.n.","1978","04","04",NA,"Brazil","Minas Gerais","Estiva","Rodovia Fernão Dias, trecho Estiva - Pou","-46.0172004699707","-22.4627990722656",NA,NA,NA,"fruto, Nativo à beira da estrada, herbáceo, trepadora, flores lilás.",NA,NA,NA,NA,NA,NA,"1978","11522","auto",NA,NA,"08",NA,NA,NA
"73","2019-08-20 10:13:33-03","UNICAMP","UEC","8350","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Salgado, PR; Paulino, VT","s.n.","1978","05","18",NA,"Brazil","Minas Gerais","Liberdade","Rodovia Bom Jardim / Liberdade.","-44.3196983337402","-22.0289001464844",NA,NA,NA,"flor",NA,NA,NA,NA,NA,NA,"1978","19650","auto",NA,NA,"08",NA,NA,NA
"74","2020-02-10 17:52:40-03","UNICAMP","UEC","9349","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Bufarah, GBG; Salgado, PR; Almeida, JE","s.n.","1978","04","07",NA,"Brazil","Minas Gerais","Madre de Deus de Minas","Estrada São João Del Rei / Madre de Deus","-44.3302993774414","-21.4825000762939",NA,NA,NA,"flor, Cerrado, herbáceo, prostrado.",NA,NA,NA,NA,NA,NA,"1978","17012","auto",NA,NA,"08",NA,NA,NA
"75","2019-08-20 10:13:33-03","UNICAMP","UEC","63087","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Ceolin, GB","Pedralli, G","NP703","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Cerrado na Fazenda do Sr. Antonino.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Cipó, flor rosa escuro. Na beira do rio.",NA,NA,NA,NA,NA,NA,"2009","47316","auto",NA,NA,"10",NA,NA,NA
"76","2019-08-20 10:13:33-03","UNICAMP","UEC","23306","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.",NA,"Kinoshita, LS","701","1981","01","13",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,"flor, Herbácea, prostrada, flores com asa e quilha lilases e estandarte externamente vinoso, com listras esverdeada.",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:13:33-03","UNICAMP","UEC","25695","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.",NA,"Leitão Filho, HF; Kinoshita, LS; Martins, FR; Tamashiro, JY","1394","1981","11","30",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,"flor, Erva reptante, flores púrpuras.",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:13:33-03","UNICAMP","UEC","30998","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.",NA,"Semir, J; Stubblebine, WH","1951","1983","02","07",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,"fruto, Planta rasteira (erva), flores lilases.",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:30:35-03","UNICAMP","UEC","192757","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.",NA,"Cordeiro, I; Yano, O; Rielle, F; Gallina, P","1788","1998","12","08",NA,"Brazil","São Paulo","Ibiúna","Proximidae da Rodovia SP-250 km 63, à margens da Rua Caeiras","-47.2200012207031","-23.6499996185303",NA,NA,NA,"Erva rasteira, flores lilases, frutos imaturos verdes; Campo alterao com cobertura de Gramineae antermeado de Eryngium","UEC129515","UEC129515",NA,NA,NA,NA,NA,"43112","auto",NA,NA,NA,NA,NA,NA
"80","2021-02-15 11:56:53-03","UNICAMP","UEC","8351","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","B, G; PBA; L, LR; Don, G","s.n.","1977","06","07",NA,"Brazil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,"flor",NA,NA,NA,NA,NA,NA,"1978","40712","auto",NA,NA,"08",NA,NA,NA
"81","2019-08-20 10:13:33-03","UNICAMP","UEC","8352","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7313","1978","02","23",NA,"Brazil","São Paulo","Itirapina","Cerrado próximo à rod. W. Luiz.","-47.8199996948242","-22.25",NA,NA,NA,"flor, Subarbusto prostrado, flores roxas.",NA,NA,NA,NA,NA,NA,"1978","22843","auto",NA,NA,"08",NA,NA,NA
"82","2019-08-20 10:13:33-03","UNICAMP","UEC","8418","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Santos, J","Gianotti, E","8381","1978","02",NA,NA,"Brazil","São Paulo","Itirapina","Estação Experimental de Itirapina.","-47.8199996948242","-22.25",NA,NA,NA,"flor, Trepadeira com flores azuladas.",NA,NA,NA,NA,NA,NA,"1989","22843","auto",NA,NA,"02",NA,NA,NA
"83","2019-08-20 10:13:33-03","UNICAMP","UEC","8343","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Gibbs, PE; Leitão Filho, HF","4289","1977","01","18",NA,"Brazil","São Paulo","Mogi Guaçu","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,NA,NA,"flor, Herbáceo, rasteiro, flores lilás-roxa.","UEC042423","UEC042423",NA,NA,NA,NA,"1978","39309","auto",NA,NA,"08",NA,NA,NA
"84","2019-08-20 10:13:33-03","UNICAMP","UEC","8346","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Andrade, JB","Leitão Filho, HF; Andrade, JB","6571","1977","12","05",NA,"Brazil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,"flor, Herbácea, prostrada, flores lilás avermelhada.",NA,NA,NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:13:33-03","UNICAMP","UEC","86228","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Longhi-Wagner, HM; Boechat, SC; Araújo, AC","3251","1996","01","26",NA,"Brazil","São Paulo","Pirassununga","Cerrado de Emas.","-47.4199981689453","-21.9899997711182",NA,NA,NA,"flor, Rasteira.",NA,NA,NA,NA,NA,NA,"1998","24621","auto",NA,NA,NA,NA,NA,NA
"86","2019-08-20 10:13:33-03","UNICAMP","UEC","159935","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Longhi-Wagner, HM; Boechat, SC; Araújo, AC","3251","1996","01","26",NA,"Brazil","São Paulo","Pirassununga","Cerrado de Emas.","-47.4199981689453","-21.9899997711182",NA,NA,NA,"flor, Rasteira.","UEC032022","UEC032022",NA,NA,NA,NA,"1998","24621","auto",NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:13:33-03","UNICAMP","UEC","124344","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Ceolin, GB","Filliettaz, AM","34","1999","03","15",NA,"Brazil","São Paulo","Pirassununga","Vila Santa Fé","-47.4199981689453","-21.9899997711182",NA,NA,NA,"Subarbusto reptante. Flores com estandarte e asas rosa escuro e quilha com coloração um pouco mais clara. Em interior de cerrado.",NA,NA,NA,NA,NA,NA,"2009","24621","auto",NA,NA,"11",NA,NA,NA
"88","2019-08-20 10:13:33-03","UNICAMP","UEC","89586","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Fortunato, R","Souza, VC; Souza, JP; Mazine, FF; Zandoval, JA; Sanches, ID; Isaac, MS","9348","1995","11","10",NA,"Brazil","São Paulo","São Carlos","Entre Itirapina e a Represa do Lobo. Pró","-47.8899993896484","-22.0100002288818",NA,NA,NA,"flor, Cerrado. Erva subereta, até 50 cm alt., pétalas violeta-azuladas.",NA,NA,NA,NA,NA,NA,"1998","45913","auto",NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:13:33-03","UNICAMP","UEC","99965","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Hoehne, W","Hoehne, W","s.n.","1949","04","01",NA,"Brazil","São Paulo","São Paulo","Brooklim Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"fruto, Campo alto e seco. Rasteira.","UEC042424","UEC042424",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-04 13:19:12-03","UDESC","LUSC","7225","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"J.Semir; W.M.Stubblebine","1951","1983","02","07",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"LUSC008314","LUSC008314",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"07","29",NA,NA
"91","2021-03-26 10:43:28-03","UDESC","LUSC","7370","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"L.S.Kinoshita-Gouvea; et al.","701","1981","01","13",NA,"Brasil","Minas Gerais","Poços de Caldas","Campo do Saco.","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"LUSC008378","LUSC008378",NA,NA,NA,NA,"1982","23696","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-04 13:19:12-03","UDESC","LUSC","7334","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"J.Semir; et al.","940","1981","04","01",NA,"Brasil","Minas Gerais","Poços de Caldas","Campo do Saco.","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"LUSC007786","LUSC007786",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:01:35-03","FURB","FURB","4799","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Dombrowski, L.T.; Kuniyoshi, Y.S.","2584","1967","10","09",NA,"Brasil","Paraná","Curitiba","Capão da Imbuia.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Frequente. Habitat: campo Habito: reptante;","FURB24938","FURB24938",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:01:35-03","FURB","FURB","4836","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Dombrowski, L.T.","6525","1976","10","25",NA,"Brasil","Paraná","Ponta Grossa","Furnas.","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Frequente.","FURB01703","FURB01703",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:26:31-03","MBM","MBM","50527","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne","Burkart, A.","Hatschbach, G.","12957",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM050527","MBM050527",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:26:31-03","MBM","MBM","216701","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne","Dombrowski, L.T.","Dombrowski, L.T.","5636",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM216701",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
