"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","year","month","day","locality","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","barcode"
"1","2019-06-10 10:10:45-03","FZB-BH","CVJBFZB","151","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Nidularium","mangaratibense","Nidularium mangaratibense","Leme","Elton. C. M. Leme","2011","08","Adriana;","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:45-03","FZB-BH","CVJBFZB","537","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Nidularium","mangaratibense","Nidularium mangaratibense","Leme","Elton. C. M. Leme","2009","05","Elton M. C. Leme; Oswaldo; Angelo S. Garcia; Bruno Rezende Silva","Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373","17272","2","254","auto","2000","02","19","Muriqui, cachoeira Véu de Noiva",NA,NA,NA,NA,NA
"3","2020-06-29 11:29:40-03","UFRJ","RFA","28302","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Nidularium","mangaratibense","Nidularium mangaratibense","Leme","A.P.G. Faria; T. Wendt","2003","05","A.P.G. Faria; T. Wendt","Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373","17272",NA,NA,"auto","2003","05","20","Planta cultivada no Marie Selby Botanical Gardens (Flórida, EUA) sob número 2001-0001. Procedência: Brasil, Estado do Rio de Janeiro, Município de Mangaratiba, Muriqui","20","213","600","600","RFA52238"
