"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"95","2019-11-06 09:57:05-03","UFOP","OUPR","21305","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Ataíde, E.S.","171","2008","01","24",NA,"Brasil",NA,NA,"Erva. Campo ferruginoso.",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-06 09:57:05-03","UFOP","OUPR","10775","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Oliveira, A.","s.n.","2000","04","14",NA,"Brasil",NA,NA,"Erva. 4 metros aproximadamente com o resto de inflorescência.",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Parque Estadual do Itacolomi, Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-06 09:57:05-03","UFOP","OUPR","20819","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1610","2007","11","28",NA,"Brasil",NA,NA,"Erva, frutos verdes. Campo rupestre, canga ferruginosa",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-06 09:57:05-03","UFOP","OUPR","20604","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1686","2007","12","12",NA,"Brasil",NA,NA,"Erva, fruto verde-vináceo. Campo rupestre",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:57:05-03","UFOP","OUPR","20870","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1546","2007","11","21",NA,"Brasil",NA,NA,"Frutos verdes. Campo rupestre, sobre canga ferruginosa",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:57:05-03","UFOP","OUPR","21081","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1508","2007","10","31",NA,"Brasil",NA,NA,"Erva, brácteas verdes, estigma e anteras roxas. Campo rupestre",NA,NA,NA,"(Trin.) Döll","Viana, P.L.","Minas Gerais","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,"44599","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-06 09:57:05-03","UFOP","OUPR","13440","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Beira da estrada. Erva. Flores pálidas",NA,NA,NA,"(Trin.) Döll","Garcia, C.A.","Minas Gerais",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Ponte Nova",NA,"16921","auto","1973","11","30",NA,NA,NA,NA,NA,NA,NA
"102","2020-04-27 16:11:10-03","UFES","VIES","35117","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Dal col, A.C.S.; Rodrigues Filho, J.","253","2014","01","17",NA,"Brasil",NA,NA,NA,"VIES035117",NA,NA,"(Trin.) Döll","Silva, C.","Espírito Santo","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES035117","Guarapari",NA,"28401","auto","2014","05","11",NA,NA,NA,NA,NA,NA,NA
"103","2019-06-27 10:26:22-03","UFES","VIES","35253","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Dal col, A.C.S.; Cardoso, W.C.","305","2014","05","23",NA,"Brasil",NA,NA,NA,"VIES035253",NA,NA,"(Trin.) Döll","Silva, C.","Espírito Santo","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES035253","Guarapari",NA,"28401","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-04-27 16:11:10-03","UFES","VIES","30585","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Zorzanelli, J.P.F.; Pereira, C.","1185","2015","01","11",NA,"Brasil",NA,NA,NA,"VIES030585",NA,NA,"(Trin.) Döll","Dias, C.","Espírito Santo","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1324","1324","VIES030585","Iúna",NA,"32198","auto","2015","01","12",NA,NA,NA,NA,NA,NA,NA
"105","2020-12-14 16:14:33-03","UFC","EAC","45758","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Lima-Verde, L.W.","1534","1999","06","25","Southern America","Brasil",NA,NA,"Erva.; Floresta ombrófila","EAC0045758","Monocotyledon",NA,"(Trin.) Döll","Lima-Verde, L.W.; Sued, S.","Ceará","Flona do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0045758","Crato",NA,"30071","auto","2000","06","19",NA,NA,NA,NA,NA,NA,NA
"106","2020-12-14 16:14:33-03","UFC","EAC","553","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Bezerra, P.","462","1942","04","03","Southern America","Brasil",NA,NA,"Atinge vários metros de altura, Forrageira, seg. informação local","EAC0000553","Monocotyledon",NA,"(Trin.) Döll",NA,"Ceará","Mata dos Cavalos-Serra do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0000553","Crato",NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-14 16:14:33-03","UFC","EAC","13033","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Plowman, T.","12737","1983","01","19","Southern America","Brasil",NA,NA,NA,"EAC0013033","Monocotyledon",NA,"(Trin.) Döll","Davidse, G.","Ceará","Parque Nacional do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0013033","Crato",NA,"30071","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-14 16:14:33-03","UFC","EAC","22009","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Cavalcanti, F.S.","222","1995","03","05","Southern America","Brasil",NA,NA,"Erva, flor alva","EAC0022009","Monocotyledon",NA,"(Trin.) Döll","Filgueiras, T.S.","Pernambuco","Ponta da Serra Moreilândia","-39.5511016845703","-7.63082981109619",NA,NA,"EAC0022009","Moreilândia",NA,"27389","auto","1997","04","24",NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:40:28-03","MBM","MBM","420728","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","3933","2018","11","14","Southern America","Brazil",NA,NA,"Vegetação secundária média/avançada","MBM420728",NA,NA,"(Trin.) Döll","Mazziero, F.F.F.","Minas Gerais","Samarco","-43.468056","-20.227222","1005","1005",NA,"Mariana",NA,NA,NA,"2018","12","01","-43.468056","-20.227222",NA,NA,NA,NA,NA
"110","2019-11-01 15:28:35-03","PUC-RIO","FCAB","1401","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","P.E. Leite S.J.","s.n.","1948","06",NA,NA,"Brasil",NA,NA,NA,"001401",NA,"Angiospermae","(Trin.) Döll","J. Swallen","Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Nova Friburgo",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-01 15:28:35-03","PUC-RIO","FCAB","3987","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","J.C. Siqueira; Helênio","2218","1987","02","20",NA,"Brasil",NA,NA,"Nome do determinador não legível.","003987",NA,"Angiospermae","(Trin.) Döll",NA,"Rio de Janeiro","Cascata do Pinel","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Nova Friburgo",NA,"33190","auto","1996","07","26",NA,NA,NA,NA,NA,NA,NA
"112","2015-09-04 00:13:55-03","MNHN","RECOLNAT_MNHN_P","P02239758","PreservedSpecimen",NA,"Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02239758' target='other'> <mi>dwc_moreinfo</mi></a>","P02239758",NA,NA,"(Trin.) Döll",NA,"Minas Gerais",NA,NA,NA,NA,NA,"P02239758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 397",NA,NA,NA
"113","2015-09-04 00:13:56-03","MNHN","RECOLNAT_MNHN_P","P02239761","PreservedSpecimen",NA,"Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02239761' target='other'> <mi>dwc_moreinfo</mi></a>","P02239761",NA,NA,"(Trin.) Döll",NA,"Minas Gerais",NA,NA,NA,NA,NA,"P02239761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 465",NA,NA,NA
"114","2020-10-01 14:26:54-03","JBB","HEPH","31421","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Filgueiras, TS","1962","1989","12","15","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon","Poales","(Trin.) Döll","Stiebev, MT","Distrito Federal",NA,NA,NA,NA,NA,NA,"Sobradinho",NA,NA,NA,"1998","11","03",NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:45:08-03","UFMG","BHCB","149603","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mota, NFO; Almeida, TE; Giacomin, LL; Souza, DT","2157","2011","03","06","Southern America","Brasil",NA,NA,"Erva terrestre. Inflorescências verdes.; Cespitosa no interior de subbosque.","BHCB045323","Monocotyledon",NA,"(Trin.) Döll",NA,"Mato Grosso","Parque Estadual da Serra de Ricardo Franco, trilha do córrego Cascata. Cachoeira do Jatobá e Namorados.","-60.020886","-14.928878","233","233",NA,"Vila Bela da Santíssima Trinda",NA,NA,NA,"2019","01",NA,"-60.020886","-14.928878",NA,NA,NA,NA,NA
"116","2020-12-11 11:45:08-03","UFMG","BHCB","133907","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF; Ribeiro, LC; Silva, ES","2639","2008","02","15","Southern America","Brasil",NA,NA,"coletado em canal de drenagem/capão. Afloramento de canga",NA,"Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Pico Itatiaiuçu., C2","-44.340972","-20.12","1361","1361",NA,"Iguarapé",NA,NA,NA,NA,NA,NA,"-44.340972","-20.12",NA,NA,NA,NA,NA
"117","2020-12-11 11:45:08-03","UFMG","BHCB","124069","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG; Pena, FSR; Machado, GC","2961","2008","03","28","Southern America","Brasil",NA,NA,"Erva; Campo rupestre sobre quartzito","BHCB025192","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Região da GERDAU","-43.864444","-20.164444","985","985",NA,"Itabirito",NA,NA,NA,NA,NA,NA,"-43.864444","-20.164444",NA,NA,NA,NA,NA
"118","2020-12-11 11:45:08-03","UFMG","BHCB","107508","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mendes, MS","7","2007","02","02","Southern America","Brasil",NA,NA,"Erva; Campo sujo","BHCB025186","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Região da Gerdal, Mina Várzea do Lopes. Próximo à BR-040","-43.932583","-20.301806","1260","1260",NA,"Itabirito",NA,NA,NA,NA,NA,NA,"-43.932583","-20.301806",NA,NA,NA,NA,NA
"119","2020-12-11 11:45:08-03","UFMG","BHCB","107714","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Stehmann, JR; Viana, PL","3928","2003","10","21","Southern America","Brasil",NA,NA,NA,"BHCB025187","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Estação Ambiental de Peti","-43.365333","-19.892556",NA,NA,NA,"São Gonçalo do Rio Abaixo",NA,NA,NA,NA,NA,NA,"-43.365333","-19.892556",NA,NA,NA,NA,NA
"120","2020-12-11 11:45:08-03","UFMG","BHCB","110611","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","618","2007","05","02","Southern America","Brasil",NA,NA,"Granito. Fendas grandes.","BHCB051302","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Marinho da Serra, GR1","-43.958611","-20.33","1135","1135",NA,"Moeda",NA,NA,NA,"2007","08","18","-43.958611","-20.33",NA,NA,NA,NA,NA
"121","2020-12-11 11:45:08-03","UFMG","BHCB","117798","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","1391","2007","11","13","Southern America","Brasil",NA,NA,"Coletado em borda de afloramento de canga.","BHCB015351","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Serra de Gandarela, C1.","-43.683061","-20.093631","1624","1624",NA,"Rio Acima",NA,NA,NA,"2013","11",NA,"-43.683061","-20.093631",NA,NA,NA,NA,NA
"122","2020-12-11 11:45:08-03","UFMG","BHCB","125974","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","2942","2008","03","20","Southern America","Brasil",NA,NA,"Coletado em capão. Afloramento de canga.","BHCB015314","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","PE Rola Moça","-44.001111","-20.044722","1430","1430",NA,"Nova Lima",NA,NA,NA,"2013","11",NA,"-44.001111","-20.044722",NA,NA,NA,NA,NA
"123","2020-12-11 11:45:08-03","UFMG","BHCB","133899","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","2385","2008","02","28","Southern America","Brasil",NA,NA,"Coletado em capão. Afloramento de canga.","BHCB015315","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Serra do Capanema., C1","-43.574306","-20.209861","1904","1904",NA,"Ouro Preto",NA,NA,NA,"2013","09",NA,"-43.574306","-20.209861",NA,NA,NA,NA,NA
"124","2020-12-11 11:45:08-03","UFMG","BHCB","138368","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG; Werneck, MS","3624","2003","11","04","Southern America","Brasil",NA,NA,"Herbáceo.; Campo rupestre.","BHCB035444","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Mineração de ferro da Vale, Mina de Fazendão.","-43.417222","-20.134444","900","950",NA,"Catas Altas",NA,NA,NA,"2019","01",NA,"-43.417222","-20.134444",NA,NA,NA,NA,NA
"125","2020-12-11 11:45:08-03","UFMG","BHCB","142136","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Oliveira, CT; Stehmann, JR; Batista, JAN","230","2008","12","08","Southern America","Brasil",NA,NA,"Erva de 70 cm; Rupícula","BHCB025189","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","RPPN Santuário do Caraça, subida para o Pico do Inficionado","-43.471111","-20.127222","1365","1365",NA,"Catas Altas",NA,NA,NA,"2009","08","10","-43.471111","-20.127222",NA,NA,NA,NA,NA
"126","2020-12-11 11:45:08-03","UFMG","BHCB","144847","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","5373","2011","01","30","Southern America","Brasil",NA,NA,"Coletado em afloramento de gnaisse.","BHCB035223","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Marinho da Serra/GR1","-43.958611","-20.33","1135","1135",NA,"Moeda",NA,NA,NA,"2011","04","23","-43.958611","-20.33",NA,NA,NA,NA,NA
"127","2020-12-11 11:45:08-03","UFMG","BHCB","197787","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG; Justo, AG","6863","2018","05","29","Southern America","Brasil",NA,NA,"Erva terrícula; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197787","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Serra do Gandarela","-43.659444","-20.109444","1405","1405",NA,"Rio Acima",NA,NA,NA,NA,NA,NA,"-43.659444","-20.109444",NA,NA,NA,NA,NA
"128","2020-12-11 11:45:08-03","UFMG","BHCB","147691","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Batista, JAN","1443","2011","03","17","Southern America","Brasil",NA,NA,"Erva estolonífera. Cariopses verdes; Subosque de floresta nebular","BHCB025191","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Fazenda da Onça (área mantida pelo Exército Brasil, Trilha de subida para o Pico do Carrasco","-45.342417","-22.608528","1764","1764",NA,"Delfim Moreira",NA,NA,NA,"2011","06",NA,"-45.342417","-22.608528",NA,NA,NA,NA,NA
"129","2020-12-11 11:45:08-03","UFMG","BHCB","148909","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG; Mendes, MS","4492","2010","03","28","Southern America","Brasil",NA,NA,"Erva; Floresta estacional semidecidual em estágio inicial de regeneração","BHCB035411","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Rio do Peixe, Bacia do Córrego Procópio","-43.841111","-20.135833",NA,NA,NA,"Rio Acima",NA,NA,NA,"2016","04","26","-43.841111","-20.135833",NA,NA,NA,NA,NA
"130","2020-12-11 11:45:08-03","UFMG","BHCB","152065","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mendes, MS","s.n.","2010","04","28","Southern America","Brasil",NA,NA,"Erva; Floresta estacional semidecidual em estágio médio de regeneração","BHCB035408","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Rio do Peixe, Bacia do Córrego Procópio","-43.841111","-20.135833","1244","1368",NA,"Rio Acima",NA,NA,NA,"2016","04","26","-43.841111","-20.135833",NA,NA,NA,NA,NA
"131","2020-12-11 11:45:08-03","UFMG","BHCB","155548","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Giorni, VT","s.n.","2010","08","13","Southern America","Brasil",NA,NA,"Erva; Campo rupestre sobre canga","BHCB025194","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Samarco, Complexo do Germano","-43.513333","-20.180833","1075","1075",NA,"Mariana",NA,NA,NA,NA,NA,NA,"-43.513333","-20.180833",NA,NA,NA,NA,NA
"132","2020-12-11 11:45:08-03","UFMG","BHCB","156684","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Carmo, FF","5125","2010","08","02","Southern America","Brasil",NA,NA,"Afloramento de canga","BHCB025190","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Peixe Bravo, C1","-42.702778","-16.00945","980","980",NA,"Rio Pardo de Minas",NA,NA,NA,"2011","03","10","-42.702778","-16.00945",NA,NA,NA,NA,NA
"133","2020-12-11 11:45:08-03","UFMG","BHCB","149188","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Tameirão Neto, E; Mansur, T","4965","2011","01","13","Southern America","Brasil",NA,NA,"Erva; Campo rupestre sobre canga couraçada","BHCB025193","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Serra Gandarela, Projeto Mina Apolo","-49.689478","-20.050928","1596","1596",NA,"Santa Bárbara",NA,NA,NA,"2011","03",NA,"-49.689478","-20.050928",NA,NA,NA,NA,NA
"134","2020-12-11 11:45:08-03","UFMG","BHCB","171927","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Pivari, MOD; Miranda, E; Tomich, S","1843","2014","05","19","Southern America","Brasil",NA,NA,"Erva. Espiguetas verdes.; Campo rupestre ferruginoso arbustivo.","BHCB035540","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Mina de Brucutu, Cava da Divisa. Complexo Minas Centrais","-43.437778","-19.889722","971","971",NA,"Barão de Cocais",NA,NA,NA,"2019","01",NA,"-43.437778","-19.889722",NA,NA,NA,NA,NA
"135","2020-12-11 11:45:08-03","UFMG","BHCB","180824","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mota, RC da","3598","2015","11","22","Southern America","Brasil",NA,NA,"Erva terrestre; inflorescências verde-acastanhadas.; Coletada em Campo Rupestre Ferruginoso","BHCB036299","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Chapada de Canga","-43.386111","-20.131944","915","915",NA,"Catas Altas",NA,NA,NA,"2015","12","20","-43.386111","-20.131944",NA,NA,NA,NA,NA
"136","2020-12-11 11:45:08-03","UFMG","BHCB","185478","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Tameirão Neto, E; Vidal, CV","5384","2013","11","23","Southern America","Brasil",NA,NA,"Herbáceo; Floração; Altura 1,5m; Floresta estacional semidecidual","BHCB185478","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais",NA,"-43.397425","-19.009947",NA,NA,NA,"Conceição do Mato Dentro",NA,NA,NA,"2019","01",NA,"-43.397425","-19.009947",NA,NA,NA,NA,NA
"137","2020-12-11 11:45:08-03","UFMG","BHCB","190275","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Quaresma, AS; Brina, AE","857","2018","05","14","Southern America","Brasil",NA,NA,"Espécie criticamente ameaçada segundo o MMA 2014.","BHCB190275","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","RPPN Córrego Seco","-43.881158","-20.270556","1392","1392",NA,"Itabirito",NA,NA,NA,"2019","04",NA,"-43.881158","-20.270556",NA,NA,NA,NA,NA
"138","2020-12-11 11:45:08-03","UFMG","BHCB","181850","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Brina, AE","s.n.","2015","01","29","Southern America","Brasil",NA,NA,"Erva; Savana Gramíneo-Lenhosa",NA,"Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais",NA,"-43.927167","-20.408611",NA,NA,NA,"Itabirito",NA,NA,NA,NA,NA,NA,"-43.927167","-20.408611",NA,NA,NA,NA,NA
"139","2020-12-11 11:45:08-03","UFMG","BHCB","177920","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Barros, AM; Braga, IF","2511","2015","01","08","Southern America","Brasil",NA,NA,"Estames roxos.; Herbáceo. Campo rupestre sobre canga","BHCB030397","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais",NA,"-20.035","-43.676111","1491","1491","BHCB030397","Santa Bárbara",NA,NA,NA,"2015","05","06","-20.035","-43.676111",NA,NA,NA,NA,NA
"140","2020-12-11 11:45:08-03","UFMG","BHCB","191443","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Vidal, CV","s.n.","2017","11","24","Southern America","Brasil",NA,NA,"Campo Rupestre sobre Canga","BHCB191443","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais",NA,"-43.673611","-20.103611","1600","1600",NA,"Rio Acima",NA,NA,NA,NA,NA,NA,"-43.673611","-20.103611",NA,NA,NA,NA,NA
"141","2020-12-11 11:45:08-03","UFMG","BHCB","197297","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Vidal, CV; Vasconcelos, FB","s.n.","2018","11","27","Southern America","Brasil",NA,NA,"Herbácea; Vegetação arbustiva sobre canga","BHCB197297","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais",NA,"-43.501333","-20.151472","1271","1271",NA,"Mariana",NA,NA,NA,"2019","02",NA,"-43.501333","-20.151472",NA,NA,NA,NA,NA
"142","2020-12-11 11:45:08-03","UFMG","BHCB","197786","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG; Justo, AG","6862","2018","05","29","Southern America","Brasil",NA,NA,"Erva terrícula; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197786","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Serra do Gandarela","-43.659444","-20.109444","1405","1405",NA,"Rio Acima",NA,NA,NA,NA,NA,NA,"-43.659444","-20.109444",NA,NA,NA,NA,NA
"143","2020-12-11 11:45:08-03","UFMG","BHCB","200175","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, SG","7252","2019","04","24","Southern America","Brasil",NA,NA,"Erva; Campo Rupestre sobre Quartzito Arbustivo","BHCB200175","Monocotyledon",NA,"(Trin.) Döll",NA,"Minas Gerais","Cocais","-43.377778","-19.847778","890","890",NA,"Barão de Cocais",NA,NA,NA,NA,NA,NA,"-43.377778","-19.847778",NA,NA,NA,NA,NA
