"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","fieldNumber","typeStatus","individualCount"
"47","2020-09-12 05:00:02-03","US","US","1540499","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","L. Smith","1300","1928","11","21","South America - Neotropics","Brazil","Rio de Janeiro","Sea cliffs by Avenida Niemeyer, Rio de Janeiro",NA,NA,"US01642791","US01642791_01","-43.25","-22.98",NA,NA,"40","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","2626713","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","E. Pereira","4470","1958","11","5","South America","Brazil",NA,"Brasil, Guanabora, Restinga de Jacarepagua, orla mariuha [interpreted]",NA,NA,"US01642793","US01642793_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","2197765","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","L. B. Smith, F. Segadas-Vianna, L. S. Silva, A. Magnanini & et al.","6345","1952","4","4","South America - Neotropics","Brazil","Distrito Federal","Brasil, Distrito Federal, Praia de Sernambetiba (Recreio dos Bandeirantes) ao nivel de mar",NA,NA,"US01642790","US01642790_01","-43.3469","-23.0036",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1540498","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","L. Smith","2176","1929","3","29","South America - Neotropics","Brazil","Rio de Janeiro","Strand plant, Praia da Gavea, Rio de Janeiro",NA,NA,"US01642788","US01642788_01",NA,NA,NA,NA,"300","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","2572918A","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","L. Emygdio de Mello Filho","1007","1950","1","5","South America - Neotropics","Brazil","Rio de Janeiro","Brasil, Rio de Janeiro, Recreio dos Bandeirantes",NA,NA,"US01642789","US01642789_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","1592451","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","Y. Mexia","4301a","1930","2","1","South America - Neotropics","Brazil","Minas Gerais","State of Minas Geraes, Districto Carangola, summit of Serra da Gramma",NA,NA,"US01642794","US01642794_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2020-09-12 05:00:02-03","US","US","2853630","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","E. Pereira","4470","1958","11","5","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro, Restinga de Jacarepagua, orla mariuha [interpreted]",NA,NA,"US01642792","US01642792_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2019-09-04 19:34:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum",NA,"G. Gardner","773",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"55","2019-11-01 14:53:23-03","UnB","UB","202222","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob","Martins, CR","1341","2014","04","28","Southern America","Brasil","Distrito Federal","Área no entorno da estrada de acesso a Administração do Parque",NA,"Arbusto com 40cm. Início da emissão das inflorescências; Latossolo. Área antropizada com alta infestação com capim-gordura.",NA,NA,"-47.55449","-15.43975","Teles, AM","Brasília",NA,NA,"-47.55449","-15.43975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-07-03 15:17:16-03","UFU","HUFU","71259","S","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Faria, M.","s.n.","2015","03","11",NA,"Brasil","Rio de Janeiro","Ilhas Tijucas, Ilha Alfavaca",NA,"Herbáceo. 40 cm alt.; Ambiente Insular.","HUFU00076032",NA,NA,NA,"Nakajima, J.N.","Berra da Tijuca",NA,NA,NA,NA,NA,NA,"2019","04",NA,NA,NA,NA,NA
"57","2019-07-03 15:17:16-03","UFU","HUFU","67712","S","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Braga, J.M.A.; Bovini, M.G.","318","1993","04","04",NA,"Brasil","Rio de Janeiro","Pau-Grande, Cachoeira do Pau-Grande",NA,"Subarbuto com cerca de 50 cm de alt., saxícola, semi-heliófilo. Folhas membranáceas e pilosas. Capítulos alvacentos.; Margem o rio em mata densa.","HUFU00076036",NA,"-44.566667","-22.25","Nakajima, J.N.","Santa Cruz da Serra",NA,NA,"-44.566667","-22.25",NA,NA,"2019","04",NA,NA,NA,NA,NA
"58","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Gaudichaud Beaupré, C","6489",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel, L","917",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel, L","623",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou, AFM","2094",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Banks, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 16:26:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Sellow, F","407",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,"-43.216667","-22.95",NA,"Rio de Janeiro",NA,NA,"-43.216667","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Gardner, G","773",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 16:26:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Solander, DC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,"(anno 1768)",NA,NA,"-43.216667","-22.95",NA,"Rio de Janeiro",NA,NA,"-43.216667","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Burchell, WJ","1379","1825","12","31","Southern America","Brazil","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, on the Corcovado Mountain by the way of Laranjeiras",NA,NA,NA,NA,"-43.216667","-22.95",NA,"Rio de Janeiro",NA,NA,"-43.216667","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Pohl, JBE","407",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Rio de Janeiro inde a sylvis maritimis usque ad cacumen montis Cocorvado etc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:00:06-03","IBt","SP","17134","S","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","R.M.King & H.Rob.","Luederwaldt, H","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R",NA,NA,NA,NA,NA,NA,NA,"2006","10",NA,NA,NA,NA,NA
"70","2019-11-21 10:00:06-03","IBt","SP","4535","S","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","R.M.King & H.Rob.","Gehrt, A","s.n.","1920","11","03",NA,"Brasil","São Paulo","Ilha da Queimada Grande.",NA,NA,"SP031623","SP031623",NA,NA,"Simão Bianchini, R",NA,NA,NA,NA,NA,NA,NA,"2006","10",NA,NA,NA,NA,NA
