"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"113","2021-03-01 16:36:44-03","UNICAMP","UEC","182610","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","A.DC.","Verdi, M","Verdi, M; Hasckel, RP; Klemz, G","1478","2009","01","28","Brazil","Santa Catarina","Celso Ramos","Linha Silva.","-51.3025","-27.675","-51.3025","-27.675","627","627","Fruto imaturo verde.; Ecótono floresta estacional decidual/floresta ombrófila mista.","UEC033042","UEC033042","2009","12","01",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:36:44-03","UNICAMP","UEC","12114","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","A.DC.","Hatschbach, G","Hatschbach, G","40626","1977","12","15","Brazil","Paraná","Laranjeiras Do Sul","Arredores.","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Arbusto 2m, flores alvas, Borda do campo.","UEC105210","UEC105210","1978",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"28404","auto",NA,NA,NA,NA,NA
"115","2021-03-01 16:36:44-03","UNICAMP","UEC","12115","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","A.DC.","Barroso, M","Hatschbach, G","20600","1968","12","10","Brazil","Paraná","Laranjeiras Do Sul","Pinhal Ralo.","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Arbusto 1 a 2m, flor alva, formação densa no campo sujo e na orla do capão.","UEC105209","UEC105209",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"28404","auto",NA,NA,NA,NA,NA
"116","2021-03-01 16:36:44-03","UNICAMP","UEC","189408","S","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","A.DC.","Lima, DF","Lima, DF; Meireles, JE; Pacheco, J","341","2011","12","16","Brazil","Rio Grande do Sul","Caxias do Sul","Início da estrada para o distrito de Fazenda Souzas.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Árvore 3 m, folhas discolores, flores brancas aromáticas.","UEC120196","UEC120196","2012","01",NA,NA,NA,NA,"Magnoliopsida",NA,"49662","auto",NA,NA,NA,NA,NA
"117","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Godoy, F.P.","s.n.","1893","11","18","Brasil","Minas Gerais","Ouro Preto","Taquaral","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"118","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Ferraz, J.T.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores brancas",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"119","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Gonçalves, G.","s.n.","1894",NA,NA,"Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"Árvore, flores brancas",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA
"120","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Abreu, A.T. de","s.n.","1893","12","06","Brasil","Minas Gerais","São José do Mantimento","Serra de São José","-41.744701385498","-20.0053005218506",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"7818","auto",NA,NA,NA,NA,NA
"121","2020-12-04 13:19:30-03","UDESC","LUSC","9510","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Pastório, FF","Funez, L.A.","3235","2014","12","18","Brasil","Santa Catarina","Xanxerê","Bairro Frederico Ferronato. Borda de floresta.","-52.389444","-26.874444","52º23'22''W","26º52'28''S","825","825","Flor alva","LUSC005861",NA,"2015","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-26 10:43:29-03","UDESC","LUSC","3950","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Borges, P.",NA,"2009","11","14","Brasil","Rio Grande do Sul","Esmeralda",NA,"-51.190299987793","-28.0536003112793",NA,NA,NA,NA,NA,"LUSC008716","LUSC008716",NA,NA,NA,NA,NA,NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA
"123","2021-03-26 10:43:29-03","UDESC","LUSC","4271","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Franciele",NA,"2007","11","02","Brasil","Santa Catarina","Abdon Batista",NA,"-51.0224990844727","-27.6110992431641",NA,NA,NA,NA,NA,"LUSC008661","LUSC008661",NA,NA,NA,NA,NA,NA,NA,NA,"11919","auto",NA,NA,NA,NA,NA
"124","2021-03-26 10:43:29-03","UDESC","LUSC","3867","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Cordova,B.C.",NA,"2009","04","12","Brasil","Santa Catarina","Capão Alto","BR 116, Sítio da Família.","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,"Habito: árvore","LUSC008696","LUSC008696",NA,NA,NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA
"125","2021-03-26 10:43:29-03","UDESC","LUSC","6510","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","R. Tsuji et al.","2823","2009","04","28","Brasil","Santa Catarina","Capão Alto","Fazenda Capão da Lagoa, região hidrográfica Planalto de Lages.","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"LUSC008776","LUSC008776",NA,NA,NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA
"126","2020-12-04 13:19:30-03","UDESC","LUSC","7559","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Silva, A.C.","Souza,K.","27","2015","02","23","Brasil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"LUSC008748","LUSC008748","2013","10","25",NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA
"127","2020-12-04 13:19:30-03","UDESC","LUSC","6398","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC008918","LUSC008918",NA,NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"128","2020-12-04 13:19:30-03","UDESC","LUSC","6397","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC007191","LUSC007191",NA,NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"129","2020-12-04 13:19:30-03","UDESC","LUSC","6401","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2012","12","10","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC008681","LUSC008681",NA,NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"130","2020-12-04 13:19:30-03","UDESC","LUSC","6399","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC008679","LUSC008679",NA,NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"131","2020-12-04 13:19:30-03","UDESC","LUSC","6400","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2012","12","10","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC008680","LUSC008680",NA,NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"132","2021-03-26 10:43:29-03","UDESC","LUSC","911","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Pavelski, J.L.",NA,"2006","11","11","Brasil","Santa Catarina","Fraiburgo",NA,"-50.9213981628418","-27.0261001586914",NA,NA,NA,NA,NA,"LUSC007170","LUSC007170",NA,NA,NA,NA,NA,NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA
"133","2021-03-26 10:43:29-03","UDESC","LUSC","3945","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Gheller, A.",NA,"2009","10","13","Brasil","Santa Catarina","Fraiburgo",NA,"-50.9213981628418","-27.0261001586914",NA,NA,NA,NA,NA,"LUSC008654","LUSC008654",NA,NA,NA,NA,NA,NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA
"134","2021-03-26 10:43:29-03","UDESC","LUSC","4276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Tonello, L.",NA,"2009","06","03","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008862","LUSC008862",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"135","2021-03-26 10:43:29-03","UDESC","LUSC","4045","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Cabral, S.L.",NA,"2008","10","08","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC007050","LUSC007050",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"136","2021-03-26 10:43:29-03","UDESC","LUSC","1656","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Schimitt, M.",NA,"2008","05","05","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008721","LUSC008721",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"137","2021-03-26 10:43:29-03","UDESC","LUSC","2329","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Aguiar, M.D.",NA,"2009","02","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008678","LUSC008678",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"138","2020-12-04 13:19:30-03","UDESC","LUSC","9135","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Amaral, M.","Amaral, M.; Büttner, B.; Moraes, G.",NA,"2016","11","13","Brasil","Santa Catarina","Lontras","Estrada geral, Ribeirão lontras.","-49.5419006347656","-27.1660995483398",NA,NA,NA,NA,"Flores amarelas","LUSC001949","LUSC001949",NA,NA,NA,NA,NA,NA,NA,NA,"15604","auto",NA,NA,NA,NA,NA
"139","2020-12-04 13:19:30-03","UDESC","LUSC","6449","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2013","01","25","Brasil","Santa Catarina","São José do Cerrito",NA,"-50.5800018310547","-27.6630992889404",NA,NA,NA,NA,NA,"LUSC007190","LUSC007190",NA,NA,NA,NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA
"140","2020-12-04 13:19:30-03","UDESC","LUSC","6450","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gomes, J.P.","Gomes, J.P.",NA,"2013","01","25","Brasil","Santa Catarina","São José do Cerrito",NA,"-50.5800018310547","-27.6630992889404",NA,NA,NA,NA,NA,"LUSC008735","LUSC008735",NA,NA,NA,NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA
"141","2021-03-26 10:43:29-03","UDESC","LUSC","1686","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Picinato, E.",NA,"2008","03","22","Brasil","Santa Catarina","São José do Cerrito","foz pinheiros rolas.","-50.5800018310547","-27.6630992889404",NA,NA,NA,NA,NA,"LUSC008722","LUSC008722",NA,NA,NA,NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA
"142","2020-10-14 10:03:35-03","FURB","FURB","11375","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Grosch, B. & Klemz, G.","1147","2008","12","11","Brasil","Santa Catarina","Capão Alto","Fazenda Pessegueirinho.","-50.7608333","-28.17","-50.7608333","-28.1700000","762","762","Florística IFFSC 529. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor botão floral verde","FURB32434","FURB32434","2008","12","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:03:35-03","FURB","FURB","11397","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1830","2009","03","18","Brasil","Santa Catarina","Zortéa","Passo Raso.","-51.6138889","-27.4941666","-51.6138889","-27.4941666","661","661","Florística IFFSC 1388. Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Habito: Fruto roxo;","FURB32423","FURB32423","2009","03","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:03:35-03","FURB","FURB","11503","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Grosch, B. & Klemz, G.","1177","2008","12","12","Brasil","Santa Catarina","Capão Alto",NA,"-50.7161111","-28.2141667","-50.7161111","-28.2141667","880","880","Florística IFFSC 483. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor botão floral branco esverdeado","FURB32430","FURB32430","2008","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:03:35-03","FURB","FURB","11537","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gasper, AL de","Stival-Santos, A.; Uller, H.F. & Silveira, S.","335","2008","12","16","Brasil","Santa Catarina","Campos Novos","Cerro Chato.","-51.48","-27.54","-51.4800000","-27.5400000","700","700","Florística IFFSC 321. Coletada entorno do fragmento, comum no fragmento. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: flor branca","FURB02548","FURB02548","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:03:35-03","FURB","FURB","11566","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1478","2009","01","28","Brasil","Santa Catarina","Celso Ramos","Linha Silva.","-51.3025","-27.675","-51.3025000","-27.6750000","627","627","Florística IFFSC 1123. Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Habito: Fruto verde;","FURB32435","FURB32435","2009","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:03:35-03","FURB","FURB","11602","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1387","2009","01","23","Brasil","Santa Catarina","Anita Garibaldi","Lajeado dos Crespos.","-51.1641667","-27.7641667","-51.1641667","-27.7641667","575","575","Florística IFFSC 1000. Habitat: Floresta Estacional Decidual; Habito: flor branca","FURB32437","FURB32437","2009","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:03:35-03","FURB","FURB","12024","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1364","2009","01","21","Brasil","Santa Catarina","Anita Garibaldi","Arrozal.","-51.1627778","-27.6333333","-51.1627778","-27.6333333","762","762","Florística IFFSC 1190 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: flor botão branco","FURB32432","FURB32432","2009","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:03:35-03","FURB","FURB","12217","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Stival-Santos, A","Stival-Santos, A.; Silveira, S.","619","2009","04","16","Brasil","Santa Catarina","Passos Maia",NA,"-51.9302778","-26.64","-51.9302778","-26.6400000","1056","1056","Florística IFFSC 832(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arvoreta; Fruto preto;","FURB32431","FURB32431","2009","04","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:03:35-03","FURB","FURB","2480","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1793","2009","03","16","Brasil","Santa Catarina","Zortéa","Fazenda Tupitiniga.","-51.525","-27.5402777","-51.5250000","-27.5402777","657","657","Florística IFFSC 1318 Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Habito: Fruto verde;","FURB32443","FURB32443","2009","03","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:03:35-03","FURB","FURB","34955","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Verdi, M.; Klettenberg, D.H. & Klemz, G.","5926","2009","11","03","Brasil","Santa Catarina","Criciúma","Bairro Universitário (Próximo a Unesc).","-49.4091667","-28.7091667","-49.4091667","-28.7091667","50","50","Voucher estéril IFFSC 41 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB32444","FURB32444","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-08 08:53:58-03","FURB","FURB","37039","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Meyer, L.; Sevegnani, L. & Torres, F.J.","123","2011","11","27","Brasil","Santa Catarina","Campos Novos","Beira da Rodovia.","-51.2197223","-27.4094444","-51.2197223","-27.4094444","907","907",NA,"FURB32453","FURB32453","2015","07","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:03:35-03","FURB","FURB","39352","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Boeni, B.O.","6197","2012","02","10","Brasil","Rio Grande do Sul","Muitos Capões","Lajeado Bonito / PCH Lajeado Bonito.","-51.3605556","-28.4708334","-51.3605556","-28.4708334","678","678",NA,"FURB32446","FURB32446","2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:03:35-03","FURB","FURB","39370","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Boeni, B.O.","6118","2012","02","08","Brasil","Rio Grande do Sul","Lagoa Vermelha","Boqueirão / PCH Boqueirão.","-51.3441666","-28.4002778","-51.3441666","-28.4002778","732","732",NA,"FURB32445","FURB32445","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:03:35-03","FURB","FURB","40570","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Scipioni, M.C.","140","2012","12","19","Brasil","Santa Catarina","Curitibanos","Parque do Capão.","-50.5797223","-27.2905555","-50.5797223","-27.2905555","999","999",NA,"FURB32448","FURB32448","2013","04","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-08 08:53:58-03","FURB","FURB","41096","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Grizzon, M","Grizzon, M.","122","2012","12","15","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos, fazenda Pedro Hoffmann.","-50.9377777","-28.9613889","-50.9377777","-28.9613889","780","780",NA,"FURB32450","FURB32450","2012","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:03:35-03","FURB","FURB","41189","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Grizzon, M","Grizzon, M.","127","2012","12","17","Brasil","Rio Grande do Sul","São Marcos","Sede do Grêmio Americano.","-51.0655556","-28.9716667","-51.0655556","-28.9716667",NA,NA,"córtex rugoso esfoleante Habitat: borda de fragmento de mata Habito: árvore;","FURB32449","FURB32449","2013","12","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:03:35-03","FURB","FURB","4279","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Gasper, AL de","Stival-Santos, A.; Uller, H.F. & Silveira, S.","251","2008","12","12","Brasil","Santa Catarina","Anita Garibaldi","Pinheirinho.","-51.0286111","-27.7175","-51.0286111","-27.7175000","820","820","Florística IFFSC 261","FURB32436","FURB32436","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:03:35-03","FURB","FURB","43117","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Molz, M","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3374","2013","12","13","Brasil","Santa Catarina","Ibirama","Rio Hercílio, prox. a PCH Ibirama.","-49.5591667","-27.0369444","-49.5591667","-27.0369444","229","229","Projeto REFLORA FAPESC 14843/2011-1. Habitat: capoeira Habito: arbórea; flor alva","FURB32451","FURB32451","2014","01","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:03:35-03","FURB","FURB","4405","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M.; Grosch, B. & Klemz, G.","1067","2008","12","15","Brasil","Santa Catarina","Campo Belo do Sul","Canoas / Fazenda Gateados.","-50.8497222","-28.035","-50.8497222","-28.0350000","845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; entorno do fragmento Habito: flor botão verde","FURB32441","FURB32441","2008","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:03:35-03","FURB","FURB","4462","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Grippa, CR","Grippa, C.R.","27","2007","03","22","Brasil","Santa Catarina","Cerro Negro","Margem do Rio Tijolos.","-50.9341666","-27.9261111","-50.9341666","-27.9261111",NA,NA,"Grupo de estudos reófitas UHBG.","FURB32438","FURB32438","2008","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:03:35-03","FURB","FURB","45554","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Oliveira, AA de","Oliveira, A.A. de","994","2015","01","24","Brasil","Santa Catarina","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","870","870","Regeneração IFFSC 208 /L/41 Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB32452","FURB32452","2015","01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:03:35-03","FURB","FURB","45871","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Pastório, FF","Funez, L.A.","3235","2014","12","18","Brasil","Santa Catarina","Xanxerê","Bairro Frederico Ferronato.","-52.3894444","-26.8744445","-52.3894444","-26.8744445","825","825",NA,"FURB32454","FURB32454","2015","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-08 08:53:58-03","FURB","FURB","5833","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M","Grippa, C.R.",NA,"2006","02","11","Brasil","Santa Catarina","Ibirama","Ilha das Cutias.","-49.5483333","-27.0411111","-49.5483333","-27.0411111",NA,NA,NA,"FURB32425","FURB32425","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:03:35-03","FURB","FURB","58388","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Vieira, F. C. S.","Kassner-Filho, A.","2433","2018","03","23","Brasil","Santa Catarina","Passos Maia","Alojamento Adami.","-51.8619444","-26.7227778","-51.8619444","-26.7227778",NA,NA,"fruto imaturo Habitat: borda do fragmento florestal Habito: árvore","FURB58388","FURB58388","2020","04","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:03:35-03","FURB","FURB","62865","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4217","2018","12","12","Brasil","Santa Catarina","Anita Garibaldi","Cachoeira Primeira.","-51.2122222","-27.7233334","-51.2122222","-27.7233334","866","866","Botão Habitat: Floresta Ombrófila Mista; Estágio médio/avançado;Interior de Unidade amostral Habito: Arbórea","FURB62865","FURB62865","2018","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
