"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"50","2020-12-21 16:30:32-03","MBM","MBM","68390","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.","Southern America","Brazil",NA,NA,NA,"MBM068390",NA,NA,"Benth.","Hatschbach, G.","1405","1980","12","18","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535","MBM068390",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:30:32-03","MBM","MBM","211620","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211620",NA,NA,"Benth.","Harley, R.M.","1942",NA,NA,NA,"Paraná","Curitiba","Colônia Orleans","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:30:32-03","MBM","MBM","201715","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Ribas, O.S.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM201715",NA,NA,"Benth.","Santos, E.P.","1571","1996","10","28","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564","MBM201715",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:30:32-03","MBM","MBM","159171","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Ziller, S.R.; Bufrem, A.; Bufrem, A.","Southern America","Brazil",NA,NA,NA,"MBM159171",NA,NA,"Benth.","Santos, E.P.","368","1992","12","22","Paraná","Piraquara","Próx. ao Rio Ivaí","-49.0633010864258","-25.4416999816895","MBM159171",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:30:32-03","MBM","MBM","36650","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Pereira, E.; Hatschbach, G.; Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM036650",NA,NA,"Benth.",NA,"8050","1963","11","19","Paraná","Almirante Tamandaré","Campo Magro","-49.310001373291","-25.3246994018555","MBM036650",NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:30:32-03","MBM","MBM","36653","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM036653",NA,NA,"Benth.","Hatschbach, G.","7486",NA,NA,NA,"Paraná","Campina Grande do Sul","Quatro Barras","-49.0553016662598","-25.3055992126465","MBM036653",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:30:32-03","MBM","MBM","6300","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","Southern America","Brazil",NA,NA,NA,"MBM006300",NA,NA,"Benth.","Hatschbach, G.","18459","1968","01","25","Paraná","Campo do Tenente","Ribeirão da Fazenda","-49.6828002929688","-25.978099822998","MBM006300",NA,NA,"17005","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:30:32-03","MBM","MBM","211628","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Moreira, H.","Southern America","Brazil",NA,NA,NA,"MBM211628",NA,NA,"Benth.","Harley, R.M.","216",NA,NA,NA,"Paraná","Campo Largo","São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:30:32-03","MBM","MBM","396175","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Engels, M.E.","Southern America","Brazil",NA,NA,"Erva rastejante. Caule e folhas verdes, folhas discolores. Flores azuis claras com labio alvo no centro.; Floresta Ombrófila Mista, em barranco onde era campo.","MBM396175",NA,NA,"Benth.","Brotto, M.L.","2435","2014","05","01","Paraná","Carambeí","Catanduva de Fora","-50.0971984863281","-24.9178009033203","MBM396175",NA,NA,"26641","auto","2015","02","12",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:30:32-03","MBM","MBM","36648","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM036648",NA,NA,"Benth.","Hatschbach, G.","11681","1964","10","03","Paraná","Castro","Carambeí, Rio São João","-50.0119018554688","-24.7910995483398","MBM036648",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:30:32-03","MBM","MBM","3689","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM003689",NA,NA,"Benth.","Hatschbach, G.","15247","1966","11","04","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799","MBM003689",NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:30:32-03","MBM","MBM","3569","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Lindeman, J.; Haas, H.; Haas, H.","Southern America","Brazil",NA,NA,NA,"MBM003569",NA,NA,"Benth.","Hatschbach, G.","2510","1966","09","24","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","MBM003569",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:30:32-03","MBM","MBM","3570","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Lindeman, J.; Haas, H.; Haas, H.","Southern America","Brazil",NA,NA,NA,"MBM003570",NA,NA,"Benth.","Hatschbach, G.","301","1966","01","13","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","MBM003570",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:30:32-03","MBM","MBM","211599","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211599",NA,NA,"Benth.","Harley, R.M.","1677",NA,NA,NA,"Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:30:32-03","MBM","MBM","211608","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Braga, R.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211608",NA,NA,"Benth.","Braga, R.","312",NA,NA,NA,"Paraná","Curitiba","Barigui do Portão","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:30:32-03","MBM","MBM","33036","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Ferreira, L.F.","Southern America","Brazil",NA,NA,NA,"MBM033036",NA,NA,"Benth.","Harley, R.M.","122","1974","11","09","Paraná","Curitiba","Cajuru","-49.2731018066406","-25.4277992248535","MBM033036",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:30:32-03","MBM","MBM","211630","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211630",NA,NA,"Benth.","Santos, E.P.","4084",NA,NA,NA,"Paraná","Curitiba","Campo Comprido","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:30:32-03","MBM","MBM","28412","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.","Southern America","Brazil",NA,NA,NA,"MBM028412",NA,NA,"Benth.","Hatschbach, G.","63","1973","11","13","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535","MBM028412",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:30:32-03","MBM","MBM","87732","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.","Southern America","Brazil",NA,NA,NA,"MBM087732",NA,NA,"Benth.","Harley, R.M.","2356","1983","10","19","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535","MBM087732",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:30:32-03","MBM","MBM","211626","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211626",NA,NA,"Benth.","Harley, R.M.","6684",NA,NA,NA,"Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:30:32-03","MBM","MBM","211619","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211619",NA,NA,"Benth.","Harley, R.M.","5421",NA,NA,NA,"Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:30:32-03","MBM","MBM","50898","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.","Southern America","Brazil",NA,NA,NA,"MBM050898",NA,NA,"Benth.","Harley, R.M.","1173","1976","10","13","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535","MBM050898",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:30:32-03","MBM","MBM","211591","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211591",NA,NA,"Benth.","Dombrowski, L.T.","2626",NA,NA,NA,"Paraná","Curitiba","Colônia Orleans","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:30:32-03","MBM","MBM","211616","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Lange, R.B.","Southern America","Brazil",NA,NA,NA,"MBM211616",NA,NA,"Benth.","Hatschbach, G.","166",NA,NA,NA,"Paraná","Curitiba","Colônia Orleans","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:30:32-03","MBM","MBM","211610","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Stellfeld, C.","Southern America","Brazil",NA,NA,NA,"MBM211610",NA,NA,"Benth.","Brade, A.C.","1032",NA,NA,NA,"Paraná","Curitiba","Country Clube","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:30:32-03","MBM","MBM","211611","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Stellfeld, C.","Southern America","Brazil",NA,NA,NA,"MBM211611",NA,NA,"Benth.","Mathias, M.","s.n.",NA,NA,NA,"Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:30:32-03","MBM","MBM","222779","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kozera, C.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM222779",NA,NA,"Benth.","Santos, E.P.","340",NA,NA,NA,"Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535","MBM222779",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:30:32-03","MBM","MBM","131204","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.; Soares, A.A.; Soares, A.A.","Southern America","Brazil",NA,NA,NA,"MBM131204",NA,NA,"Benth.","Hatschbach, G.","3105","1988","11","23","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535","MBM131204",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:30:32-03","MBM","MBM","211589","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211589",NA,NA,"Benth.","Santos, E.P.","3023",NA,NA,NA,"Paraná","Curitiba","Próximo ao Rio Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:30:32-03","MBM","MBM","16386","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM016386",NA,NA,"Benth.","Harley, R.M.","25602","1970","11","23","Paraná","Curitiba","Rio Atuba","-49.2731018066406","-25.4277992248535","MBM016386",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:30:32-03","MBM","MBM","211618","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211618",NA,NA,"Benth.","Hatschbach, G.","462",NA,NA,NA,"Paraná","Curitiba","São Brás","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:30:32-03","MBM","MBM","211598","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211598",NA,NA,"Benth.","Harley, R.M.","5367",NA,NA,NA,"Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:30:32-03","MBM","MBM","211592","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211592",NA,NA,"Benth.","Harley, R.M.","6737",NA,NA,NA,"Paraná","Lapa","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:30:32-03","MBM","MBM","77629","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kummrow, R.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM077629",NA,NA,"Benth.","Hatschbach, G.","1840","1982","02","27","Paraná","Lapa","Pedra Alta","-49.7158012390137","-25.7696990966797","MBM077629",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:30:32-03","MBM","MBM","242298","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Cordeiro, J.; Cruz, J.M.; Poliquesi, C.B.; Cruz, J.M.; Poliquesi, C.B.","Southern America","Brazil",NA,NA,NA,"MBM242298",NA,NA,"Benth.","Cordeiro, J.","1616",NA,NA,NA,"Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797","MBM242298",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:30:32-03","MBM","MBM","25392","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM025392",NA,NA,"Benth.","Hatschbach, G.","31738","1973","03","11","Paraná","Mandirituba","Fazenda Rio Grande","-49.326099395752","-25.7789001464844","MBM025392",NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:30:32-03","MBM","MBM","211597","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Kuniyoshi, Y.S.","Southern America","Brazil",NA,NA,NA,"MBM211597",NA,NA,"Benth.","Harley, R.M.","3292",NA,NA,NA,"Paraná","Mandirituba","Parque Verde","-49.326099395752","-25.7789001464844",NA,NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:30:32-03","MBM","MBM","20581","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.; Smith, L.B.; Smith, L.B.","Southern America","Brazil",NA,NA,NA,"MBM020581",NA,NA,"Benth.","Harley, R.M.","28189","1971","12","04","Paraná","Palmas","Rio Chopim","-51.9906005859375","-26.4841995239258","MBM020581",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:30:32-03","MBM","MBM","237099","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.; Spichiger, R.; Loizeau, P.A.; Spichiger, R.; Loizeau, P.A.","Southern America","Brazil",NA,NA,NA,"MBM237099",NA,NA,"Benth.","Santos, E.P.","68704","1998","11","15","Paraná","Palmas","Rod. BR-280, 10km NO de Horizonte","-51.9906005859375","-26.4841995239258","MBM237099",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:30:32-03","MBM","MBM","389444","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Felitto, G.; Lozano, E.D.; Lozano, E.D.","Southern America","Brazil",NA,NA,"Herbácea, 35cm; flores lilases. Unicata.; Campo sujo.","MBM389444",NA,NA,"Benth.","P.; Bonin Jr.","515","2013","03","14","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564","MBM389444",NA,NA,"35166","auto","2014","07","01",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:30:32-03","MBM","MBM","321319","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Tessmann, G.","Southern America","Brazil",NA,NA,"Hin und wieder nicht selten. Kelch gruen, oben schwaerzlich karmin Kehre weisslich, Lippe unten himmelblau nach d. Eingang zur Joehre zu auf wiessem Grude blau gestreif't, Uberlippe oben lila nach unten zu mehr weisslich,Griffel weis","MBM321319",NA,NA,"Benth.",NA,"s.n.","1947","10","17","Paraná","Palmeira","Fazenda Padre Ignácio, Estrada Curitiba-Palmeira, 10 km antes de Palmeira","-50.0064010620117","-25.4293994903564","MBM321319",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:30:32-03","MBM","MBM","211590","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211590",NA,NA,"Benth.","Santos, E.P.","13003",NA,NA,NA,"Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:30:32-03","MBM","MBM","211613","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Mattos, A.","Southern America","Brazil",NA,NA,NA,"MBM211613",NA,NA,"Benth.","Mathias, M.","s.n.",NA,NA,NA,"Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:30:32-03","MBM","MBM","211634","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211634",NA,NA,"Benth.","Santos, E.P.","11839",NA,NA,NA,"Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:30:32-03","MBM","MBM","211586","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211586",NA,NA,"Benth.","Santos, E.P.","14642",NA,NA,NA,"Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:30:32-03","MBM","MBM","233065","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Santos, E.P.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM233065",NA,NA,"Benth.","Santos, E.P.","675",NA,NA,NA,"Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564","MBM233065",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:30:32-03","MBM","MBM","211606","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211606",NA,NA,"Benth.","Harley, R.M.","2990",NA,NA,NA,"Paraná","Palmeira","Rio das Pombas","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:30:32-03","MBM","MBM","36649","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM036649",NA,NA,"Benth.","Hatschbach, G.","5158","1958","10","09","Paraná","Piraí do Sul","Tijuco Preto","-49.948600769043","-24.5261001586914","MBM036649",NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:30:32-03","MBM","MBM","87728","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Oliveira, P.I.","Southern America","Brazil",NA,NA,NA,"MBM087728",NA,NA,"Benth.","Harley, R.M.","771","1983","11","22","Paraná","Piraquara","Piraquara, arredores","-49.0633010864258","-25.4416999816895","MBM087728",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:30:32-03","MBM","MBM","165883","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Ziller, S.R.; Portes, M.C.; Portes, M.C.","Southern America","Brazil",NA,NA,NA,"MBM165883",NA,NA,"Benth.","Santos, E.P.","391","1993","11","13","Paraná","Piraquara","Próx. ao Rio Iraí","-49.0633010864258","-25.4416999816895","MBM165883",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:30:32-03","MBM","MBM","385806","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Lozano, E.D.; Ariati, V.; Ariati, V.","Southern America","Brazil",NA,NA,"Subarbusto, 50cm, flores azuis.; Campos Gerais, campo sujo.","MBM385806",NA,NA,"Benth.","Lozano, E.D.","1083","2012","10","10","Paraná","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545","MBM385806",NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:30:32-03","MBM","MBM","211587","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Pereira, M.L.","Southern America","Brazil",NA,NA,NA,"MBM211587",NA,NA,"Benth.","Pereira, E.P.","374",NA,NA,NA,"Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:30:32-03","MBM","MBM","211632","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211632",NA,NA,"Benth.","Santos, E.P.","8803",NA,NA,NA,"Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:30:32-03","MBM","MBM","36647","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM036647",NA,NA,"Benth.","Brade, A.C.","803","1947","11","09","Paraná","São José dos Pinhais","Campo Largo da Roseira","-49.2064018249512","-25.5347003936768","MBM036647",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:30:32-03","MBM","MBM","13662","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM013662",NA,NA,"Benth.","Hatschbach, G.","22844","1969","11","05","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768","MBM013662",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:30:32-03","MBM","MBM","211600","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211600",NA,NA,"Benth.","Harley, R.M.","3964",NA,NA,NA,"Paraná","São José dos Pinhais","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
