"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"45","2019-08-20 10:13:41-03","UNICAMP","UEC","8529","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Hatschbach, G","s.n.","1965",NA,"Brazil","Paraná",NA,NA,"fruto, Do campo limpo, flor zarcão.",NA,NA,"10","14","Campo Mourão","-52.333333","-24.030556","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,"-52.333333","-24.030556",NA,NA,NA,NA,NA
"46","2019-08-20 10:13:41-03","UNICAMP","UEC","8532","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Semir, J; Taroda, N","2815","1976",NA,"Brazil","Goiás",NA,NA,"fruto, Nativo em cerrado alto. Subarbusto até 40 cm, com xilopódio, flores vermelhas.",NA,NA,"09","09","Morrinhos","-49.0993995666504","-17.7311000823975","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"45214","auto",NA,NA
"47","2021-03-01 16:30:38-03","UNICAMP","UEC","201865","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Queiroz, LP","Cavalcanti, TB; Silva, GP; Queiroz, L; Cordeiro, I","816","1990",NA,"Brazil","Goiás","Centro N. de Recursos Geneticos CENARGEN",NA,"Petalas violeta. Herbaceo. Erva ereta com cerca de 50 cm alt. Calice marrom.; Cerrado, solo arenoso e relevo ondulado.","UEC189913",NA,"08","17","Posse","-46.3694000244141","-14.0930995941162","(Kuntze) Burkart",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,"55730","auto",NA,NA
"48","2019-08-20 10:13:41-03","UNICAMP","UEC","49266","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Rodrigues, WA","10388","1983",NA,"Brazil","Mato Grosso","62 km de Alto Araguaia, direção Cuiabá,",NA,"fruto, Erva, 0,30 m altura, flor rósea, fruto imaturo verde, margem da estrada, local recém-queimado, sol, ocasional, cerrado.",NA,NA,"09",NA,"Alto Araguaia","-53.2153015136719","-17.3146991729736","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"100273","auto",NA,NA
"49","2019-08-20 10:13:41-03","UNICAMP","UEC","28761","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Matthes, LAF; Cunha, CN; Capitani, JHAD De","13013","1981",NA,"Brazil","Mato Grosso","BR-364, km 66. Portelândia-Mineiros.",NA,"fruto, Flor salmão, erva com ca. 30 cm de altura.",NA,NA,"09","05","Chapada dos Guimarães","-55.749698638916","-15.460599899292","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"107042","auto",NA,NA
"50","2019-08-20 10:13:41-03","UNICAMP","UEC","89228","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Müller, C","32170","1994",NA,"Brazil","São Paulo","Cerrado do pedágio da Rod. Washington Lu",NA,"fruto, Herbácea 30cm altura, xilopódio, folíolos linear-lanceolados, flores alaranjadas.",NA,NA,"09","28","Itirapina","-47.8199996948242","-22.25","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA
"51","2019-08-20 10:13:41-03","UNICAMP","UEC","8556","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Leitão Filho, HF; Parentoni, R; Lopes, F","8426","1978",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)",NA,"flor, Herbáceo com vigoroso xilopódio, flores róseas.",NA,NA,"09","27","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"52","2019-08-20 10:13:41-03","UNICAMP","UEC","8531","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Tamashiro, JY","6532","1977",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)",NA,"fruto, Em cerrado aceiro. Herbácea até 50cm. Flores e frutos.",NA,NA,"10","21","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"53","2019-08-20 10:13:41-03","UNICAMP","UEC","8530","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Leitão Filho, HF; Yamamoto, K","6042","1977",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)",NA,"fruto, Herbáceo com xilopódio, flores rosa-claro. Em cerrado aberto.",NA,NA,"10","10","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"54","2019-08-20 10:13:41-03","UNICAMP","UEC","25279","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Carvalho, RM; Ramos, J","11593","1980",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)",NA,"flor, Herbácea, flor roxa.",NA,NA,"10","16","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"55","2021-03-01 16:30:38-03","UNICAMP","UEC","92347","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Cesar, D","221","1984",NA,"Brazil","São Paulo",NA,NA,"Herbácea, flores azuis. Apresenta xilopodio.",NA,NA,"09","17","Itirapina","-47.8199996948242","-22.25","Bong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA
"56","2021-02-12 10:03:50-03","UNICAMP","UEC","68764","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Silva, SM; Souza, WS","25528","1987",NA,"Brazil","São Paulo","Área de proteção ambiental.",NA,"fruto, Erva xilopodífera de flores avermelhadas com frutos, em campo sujo.","UEC139221","UEC139221","10","22","Itu","-47.2900009155273","-23.2600002288818","Bong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309","auto",NA,NA
"57","2021-02-12 10:03:50-03","UNICAMP","UEC","70806","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Silva, SM; Souza, WS","25528","1987",NA,"Brazil","São Paulo","Área de proteção ambiental.",NA,"fruto, Erva xilopodífera de flores avermelhadas com frutos, em campo sujo.",NA,NA,"10","22","Itu","-47.2900009155273","-23.2600002288818","Bong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309","auto",NA,NA
"58","2020-03-12 10:29:12-03","UFOP","OUPR","19039","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis","Albuquerque, O.R.","Albuquerque, O.R.","s.n.",NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"Fernando de Noronha","-32.4108009338379","-3.84028005599976","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8269","auto",NA,NA
"59","2021-03-16 17:52:07-03","UCS","HUCS","39020","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Brigatto, U.A.","46","1994",NA,"Brasil","Paraná","Canyon do Guatela",NA,"Herbácea, 15cm, flor alaranjada.",NA,NA,"10","08","Tibagi","-50.4136009216309","-24.5093994140625","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA
"60","2019-08-16 08:39:24-03","UTFPR","HCF","13223","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","M.G. Caxambu","M.G. Caxambu","4966","2013",NA,"Brasil","PR","Sítio Sete Quedas",NA,"erva ereta, heliófita, ca. 0,45 m. Flores alaranjadas. Frutos imaturos verdes.",NA,NA,"11","28","Tibagi","-50.260917","-24.583861","(Kuntze) Burkart","1093","1093",NA,NA,"2013","12","20","50°15'39,3 W","24°35'01,9 S",NA,NA,NA,NA,NA
"61","2019-08-16 08:39:24-03","UTFPR","HCF","9713","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","E. Barboza & J. Cordeiro","M.G. Caxambu","3465","2011",NA,"Brasil","PR","Cerrado Valtra",NA,"erva ereta, heliófita, ca. 0,40 m. Flores avermelhadas.",NA,NA,"09","27","Campo Mourão","-52.363194","-24.014389","(Kuntze) Burkart","549","549",NA,NA,"2011",NA,NA,"52°21'47,5 W","24°00'51,8 S",NA,NA,NA,NA,NA
"62","2020-12-21 16:26:37-03","MBM","MBM","44140","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37291",NA,"Southern America","Brazil","Goiás","Rod. BR-153, km 146",NA,NA,"MBM044140","MBM044140",NA,NA,"Morrinhos","-49.0993995666504","-17.7311000823975","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45214","auto",NA,NA
"63","2020-12-21 16:26:37-03","MBM","MBM","3226","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Lindeman, J.; Haas, H.; Haas, H.","2745",NA,"Southern America","Brazil","Paraná","Campo Mourão",NA,NA,"MBM003226","MBM003226",NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA
"64","2020-12-21 16:26:37-03","MBM","MBM","546","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.","23026",NA,"Southern America","Brazil","Paraná","Campo Mourão",NA,NA,"MBM000546","MBM000546",NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA
"65","2020-12-21 16:26:37-03","MBM","MBM","263432","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Ribas, O.S.","Ziller, S.R.","s.n.","2000","Southern America","Brazil","Paraná","Sítio Curucaca, Rio Pedregulho",NA,NA,"MBM263432","MBM263432","10","22","Tibagi","-50.4136009216309","-24.5093994140625","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA
"66","2020-12-21 16:26:37-03","MBM","MBM","15842","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Ribas, O.S.","Hatschbach, G.","25154","1970","Southern America","Brazil","Mato Grosso","Rio Anhanduí",NA,NA,"MBM015842","MBM015842","10","23","Rio Brilhante",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:26:37-03","MBM","MBM","15844","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Barneby, R.","Hatschbach, G.","25144",NA,"Southern America","Brazil","Mato Grosso","Rio Anahduí",NA,NA,"MBM015844","MBM015844",NA,NA,"Rio Brilhante",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:26:37-03","MBM","MBM","29282","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Ribas, O.S.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33006","1973","Southern America","Brazil","Mato Grosso","Casa Verde",NA,NA,"MBM029282","MBM029282","11","16","Nova Andradina",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:26:37-03","MBM","MBM","31363","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Burkart, A.","Schinini, A.","7723",NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM031363",NA,NA,NA,NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:26:37-03","MBM","MBM","56546","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Pedersen, T.M.","Pedersen, T.M.","11372",NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM056546","MBM056546",NA,NA,NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:26:37-03","MBM","MBM","50524","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Cowan, R.S.","Hatschbach, G.","5095",NA,"Southern America","Brazil","Paraná","Joaquim Murtinho",NA,NA,"MBM050524","MBM050524",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"72","2020-12-21 16:26:37-03","MBM","MBM","3232","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Lindeman, J.; Haas, H.; Haas, H.","3079",NA,"Southern America","Brazil","Paraná","Lajeado Cinco Reis",NA,NA,"MBM003232","MBM003232",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"73","2020-12-21 16:26:37-03","MBM","MBM","44139","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.","37103",NA,"Southern America","Brazil","Paraná","Lajeado Cinco Reis",NA,NA,"MBM044139","MBM044139",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"74","2020-12-21 16:26:37-03","MBM","MBM","8609","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Ribas, O.S.","Hatschbach, G.","20465","1968","Southern America","Brazil","Paraná","Rio do Sabiá",NA,NA,"MBM008609","MBM008609","11","28","Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"75","2020-12-21 16:26:37-03","MBM","MBM","218244","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Cowan, R.S.","Hatschbach, G.","5095",NA,"Southern America","Brazil","Bahia","Joaquim Murtinho",NA,NA,"MBM218244",NA,NA,NA,"Ilhéus","-39.0494003295898","-14.7889003753662","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA
"76","2020-12-21 16:26:37-03","MBM","MBM","44141","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35013",NA,"Southern America","Brazil","Goiás","Rod. BR-364, próximo do Córrego Alegre",NA,NA,"MBM044141","MBM044141",NA,NA,"Mineiros","-52.5511016845703","-17.5694007873535","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100343","auto",NA,NA
"77","2020-12-21 16:26:37-03","MBM","MBM","32444","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35013",NA,"Southern America","Brazil","Goiás","Rod. BR-364, próximo do Córrego Alegre",NA,NA,"MBM032444","MBM032444",NA,NA,"Mineiros","-52.5511016845703","-17.5694007873535","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100343","auto",NA,NA
"78","2020-12-21 16:26:37-03","MBM","MBM","31525","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Hatschbach, G.","Hatschbach, G.","32933",NA,"Southern America","Brazil","Paraná","Aeroporto",NA,NA,"MBM031525","MBM031525",NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA
"79","2015-09-04 02:11:38-03","MNHN","RECOLNAT_MNHN_P","P02958453","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Loefgren",NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02958453' target='other'> <mi>dwc_moreinfo</mi></a>","P02958453","P02958453_01",NA,NA,NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"351",NA
"80","2015-09-04 02:11:38-03","MNHN","RECOLNAT_MNHN_P","P02958456","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Glaziou, A.",NA,NA,NA,"Brasil","Goiás",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02958456' target='other'> <mi>dwc_moreinfo</mi></a>","P02958456","P02958456_01",NA,NA,NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19020",NA
"81","2016-11-22 10:47:01-02","MNHN","RECOLNAT_MNHN_P","P02958454","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Hatschbach, G.",NA,"1965",NA,"Brasil","Paraná",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02958454' target='other'> <mi>dwc_moreinfo</mi></a>","P02958454","P02958454_01","10","14","Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto","13026",NA
"82","2015-09-04 02:14:10-03","MNHN","RECOLNAT_MNHN_P","P00758310","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Saint-Hilaire, A.",NA,NA,NA,"Brasil","São Paulo","Brésil.- Province de St. Paul.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758310' target='other'> <mi>dwc_moreinfo</mi></a>","P00758310","P00758310_01",NA,NA,NA,NA,NA,"Bong. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1490",NA
"83","2015-09-04 02:14:10-03","MNHN","RECOLNAT_MNHN_P","P00758312","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Saint-Hilaire, A.",NA,"1816",NA,"Brasil","Goiás","Brésil.- Province de Goyaz.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758312' target='other'> <mi>dwc_moreinfo</mi></a>","P00758312","P00758312_01","1","1",NA,NA,NA,"Bong. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 859",NA
"84","2015-09-04 02:14:10-03","MNHN","RECOLNAT_MNHN_P","P00758313","PreservedSpecimen",NA,NA,NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Saint-Hilaire, A.",NA,"1816",NA,"Brasil","Minas Gerais","Brésil.- Province de Minas Gereas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758313' target='other'> <mi>dwc_moreinfo</mi></a>","P00758313","P00758313_01","1","1",NA,NA,NA,"Bong. ex Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"975 4",NA
"85","2021-02-11 17:19:00-03","UFPR","UPCB","5253","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Andrade, A.L.P.","Hatschbach, G.","13026","1965",NA,"Brasil","Paraná",NA,NA,"Flor zarcão. Campo limpo..",NA,NA,"10","14","Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,"28572","auto",NA,NA
"86","2021-02-11 17:19:00-03","UFPR","UPCB","6479","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Andrade, A.L.P.","Lindeman, J.","2745","1966",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"10","17","Campo Mourão","-52.3830986022949","-24.0456008911133","(Kuntze) Burkart",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,"28572","auto",NA,NA
"87","2021-02-11 17:19:00-03","UFPR","UPCB","6475","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Andrade, A.L.P.","Lindeman, J.","3079","1966",NA,"Brasil","Paraná","Lageado Cinco Reis",NA,NA,NA,NA,"10","17","Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,"44368","auto",NA,NA
"88","2021-02-11 17:19:00-03","UFPR","UPCB","60060","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Andrade, A.L.P.","Andrade, A.L.P.","21","2006",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Erva 30 cm alt., flores vermelhas. Coletada em campo seco descendo a recepção..",NA,NA,"11","25","Tibagi","-50.4136009216309","-24.5093994140625","(Kuntze) Burkart",NA,NA,NA,NA,"2007","02",NA,NA,NA,NA,"56988","auto",NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","1004817","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. Fortunato (BAB)","Elsa M. Zardini|A. Vargas","Zardini 43636","1995","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.",NA,NA,NA,NA,"8","24",NA,"-56.21138","-23.79611","(Kuntze) Burkart","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1028","4"
"90","2008-05-27 22:02:00-03","MO","MOBOT","1004855","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. Fortunato (BAB)","Elsa M. Zardini|A. Vargas","Zardini 43669","1995","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. South side. Cerrado scrub on red, sandy soil.",NA,NA,NA,NA,"8","24",NA,"-56.21138","-23.79611","(Kuntze) Burkart","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","4"
"91","2012-10-03 09:19:00-03","MO","MOBOT","100529679","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"J.R.I. Wood","Wood 26444",NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kuntze) Burkart","710.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2008-05-27 22:02:00-03","MO","MOBOT","1940213","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. Dure (PY)","PIN","PIN 406","1992","South America","Paraguay","Itapúa","Isla Yacyreta - Pastizal humedo",NA,NA,NA,NA,"10","8",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2011-03-01 23:59:00-03","MO","MOBOT","2291761","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Vanni, R. O., //","Ricardo O. Vanni|Victor Maruñak","Vanni 3759","1996","South America","Argentina","Corrientes","Río Aguapey y ruta 38",NA,NA,NA,NA,"11","6","Ituzaingó",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-03-17 21:51:00-03","MO","MOBOT","2409672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Ulibarri, E. A.","Cecilia Xifreda|S. Maldonado","Xifreda 572","1986","South America","Argentina","Corrientes","Santo Tomé 6 km al SO del acceso a Sto Tomé, sobre ruta 14",NA,NA,NA,NA,"12","19","Santo Tomé",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-02-26 21:30:00-03","MO","MOBOT","2452925","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Burkart, A.","F.C. Hoehne","Hoehne 23387","1928","South America","Brazil","Paraná","Jaguariaiva.",NA,NA,NA,NA,"11","5",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-09 09:32:00-03","MO","MOBOT","3196804","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Per Dusén","Dusén s.n.","1910","South America","Brazil",NA,"Jaguarialryva, in campo.",NA,NA,NA,NA,"10","26",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"97","2008-05-27 22:02:00-03","MO","MOBOT","3196884","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. Dure","Howard S. Irwin","Irwin 7530","1964","South America","Brazil",NA,"Burned over cerrado, ca 60 km S. of Caiaponia on road to Jatai. Occasional.",NA,NA,NA,NA,"10","29",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
