"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02684423","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.",NA,NA,"T. C. Plowman","9038","1980","02","23","Brazil","Pará","Conceição do Araguaia","-49.6","-8.2166669",NA,NA,"NY02684423","NY02684423_01","Alacilândia, 42 km west of Conceição do Araguaia along highway PA-287 at Rio Arraias do Araguaia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957797' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","397827","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.",NA,NA,"G. Gardner","1336","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00397827","NY00397827_01","Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697021' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1018909","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","P. G. Delprete",NA,"P. G. Delprete","10564","2007","12","27","Brazil","Goiás","Formosa","-47.3044","-15.5708",NA,NA,"NY01018909","NY01018909_01","Lagoa Feia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264228' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","397825","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","J. A. Steyermark",NA,"R. P. Belém","3260","1967","02","01","Brazil","Bahia","Belmonte","-38.88","-15.86",NA,NA,"NY00397825","NY00397825_01","Plantaçao de cacau","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697015' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","397826","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.",NA,NA,"J. S. Blanchet","2675","1839",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"NY00397826","NY00397826_01","Serra de Jacobina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697022' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","397828","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","B. M. Boom",NA,"L. A. Mattos Silva","275","1979","02","16","Brazil","Bahia","Manoel Vitorino","-40.2425","-14.1456",NA,NA,"NY00397828","NY00397828_01","Rod. M. Vitorino/Caatingal, km 4. Folha SD 24 (14-40c)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697017' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","397821","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","J. H. Kirkbride Jr.",NA,"F. R. Fosberg","39381","1958","04","06","Colombia","Huila",NA,NA,NA,NA,NA,"NY00397821",NA,"Outskirts of Neiva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697020' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","472","472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1018908","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","P. G. Delprete",NA,"P. G. Delprete","9174","2004","12","18","Brazil","Goiás","Goiâna","-49.2967","-16.6667",NA,NA,"NY01018908","NY01018908_01","Setor Goiania 2. Ribeirão João Leite, 500 m antes do entronco com o Rio Meia Ponte. Na beira do Ribeirão João Leite.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1018907","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","P. G. Delprete",NA,"P. G. Delprete","9172","2004","12","18","Brazil","Goiás","Goiâna","-49.2967","-16.6667",NA,NA,"NY01018907","NY01018907_01","Setor Goiania 2. Ribeirão João Leite, 500 m antes do entronco com o Rio Meia Ponte. Na beira do Ribeirão João Leite.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264225' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","397829","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","P. G. Delprete",NA,"G. Gardner",NA,"1841","07",NA,"Brazil","Goiás",NA,NA,NA,NA,NA,"NY00397829","NY00397829_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697023' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1017524","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.",NA,NA,"G. Gardner","1336",NA,NA,NA,"Brazil","Alagoas",NA,NA,NA,NA,NA,"NY01017524","NY01017524_01","Brasilia trop.","Comm. am Shuttleworth 1839. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215009' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 18:00:00-03","NY","NYBG","397820","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata",NA,"E. Asplund",NA,"F. Fagerlind","458","1952","10","05","Ecuador","Guayas",NA,NA,NA,NA,NA,"NY00397820",NA,"At the river N of Guayaquil","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697018' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","397823","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.","B. M. Boom",NA,"S. A. Mori","11506","1979","02","08","Brazil","Bahia","Itacaré","-39.2713273","-14.4201153",NA,NA,"NY00397823","NY00397823_01","Ramal da torre da Embratel com entrada no km 15 da Rod. Ubaitaba/Itacaré (BR 654). Região de Mata Higrófila Sul Baiana. Folha SD 24 (14-39c)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697016' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","950469","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","acuminata","Machaonia acuminata","Humb. & Bonpl.",NA,NA,"A. Robert","741","2002","12","20","Brazil","Mato Grosso do Sul","Corumbá","-57.6531","-19.0094",NA,NA,"NY00950469","NY00950469_01","Corumba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063487' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 01:01:00-03","NY","NYBG","01062325","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,NA,NA,"B. A. Krukoff","5869",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01062325","NY01062325_01 NY01062325_02",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269714' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","790881","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","M. H. Nee",NA,"M. H. Nee","48876","1998","04","07","Bolivia","Santa Cruz","Andrés Ibáñez","-62.97","-17.85",NA,NA,"NY00790881",NA,"Along Quebrada Turino, 5 km NNW of Paurito.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-28 15:21:00-03","NY","NYBG","397819","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,"C. M. Taylor",NA,"E. M. Zardini","37768","1994","01","04","Paraguay","Paraguarí",NA,"-57.43","-25.93",NA,NA,"NY00397819",NA,"Estero del Ypoá. Taruma Fondo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150732' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","397817","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","P. K. H. Dusén",NA,"P. K. H. Dusén","11310","1911","02","09","Brazil","Paraná","Imbituva","-50.6042","-25.23",NA,NA,"NY00397817","NY00397817_01","Imbituva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150727' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","880","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 14:55:00-02","NY","NYBG","397812","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,NA,NA,"Grupo Pedra do Cavalo","867","1980","11",NA,"Brazil","Bahia",NA,"-39.08","-12.53",NA,NA,"NY00397812","NY00397812_01","Roncador. Cachoeira/Bahia. Vale dos Rios Paraguaçu e Jacuipe","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150741' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","397799","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","P. G. Delprete",NA,"R. Reitz","17674","1965","12","15","Brazil","Paraná","Guarapuava","-51.523417","-25.359069",NA,NA,"NY00397799","NY00397799_01","Rio Coitinho","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761595' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 22:32:00-03","NY","NYBG","950465","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,"M. Macedo",NA,"M. Macedo","310","1944","04","06","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00950465","NY00950465_01","Ituiutaba, Faz. Santa Terezinha.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063479' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","950467","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","P. G. Delprete",NA,"C. F. P. von Martius","597",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00950467","NY00950467_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063481' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 17:19:00-02","NY","NYBG","950466","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,NA,NA,"C. F. P. von Martius","597","1839",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00950466","NY00950466_01","Morro do Ernesto. Cujabá.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063480' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","397808","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","B. M. Boom",NA,"M. H. Nee","33527","1987","01","15","Bolivia","Santa Cruz","Andrés Ibáñez","-62.98","-17.75",NA,NA,"NY00397808",NA,"1 km. N of center of Cotoca","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01062326","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.",NA,NA,"F. E. Drouet","2015",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01062326","NY01062326_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269715' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","397813","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.",NA,NA,"G. Gardner","3212","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00397813","NY00397813_01","Brasilia","Cleared leaf in U.S. geological survey 9310. Removed by J. A. Wolfe, 1973 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150738' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","799328","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","P. G. Delprete",NA,"R. Reitz","12150","1962","01","27","Brazil","Paraná","Guairá","-54.2556","-24.08",NA,NA,"NY00799328","NY00799328_01","Sete Quedas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794205' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 14:55:00-02","NY","NYBG","397818","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,"L. B. Smith",NA,"L. B. Smith","11159","1957","02","09","Brazil","Santa Catarina","Campos Novos","-51.2247","-27.4019",NA,NA,"NY00397818","NY00397818_01","Campo and Ruderal, 19 km west of Campos Novos. Bank of Rio Leao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150735' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales","600","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-28 15:21:00-03","NY","NYBG","397809","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,NA,NA,"C. L. Quarin","1901","1974","01","20","Argentina","Santa Fé",NA,NA,NA,NA,NA,"NY00397809",NA,"Dep. Gral. Obligado. Villa Ocampo, costa río Paraná Miní (San Vicente)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150740' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","397810","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis","(Hoffmanns. ex Humb.) Cham. & Schltdl.","S. F. Smith; L. B. Smith",NA,"G. G. Hatschbach","18359","1968","01","19","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"NY00397810","NY00397810_01","Rio Campo Real","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150728' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-10-28 17:19:00-02","NY","NYBG","950463","PreservedSpecimen","Plantae","Rubiaceae","Machaonia","brasiliensis","Machaonia brasiliensis",NA,NA,NA,"W. J. Burchell","8472","1828","03","24","Brazil","Tocantins","Porto Nacional","-48.4169","-10.7083",NA,NA,"NY00950463","NY00950463_01","Porto Real, Ferry to mouth of Igarapé","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063473' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
