"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"109","2019-11-06 09:56:02-03","UFOP","OUPR","18268","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"110","2019-11-06 09:56:02-03","UFOP","OUPR","11123","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"Schwacke, C.A.W.","s.n.","1896","12","08",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-06 09:56:02-03","UFOP","OUPR","18270","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira. Árvore, flores pálidas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:02:17-03","FURB","FURB","34906","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Quinet, A","Verdi, M.; Hasckel, R.P. & Klemz, G.","5932","2009","06","30",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","874","874",NA,"Voucher estéril IFFSC 468 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB02024","FURB02024","-49.0519444","-27.2686111","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:02:17-03","FURB","FURB","45715","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Oliveira, AA de","Oliveira, A.A. de","1110","2015","02","08",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","874","874",NA,"Regeneração IFFSC 468 /O/88","FURB27258","FURB27258","-49.0519444","-27.2686111","2015","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-09 14:46:47-03","FURB","FURB","61191","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Oliveira, A.A. de","4427","2017","01","10",NA,"Brasil","Paraná","Guaratuba",NA,"-48.78","-25.74",NA,NA,NA,"448","FURB61191","FURB61191","-48.7800000","-25.7400000","2017","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:02:21-03","FURB","FURB","17799","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","188","2009","10","06",NA,"Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","1131","1131",NA,"Florística IFFSC e456a Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: flor botão verde claro","FURB02045","FURB02045","-50.1322223","-27.2750000","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:02:21-03","FURB","FURB","20083","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Sobral, M","Gasper, A.L. de; Brogni, E.","2510","2008","02","27",NA,"Brasil","Santa Catarina","Taió","Sentido Fazenda Bretzke.","-50.22","-27.0925","802","802",NA,"Fito IFFSC 566 /O/25 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Habito: arbórea;","FURB27832","FURB27832","-50.2200000","-27.0925000","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:02:21-03","FURB","FURB","20088","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2514","2008","03","24",NA,"Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1325","-27.275","989","989",NA,"Fito IFFSC 456 /S/9 Habitat: Floresta Ombrófila Mista; Habito: arbórea;","FURB27838","FURB27838","-50.1325000","-27.2750000","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:02:21-03","FURB","FURB","20808","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1484","2010","02","22",NA,"Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","1131","1131",NA,"Forófito 10. Florística IFFSC e456b (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: arbórea; flor verde-clara","FURB27837","FURB27837","-50.1322223","-27.2750000","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:02:21-03","FURB","FURB","27342","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2540","2010","06","15",NA,"Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","1097","1097",NA,"Florística IFFSC e8007a (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; entorno do fragmento Habito: arbórea; Fruto verde;","FURB27833","FURB27833","-49.0269445","-27.2636111","2011","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:02:21-03","FURB","FURB","27739","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Korte, A.; Kniess, A.","2118","2010","03","11",NA,"Brasil","Santa Catarina","Benedito Novo","Campo de Zinco.","-49.5002778","-26.9102778","853","853",NA,"Florística IFFSC 689 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27831","FURB27831","-49.5002778","-26.9102778","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-08 08:52:51-03","FURB","FURB","3037","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Quinet, A","Sobral, M.",NA,"2001","02","04",NA,"Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025",NA,NA,NA,NA,"FURB27830","FURB27830","-49.1327778","-27.0250000","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:02:21-03","FURB","FURB","46797","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Oliveira, AA de","Oliveira, A.A. de","1394","2015","03","27",NA,"Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","857","857",NA,"Fito IFFSC 991 /L/11 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração Habito: arbórea;","FURB27835","FURB27835","-49.4100000","-26.3697223","2015","03","27",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:02:21-03","FURB","FURB","46885","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Brotto, ML","Brotto, M.L.; Silva, J.M. & Mello, M.C.H.","1790","2014","08","28",NA,"Brasil","Paraná","Tunas do Paraná","Estrada dePacas ao Parque Estadual das Lauráceas, próximo à estrada da Madepar.","-48.775","-24.8966666","968","968",NA,NA,"FURB27836","FURB27836","-48.7750000","-24.8966666","2014","09","09",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:02:21-03","FURB","FURB","46908","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Brotto, ML","Cordeiro, J.; Barboza, E. & Brotto, M.L.","5212","2014","08","12",NA,"Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.","-48.8783334","-25.9369444","1080","1080",NA,NA,"FURB27834","FURB27834","-48.8783334","-25.9369444","2014","08","21",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:02:21-03","FURB","FURB","48006","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Brotto, ML","Brotto, M.L.","1810","2014","09","25",NA,"Brasil","Paraná","Adrianópolis",NA,"-48.6875","-24.835","1000","1000",NA,NA,"FURB48006","FURB48006","-48.6875000","-24.8350000","2014","11","10",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-27 16:10:14-03","UFES","VIES","14307","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Saiter, F.Z.","Saiter, F.Z.","23","2004","02","03",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014307","VIES014307",NA,NA,"2004","02","03","23813","auto",NA,NA,NA,NA,NA,NA
"127","2021-02-12 18:12:10-03","UFES","VIES","14630","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez",NA,"Thomaz, L.D.","1827a","1992","12","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014630","VIES014630",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"128","2019-12-06 19:29:49-03","UFES","VIES","34758","S","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","J. Baitello","Araújo, E.A.","383","2015","11",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 07, indivíduo 269. Parque Nacional do Caparaó","-41.765","-20.493889",NA,NA,NA,NA,"VIES034758","VIES034758","41º45'54''W","20º29'38''S","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-24 11:51:07-03","UTFPR","HCF","18840","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","J. Cordeiro","5212","2014","08","12",NA,"Brasil","PR","Guaratuba","Pico Pedra Branca de Araraquara, parte","-48.878333","-25.936944","1080","1080",NA,"árvore de 6 m; frutos imaturos verdes.",NA,NA,"48°52'42 W","25°56'13 S","2014","08","21",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-16 08:39:43-03","UTFPR","HCF","22341","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","J.M. Silva","9444","2016","09","28",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.629444","-24.811944","837","837",NA,"árvore com 6 m de altura; frutos imaturos verdes.",NA,NA,"48°37'46 W","24°48'43 S","2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-24 11:51:07-03","UTFPR","HCF","19833","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","M.L. Brotto","1915","2015","04","01",NA,"Brasil","RJ","Santa Maria Madalena","Pico do Desengano","-41.911667","-21.9","1760","1760",NA,"arbusto de 1,5 m de altura, frutos imaturos verdes. Campo de altitude.",NA,NA,"41°54'42 W","21°54'00 S","2015","04","13",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-24 11:51:07-03","UTFPR","HCF","19291","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","M.L. Brotto","1790","2014","08","28",NA,"Brasil","PR","Tunas do Paraná","estrada de Pacas ao Parque Estadual das","-48.775","-24.896667","968","968",NA,"árvore de 16 m; frutos imaturos verdes. Vegetação secundária.",NA,NA,"48°46'30 W","24°53'48 S","2014","09","09",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-24 11:51:07-03","UTFPR","HCF","27443","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","R.R. Völtz","1417","2017","10","13",NA,"Brasil","PR","Antonina","Bairro Alto, trilha para a base do Ibiti","-48.806111","-25.242222","954","954",NA,"árvore 6 m alt. Frutos verdes com cúpula amarelo-avermelhada. Interior de floresta.",NA,NA,"48°48'22 W","25°14'32 S","2017","10","13",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-24 11:51:07-03","UTFPR","HCF","15328","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","C.T. Blum","R.S. Vieira","484","2014","08","03",NA,"Brasil","PR","Guaraqueçaba","Serra Gigante","-48.3288993835449","-25.3066997528076",NA,NA,NA,"árvore com 7 m. Com frutos verdes.",NA,NA,NA,NA,"2014","08","03","37295","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-24 11:51:07-03","UTFPR","HCF","19662","S","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","M.L. Brotto","V. Daniel","142","2013","08","20",NA,"Brasil","PR","Guaratuba","APA de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"FOM/FOD. Mata Aluvial. Arbórea de 8 m de altura. Área próxima ao Morro dos Perdidos.",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"136","2013-04-01 09:18:56-03","IPT","BCTW","12158","S","Plantae","Magnoliophyta",NA,NA,"Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"137","2020-01-29 12:17:54-03","UFSM","SMDB","19182","S","Plantae",NA,NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Brotto, ML","Brotto, ML","1810","2014","09","25",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.6875","-24.835","1000","1000",NA,NA,"SMDB019182",NA,"-48.6875","-24.835","2014","11","10",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:31:04-03","MBM","MBM","307186","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Moraes, P.","Vervloet, R.R.; et al.; et al.","1035","2002","09","24","Southern America","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"MBM307186","MBM307186",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:31:04-03","MBM","MBM","396281","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Vieira, R.S.; Vieira, R.S.","1896","2015","02","26","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.709472","-24.854083","895","895",NA,"Árvore de 12m de altura; flores amarelas.; Floresta Ombrófila Densa Montana.","MBM396281","MBM396281","-48.709472","-24.854083","2015","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:31:04-03","MBM","MBM","18145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Werff, H. van der","Hatschbach, G.","23849",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Anastácio","Estrada para Miranda",NA,NA,NA,NA,NA,NA,"MBM018145","MBM018145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:31:04-03","MBM","MBM","3855","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Oliveira, A.A.","4427","2017","01","10","Southern America","Brazil","Paraná","Guaratuba","Conglomerado: 480; subunidade: 3; subparcela: 4; indivíduo: 22","-48.78","-25.74",NA,NA,NA,"Árvore 11,5 m; flores amarelas.","MBM003855","MBM003855","-48.78","-25.74","2017","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:31:04-03","MBM","MBM","395139","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1881","2015","02","04","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.71045","-24.854081","890","890",NA,"Árvore de 10m de altura; botões e flores amarelas.; Floresta Ombrófila Densa Montana.","MBM395139","MBM395139","-48.71045","-24.854081","2015","02","09",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:31:04-03","MBM","MBM","396283","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Vieira, R.S.; Vieira, R.S.","1899","2015","02","26","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.709783","-24.853836","895","895",NA,"Árvore de 6m de altura; frutos no início do desenvolvimento.; Floresta Ombrófila Densa Montana.","MBM396283","MBM396283","-48.709783","-24.853836","2015","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:31:04-03","MBM","MBM","397807","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.","1948","2015","06","15","Southern America","Brazil","Paraná","Adrianópolis","Berneck","-48.7255","-24.853667","887","887",NA,"Árvore de 11m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM397807","MBM397807","-48.7255","-24.853667","2015","07","08",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:31:04-03","MBM","MBM","400356","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Bizarro, O.M.R.; Völtz, R.R.; Bizarro, O.M.R.","2001","2015","09","13","Southern America","Brazil","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","585","585",NA,"Árvore de 3m; frutos imaturos verdes e maduros pretos.; Floresta Ombrófila Densa Altomontana.","MBM400356","MBM400356","-48.185","-25.218333","2015","09","23",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:31:04-03","MBM","MBM","401030","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","2121","2015","10","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712722","-24.86575","900","900",NA,"Árvore com 2,5m de altura; frutos maduros pretos.; Floresta Ombrófila Densa Montana.","MBM401030","MBM401030","-48.712722","-24.86575","2015","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:31:04-03","MBM","MBM","401031","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","2122","2015","10","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712722","-24.86575","900","900",NA,"Árvore com 10m de altura; botões florais.; Floresta Ombrófila Densa Montana.","MBM401031","MBM401031","-48.712722","-24.86575","2015","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:31:04-03","MBM","MBM","406753","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9444","2016","09","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.629444","-24.811944","837","837",NA,"Árvore com 6 m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM406753",NA,"-48.629444","-24.811944","2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:31:04-03","MBM","MBM","412822","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1494","2018","03","09","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.290278","-25.163333","330","330",NA,"Arvoreta 3 m alt.; flores amareladas; interior de floresta de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM412822","MBM412822","-48.290278","-25.163333","2018","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:31:04-03","MBM","MBM","415108","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Baitello, J.B.","Pereira, L.S.; Belinello, R.; Gomes, J.A.M.A.; Belinello, R.; Gomes, J.A.M.A.","N1357","2007","12",NA,"Southern America","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,"MBM415108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:31:04-03","MBM","MBM","415250","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.","2597","2018","04","04","Southern America","Brazil","Paraná","Adrianópolis","Estrada da Berneck a Tatupeba","-48.760556","-24.752222","689","689",NA,"Árvore com 6 m de altura; flores amarelas.; Floresta Ombrófila Densa Submontana.","MBM415250",NA,"-48.760556","-24.752222","2018","11","08",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:31:04-03","MBM","MBM","425083","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Marinero, F.; Völtz, R.R.; Marinero, F.; Völtz, R.R.","3766","2019","10","10","Southern America","Brazil","Paraná","Guaraqueçaba","morro próximo à cidade","-48.311944","-25.277778","330","330",NA,"Árvore com 4 m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Submontana.","MBM425083",NA,"-48.311944","-25.277778","2019","11","05",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:31:04-03","MBM","MBM","430447","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","3985","2020","10","01","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Serra da Tijuca, Bico do Papagaio","-43.300833","-22.954167","936","936",NA,"Árvore com 4 m de altura; botões e flores amarelas.; Floresta Ombrófila Densa Montana de porte baixo.","MBM430447",NA,"-43.300833","-22.954167","2020","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:31:04-03","MBM","MBM","87386","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Assis, L.C.S.","Landrum, L.R.","4151","1982","01","19","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM087386","MBM087386",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:31:04-03","MBM","MBM","262698","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Werff, H. van der","Harley, R.M.; et al.; et al.","50613","1992","01","02","Southern America","Brazil","Bahia","Abaíra","Mata do Barbado","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"MBM262698","MBM262698",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:31:04-03","MBM","MBM","323107","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Moraes, P.","Barboza, E.; Silva, J.M.; Silva, J.M.","1843","2006","11","12","Southern America","Brazil","Mato Grosso do Sul","Antônio João","Descida para Campestre","-55.9474983215332","-22.1910991668701",NA,NA,NA,"Árvore, 3m, fruto imaturo preto. Cerrado","MBM323107","MBM323107",NA,NA,"2009","05","06","38814","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:31:04-03","MBM","MBM","22303","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Wattimo, I. de","Pereira, E.","5122",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Entre Mesa do Imperador e Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM022303","MBM022303",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:31:04-03","MBM","MBM","22307","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Wattimo, I. de","Duarte, A.P.","4834",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Sumaré, Torre da TV Tupi","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM022307","MBM022307",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
