"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","county","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","fieldNumber","preparationType","individualCount"
"52","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01939465","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Swallen, J.R.",NA,"1934","1","14",NA,"Brasil","Pará","Brésil. Aramanahy, Rio Tapajós.","-54.937198638916","-2.63638997077942",NA,NA,"P01939465","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939465' target='other'> <mi>dwc_moreinfo</mi></a>","P01939465_01","R.P.Oliveira & M.C.Dorea",NA,NA,"Belterra","74752","auto",NA,NA,NA,NA,NA,NA,"3235","hb",NA
"53","2015-09-03 23:35:25-03","MNHN","RECOLNAT_MNHN_P","P01939468","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Spruce, R.",NA,"1849","11","1",NA,"Brasil","Pará","Brésil. Prov. Pará.","-54.7083015441895","-2.44305992126465",NA,NA,"P01939468","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939468' target='other'> <mi>dwc_moreinfo</mi></a>","P01939468_01","R.P.Oliveira & M.C.Dorea",NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,"hb",NA
"54","2015-09-03 23:35:25-03","MNHN","RECOLNAT_MNHN_P","P01939462","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Spruce, R.",NA,"1849","11","1",NA,"Brasil","Pará","Brésil. Prov. Pará.","-54.7083015441895","-2.44305992126465",NA,NA,"P01939462","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939462' target='other'> <mi>dwc_moreinfo</mi></a>","P01939462_01","R.P.Oliveira & M.C.Dorea",NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,"hb",NA
"55","2020-12-11 11:45:13-03","UFMG","BHCB","114453","PreservedSpecimen","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Mota, NFO; Viana, PL; Silva, LVC; Garcia, LC; Maciel, GM; Silva, DF","1185","2007","12","14","Southern America","Brasil","Pará","Serra da Bocaina","-49.9325","-6.323889","-49.9325","-6.323889","BHCB021648","Ambiente úmido.",NA,NA,"2009","08","Canaã dos Carajás",NA,NA,NA,NA,"666","666",NA,NA,NA,NA,NA
"56","2009-08-23 08:56:00-03","MO","MOBOT","227891","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll","Richard Spruce","Spruce 694","1849",NA,NA,"South America","Brazil","Pará","Santarem","-54.7083333","-2.4430555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-08-23 08:56:00-03","MO","MOBOT","227901","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll","Richard Spruce","Spruce 674","1849",NA,NA,"South America","Brazil","Pará","Mpio. Santarem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2014-04-02 10:51:00-03","MO","MOBOT","100697592","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Stephan G. Beck","Beck 5089A",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2014-09-18 13:12:00-03","MO","MOBOT","1826122","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Ángel C. González","Davidse 12504","1977","5","2","South America","Venezuela","Apure","22 km directly (in a straight line) WNW of Paso de Cinaruco along the north bank of the Río Cinaruco.","-67.7","6.5666667",NA,NA,NA,NA,NA,NA,NA,NA,"Pedro Camejo",NA,NA,NA,NA,"60.00000000",NA,NA,NA,"1260",NA,"1"
"60","2008-05-27 22:02:00-03","MO","MOBOT","1841419","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4546","1973","11","30","South America","Venezuela","Monagas","Just 3 km E of Jusepin. Trachypogon savanna with Axonopus, Curatella, and Byrsonima.","-63.489163","9.749999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,"852",NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1864469","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","R. Haase","Haase 474","1984","8","18","South America","Bolivia","La Paz","Luisita. al W del río Beni","-67.25","-13.08333",NA,NA,NA,NA,NA,"St. G. Beck",NA,NA,"Abel Iturralde",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA
"62","2011-02-04 15:30:00-02","MO","MOBOT","1909144","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","J.G. Adam","Adam 4802","1949","4","28","South America","French Guiana",NA,"Macenta. Berge de la Loffa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2012-03-28 20:14:00-03","MO","MOBOT","1909420","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Antonio C. Allem|G. Vieira|José F.M. Valls|J. Comastri","Allem 2259",NA,NA,NA,"South America","Brazil","Mato Grosso do Sul","Faz. Rio Negro, Mun. de Aquidauana",NA,NA,NA,NA,NA,NA,NA,"J. Valls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-01-18 05:57:00-02","MO","MOBOT","1909421","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Boris Vassilievich Skvortsov","Skvortsov 289","1963","11","10","South America","Brazil","São Paulo","Mpio. de Santo André, near village of Parana-Piacaba, mountain road in secondary forest",NA,NA,NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,"800.00000000","850.00000000",NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","1909422","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Julian A. Steyermark|Parker Redmond","Steyermark 117107","1978","4","30","South America","Venezuela","Amazonas","In dense mats in flat open area along river where a baba was resting. Selva a lo largo del río Coro-Coro, río abajo de la pista de aterrizaje de Yutaje","-66.16666","5.58333",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA
"66","2013-08-23 04:12:00-03","MO","MOBOT","1909423","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Mauricio Ramia","Ramia 2562","1961","7","28","South America","Venezuela","Guárico","En sabana de Trachypogon, a orilla de laguna Cereania Estación Biológica de los Llanos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-04-29 04:12:00-03","MO","MOBOT","1909424","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","R. Gómez","Gómez-Martínez 842","1990","5","20","South America","Venezuela","Apure","En planicie antigua, bajio bajo. Modulo UNELLEZ, a 9 km al norte Mata de Totumo, distrito Munoz","-69.6","7.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA
"68","2009-08-12 09:48:00-03","MO","MOBOT","1909425","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","R. Ortiz|Mauricio Ramia","Ortiz 2645","1995","7","10","South America","Venezuela","Guárico","A 31 km al sur de Santa Rita, carretera Las Mercedes-Cabruta","-66.2666667","7.8666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,"1"
"69","2014-10-30 08:27:00-02","MO","MOBOT","1909426","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","André Goeldi","Goeldi 153","1915","4",NA,"South America","Brazil","Pará","Estate Concerião. On open savannas, humid and overflowed places",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2008-05-27 22:02:00-03","MO","MOBOT","226191","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Otto Huber|Stephen S. Tillett","Davidse 17165","1979","5","4","South America","Venezuela","Amazonas","Departamento Atabapo: Ca. 5 km N of the mouth of Caño Caname along the east bank of the Río Atabapo. Laja, granite outcrop.","-67.48333","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.00000000",NA,NA,NA,"79-61",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","226203","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Otto Huber|Stephen S. Tillett","Davidse 17112","1979","5","3","South America","Venezuela","Amazonas","Departamento Atabapo: upper portion of Caño Caname. River bank.","-67.21666","3.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,"79-60",NA,NA
"72","2018-07-03 15:42:00-03","MO","MOBOT","226214","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Otto Huber|Stephen S. Tillett","Davidse 16864","1979","4","29","South America","Venezuela","Amazonas","Ca. 1 km up Caño Caname from the junction with the Río Atabapo, El Manguito.","-67.45","3.7",NA,NA,NA,NA,NA,NA,NA,NA,"Atabapo",NA,NA,NA,NA,"95.00000000",NA,NA,NA,"79-55",NA,"1"
"73","2014-09-11 10:06:00-03","MO","MOBOT","226224","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Gerrit Davidse|Otto Huber|Stephen S. Tillett","Davidse 17277","1979","5","6","South America","Venezuela","Amazonas","Area between the western base of Cerro Yapacana and the headwaters of Caño Cotúa.","-66.8666667","3.6333333",NA,NA,NA,NA,NA,NA,NA,NA,"Atabapo",NA,NA,NA,NA,"100.00000000",NA,NA,NA,"79-63",NA,"1"
"74","2009-10-24 09:10:00-02","MO","MOBOT","3115434","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Fernando O. Zuloaga|Mauricio Ramia|R. Ortiz","Zuloaga 4335","1989","8","5","South America","Venezuela","Apure","En sabanas entre los canos Guaritico y Balza, carretera Mantecal-Quintero,","-69.58333","7.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1941486","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Stephan G. Beck","Beck 15179","1990","3","13","South America","Bolivia","Beni","Espiritu, en la zona de influencia del rio Yacuma, sabana hzmeda","-66.616667","-14.2",NA,NA,NA,NA,NA,NA,NA,NA,"Gral. Ballivian",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA
"76","2015-08-13 05:50:00-03","MO","MOBOT","1909419","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","R.M. Harley","Harley 11214","1968","11","24","South America","Brazil","Mato Grosso","Small lake just south of the Rio Suia Missu Ferry, c. 40 km NW of base camp. At margin of small lake near edge of receding water, in drier area than 11213","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-31 09:21:31-03","INPA","INPA","116162","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Junk, WJ","609","1984","02","25","Southern America","Brasil","Amazonas","Rio Negro, Rio Negro, Praia Grande.",NA,NA,NA,NA,"INPA0116162",NA,NA,"Filgueiras, TS; Viana, PL","2014","05",NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"78","2020-08-31 09:21:31-03","INPA","INPA","4671","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","50-10960","1951","01","02","Southern America","Brasil","Pará","Ilha do Marajó, Instituto Agronômico do Norte, procedente do Rio Paracauarí, Ilha do Marajó.","-48.6","-0.6","-48.6","-0.6","INPA0004671",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,"Soure",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"79","2020-08-31 09:21:31-03","INPA","INPA","2480","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pires, JM","3905","1952","01","13","Southern America","Brasil","Pará","Conceição, perto da foz do Rio Juruena, Conceição, perto da foz do Rio Juruena.","-58.218364","-7.418869","-58.218364","-7.418869","INPA0002480",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"80","2020-08-31 09:21:31-03","INPA","INPA","106066","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G","17277","1979","05","06","Southern America","Venezuela","Atabapo","Área between the west-ern base of Cerro Yapacana and the head-waters of Caño Cotúa. Head of cano Cortuga; sandy cano margin; for the lower half.","-66.866667","3.633333","-66.866667","3.633333","INPA0106066",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,NA,NA,NA,"Poales","100","100",NA,NA,NA,NA,NA
"81","2020-08-31 09:21:31-03","INPA","INPA","106063","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G","16864","1979","04","29","Southern America","Venezuela","Atabapo","Ca. 1 Km up Caño Caname from the junction with the Río Atabapo, El Manguito. Open grassy area on sand leading to indian houses.","-67.45","3.7","-67.45","3.7","INPA0106063",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,NA,NA,NA,"Poales","95","95",NA,NA,NA,NA,NA
"82","2020-08-31 09:21:31-03","INPA","INPA","106065","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G","17165","1979","05","04","Southern America","Venezuela","Atabapo","Ca. 5 Km N of the mouth of Caño Caname along the eastern bank of the Río Atabapo. Laja, granite outcrop. Growing in water along river.","-67.483333","3.75","-67.483333","3.75","INPA0106065",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,NA,NA,NA,"Poales","95","95",NA,NA,NA,NA,NA
"83","2020-08-31 09:21:31-03","INPA","INPA","4951","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","50-8923","1950","02","20","Southern America","Brasil","Pará","Fazenda Menino Deus, Ilha de Marajó; Fazenda Menino Deus; Rio Paracauary.","-48.875278","-1.2025","-48.875278","-1.2025","INPA0004951",NA,NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,"Ilha de Marajó",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 11:50:49-03","UFPE","UFP","218","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","UFP10960","1951","01","02",NA,"Brasil","Pará",NA,"-48.5043983459473","-1.4558299779892",NA,NA,"UFP000218","Rastejante.; Rastejante.",NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","1125884","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll in Mart.","R. Spruce","674",NA,NA,NA,"South America - Neotropics","Brazil","Pará",NA,"-54.7083015441895","-2.44305992126465",NA,NA,"US00148242",NA,"US00148242_01",NA,NA,NA,"Santarem","205258","auto","Monocotyledonae","Cyperales",NA,NA,"Type fragment",NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","80738","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll in Mart.","R. Spruce","694",NA,NA,NA,"South America - Neotropics","Brazil","Pará","Santarem.",NA,NA,NA,NA,"US00148241",NA,"US00148241_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,"Type fragment",NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","1913189","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","H. Fraser","s.n.","1946","8",NA,"South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rupununi, Manari","-59.76","3.43",NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","3412661","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","J. Hoock","s.n.","1955","12","8","South America - Neotropics","French Guiana",NA,"Route de Sinnamary, Pariacabo, au fond de","-52.7","5.16",NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","3158751","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","J. Hoock","328","1957","12","27","South America - Neotropics","French Guiana",NA,"Route de Sinnamary, Pariacobo, entré chemin","-52.7","5.16",NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","3158750","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","J. Hoock","326","1955","12","8","South America - Neotropics","French Guiana",NA,"Route de Sinnamary, Pariacabo, au fond de","-52.7","5.16",NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","1913187","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","H. Fraser","s.n.","1946","3",NA,"South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rupununi, Tabalinga Creek",NA,NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-02 16:37:04-03","Cenargen","CEN","70323","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","José Francisco Montenegro Valls","9216","1985","10","17",NA,"Brasil","MS","Fazenda São Joaquim.","-56.8","-19.133333","-56.8","-19.133333","CEN00070323","Higrófila. Ocorre com Reimarochloa.","CEN00070323","J. F. M. Valls","1985","10","CORUMBA",NA,NA,NA,NA,"100","100",NA,NA,NA,"Exsicatas","4"
"93","2020-09-02 16:37:04-03","Cenargen","CEN","70443","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","José Francisco Montenegro Valls","9449","1985","10","27",NA,"Brasil","MT","Cerca de 1 km a nordeste de Barão do Melgaço, na estrada para S. A. do Leverger.","-55.873055","-16.143611","-55.873055","-16.143611","CEN00070443","Tenra predominantemente cespitosa. Borda de aterro.","CEN00070443","J. F. M. Valls","1985","10","BARAO DE MELGACO",NA,NA,NA,NA,"170","170",NA,NA,NA,"Exsicatas","4"
"94","2020-09-02 16:37:04-03","Cenargen","CEN","68474","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Glocimar Pereira-Silva","3285","1995","11","12",NA,"Brasil","BA","Projeto Ouro Verde.","-44.9099998474121","-11.7461004257202","-4606667.0","-1143333.0","CEN00068474",NA,"CEN00068474","J. F. M. Valls","2017","10","RIACHAO DAS NEVES","123228","auto",NA,NA,"800","800",NA,NA,NA,"Exsicatas","5"
"95","2020-09-02 16:37:04-03","Cenargen","CEN","4325","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Antônio Costa Allem","2556","1979","10","05",NA,"Brasil","MT","Fazenda Santa Lúcia.",NA,NA,NA,NA,"CEN00004325","Erva adpressa ao solo, reptante estolonífera. Tomentosa. Ótima forrageira, sempre bem pastejada pelo gado. Estrato graminoso da savana.","CEN00004325","A. C. Allem","1979","10","BARAO DE MELGACO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exsicatas","1"
"96","2020-09-02 16:37:04-03","Cenargen","CEN","64629","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Sandra Martins Verboonen","165","1999","12","01",NA,"Brasil","GO","12 km após Água Branca , na fazenda do Sr. João Batista de Andrade, cerca de 500 m após a entrada.",NA,NA,"-4902000.0","-1438083.0","CEN00064629","Área de influência da UHE Serra da Mesa.","CEN00064629","J. F. M. Valls","2000","01","URUACU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exsicatas","3"
"97","2020-09-02 16:37:04-03","Cenargen","CEN","70337","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","José Francisco Montenegro Valls","9233","1985","10","18",NA,"Brasil","MS","Fazenda Barrinhos. Vazante do Riozinho, cerca de 25 km NE da fazenda Nhumirim","-56.433888","-18.902222","-56.433888","-18.902222","CEN00070337","Erva estolonífera, cespitosa. Restrita ao fundo e margem da vazante.","CEN00070337","J. F. M. Valls","1985","10","CORUMBA",NA,NA,NA,NA,"110","110",NA,NA,NA,"Exsicatas","3"
"98","2020-09-02 16:37:04-03","Cenargen","CEN","70350","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","José Francisco Montenegro Valls","9323","1985","10","22",NA,"Brasil","MT","Beira do rio Cuiabá, em Porto Cercado.","-56.376666","-16.515833","-56.376666","-16.515833","CEN00070350","Estolonífera baixa.","CEN00070350","J. F. M. Valls","1985","10","POCONE",NA,NA,NA,NA,"125","125",NA,NA,NA,"Exsicatas","6"
"99","2020-09-02 16:37:04-03","Cenargen","CEN","2463","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Antônio Costa Allem","2259","1978","10","29",NA,"Brasil","MS","Fazenda Rio Negro.","-55.7872009277344","-20.4710998535156",NA,NA,"CEN00002463","Prostrada, densamente pilosa, ocasional no gramado da beira de vazante, 10-15 de altura inflorescência ainda inclusas.","CEN00002463","J. F. M. Valls","1979","07","AQUIDAUANA","212961","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas","1"
"100","2020-09-02 16:37:04-03","Cenargen","CEN","1147","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Antônio Costa Allem","957","1977","07","19",NA,"Brasil","MS","Fazenda Caiçara.","-57.6533012390137","-19.0091991424561",NA,NA,"CEN00001147","Prostrada. Estéril, bastante rapada pelo gado. Excelente forrageira. Folhas glaucas. Ocorre na beira de vazante e de corixos.","CEN00001147","J. F. M. Valls","1980","09","CORUMBA","295160","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas","2"
"101","2020-09-02 16:37:04-03","Cenargen","CEN","52507","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Tatiana Sendulsky","646","1964","03","12",NA,"Brasil","SP","Along road Anchieta, botton of Repreza Billings.","-46.560001373291","-23.6900005340576",NA,NA,"CEN00052507","Doação Flora of Brazil. State of São Paulo.","CEN00052507","T. Sendulski","1981",NA,"SAO BERNARDO DO CAMPO","31119","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas","1"
"102","2019-11-01 15:16:41-03","UnB","UB","75848","PreservedSpecimen","Plantae","Monocotyledonae","Poaceae","Paratheria","prostrata","Paratheria prostrata","Grisebach","Harley, RM","11214","1968","11","24","Southern America","Brasil","Mato Grosso","40km ao NW de Base Camp",NA,NA,NA,NA,"UB0022227","Grass growing in dense stands with more or less erect stems","UB0022227","Renvoize, SA","1970","03",NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA
"103","2019-11-01 15:16:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Poaceae","Paratheria","prostrata","Paratheria prostrata","Grisebach","Skvortzov, B","289","1963","11","10","Southern America","Brasil","São Paulo","Near village of Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"UB0029859","Mountain road in secondary forest","UB0029859","Valls, JFM","2015","07","Santo André","27258","auto",NA,NA,"800","850",NA,"10",NA,NA,NA
"104","2019-11-01 15:16:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Poaceae","Paratheria","prostrata","Paratheria prostrata","Grisebach","Sendulsky, T","646","1964","03","12","Southern America","Brasil","São Paulo","Along road Anchieta, botton of Repreza Billigs","-46.560001373291","-23.6900005340576",NA,NA,"UB0022226",NA,"UB0022226","Sendulsky, T","1981",NA,"São Bernardo do Campo","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-05-19 17:19:44-03","UFMT","UFMT","20107","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","SchessI, M.","10","1992","01","04",NA,"Brasil","Mato Grosso","Floodplains of the Campo Jofre region, about 135 Km.South of Poconé.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"Pantanal Ecology Project.",NA,NA,NA,NA,"Poconé","200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2018-08-21 21:58:38-03","UFMT","UFMT","23625","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Vilhalva, D.A.A.","s.n.","1999","11","07",NA,"Brasil","Mato Grosso","Pirizal.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"Herbácea. Material vegetativo.; Campo inundável.",NA,"Pott, A.","2000","02","Poconé","200792","auto",NA,NA,NA,NA,NA,"20",NA,NA,NA
