"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"46","2019-08-27 13:29:46-03","IAP","PACA-AGP","54107","PreservedSpecimen","Plantae","Mimosaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.","1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"EM PERIGO&nf;Espécie confirmada por F. C. P. Garcia em 07/1997. Habitat: in araucarieto Fenofase: fruto submaturo","PACA054107",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales","76715","auto","Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:29:46-03","IAP","PACA-AGP","49373","PreservedSpecimen","Plantae","Mimosaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.","1950","01","18","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"EM PERIGO&nf;Sem material Habitat: in araucarieto Fenofase: flor","PACA049373",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales","76715","auto","Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:29:46-03","IAP","PACA-AGP","86086","PreservedSpecimen","Plantae","Mimosaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach",NA,NA,NA,"Hatschbach, G.","2002","12","09","Brasil","SC","Porto União","Antônio Cândido","-51.0783004760742","-26.2381000518799",NA,NA,"1000","1000","EM PERIGO&nf;5m de altura e flores alvas. Habitat: em pequena floresta remanescente Hábito: árvore","PACA086086",NA,"72763",NA,NA,NA,"Magnoliophyta","Fagales","41804","auto","Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:29:46-03","IAP","PACA-AGP","85927","PreservedSpecimen","Plantae","Mimosaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach","2001",NA,NA,"Hatschbach, G.","2001","09","09","Brasil","SC","Urubici","rodovia Urubici-Urupema, Consolação","-49.5917015075684","-28.0149993896484",NA,NA,"650","650","EM PERIGO&nf;6m de altura e com flores alvas. Habitat: margem de rio Hábito: árvore","PACA085927",NA,"72519",NA,NA,NA,"Magnoliophyta","Fagales","30102","auto","Magnoliatae",NA,NA,NA,NA
"50","2021-03-10 14:35:05-03","UFSC","CTBS","988","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Scipioni, M.C.","2017","04","04","Santos, Vanderlei dos (Guga)","2013","11","28","Brasil&nf;Brasil","Santa Catarina","Curitibanos","Chácara São José, estrada Geral Curitibanos/São Cristóvão, Rodovia Municipal Ulysses Gaboardi.","-50.469636","-27.266125","50°28'10.69W","27°15'58.05S",NA,NA,NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022543","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; O. S. Ribas","1994","11","24","Brazil","Rio Grande do Sul",NA,"Fortaleza (mun. Cambará do Sul) .;","-50.147035","-29.049143",NA,NA,"1000",NA,"Arbusto, 3m, flor alva, odorífera. Matinha â beira dos peraus.",NA,NA,"61316",NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"52","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022542","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; O. S. Ribas","1995","2","17","Brazil","Santa Catarina",NA,"Corvo Branco (Mun. Urubici).","-49.616667","-28.033333",NA,NA,"1000",NA,"Árvore, 5 m, ramosa; fruto amarelo, adocicado, comestível.",NA,NA,"61716",NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:36:34-03","UFJF","CESJ","31772","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach","1995",NA,NA,"G. Hatschbach; O.S. Ribas","1995","02","17","Brasil","Santa Catarina","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Árvore, 5m, ramosa; fruto amarelo, adocicado, comestível. Araucarieto. Alt.:1000m.","CESJ031772",NA,"61716","América do Sul",NA,NA,"Angiosperma",NA,"30102","auto",NA,NA,NA,NA,NA
"54","2019-11-21 14:36:34-03","UFJF","CESJ","33253","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach","2000",NA,NA,"G. Hatschbach; A.C. Cervi; E. Barbosa","2000","12","10","Brasil","Santa Catarina","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Árvore, 6m, flor alva, odorífera. Mata de galeria.","CESJ033253",NA,"71761","América do Sul",NA,NA,"Angiosperma",NA,"30102","auto",NA,NA,NA,NA,NA
"55","2021-04-07 11:44:17-03","UFMS","CGMS","11812","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","G. Hatschbach","2001",NA,NA,"G.G. Hatschbach; A.C. Cervi; E. Barbosa","2001","11","09","Brasil","Santa Catarina","Urubici","Rodovia Urubici-Urupema, Consolação. Margem do rio.","-49.5916666","-28.015","-49,5916666","-28,015","650","650","Mimosoideae. Habitat: Margem do rio. Habito: Árvore. 6,00m de altura.","CGMS1041141",NA,"72519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-04 13:19:13-03","UDESC","LUSC","683","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.",NA,NA,NA,NA,NA,"2006","11","23","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"LUSC080330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-04 13:19:13-03","UDESC","LUSC","4187","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Locatelli, W.",NA,NA,NA,"Locatelli, W.","2009","10","12","Brasil","Santa Catarina","Arroio Trinta",NA,"-51.3391990661621","-26.9328002929688",NA,NA,NA,NA,NA,"LUSC008473","LUSC008473",NA,NA,NA,NA,NA,NA,"12277","auto",NA,NA,NA,NA,NA
"58","2020-12-04 13:19:13-03","UDESC","LUSC","4649","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Sobral, M.",NA,NA,NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão.","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"LUSC008476","LUSC008476","1239",NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA
"59","2020-12-04 13:19:13-03","UDESC","LUSC","4181","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Alves, G.C.",NA,NA,NA,"Alves, G.C.","2008","09","19","Brasil","Santa Catarina","Catanduvas",NA,"-51.6617012023926","-27.0706005096436",NA,NA,NA,NA,NA,"LUSC008474","LUSC008474",NA,NA,NA,NA,NA,NA,"16067","auto",NA,NA,NA,NA,NA
"60","2020-12-04 13:19:13-03","UDESC","LUSC","4180","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Bortoluzzi, R. L. C.",NA,NA,NA,"Casagrande, N.B.","2008","10","18","Brasil","Santa Catarina","Catanduvas",NA,"-51.6617012023926","-27.0706005096436",NA,NA,NA,NA,NA,"LUSC008472","LUSC008472",NA,NA,NA,NA,NA,NA,"16067","auto",NA,NA,NA,NA,NA
"61","2020-12-04 13:19:13-03","UDESC","LUSC","10113","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Cruz, E.P.",NA,NA,NA,"Cruz, E.P.","2015","10","25","Brasil","Santa Catarina","Correia Pinto","Localidade Campina dos Ribeiros.","-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC009829",NA,NA,NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA
"62","2020-12-04 13:19:13-03","UDESC","LUSC","9717","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Gomes, J",NA,NA,NA,"Mafra, A.S","2016","10","15","Brasil","Santa Catarina","Fraiburgo","Fazenda Bom Futuro, Linha Baía. Borda da mata.","-50.9213981628418","-27.0261001586914",NA,NA,NA,NA,"Folhas alterna, pinada, margem inteira","LUSC009595",NA,NA,NA,NA,NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA
"63","2020-12-04 13:19:13-03","UDESC","LUSC","7688","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Silva, A.C.",NA,NA,NA,"Larsen, J.G.","2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008475","LUSC008475",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"64","2020-12-04 13:19:13-03","UDESC","LUSC","684","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Dalmaso, C.A.; Sartory, T.T.; Valério, J.",NA,NA,NA,"Dalmaso, C.A.; Sartory, T.T. & Valério, J.","2006","11","23","Brasil","Santa Catarina","Otacílio Costa","Acesso 36-5 L2.","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,NA,"LUSC008470","LUSC008470",NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA
"65","2020-12-04 13:19:13-03","UDESC","LUSC","8199","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Stedille, L.I.B.",NA,NA,NA,"Stedille, L.I.B.","2014","02","18","Brasil","Santa Catarina","Ponte Alta","Fazenda Poço Grande.","-50.380298614502","-27.4841995239258",NA,NA,NA,NA,NA,"LUSC008477","LUSC008477","42",NA,NA,NA,NA,NA,"33166","auto",NA,NA,NA,NA,NA
"66","2020-12-04 13:19:13-03","UDESC","LUSC","6668","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.",NA,NA,NA,NA,"Floriani, M.M.P.","2011","10","27","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC008388","LUSC008388","123",NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"67","2020-12-04 13:19:13-03","UDESC","LUSC","8124","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Bortoluzzi, R. L. C.",NA,NA,NA,"Bortoluzzi, R.L.C.; Gava, A.","2014","12","08","Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"LUSC008478","LUSC008478",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"68","2020-12-04 13:19:13-03","UDESC","LUSC","4155","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Martins, D.",NA,NA,NA,"Martins, D.; Dalmazo, C.","2009","10","20","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,NA,"LUSC008471","LUSC008471","518",NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA
"69","2019-01-17 11:25:23-02","PUCRS","MPUC","9983","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","N.I. Matzenbacher","2010","01","01",NA,"2000","11","25","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"70","2019-01-17 11:25:23-02","PUCRS","MPUC","17063","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.",NA,NA,NA,NA,NA,"1997","11","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"2",NA,NA
"71","2019-01-17 11:25:23-02","PUCRS","MPUC","13665","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","B. Harter","2017","01","01",NA,"1995","11","05","Brasil","RS","Sant Ana do Livramento","Marco do Lopes, Coxilha de Santana","-55.5327778","-30.8894444","-55.5327778000","-30.8894444000",NA,NA,"Floresta Ombrófila Mistas (F: 83) e margem do mato (F: 85)",NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1","220",NA
"72","2021-01-28 13:24:37-03","PUCRS","MPUC","8404","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","N.I. Matzenbacher",NA,NA,NA,"E.D. Heuser","1994","09","09","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales","76715","auto","Magnoliopsida",NA,"1",NA,NA
"73","2019-01-17 11:25:23-02","PUCRS","MPUC","11593","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.",NA,NA,NA,NA,NA,"2006","02","09","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"74","2019-01-17 11:25:23-02","PUCRS","MPUC","9310","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","N.I. Matzenbacher",NA,NA,NA,NA,"1999","02","20","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"75","2019-01-17 11:25:23-02","PUCRS","MPUC","13667","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","R.A. Baaske",NA,NA,NA,NA,"1998","04","18","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Floresta Ombrófila Mistas (F: 83) e margem do mato (F: 85)",NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"76","2019-01-17 11:25:23-02","PUCRS","MPUC","13666","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","B. Harter",NA,NA,NA,NA,"1997","11","15","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Floresta Ombrófila Mistas (F: 83) e margem do mato (F: 85)",NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1","220",NA
"77","2019-01-17 11:25:23-02","PUCRS","MPUC","9990","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","N.I. Matzenbacher","2010","01","01",NA,"2001","01","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"78","2019-01-17 11:25:23-02","PUCRS","MPUC","2569","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","N.I. Matzenbacher","1984","01","01",NA,"1984","10","26","Brasil","SC","Porto Belo",".","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"79","2021-01-28 13:24:37-03","PUCRS","MPUC","8789","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","M. Sobral",NA,NA,NA,NA,"1998","04","18","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Fabales","76715","auto","Magnoliopsida",NA,"1",NA,NA
"80","2020-10-14 10:01:36-03","FURB","FURB","12354","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Verdi, M","2009","04","03","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","23","Brasil","Santa Catarina","Urubici",NA,"-49.4066667","-28.0802778","-49.4066667","-28.0802778","1139","1139","Florística IFFSC 167(Arbórea) Habitat: Floresta nebular e campos naturais; Estágio Avançado Habito: arbórea; Fruto amarelo;","FURB24971","FURB24971","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:01:36-03","FURB","FURB","19382","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão.","-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","Florística IFFSC 639 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbórea; Fruto verde-amarelado;","FURB01714","FURB01714","1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-08 08:52:08-03","FURB","FURB","45676","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Oliveira, AA de","2015","02","04","Oliveira, A.A. de","2015","02","04","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Fito IFFSC 214 /L/48","FURB24973","FURB24973","1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:01:36-03","FURB","FURB","4806","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Garcia, F.C.P.","1999","02",NA,"Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","1995","02","17","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3677778","-28.0552778","-49.3677778","-28.0552778","1100","1100","Habitat: base de paredão de arenito Habito: ascendente; flor amarela","FURB01600","FURB01600","61716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:01:36-03","FURB","FURB","57748","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Kassner-Filho, A.","2018","03","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","03","08","Brasil","Santa Catarina","Urubici",NA,"-49.5911111","-28.0825","-49.5911111","-28.0825000","140","140","fruto amarelo Habitat: borda do fragmento florestal Habito: árvore","FURB57748","FURB57748","2340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:01:36-03","FURB","FURB","62761","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Kassner-Filho, A.","2019","02","12","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","02","12","Brasil","Santa Catarina","Urubici","Serra do Panelão.","-49.4122222","-27.9922222","-49.4122222","-27.9922222","1482","1482","Fruto amarelado Habitat: Interior de fragmento florestal Habito: Arbórea","FURB62761","FURB62761","4695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:01:36-03","FURB","FURB","6828","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Gasper, AL de","2007","11","06","Gasper, A.L. de; Brogni, E.","2007","11","06","Brasil","Santa Catarina","Bela Vista do Toldo","Rio da Areia de Cima.","-50.4880555","-26.3702778","-50.4880555","-26.3702778","800","800","Fito IFFSC 979/N/40 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea; Fruto verde;","FURB24974","FURB24974","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:01:36-03","FURB","FURB","7777","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E. & Wolff, A.G.B.","2008","01","17","Brasil","Santa Catarina","Calmon","Pigato - Pinhelão.","-51.0280556","-26.5527778","-51.0280556","-26.5527778","1047","1047","Florística IFFSC 887","FURB24975","FURB24975","1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:01:36-03","FURB","FURB","8768","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Gasper, AL de","2008","02","19","Gasper, A.L. de; Brogni, E.","2008","02","19","Brasil","Santa Catarina","Timbó Grande","Santa Maria.","-50.7513889","-26.645","-50.7513889","-26.6450000","1262","1262","Florística IFFSC 843. Habitat: Floresta Ombrófila Mista; Habito: arbórea; Fruto amarelo;","FURB24976","FURB24976","1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:01:36-03","FURB","FURB","9391","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E.","2008","01","27","Brasil","Santa Catarina","Caçador","Serra Azul.","-51.1188889","-26.7319445","-51.1188889","-26.7319445","1348","1348","Florística IFFSC 784. Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea; Fruto amarelo;","FURB24970","FURB24970","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-08 08:52:08-03","FURB","FURB","5413","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Gasper, AL de","2009","08","17","Sevegnani, L.","2006","12","28","Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,"800","800",NA,"FURB24972","FURB24972",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"91","2021-03-16 17:52:07-03","UCS","HUCS","37844","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Sobral, M.","2010","01","25","Santos, S.A.","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão","-48.869722","-27.005556","-48.869722","-27.005556","45","45",NA,NA,NA,"1239",NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:52:07-03","UCS","HUCS","10567","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Hatschbach, G.","1995",NA,NA,"Hatschbach, G.","1994","11","24","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"1000","1000","matinha a beira de peraus",NA,NA,"61316",NA,NA,NA,"Angiospermae","Fabales","30776","auto",NA,NA,NA,NA,NA
"93","2021-03-16 17:52:07-03","UCS","HUCS","42928","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Grings, M.; Molz, M.","2013",NA,NA,"Grings, M.","2013","01","16","Brasil","Rio Grande do Sul","Cambará do Sul","estrada para o Cânion Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"árvore com 5 metros de altura; frutos imaturos verdes; um maduro amarelo.; borda de mata com araucária na beira da estrada.",NA,NA,"1757",NA,NA,NA,"Angiospermae","Fabales","30776","auto",NA,NA,NA,NA,NA
"94","2021-03-16 17:52:07-03","UCS","HUCS","32002","PreservedSpecimen","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","Hatschbach, G.","2007",NA,NA,"Hatschbach, G.","2007","02","09","Brasil","Santa Catarina","Urubici","Morro Parapante","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"arvoreta, 3m, fruto amarelo.; Araucarieto",NA,NA,"79860",NA,NA,NA,"Angiospermae","Fabales","30102","auto",NA,NA,NA,NA,NA
"95","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","683","PreservedSpecimen","Plantae","Leguminosae","Inga","lentiscifolia","Inga lentiscifolia","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667","40°32'W","19°52'S",NA,NA,NA,"BOTUW000683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-08-16 08:39:24-03","UTFPR","HCF","19125","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","M. Augusto-Silva",NA,NA,NA,"D. Roher","2013","04","01","Brasil","PR","Guaratuba","APA de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Floresta Ombrófila Densa. Mata secundária em estágio médio. Arbórea com botões florais.",NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"97","2019-08-16 08:39:24-03","UTFPR","HCF","15276","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","C.T. Blum & P.M. Hoffmann","2014","01","07","P.M. Hoffmann","2013","11","14","Brasil","PR","Palmas","Refúgio de Vida Silvestre - RVS dos","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"Projeto de Conservação de espécies raras e ameaçadas da Floresta com Araucária. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA
"98","2019-08-16 08:39:24-03","UTFPR","HCF","13410","S","Plantae","Fabaceae","Inga","lentiscifolia","Inga lentiscifolia","Benth.","R.R. Völtz","2013","11","13","G. Tiepolo","1994","01","12","Brasil","PR","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"árvore 4 m em floresta atlântica montana. Em floração.",NA,NA,"80",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
