"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00519506","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","J. A. Kallunki","W. W. Thomas","12565","2001","10","23","South America","Brazil","Bahia","Jequié","Serra do Castanhao, 14.5 km S of Jequié on BR 116 to road (at Churrascaria Corujao), then 7.2 km W","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00519506","Klotzsch","-40.1911","-13.942033","NY00519506_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02685265","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"W. A. Archer","7809","1942","11","11","South America","Brazil","Pará","Belém","Jardim Botanico do Museu Goeldi.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2973720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02685265","Klotzsch","-48.5043983459473","-1.4558299779892","NY02685265_01",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","528639","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"G. L. Webster","25841","1986","11","22","South America","Brazil","Bahia","Anguera","34 km W of Feira de Santana","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528639","Klotzsch","-39.28","-12.12","NY00528639_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","884386","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","P. Fiaschi","Grupo Pedra do Cavalo","816","1980","10",NA,"South America","Brazil","Bahia","Cachoeira","Mata a Ne da B. Bananeiras. Vale dos Rios. Paraguaçu e Jacuipe.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884386","Klotzsch","-39.08","-12.53","NY00884386_01","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-07-03 10:48:50-03","EBDA","BAH","10313","S","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-02 16:28:50-03","CPAN-UFMS","COR","11388","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Külkamp, J.","Damasceno-Júnior, G. A.; Nakajima, J.; Resende, U. & equipe Projeto Aquarap","1583","1998","09","03",NA,"Brasil","Mato Grosso do Sul","Jardim","Rio da Prata",NA,"Arbusto, 4 m de altura; fruto verde Habito: Arbusto",NA,"Klotzsch","-56.429167","-21.435833",NA,"271","271",NA,NA,"2018","08","27","56º25'45''W","21º26'9''S",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:14:49-03","UFBA","ALCB","21771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Lucena, MFA","Lima, JCA de; Pinto, GCP","259","1982","11","13","Southern America","Brasil","Bahia","Itaberaba","Paraguaçu, Fazenda Leões dos Brejos",NA,"Ca. 4 m de altura. Fruto imaturo tricoca.","ALCB054524","(Aubl.) Marchand","-40.3","-12.516667",NA,NA,NA,NA,NA,"2007","12","03","-40.3","-12.516667",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:14:49-03","UFBA","ALCB","92307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Tressens","Keller, HA; Franco, M","5504","2008","05","20","Southern America","Argentina",NA,"Argentina","Corrientes, Ituzaingó.&nf;Predio Santo Domingo, mogote A.",NA,NA,"ALCB054523","(Aubl.) Marchand",NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:49:44-03","NBC","NL-BOTANY","U.1268569","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Schinini A",NA,"1993","10","27","Southern America","Argentina","Corrientes",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1268569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1268569","Klotzsch",NA,NA,"NL-U1268569",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0070322",NA,NA,NA,NA
"20","2020-02-08 09:49:44-03","NBC","NL-BOTANY","L.2252059","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Fiebrig K",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2252059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2252059","Klotzsch",NA,NA,"NL-L2252059",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0081920 | 9081412054",NA,NA,NA,NA
"21","2020-02-08 09:49:44-03","NBC","NL-BOTANY","L.2252060","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Pedersen TM","Pedersen TM",NA,"1972","09","29","Southern America","Argentina","Corrientes",NA,"Estancia 'Tuyuti', Rio Parana",NA,"Dense woodland on the river bank<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2252060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2252060","Klotzsch",NA,NA,"NL-L2252060",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0081921 | 405787",NA,NA,NA,NA
"22","2020-02-08 09:49:44-03","NBC","NL-BOTANY","U.1268568","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Schinini A",NA,"1993","10","27","Southern America","Argentina","Corrientes",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1268568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1268568","Klotzsch",NA,NA,"NL-U1268568",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0070323",NA,NA,NA,NA
"23","2020-11-04 11:07:56-03","ESALQ","ESA","13940","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Smith, S. F.","Hatschbach, G. et al.","52627.0","1988","10","26",NA,"Brasil","Mato Grosso do Sul","Itaquiraí",NA,NA,NA,"ESA013940","Klotzsch","-54.185001373291","-23.4743995666504",NA,NA,NA,"44527","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:07:56-03","ESALQ","ESA","134561","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Orlandini, P.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","157.0","2015","07","04",NA,"Brasil","São Paulo","Mombuca","Mata do Pinheirinho, dentro de área agrícola, com cerca de 180 hectares, pertecente à COSAN",NA,"Arbusto ca. 2 metros de altura, com estípulas e espinhos pontiagudos","ESA134561","Klotzsch","-47.560001373291","-22.9200000762939",NA,"584","584","13659","auto","2015","07","05","-47.66280°","-22.924215°",NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:23:32-03","CPAP","CPAP","13671","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","G. L. Webster","Hatschbach, G.","48393","1984","10","13",NA,"Brasil","MS","Eldorado","Fazenda Pirai",NA,"Arbusto 2,50m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata pluvial tropical. SUBSTRATO: . RELEVO: .",NA,"Klotzsch","-54.2835998535156","-23.7868995666504",NA,NA,NA,"27119","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:23:32-03","CPAP","CPAP","11665","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","S. F. Smith","Hatschbach, G.","52627","1988","10","26",NA,"Brasil","MS","Itaquirai","Fazenda Mestiço",NA,"pequena Árvore. FLOR: creme esverdeada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata pluvial. SUBSTRATO: . RELEVO: .",NA,"Klotzsch","-54.185001373291","-23.4743995666504",NA,NA,NA,"44527","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-07-26 11:39:57-03","IPA","IPA","11797","S","Plantae","Plantae",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Moraes, J.C. de","11797","1955","02","10","Southern America","Brasil","Pernambuco","Nazaré da Mata","Em capoeirões, terrenos baixos e frescos.",NA,"Arbusto espinhoso e ramoso com ca. 3m de altura. Flores alvas, muito efêmeras.","IPA0011797","Klotzsch","-35.2277984619141","-7.74167013168335",NA,NA,NA,"9456","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:43:27-03","UFMS","CGMS","59983","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","A. Pott","A. Pott; V.J. Pott","15292","2009","04","27",NA,"Brasil","Mato Grosso do Sul","Bonito","Sítio do Sr. Miguel, beira do Rio Mimoso, 10 Km NE de Bonito.",NA,"Área M-7 (Microbacia Crítica São Sebastião). Habitat: Floresta ribeirinha semidecidual com taquaruçu. Solo argiloso calcimórfico. Relevo quase plano. Habito: Arbusto escandente a arvoreta. 2,00 - 4,00 m de altura. Abundante.","CGMS1089884","Klotzsch","-56.4472222","-21.0358333",NA,"250","250",NA,NA,"2015","03","12","-56,4472222","-21,0358333",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:43:27-03","UFMS","CGMS","7315","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","I. Cordeiro","G.A. Damasceno-Junior; J.N. Nakajima; Equipe do Projeto Aquarap","1583","1998","09","03",NA,"Brasil","Mato Grosso do Sul","Bonito","Rio da Prata.",NA,"Fruto verde. Habitat: Mata ciliar. Solo rico em calcário. Relevo suavemente ondulado. Habito: Arbusto. 4,00m de altura.","CGMS1018016","Klotzsch","-56.4291667","-21.4358333",NA,NA,NA,NA,NA,NA,NA,NA,"-56,4291667","-21,4358333",NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:43:27-03","UFMS","CGMS","39745","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Josimar Külkamp","M.F. Barros; A.P. Costa; I.P.P. Araújo; L.M.M. Arakaki","75","2012","10","18",NA,"Brasil","Mato Grosso do Sul","Bonito","Parque Estadual da Serra da Bodoquena. Fazenda Boqueirão.",NA,"Flor ausente. Fruto verde. Habitat: Floresta Estacional Semidecidual (Mata Atlantica de interior). Mata ciliar do rio Perdido. Solo argiloso calcimorforfico. Relevo ondulado. Habito: Árvore.","CGMS1069124","Klotzsch","-56.7166667","-21.1230556",NA,"525","525",NA,NA,"2018","08","22","-56,7166667","-21,1230556",NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:43:27-03","UFMS","CGMS","73499","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","F.M. Alves","M.R. Oliveira; F.M. Alves, J.P.S.P. Bento","47","2018","10","31",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Marambaia, floresta estacional semidecidual. Parque Nacional da Serra da Bodoquena",NA,NA,"CGMS1106306","Klotzsch","-56.6277778","-21.105",NA,"393","393",NA,NA,"2018","10","31","-56,6277778","-21,105",NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:43:27-03","UFMS","CGMS","6929","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Josimar Külkamp","G.A. Damasceno-Junior; J. Nakajima; Equipe do Projeto Aquarap","1712","1998","09","07",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Rio Salobrinha.",NA,"Fruto verde. Habitat: Beira da trilha em mata semidecídua. Solo calcário. Relevo próximo à uma encosta de morro. Habito: Arbusto. 2,00m de altura.","CGMS1018017","Klotzsch","-56.7811111","-20.6786111",NA,NA,NA,NA,NA,"2018","08","22","-56,7811111","-20,6786111",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:43:27-03","UFMS","CGMS","66570","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","L.J.S. Pinto","G. Martinelli; M. Moraes; T. Serrano","16724","2010","11","30",NA,"Brasil","Mato Grosso do Sul","Corumbá","Serra do Amolar, morraria atrás do povoado do Amolar.",NA,"Flores verdes. Fruto imaturo de cor verde. Folhas verdes levemente discolores. Habitat: Floresta estacional semidecídua. Habito: Subarbusto, 1,40 m de altura.","CGMS1099531","Klotzsch","-57.4888889","-18.04",NA,NA,NA,NA,NA,"2015","03","24","-57,4888889","-18,04",NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:43:27-03","UFMS","CGMS","58921","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Josimar Külkamp","A. Pott","14761","2007","11","06",NA,"Brasil","Mato Grosso do Sul","Itaquiraí","Rodovia MS-487, entre BR-163 e Posto Caiuá.",NA,"Flor ausente. Habitat: Floresta semidecidual perturbada, com Plano de Manejo. Solo argilo-arenoso. Relevo topo de suave ondulado. Habito: Arbusto. 2,00 m de altura. Ocasional.","CGMS1088840","Klotzsch","-54.0105556","-23.2352777",NA,"340","340",NA,NA,"2018","08","22","-54,0105556","-23,2352777",NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:48:26-03","UFS","ASE","4108","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Lucena, MFA","Viana, G","1209","1985","11","18","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Salobre",NA,"Arbusto. 4. m. Flores creme.; Arbusto. 4. m. Flores creme.; Caatinga","ASE0015463","Klotzsch","-37.724722","-11.068889",NA,NA,NA,NA,NA,"2010","06","29","-37.724722","-11.068889",NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:11:37-03","UNICAMP","UEC","70896","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Webster, GL","Hatschbach, G; Kummrow, R","48393","1984","10","13",NA,"Brazil","Mato Grosso do Sul","Eldorado","Fazenda Piraí",NA,"fruto, Arbusto 2,50 m. Mata pluvial tropical.","UEC159352","Klotzsch","-54.2835998535156","-23.7868995666504","UEC159352",NA,NA,"27119","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:11:37-03","UNICAMP","UEC","115470","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Cielo-Filho, R","254","2000","09","28",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)",NA,"Árvore de aproximadamente 4 m de altura, casca lisa, fruto imaturo verde. Indivíduo 944.","UEC159349","Klotzsch","-47.060001373291","-22.8999996185303","UEC159349",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:11:37-03","UNICAMP","UEC","115029","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Cielo-Filho, R; Watanabe, HM","238","2000","09","08",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)",NA,"Árvore de aproximadamente 4 m de altura, casca lisa, flores amareladas.","UEC159350","Klotzsch","-47.060001373291","-22.8999996185303","UEC159350",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:29:41-03","UNICAMP","UEC","43286","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Cordeiro, I","Leitão Filho, HF; Semir, J; Tamashiro, JY; et al.","18413","1986","07","22",NA,"Brazil","São Paulo","Teodoro Sampaio","Reserva Florestal do Morro do Diabo.",NA,"Trepadeira robusta; capítulos em estação final da frutificação. RP. 156; Mata","UEC120970","Klotzsch","-52.1599998474121","-22.5300006866455","UEC120970",NA,NA,"54606","auto","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:19:31-03","UFPB","JPB","36308","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Cordeiro, I","Costa, J; Nunes, TS; Jardim, JG; Conceição, AS; Silva, BM da","460","2004","01","23","Southern America","Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 km de Almenara. Lado esquerdo da estrada.",NA,"; HABITAT: Mata seca. Solo com húmus. Coletado subbosque.; DESC: Arbusto ca. 1,5 m alt. Folhas coriáceas, discolores. Flores com pedicelo e sépalas verdes. Frutos verdes.",NA,"Klotzsch","-40.380833","-17.213889",NA,"190","190",NA,NA,"2004","08",NA,"-40.380833","-17.213889",NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:53:20-03","UCS","HUCS","9176","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Smith, S.F.","Hatschbach, G.","51517","1987","10","21",NA,"Brasil","Mato Grosso do Sul","Iguatemi","arredores",NA,"arbusto 3m - flor esverdeada; mata pluvial",NA,"Klotzsch","-54.5611000061035","-23.6802997589111",NA,NA,NA,"71460","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:09:42-03","UFES","VIES","39312","S","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Rocha, D.","Julkoski, D.","544","2014","12","01",NA,"Brasil","Espírito Santo","São Mateus",NA,NA,NA,"VIES039312","Klotzsch","-40.14","-18.72","VIES039312",NA,NA,NA,NA,"2016","12","01","40º8'24''W","18º43'12''S",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:24:44-03","MBM","MBM","125201","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","52627","1988","10","26","Southern America","Brazil","Mato Grosso do Sul","Itaquiraí","Fazenda Mestiço",NA,NA,"MBM125201","Klotzsch","-54.185001373291","-23.4743995666504","MBM125201",NA,NA,"44527","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:24:44-03","MBM","MBM","101081","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis",NA,"Schinini, A.; et al.; et al.","13656","1976","10","10","Southern America","Argentina",NA,NA,NA,NA,NA,"MBM101081","Klotzsch",NA,NA,"MBM101081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
