"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"48","2021-01-14 15:31:36-03","MN","R","9515","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Baumgratz, J.F.A.","Glaziou, A.F.M.; Brusse, F.A.","97 b","1879","08","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantas do Brasil Central","R000009515","R000009515_001","57442","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:31:36-03","MN","R","9502","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Baumgratz, J.F.A.","Glaziou, A.F.M.","5862","1879","09","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantas do Brasil Central","R000009502","R000009502_001","57442","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:31:36-03","MN","R","167013","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Baumgratz, J.F.A.","Glaziou, A.F.M.",NA,"1888","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 5041","R000167013","R000167013_001","57442","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:02:55-03","JBP","HPL","5062","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","G.F. Arbocz","G.F. Arbocz","1648","1995","07","21",NA,"Brasil","SP","Ubatuba","Coletado nas proximidades da cidade.","-45.07","-23.43",NA,NA,NA,NA,NA,NA,"34265","auto","1995","07","21",NA,NA,NA,NA,NA,NA
"52","2019-02-15 11:45:37-02","IPA","IPA","24268","S","Plantae","Plantae",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Mori, S.A.","Eupunino, A.","213","1972","02","09","Southern America","Brasil","Bahia",NA,"Km 9, rodovia Porto Seguro - Eunápolis.",NA,NA,NA,NA,NA,"Árvore de 6m de altura, flor branca, estames amarelos, cálice verde.; Mata.","IPA0024268",NA,NA,NA,"1978","05",NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:45:37-02","IPA","IPA","27480","S","Plantae","Plantae",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, J.J.","Harley, R.M.","18081","1977","01","18","Southern America","Brasil","Bahia",NA,"Coastal Zone 16km S of Cumuruxatiba on the road to Prado.","-39.25","-17.216667","50","50",NA,"Tree to 6 metres flowering profusely. Leaves rather coriaceous, bright green above, paler beneath. Calyx light green. Petals white. Stamens with filaments yellow at first, turning orange. Anthers dark with yellow connective.; Mixed re","IPA0027480",NA,NA,NA,"1979",NA,NA,"-39.25","-17.216667",NA,NA,NA,NA
"54","2021-03-24 17:09:25-03","UFES","SAMES","8570","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Moraes,Q.S.","179","2017","03","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Distrito de Itaúnas. Trilha da Borboleta. Parque Estadual de Itaúnas","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Flores alvas, estames amarelados. Habito: Arbusto","SAMES08570",NA,"41644","auto",NA,NA,NA,"-397025000.0","-184055556.0",NA,NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024866","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","J. J. Wurdack","G. Hatschbach; M. Hatschbach & J. M. Silva","52252","1988","7","19",NA,"Brazil","Bahia",NA,"Porto Seguro, 10 km O, Bahia, Brazil","-39.189194","-16.405668","100",NA,NA,"PMC - SMMA 004; Árvore 6 m; pétalas alvas, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024865","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","J. J. Wurdack","G. Hatschbach; M. Hatschbach & J. T. Motta","63018","1995","8","12",NA,"Brazil","Bahia",NA,"Prado, km 15-25 da rodovia para Itamaraju (Mun. Prado) Bahia, Brazil","-39.230825","-17.332583",NA,NA,NA,"PMC-DPP 004; Arbusto ramoso, 3m, flor alva, anteras amarèlas. Restinga arbustiva-arbórea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:33:58-03","UNICAMP","UEC","104612","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Goldenberg, R","Thomas, WW; et al.","11295","1996","11","14",NA,"Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal.Upper slopes and top of Monte Pascoal.","-40.574722","-15.264722",NA,NA,NA,"Tree, 6 m. Leaves subcoriaceous, shiny green above, bright green beneath; fruit olive.; Southern Bahian Wet Forest. 250--536 m.","UEC079609","UEC079609",NA,NA,"1998",NA,NA,"-40.574722","-15.264722",NA,NA,NA,NA
"58","2021-03-01 16:33:58-03","UNICAMP","UEC","104932","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Moraes, MD","Moraes, MD","27","1995","04","27",NA,"Brazil","São Paulo","Ubatuba","Planície litorânea de Picinguaba, trilha das três lagoas.","-23.333333","-44.8",NA,NA,NA,"Árvore 4m, caule levemente fissurado, cinza. Flores perfumadas, corola branca, estames amarelos.","UEC079611","UEC079611",NA,NA,NA,NA,NA,"-23.333333","-44.8",NA,NA,NA,NA
"59","2020-02-10 17:54:01-03","UNICAMP","UEC","150207","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Goldenberg, R","Bertoncello, R; Pansonato, M","255","2006","12","20",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.786111","-23.301389","1200","1200",NA,NA,"UEC079616","UEC079616",NA,NA,NA,NA,NA,"-44.786111","-23.301389",NA,NA,NA,NA
"60","2020-02-18 09:34:46-03","UNICAMP","UEC","150212","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.",NA,"Bertoncello, R; Pansonato, M","210","2007","04","19",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.786111","-23.301389","1200","1200",NA,NA,"UEC080393","UEC080393",NA,NA,NA,NA,NA,"-44.786111","-23.301389",NA,NA,NA,NA
"61","2021-03-01 16:33:58-03","UNICAMP","UEC","179752","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Bacci, LF","Flores, TB; Romão, GO","1209","2012","08","28",NA,"Brazil","Espírito Santo","Conceição da Barra","Estrada sentido Riacho Doce (litoral) - Campo nativo.","-39.683694","-18.353778",NA,NA,NA,"Árvore, ca. 3m de alt. Cálice verde, corola alva, estames vermelhos.","UEC031493","UEC031493",NA,NA,"2018",NA,NA,"-39.683694","-18.353778",NA,NA,NA,NA
"62","2021-03-01 16:33:58-03","UNICAMP","UEC","203213","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Bochorny, T","Bochorny, T; Bacci, LF","159","2015","09","05",NA,"Brazil","Rio de Janeiro","Parati","APA Cairuçu, Trilha Para Ponte Negra.","-44.608889","-23.347222","11","11",NA,"Árvore, 5m, Frutos imaturos verdes , frutos castanhos secos , na trilha para Ponte Negra.; Restinga.","UEC169563","UEC169563",NA,NA,"2015","09",NA,"-44.608889","-23.347222",NA,NA,NA,NA
"63","2021-03-01 16:33:58-03","UNICAMP","UEC","35982","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Wurdack, JJ","Harley, RM","18081","1977","01","18",NA,"Brazil","Bahia","Cumuruxatiba","16 km. S. of Cumuruxatiba on the road to Prado.","-39.25","-17.216667",NA,NA,NA,"Tree to 6 meters flowering profusely. Leaves rather coriaceous, bright green above, paler beneath. Calyx light green. Petals white. Stamens with filaments yellow at first, turning orange. Anthers dark with yellow connective.; Mixed res","UEC079613","UEC079613",NA,NA,"1979",NA,NA,"-39.25","-17.216667",NA,NA,NA,NA
"64","2021-03-01 16:33:58-03","UNICAMP","UEC","38067","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Martins, AB","Silva, IA","237","1981","02","16",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. GÁVEA, ant. X-2, Km 4,375, lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore, +- 7m de altura e fuste de +- 4m, DAP 10cm, 0 da copa +- 2m. Com flor e botãobranco. Fuste cilíndrico e casca sulcada.; Floresta Alta.","UEC079614","UEC079614","48094","auto","1985","10","25",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:33:58-03","UNICAMP","UEC","29242","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Chiea, SAC","Matthes, LAF","12091","1981","01","03",NA,"Brazil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,"Arbusto ou arvoreta de flores brancas, estames vermelhos.","UEC079612","UEC079612","34470","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:33:58-03","UNICAMP","UEC","178316","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Goldenberg, R","Yamamoto, K; Tamashiro, JY","28204","1993","04","17",NA,"Brazil","São Paulo","São Sebastião","Barra do Una; entrada da vila.","-45.4099998474121","-23.7600002288818",NA,NA,NA,"Árvore com 6,0 metros de altura. Flores brancas, estames passando de amarelos a marrom-alaranjados quando velhos.; Beira de mata.","UEC031896","UEC031896","41977","auto","2014","05",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:33:58-03","UNICAMP","UEC","11104","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","A.DC.","Pierozzi, NI","Sazima, M","9919","1979","03",NA,NA,"Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arbusto até 2,5m. Flores brancas.","UEC079610","UEC079610","34265","auto","1980","11","13",NA,NA,NA,NA,NA,NA
"68","2019-06-27 10:25:37-03","UFES","VIES","7825","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Pereira, O.J.","3238","1992","03","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES007825","VIES007825 VIES007825_1","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-06-27 10:25:37-03","UFES","VIES","9942","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Pereira, O.J.","Pereira, O.J.; Zambom, O.","5698","1996","11","05",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES009942","VIES009942","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-06-27 10:25:37-03","UFES","VIES","24343","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Moraes, Q.S.","179","2017","03","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas - Trilha da Borboleta.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES024343","VIES024343","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-06-27 10:25:37-03","UFES","VIES","7826","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2781","1992","02","20",NA,"Brasil","Espírito Santo","Linhares","Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES007826","VIES007826 VIES007826_1","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:10:32-03","UFES","VIES","38078","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Iglesias, D.T.","Iglesias, D.T.; et al.","157","2013","03","17",NA,"Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES038078","VIES038078","16451","auto","2013","03","17",NA,NA,NA,NA,NA,NA
"73","2020-04-27 16:10:32-03","UFES","VIES","38079","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Iglesias, D.T.","Iglesias, D.T.; et al.","156","2013","03","17",NA,"Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES038079","VIES038079","16451","auto","2013","03","17",NA,NA,NA,NA,NA,NA
"74","2019-06-27 10:25:37-03","UFES","VIES","35354","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Iglesias, D.T.","158","2013","03","17",NA,"Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES035354","VIES035354","16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-04-27 16:10:32-03","UFES","VIES","6476","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3575","1992","06","24",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES006476","VIES006476","41644","auto","1992","06","24",NA,NA,NA,NA,NA,NA
"76","2019-07-02 18:44:09-03","UFES","VIES","41900","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Moraes, Q.S.; Alves-Araújo, A.; Amaral, R.N.; Martins, S.A.J.","81","2015","09","23",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Estrada para o areial.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES041900","VIES041900","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-04-27 16:10:32-03","UFES","VIES","38083","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Iglesias, D.T.","Iglesias, D.T.; et al.","14","2012","03","24",NA,"Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES038083","VIES038083","16451","auto","2012","03","24",NA,NA,NA,NA,NA,NA
"78","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","732","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,NA,NA,"BOTUW000732",NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA
"79","2020-06-29 09:31:05-03","UFRRJ","RBR","10270","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"L.F.T. Menezes","577","1998","12","15",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Camiho da Gruta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010270",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:31:05-03","UFRRJ","RBR","10274","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","J.F.A. Baumgratz, K.C. Silva","L.F.T. Menezes","826","2001","02","25",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da gruta. Floresta de Encosta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010274",NA,"17272","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-29 09:31:05-03","UFRRJ","RBR","10273","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"L.F.T. Menezes","665","2000","06","01",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação, complexo florestal sobre dunas.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010273",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:31:05-03","UFRRJ","RBR","34052","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"K.C. Silva","60","2009","09","27",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, trilha para o pico da Marambaia, 641m de altitude. floresta Ombrofila Densa sub-montana.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00034052",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-29 09:31:05-03","UFRRJ","RBR","27947","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"K.C. Silva","15","2007","04","07",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00027947",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-29 09:31:05-03","UFRRJ","RBR","10272","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"M.M.S. Conde","470","2000","04","15",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da Gruta, em direção à Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010272",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:31:05-03","UFRRJ","RBR","24243","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"A.C.C. Moreira","20","2006","06","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho para praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00024243",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:31:05-03","UFRRJ","RBR","34304","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"R.S. Nunes","3","2008","02","29",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 500 m, parcela 27, planta 06; Vertente Baía de Sepetiba, 2ª parcela subindo o Topo da Trilha da Senzala","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00034304",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-29 09:31:05-03","UFRRJ","RBR","10271","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"R. Facre","6","1997","12","17",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010271",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-29 09:31:05-03","UFRRJ","RBR","30418","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"K.C. Silva","32","2008","03","04",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00030418",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-06-29 09:31:05-03","UFRRJ","RBR","34342","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"K.C. Silva","92","2010","04","21",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação.S 23° 03#?# 65#?##?# OW 43° 56#?# 28#?##?#.7'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00034342",NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-06-29 09:31:05-03","UFRRJ","RBR","10275","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","J.F.A. Baumgratz, K.C. Silva","M.C. Souza","180","2001","01","20",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Restinga de Marambaia, praia da armação, estrada para Gaeta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010275",NA,"17272","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-06-29 09:31:05-03","UFRRJ","RBR","30957","S","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"I.A. Silva","237","1981","02","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00030957",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-21 19:37:20-03","UFC","EAC","20450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Goldenberg, R.","Fernandes, A.; Andrade, M.","EAC20450","1994","03","24","Southern America","Brasil","Bahia","Caravelas","Alcobaça","-39.2658004760742","-17.7318992614746",NA,NA,NA,"Arvoreta, flor alva.; Mata úmida.","EAC0020450","EAC0020450","106553","auto","2010","08","11",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:34:08-03","MBM","MBM","27644","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, J.J.","Magalhães, M.","19636",NA,NA,NA,"Southern America","Brazil","Bahia","Canavieiras","Canavieiras","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,"MBM027644","MBM027644","48203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:34:08-03","MBM","MBM","101888","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, J.J.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49503",NA,NA,NA,"Southern America","Brazil","Bahia","Caravelas","Córrego da Onça","-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,"MBM101888","MBM101888","106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:34:08-03","MBM","MBM","146767","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.",NA,"Mattos Silva, L.A.; et al.; et al.","2658",NA,NA,NA,"Southern America","Brazil","Bahia","Prado","Estrada Prado - Curumuxatiba, margeando o litoral. Ramal com entrada a 7 km ao N de Prado, lado esquerdo","-39.2207984924316","-17.341100692749","30","30",NA,"Árvore, 8m x 15 cm. Frutos imaturos de cor verde. Coleta de folhas para análise. Mata litorânea. Solo sílico-argiloso","MBM146767","MBM146767","53161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:34:08-03","MBM","MBM","22294","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Pabst, G.; Pereira, E.","Pereira, E.; Pabst, G.; Pabst, G.","8119",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá, para o antigo AErodromo de Latecere","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM022294","MBM022294","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:34:08-03","MBM","MBM","59387","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, J.J.","Gibbs, P.E.; et al.; et al.","4600A",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Rodovia Parati a Ubatuba",NA,NA,NA,NA,NA,"Flores brancas. Árvore de 4 metros. Nativo a beira da estrada em mata de restinga","MBM059387","MBM059387",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:34:08-03","MBM","MBM","180024","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Baumgratz, J.F.A.","Hatschbach, G.; Motta, J.T.; Motta, J.T.","63018","1995","08","12","Southern America","Brazil","Bahia","Prado","Rodovia para Itamaraju, km 15-25","-39.2207984924316","-17.341100692749",NA,NA,NA,NA,"MBM180024","MBM180024","53161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:34:08-03","MBM","MBM","24582","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Wurdack, J.J.","Strang, H.","1024",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca, estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"=41874","MBM024582","MBM024582","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:34:08-03","MBM","MBM","41874","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","ovalifolia","Huberia ovalifolia","DC.","Pereira, E.","Strang, H.","1024",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca, estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM041874","MBM041874","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
