"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","barcode","imagecode","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"45","2019-02-15 11:32:51-02","IPA","IPA","5464","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Ducke, A.; Andrade-Lima; Andrade-Lima","130","1952","08","06","Southern America","Brasil","Pernambuco",NA,"Aldeia, nas capoeiras do início da estrada de Aldeia.",NA,NA,"Arbusto. Flor creme com perfume.","IPA0005464",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"46","2019-02-15 11:32:51-02","IPA","IPA","66766","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Lira, S.S.","Cantarelli, J.; Medeiros, D.; Almeida, E.B.; Lira, S.S.; Zickel, C.; Medeiros, D.; Almeida, E.B.; Lira, S.S.; Zickel, C.","591","2001","09","26","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá","-35.094167","-8.718611","Arbusto (rebrotado) ca. 2m de altura. Caule castanho com muitas lenticelas. Folhas discolores. Botões cremes.; Floresta aberta não inundável. Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066766",NA,NA,NA,NA,NA,NA,"-35.094167","-8.718611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-02-15 11:32:51-02","IPA","IPA","66781","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Lira, S.S.","Lira, S.S.; et al.; et al.","611","2003","04","10","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no interior da floresta aberta não inundável da restinga.","-35.095","-8.714444","Arbusto ca. 2,5m de altura; botões florais verde.; Floresta aberta não inundável. Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066781",NA,NA,NA,NA,NA,NA,"-35.095","-8.714444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:32:51-02","IPA","IPA","18377","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","247","1968","06","04","Southern America","Brasil","Pernambuco","Goiana","entre Carne de Vaca e Ponta de Pedra.","-35.002498626709","-7.56056022644043","Mata secundária.","IPA0018377",NA,NA,"22853","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:32:51-02","IPA","IPA","3799","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels",NA,"Pickel, B.","2646","1931","07","18","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Toró. Mata.","-35.0182991027832","-8.00222015380859","Árvore com flores cheirosas, quando desabrochadas.","IPA0003799",NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:32:51-02","IPA","IPA","14368","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Rita Pereira","Ferreira, P.","34","1967","09","06","Southern America","Brasil","Pernambuco","Ipojuca","Porto de Galinhas, Estação Experimental do Litoral.","-35.0638999938965","-8.39888954162598","Arbusto.","IPA0014368",NA,NA,"22847","auto","1982","02",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"51","2019-02-15 11:32:51-02","IPA","IPA","14369","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Rita Pereira","Ferreira, P.","34","1967","09","06","Southern America","Brasil","Pernambuco","Ipojuca","Porto de Galinhas, Estação Experimental do Litoral.","-35.0638999938965","-8.39888954162598","Arbusto.","IPA0014369",NA,NA,"22847","auto","1982","02",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"52","2019-02-15 11:32:51-02","IPA","IPA","68924","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels",NA,"Almeida, A.L.S.","06","2003","10","16","Southern America","Brasil","Pernambuco","Ipojuca","RPPN- Nossa Senhora do Outeiro de Maracaípe","-35.0638999938965","-8.39888954162598","Arbusto ca. 5m de altura, em frutificação.; Restinga.","IPA0068924",NA,NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:32:51-02","IPA","IPA","15255","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","171","1968","01","04","Southern America","Brasil","Pernambuco","Rio Formoso","Praia dos Carneiros","-35.1585998535156","-8.66361045837402","Arbusro ca. 4m.","IPA0015255",NA,NA,"21734","auto","1995","11",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"54","2019-02-15 11:32:51-02","IPA","IPA","16136","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Andrade-Lima","67-4947","1967","02","10","Southern America","Brasil","Pernambuco","Bonito","mata 1 km além da divisa Camocim de São Félix.","-35.7285995483398","-8.47027969360352","Arbusto; flores verdes.","IPA0016136",NA,NA,"20932","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-02-15 11:32:51-02","IPA","IPA","13231","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Andrade-Lima","63-4150","1963","03","23","Southern America","Brasil","Pernambuco","Ipojuca","Praia de Cupe","-35.0638999938965","-8.39888954162598","Árvore 4-6m. Ramos novos e nervuras dorsais com pelos cúpreos. Flores alvacentas.; Mata de restinga.","IPA0013231",NA,NA,"22847","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:32:51-02","IPA","IPA","12592","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Magalhães, M.","4870","1952","08","25","Southern America","Brasil","Pernambuco","Itambé","Pedra de Fogo. (6km ao Norte). Capoeirinha em tabuleiro arenoso.","-35.1128005981445","-7.41028022766113","Árvore, 4-5m altura. Flor amarelada.","IPA0012592",NA,NA,"24207","auto","1995","11",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"57","2019-02-15 11:32:51-02","IPA","IPA","20941","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Andrade-Lima","70-5708","1970","02","06","Southern America","Brasil","Pernambuco","Rio Formoso","Cupe, Praia de Muro Alto.","-35.1585998535156","-8.66361045837402","Arboreta 5-6m.; Mata.","IPA0020941",NA,NA,"21734","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-02-15 11:32:51-02","IPA","IPA","15254","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","171","1968","01","04","Southern America","Brasil","Pernambuco","Rio Formoso","Praia dos Carneiros","-35.1585998535156","-8.66361045837402","Arbusro ca. 4m.","IPA0015254",NA,NA,"21734","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-02-15 11:32:51-02","IPA","IPA","3800","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Pickel, B.","Pickel, B.","2889","1931","11","18","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Capoeira.","-35.0182991027832","-8.00222015380859",NA,"IPA0003800",NA,NA,"21764","auto","1933","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-02-15 11:32:51-02","IPA","IPA","3798","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Diels","Pickel, B.","1628","1928","06","22","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento. Toró. Mata.","-35.0182991027832","-8.00222015380859",NA,"IPA0003798","IPA0003798",NA,"21764","auto","1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:32:51-02","IPA","IPA","18412","S","Plantae","Plantae",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","Maas, P.J.M.","Lira, O.C.","280","1968","07","30","Southern America","Brasil","Pernambuco","Vicência","Serra da Mascarenha, Engenho Jundiá.","-35.3266983032227","-7.65693998336792","Arbusto ca. 3m; só frutos.","IPA0018412",NA,NA,"21084","auto","1995","11",NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"62","2019-11-27 13:45:47-03","UFS","ASE","14028","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Franco, IM","Gomes, C; Santos, E;","96","2007","07","23","Southern America","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444","Flores / botões verdes (muito claro).; Flores / botões verdes (muito claro).; Mata Atlântica (borda de mata).","ASE0004760","ASE0004760",NA,NA,NA,"2015","02","-37.511389","-11.519444",NA,NA,NA,"12",NA,NA,NA,NA,NA
"63","2019-11-27 13:45:47-03","UFS","ASE","15439","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Mello-Silva, R; Lopes, JC","Costa, EV","2","2009","07","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.4175","-11.3875","Árvore com 4 metros de latura, flor amarela, fruto imaturo verde.; Árvore com 4 metros de latura, flor amarela, fruto imaturo verde.","ASE0004481","ASE0004481",NA,NA,NA,"2012",NA,"-37.4175","-11.3875",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-27 13:45:47-03","UFS","ASE","15442","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Lopes, JC","Costa, EV","5","2010","03","29","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.420278","-11.383611",NA,"ASE0004479","ASE0004479",NA,NA,NA,"2013","07","-37.420278","-11.383611",NA,NA,NA,"16",NA,NA,NA,NA,NA
"65","2019-11-27 13:45:47-03","UFS","ASE","17302","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Franco, IM","Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E","2279","2010","07","04","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da Mata. Área antropizada. Solo Areno-argiloso.","-37.437222","-11.3675","Árvore, ca. de 4m de altura. Frutos carnosos imaturos verdes.; Árvore, ca. de 4m de altura. Frutos carnosos imaturos verdes.; Mata Atlântica.","ASE0004763","ASE0004763",NA,NA,NA,"2015","02","-37.437222","-11.3675",NA,NA,NA,"12",NA,NA,NA,NA,NA
"66","2019-11-27 13:45:47-03","UFS","ASE","19003","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Franco, IM","Costa, EV; Santos, E","11","2010","09","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","Aproximadamente 5 metros de altura. Apresenta inflorescência esverdeada.; Aproximadamente 5 metros de altura. Apresenta inflorescência esverdeada.","ASE0004762","ASE0004762",NA,NA,NA,"2015","02","-37.425861","-11.385528",NA,NA,NA,"12",NA,NA,NA,NA,NA
"67","2019-11-27 13:45:47-03","UFS","ASE","20581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Mello-Silva, R; Lopes, JC","Gomes, LA; Santos, E","105","2011","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Área antropizada. Solo areneso.","-37.419167","-11.384722","Árvore, ca. de 6m de altura. Flores cremes.; Árvore, ca. de 6m de altura. Flores cremes.; Mata Atlântica.","ASE0027044",NA,NA,NA,NA,"2012",NA,"-37.419167","-11.384722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-27 13:45:47-03","UFS","ASE","21278","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Santos, E","132","2011","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso","-37.419361","-11.384722","Árvore, ca. de 5m de altura. Flores creme. Frutos imaturos verdes.; Árvore, ca. de 5m de altura. Flores creme. Frutos imaturos verdes.; Mata Atlântica.","ASE0004488","ASE0004488",NA,NA,NA,"2011","04","-37.419361","-11.384722",NA,NA,NA,"25",NA,NA,NA,NA,NA
"69","2019-11-27 13:45:47-03","UFS","ASE","21509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Lopes, JC","Prata, AP; Gomes, LA; Carregosa, T; Déda, RM; Santos, E","2715","2011","08","09","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata das mangueiras. Solo arenoso.","-37.429167","-11.401389","Arbusto, ca. de 3m de altura. Frutos imaturos verdes.; Arbusto, ca. de 3m de altura. Frutos imaturos verdes.; Mata Atlântica.","ASE0004489","ASE0004489",NA,NA,NA,"2013","07","-37.429167","-11.401389",NA,NA,NA,"16",NA,NA,NA,NA,NA
"70","2019-11-27 13:45:47-03","UFS","ASE","25195","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Déda, RM; Santos, E; Porto, NM","573","2012","08","13","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso.","-37.419361","-11.384722","Árvore, 5 m. Flores cremes. UTM: 0671174/8742146.; Árvore, 5 m. Flores cremes. UTM: 0671174/8742146.; Mata Atlântica","ASE0004497","ASE0004497",NA,NA,NA,"2013","06","-37.419361","-11.384722",NA,NA,NA,"07",NA,NA,NA,NA,NA
"71","2019-11-27 13:45:47-03","UFS","ASE","25245","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Déda, RM; Santos, E; Porto, NM","606","2012","08","14","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso.","-37.419361","-11.384722","Árvore, 5m. Frutos imaturos verdes. UTM: 0671199/8739231.; Árvore, 5m. Frutos imaturos verdes. UTM: 0671199/8739231.; Mata Atlântica","ASE0030315",NA,NA,NA,NA,"2012","09","-37.419361","-11.384722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-27 13:45:47-03","UFS","ASE","25318","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Matos, GMA; Gomes-Costa, GA","714","2012","09","14","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Borda de mata. Solo arenoso.","-37.428889","-11.376056","Árvore ca. 4m. Frutos imaturos verdes.; Árvore ca. 4m. Frutos imaturos verdes.; Mata Atlântica.","ASE0004498","ASE0004498",NA,NA,NA,"2013","06","-37.428889","-11.376056",NA,NA,NA,"07",NA,NA,NA,NA,NA
"73","2019-11-27 13:45:47-03","UFS","ASE","25325","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Matos, GMA; Gomes-Costa, GA","721","2012","09","14","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Borda de mata. Solo arenoso.","-37.419444","-11.385861","Árvore ca. 4m. Flores cremes e botões verdes, frutos imaturos verdes.; Árvore ca. 4m. Flores cremes e botões verdes, frutos imaturos verdes.; Mata Atlântica.","ASE0004499","ASE0004499",NA,NA,NA,"2012","10","-37.419444","-11.385861",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-27 13:45:47-03","UFS","ASE","27137","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Gomes, LA","Gomes, LA; Santos, E; Conceição, GG","993","2013","01","25","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata","-37.424278","-11.378056","Arbusto com cerca de 2m. Com frutos imaturos verdes.; Mata Atlântica.","ASE0004506","ASE0004506",NA,NA,NA,"2013","02","-37.424278","-11.378056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-27 13:45:47-03","UFS","ASE","27403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Lopes, JC","Gomes, C; Santos, E","209","2008","07","22","Southern America","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.566667","-11.5","Mata atlântica","ASE0004507","ASE0004507",NA,NA,NA,"2013","07","-37.566667","-11.5",NA,NA,NA,"16",NA,NA,NA,NA,NA
"76","2019-11-27 13:45:47-03","UFS","ASE","4554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Mello-Silva, R; Lopes, JC","Viana, G","1610","1986","09","09","Southern America","Brasil","Sergipe","Salgado","Faz. Santa Rita","-37.474722","-11.031944","Árvore. 5. metros. Flores cremes, frutos imaturos verdes.; Árvore. 5. metros. Flores cremes, frutos imaturos verdes.; Mata Subperenifolia","ASE0004471","ASE0004471",NA,NA,NA,"2012",NA,"-37.474722","-11.031944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-27 13:45:47-03","UFS","ASE","5697","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Franco, IM","André M. A. Amorim; S.C.Sant'Ana; J.G. Jardim; E.B.dos Santos.","1501","1993","11","27","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, Cerca de 2,5 km do Distrito de Crasto, na estrada","-37.448333","-11.350833","Arboreta. 2.5. metros. Folhas verdes na face superior, verde-amarronzado na inferior. Flores com tépalas alvo-acinzentadas. Frutos imaturos verdes.; Arboreta. 2.5. metros. Folhas verdes na face superior, verde-amarronzado na inferior.","ASE0004749","ASE0004749",NA,NA,NA,"2015","02","-37.448333","-11.350833",NA,NA,NA,"12",NA,NA,NA,NA,NA
"78","2019-11-27 13:45:47-03","UFS","ASE","7584","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Mello-Silva, R; Lopes, JC","André M. de Carvalho; S.C.Sant'Ana; Jomar G. Jardim; J.Delabie; J.Argolo","4327","1993","10","05","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, Cerca de 2 km na estrada Crasto para Santa Luzia d","-37.448333","-11.350833","Árvore. 8. metros. Folhas discolores com face inferior mais clara. Flores cremes. Frutos imaturos verdes. Frutos comidos por animais.; Árvore. 8. metros. Folhas discolores com face inferior mais clara. Flores cremes. Frutos imaturos v","ASE0004472","ASE0004472",NA,NA,NA,"2012",NA,"-37.448333","-11.350833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-27 13:45:47-03","UFS","ASE","8147","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Franco, IM","Cruz, A; Santos, E; C.Amaral","61","1998","07","10","Southern America","Brasil","Sergipe","São Cristóvão","área de mata na rodovia João Bebe Água","-37.12223","-11.0053","Árvore. 3. m. presença de flores amarelas (com formato de 3 pontas).; Árvore. 3. m. presença de flores amarelas (com formato de 3 pontas).; borda de trilha","ASE0004756","ASE0004756",NA,NA,NA,"2015","02","-37.12223","-11.0053",NA,NA,NA,"12",NA,NA,NA,NA,NA
"80","2019-11-27 13:45:47-03","UFS","ASE","9232","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Lopes, JC","Oliveira, M; Galileu, A","2350","2006","04","30","Southern America","Brasil","Piauí","Teresina","Junco, Mata do Morro da Gata","-42.801944","-5.089444","Arboreta. 5. metros. Frutos esverdeados. UTM: 754.064 e 9.418.554. Frequente; Arboreta. 5. metros. Frutos esverdeados. UTM: 754.064 e 9.418.554. Frequente; Floresta Decidual Mista. Vegetação arbóreo-arbustiva densa, interior da mata.","ASE0004474","ASE0004474",NA,NA,NA,"2013","07","-42.801944","-5.089444",NA,NA,NA,"16",NA,NA,NA,NA,NA
"81","2019-11-27 13:45:47-03","UFS","ASE","9348","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Mello-Silva, R; Lopes, JC","Ribeiro, LV; Santos; E.","108","2006","06","12","Southern America","Brasil","Sergipe","São Cristóvão","rod. João Bebe Agua","-37.206389","-11.014722","arvore.; arvore.; borda de mata","ASE0004475","ASE0004475",NA,NA,NA,"2012",NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-27 13:45:47-03","UFS","ASE","37700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Santana, JP","Santana, JP","579","2015","09","11","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","Arbusto, 4m, frutos imaturos amarelos. Folhas simples. Coletada no interior da mata, solo arenoso.; Mata Atlântica.","ASE0038777","ASE0038777",NA,NA,NA,"2015","10","-37.1944","-11.0429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-27 13:45:47-03","UFS","ASE","35970","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer","Santana, JP","Santana, JP","618","2016","03","11","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","Árvore, 6m, frutos imaturos de cor amarela, folha simples. Solo arenoso; Mata Atlântica.","ASE0039622",NA,NA,NA,NA,"2016","10","-37.1944","-11.0429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:45:47-03","UFS","ASE","29987","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","pickelii","Annona pickelii","(Diels) H. Rainer",NA,"Costa, EV","56","2013","11","29","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.315","-10.758056",NA,"ASE0001410","ASE0001410",NA,NA,NA,NA,NA,"-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-27 13:45:47-03","UFS","ASE","6067","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R.Mello-Silva","Landim, M","328","1995","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","arbusto escandente. 4. m. presença de frutos imaturos (verdes) carnosos e grandes.; arbusto escandente. 4. m. presença de frutos imaturos (verdes) carnosos e grandes.; mata","ASE0004750","ASE0004750",NA,NA,NA,"1998","06","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-27 13:45:47-03","UFS","ASE","6069","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R.Mello-Silva","Landim, M","330","1995","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","Árvore. 6. m. presença de frutos imaturos (verdes) carnosos.; Árvore. 6. m. presença de frutos imaturos (verdes) carnosos.; mata","ASE0004751","ASE0004751",NA,NA,NA,"1999","01","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-27 13:45:47-03","UFS","ASE","6150","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R.Mello-Silva","Landim, M","405","1995","06","12","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","arbusto. 1.7. m. presença de flores e frutos imaturos.; arbusto. 1.7. m. presença de flores e frutos imaturos.; Mata (borda da mata)","ASE0004752","ASE0004752",NA,NA,NA,"1999","01","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:45:47-03","UFS","ASE","6375","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R.Mello-Silva","Landim, M; Proença, C; L.Landrum; E.Melo; F.França","651","1995","09","15","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","arvoreta. 2. m. Frutos imaturos verdes e maduros pretos.; arvoreta. 2. m. Frutos imaturos verdes e maduros pretos.; Mata","ASE0004753","ASE0004753",NA,NA,NA,"1999","01","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-27 13:45:47-03","UFS","ASE","6689","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R.Mello-Silva","Landim, M","940","1996","05","31","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","Árvore. 9.5. m. botões esverdeados e frutos imaturos verdes.; Árvore. 9.5. m. botões esverdeados e frutos imaturos verdes.; Mata (borda)","ASE0004755","ASE0004755",NA,NA,NA,"1999","01","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-19 14:04:31-03","UFRPE","PEUFR","37481","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","pickelii","Rollinia pickelii","Diels","R. Mello-Silva","K. Almeida","149","2001","06","13",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778","Árvore com cerca de 2m. Flor verde. Fruto imaturo verde.","PEUFR037481",NA,NA,NA,NA,"2002","08","34°57'01''W","08°00'46''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
