"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","sex"
"53","2021-02-07 08:35:21-03","MN","R","189678","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Casimiro de Abreu","Barra de São João.","-42.2042007446289","-22.4806003570557","24732",NA,NA,"auto",NA,"Segadas-Vianna, F.","362","1953","05","28",NA,NA,"R010017341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-07 08:35:21-03","MN","R","215803","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Coser,T.S.",NA,NA,"Brasil","Espirito Santo","Linhares","Estrada Farias -Pontal do Ipiranga,Campo Nativo aos fundos da Reserva da Vale","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,"Coser, T.S.","528","2012","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-07 08:35:21-03","MN","R","188784","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471","32988",NA,NA,"auto",NA,"Costa, A.F.","641","1996","05","17",NA,NA,"R010017325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-07 08:35:21-03","MN","R","208551","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé","Lagomar.","-41.7868995666504","-22.3708000183105","47209",NA,NA,"auto",NA,"Moreira-da-Silva, A.","1","2007","10","16",NA,NA,"R010018026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-07 08:35:21-03","MN","R","208558","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé","Lagomar.","-41.7868995666504","-22.3708000183105","47209",NA,NA,"auto",NA,"Moreira-da-Silva, A.","2","2007","10","19",NA,NA,"R010018036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-07 08:35:21-03","MN","R","234866","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Saquarema","Parque Estadual da Costa do Sol.","-42.5102996826172","-22.9200000762939","17036",NA,NA,"auto",NA,"Ferreira, C.D.M.","390","2016","10","16",NA,NA,"R010037720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-07 08:35:21-03","MN","R","232713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca.","-43.1035995483398","-22.88330078125","14785",NA,NA,"auto",NA,"Uribbe, F.P.","291","2017","11","14",NA,NA,"R010040723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-07 08:35:21-03","MN","R","29283","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Lutz, B.M.J.","826","1931","09",NA,NA,NA,"R010018004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-07 08:35:21-03","MN","R","46178","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Smith, L.B.","148","1936","05",NA,NA,NA,"R010018009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-07 08:35:21-03","MN","R","189677","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Segadas-Vianna, F.","3683","1950","10","01",NA,NA,"R010017339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-07 08:35:21-03","MN","R","189676","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Segadas-Vianna, F.","4438","1967","01","17",NA,NA,"R010017338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-07 08:35:21-03","MN","R","189675","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Santos, N.","5614","1964","05","23",NA,NA,"R010017336","R010017336",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-07 08:35:21-03","MN","R","189674","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Santos, N.","518","1963","10","13",NA,NA,"R010017362","R010017362",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-07 08:35:21-03","MN","R","189673","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Santos, N.","517","1963","10","13",NA,NA,"R010017359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-07 08:35:21-03","MN","R","189672","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Santos, N.","5615","1964","05","23",NA,NA,"R010017356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-07 08:35:21-03","MN","R","189671","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Santos, N.","500","1963","06","16",NA,NA,"R010017353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-07 08:35:21-03","MN","R","189669","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Segadas-Vianna, F.","3686","1946",NA,NA,NA,NA,"R010017349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-07 08:35:21-03","MN","R","189668","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Lutz, A.","118","1938","10","22",NA,NA,"R010018019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-07 08:35:21-03","MN","R","105768","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Smith, L.B.","6823","1952","04","04",NA,NA,"R010018011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-07 08:35:21-03","MN","R","128594","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,"Castellanos, A.","22770","1960","09","10",NA,NA,"R010017331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-20 21:16:29-03","UFV","VIC","51743","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez.","Coser, T.S.","2017","11","Brasil","Espírito Santo","Guarapari","Restinga de Setiba","-40.5110015869141","-20.6580009460449","28401",NA,"Epífita ou terrestre, esciófila, escapo, ráquis, brácteas primárias e florais vermelhas.","auto","23","Paula, C.C.","s.n.","2002","02","02",NA,NA,"VIC051743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-20 21:16:29-03","UFV","VIC","28862","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Reserva Tauá",NA,NA,NA,NA,NA,NA,NA,"Paula, C.C. de; Silva, R.R. da","s.n.","2004","03",NA,NA,NA,"VIC028862","VIC028862",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-20 21:16:29-03","UFV","VIC","15695","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, E.M.C.","1996","10","Brasil","Rio de Janeiro","Rio das Ostras","A 300 m a oeste da Lagoa Coca-Cola, Area de restinga","-41.9449996948242","-22.5268993377686","17620",NA,"Heliófila, inflorescência vermelha, folhas verde clara; cresce em colônias sobre a areia, pétalas amarelas.","auto",NA,"Paula, C.C. de","1054","1995","11","13",NA,NA,"VIC015695","VIC015695",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-24 17:08:50-03","UFES","SAMES","10073","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Favoreto,F.C.","2020","02","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios. Restinga Holocênica. Reserva Biológica de Comboios","-40.0722007751465","-19.3910999298096","48094",NA,"Terrestre. Eixo da inflorescência e brácteas avermelhadas. Habitat: Formação arbustiva aberta não inundável","auto","27","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8971","2019","03","11",NA,NA,"SAMES10073",NA,"-398886111.0","-196702778.0",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-24 17:08:50-03","UFES","SAMES","1086","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Coser,T.S.","2012","06","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga. Floresta não inundável.","-39.8588981628418","-18.716100692749","56510",NA,"Planta epífita, escapo floral avermelhado. Flor amarela.","auto","12","Pereira,O.J.","7586","2008","03","06",NA,NA,"SAMES01086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-24 17:08:50-03","UFES","SAMES","1092","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Menezes,L.F.T.","2012","06","Brasil","Espírito Santo","Conceição da Barra","Bairro Quadrado. Mata de restinga, próximo ao rio São Mateus.","-39.7322006225586","-18.5932998657227","41644",NA,"Epífita, inflorescência vermelha.","auto","13","Rocha,T.L.; Menezes,L.F.T.;Ribeiro,M.","157","2011","05","25",NA,NA,"SAMES01092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-24 17:08:50-03","UFES","SAMES","1094","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Giaretta,A.",NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas. Fazenda Jequitaia. Mata seca de restinga sobre cordão arenoso, próximo de uma área entre cordões dominado por Montrichardia. Área atrás da Fazenda Jequitaia.","-39.7322006225586","-18.5932998657227","41644",NA,"Erva terrestre com raquis vermelha, base da bainha marrom.","auto",NA,"Giaretta,A.O.; Monteiro,M.M.;Oliveira,I.R.","780","2010","02","04",NA,NA,"SAMES01094",NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-24 17:08:50-03","UFES","SAMES","1091","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre influência de lençol freático. Trilha das borboletas.","-39.7322006225586","-18.5932998657227","41644",NA,"Erva epífita, ráquis vermelho, fruto verde com brácteas vermelhas de ápice verde. Bainha das folhas maduras de cor vinosa.","auto",NA,"Ribeiro,M.; Monteiro,M.M.;Giaretta,A.O.","8","2009","08","21",NA,NA,"SAMES01091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-24 17:08:50-03","UFES","SAMES","1085","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Coser,T.S.","2012","06","Brasil","Espírito Santo","Linhares","Próximo aos poços de petróleo da Petrobrás. Vegetação de restinga de moita aberta, pleistocênica, próximo à poços de petróleo da Petrobrás.","-40.0722007751465","-19.3910999298096","48094",NA,"Erva epífita com frutos amarelos, base foliar rimosa.","auto","12","Giaretta,A.O.; Menezes,L.F.T.","897","2010","10","28",NA,NA,"SAMES01085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-24 17:08:50-03","UFES","SAMES","3730","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Lavanhole,D.F.","2013","12","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Fragmento de restinga entre o bairro Liberdade e o coqueiral da D-Martins.","-39.8588981628418","-18.716100692749","56510",NA,"Bromélia com brácteas vermelhas e ápice esverdeado, inflorescência com cerca de 1,05m de comprimento, planta epífita e terrestre, com 1,45m de altura.","auto","10","Lavanhole,D.F.; Aoyama,E.M.","117","2013","11","06",NA,NA,"SAMES03730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-24 17:08:50-03","UFES","SAMES","1084","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Coser,T.S.","2012","06","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga, próximo ao hospital Roberto Silvares, atrás do lixão.","-39.8588981628418","-18.716100692749","56510",NA,"Herbácea com inflorescência.","auto","12","Faria,M.B.","8","2006","11","18",NA,NA,"SAMES01084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-24 17:08:50-03","UFES","SAMES","1095","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Giaretta,A.","2011","02","Brasil","Espírito Santo","São Mateus","Bairro Litorâneo. Mata de restinga sobre cordão arenoso.","-39.8588981628418","-18.716100692749","56510",NA,"Pl. terrestre com flores amarelas. Ráquis e brácteas florais vinosas. Folha jovem com base creme. Folha madura com base marrom.","auto","14","Giaretta,A.O.; Monteiro,M.M.;Menezes,L.F.T.;Cruz,T.S.","319","2008","08","25",NA,NA,"SAMES01095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-24 17:08:50-03","UFES","SAMES","1093","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Coser,T.S.","2012","06","Brasil","Espírito Santo","São Mateus","Bairro Quadrado. Floresta de restinga sobre cordão arenoso, fundos do campus do CEUNES, próximo ao rio São Mateus.","-39.8588981628418","-18.716100692749","56510",NA,"Base foliar creme a marrom, ráquis rimosa, flores amarelos, planta terrestre.","auto","12","Giaretta,A.O.; Menezes,L.F.T.;Souza,M.;Ribeiro,M.","1089","2011","11","30",NA,NA,"SAMES01093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-02 18:52:20-03","UFJF","CESJ","59879","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","F.C. Favoreto","2012","05","Brasil","Espírito Santo","Cachoeiro de Itapemirim","RPPN Cafundó, Fragmento às margens do Rio Itapemirim","-41.231167","-20.752639",NA,NA,"Erva epífita à meia-sombra em área inundada. Folhas verdes com bainha verde clara, escapo e brácteas do escapo concolor. Raque vermelha, brácteas primárias esverdeadas, bráteas florais vermelhas com parte superior amarelada, sépalas e pétalas amarelas",NA,NA,"F.C. Favoreto; Luiz Antônio","126","2011","12","19","América do Sul",NA,"CESJ059879",NA,"-41.231167","-20.752639",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 09:59:18-03","UNICAMP","UEC","98568","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, EMC","1999","03","Brazil","Espírito Santo","Linhares","Reserva Florestal de Boracéia, Área de Nativo do Paraju","-40.0722007751465","-19.3910999298096","48094",NA,"flor, Altura 1,2m; eixo da inflorescência vermelho, bráctea vermelha, flora amarela.","auto",NA,"Rocco, M; Rosero, L","2","1998","08","08",NA,NA,"UEC083936","UEC083936",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 09:59:18-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, EMC","1999","03","Brazil","Espírito Santo","Linhares","Reserva Florestal de Boracéia, Área de Nativo do Paraju","-40.0722007751465","-19.3910999298096","48094",NA,"flor, Altura 1,2m; eixo da inflorescência vermelho, bráctea vermelha, flora amarela.","auto",NA,"Rocco, M; Rosero, L","2","1998","08","08",NA,NA,"UEC083933","UEC083933",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 09:59:18-03","UNICAMP","UEC","98567","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, EMC","1999","03","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares da CVRD, Area de Nativo do Parajú","-40.0722007751465","-19.3910999298096","48094",NA,"flor, Altura 1,2m; eixo da inflorescência vermelho, bráctea vermelha, flor amarela. Formação de restinga.","auto",NA,"Rocco, M; Rosero, L","1","1998","08","08",NA,NA,"UEC083934","UEC083934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 09:59:18-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, EMC","1999","03","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares da CVRD, Area de Nativo do Parajú","-40.0722007751465","-19.3910999298096","48094",NA,"flor, Altura 1,2m; eixo da inflorescência vermelho, bráctea vermelha, flor amarela. Formação de restinga.","auto",NA,"Rocco, M; Rosero, L","1","1998","08","08",NA,NA,"UEC083932","UEC083932",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-10-14 15:56:20-03","BS","M","M-0111462","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil",NA,NA,"Habitat in saxis prope Botatogo ad Sebastianopolin. Provinciae R. d. J.",NA,NA,NA,NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,NA,"M0111462",NA,NA,NA,"Liliopsida","NOTATYPE",NA,NA,NA,NA,NA
"92","2014-10-14 15:56:20-03","BS","M","M-0111463","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil",NA,NA,"[Habitat in saxis prope Botatogo ad Sebastianopolin. Provinciae R. d. J.]",NA,NA,NA,NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,NA,"M0111463",NA,NA,NA,"Liliopsida","NOTATYPE",NA,NA,NA,NA,NA
"93","2020-04-27 16:09:08-03","UFES","VIES","43198","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,"2015","07","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, Trilha da Restinga.","-39.7322006225586","-18.5932998657227","41644",NA,NA,"auto",NA,"Machado, J.O.; Souza, W.O.; Alves-Araújo, A.","197","2014","02","12",NA,NA,"VIES043198","VIES043198",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-04-27 16:09:08-03","UFES","VIES","11905","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Gomes, J.M.L.","1998","06","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto","09","Gomes, J.M.L.","2443","1998","06","09",NA,NA,"VIES011905","VIES011905 VIES011905_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-12-06 19:29:21-03","UFES","VIES","28745","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves. x.","-40.962222","-21.220278",NA,NA,NA,NA,NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","4543","2018","07","28",NA,NA,"VIES028745","VIES028745","40º57'44''W","21º13'13''S",NA,NA,"7","7",NA,NA,NA
"96","2020-04-27 16:09:08-03","UFES","VIES","32869","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Gomes, J.M.L.","1998","06","Brasil","Espírito Santo","Guarapari","Parque de Setiba.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto","09","Gomes, J.M.L.","2442","1998","06","09",NA,NA,"VIES032869","VIES032869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-06-27 10:24:23-03","UFES","VIES","23151","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto",NA,"Souza, S.","14","1998","08","26",NA,NA,"VIES023151","VIES023151",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-04-27 16:09:08-03","UFES","VIES","32833","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Silva, G.A.","1996","03","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto","08","Silva, G.A.","2035","1996","03","08",NA,NA,"VIES032833","VIES032833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-04-27 16:09:08-03","UFES","VIES","35989","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Gomes, J.M.L.","1999","08","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto","28","Gomes, J.M.L.","2631","1999","08","28",NA,NA,"VIES035989","VIES035989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-06-27 10:24:23-03","UFES","VIES","1984","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Gomes, J.M.L.",NA,NA,"Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060.","-40.5110015869141","-20.6580009460449","28401",NA,NA,"auto",NA,"Schneider, S.Z.; Garcia, Q.S.","17","1987","09","18",NA,NA,"VIES001984","VIES001984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-04-27 16:09:08-03","UFES","VIES","21399","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Couto, D.R.","2010","04","Brasil","Espírito Santo","Itapemirim","Itaoca.","-40.8339004516602","-21.011100769043","28626",NA,NA,"auto","17","Couto, D.R.; Leite, V.R.; Plaster, O. & Braz, R.L.","1526","2010","04","17",NA,NA,"VIES021399","VIES021399 VIES021399_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-06-27 10:24:23-03","UFES","VIES","13077","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Gomes, J.M.L.","1996",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,"Gomes, J.M.L.","2227","1996","10","07",NA,NA,"VIES013077","VIES013077",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-06-27 10:24:23-03","UFES","VIES","37130","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez",NA,NA,NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade.","-39.8588981628418","-18.716100692749","56510",NA,NA,"auto",NA,"Silva, W.B.; Ribeiro, F.F.","43","2014","04","07",NA,NA,"VIES037130","VIES037130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-04-27 16:09:08-03","UFES","VIES","21400","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","neoglutinosa","Vriesea neoglutinosa","Mez","Leme, E.","2009","06","Brasil","Espírito Santo","Muqui","Sumidouro.","-41.3457984924316","-20.9517002105713","15667",NA,NA,"auto","06","Couto, D.R.; Leme, E.M.C. & Kollmann, L.J.C.","1212","2009","06","06",NA,NA,"VIES021400","VIES021400",NA,NA,NA,NA,NA,NA,NA,NA,NA
