"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00470052","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"A. Laurênio","81","South America","Brazil","Pernambuco","Ibimirim","Estrada Ibimirim-Petrôlandia","-37.6903","-8.5408","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470052","NY00470052_01","R. C. Barneby","1995","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02637424","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"P. da C. Gadelha Neto","3650","South America","Brazil","Paraíba","Piancó","Serra de Santo Antônio","-37.893056","-7.244722","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677116' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637424","NY02637424_01",NA,"2013","08","01","407","407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00981694","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"G. Eiten","4286","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region between the Rios Balsas and Parnaíba. About 25 km south of Lorêto. Several km south of main house of Fazenda Aldeia on trail to Fazenda Morros.","-45.1","-7.283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981694","NY00981694_01","H. S. Irwin; R. C. Barneby","1962","04","12","200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00981695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"G. Eiten","4339","South America","Brazil","Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Fazenda Morros: Chapada Alta, ca. 20 km. south of main house or 70 km south of Lorêto. Along trail to Santa Bárbara. About 3 km north of Rio Parnaíba at Santa Bárbara","-45.05","-7.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981695","NY00981695_01","H. S. Irwin; R. C. Barneby","1962","04","12","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00470053","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"M. Sobral","5913","South America","Brazil","Bahia","Maracás","A 6 km. SW de Maracás, na estrada entre Maracás e Jequié","-40.4306","-13.4411","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470053","NY00470053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00470054","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"G. Pereira-Silva","3101","South America","Brazil","Pernambuco","Ouricuri","Rodovia Trindade/Video Km 23","-40.37","-7.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470054","NY00470054_01","R. C. Barneby","1995","10","14","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00981668","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"A. Castellanos","25308","South America","Brazil","Piauí",NA,"Entre Picos e Oeiras",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981668","NY00981668_01","H. S. Irwin; R. C. Barneby","1964","07","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00470057","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"L. Coradin","5883","South America","Brazil","Piauí","Bom Jesus","Rodovia Bom Jesus-Gilbues, 23 km Oeste da cidade de Bom Jesus","-44.25","-8.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470057","NY00470057_01","R. C. Barneby","1983","06","20","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-11 10:01:19-03","UNIVASF","HVASFW","424","S","Plantae",NA,NA,"Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"D.G. Oliveira","1042","América do Sul","Brasil","Ceará","Brejo Santo","Sítio Poeiras, estrada para Chapada do Araripe","-39.026528","-7.483917",NA,"Árbusto ca. de 2,0 m alt.. Folhas alternas, glabras, ápice dos folíolos acuminado. Presença de nectários estipitados na inserção dos folíolos. Flores amarelas, vistosas. Frutos esverdeados.","HVASFW000424",NA,"D.G. Oliveira","2013","09","10","496","496","2013","09","23","-39.026528","-7.483917","U",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-06 11:42:27-03","UFPI-MRV","HDELTA","4375","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"Sousa,R.M.S","45",NA,"Brasil","Piauí","Caxingó","Piçarreira","-41.8960990905762","-3.41750001907349",NA,NA,"HDELTA004375",NA,"Sousa,R.M.S","2017","05","04",NA,NA,"2017","06","26",NA,NA,NA,"21291","auto",NA,NA,NA,NA,NA,NA
"21","2021-01-06 11:42:27-03","UFPI-MRV","HDELTA","4226","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA,"Pereira, V.S.; Lima, F.M.","53",NA,"Brasil","Piauí","Luis Correia","Pontal do Anel","-41.6669006347656","-2.87916994094849",NA,NA,"HDELTA004226",NA,NA,"2015","06","07",NA,NA,NA,NA,NA,NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:39:38-03","EAO","IAN","29196","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","trachypus","Cassia trachypus","Mart. ex Benth.",NA,"Miranda, R","47","Southern America","Brasil","Ceará",NA,"Região do araripe.",NA,NA,NA,NA,"IAN029196","IAN029196 IAN029196_1 IAN029196_e","Ducke, A","1945","07",NA,NA,NA,"1956","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:39:38-03","EAO","IAN","104967","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","trachypus","Cassia trachypus","Mart. ex Benth.",NA,"Ducke, A","2460","Southern America","Brasil","Ceará",NA,"Pé do serrote de Itaitinga (pedreira). Capoeira.",NA,NA,NA,NA,"IAN104967",NA,NA,"1955","06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:39:38-03","EAO","IAN","92981","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","trachypus","Cassia trachypus","Mart. ex Benth.",NA,"Andrade-Lima, D de; Magalhães, MG","1081","Southern America","Brasil","Pernambuco",NA,"Campos, próximo Estação Experimental. Serra Araripe-Araripina.",NA,NA,NA,NA,"IAN092981",NA,NA,"1952","06","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:40:27-03","EAO","IAN","83382","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senna","trachypus","Senna trachypus","(Benth.) H.S. Irwin & Barneby",NA,"Gardner, G","2119","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN083382",NA,"Citado Mem. NYBG. v 35. 1982","1900",NA,NA,NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:40:27-03","EAO","IAN","94861","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senna","trachypus","Senna trachypus","(Benth.) H.S. Irwin & Barneby",NA,"Guedes, TN","362","Southern America","Brasil","Ceará",NA,"Serra do Araripe. Carrasco.",NA,NA,NA,"Com flor e fruto.","IAN094861",NA,"Citado Mem. NYBG. v 35. 1982","1957","05","24",NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:15:27-03","UFBA","ALCB","15648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Cassia","trachypus","Cassia trachypus","Benth.",NA,"Assis, JS","411","Southern America","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-38.066667","-6.016667",NA,NA,"ALCB025674","ALCB025674","Lima, MPM de","1984","07","16",NA,NA,"1985","10",NA,"-38.066667","-6.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980059","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Cassia","trachypus","Cassia trachypus","Benth.",NA,"Gardner G",NA,"Southern America","Brazil",NA,NA,"Piauhy.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980059","NL-L1980059",NA,"1839","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980060","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Cassia","trachypus","Cassia trachypus","Benth.",NA,"Martius CFP von",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980060","NL-L1980060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2021-01-14 15:28:50-03","MN","R","76210","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","trachypus","Cassia trachypus","Mart. ex Benth.",NA,"Andrade-Lima, A.D.; Magalhães, M.","1081",NA,"Brasil","Pernambuco","Recife","Araripina","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,NA,"1952","06","24",NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:30:19-03","MN","R","65473","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","trachypus","Senna trachypus","(Mart. ex Benth.) H.S. Irwin & Barneby",NA,"Freire Allemão, F. 456; Cysneiros, M.",NA,NA,"Brasil","Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 7729","R010047321","R010047321_001 R010047321_002 R010047321_003 R010047321_004","Carvalho, C.","1860","09",NA,NA,NA,"2014","11",NA,NA,NA,NA,"30071","auto",NA,NA,NA,NA,NA,NA
"32","2021-04-02 02:00:13-03","UFPI","TEPB","187","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"DEL' ARCO, M. R.",NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,"Arbusto, flor amarela Ambiente: Cerrado <ll>dwc_commonname:</ll> Curimatã",NA,NA,"FERNANDES, A.","1979","07","06",NA,NA,"1980","08","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-02 02:00:13-03","UFPI","TEPB","1577","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"DEL' ARCO, M. R.",NA,NA,"Brasil","Piauí","Bom Jesus","Descida de serra entre a Estação Ecológica e Bom Jesus","-44.3586006164551","-9.07444000244141",NA,"Subarbusto, flor amarela Ambiente: Cerrado",NA,NA,"DEL' ARCO, M. R.","1981","04","17",NA,NA,"1981","04","17",NA,NA,NA,"107707","auto",NA,NA,NA,NA,NA,NA
"34","2021-04-02 02:00:13-03","UFPI","TEPB","677","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"A. B. SOUSA",NA,NA,"Brasil","Piauí","Campo Maior",NA,"-42.1685981750488","-4.82777976989746",NA,"Flor amarela Ambiente: Campo Aberto",NA,NA,"FERNANDES, A.","1979","06","26",NA,NA,"1980","08","30",NA,NA,NA,"41673","auto",NA,NA,NA,NA,NA,NA
"35","2021-04-02 02:00:13-03","UFPI","TEPB","569","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"DEL' ARCO, M. R.",NA,NA,"Brasil","Piauí","Gilbués",NA,"-45.3438987731934","-9.83166980743408",NA,"Arbusto Ambiente: Cerrado",NA,NA,"FERNANDES, A.","1979","05","01",NA,NA,"1979","07","15",NA,NA,NA,"69776","auto",NA,NA,NA,NA,NA,NA
"36","2021-04-02 02:00:13-03","UFPI","TEPB","2530","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"FREIRE, F. M. T.",NA,NA,"Brasil","Piauí","Piracuruca","Parque Nacional de Setes Cidades","-41.7092018127441","-3.92806005477905",NA,"Árvore, flor amarela Ambiente: Cerrado <ll>dwc_commonname:</ll> Pau-de-arara, quebra-machado, miolo roxo",NA,NA,"F.M.T. Freira","1982","03","11",NA,NA,"1982","03","11",NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA
"37","2021-04-02 02:00:13-03","UFPI","TEPB","48","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"SOUSA, A. B.",NA,NA,"Brasil","Piauí","Piripiri",NA,"-41.7769012451172","-4.2733302116394",NA,"Ambiente: Campo sujo <ll>dwc_commonname:</ll> Besouro de chapada",NA,NA,"FERNANDES, A. & P. Bezerra","1978","05","01",NA,NA,NA,NA,NA,NA,NA,NA,"32461","auto",NA,NA,NA,NA,NA,NA
"38","2021-04-02 02:00:13-03","UFPI","TEPB","1643","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"DEL' ARCO, M. R.",NA,NA,"Brasil","Piauí","Ribeiro Gonçalves","Próximo à mata seca, Estação Ecológica de Uruçuí-Una","-45.2421989440918","-7.55833005905151",NA,"Arbusto, flor amarela Ambiente: Cerrado",NA,NA,"M.R.Del'arco","1981","04","16",NA,NA,"1981","04","16",NA,NA,NA,"121004","auto",NA,NA,NA,NA,NA,NA
"39","2021-04-02 02:00:13-03","UFPI","TEPB","527","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Cassia","trachypus","Cassia trachypus","Mart.",NA,"DUMBRA, A. J.",NA,NA,"Brasil","Piauí","São Raimundo Nonato",NA,"-42.6994018554688","-9.01527976989746",NA,"Arbusto, flor amarela Ambiente: Caatinga",NA,NA,"FERNANDES, A.","1979","04","14",NA,NA,"1980","08","30",NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA,NA
"40","2021-04-02 02:00:20-03","UFPI","TEPB","20684","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.) H. S. Irwin & Barneby",NA,"A. J. CASTRO","1244",NA,"Brasil","Piauí","Buriti dos Lopes","Rodovoariapara Parnaiba","-41.823611","-3.216944",NA,"arbusto, flor amarela, substrato arenoso Ambiente: transição",NA,NA,NA,"2002","07","15","100","100",NA,NA,NA,"41°49'25W","03°13'01S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-02 11:40:01-03","UFPI","TEPB","8940","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.)I.& B",NA,"M. S. B. Nascimento","141",NA,"Brasil","Piauí","Campo Maior","Fazenda Lourdes","-42.168611","-4.827778",NA,"Arbusto, folhas pegajosas, florea amarelas Ambiente: Campo <ll>dwc_commonname:</ll> Besouro",NA,NA,"M. E. Alencar","1994","04","22",NA,NA,"1994","06","01","42°10'07W","04°49'40S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-22 17:45:06-03","UFPI","TEPB","8007","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.) Irwin & Barneby",NA,"M. E. Alencar",NA,NA,"Brasil","Piauí","Alagoinha","Serra velha km 2 p/ Alagoinha do Piauí",NA,NA,NA,"Subarbusto, ca. 1,5m, flores amarelas <ll>dwc_commonname:</ll> Canafístula de inverno",NA,NA,"Afrânio Fernandes","1994","04","21",NA,NA,"1994","07","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-02 11:40:01-03","UFPI","TEPB","8979","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.)I.& B",NA,"M. S. B. Nascimento","1050",NA,"Brasil","Piauí","Castelo do Piauí","Fazenda Cipó de cima","-41.5525","-5.322222",NA,"Arbusto, ca. 2,5m, folhas simples, flores amarelas Ambiente: Transição caatinga/cerrado <ll>dwc_commonname:</ll> Besouro",NA,NA,"M. E. Alencar","1995","06","13","239","239","1995","07","01","41°33'09W","05°19'20S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-02 11:40:01-03","UFPI","TEPB","8939","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.)Irwin & Barneby",NA,"F.G.Alcoforado Filho","302",NA,"Brasil","Piauí","Colônia do Piauí","Km 30","-42.2","-7.216667",NA,"Arbusto, ca. 3m, folhas pegajosas, flores amarelas Ambiente: Caatinga <ll>dwc_commonname:</ll> Canafístula",NA,NA,"M. E. Alencar","1994","03","15","5","5","1994","06","01","42°12'W","07°13'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-02 02:00:20-03","UFPI","TEPB","20677","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(Benth.) H.S. Irwin & Barneby",NA,"A. J. CASTRO","1233",NA,"Brasil","Piauí","Buriti dos Lopes","Estrada carroçável para Bom Princípio","-41.7725","-3.125",NA,"arbusto, flor amarela, substrato arenoso Ambiente: Transição",NA,NA,NA,"2002","07","15","100","100",NA,NA,NA,"41°46'21W","03°07'30S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-02 11:40:01-03","UFPI","TEPB","18793","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","trachypus","Senna trachypus","(DC.) H. S. Irwin & Barneb",NA,"CHAVES, E. M. F.","286",NA,"Brasil","Piauí","Cocal","Várzea","-41.567222","-3.501111",NA,"árvore, 4m, pétalas amarelas, frequencia baixa, substrato arenoso. Ambiente: Carrasco <ll>dwc_commonname:</ll> flor de besouro",NA,NA,"L. P. de Queiroz","2003","05","17","340","340","2005","06","01","41°34'02W","03°30'04S",NA,NA,NA,NA,NA,NA,NA,NA,NA
