"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","identifiedBy","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"302","2017-03-03 11:32:26-03","MNHN","RECOLNAT_MNHN_P","P02440945","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Sellow, F.",NA,"1814",NA,NA,NA,"[Brésil]",NA,"hb",NA,"Fragment of syntype <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440945' target='other'> <mi>dwc_moreinfo</mi></a>","P02440945",NA,NA,NA,"A.St.-Hil.",NA,"Rio de Janeiro",NA,NA,"Kaastra",NA,"P02440945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678745","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Miers",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678745' target='other'> <mi>dwc_moreinfo</mi></a>","P06678745",NA,NA,NA,"A.St.-Hil.",NA,"Morro do Flamengo.",NA,NA,NA,NA,"P06678745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3593",NA
"304","2015-09-04 19:44:52-03","MNHN","RECOLNAT_MNHN_P","P06678747","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678747' target='other'> <mi>dwc_moreinfo</mi></a>","P06678747",NA,NA,NA,"A.St.-Hil.",NA,"Botafogo, au Morro da Viuva et do Telegrafo.",NA,NA,NA,NA,"P06678747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3919",NA
"305","2008-09-23 15:52:27-03","MNHN","RECOLNAT_MNHN_P","P01167767","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Agra, M.F.|Silva, P.C.",NA,"1998","3","11",NA,"Brésil","Paraiba","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167767' target='other'> <mi>dwc_moreinfo</mi></a>","P01167767",NA,NA,NA,"A.St.-Hil.","Maturéia","Paraiba, Municipio de Maturéia, Pico do Jabre","-37.43139","-7.18611","Agra",NA,"P01167767_01","800","1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5127",NA
"306","2015-11-07 08:54:54-02","MNHN","RECOLNAT_MNHN_P","P02440938","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Saint-Hilaire, A. de",NA,"1816","1",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440938' target='other'> <mi>dwc_moreinfo</mi></a>","P02440938",NA,NA,NA,"A.St.-Hil.",NA,"Province de Rio de Janeiro : près Laranjeira, à la mont du Trapiceiro",NA,NA,"Saint-Hilaire","lectotype","P02440938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 72 B",NA
"307","2015-11-07 08:54:58-02","MNHN","RECOLNAT_MNHN_P","P02440939","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Saint-Hilaire, A. de",NA,"1816","1",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440939' target='other'> <mi>dwc_moreinfo</mi></a>","P02440939",NA,NA,NA,"A.St.-Hil.",NA,"Province de Rio de Janeiro : près Laranjeira, à la mont du Trapiceiro",NA,NA,"Saint-Hilaire","isolectotype","P02440939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 72 B",NA
"308","2016-10-19 16:42:59-02","MNHN","RECOLNAT_MNHN_P","P02440940","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Saint-Hilaire, A. de",NA,"1816","1",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440940' target='other'> <mi>dwc_moreinfo</mi></a>","P02440940",NA,NA,NA,"A.St.-Hil.",NA,"Province de Rio de Janeiro : près Laranjeira, à la mont du Trapiceiro",NA,NA,NA,"isolectotype","P02440940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2 72 B",NA
"309","2016-10-19 16:40:07-02","MNHN","RECOLNAT_MNHN_P","P02440941","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"hb",NA,"Dedit A. de Saint-Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440941' target='other'> <mi>dwc_moreinfo</mi></a>","P02440941",NA,NA,NA,"A.St.-Hil.",NA,"Au Trapiceiro, près Rio de Janeiro",NA,NA,"Saint-Hilaire","syntype","P02440941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274",NA
"310","2016-10-19 12:50:54-02","MNHN","RECOLNAT_MNHN_P","P02440942","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet, J.S.",NA,"1841",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440942' target='other'> <mi>dwc_moreinfo</mi></a>","P02440942",NA,NA,NA,"A.St.-Hil.",NA,"Bahia",NA,NA,NA,NA,"P02440942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3263",NA
"311","2015-11-07 08:56:50-02","MNHN","RECOLNAT_MNHN_P","P02440943","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet, J.S.",NA,"1841",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440943' target='other'> <mi>dwc_moreinfo</mi></a>","P02440943",NA,NA,NA,"A.St.-Hil.",NA,"Bahia",NA,NA,NA,NA,"P02440943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3263",NA
"312","2018-08-31 10:41:15-03","MNHN","RECOLNAT_MNHN_P","P02440944","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet, J.S.",NA,"1841",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440944' target='other'> <mi>dwc_moreinfo</mi></a>","P02440944",NA,NA,NA,"A.St.-Hil.",NA,"Bahia",NA,NA,NA,NA,"P02440944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3263",NA
"313","2015-09-04 11:02:32-03","MNHN","RECOLNAT_MNHN_P","P03300827","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet, J.S.",NA,"1841",NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03300827' target='other'> <mi>dwc_moreinfo</mi></a>","P03300827",NA,NA,NA,"A.St.-Hil.",NA,"Bahia",NA,NA,NA,NA,"P03300827_01 P03300827_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3263",NA
"314","2016-12-26 14:20:36-02","MNHN","RECOLNAT_MNHN_P","P04702581","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Sano, P.T.|Sakuragui, C.M.|Harley, R.M.|Souza, V.C.|Atkins, S.",NA,"1994","2","25",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04702581' target='other'> <mi>dwc_moreinfo</mi></a>","P04702581",NA,NA,NA,"A.St.-Hil.",NA,"Abaíra. Estrada Abaíra-Catolés, próximo ao Distrito de Curralinho.","-41.75056","-13.30722",NA,NA,"P04702581_01","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14569",NA
"315","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678725","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678725' target='other'> <mi>dwc_moreinfo</mi></a>","P06678725",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2958",NA
"316","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678727","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678727' target='other'> <mi>dwc_moreinfo</mi></a>","P06678727",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678728","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Richard",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678728' target='other'> <mi>dwc_moreinfo</mi></a>","P06678728",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678729","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678729' target='other'> <mi>dwc_moreinfo</mi></a>","P06678729",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678732","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678732' target='other'> <mi>dwc_moreinfo</mi></a>","P06678732",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159",NA
"320","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678733","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Lund, P.W.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678733' target='other'> <mi>dwc_moreinfo</mi></a>","P06678733",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"277",NA
"321","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678734","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou, A.",NA,"1892","5","17",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678734' target='other'> <mi>dwc_moreinfo</mi></a>","P06678734",NA,NA,NA,"A.St.-Hil.",NA,"Alto Macahé.",NA,NA,NA,NA,"P06678734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18971",NA
"322","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678735","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1972","1","18",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678735' target='other'> <mi>dwc_moreinfo</mi></a>","P06678735",NA,NA,NA,"A.St.-Hil.",NA,"On road to Abaira ca. 8 km. to N. of the Town of Rio de Contas.","-41.78333","-13.55",NA,NA,"P06678735_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15249",NA
"323","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678736","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","3","5",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678736' target='other'> <mi>dwc_moreinfo</mi></a>","P06678736",NA,NA,NA,"A.St.-Hil.",NA,"3 km N.W. of Lagoinha( 5.5km S.W. of Delfino) on the side road to Minas do Mimoso.",NA,NA,NA,NA,"P06678736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16737",NA
"324","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678737","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet",NA,"1844","1","1",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678737' target='other'> <mi>dwc_moreinfo</mi></a>","P06678737",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"339",NA
"325","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678738","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Allemão|Cysneiros",NA,NA,NA,NA,NA,"Brasil","Ceará","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678738' target='other'> <mi>dwc_moreinfo</mi></a>","P06678738",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276",NA
"326","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678740","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Blanchet",NA,"1834","1","1",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678740' target='other'> <mi>dwc_moreinfo</mi></a>","P06678740",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1716",NA
"327","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678742","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","4",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678742' target='other'> <mi>dwc_moreinfo</mi></a>","P06678742",NA,NA,NA,"A.St.-Hil.",NA,"27.5 km SE of the town of Morro do Chapeu on the BAO52 road to Mundo Novo.","-41.01667","-11.65",NA,NA,"P06678742_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19401",NA
"328","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678743","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou",NA,"1870","1","2",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678743' target='other'> <mi>dwc_moreinfo</mi></a>","P06678743",NA,NA,NA,"A.St.-Hil.",NA,"Morro da Viuva.",NA,NA,NA,NA,"P06678743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11855",NA
"329","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678744","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Harley, R.M.|Santos, T.S.|PInheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","1","15",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678744' target='other'> <mi>dwc_moreinfo</mi></a>","P06678744",NA,NA,NA,"A.St.-Hil.",NA,"On the coast road between Alcobaça and Prado, 10km NW of Alcobaça and 4km N along road from the Itanhentinga.","-39.21667","-17.5",NA,NA,"P06678744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17944",NA
"330","2015-09-04 19:45:14-03","MNHN","RECOLNAT_MNHN_P","P06678808","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","[Rdl]",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678808' target='other'> <mi>dwc_moreinfo</mi></a>","P06678808",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2015-09-04 19:45:14-03","MNHN","RECOLNAT_MNHN_P","P06678809","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Miers",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678809' target='other'> <mi>dwc_moreinfo</mi></a>","P06678809",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3521",NA
"332","2015-09-04 19:45:15-03","MNHN","RECOLNAT_MNHN_P","P06678810","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Riedel",NA,"1848","1","1",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678810' target='other'> <mi>dwc_moreinfo</mi></a>","P06678810",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34",NA
"333","2015-09-04 19:45:15-03","MNHN","RECOLNAT_MNHN_P","P06678811","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678811' target='other'> <mi>dwc_moreinfo</mi></a>","P06678811",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"334","2015-09-04 19:45:15-03","MNHN","RECOLNAT_MNHN_P","P06678815","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou, A.",NA,"1862","2","9",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678815' target='other'> <mi>dwc_moreinfo</mi></a>","P06678815",NA,NA,NA,"A.St.-Hil.",NA,"Restinga de Copacabana.",NA,NA,NA,NA,"P06678815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA
"335","2015-09-04 19:45:15-03","MNHN","RECOLNAT_MNHN_P","P06678816","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678816' target='other'> <mi>dwc_moreinfo</mi></a>","P06678816",NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,"P06678816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678726","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Burchell",NA,"1826","6","18",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678726' target='other'> <mi>dwc_moreinfo</mi></a>","P06678726",NA,NA,NA,"A.St.-Hil.","Rio de Janeiro","In the valley of Laranjeiras.","-43.2075004577637","-22.9027996063232",NA,NA,"P06678726_01",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"2972",NA
"337","2015-09-04 19:44:21-03","MNHN","RECOLNAT_MNHN_P","P06678746","PreservedSpecimen",NA,"Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Glaziou",NA,"1869","3","16",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06678746' target='other'> <mi>dwc_moreinfo</mi></a>","P06678746",NA,NA,NA,"A.St.-Hil.","Rio de Janeiro","Morro Queimado.","-43.2075004577637","-22.9027996063232",NA,NA,"P06678746_01",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"3919",NA
"338","2020-10-01 14:25:00-03","JBB","HEPH","34429","S","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Moreira, NC; Stehmann, JR; Gouvêa, YF","203","2015","02","12","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon","Sapindales",NA,"A.St.-Hil.","Pedro Leopoldo","Lapa do Bau","-43.988889","-19.548056",NA,NA,NA,"645","645",NA,NA,NA,NA,NA,NA,"-43.988889","-19.548056",NA,NA,NA
"339","2020-12-11 11:41:13-03","UFMG","BHCB","42572","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-11 11:41:13-03","UFMG","BHCB","139423","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","PPFES","201","2007","03",NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Árvore ca 5,5 m de altura e 16,5 cm de circunferência.; Floresta Estacional Semidecidual.","BHCB012728","Dicotyledon",NA,NA,"A.St.-Hil.","Araguari","Fazenda da Mata","-48.377222","-18.491111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.377222","-18.491111",NA,NA,NA
"341","2020-12-11 11:41:13-03","UFMG","BHCB","186327","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Mota, RC da; Junior, RT","4144","2017","02","09","Southern America","Brasil","Minas Gerais",NA,NA,"Projeto desenvolvido pelo Instituto Prístino!; Arbusto; flores verde-claras.; Coletada em Carrasco sobre Campo Rupestre Ferruginoso","BHCB186327","Dicotyledon",NA,NA,"A.St.-Hil.","Rio Pardo de Minas","Fazenda Cachoeira Cabo do guarda chuva","-42.711944","-16.031667",NA,NA,NA,"930","930",NA,NA,"2017","03","11",NA,"-42.711944","-16.031667",NA,NA,NA
"342","2020-12-11 11:41:13-03","UFMG","BHCB","190406","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Azevedo, LO; Paula, LFA de; Mauad, LP; Porembisk, S","455","2016","03","31","Southern America","Brasil","Minas Gerais",NA,NA,"População com outros indivíduos próximos.; Botões florais amarelos. Sépalas amarronxadas. Folhas com pontuações translúcidas e com cheiro de manga verde. Alt. 3m. Arvoreta.; Em borda de escrube. Iselbergue granítico com pequenos fragm","BHCB190406","Dicotyledon",NA,NA,"A.St.-Hil.","Carlos Chagas","Pedra do Kaladão, Inselbergue próximo ao Posto do Kaladão na BR 418.","-40.995","-17.863333",NA,NA,NA,"380","380",NA,NA,"2016","09",NA,NA,"-40.995","-17.863333",NA,NA,NA
"343","2020-12-11 11:41:13-03","UFMG","BHCB","191267","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Moreira, NC; Stehmann, JR; Gouvêa, YF","203","2015","02","12","Southern America","Brasil","Minas Gerais",NA,NA,"Afloramento de calcário","BHCB191267","Dicotyledon",NA,NA,"A.St.-Hil.","Pedro Leopoldo","Lapa do Baú","-43.988889","-19.548056",NA,NA,NA,"645","645",NA,NA,NA,NA,NA,NA,"-43.988889","-19.548056",NA,NA,NA
"344","2020-12-11 11:41:13-03","UFMG","BHCB","28889","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-12-11 11:41:13-03","UFMG","BHCB","28889","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-11 11:41:13-03","UFMG","BHCB","38364","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-12-11 11:41:13-03","UFMG","BHCB","28701","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Peruíbe","Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
