nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Plinia phitrantha,Plinia phitrantha,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Psidium grandifolium,Psidium cinereum-Psidium grandifolium,apta,Nome original era sinônimo-NA,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Psidium myrtoides,Psidium giganteum-Psidium myrtoides,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-NA,EN-LC,EN-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Psidium salutare,Psidium salutare,apta,NA,NA,LC,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Psidium sartorianum,Psidium sartorianum,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Siphoneugena densiflora,Siphoneugena densiflora-Siphoneugenia densiflora,apta,Nome original mal escrito-NA,NA-NA,VU-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Siphoneugena kiaerskoviana,Siphoneugena kiaerskoviana,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Siphoneugena reitzii,Siphoneugena reitzii,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia vestita,Myrcia vestita,apta,NA,NA,LC,NA,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Eugenia arenosa,Eugenia arenosa,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrcia aethusa,Myrcia aethusa-Myrcia oligantha,apta,Nome original era sinônimo-NA,NA-NA,VU-NA,NA-NA,NA-NA,NA-NA,NA-EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Plinia coronata,Plinia coronata,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrcia eugenioides,Myrcia lineata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,FBnao- OCCScruzam
Myrcia retusa,Myrcia retusa,apta,NA,NA,EN,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Plinia pseudodichasiantha,Plinia pseudodichasiantha,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia flagellaris,Myrcia flagellaris,apta,NA,NA,NA,VU,NA,NT,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia longibracteata,Eugenia longibracteata,apta,NA,NA,NA,NA,NA,DD,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrceugenia hamoniana,Myrceugenia hamoniana-Myrceugenia smithii,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Siphoneugena crassifolia,Siphoneugena crassifolia-Siphoneugena widgreniana-Siphoneugenia widgreniana,apta,Nome original era sinônimo-Nome original mal escrito/Nome original era sinônimo-NA,NA-NA-NA,LC-VU-NA,NA-NA-NA,NA-NA-NA,NA-NA-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia ferruginosa,Myrcia ferruginosa,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia skortzoviana,Marlierea skortzoviana-Myrcia skortzoviana,apta,Nome original era sinônimo-NA,CR-NA,NA-EN,NA-NA,CR-NA,CR-NA,CR-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eugenia pithecocephala,Eugenia pithecocephala,apta,NA,NA,CR,NA,NA,CR,NA,entra,TRUE,NA,FALSE,NA,TRUE,NA,2,NA
Myrcia multipunctata,Marlierea clausseniana-Marlierea gardneriana-Myrcia multipunctata,apta,Nome original era sinônimo-NA,NA-NA-NA,LC-NA-NA,NA-NA-NA,NA-NA-NA,NA-DD-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Plinia silvestris,Plinia complanata-Plinia silvestris,apta,Nome original era sinônimo-NA,NA-NA,EN-NA,NA-EN,NA-EN,EN-EN,NA-EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia grammica,Calyptranthes grammica-Myrcia grammica,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,NA-NA,NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia lonchophylla,Calyptranthes ubatubana-Myrcia lonchophylla,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,NA-VU,NA-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia legrandii,Calyptranthes hatschbachii-Calyptranthes obovata,apta,Nome original era sinônimo,NA-NA,NA-NA,NA-NA,EN-EN,EN-LC,NA-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia pileata,Calyptranthes pileata,apta,Nome original era sinônimo,NA,NA,NA,VU,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia curta,Calyptranthes curta,apta,Nome original era sinônimo,NA,NA,NA,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia dryadica,Calyptranthes dryadica-Myrcia dryadica,apta,Nome original era sinônimo-NA,NA-NA,VU-NA,NA-VU,NA-NA,NA-DD,NA-VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Myrcia fusiformis,Calyptranthes fusiformis,apta,Nome original era sinônimo,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia styphelantha,Calyptranthes serrana,apta,Nome original era sinônimo,NA,NA,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia solitaria,Calyptranthes solitaria,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Myrcia neoregeliana,Marlierea regeliana-Myrcia neoregeliana,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-VU,NA-NA,NA-LC,NA-VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Myrcia glomerata,Calyptranthes concinna-Calyptranthes obversa-Calyptranthes widgreniana,apta,Nome original era sinônimo,NA-NA-NA,LC-NA-NA,NA-NA-NA,NA-NA-NA,NA-CR-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Myrcia loranthifolia,Calyptranthes brasiliensis-Calyptranthes glazioviana-Calyptranthes grandifolia-Calyptranthes rufa-Myrcia neobrasiliensis,apta,Nome original era sinônimo,NA-NA-NA-NA,LC-NA-NA-NA,NA-NA-NA-NA,NA-NA-NA-NA,NA-EN-LC-NA,NA-NA-NA-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Guapira nitida,Guapira nitida,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chionanthus filiformis,Chionanthus filiformis,apta,NA,NA,LR/nt,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chionanthus subsessilis,Chionanthus subsessilis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Ludwigia anastomosans,Ludwigia anastomosans,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Anathallis gehrtii,Anathallis gehrtii,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Barbosella dusenii,Barbosella dusenii,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Bifrenaria racemosa,Bifrenaria racemosa,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Brachionidium restrepioides,Brachionidium restrepioides,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Campylocentrum spannagelii,Campylocentrum spannagelii,apta,NA,NA,DD,NA,NA,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Catasetum atratum,Catasetum atratum,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cattleya bicolor,Cattleya bicolor,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cattleya intermedia,Cattleya intermedia,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cattleya labiata,Cattleya labiata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Cattleya tigrina,Cattleya tigrina,apta,NA,NA,NA,NA,VU,VU,EW,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cirrhaea loddigesii,Cirrhaea loddigesii,apta,NA,NA,NA,NA,CR,CR,CR,entra,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,NA
Cirrhaea longiracemosa,Cirrhaea longiracemosa,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cyrtopodium hatschbachii,Cyrtopodium hatschbachii,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Cyrtopodium lissochiloides,Cyrtopodium lissochiloides,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cyrtopodium palmifrons,Cyrtopodium palmifrons,apta,NA,NA,NA,NA,VU,VU,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cyrtopodium parviflorum,Cyrtopodium parviflorum,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Dichaea mosenii,Dichaea mosenii,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Dryadella auriculigera,Dryadella auriculigera,apta,NA,CR,NA,NA,CR,CR,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Epidendrum geniculatum,Epidendrum geniculatum-Epidendrum hololeucum,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,NT,VU,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Epidendrum henschenii,Epidendrum henschenii,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Epidendrum saxatile,Epidendrum saxatile,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gomesa laxiflora,Gomesa doeringii-Gomesa laxiflora,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Grandiphyllum auricula,Grandiphyllum schunkeanum,apta,Nome original era sinônimo,NA,CR,NA,NA,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Grandiphyllum hians,Grandiphyllum hians,apta,NA,NA,NA,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Grobya fascifera,Grobya fascifera,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Habenaria armata,Habenaria armata,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Habenaria crucifera,Habenaria aphylla-Habenaria crucifera,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,DD-DD,EX-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Habenaria hexaptera,Habenaria hexaptera,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Habenaria leucosantha,Habenaria leucosantha,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Habenaria novaesii,Habenaria novaesii,apta,NA,NA,NA,NA,CR,CR,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Habenaria regnellii,Habenaria regnellii,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Habenaria trifida,Habenaria trifida,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Habenaria brachyplectron,Habenaria brachyplectron,apta,NA,CR,NA,NA,CR,CR,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Isabelia virginalis,Isabelia virginalis,apta,NA,NA,NA,VU,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Lepanthopsis densiflora,Lepanthopsis densiflora,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Malaxis jaraguae,Malaxis jaraguae,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Mesadenella atroviridis,Mesadenella atroviridis,apta,NA,NA,NA,NA,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Octomeria alexandri,Octomeria alexandri,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Octomeria decumbens,Octomeria decumbens,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Octomeria estrellensis,Octomeria estrellensis,apta,NA,NA,NA,NA,NA,NT,EW,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Octomeria lichenicola,Octomeria lichenicola,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Octomeria praestans,Octomeria praestans,apta,NA,NA,NA,NA,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Octomeria truncicola,Octomeria truncicola,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Octomeria wawrae,Octomeria wawrae,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Octomeria wilsoniana,Octomeria wilsoniana,apta,NA,CR,NA,NA,CR,CR,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Pogoniopsis schenckii,Pogoniopsis schenckii,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Pteroglossa macrantha,Pteroglossa macrantha,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Rodriguezia obtusifolia,Rodriguezia obtusifolia,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rodriguezia rigida,Rodriguezia rigida,apta,NA,NA,NA,NA,NA,DD,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Sarcoglottis alexandri,Sarcoglottis alexandri-Sarcoglottis alexandrii,apta,Nome original mal escrito-NA,NA-NA,NA-NA,NA-NA,EN-NA,EN-NA,EX-EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Sarcoglottis uliginosa,Sarcoglottis uliginosa,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Stelis argentata,Stelis itatiayae,apta,Nome original era sinônimo,NA,NT,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Zootrophion atropurpureum,Zootrophion atropurpureum,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Bifrenaria tyrianthina,Bifrenaria tyrianthina,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,LC,EW,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Maxillaria marginata,Brasiliorchis consanguinea,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Saundersia mirabilis,Saundersia mirabilis,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Acianthera ophiantha,Acianthera ophiantha,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Chaubardia gehrtiana,Hoehneella heloisae,apta,Nome original era sinônimo,NA,NA,NA,CR,CR,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cirrhaea fuscolutea,Cirrhaea fuscolutea,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Epidendrum parahybunense,Epidendrum ecostatum-Epidendrum parahybunense,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,VU,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Habenaria santensis,Habenaria santensis,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Houlletia brocklehurstiana,Houlletia brocklehurstiana,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Malaxis cogniauxiana,Malaxis cogniauxiana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NT,EX,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,FBnao- OCCScruzam
Maxillaria schunkeana,Brasiliorchis schunkeana,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Miltonia russelliana,Anneliesia russelliana,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Octomeria hoehnei,Octomeria hoehnei,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Polystachya rupicola,Polystachya rupicola,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,CR,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Veyretia aphylla,Veyretia rupicola,apta,Nome original era sinônimo,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Zygopetalum maculatum,Zygopetalum brachypetalum-Zygopetalum maculatum,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,LC-NT,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cattleya crispa,Brasilaelia crispa-Hadrolaelia crispa,apta,Nome original era sinônimo,NA-NA,NA-NA,NA-NA,VU-NA,NA-VU,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Cattleya jongheana,Hadrolaelia jongheana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Cattleya pumila,Hadrolaelia pumila,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,VU,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Cattleya wittigiana,Hadrolaelia brevipedunculata-Hadrolaelia wittigiana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA-NA,NA-NA,NA-NA,EN-VU,NA-NA,NA-NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Pabstiella miniatolineolata,Pleurothallis miniatolineolata,apta,Nome original era sinônimo,NA,DD,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sauroglossum elatum,Sauroglossum elatum,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Vanilla dietschiana,Vanilla dietschiana,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Zygopetalum jugosum,Pabstia jugosa,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Zygopetalum mosenianum,Zygopetalum pedicellatum,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Zygopetalum viride,Pabstia schunkiana-Pabstia viridis,apta,Nome original era sinônimo,NA-NA,NA-NA,NA-NA,CR-NA,CR-DD,NA-NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Gomesa jucunda,Gomesa jucunda,apta,NA,NA,NA,VU,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gomesa concolor,Brasilidium concolor-Gomesa concolor,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,LC-LC,EN-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Gomesa ciliata,Gomesa ciliata,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Gomesa cuneata,Baptistonia truncata-Gomesa cuneata,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA-NA,NA-NA,NA-NA,CR-CR,NA-NA,VU-NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Gomesa majevskyae,Coppensia majevskyi,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Gomesa pectoralis,Brasilidium marshallianum-Brasilidium pectorale-Gomesa pectoralis,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,CR-CR,CR-NA,NA-CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gomesa praetexta,Brasilidium gravesianum-Brasilidium praetextum-Gomesa praetexta,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,VU-NA,NA-NA,NA-LC,VU-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gomesa sarcodes,Baptistonia sarcodes-Gomesa sarcodes,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gomesa uniflora,Alatiglossum croesus-Alatiglossum longipes-Gomesa uniflora,apta,Nome original era sinônimo-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,CR-CR-NA,CR-NA-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Capanemia therezae,Capanemia fluminensis-Capanemia therezae-Capanemia thereziae,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,DD-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Maxillaria meleagris,Camaridium meleagris,examinar,"Taxonomia incerta/Nome ainda é sinônimo, checar",NA,NA,NA,NA,DD,NA,entra,NA,TRUE,NA,TRUE,NA,TRUE,3,NA
Cattleya purpurata,Brasilaelia purpurata-Cattleya purpurata-Hadrolaelia purpurata,apta,Nome original era sinônimo-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,VU-VU-NA,NA-NA-VU,EW-NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Gomesa florida,Coppensia macronyx,apta,Nome original era sinônimo,NA,NA,NA,VU,VU,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Warczewiczella wailesiana,Warczewiczella candida-Warczewiczella wailesiana,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,DD-DD,EN-NA,entra,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,NA
Agalinis communis,Agalinis communis,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Agalinis ramulifera,Agalinis ramulifera,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Escobedia grandiflora,Escobedia grandiflora,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
