sp,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum
Actinocephalus rhizomatosus,FALSE,NA,FALSE,NA,FALSE,NA,0
Actinocephalus scytophyllus,FALSE,NA,FALSE,NA,FALSE,NA,0
Actinostemon concolor,TRUE,NA,TRUE,NA,TRUE,NA,3
Actinostemon klotzschii,TRUE,NA,TRUE,NA,TRUE,NA,3
Actinostemon verticillatus,TRUE,NA,TRUE,NA,TRUE,NA,3
Adamantinia miltonioides,FALSE,NA,FALSE,NA,FALSE,NA,0
Adelothecium bogotense,FALSE,NA,FALSE,NA,TRUE,NA,1
Adenocalymma dichilum,FALSE,NA,FALSE,NA,FALSE,NA,0
Adenocalymma hypostictum,FALSE,NA,FALSE,NA,FALSE,NA,0
Adenocalymma paulistarum,TRUE,NA,TRUE,NA,TRUE,NA,3
Adenocalymma ubatubense,FALSE,NA,FALSE,NA,TRUE,NA,1
Adenophaedra cearensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Adesmia paranensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Adiantum diphyllum,FALSE,NA,FALSE,NA,FALSE,NA,0
Adiantum discolor,FALSE,NA,FALSE,NA,FALSE,NA,0
Adiantum mynsseniae,FALSE,NA,FALSE,NA,TRUE,NA,1
Adiantum papillosum,FALSE,NA,FALSE,NA,FALSE,NA,0
Adiantum tetragonum,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea alopecurus,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea amicorum,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea azurea,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea bambusoides,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea bromeliifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea candida,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea capixabae,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea cariocae,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea castanea,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea caudata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea cylindrata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea distichantha,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea echinata,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea entringeri,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea fosteriana,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea gamosepala,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea gracilis,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea kertesziae,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea kleinii,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea lingulata,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea macrochlamys,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea muricata,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea mutica,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea nudicaulis,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea orlandiana,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea pectinata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aechmea podantha,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea recurvata,FALSE,NA,FALSE,NA,TRUE,NA,1
Aechmea roberto-seidelii,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea rubrolilacina,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea setigera,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea sphaerocephala,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea triangularis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea vanhoutteana,FALSE,NA,FALSE,NA,TRUE,NA,1
Aechmea werdermannii,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea winkleri,FALSE,NA,FALSE,NA,FALSE,NA,0
Aechmea wittmackiana,FALSE,NA,FALSE,NA,TRUE,NA,1
Aegiphila australis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aegiphila brachiata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila capitata,FALSE,NA,FALSE,NA,FALSE,NA,0
Aegiphila duckei,FALSE,NA,FALSE,NA,FALSE,NA,0
Aegiphila fluminensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila integrifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila mediterranea,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila obducta,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila verticillata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aegiphila vitelliniflora,TRUE,NA,TRUE,NA,TRUE,NA,3
Aeschynomene ciliata,TRUE,NA,TRUE,NA,TRUE,NA,3
Aeschynomene denticulata,FALSE,NA,FALSE,NA,TRUE,NA,1
Aeschynomene fructipendula,FALSE,NA,FALSE,NA,FALSE,NA,0
Aeschynomene selloi,TRUE,NA,TRUE,NA,TRUE,NA,3
Agalinis bandeirensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Agalinis brachyphylla,FALSE,NA,FALSE,NA,FALSE,NA,0
Agalinis communis,TRUE,NA,TRUE,NA,TRUE,NA,3
Agalinis itambensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Agalinis nana,FALSE,NA,FALSE,NA,FALSE,NA,0
Agalinis ramulifera,TRUE,NA,TRUE,NA,TRUE,NA,3
Agalinis schwackeana,FALSE,NA,FALSE,NA,FALSE,NA,0
Agarista chlorantha,TRUE,NA,TRUE,NA,TRUE,NA,3
Agarista niederleinii,TRUE,NA,TRUE,NA,TRUE,NA,3
Agarista nummularia,TRUE,NA,TRUE,NA,TRUE,NA,3
Agarista oleifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Agarista pulchra,TRUE,NA,TRUE,NA,TRUE,NA,3
Agenium leptocladum,TRUE,NA,TRUE,NA,TRUE,NA,3
Agonandra brasiliensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Agrianthus almasensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Agrianthus giuliettiae,FALSE,NA,FALSE,NA,FALSE,NA,0
Agrimonia parviflora,FALSE,NA,FALSE,NA,TRUE,NA,1
Agrostis lenis,FALSE,NA,FALSE,NA,TRUE,NA,1
Agrostis longiberbis,TRUE,NA,TRUE,NA,TRUE,NA,3
Aguiaria excelsa,FALSE,NA,FALSE,NA,FALSE,NA,0
Aiouea acarodomatifera,TRUE,NA,TRUE,NA,TRUE,NA,3
Aiouea benthamiana,FALSE,NA,FALSE,NA,FALSE,NA,0
Aiouea bracteata,FALSE,NA,FALSE,NA,TRUE,NA,1
Aiouea glaziovii,TRUE,NA,TRUE,NA,TRUE,NA,3
Aiouea lehmannii,FALSE,NA,FALSE,NA,FALSE,NA,0
Aiouea macedoana,FALSE,NA,FALSE,NA,FALSE,NA,0
Aiouea piauhyensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Aiouea saligna,TRUE,NA,TRUE,NA,TRUE,NA,3
Aiouea trinervis,TRUE,NA,TRUE,NA,TRUE,NA,3
Akrosida macrophylla,FALSE,NA,FALSE,NA,TRUE,NA,1
Alansmia senilis,FALSE,NA,FALSE,NA,TRUE,NA,1
Albizia burkartiana,FALSE,NA,FALSE,NA,FALSE,NA,0
Albizia carbonaria,FALSE,NA,FALSE,NA,TRUE,NA,1
Albizia edwallii,TRUE,NA,TRUE,NA,TRUE,NA,3
Albizia glabripetala,FALSE,NA,FALSE,NA,FALSE,NA,0
Albizia inundata,FALSE,NA,FALSE,NA,TRUE,NA,1
Albizia niopoides,TRUE,NA,TRUE,NA,TRUE,NA,3
Albizia polycephala,TRUE,NA,TRUE,NA,TRUE,NA,3
Alcantarea duarteana,FALSE,NA,FALSE,NA,FALSE,NA,0
Alcantarea farneyi,FALSE,NA,FALSE,NA,FALSE,NA,0
Alcantarea geniculata,FALSE,NA,FALSE,NA,FALSE,NA,0
Alcantarea glaziouana,TRUE,NA,TRUE,NA,TRUE,NA,3
Alcantarea imperialis,TRUE,NA,TRUE,NA,TRUE,NA,3
Alcantarea nahoumii,FALSE,NA,FALSE,NA,FALSE,NA,0
Alcantarea vinicolor,FALSE,NA,FALSE,NA,FALSE,NA,0
Alchornea glandulosa,TRUE,NA,TRUE,NA,TRUE,NA,3
Alchornea triplinervia,TRUE,NA,TRUE,NA,TRUE,NA,3
Aldama aspilioides,FALSE,NA,FALSE,NA,TRUE,NA,1
Aldama corumbensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama filifolia,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama goyazii,TRUE,NA,TRUE,NA,TRUE,NA,3
Aldama grandiflora,FALSE,NA,FALSE,NA,TRUE,NA,1
Aldama linearifolia,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama paranensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama pilosa,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama santacatarinensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldama vernonioides,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldina microphylla,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldina occidentalis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aldina polyphylla,FALSE,NA,FALSE,NA,FALSE,NA,0
Algernonia brasiliensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Algernonia dimitrii,FALSE,NA,FALSE,NA,FALSE,NA,0
Algernonia kuhlmannii,FALSE,NA,FALSE,NA,FALSE,NA,0
Algernonia leandrii,TRUE,NA,TRUE,NA,TRUE,NA,3
Algernonia riedelii,TRUE,NA,TRUE,NA,TRUE,NA,3
Allagoptera arenaria,TRUE,NA,TRUE,NA,TRUE,NA,3
Allagoptera brevicalyx,FALSE,NA,FALSE,NA,FALSE,NA,0
Allantoma integrifolia,FALSE,NA,FALSE,NA,FALSE,NA,0
Allantoma kuhlmannii,FALSE,NA,FALSE,NA,FALSE,NA,0
Allantoma pauciramosa,FALSE,NA,FALSE,NA,FALSE,NA,0
Allantoma uaupensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Allophylus edulis,TRUE,NA,TRUE,NA,TRUE,NA,3
Allophylus melanophloeus,TRUE,NA,TRUE,NA,TRUE,NA,3
Allophylus membranifolius,FALSE,NA,FALSE,NA,TRUE,NA,1
Allophylus puberulus,FALSE,NA,FALSE,NA,TRUE,NA,1
Allophylus racemosus,TRUE,NA,TRUE,NA,TRUE,NA,3
Allophylus semidentatus,TRUE,NA,TRUE,NA,TRUE,NA,3
Aloysia hatschbachii,FALSE,NA,FALSE,NA,FALSE,NA,0
Aloysia polygalifolia,FALSE,NA,FALSE,NA,FALSE,NA,0
Alseis floribunda,TRUE,NA,TRUE,NA,TRUE,NA,3
Alseis involuta,FALSE,NA,FALSE,NA,TRUE,NA,1
Alseis latifolia,FALSE,NA,FALSE,NA,TRUE,NA,1
Alsophila capensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Alstroemeria amabilis,FALSE,NA,FALSE,NA,FALSE,NA,0
Alstroemeria apertiflora,FALSE,NA,FALSE,NA,TRUE,NA,1
Alstroemeria brasiliensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Alstroemeria capixaba,FALSE,NA,FALSE,NA,FALSE,NA,0
Alstroemeria caryophyllaea,TRUE,NA,TRUE,NA,TRUE,NA,3
Alstroemeria foliosa,TRUE,NA,TRUE,NA,TRUE,NA,3
Alstroemeria inodora,TRUE,NA,TRUE,NA,TRUE,NA,3
Alstroemeria malmeana,FALSE,NA,FALSE,NA,FALSE,NA,0
Alstroemeria orchidioides,FALSE,NA,FALSE,NA,TRUE,NA,1
Alstroemeria penduliflora,FALSE,NA,FALSE,NA,FALSE,NA,0
Alstroemeria plantaginea,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera aquatica,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera bahiensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Alternanthera flavescens,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera hirtula,FALSE,NA,FALSE,NA,FALSE,NA,0
Alternanthera januarensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Alternanthera kurtzii,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera lanceolata,FALSE,NA,FALSE,NA,TRUE,NA,1
Alternanthera micrantha,FALSE,NA,FALSE,NA,TRUE,NA,1
Alternanthera paronychioides,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera praelonga,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera puberula,FALSE,NA,FALSE,NA,TRUE,NA,1
Alternanthera reineckii,FALSE,NA,FALSE,NA,TRUE,NA,1
Alternanthera sessilis,TRUE,NA,TRUE,NA,TRUE,NA,3
Alternanthera tenella,TRUE,NA,TRUE,NA,TRUE,NA,3
Altoparadisium chapadense,FALSE,NA,FALSE,NA,FALSE,NA,0
Amaioua guianensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Amaioua monteiroi,FALSE,NA,FALSE,NA,FALSE,NA,0
Amaranthus rosengurtii,FALSE,NA,FALSE,NA,FALSE,NA,0
Amauropelta araucariensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Amauropelta concinna,TRUE,NA,FALSE,NA,TRUE,NA,2
Amauropelta novaeana,FALSE,NA,FALSE,NA,FALSE,NA,0
Ambrosia polystachya,TRUE,NA,TRUE,NA,TRUE,NA,3
Amburana acreana,FALSE,NA,FALSE,NA,FALSE,NA,0
Amburana cearensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Amburana erythrosperma,TRUE,NA,TRUE,NA,TRUE,NA,3
Amphilophium crucigerum,TRUE,NA,TRUE,NA,TRUE,NA,3
Amphirrhox longifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Anacardium humile,TRUE,NA,TRUE,NA,TRUE,NA,3
Ananas fritzmuelleri,TRUE,NA,TRUE,NA,TRUE,NA,3
Anathallis adenochila,FALSE,NA,FALSE,NA,TRUE,NA,1
Anathallis bleyensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Anathallis crebrifolia,FALSE,NA,FALSE,NA,FALSE,NA,0
Anathallis gehrtii,TRUE,NA,TRUE,NA,TRUE,NA,3
Anathallis gerthatschbachii,FALSE,NA,FALSE,NA,FALSE,NA,0
Anathallis kautskyi,FALSE,NA,FALSE,NA,FALSE,NA,0
Anathallis montipelladensis,FALSE,NA,FALSE,NA,TRUE,NA,1
Anathallis obovata,TRUE,NA,TRUE,NA,TRUE,NA,3
Anathallis pabstii,FALSE,NA,FALSE,NA,FALSE,NA,0
Anathallis radialis,FALSE,NA,FALSE,NA,TRUE,NA,1
Anathallis tigridens,FALSE,NA,FALSE,NA,FALSE,NA,0
Ancistrotropis firmula,TRUE,NA,TRUE,NA,TRUE,NA,3
Andira anthelmia,TRUE,NA,TRUE,NA,TRUE,NA,3
Andira fraxinifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Andira humilis,TRUE,NA,TRUE,NA,TRUE,NA,3
Andira ormosioides,TRUE,NA,TRUE,NA,TRUE,NA,3
Andira praecox,FALSE,NA,FALSE,NA,FALSE,NA,0
Andira vermifuga,TRUE,NA,TRUE,NA,TRUE,NA,3
Andreadoxa flava,FALSE,NA,FALSE,NA,FALSE,NA,0
Andropogon carinatus,TRUE,NA,TRUE,NA,TRUE,NA,3
Andropogon glaucophyllus,TRUE,NA,TRUE,NA,TRUE,NA,3
Andropogon hypogynus,TRUE,NA,TRUE,NA,TRUE,NA,3
Anemia blechnoides,TRUE,NA,FALSE,NA,TRUE,NA,2
Anemia dentata,FALSE,NA,FALSE,NA,FALSE,NA,0
Anemia espiritosantensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Anemia gardneri,FALSE,NA,FALSE,NA,FALSE,NA,0
Anemia organensis,FALSE,NA,FALSE,NA,FALSE,NA,0
Anemia phyllitidis,TRUE,NA,TRUE,NA,TRUE,NA,3
Anemia trichorhiza,FALSE,NA,FALSE,NA,TRUE,NA,1
Anemone decapetala,TRUE,NA,TRUE,NA,TRUE,NA,3
Anemone sellowii,TRUE,NA,TRUE,NA,TRUE,NA,3
Anemopaegma arvense,TRUE,NA,TRUE,NA,TRUE,NA,3
Anemopaegma mirabile,FALSE,NA,FALSE,NA,FALSE,NA,0
Anemopaegma patelliforme,FALSE,NA,FALSE,NA,FALSE,NA,0
Anetanthus gracilis,FALSE,NA,FALSE,NA,FALSE,NA,0
Aneura pinguis,TRUE,NA,TRUE,NA,TRUE,NA,3
Angelonia integerrima,FALSE,NA,FALSE,NA,TRUE,NA,1
Aniba ferrea,FALSE,NA,FALSE,NA,FALSE,NA,0
Aniba firmula,TRUE,NA,TRUE,NA,TRUE,NA,3
Aniba heringeri,FALSE,NA,FALSE,NA,TRUE,NA,1
Aniba santalodora,FALSE,NA,FALSE,NA,FALSE,NA,0
Aniba viridis,TRUE,NA,TRUE,NA,TRUE,NA,3
Aniseia martinicensis,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona annonoides,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona burchellii,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona cacans,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona calcarata,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona coriacea,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona crassiflora,TRUE,NA,FALSE,NA,TRUE,NA,2
Annona dioica,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona dolabripetala,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona emarginata,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona ferruginea,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona glabra,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona glaucophylla,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona malmeana,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona montana,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona monticola,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona nutans,FALSE,NA,FALSE,NA,TRUE,NA,1
Annona parviflora,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona pickelii,FALSE,NA,FALSE,NA,FALSE,NA,0
Annona reticulata,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona sylvatica,TRUE,NA,TRUE,NA,TRUE,NA,3
Annona xylopiifolia,TRUE,NA,TRUE,NA,TRUE,NA,3
Anomochloa marantoidea,FALSE,NA,FALSE,NA,FALSE,NA,0
Anteremanthus hatschbachii,FALSE,NA,FALSE,NA,TRUE,NA,1
Anthaenantiopsis fiebrigii,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthodon decussatus,FALSE,NA,FALSE,NA,TRUE,NA,1
Anthurium ameliae,FALSE,NA,FALSE,NA,TRUE,NA,1
Anthurium bocainense,FALSE,NA,FALSE,NA,TRUE,NA,1
Anthurium jureianum,TRUE,NA,FALSE,NA,TRUE,NA,2
Anthurium kunthii,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium langsdorffii,TRUE,NA,TRUE,NA,TRUE,NA,3
Anthurium longifolium,TRUE,NA,TRUE,NA,TRUE,NA,3
Anthurium lucidum,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium luschnathianum,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium organense,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium parasiticum,TRUE,NA,TRUE,NA,TRUE,NA,3
Anthurium parvum,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium radicans,FALSE,NA,FALSE,NA,FALSE,NA,0
Anthurium sinuatum,TRUE,NA,TRUE,NA,TRUE,NA,3
Anthurium xanthophylloides,FALSE,NA,FALSE,NA,FALSE,NA,0
Aosa parviflora,FALSE,NA,FALSE,NA,TRUE,NA,1
Aosa uleana,FALSE,NA,FALSE,NA,TRUE,NA,1
Aparisthmium cordatum,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Apeiba tibourbou,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aphelandra espirito-santensis,NA,FALSE,NA,FALSE,NA,FALSE,0
Aphelandra longiflora,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aphelandra margaritae,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aphelandra maximiliana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aphelandra prismatica,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aphelandra schottiana,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aphelandra squarrosa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Apinagia riedelii,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4
Apium prostratum,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
Apoclada simplex,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
Apteria aphylla,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4
Apuleia leiocarpa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Arachis villosa,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
Aralia warmingiana,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
Araucaria angustifolia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Ardisia guianensis,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aristida brasiliensis,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
Aristida circinalis,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
Aristida constricta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aristida ekmaniana,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
Aristida filifolia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
Aristida laevis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
Aristida macrophylla,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
Aristida oligospira,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aristida sanctae-luciae,NA,FALSE,NA,FALSE,NA,FALSE,0
Aristida subaequans,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aristolochia curviflora,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aristolochia cymbifera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aristolochia hypoglauca,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
Aristolochia labiata,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6
Aristolochia odora,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
Aristolochia odoratissima,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
