nome_aceito_correto,nomes_originais,elegivel_produto_1,grupo,familia,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico,notas_all,fontes,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,CR,EN,VU,DD,EX,NT,EW,LR,cat_ameaca_geral,splink_t20,gbif_t20,splink_sp,gbif_sp,sum,entra_revisado
Justicia kleinii,Justicia kleinii,apta,Angiospermas,Acanthaceae,Justicia,kleinii,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Justicia lythroides,Justicia lythroides,apta,Angiospermas,Acanthaceae,Justicia,lythroides,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Justicia polita,Justicia polita,apta,Angiospermas,Acanthaceae,Justicia,polita,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Justicia pygmaea,Justicia catharinensis,apta,Angiospermas,Acanthaceae,Justicia,pygmaea,especie,NA,Nome original era sinônimo,sima-cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Justicia scheidweileri,Justicia scheidweileri,apta,Angiospermas,Acanthaceae,Justicia,scheidweileri,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Justicia tijucensis,Justicia tijucensis,examinar,Angiospermas,Acanthaceae,Justicia,tijucensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Lepidagathis meridionalis,Lepidagathis meridionalis,apta,Angiospermas,Acanthaceae,Lepidagathis,meridionalis,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Pseuderanthemum riedelianum,Pseuderanthemum riedelianum,apta,Angiospermas,Acanthaceae,Pseuderanthemum,riedelianum,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ruellia bulbifera,Ruellia bulbifera,apta,Angiospermas,Acanthaceae,Ruellia,bulbifera,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ruellia epallocaulos,Ruellia epallocaulos,examinar,Angiospermas,Acanthaceae,Ruellia,epallocaulos,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ruellia erythropus,Ruellia erythropus,apta,Angiospermas,Acanthaceae,Ruellia,erythropus,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ruellia multifolia,Ruellia multifolia,apta,Angiospermas,Acanthaceae,Ruellia,multifolia,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ruellia solitaria,Ruellia solitaria,apta,Angiospermas,Acanthaceae,Ruellia,solitaria,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Staurogyne brachiata,Staurogyne brachiata,examinar,Angiospermas,Acanthaceae,Staurogyne,brachiata,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Staurogyne elegans,Staurogyne elegans,examinar,Angiospermas,Acanthaceae,Staurogyne,elegans,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Staurogyne itatiaiae,Staurogyne itatiaiae,apta,Angiospermas,Acanthaceae,Staurogyne,itatiaiae,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Staurogyne vauthieriana,Staurogyne vauthieriana,examinar,Angiospermas,Acanthaceae,Staurogyne,vauthieriana,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NAO
Staurogyne veronicifolia,Staurogyne veronicifolia,examinar,Angiospermas,Acanthaceae,Staurogyne,veronicifolia,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Staurogyne warmingiana,Staurogyne warmingiana,examinar,Angiospermas,Acanthaceae,Staurogyne,warmingiana,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Stenandrium mandioccanum,Stenandrium mandioccanum,apta,Angiospermas,Acanthaceae,Stenandrium,mandioccanum,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Stenostephanus lobeliiformis,Stenostephanus lobeliiformis,apta,Angiospermas,Acanthaceae,Stenostephanus,lobeliiformis,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Stenandrium hatschbachii,Stenandrium hatschbachii,examinar,Angiospermas,Acanthaceae,Stenandrium,hatschbachii,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Stenandrium stenophyllum,Stenandrium stenophyllum,examinar,Angiospermas,Acanthaceae,Stenandrium,stenophyllum,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Ruellia dissitifolia,Ruellia dissitifolia,apta,Angiospermas,Acanthaceae,Ruellia,dissitifolia,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Avicennia schaueriana,Avicennia schaueriana,apta,Angiospermas,Acanthaceae,Avicennia,schaueriana,especie,NA,NA,UICN_API,NA,LC,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Dyschoriste smithii,Dyschoriste smithii,examinar,Angiospermas,Acanthaceae,Dyschoriste,smithii,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,CR,NA,NA,1,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Staurogyne nitida,Staurogyne carvalhoi,examinar,Angiospermas,Acanthaceae,Staurogyne,nitida,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Justicia laevilinguis,Justicia laevilinguis,apta,Angiospermas,Acanthaceae,Justicia,laevilinguis,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Justicia pseudoamazonica,Justicia pseudoamazonica,examinar,Angiospermas,Acanthaceae,Justicia,pseudoamazonica,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Avicennia germinans,Avicennia germinans,apta,Angiospermas,Acanthaceae,Avicennia,germinans,especie,NA,NA,UICN_API,NA,LC,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Aphelandra margaritae,Aphelandra margaritae,examinar,Angiospermas,Acanthaceae,Aphelandra,margaritae,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Justicia clausseniana,Justicia clausseniana,examinar,Angiospermas,Acanthaceae,Justicia,clausseniana,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Stenandrium dulce,Stenandrium diphyllum-Stenandrium diphyllum,examinar,Angiospermas,Acanthaceae,Stenandrium,dulce,especie,NA,nome duplicado com critério conflitante na base original/Nome original era sinônimo,sima-SP_oficial-cncflora_web-sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Justicia ramulosa,Justicia ramulosa,examinar,Angiospermas,Acanthaceae,Justicia,ramulosa,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,VU,NA,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Odontonema dissitiflorum,Odontonema dissitiflorum,examinar,Angiospermas,Acanthaceae,Odontonema,dissitiflorum,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Pseuderanthemum modestum,Pseuderanthemum modestum,examinar,Angiospermas,Acanthaceae,Pseuderanthemum,modestum,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Justicia bullata,Justicia bullata,examinar,Angiospermas,Acanthaceae,Justicia,bullata,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Ruellia chamaedrys,Ruellia chamaedrys,examinar,Angiospermas,Acanthaceae,Ruellia,chamaedrys,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,NAO
Schaueria paranaensis,Justicia paranaensis-Schaueria paranaensis,examinar,Angiospermas,Acanthaceae,Schaueria,paranaensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-Portaria 443/2014-sima,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Schaueria litoralis,Schaueria litoralis-Schaueria lophura-Schaueria virginea,apta,Angiospermas,Acanthaceae,Schaueria,litoralis,especie,NA,Nome original era sinônimo-NA,sima-cncflora_web-cncflora_web,NA-NA,NA-NA,NA-NA,NA-NA,DD-NT,NA-NA,0,0,0,1,0,1,0,0,1,FALSE,FALSE,TRUE,FALSE,1,NA
Pachystachys dubiosa,Pachystachys dubiosa-Streblacanthus dubiosus,examinar,Angiospermas,Acanthaceae,Pachystachys,dubiosa,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Achatocarpus praecox,Achatocarpus praecox,apta,Angiospermas,Achatocarpaceae,Achatocarpus,praecox,especie,NA,NA,sima-cncflora_web-UICN_API,NA,LC,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Adelothecium bogotense,Adelothecium bogotense,apta,Briófitas,Adelotheciaceae,Adelothecium,bogotense,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Echinodorus paniculatus,Echinodorus paniculatus,apta,Angiospermas,Alismataceae,Echinodorus,paniculatus,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EX,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Sagittaria lancifolia,Sagittaria lancifolia,examinar,Angiospermas,Alismataceae,Sagittaria,lancifolia,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Sagittaria rhombifolia,Sagittaria rhombifolia,apta,Angiospermas,Alismataceae,Sagittaria,rhombifolia,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Helanthium bolivianum,Helanthium bolivianum,examinar,Angiospermas,Alismataceae,Helanthium,bolivianum,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Limnocharis laforesti,Limnocharis laforesti-Limnocharis laforestii,examinar,Angiospermas,Alismataceae,Limnocharis,laforesti,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-SP_oficial,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,VU-VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Alstroemeria amabilis,Alstroemeria amabilis,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,amabilis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Alstroemeria apertiflora,Alstroemeria apertiflora,apta,Angiospermas,Alstroemeriaceae,Alstroemeria,apertiflora,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EN,0,1,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Alstroemeria capixaba,Alstroemeria capixaba,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,capixaba,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,CR,NA,NA,1,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Alstroemeria caryophyllaea,Alstroemeria caryophyllaea,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,caryophyllaea,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-SP_oficial-mpoSP-Portaria 443/2014,NA,NA,EW,EN,NA,EW,0,1,0,0,0,0,1,0,1,TRUE,TRUE,TRUE,TRUE,4,NAO
Alstroemeria foliosa,Alstroemeria foliosa,apta,Angiospermas,Alstroemeriaceae,Alstroemeria,foliosa,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Alstroemeria inodora,Alstroemeria inodora,apta,Angiospermas,Alstroemeriaceae,Alstroemeria,inodora,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Alstroemeria malmeana,Alstroemeria malmeana,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,malmeana,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,CR,NA,NA,1,0,0,0,0,0,0,0,1,FALSE,NA,FALSE,NA,0,NA
Alstroemeria plantaginea,Alstroemeria plantaginea,apta,Angiospermas,Alstroemeriaceae,Alstroemeria,plantaginea,especie,NA,NA,sima-SP_oficial,NA,NA,NA,NA,NA,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Alstroemeria variegata,Alstroemeria variegata,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,variegata,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,NA,TRUE,NA,TRUE,2,NA
Alstroemeria brasiliensis,Alstroemeria brasiliensis,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,brasiliensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Alstroemeria orchidioides,Alstroemeria orchidioides,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,orchidioides,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,2,NA
Alstroemeria penduliflora,Alstroemeria penduliflora,examinar,Angiospermas,Alstroemeriaceae,Alstroemeria,penduliflora,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Alternanthera sessilis,Alternanthera sessilis,apta,Angiospermas,Amaranthaceae,Alternanthera,sessilis,especie,NA,NA,sima-cncflora_web-UICN_API,NA,LC,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Alternanthera tenella,Alternanthera tenella,apta,Angiospermas,Amaranthaceae,Alternanthera,tenella,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Celosia grandifolia,Celosia grandifolia,apta,Angiospermas,Amaranthaceae,Celosia,grandifolia,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Chamissoa acuminata,Chamissoa acuminata,apta,Angiospermas,Amaranthaceae,Chamissoa,acuminata,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Chamissoa altissima,Chamissoa altissima,apta,Angiospermas,Amaranthaceae,Chamissoa,altissima,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Gomphrena elegans,Gomphrena elegans,apta,Angiospermas,Amaranthaceae,Gomphrena,elegans,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,1,NA
Gomphrena vaga,Gomphrena vaga,apta,Angiospermas,Amaranthaceae,Gomphrena,vaga,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Hebanthe pulverulenta,Hebanthe pulverulenta,apta,Angiospermas,Amaranthaceae,Hebanthe,pulverulenta,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Herbstia brasiliana,Herbstia brasiliana,apta,Angiospermas,Amaranthaceae,Herbstia,brasiliana,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EX,NA,DD,EX,0,0,0,1,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Lecosia oppositifolia,Lecosia oppositifolia,examinar,Angiospermas,Amaranthaceae,Lecosia,oppositifolia,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,FALSE,NA,FALSE,NA,0,NA
Pfaffia glomerata,Pfaffia glomerata,apta,Angiospermas,Amaranthaceae,Pfaffia,glomerata,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Pfaffia gnaphaloides,Pfaffia gnaphaloides,apta,Angiospermas,Amaranthaceae,Pfaffia,gnaphaloides,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Alternanthera bahiensis,Alternanthera bahiensis,examinar,Angiospermas,Amaranthaceae,Alternanthera,bahiensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-SP_oficial,NA,NA,NA,NA,NA,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,1,NA
Blutaparon portulacoides,Blutaparon portulacoides,apta,Angiospermas,Amaranthaceae,Blutaparon,portulacoides,especie,NA,NA,cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Chamissoa acuminata var. maximilianii,Chamissoa acuminata var. maximilianii,examinar,Angiospermas,Amaranthaceae,Chamissoa,acuminata,variedade,maximilianii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,NA,FALSE,NA,FALSE,0,NA
Gomphrena agrestis,Gomphrena agrestis,apta,Angiospermas,Amaranthaceae,Gomphrena,agrestis,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,1,NA
Gomphrena duriuscula,Gomphrena duriuscula,examinar,Angiospermas,Amaranthaceae,Gomphrena,duriuscula,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Gomphrena nigricans,Gomphrena nigricans,examinar,Angiospermas,Amaranthaceae,Gomphrena,nigricans,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,CR,NA,NA,1,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,NA
Pfaffia jubata,Pfaffia jubata,apta,Angiospermas,Amaranthaceae,Pfaffia,jubata,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,LC,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Alternanthera micrantha,Alternanthera micrantha,apta,Angiospermas,Amaranthaceae,Alternanthera,micrantha,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,1,NA
