nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Eugenia squamiflora,cncflora_ckan-UICN_API,NA,Eugenia squamiflora,apta,cncflora_ckan-UICN_API
Eugenia stigmatosa,UICN_API,NA,Eugenia stigmatosa,apta,UICN_API
Eugenia subavenia,UICN_API,NA,Eugenia subavenia,apta,UICN_API
Eugenia subterminalis,UICN_API,Nome original era sinônimo,Eugenia psidiiflora-Eugenia subterminalis,apta,UICN_API-sima-cncflora_web
Eugenia subterminalis,sima-cncflora_web,NA,Eugenia psidiiflora-Eugenia subterminalis,apta,UICN_API-sima-cncflora_web
Eugenia subundulata,sima-SP_oficial,NA,Eugenia subundulata,apta,sima-SP_oficial
Eugenia sulcata,UICN_API,NA,Eugenia sulcata,apta,UICN_API
Eugenia supraaxillaris,cncflora_ckan-UICN_API,NA,Eugenia supraaxillaris,apta,cncflora_ckan-UICN_API
Eugenia guanabarina,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Neomitranthes langsdorffii,examinar,sima-Portaria 443/2014
Eugenia tenuipedunculata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Eugenia imaruiensis,examinar,sima-Portaria 443/2014
Eugenia umbrosa,cncflora_ckan-UICN_API,NA,Eugenia umbrosa,apta,cncflora_ckan-UICN_API
Eugenia vattimoana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia vattimoana,examinar,sima-Portaria 443/2014
Eugenia villaenovae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia villaenovae,examinar,sima-Portaria 443/2014
Eugenia viridiflora,cncflora_ckan-UICN_API,Nome original era sinônimo,Eugenia capitulifera,apta,cncflora_ckan-UICN_API
Eugenia zuccarinii,sima-SP_oficial-cncflora_ckan-UICN_API,NA,Eugenia zuccarinii,apta,sima-SP_oficial-cncflora_ckan-UICN_API
Myrceugenia acutiflora,cncflora_ckan-UICN_API,NA,Myrceugenia acutiflora,apta,cncflora_ckan-UICN_API
Myrceugenia alpigena,sima-SP_oficial-cncflora_web,NA,Myrceugenia alpigena,apta,sima-SP_oficial-cncflora_web
Myrceugenia bracteosa,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrceugenia bracteosa,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrceugenia brevipedicellata,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrceugenia brevipedicellata,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrceugenia campestris,cncflora_web-UICN_API,NA,Myrceugenia campestris,apta,cncflora_web-UICN_API
Myrceugenia cucullata,cncflora_ckan-UICN_API,NA,Myrceugenia cucullata,apta,cncflora_ckan-UICN_API
Myrceugenia euosma,sima-SP_oficial-cncflora_ckan,NA,Myrceugenia euosma,apta,sima-SP_oficial-cncflora_ckan
Myrceugenia foveolata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrceugenia foveolata,examinar,sima-Portaria 443/2014
Myrceugenia franciscensis,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrceugenia franciscensis,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrceugenia gertii,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrceugenia gertii,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrceugenia glaucescens,cncflora_web,NA,Myrceugenia glaucescens,apta,cncflora_web
Myrceugenia hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrceugenia hatschbachii,examinar,sima-Portaria 443/2014
Myrceugenia hoehnei,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Myrceugenia hoehnei,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Myrceugenia kleinii,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrceugenia kleinii,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrceugenia miersiana,cncflora_web-UICN_API,NA,Myrceugenia miersiana,apta,cncflora_web-UICN_API
Myrceugenia myrcioides,cncflora_web-UICN_API,NA,Myrceugenia myrcioides,apta,cncflora_web-UICN_API
Myrceugenia ovalifolia,UICN_API,NA,Myrceugenia ovalifolia,apta,UICN_API
Myrceugenia ovata,UICN_API,NA,Myrceugenia ovata,apta,UICN_API
Myrceugenia oxysepala,cncflora_web,NA,Myrceugenia oxysepala,apta,cncflora_web
Myrceugenia pilotantha,cncflora_web-UICN_API,NA,Myrceugenia pilotantha,apta,cncflora_web-UICN_API
Myrceugenia reitzii,cncflora_ckan,NA,Myrceugenia reitzii,apta,cncflora_ckan
Myrceugenia rufescens,cncflora_web-UICN_API,NA,Myrceugenia rufescens,apta,cncflora_web-UICN_API
Myrceugenia scutellata,sima-cncflora_ckan-UICN_API,NA,Myrceugenia scutellata,apta,sima-cncflora_ckan-UICN_API
Myrceugenia venosa,sima-SP_oficial-cncflora_web,NA,Myrceugenia venosa,apta,sima-SP_oficial-cncflora_web
Myrcia amazonica,UICN_API,NA,Myrcia amazonica,apta,UICN_API
Myrcia anacardiifolia,cncflora_ckan,NA,Myrcia anacardiifolia,apta,cncflora_ckan
Myrcia anomala,sima-SP_oficial,NA,Myrcia anomala,apta,sima-SP_oficial
Myrcia bicolor,sima-SP_oficial-UICN_API-mpoSP,NA,Myrcia bicolor,apta,sima-SP_oficial-UICN_API-mpoSP
Myrcia coelosepala,UICN_API,NA,Myrcia coelosepala,apta,UICN_API
Myrcia cordiifolia,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia cordiifolia,examinar,sima-SP_oficial
Myrcia diaphana,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Myrcia diaphana,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Myrcia dichrophylla,cncflora_web-UICN_API,NA,Myrcia dichrophylla,apta,cncflora_web-UICN_API
Myrcia eriocalyx,sima-SP_oficial,NA,Myrcia eriocalyx,apta,sima-SP_oficial
Myrcia eriopus,sima-SP_oficial-cncflora_web-mpoSP,NA,Myrcia eriopus,apta,sima-SP_oficial-cncflora_web-mpoSP
Myrcia eumecephylla,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Myrcia limae,examinar,sima-Portaria 443/2014
Myrcia gilsoniana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia gilsoniana,examinar,sima-Portaria 443/2014
Myrcia glabra,UICN_API,NA,Myrcia glabra,apta,UICN_API
Myrcia guianensis,sima-cncflora_web-UICN_API,NA,Myrcia guianensis-Myrciaria silveirana,apta,sima-cncflora_web-UICN_API-UICN_API
Myrcia guianensis,UICN_API,Nome original era sinônimo,Myrcia guianensis-Myrciaria silveirana,apta,sima-cncflora_web-UICN_API-UICN_API
Myrcia hebepetala,cncflora_ckan,NA,Myrcia hebepetala,apta,cncflora_ckan
Myrcia heringii,cncflora_web,NA,Myrcia heringii,apta,cncflora_web
Myrcia hexasticha,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,NA,Myrcia hexasticha,apta,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014
Myrcia insularis,cncflora_web-UICN_API,NA,Myrcia insularis,apta,cncflora_web-UICN_API
Myrcia isaiana,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Myrcia isaiana,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Myrcia laxiflora,UICN_API,NA,Myrcia laxiflora,apta,UICN_API
Myrcia macrocarpa,UICN_API,NA,Myrcia macrocarpa,apta,UICN_API
Myrcia magnifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia magnifolia,examinar,sima-Portaria 443/2014
Myrcia montana,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia montana,examinar,sima-SP_oficial
Myrcia multiflora,UICN_API,NA,Myrcia multiflora,apta,UICN_API
Myrcia neorostrata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia neorostrata,examinar,sima
Myrcia oblongata,cncflora_web,NA,Myrcia oblongata,apta,cncflora_web
Myrcia ovata,cncflora_web,NA,Myrcia ovata,apta,cncflora_web
Myrcia palustris,UICN_API,NA,Myrcia palustris,apta,UICN_API
Myrcia plusiantha,cncflora_web-Portaria 443/2014,Nome original era sinônimo,Myrcia follii-Myrcia plusiantha,apta,cncflora_web-Portaria 443/2014-sima-cncflora_web-UICN_API
Myrcia plusiantha,sima-cncflora_web-UICN_API,NA,Myrcia follii-Myrcia plusiantha,apta,cncflora_web-Portaria 443/2014-sima-cncflora_web-UICN_API
Myrcia pubiflora,UICN_API,NA,Myrcia pubiflora,apta,UICN_API
Myrcia pubipetala,UICN_API,Nome original era sinônimo,Myrcia grandiflora-Myrcia pubipetala,apta,UICN_API-cncflora_web
Myrcia pubipetala,cncflora_web,NA,Myrcia grandiflora-Myrcia pubipetala,apta,UICN_API-cncflora_web
Myrcia racemosa,UICN_API,NA,Myrcia racemosa,apta,UICN_API
Myrcia retorta,cncflora_ckan-UICN_API,NA,Myrcia retorta,apta,cncflora_ckan-UICN_API
Myrcia riodocensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia riodocensis,examinar,sima-Portaria 443/2014
Myrcia rufipes,UICN_API,NA,Myrcia rufipes,apta,UICN_API
Myrcia rupicola,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Myrcia rupicola,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Myrcia selloi,UICN_API,Nome original era sinônimo,Myrcia laruotteana,apta,UICN_API
Myrcia splendens,UICN_API,NA,Myrcia splendens,apta,UICN_API
Myrcia stictophylla,sima-SP_oficial-cncflora_ckan-UICN_API,NA,Myrcia stictophylla,apta,sima-SP_oficial-cncflora_ckan-UICN_API
Myrcia subcordata,cncflora_web,Nome original era sinônimo,Myrcia pulchra-Myrcia subcordata,apta,cncflora_web-sima-UICN_API
Myrcia subcordata,sima-UICN_API,NA,Myrcia pulchra-Myrcia subcordata,apta,cncflora_web-sima-UICN_API
Myrcia tenuivenosa,cncflora_ckan,Nome original era sinônimo,Marlierea acuminatissima-Myrcia tenuivenosa,apta-examinar,cncflora_ckan-sima
Myrcia tenuivenosa,sima,Não foi avaliada,Marlierea acuminatissima-Myrcia tenuivenosa,apta-examinar,cncflora_ckan-sima
Myrcia tijucensis,cncflora_web,NA,Myrcia tijucensis,apta,cncflora_web
Myrcia tomentosa,UICN_API,NA,Myrcia tomentosa,apta,UICN_API
Myrcia variabilis,cncflora_web-UICN_API,NA,Myrcia variabilis,apta,cncflora_web-UICN_API
Myrcia venulosa,sima-cncflora_web,NA,Myrcia venulosa,apta,sima-cncflora_web
Myrcia vittoriana,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia vittoriana,examinar,sima-SP_oficial
Myrcianthes pungens,cncflora_web-UICN_API,NA,Myrcianthes pungens,apta,cncflora_web-UICN_API
Myrciaria cuspidata,cncflora_web-UICN_API,NA,Myrciaria cuspidata,apta,cncflora_web-UICN_API
Myrciaria delicatula,UICN_API,NA,Myrciaria delicatula,apta,UICN_API
Myrciaria floribunda,cncflora_web-UICN_API,NA,Myrciaria floribunda,apta,cncflora_web-UICN_API
Myrciaria plinioides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrciaria plinioides,examinar,sima-Portaria 443/2014
Myrciaria tenella,sima-cncflora_web,NA,Myrciaria tenella,apta,sima-cncflora_web
Myrrhinium atropurpureum,UICN_API,NA,Myrrhinium atropurpureum,apta,UICN_API
Neomitranthes amblymitra,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Neomitranthes amblymitra,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Neomitranthes capivariensis,sima-SP_oficial-cncflora_web-mpoSP,NA,Neomitranthes capivariensis,apta,sima-SP_oficial-cncflora_web-mpoSP
Neomitranthes cordifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Neomitranthes cordifolia,examinar,sima-Portaria 443/2014
Neomitranthes glomerata,sima-cncflora_web,NA,Neomitranthes glomerata,apta,sima-cncflora_web
Neomitranthes gracilis,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Neomitranthes gracilis,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Neomitranthes obscura,cncflora_web,NA,Neomitranthes obscura,apta,cncflora_web
Neomitranthes obtusa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Neomitranthes obtusa,examinar,sima-Portaria 443/2014
Neomitranthes pedicellata,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Neomitranthes pedicellata,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Neomitranthes warmingiana,cncflora_ckan-UICN_API,NA,Neomitranthes warmingiana,apta,cncflora_ckan-UICN_API
Plinia callosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia callosa,examinar,sima-Portaria 443/2014
Plinia edulis,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Plinia edulis,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Plinia hatschbachii,sima-SP_oficial-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia hatschbachii,examinar,sima-SP_oficial-Portaria 443/2014
Plinia muricata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia muricata,examinar,sima-Portaria 443/2014
Plinia phitrantha,cncflora_ckan-UICN_API,NA,Plinia phitrantha,apta,cncflora_ckan-UICN_API
Plinia rara,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia rara,examinar,sima-Portaria 443/2014
Plinia renatiana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia renatiana,examinar,sima-Portaria 443/2014
Plinia rivularis,UICN_API,NA,Plinia rivularis,apta,UICN_API
Plinia rogersiana,cncflora_ckan-UICN_API,NA,Plinia rogersiana,apta,cncflora_ckan-UICN_API
Plinia sebastianopolitana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Plinia ilhensis,examinar,sima-Portaria 443/2014
Plinia subavenia,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Plinia subavenia,examinar,sima
Psidium amplexicaule,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Marlierea lealcostae,examinar,sima-Portaria 443/2014
Psidium australe,UICN_API,NA,Psidium australe,apta,UICN_API
Psidium firmum,cncflora_web,NA,Psidium firmum,apta,cncflora_web
Psidium grandifolium,UICN_API,Nome original era sinônimo,Psidium cinereum-Psidium grandifolium,apta,UICN_API-cncflora_web
Psidium grandifolium,cncflora_web,NA,Psidium cinereum-Psidium grandifolium,apta,UICN_API-cncflora_web
Psidium guineense,UICN_API,NA,Psidium guineense,apta,UICN_API
Psidium longipetiolatum,cncflora_web,NA,Psidium longipetiolatum,apta,cncflora_web
Psidium myrtoides,sima-SP_oficial-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Psidium giganteum-Psidium myrtoides,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014-cncflora_ckan
Psidium myrtoides,cncflora_ckan,NA,Psidium giganteum-Psidium myrtoides,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014-cncflora_ckan
Psidium ovale,cncflora_web,NA,Psidium ovale,apta,cncflora_web
Psidium reptans,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Psidium reptans,examinar,sima-Portaria 443/2014
Psidium rufum,cncflora_ckan,NA,Psidium rufum,apta,cncflora_ckan
Psidium salutare,sima-SP_oficial-cncflora_web-UICN_API,NA,Psidium salutare,apta,sima-SP_oficial-cncflora_web-UICN_API
Psidium sartorianum,sima-SP_oficial-cncflora_web,NA,Psidium sartorianum,apta,sima-SP_oficial-cncflora_web
Psidium striatulum,UICN_API,NA,Psidium striatulum,apta,UICN_API
Siphoneugena densiflora,cncflora_web,NA,Siphoneugena densiflora-Siphoneugenia densiflora,apta,cncflora_web-UICN_API
Siphoneugena densiflora,UICN_API,Nome original mal escrito,Siphoneugena densiflora-Siphoneugenia densiflora,apta,cncflora_web-UICN_API
Siphoneugena kiaerskoviana,cncflora_ckan-UICN_API,NA,Siphoneugena kiaerskoviana,apta,cncflora_ckan-UICN_API
Siphoneugena kuhlmannii,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Siphoneugena kuhlmannii,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Siphoneugena reitzii,sima-SP_oficial-cncflora_web-mpoSP,NA,Siphoneugena reitzii,apta,sima-SP_oficial-cncflora_web-mpoSP
Myrcia almasensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrcia almasensis,examinar,sima-Portaria 443/2014
Psidium guajava,UICN_API,NA,Psidium guajava,apta,UICN_API
Eugenia astringens,cncflora_ckan,NA,Eugenia astringens-Eugenia cyclophylla,apta,cncflora_ckan-UICN_API
Eugenia astringens,UICN_API,Nome original era sinônimo,Eugenia astringens-Eugenia cyclophylla,apta,cncflora_ckan-UICN_API
Eugenia angustissima,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia angustissima,examinar,sima-SP_oficial
Eugenia aurata,sima-cncflora_web,NA,Eugenia aurata,apta,sima-cncflora_web
Eugenia beaurepairiana,cncflora_ckan-UICN_API,NA,Eugenia beaurepairiana,apta,cncflora_ckan-UICN_API
Eugenia blanda,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia blanda,examinar,sima-Portaria 443/2014
Eugenia laxa,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia laxa,examinar,sima
Myrcia obovata,cncflora_web-UICN_API,NA,Myrcia obovata,apta,cncflora_web-UICN_API
Myrcia vestita,sima-SP_oficial-UICN_API,NA,Myrcia vestita,apta,sima-SP_oficial-UICN_API
Eugenia arenosa,sima-SP_oficial-cncflora_web,NA,Eugenia arenosa,apta,sima-SP_oficial-cncflora_web
Eugenia klotzschiana,cncflora_web,NA,Eugenia klotzschiana,apta,cncflora_web
Eugenia sellowiana,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia sellowiana-Eugenia stephanii,examinar,sima-SP_oficial
Eugenia sellowiana,SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Eugenia sellowiana-Eugenia stephanii,examinar,sima-SP_oficial
Myrcia bella,UICN_API,NA,Myrcia bella,apta,UICN_API
Myrcia lenheirensis,UICN_API,NA,Myrcia lenheirensis,apta,UICN_API
Myrcia uberavensis,UICN_API,NA,Myrcia uberavensis,apta,UICN_API
Psidium rufum var. widgrenianum,UICN_API,NA,Psidium rufum var. widgrenianum,apta,UICN_API
Eugenia percincta,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia percincta,examinar,sima
Eugenia solimoensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia solimoensis,examinar,sima
Eugenia verticillata,UICN_API,NA,Eugenia verticillata,apta,UICN_API
Myrcia aethusa,UICN_API,NA,Myrcia aethusa-Myrcia oligantha,apta,UICN_API-sima-SP_oficial
Myrcia aethusa,sima-SP_oficial,Nome original era sinônimo,Myrcia aethusa-Myrcia oligantha,apta,UICN_API-sima-SP_oficial
Myrcia bicarinata,UICN_API,NA,Myrcia bicarinata,apta,UICN_API
Myrcia subalpestris,UICN_API,NA,Myrcia subalpestris,apta,UICN_API
Plinia coronata,cncflora_ckan,NA,Plinia coronata,apta,cncflora_ckan
Plinia peruviana,UICN_API,Nome original era sinônimo,Plinia cauliflora,apta,UICN_API
Psidium araucanum,cncflora_ckan,NA,Psidium araucanum,apta,cncflora_ckan
Eugenia anomala,sima-cncflora_web,NA,Eugenia anomala,apta,sima-cncflora_web
Feijoa sellowiana,UICN_API,Nome original era sinônimo,Acca sellowiana,apta,UICN_API
Myrceugenia acutata,cncflora_ckan-UICN_API,NA,Myrceugenia acutata,apta,cncflora_ckan-UICN_API
Myrcia eugenioides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Myrcia lineata,examinar,sima-Portaria 443/2014
Myrcia retusa,UICN_API,NA,Myrcia retusa,apta,UICN_API
Myrcia strigipes,UICN_API,NA,Myrcia strigipes,apta,UICN_API
Plinia pseudodichasiantha,sima-SP_oficial-cncflora_ckan-mpoSP,NA,Plinia pseudodichasiantha,apta,sima-SP_oficial-cncflora_ckan-mpoSP
Myrcia flagellaris,sima-SP_oficial-cncflora_web-mpoSP,NA,Myrcia flagellaris,apta,sima-SP_oficial-cncflora_web-mpoSP
Eugenia brunneopubescens,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia brunneopubescens,examinar,sima-SP_oficial
Eugenia longibracteata,sima-SP_oficial-cncflora_ckan,NA,Eugenia longibracteata,apta,sima-SP_oficial-cncflora_ckan
Eugenia tenuiflora,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eugenia tenuiflora,examinar,sima
